energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.27363682,8.58860302,1.95720867,4.85149328,0.04681092,0.59253472,0.06356240,2.00507447,1.16983440,0.77608465
-5.26763382,8.59490093,1.98456656,4.83506383,0.04651599,0.59853291,0.06354517,2.01067510,1.17620265,0.77947262
-5.26163082,8.59577120,2.01123808,4.81555519,0.04616634,0.60433242,0.06355266,2.01478535,1.18157254,0.78257324
-5.25562781,8.58946974,2.03641237,4.79228483,0.04575562,0.60969726,0.06356514,2.01693994,1.18562749,0.78520404
-5.24962481,8.57443805,2.05932613,4.76466798,0.04527956,0.61440661,0.06356431,2.01671624,1.18807331,0.78719623
-5.24362181,8.54936493,2.07928584,4.73224656,0.04473613,0.61826157,0.06353374,2.01375025,1.18864980,0.78840233
-5.23761881,8.51323994,2.09568770,4.69471366,0.04412561,0.62109116,0.06345917,2.00775060,1.18714114,0.78870301
-5.23161581,8.46539649,2.10803476,4.65193267,0.04345061,0.62275749,0.06332878,1.99851009,1.18338492,0.78801277
-5.22561281,8.40554272,2.11595047,4.60395010,0.04271599,0.62315979,0.06313333,1.98591423,1.17727919,0.78628418
-5.21960980,8.33377882,2.11918831,4.55100151,0.04192868,0.62223721,0.06286632,1.96994661,1.16878735,0.78351060
-5.21360680,8.25060024,2.11763728,4.49351020,0.04109747,0.61997029,0.06252395,1.95069069,1.15794060,0.77972706
-5.20760380,8.15688666,2.11132295,4.43207886,0.04023275,0.61638100,0.06210514,1.92832812,1.14483790,0.77500953
-5.20160080,8.05387718,2.10040439,4.36747424,0.03934616,0.61153140,0.06161140,1.90313375,1.12964345,0.76947241
-5.19559780,7.94313277,2.08516698,4.30060570,0.03845021,0.60552099,0.06104665,1.87546731,1.11258174,0.76326446
-5.18959480,7.82648759,2.06601157,4.23249819,0.03755791,0.59848281,0.06041704,1.84576243,1.09393048,0.75656336
-5.18359180,7.70599084,2.04344043,4.16426089,0.03668237,0.59057859,0.05973074,1.81451321,1.07401156,0.74956915
-5.17758879,7.58384151,2.01804058,4.09705250,0.03583637,0.58199300,0.05899757,1.78225894,1.05318064,0.74249669
-5.17158579,7.46231841,1.99046517,4.03204451,0.03503203,0.57292729,0.05822879,1.74956751,1.03181551,0.73556772
-5.16558279,7.34370793,1.96141342,3.97038379,0.03428043,0.56359262,0.05743675,1.71701822,1.01030390,0.72900255
-5.15957979,7.23023206,1.93161011,3.91315573,0.03359130,0.55420327,0.05663454,1.68518441,0.98903114,0.72301185
-5.15357679,7.12397940,1.90178495,3.86134938,0.03297276,0.54496999,0.05583570,1.65461664,0.96836811,0.71778892
-5.14757379,7.02684129,1.87265270,3.81582566,0.03243109,0.53609376,0.05505388,1.62582689,0.94865989,0.71350256
-5.14157079,6.94045542,1.84489456,3.77729003,0.03197062,0.52776012,0.05430253,1.59927445,0.93021566,0.71029096
-5.13556778,6.86615875,1.81914118,3.74627036,0.03159361,0.52013429,0.05359458,1.57535368,0.91330004,0.70825673
-5.12956478,6.80495150,1.79595803,3.72310112,0.03130023,0.51335718,0.05294220,1.55438426,0.89812623,0.70746339
-5.12356178,6.75747316,1.77583304,3.70791426,0.03108860,0.50754248,0.05235651,1.53660414,0.88485113,0.70793330
-5.11755878,6.72399158,1.75916718,3.70063735,0.03095494,0.50277479,0.05184742,1.52216528,0.87357254,0.70964725
-5.11155578,6.70440508,1.74626770,3.70099902,0.03089369,0.49910877,0.05142340,1.51113233,0.86432856,0.71254563
-5.10555278,6.69825769,1.73734442,3.70854148,0.03089774,0.49656951,0.05109136,1.50348433,0.85709901,0.71653117
-5.09954977,6.70476642,1.73250873,3.72263975,0.03095873,0.49515370,0.05085654,1.49911899,0.85180877,0.72147315
-5.09354677,6.72285953,1.73177537,3.74252668,0.03106732,0.49483177,0.05072246,1.49785965,0.84833293,0.72721289
-5.08754377,6.75122387,1.73506661,3.76732285,0.03121353,0.49555075,0.05069091,1.49946429,0.84650332,0.73357024
-5.08154077,6.78835930,1.74221863,3.79606989,0.03138710,0.49723767,0.05076192,1.50363632,0.84611617,0.74035085
-5.07553777,6.83263752,1.75298972,3.82776596,0.03157782,0.49980334,0.05093384,1.51003655,0.84694059,0.74735389
-5.06953477,6.88236293,1.76706999,3.86140161,0.03177587,0.50314635,0.05120339,1.51829589,0.84872736,0.75437975
-5.06353177,6.93583251,1.78409209,3.89599463,0.03197211,0.50715701,0.05156572,1.52802818,0.85121780,0.76123758
-5.05752876,6.99139241,1.80364258,3.93062210,0.03215835,0.51172126,0.05201454,1.53884250,0.85415231,0.76775206
-5.05152576,7.04748856,1.82527367,3.96444860,0.03232760,0.51672410,0.05254220,1.55035475,0.85727821,0.77376936
-5.04552276,7.10270961,1.84851475,3.99674902,0.03247416,0.52205272,0.05313978,1.56219768,0.86035675,0.77916178
-5.03951976,7.15582042,1.87288369,4.02692556,0.03259379,0.52759907,0.05379720,1.57402942,0.86316896,0.78383104
-5.03351676,7.20578525,1.89789735,4.05451807,0.03268367,0.53326178,0.05450328,1.58553995,0.86552031,0.78771006
-5.02751376,7.25178035,1.92308127,4.07920786,0.03274242,0.53894759,0.05524589,1.59645561,0.86724409,0.79076313
-5.02151076,7.29319609,1.94797843,4.10081509,0.03276997,0.54457215,0.05601200,1.60654164,0.86820346,0.79298463
-5.01550775,7.32962961,1.97215677,4.11929040,0.03276741,0.55006029,0.05678780,1.61560269,0.86829236,0.79439635
-5.00950475,7.36086921,1.99521569,4.13470177,0.03273684,0.55534584,0.05755880,1.62348187,0.86743529,0.79504370
-5.00350175,7.38687227,2.01679131,4.14721753,0.03268110,0.56037115,0.05831001,1.63005821,0.86558618,0.79499100
-4.99749875,7.40773865,2.03656069,4.15708702,0.03260354,0.56508628,0.05902609,1.63524328,0.86272654,0.79431621
-4.99149575,7.42368164,2.05424488,4.16462002,0.03250782,0.56944810,0.05969153,1.63897716,0.85886302,0.79310545
-4.98549275,7.43499848,2.06961108,4.17016635,0.03239762,0.57341935,0.06029092,1.64122405,0.85402465,0.79144758
-4.97948974,7.44204223,2.08247373,4.17409666,0.03227649,0.57696774,0.06080923,1.64196814,0.84825986,0.78942918
-4.97348674,7.44519660,2.09269477,4.17678539,0.03214763,0.58006517,0.06123210,1.64120978,0.84163346,0.78713020
-4.96748374,7.44485481,2.10018308,4.17859658,0.03201377,0.58268710,0.06154619,1.63896225,0.83422373,0.78462039
-4.96148074,7.44140324,2.10489303,4.17987294,0.03187711,0.58481217,0.06173954,1.63524933,0.82611960,0.78195686
-4.95547774,7.43521002,2.10682234,4.18092824,0.03173923,0.58642192,0.06180190,1.63010365,0.81741806,0.77918254
-4.94947474,7.42661853,2.10600918,4.18204295,0.03160115,0.58750080,0.06172512,1.62356581,0.80822181,0.77632576
-4.94347174,7.41594525,2.10252859,4.18346274,0.03146334,0.58803619,0.06150343,1.61568412,0.79863707,0.77340082
-4.93746873,7.40348101,2.09648826,4.18539941,0.03132584,0.58801864,0.06113371,1.60651496,0.78877163,0.77040931
-4.93146573,7.38949499,2.08802381,4.18803344,0.03118837,0.58744203,0.06061572,1.59612331,0.77873298,0.76734217
-4.92546273,7.37424002,2.07729349,4.19151774,0.03105044,0.58630383,0.05995220,1.58458348,0.76862668,0.76418218
-4.91945973,7.35795855,2.06447275,4.19598188,0.03091155,0.58460517,0.05914893,1.57197967,0.75855466,0.76090669
-4.91345673,7.34088808,2.04974848,4.20153622,0.03077132,0.58235097,0.05821466,1.55840621,0.74861376,0.75749040
-4.90745373,7.32326556,2.03331334,4.20827562,0.03062963,0.57954977,0.05716098,1.54396742,0.73889419,0.75390804
-4.90145073,7.30533013,2.01536030,4.21628239,0.03048675,0.57621359,0.05600205,1.52877687,0.72947818,0.75013665
-4.89544772,7.28732415,1.99607758,4.22562841,0.03034348,0.57235760,0.05475428,1.51295601,0.72043864,0.74615751
-4.88944472,7.26949226,1.97564422,4.23637642,0.03020120,0.56799964,0.05343594,1.49663229,0.71183797,0.74195756
-4.88344172,7.25207907,1.95422641,4.24858061,0.03006194,0.56315980,0.05206670,1.47993672,0.70372713,0.73753022
-4.87743872,7.23532557,1.93197482,4.26228680,0.02992841,0.55785983,0.05066709,1.46300108,0.69614475,0.73287568
-4.87143572,7.21946496,1.90902295,4.27753246,0.02980396,0.55212271,0.04925805,1.44595482,0.68911672,0.72800072
-4.86543272,7.20471839,1.88548661,4.29434683,0.02969257,0.54597212,0.04786038,1.42892192,0.68265595,0.72291800
-4.85942971,7.19129120,1.86146445,4.31275144,0.02959876,0.53943217,0.04649426,1.41201786,0.67676248,0.71764506
-4.85342671,7.17937004,1.83703959,4.33276128,0.02952747,0.53252719,0.04517880,1.39534681,0.67142405,0.71220302
-4.84742371,7.16912139,1.81228213,4.35438665,0.02948396,0.52528162,0.04393166,1.37899932,0.66661692,0.70661510
-4.84142071,7.16069151,1.78725229,4.37763573,0.02947363,0.51772013,0.04276871,1.36305047,0.66230712,0.70090514
-4.83541771,7.15420796,1.76200416,4.40251790,0.02950184,0.50986788,0.04170377,1.34755875,0.65845197,0.69509613
-4.82941471,7.14978262,1.73658952,4.42904747,0.02957376,0.50175088,0.04074846,1.33256551,0.65500189,0.68920887
-4.82341171,7.14751573,1.71106160,4.45724771,0.02969411,0.49339641,0.03991205,1.31809516,0.65190245,0.68326085
-4.81740870,7.14750085,1.68547851,4.48715475,0.02986702,0.48483355,0.03920146,1.30415604,0.64909645,0.67726539
-4.81140570,7.14983000,1.65990590,4.51882114,0.03009575,0.47609367,0.03862124,1.29074174,0.64652616,0.67123104
-4.80540270,7.15459854,1.63441886,4.55231851,0.03038256,0.46721082,0.03817370,1.27783303,0.64413538,0.66516138
-4.79939970,7.16190926,1.60910268,4.58773915,0.03072847,0.45822205,0.03785895,1.26539998,0.64187147,0.65905509
-4.79339670,7.17187507,1.58405241,4.62519614,0.03113313,0.44916755,0.03767509,1.25340435,0.63968705,0.65290627
-4.78739370,7.18461983,1.55937123,4.66482162,0.03159468,0.44009054,0.03761837,1.24180202,0.63754143,0.64670517
-4.78139070,7.20027692,1.53516769,4.70676327,0.03210962,0.43103695,0.03768329,1.23054526,0.63540162,0.64043903
-4.77538769,7.21898531,1.51155176,4.75117859,0.03267277,0.42205480,0.03786287,1.21958481,0.63324289,0.63409320
-4.76938469,7.24088287,1.48863013,4.79822718,0.03327729,0.41319340,0.03814869,1.20887164,0.63104887,0.62765227
-4.76338169,7.26609710,1.46650080,4.84806097,0.03391468,0.40450217,0.03853116,1.19835819,0.62881114,0.62110139
-4.75737869,7.29473331,1.44524737,4.90081266,0.03457487,0.39602936,0.03899957,1.18799927,0.62652832,0.61442745
-4.75137569,7.32686062,1.42493328,4.95658266,0.03524642,0.38782054,0.03954228,1.17775240,0.62420474,0.60762029
-4.74537269,7.36249646,1.40559645,5.01542496,0.03591671,0.37991702,0.04014683,1.16757765,0.62184871,0.60067368
-4.73936968,7.40159007,1.38724452,5.07733250,0.03657218,0.37235419,0.04080005,1.15743720,0.61947053,0.59358620
-4.73336668,7.44400602,1.36985106,5.14222271,0.03719864,0.36516000,0.04148821,1.14729448,0.61708028,0.58636182
-4.72736368,7.48950861,1.35335306,5.20992391,0.03778161,0.35835349,0.04219717,1.13711317,0.61468557,0.57901031
-4.72136068,7.53774835,1.33764981,5.28016351,0.03830669,0.35194364,0.04291247,1.12685611,0.61228940,0.57154734
-4.71535768,7.58825157,1.32260344,5.35255875,0.03875991,0.34592846,0.04361955,1.11648437,0.60988819,0.56399435
-4.70935468,7.64041420,1.30804106,5.42661088,0.03912812,0.34029450,0.04430390,1.10595648,0.60747023,0.55637823
-4.70335168,7.69350086,1.29375867,5.50170355,0.03939935,0.33501683,0.04495127,1.09522810,0.60501460,0.54873077
-4.69734867,7.74664983,1.27952659,5.57710600,0.03956311,0.33005946,0.04554786,1.08425218,0.60249066,0.54108802
-4.69134567,7.79888472,1.26509636,5.65198164,0.03961074,0.32537630,0.04608058,1.07297971,0.59985828,0.53348952
-4.68534267,7.84913285,1.25020887,5.72540198,0.03953560,0.32091255,0.04653730,1.06136111,0.59706874,0.52597757
-4.67933967,7.89625030,1.23460336,5.79636610,0.03933331,0.31660664,0.04690706,1.04934821,0.59406634,0.51859644
-4.67333667,7.93905293,1.21802712,5.86382504,0.03900184,0.31239245,0.04718032,1.03689688,0.59079073,0.51139171
-4.66733367,7.97635251,1.20024528,5.92671041,0.03854161,0.30820193,0.04734924,1.02397008,0.58717979,0.50440961
-4.66133067,8.00699630,1.18105053,5.98396625,0.03795548,0.30396787,0.04740781,1.01054125,0.58317301,0.49769657
-4.65532766,8.02990861,1.16027221,6.03458255,0.03724867,0.29962677,0.04735210,0.99659780,0.57871514,0.49129877
-4.64932466,8.04413194,1.13778442,6.07762915,0.03642864,0.29512159,0.04718034,0.98214455,0.57375993,0.48526178
-4.64332166,8.04886591,1.11351284,6.11228805,0.03550493,0.29040444,0.04689303,0.96720679,0.56827387,0.47963031
