energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.29717157,0.07149278,0.00029515,0.84476768,0.00000000,0.79328156,0.23869205
-5.99399700,1.31391243,0.07039234,0.00029185,0.85798792,0.00000000,0.80390380,0.24247617
-5.98799400,1.33116075,0.06917590,0.00028852,0.87173716,0.00000000,0.81454664,0.24629882
-5.98199100,1.34881240,0.06785435,0.00028523,0.88592852,0.00000000,0.82508872,0.25015504
-5.97598799,1.36671849,0.06643853,0.00028203,0.90044241,0.00000000,0.83539081,0.25403456
-5.96998499,1.38468344,0.06493944,0.00027897,0.91512521,0.00000000,0.84529515,0.25792104
-5.96398199,1.40246668,0.06336849,0.00027605,0.92979038,0.00000000,0.85462674,0.26179190
-5.95797899,1.41978800,0.06173793,0.00027327,0.94422215,0.00000000,0.86319678,0.26561875
-5.95197599,1.43633632,0.06006123,0.00027062,0.95818160,0.00000000,0.87080805,0.26936824
-5.94597299,1.45178143,0.05835347,0.00026804,0.97141492,0.00000000,0.87726214,0.27300336
-5.93996998,1.46578795,0.05663176,0.00026548,0.98366319,0.00000000,0.88236797,0.27648519
-5.93396698,1.47803074,0.05491550,0.00026288,0.99467333,0.00000000,0.88595134,0.27977468
-5.92796398,1.48821080,0.05322669,0.00026015,1.00420934,0.00000000,0.88786470,0.28283463
-5.92196098,1.49607053,0.05159001,0.00025723,1.01206334,0.00000000,0.88799680,0.28563152
-5.91595798,1.50140765,0.05003292,0.00025403,1.01806550,0.00000000,0.88628135,0.28813709
-5.90995498,1.50408663,0.04858556,0.00025050,1.02209247,0.00000000,0.88270433,0.29032959
-5.90395198,1.50404706,0.04728060,0.00024659,1.02407354,0.00000000,0.87730929,0.29219457
-5.89794897,1.50130845,0.04615304,0.00024224,1.02399435,0.00000000,0.87020035,0.29372513
-5.89194597,1.49597108,0.04523985,0.00023745,1.02189789,0.00000000,0.86154269,0.29492169
-5.88594297,1.48821299,0.04457960,0.00023222,1.01788259,0.00000000,0.85156020,0.29579120
-5.87993997,1.47828322,0.04421205,0.00022656,1.01209787,0.00000000,0.84053060,0.29634599
-5.87393697,1.46649177,0.04417769,0.00022052,1.00473728,0.00000000,0.82877799,0.29660222
-5.86793397,1.45319691,0.04451720,0.00021415,0.99602975,0.00000000,0.81666321,0.29657816
-5.86193097,1.43879052,0.04527094,0.00020753,0.98622937,0.00000000,0.80457248,0.29629239
-5.85592796,1.42368242,0.04647833,0.00020076,0.97560444,0.00000000,0.79290466,0.29576210
-5.84992496,1.40828431,0.04817723,0.00019394,0.96442625,0.00000000,0.78205768,0.29500159
-5.84392196,1.39299433,0.05040321,0.00018717,0.95295828,0.00000000,0.77241485,0.29402104
-5.83791896,1.37818280,0.05318879,0.00018057,0.94144630,0.00000000,0.76433132,0.29282580
-5.83191596,1.36417983,0.05656252,0.00017425,0.93010973,0.00000000,0.75812133,0.29141604
-5.82591296,1.35126507,0.06054805,0.00016833,0.91913470,0.00000000,0.75404668,0.28978689
-5.81990995,1.33966004,0.06516308,0.00016291,0.90866897,0.00000000,0.75230679,0.28792908
-5.81390695,1.32952299,0.07041820,0.00015810,0.89881867,0.00000000,0.75303057,0.28582984
-5.80790395,1.32094635,0.07631578,0.00015397,0.88964704,0.00000000,0.75627051,0.28347425
-5.80190095,1.31395661,0.08284881,0.00015061,0.88117490,0.00000000,0.76199893,0.28084669
-5.79589795,1.30851630,0.08999973,0.00014809,0.87338264,0.00000000,0.77010671,0.27793237
-5.78989495,1.30452794,0.09773954,0.00014644,0.86621365,0.00000000,0.78040442,0.27471893
-5.78389195,1.30183956,0.10602692,0.00014572,0.85957879,0.00000000,0.79262582,0.27119786
-5.77788894,1.30025153,0.11480772,0.00014594,0.85336173,0.00000000,0.80643376,0.26736571
-5.77188594,1.29952446,0.12401477,0.00014711,0.84742485,0.00000000,0.82142830,0.26322517
-5.76588294,1.29938795,0.13356806,0.00014924,0.84161564,0.00000000,0.83715687,0.25878570
-5.75987994,1.29954991,0.14337542,0.00015230,0.83577317,0.00000000,0.85312625,0.25406407
-5.75387694,1.29970655,0.15333364,0.00015628,0.82973479,0.00000000,0.86881613,0.24908450
-5.74787394,1.29955251,0.16333014,0.00016114,0.82334263,0.00000000,0.88369386,0.24387865
-5.74187094,1.29879140,0.17324512,0.00016683,0.81645006,0.00000000,0.89722991,0.23848538
-5.73586793,1.29714626,0.18295421,0.00017331,0.80892775,0.00000000,0.90891371,0.23295043
-5.72986493,1.29436990,0.19233143,0.00018051,0.80066939,0.00000000,0.91826927,0.22732593
-5.72386193,1.29025480,0.20125250,0.00018838,0.79159683,0.00000000,0.92487009,0.22166991
-5.71785893,1.28464231,0.20959834,0.00019686,0.78166461,0.00000000,0.92835271,0.21604577
-5.71185593,1.27743069,0.21725861,0.00020587,0.77086347,0.00000000,0.92842850,0.21052164
-5.70585293,1.26858174,0.22413506,0.00021535,0.75922298,0.00000000,0.92489317,0.20516975
-5.69984992,1.25812555,0.23014476,0.00022526,0.74681285,0.00000000,0.91763349,0.20006573
-5.69384692,1.24616286,0.23522283,0.00023552,0.73374287,0.00000000,0.90663099,0.19528767
-5.68784392,1.23286500,0.23932461,0.00024610,0.72016132,0.00000000,0.89196244,0.19091515
-5.68184092,1.21847083,0.24242720,0.00025695,0.70625183,0.00000000,0.87379700,0.18702799
-5.67583792,1.20328075,0.24453024,0.00026805,0.69222849,0.00000000,0.85239016,0.18370469
-5.66983492,1.18764767,0.24565588,0.00027936,0.67832948,0.00000000,0.82807469,0.18102078
-5.66383192,1.17196519,0.24584788,0.00029086,0.66480922,0.00000000,0.80124893,0.17904668
-5.65782891,1.15665324,0.24516995,0.00030255,0.65192929,0.00000000,0.77236303,0.17784555
-5.65182591,1.14214168,0.24370333,0.00031442,0.63994845,0.00000000,0.74190352,0.17747080
-5.64582291,1.12885254,0.24154373,0.00032646,0.62911216,0.00000000,0.71037715,0.17796359
-5.63981991,1.11718166,0.23879773,0.00033866,0.61964197,0.00000000,0.67829437,0.17935038
-5.63381691,1.10748050,0.23557893,0.00035100,0.61172539,0.00000000,0.64615341,0.18164058
-5.62781391,1.10003922,0.23200383,0.00036345,0.60550666,0.00000000,0.61442548,0.18482453
-5.62181091,1.09507170,0.22818782,0.00037597,0.60107886,0.00000000,0.58354165,0.18887194
-5.61580790,1.09270343,0.22424134,0.00038852,0.59847798,0.00000000,0.55388194,0.19373092
-5.60980490,1.09296314,0.22026645,0.00040101,0.59767912,0.00000000,0.52576700,0.19932773
-5.60380190,1.09577841,0.21635392,0.00041335,0.59859523,0.00000000,0.49945254,0.20556735
-5.59779890,1.10097592,0.21258099,0.00042543,0.60107852,0.00000000,0.47512661,0.21233487
-5.59179590,1.10828631,0.20900986,0.00043712,0.60492454,0.00000000,0.45290973,0.21949785
-5.58579290,1.11735348,0.20568694,0.00044827,0.60987879,0.00000000,0.43285762,0.22690941
-5.57978989,1.12774811,0.20264288,0.00045872,0.61564572,0.00000000,0.41496620,0.23441216
-5.57378689,1.13898453,0.19989330,0.00046832,0.62189956,0.00000000,0.39917860,0.24184267
-5.56778389,1.15054040,0.19744015,0.00047689,0.62829661,0.00000000,0.38539354,0.24903640
-5.56178089,1.16187790,0.19527352,0.00048429,0.63448840,0.00000000,0.37347475,0.25583278
-5.55577789,1.17246556,0.19337392,0.00049036,0.64013494,0.00000000,0.36326071,0.26208033
-5.54977489,1.18179957,0.19171462,0.00049498,0.64491766,0.00000000,0.35457451,0.26764141
-5.54377189,1.18942335,0.19026412,0.00049807,0.64855115,0.00000000,0.34723302,0.27239650
-5.53776888,1.19494456,0.18898852,0.00049955,0.65079334,0.00000000,0.34105534,0.27624771
-5.53176588,1.19804865,0.18785361,0.00049939,0.65145352,0.00000000,0.33586998,0.27912143
-5.52576288,1.19850839,0.18682668,0.00049760,0.65039798,0.00000000,0.33152066,0.28096991
-5.51975988,1.19618902,0.18587795,0.00049423,0.64755294,0.00000000,0.32787071,0.28177173
-5.51375688,1.19104907,0.18498158,0.00048937,0.64290488,0.00000000,0.32480586,0.28153126
-5.50775388,1.18313687,0.18411627,0.00048311,0.63649828,0.00000000,0.32223568,0.28027699
-5.50175088,1.17258345,0.18326560,0.00047563,0.62843108,0.00000000,0.32009384,0.27805909
-5.49574787,1.15959233,0.18241796,0.00046707,0.61884822,0.00000000,0.31833717,0.27494612
-5.48974487,1.14442712,0.18156643,0.00045763,0.60793376,0.00000000,0.31694413,0.27102131
-5.48374187,1.12739783,0.18070848,0.00044751,0.59590208,0.00000000,0.31591256,0.26637857
-5.47773887,1.10884674,0.17984572,0.00043691,0.58298869,0.00000000,0.31525734,0.26111841
-5.47173587,1.08913485,0.17898373,0.00042601,0.56944121,0.00000000,0.31500784,0.25534408
-5.46573287,1.06862955,0.17813201,0.00041500,0.55551094,0.00000000,0.31520560,0.24915813
-5.45972986,1.04769406,0.17730407,0.00040405,0.54144540,0.00000000,0.31590216,0.24265943
-5.45372686,1.02667915,0.17651779,0.00039331,0.52748211,0.00000000,0.31715724,0.23594094
-5.44772386,1.00591716,0.17579574,0.00038290,0.51384367,0.00000000,0.31903711,0.22908809
-5.44172086,0.98571833,0.17516575,0.00037293,0.50073437,0.00000000,0.32161325,0.22217801
-5.43571786,0.96636912,0.17466131,0.00036347,0.48833792,0.00000000,0.32496101,0.21527924
-5.42971486,0.94813216,0.17432192,0.00035458,0.47681641,0.00000000,0.32915832,0.20845214
-5.42371186,0.93124729,0.17419329,0.00034630,0.46631008,0.00000000,0.33428415,0.20174969
-5.41770885,0.91593305,0.17432713,0.00033865,0.45693762,0.00000000,0.34041670,0.19521858
-5.41170585,0.90238819,0.17478071,0.00033163,0.44879686,0.00000000,0.34763126,0.18890041
-5.40570285,0.89079268,0.17561592,0.00032525,0.44196533,0.00000000,0.35599761,0.18283300
-5.39969985,0.88130778,0.17689805,0.00031949,0.43650071,0.00000000,0.36557709,0.17705142
-5.39369685,0.87407518,0.17869417,0.00031435,0.43244096,0.00000000,0.37641944,0.17158893
-5.38769385,0.86921497,0.18107125,0.00030982,0.42980399,0.00000000,0.38855955,0.16647758
-5.38169085,0.86682277,0.18409421,0.00030589,0.42858712,0.00000000,0.40201438,0.16174857
-5.37568784,0.86696631,0.18782385,0.00030254,0.42876617,0.00000000,0.41678035,0.15743223
-5.36968484,0.86968186,0.19231509,0.00029978,0.43029468,0.00000000,0.43283145,0.15355790
-5.36368184,0.87497108,0.19761541,0.00029761,0.43310327,0.00000000,0.45011836,0.15015353
-5.35767884,0.88279888,0.20376379,0.00029601,0.43709954,0.00000000,0.46856881,0.14724526
-5.35167584,0.89309269,0.21079020,0.00029500,0.44216861,0.00000000,0.48808941,0.14485703
-5.34567284,0.90574367,0.21871574,0.00029457,0.44817476,0.00000000,0.50856889,0.14301022
-5.33966983,0.92061005,0.22755342,0.00029471,0.45496403,0.00000000,0.52988280,0.14172352
-5.33366683,0.93752262,0.23730949,0.00029543,0.46236804,0.00000000,0.55189944,0.14101297
-5.32766383,0.95629240,0.24798527,0.00029671,0.47020892,0.00000000,0.57448676,0.14089221
-5.32166083,0.97671985,0.25957932,0.00029853,0.47830515,0.00000000,0.59751973,0.14137294
-5.31565783,0.99860535,0.27208962,0.00030089,0.48647819,0.00000000,0.62088772,0.14246552
-5.30965483,1.02176004,0.28551567,0.00030376,0.49455942,0.00000000,0.64450131,0.14417963
-5.30365183,1.04601621,0.29986004,0.00030712,0.50239705,0.00000000,0.66829793,0.14652495
-5.29764882,1.07123646,0.31512937,0.00031094,0.50986264,0.00000000,0.69224569,0.14951162
-5.29164582,1.09732060,0.33133436,0.00031519,0.51685661,0.00000000,0.71634505,0.15315056
-5.28564282,1.12420983,0.34848872,0.00031985,0.52331252,0.00000000,0.74062783,0.15745338
-5.27963982,1.15188730,0.36660698,0.00032488,0.52919959,0.00000000,0.76515343,0.16243194
-5.27363682,1.18037503,0.38570110,0.00033025,0.53452345,0.00000000,0.79000231,0.16809748
-5.26763382,1.20972698,0.40577609,0.00033592,0.53932473,0.00000000,0.81526676,0.17445924
-5.26163082,1.24001855,0.42682478,0.00034187,0.54367566,0.00000000,0.84103963,0.18152275
-5.25562781,1.27133315,0.44882209,0.00034805,0.54767486,0.00000000,0.86740150,0.18928784
-5.24962481,1.30374658,0.47171919,0.00035442,0.55144040,0.00000000,0.89440713,0.19774638
-5.24362181,1.33731042,0.49543802,0.00036090,0.55510175,0.00000000,0.92207210,0.20688009
-5.23761881,1.37203548,0.51986667,0.00036745,0.55879099,0.00000000,0.95036075,0.21665846
-5.23161581,1.40787682,0.54485604,0.00037399,0.56263384,0.00000000,0.97917619,0.22703705
-5.22561281,1.44472144,0.57021836,0.00038042,0.56674111,0.00000000,1.00835347,0.23795632
-5.21960980,1.48237989,0.59572771,0.00038666,0.57120113,0.00000000,1.03765662,0.24934120
-5.21360680,1.52058274,0.62112304,0.00039260,0.57607363,0.00000000,1.06678004,0.26110147
-5.20760380,1.55898248,0.64611363,0.00039812,0.58138552,0.00000000,1.09535461,0.27313308
-5.20160080,1.59716127,0.67038692,0.00040312,0.58712891,0.00000000,1.12295844,0.28532051
-5.19559780,1.63464435,0.69361861,0.00040749,0.59326132,0.00000000,1.14913198,0.29753992
-5.18959480,1.67091863,0.71548453,0.00041111,0.59970845,0.00000000,1.17339680,0.30966324
-5.18359180,1.70545561,0.73567374,0.00041391,0.60636889,0.00000000,1.19527723,0.32156291
-5.17758879,1.73773729,0.75390227,0.00041581,0.61312099,0.00000000,1.21432361,0.33311700
-5.17158579,1.76728381,0.76992663,0.00041677,0.61983094,0.00000000,1.23013592,0.34421457
-5.16558279,1.79368082,0.78355641,0.00041677,0.62636201,0.00000000,1.24238642,0.35476089
-5.15957979,1.81660516,0.79466508,0.00041584,0.63258405,0.00000000,1.25083990,0.36468216
-5.15357679,1.83584691,0.80319835,0.00041404,0.63838271,0.00000000,1.25537030,0.37392950
-5.14757379,1.85132633,0.80917936,0.00041148,0.64366789,0.00000000,1.25597254,0.38248196
-5.14157079,1.86310449,0.81271037,0.00040830,0.64838066,0.00000000,1.25276878,0.39034809
-5.13556778,1.87138646,0.81397057,0.00040468,0.65249837,0.00000000,1.24600844,0.39756617
-5.12956478,1.87651667,0.81320995,0.00040082,0.65603738,0.00000000,1.23606198,0.40420281
-5.12356178,1.87896623,0.81073941,0.00039698,0.65905346,0.00000000,1.22340831,0.41034988
-5.11755878,1.87931272,0.80691755,0.00039339,0.66163940,0.00000000,1.20861658,0.41612006
-5.11155578,1.87821321,0.80213456,0.00039034,0.66392034,0.00000000,1.19232304,0.42164084
-5.10555278,1.87637181,0.79679413,0.00038807,0.66604662,0.00000000,1.17520409,0.42704751
-5.09954977,1.87450330,0.79129416,0.00038683,0.66818488,0.00000000,1.15794693,0.43247534
-5.09354677,1.87329477,0.78600733,0.00038684,0.67050761,0.00000000,1.14121907,0.43805126
-5.08754377,1.87336732,0.78126248,0.00038827,0.67318189,0.00000000,1.12563846,0.44388565
-5.08154077,1.87523966,0.77732778,0.00039127,0.67635786,0.00000000,1.11174553,0.45006450
-5.07553777,1.87929597,0.77439666,0.00039591,0.68015759,0.00000000,1.09997865,0.45664245
-5.06953477,1.88575936,0.77257719,0.00040221,0.68466500,0.00000000,1.09065403,0.46363709
-5.06353177,1.89467285,0.77188551,0.00041012,0.68991733,0.00000000,1.08395133,0.47102492
-5.05752876,1.90588861,0.77224370,0.00041952,0.69589877,0.00000000,1.07990521,0.47873913
-5.05152576,1.91906642,0.77348226,0.00043024,0.70253654,0.00000000,1.07840363,0.48666945
-5.04552276,1.93368141,0.77534705,0.00044203,0.70969965,0.00000000,1.07919254,0.49466413
-5.03951976,1.94904076,0.77751033,0.00045459,0.71720060,0.00000000,1.08188684,0.50253393
-5.03351676,1.96430869,0.77958542,0.00046759,0.72479981,0.00000000,1.08598703,0.51005811
-5.02751376,1.97853846,0.78114422,0.00048064,0.73221265,0.00000000,1.09090058,0.51699205
-5.02151076,1.99070991,0.78173658,0.00049335,0.73911883,0.00000000,1.09596702,0.52307612
-5.01550775,1.99977062,0.78091077,0.00050532,0.74517361,0.00000000,1.10048548,0.52804558
-5.00950475,2.00467887,0.77823387,0.00051612,0.75002034,0.00000000,1.10374352,0.53164086
-5.00350175,2.00444614,0.77331110,0.00052539,0.75330383,0.00000000,1.10504571,0.53361777
-4.99749875,1.99817743,0.76580323,0.00053275,0.75468379,0.00000000,1.10374093,0.53375729
-4.99149575,1.98510735,0.75544127,0.00053790,0.75384790,0.00000000,1.09924712,0.53187436
-4.98549275,1.96463058,0.74203780,0.00054058,0.75052379,0.00000000,1.09107253,0.52782530
-4.97948974,1.93632536,0.72549442,0.00054058,0.74448956,0.00000000,1.07883272,0.52151366
-4.97348674,1.89996930,0.70580524,0.00053776,0.73558229,0.00000000,1.06226275,0.51289411
-4.96748374,1.85554681,0.68305635,0.00053207,0.72370431,0.00000000,1.04122427,0.50197435
-4.96148074,1.80324852,0.65742137,0.00052350,0.70882700,0.00000000,1.01570754,0.48881502
-4.95547774,1.74346271,0.62915363,0.00051212,0.69099204,0.00000000,0.98582851,0.47352759
-4.94947474,1.67675966,0.59857540,0.00049808,0.67031012,0.00000000,0.95182137,0.45627049
-4.94347174,1.60387003,0.56606486,0.00048157,0.64695735,0.00000000,0.91402725,0.43724371
-4.93746873,1.52565839,0.53204160,0.00046284,0.62116945,0.00000000,0.87287975,0.41668209
-4.93146573,1.44309340,0.49695129,0.00044218,0.59323431,0.00000000,0.82888812,0.39484771
-4.92546273,1.35721614,0.46125040,0.00041993,0.56348304,0.00000000,0.78261905,0.37202183
-4.91945973,1.26910802,0.42539154,0.00039643,0.53228015,0.00000000,0.73467781,0.34849648
-4.91345673,1.17985968,0.38981013,0.00037207,0.50001323,0.00000000,0.68568979,0.32456642
-4.90745373,1.09054212,0.35491278,0.00034721,0.46708261,0.00000000,0.63628297,0.30052142
-4.90145073,1.00218108,0.32106785,0.00032223,0.43389135,0.00000000,0.58707216,0.27663941
-4.89544772,0.91573539,0.28859829,0.00029751,0.40083610,0.00000000,0.53864543,0.25318057
-4.88944472,0.83208002,0.25777695,0.00027341,0.36829892,0.00000000,0.49155317,0.23038252
-4.88344172,0.75199391,0.22882422,0.00025027,0.33664058,0.00000000,0.44629990,0.20845682
-4.87743872,0.67615272,0.20190796,0.00022841,0.30619526,0.00000000,0.40333902,0.18758660
-4.87143572,0.60512625,0.17714532,0.00020814,0.27726688,0.00000000,0.36307031,0.16792547
-4.86543272,0.53938022,0.15460629,0.00018975,0.25012700,0.00000000,0.32584013,0.14959761
-4.85942971,0.47928165,0.13431852,0.00017352,0.22501425,0.00000000,0.29194372,0.13269877
-4.85342671,0.42510739,0.11627310,0.00015970,0.20213511,0.00000000,0.26162957,0.11729817
-4.84742371,0.37705482,0.10043082,0.00014856,0.18166578,0.00000000,0.23510496,0.10344108
-4.84142071,0.33525400,0.08672868,0.00014033,0.16375500,0.00000000,0.21254252,0.09115188
-4.83541771,0.29978039,0.07508627,0.00013526,0.14852734,0.00000000,0.19408697,0.08043732
-4.82941471,0.27066740,0.06541167,0.00013360,0.13608681,0.00000000,0.17986170,0.07128995
-4.82341171,0.24791793,0.05760681,0.00013561,0.12652032,0.00000000,0.16997457,0.06369142
-4.81740870,0.23151436,0.05157195,0.00014154,0.11990080,0.00000000,0.16452250,0.05761546
-4.81140570,0.22142636,0.04720928,0.00015165,0.11628958,0.00000000,0.16359443,0.05303056
-4.80540270,0.21761624,0.04442549,0.00016621,0.11573790,0.00000000,0.16727250,0.04990207
-4.79939970,0.22004140,0.04313347,0.00018548,0.11828732,0.00000000,0.17563099,0.04819376
-4.79339670,0.22865401,0.04325291,0.00020970,0.12396891,0.00000000,0.18873327,0.04786875
-4.78739370,0.24339781,0.04471017,0.00023910,0.13280128,0.00000000,0.20662653,0.04888985
-4.78139070,0.26420234,0.04743731,0.00027388,0.14478737,0.00000000,0.22933470,0.05121928
-4.77538769,0.29097505,0.05137055,0.00031419,0.15991034,0.00000000,0.25684980,0.05481795
-4.76938469,0.32359165,0.05644828,0.00036014,0.17812865,0.00000000,0.28912213,0.05964418
-4.76338169,0.36188558,0.06260877,0.00041174,0.19937063,0.00000000,0.32604999,0.06565228
-4.75737869,0.40563717,0.06978784,0.00046895,0.22352906,0.00000000,0.36746942,0.07279087
-4.75137569,0.45456339,0.07791653,0.00053160,0.25045601,0.00000000,0.41314481,0.08100120
-4.74537269,0.50830906,0.08691914,0.00059945,0.27995844,0.00000000,0.46276100,0.09021566
-4.73936968,0.56644020,0.09671162,0.00067214,0.31179507,0.00000000,0.51591770,0.10035652
-4.73336668,0.62844039,0.10720052,0.00074917,0.34567469,0.00000000,0.57212672,0.11133515
