energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,8.49256572,0.06060772,1.07427499,3.76483403,0.00000000,2.53755075,2.04720801,0.72360761,0.50590580
-5.99399700,8.39045081,0.05920797,1.05072471,3.73543259,0.00000000,2.50770190,2.02217706,0.72923818,0.49503353
-5.98799400,8.25802180,0.05752270,1.02356858,3.69102951,0.00000000,2.46931745,1.99177412,0.73220871,0.48298976
-5.98199100,8.09613297,0.05557064,0.99310612,3.63189772,0.00000000,2.42233006,1.95631853,0.73243476,0.46972257
-5.97598799,7.90630003,0.05337754,0.95969280,3.55864340,0.00000000,2.36690265,1.91619776,0.72989418,0.45523178
-5.96998499,7.69063235,0.05097493,0.92372927,3.47217611,0.00000000,2.30341545,1.87185458,0.72462470,0.43956545
-5.96398199,7.45174890,0.04839890,0.88565003,3.37367000,0.00000000,2.23244669,1.82377384,0.71671980,0.42281482
-5.95797899,7.19268246,0.04568862,0.84591171,3.26451815,0.00000000,2.15474828,1.77246941,0.70632325,0.40510814
-5.95197599,6.91677676,0.04288503,0.80498171,3.14628248,0.00000000,2.07121776,1.71847185,0.69362246,0.38660367
-5.94597299,6.62758137,0.04002939,0.76332743,3.02064145,0.00000000,1.98286783,1.66231721,0.67884115,0.36748224
-5.93996998,6.32874878,0.03716208,0.72140670,2.88933791,0.00000000,1.89079502,1.60453735,0.66223160,0.34793981
-5.93396698,6.02393767,0.03432148,0.67965947,2.75412927,0.00000000,1.79614857,1.54565192,0.64406694,0.32818021
-5.92796398,5.71672596,0.03154300,0.63850122,2.61674178,0.00000000,1.70010087,1.48616238,0.62463365,0.30840848
-5.92196098,5.41053616,0.02885837,0.59831796,2.47883043,0.00000000,1.60382031,1.42654785,0.60422464,0.28882490
-5.91595798,5.10857503,0.02629512,0.55946314,2.34194570,0.00000000,1.50844743,1.36726311,0.58313311,0.26961993
-5.90995498,4.81378861,0.02387626,0.52225627,2.20750775,0.00000000,1.41507474,1.30873838,0.56164728,0.25097014
-5.90395198,4.52883272,0.02162016,0.48698314,2.07678844,0.00000000,1.32473073,1.25138102,0.54004619,0.23303514
-5.89794897,4.25605855,0.01954066,0.45389759,1.95090089,0.00000000,1.23836802,1.19557882,0.51859647,0.21595552
-5.89194597,3.99751187,0.01764728,0.42322453,1.83079629,0.00000000,1.15685543,1.14170464,0.49755016,0.19985166
-5.88594297,3.75494418,0.01594557,0.39516394,1.71726695,0.00000000,1.08097390,1.09012219,0.47714330,0.18482339
-5.87993997,3.52983336,0.01443757,0.36989561,1.61095464,0.00000000,1.01141536,1.04119250,0.45759544,0.17095025
-5.87393697,3.32341130,0.01312228,0.34758424,1.51236298,0.00000000,0.94878438,0.99528084,0.43910951,0.15829238
-5.86793397,3.13669572,0.01199623,0.32838472,1.42187246,0.00000000,0.89360147,0.95276346,0.42187220,0.14689161
-5.86193097,2.97052346,0.01105396,0.31244705,1.33975691,0.00000000,0.84630767,0.91403392,0.40605438,0.13677288
-5.85592796,2.82558248,0.01028852,0.29992083,1.26620005,0.00000000,0.80726944,0.87950837,0.39181148,0.12794568
-5.84992496,2.70244049,0.00969188,0.29095887,1.20131096,0.00000000,0.77678342,0.84962935,0.37928366,0.12040543
-5.84392196,2.60156802,0.00925531,0.28571969,1.14513765,0.00000000,0.75508027,0.82486772,0.36859551,0.11413479
-5.83791896,2.52335443,0.00896966,0.28436878,1.09767788,0.00000000,0.74232731,0.80572218,0.35985531,0.10910470
-5.83191596,2.46811606,0.00882555,0.28707827,1.05888680,0.00000000,0.73862962,0.79271609,0.35315374,0.10527530
-5.82591296,2.43609575,0.00881351,0.29402504,1.02868126,0.00000000,0.74402937,0.78639126,0.34856202,0.10259652
-5.81990995,2.42745417,0.00892404,0.30538703,1.00694072,0.00000000,0.75850352,0.78729854,0.34612963,0.10100864
-5.81390695,2.44225311,0.00914761,0.32133785,0.99350525,0.00000000,0.78195988,0.79598506,0.34588172,0.10044258
-5.80790395,2.48043221,0.00947459,0.34203970,0.98817084,0.00000000,0.81423201,0.81297837,0.34781627,0.10082018
-5.80190095,2.54178021,0.00989519,0.36763471,0.99068291,0.00000000,0.85507322,0.83876740,0.35190138,0.10205453
-5.79589795,2.62590276,0.01039938,0.39823483,1.00072873,0.00000000,0.90415027,0.87378087,0.35807279,0.10405032
-5.78989495,2.73218851,0.01097676,0.43391073,1.01792947,0.00000000,0.96103727,0.91836365,0.36623190,0.10670442
-5.78389195,2.85977584,0.01161650,0.47467984,1.04183285,0.00000000,1.02521038,0.97275162,0.37624450,0.10990664
-5.77788894,3.00752219,0.01230727,0.52049422,1.07190720,0.00000000,1.09604397,1.03704611,0.38794042,0.11354075
-5.77188594,3.17397828,0.01303722,0.57122847,1.10753750,0.00000000,1.17280868,1.11118888,0.40111427,0.11748586
-5.76588294,3.35736907,0.01379403,0.62666860,1.14802418,0.00000000,1.25467199,1.19493872,0.41552731,0.12161805
-5.75987994,3.55558331,0.01456491,0.68650217,1.19258504,0.00000000,1.34070164,1.28785094,0.43091054,0.12581228
-5.75387694,3.76617324,0.01533672,0.75031055,1.24036051,0.00000000,1.42987221,1.38926108,0.44696907,0.12994455
-5.74787394,3.98636549,0.01609618,0.81756385,1.29042254,0.00000000,1.52107518,1.49827397,0.46338749,0.13389419
-5.74187094,4.21308410,0.01682994,0.88761908,1.34178690,0.00000000,1.61313230,1.61375938,0.47983637,0.13754628
-5.73586793,4.44298596,0.01752490,0.95972218,1.39342862,0.00000000,1.70481240,1.73435519,0.49597944,0.14079405
-5.72986493,4.67250856,0.01816837,1.03301421,1.44430038,0.00000000,1.79485136,1.85847901,0.51148145,0.14354114
-5.72386193,4.89792943,0.01874834,1.10654198,1.49335307,0.00000000,1.88197475,1.98434850,0.52601627,0.14570371
-5.71785893,5.11543615,0.01925374,1.17927326,1.53955803,0.00000000,1.96492284,2.11001070,0.53927507,0.14721220
-5.71185593,5.32120527,0.01967468,1.25011632,1.58193016,0.00000000,2.04247714,2.23337999,0.55097422,0.14801282
-5.70585293,5.51148811,0.02000263,1.31794347,1.61955118,0.00000000,2.11348782,2.35228389,0.56086259,0.14806849
-5.69984992,5.68270065,0.02023068,1.38161804,1.65159205,0.00000000,2.17690115,2.46451569,0.56872818,0.14735944
-5.69384692,5.83151482,0.02035364,1.44002381,1.67733396,0.00000000,2.23178591,2.56789201,0.57440349,0.14588325
-5.68784392,5.95494779,0.02036822,1.49209608,1.69618692,0.00000000,2.27735797,2.66031363,0.57776985,0.14365444
-5.68184092,6.05044595,0.02027308,1.53685299,1.70770526,0.00000000,2.31300193,2.73982698,0.57876013,0.14070363
-5.67583792,6.11596016,0.02006886,1.57342589,1.71159947,0.00000000,2.33828892,2.80468407,0.57736012,0.13707627
