energy_ev,total_up,As_p_up,As_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-6.00000000,1.32943374,0.40001288,0.00000000,0.90786656,0.42905475,0.01258406,0.27040882
-5.99399700,1.30721375,0.38701161,0.00000000,0.88938773,0.42391857,0.01277998,0.27106231
-5.98799400,1.28834713,0.37345030,0.00000000,0.87151725,0.42039288,0.01303062,0.27369777
-5.98199100,1.27421668,0.35961020,0.00000000,0.85510159,0.41896841,0.01335159,0.27871148
-5.97598799,1.26620624,0.34578128,0.00000000,0.84102010,0.42012775,0.01375848,0.28649538
-5.96998499,1.26566048,0.33225310,0.00000000,0.83015896,0.42433147,0.01426629,0.29742645
-5.96398199,1.27384249,0.31930544,0.00000000,0.82338294,0.43200370,0.01488881,0.31185512
-5.95797899,1.29189033,0.30719916,0.00000000,0.82150610,0.44351728,0.01563803,0.33009302
-5.95197599,1.32077405,0.29616756,0.00000000,0.82526228,0.45917928,0.01652352,0.35240027
-5.94597299,1.36125457,0.28640866,0.00000000,0.83527661,0.47921711,0.01755185,0.37897286
-5.93996998,1.41384615,0.27807874,0.00000000,0.85203888,0.50376600,0.01872606,0.40993040
-5.93396698,1.47878387,0.27128736,0.00000000,0.87587993,0.53285817,0.02004522,0.44530488
-5.92796398,1.55599771,0.26609408,0.00000000,0.90695202,0.56641445,0.02150418,0.48503092
-5.92196098,1.64509458,0.26250702,0.00000000,0.94521391,0.60423863,0.02309327,0.52893800
-5.91595798,1.74534951,0.26048330,0.00000000,0.99042157,0.64601523,0.02479840,0.57674529
-5.90995498,1.85570685,0.25993130,0.00000000,1.04212487,0.69131073,0.02660108,0.62805944
-5.90395198,1.97479215,0.26071475,0.00000000,1.09967084,0.73957882,0.02847882,0.68237585
-5.89794897,2.10093489,0.26265827,0.00000000,1.16221345,0.79016945,0.03040558,0.73908352
-5.89194597,2.23220191,0.26555438,0.00000000,1.22873005,0.84234187,0.03235245,0.79747386
-5.88594297,2.36644087,0.26917146,0.00000000,1.29804401,0.89528123,0.03428842,0.85675325
-5.87993997,2.50133271,0.27326250,0.00000000,1.36885312,0.94811842,0.03618137,0.91605923
-5.87393697,2.63445151,0.27757422,0.00000000,1.43976289,0.99995263,0.03799904,0.97447997
-5.86793397,2.76333001,0.28185625,0.00000000,1.50932375,1.04987580,0.03971018,1.03107651
-5.86193097,2.88552844,0.28586998,0.00000000,1.57607100,1.09699814,0.04128559,1.08490691
-5.85592796,2.99870422,0.28939676,0.00000000,1.63856612,1.14047387,0.04269926,1.13505169
-5.84992496,3.10068001,0.29224521,0.00000000,1.69543793,1.17952609,0.04392925,1.18063940
-5.84392196,3.18950739,0.29425733,0.00000000,1.74542228,1.21346984,0.04495865,1.22087147
-5.83791896,3.26352374,0.29531320,0.00000000,1.78739850,1.24173240,0.04577620,1.25504526
-5.83191596,3.32139998,0.29533423,0.00000000,1.82042161,1.26387001,0.04637679,1.28257439
-5.82591296,3.36217726,0.29428475,0.00000000,1.84374866,1.27958024,0.04676167,1.30300545
-5.81990995,3.38529117,0.29217202,0.00000000,1.85685858,1.28870952,0.04693848,1.31603035
-5.81390695,3.39058233,0.28904468,0.00000000,1.85946453,1.29125561,0.04692094,1.32149388
-5.80790395,3.37829333,0.28498981,0.00000000,1.85151849,1.28736468,0.04672834,1.31939604
-5.80190095,3.34905192,0.28012863,0.00000000,1.83320799,1.27732344,0.04638476,1.30988921
-5.79589795,3.30384158,0.27461116,0.00000000,1.80494519,1.26154650,0.04591809,1.29327017
-5.78989495,3.24396074,0.26861014,0.00000000,1.76734904,1.24055963,0.04535889,1.26996751
-5.78389195,3.17097262,0.26231423,0.00000000,1.72122116,1.21497966,0.04473917,1.24052500
-5.77788894,3.08664787,0.25592106,0.00000000,1.66751683,1.18549198,0.04409100,1.20558170
-5.77188594,2.99290278,0.24963019,0.00000000,1.60731230,1.15282659,0.04344526,1.16584971
-5.76588294,2.89173545,0.24363629,0.00000000,1.54176967,1.11773379,0.04283031,1.12209073
-5.75987994,2.78516283,0.23812285,0.00000000,1.47210114,1.08096048,0.04227090,1.07509220
-5.75387694,2.67516104,0.23325652,0.00000000,1.39953371,1.04322807,0.04178715,1.02564432
-5.74787394,2.56361128,0.22918223,0.00000000,1.32527581,1.00521286,0.04139377,0.97451859
-5.74187094,2.45225316,0.22601938,0.00000000,1.25048700,0.96752955,0.04109958,0.92244890
-5.73586793,2.34264711,0.22385892,0.00000000,1.17625158,0.93071844,0.04090725,0.87011573
-5.72986493,2.23614649,0.22276153,0.00000000,1.10355690,0.89523664,0.04081327,0.81813382
-5.72386193,2.13388030,0.22275689,0.00000000,1.03327663,0.86145333,0.04080833,0.76704373
-5.71785893,2.03674600,0.22384382,0.00000000,0.96615939,0.82964917,0.04087782,0.71730720
