energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-3.25062531,0.86303866,0.47601920,0.08427254,0.03569713,0.20854467,0.26367595,0.02083798,0.30615775
-3.24462231,0.87516481,0.50295873,0.08184200,0.03326467,0.21856246,0.25716347,0.01963855,0.31255846
-3.23861931,0.88782098,0.52979251,0.07941360,0.03088033,0.22823663,0.25015400,0.01845330,0.31976851
-3.23261631,0.90105517,0.55624657,0.07702220,0.02857463,0.23745853,0.24269815,0.01729570,0.32784488
-3.22661331,0.91492138,0.58205193,0.07470265,0.02637487,0.24612707,0.23485119,0.01617806,0.33684252
-3.22061031,0.92947977,0.60694752,0.07248964,0.02430483,0.25415039,0.22667329,0.01511134,0.34681332
-3.21460730,0.94479683,0.63068304,0.07041752,0.02238464,0.26144740,0.21822975,0.01410512,0.35780506
-3.20860430,0.96094508,0.65302177,0.06852008,0.02063074,0.26794893,0.20959129,0.01316760,0.36986047
-3.20260130,0.97800207,0.67374322,0.06683036,0.01905600,0.27359866,0.20083386,0.01230558,0.38301598
-3.19659830,0.99604844,0.69264565,0.06538031,0.01766987,0.27835366,0.19203836,0.01152455,0.39730037
-3.19059530,1.01516485,0.70954850,0.06420036,0.01647857,0.28218461,0.18328975,0.01082873,0.41273299
-3.18459230,1.03542774,0.72429459,0.06331883,0.01548533,0.28507578,0.17467580,0.01022112,0.42932174
-3.17858929,1.05690380,0.73675209,0.06276120,0.01469061,0.28702461,0.16628542,0.00970357,0.44706065
-3.17258629,1.07964358,0.74681632,0.06254933,0.01409235,0.28804109,0.15820659,0.00927684,0.46592718
-3.16658329,1.10367419,0.75441122,0.06270050,0.01368614,0.28814692,0.15052394,0.00894055,0.48587933
-3.16058029,1.12899165,0.75949042,0.06322646,0.01346539,0.28737443,0.14331626,0.00869328,0.50685281
-3.15457729,1.15555340,0.76203797,0.06413253,0.01342154,0.28576532,0.13665392,0.00853249,0.52875833
-3.14857429,1.18327130,0.76206858,0.06541671,0.01354413,0.28336934,0.13059642,0.00845454,0.55147936
-3.14257129,1.21200590,0.75962733,0.06706906,0.01382099,0.28024284,0.12519021,0.00845469,0.57487064
-3.13656828,1.24156249,0.75478888,0.06907119,0.01423839,0.27644724,0.12046700,0.00852709,0.59875762
-3.13056528,1.27168950,0.74765610,0.07139616,0.01478120,0.27204752,0.11644251,0.00866483,0.62293722
-3.12456228,1.30207962,0.73835824,0.07400863,0.01543316,0.26711076,0.11311595,0.00885995,0.64718005
-3.11855928,1.33237428,0.72704856,0.07686549,0.01617710,0.26170465,0.11047016,0.00910359,0.67123430
-3.11255628,1.36217129,0.71390170,0.07991677,0.01699532,0.25589624,0.10847251,0.00938606,0.69483134
-3.10655328,1.39103606,0.69911067,0.08310706,0.01786997,0.24975077,0.10707643,0.00969707,0.71769307
-3.10055028,1.41851593,0.68288374,0.08637722,0.01878349,0.24333069,0.10622369,0.01002592,0.73954082
-3.09454727,1.44415731,0.66544130,0.08966637,0.01971912,0.23669496,0.10584713,0.01036171,0.76010556
-3.08854427,1.46752493,0.64701279,0.09291416,0.02066137,0.22989858,0.10587385,0.01069370,0.77913909
-3.08254127,1.48822242,0.62783380,0.09606313,0.02159659,0.22299241,0.10622869,0.01101150,0.79642560
-3.07653827,1.50591305,0.60814340,0.09906105,0.02251342,0.21602323,0.10683772,0.01130546,0.81179305
-3.07053527,1.52033966,0.58818178,0.10186320,0.02340327,0.20903408,0.10763171,0.01156690,0.82512377
-3.06453227,1.53134245,0.56818809,0.10443436,0.02426061,0.20206480,0.10854936,0.01178839,0.83636347
-3.05852926,1.53887334,0.54839843,0.10675045,0.02508328,0.19515273,0.10953996,0.01196397,0.84552805
-3.05252626,1.54300607,0.52904407,0.10879966,0.02587252,0.18833349,0.11056565,0.01208933,0.85270766
-3.04652326,1.54394073,0.51034955,0.11058313,0.02663300,0.18164184,0.11160284,0.01216194,0.85806733
-3.04052026,1.54200241,0.49253071,0.11211485,0.02737251,0.17511238,0.11264292,0.01218108,0.86184402
-3.03451726,1.53763321,0.47579250,0.11342106,0.02810165,0.16878015,0.11369212,0.01214781,0.86433983
-3.02851426,1.53137798,0.46032646,0.11453891,0.02883319,0.16268109,0.11477055,0.01206489,0.86591141
-3.02251126,1.52386384,0.44630795,0.11551459,0.02958144,0.15685211,0.11591048,0.01193659,0.86695595
-3.01650825,1.51577453,0.43389291,0.11640089,0.03036139,0.15133098,0.11715388,0.01176852,0.86789428
-3.01050525,1.50782049,0.42321458,0.11725442,0.03118778,0.14615588,0.11854947,0.01156728,0.86915164
-3.00450225,1.50070636,0.41437997,0.11813255,0.03207422,0.14136468,0.12014929,0.01134018,0.87113741
-2.99849925,1.49509743,0.40746654,0.11909019,0.03303217,0.13699403,0.12200512,0.01109490,0.87422442
-2.99249625,1.49158704,0.40251925,0.12017683,0.03407013,0.13307829,0.12416484,0.01083915,0.87872939
-2.98649325,1.49066674,0.39954823,0.12143361,0.03519285,0.12964839,0.12666899,0.01058031,0.88489535
-2.98049025,1.49270107,0.39852742,0.12289103,0.03640073,0.12673081,0.12954777,0.01032517,0.89287728
-2.97448724,1.49790855,0.39939443,0.12456705,0.03768940,0.12434666,0.13281859,0.01007963,0.90273188
-2.96848424,1.50635029,0.40205183,0.12646605,0.03904960,0.12251107,0.13648430,0.00984850,0.91441221
-2.96248124,1.51792705,0.40637010,0.12857839,0.04046724,0.12123294,0.14053236,0.00963537,0.92776775
-2.95647824,1.53238515,0.41219215,0.13088097,0.04192377,0.12051511,0.14493485,0.00944253,0.94255002
-2.95047524,1.54933137,0.41933962,0.13333841,0.04339680,0.12035497,0.14964949,0.00927096,0.95842372
-2.94447224,1.56825599,0.42762052,0.13590515,0.04486096,0.12074561,0.15462145,0.00912043,0.97498287
-2.93846923,1.58856309,0.43683817,0.13852805,0.04628895,0.12167728,0.15978608,0.00898961,0.99177135
-2.93246623,1.60960637,0.44680094,0.14114962,0.04765278,0.12313933,0.16507220,0.00887631,1.00830664
-2.92646323,1.63072874,0.45733234,0.14371150,0.04892507,0.12512230,0.17040596,0.00877768,1.02410578
-2.92046023,1.65130340,0.46828096,0.14615815,0.05008040,0.12762016,0.17571488,0.00869054,1.03871189
-2.91445723,1.67077415,0.47952963,0.14844044,0.05109662,0.13063256,0.18093199,0.00861167,1.05172014
-2.90845423,1.68869264,0.49100326,0.15051894,0.05195607,0.13416676,0.18599972,0.00853815,1.06280141
-2.90245123,1.70475035,0.50267489,0.15236683,0.05264660,0.13823933,0.19087330,0.00846763,1.07172265
-2.89644822,1.71880345,0.51456931,0.15397205,0.05316243,0.14287726,0.19552361,0.00839870,1.07836245
-2.89044522,1.73088909,0.52676419,0.15533879,0.05350460,0.14811843,0.19993905,0.00833110,1.08272129
-2.88444222,1.74123196,0.53938811,0.15648803,0.05368129,0.15401143,0.20412656,0.00826599,1.08492552
-2.87843922,1.75024077,0.55261589,0.15745719,0.05370766,0.16061451,0.20811156,0.00820614,1.08522503
-2.87243622,1.75849455,0.56666090,0.15829884,0.05360546,0.16799384,0.21193683,0.00815604,1.08398465
-2.86643322,1.76671955,0.58176490,0.15907863,0.05340230,0.17622100,0.21566044,0.00812205,1.08166959
-2.86043022,1.77575777,0.59818566,0.15987230,0.05313059,0.18536975,0.21935276,0.00811237,1.07882578
-2.85442721,1.78652871,0.61618310,0.16076222,0.05282633,0.19551247,0.22309282,0.00813710,1.07605604
-2.84842421,1.79998624,0.63600433,0.16183342,0.05252763,0.20671601,0.22696409,0.00820815,1.07399326
-2.84242121,1.81707280,0.65786862,0.16316931,0.05227318,0.21903759,0.23105008,0.00833910,1.07327200
-2.83641821,1.83867316,0.68195281,0.16484746,0.05210066,0.23252061,0.23542989,0.00854514,1.07449980
-2.83041521,1.86556995,0.70837802,0.16693547,0.05204507,0.24719073,0.24017397,0.00884280,1.07822966
-2.82441221,1.89840318,0.73719835,0.16948721,0.05213735,0.26305249,0.24534043,0.00924979,1.08493494
-2.81840920,1.93763550,0.76839207,0.17253964,0.05240295,0.28008638,0.25097195,0.00978469,1.09498776
-2.81240620,1.98352485,0.80185590,0.17611031,0.05286071,0.29824686,0.25709349,0.01046669,1.10864189
-2.80640320,2.03610559,0.83740255,0.18019557,0.05352203,0.31746113,0.26371099,0.01131521,1.12602073
-2.80040020,2.09517877,0.87476189,0.18476983,0.05439024,0.33762893,0.27081093,0.01234955,1.14711084
-2.79439720,2.16031188,0.91358551,0.18978558,0.05546032,0.35862328,0.27836087,0.01358844,1.17176102
-2.78839420,2.23084790,0.95345465,0.19517438,0.05671897,0.38029219,0.28631081,0.01504961,1.19968703
-2.78239120,2.30592286,0.99389126,0.20084869,0.05814492,0.40246124,0.29459525,0.01674918,1.23048124
-2.77638819,2.38449125,1.03437148,0.20670445,0.05970963,0.42493700,0.30313578,0.01870120,1.26362700
-2.77038519,2.46535778,1.07434131,0.21262429,0.06137813,0.44751109,0.31184408,0.02091698,1.29851660
-2.76438219,2.54721422,1.11323357,0.21848133,0.06311020,0.46996481,0.32062498,0.02340447,1.33447227
-2.75837919,2.62867964,1.15048570,0.22414320,0.06486166,0.49207412,0.32937954,0.02616762,1.37076910
-2.75237619,2.70834251,1.18555761,0.22947634,0.06658578,0.51361482,0.33800782,0.02920577,1.40665894
-2.74637319,2.78480293,1.21794888,0.23435030,0.06823482,0.53436784,0.34641135,0.03251297,1.44139444
-2.74037019,2.85671370,1.24721484,0.23864186,0.06976149,0.55412431,0.35449508,0.03607753,1.47425231
-2.73436718,2.92281865,1.27298084,0.24223887,0.07112047,0.57269053,0.36216882,0.03988144,1.50455504
-2.72836418,2.98198723,1.29495434,0.24504370,0.07226970,0.58989247,0.36934813,0.04390018,1.53169033
-2.72236118,3.03324432,1.31293432,0.24697611,0.07317170,0.60557980,0.37595469,0.04810242,1.55512797
-2.71635818,3.07579459,1.32681786,0.24797550,0.07379452,0.61962938,0.38191639,0.05245016,1.57443341
-2.71035518,3.10904089,1.33660365,0.24800255,0.07411264,0.63194807,0.38716701,0.05689892,1.58927818
-2.70435218,3.13259645,1.34239232,0.24704006,0.07410756,0.64247481,0.39164582,0.06139827,1.59944661
-2.69834917,3.14629075,1.34438365,0.24509315,0.07376814,0.65118191,0.39529726,0.06589258,1.60483926
-2.69234617,3.15016933,1.34287066,0.24218876,0.07309074,0.65807559,0.39807072,0.07032204,1.60547280
-2.68634317,3.14448763,1.33823093,0.23837451,0.07207912,0.66319556,0.39992062,0.07462393,1.60147678
-2.68034017,3.12969949,1.33091515,0.23371700,0.07074407,0.66661379,0.40080694,0.07873412,1.59308735
-2.67433717,3.10644063,1.32143341,0.22829965,0.06910297,0.66843243,0.40069611,0.08258870,1.58063842
-2.66833417,3.07550791,1.31033948,0.22222007,0.06717906,0.66878076,0.39956243,0.08612579,1.56455036
-2.66233117,3.03783486,1.29821356,0.21558728,0.06500069,0.66781148,0.39738981,0.08928739,1.54531686
-2.65632816,2.99446434,1.28564394,0.20851862,0.06260040,0.66569603,0.39417392,0.09202117,1.52349014
-2.65032516,2.94651903,1.27320808,0.20113669,0.06001404,0.66261942,0.38992439,0.09428226,1.49966513
-2.64432216,2.89517046,1.26145373,0.19356623,0.05727980,0.65877441,0.38466716,0.09603478,1.47446273
-2.63831916,2.84160761,1.25088058,0.18593118,0.05443728,0.65435533,0.37844651,0.09725311,1.44851288
-2.63231616,2.78700560,1.24192315,0.17835193,0.05152661,0.64955167,0.37132684,0.09792295,1.42243775
-2.62631316,2.73249553,1.23493538,0.17094275,0.04858764,0.64454178,0.36339383,0.09804191,1.39683531
-2.62031016,2.67913612,1.23017772,0.16380962,0.04565916,0.63948671,0.35475490,0.09761969,1.37226402
-2.61430715,2.62788795,1.22780702,0.15704839,0.04277827,0.63452468,0.34553878,0.09667790,1.34922878
-2.60830415,2.57959105,1.22786985,0.15074326,0.03997982,0.62976622,0.33589424,0.09524942,1.32816855
-2.60230115,2.53494637,1.23029955,0.14496563,0.03729590,0.62529036,0.32598771,0.09337732,1.30944613
-2.59629815,2.49450170,1.23491726,0.13977341,0.03475544,0.62114200,0.31600010,0.09111346,1.29334010
-2.59029515,2.45864237,1.24143710,0.13521054,0.03238397,0.61733064,0.30612260,0.08851683,1.28003949
-2.58429215,2.42758692,1.24947520,0.13130692,0.03020327,0.61383055,0.29655178,0.08565153,1.26964086
-2.57828914,2.40138783,1.25856262,0.12807857,0.02823128,0.61058239,0.28748413,0.08258474,1.26214825
-2.57228614,2.37993703,1.26816150,0.12552810,0.02648192,0.60749629,0.27911007,0.07938458,1.25747566
-2.56628314,2.36297591,1.27768393,0.12364529,0.02496502,0.60445623,0.27160796,0.07611796,1.25545195
-2.56028014,2.35010925,1.28651276,0.12240789,0.02368631,0.60132545,0.26513800,0.07284862,1.25582801
-2.55427714,2.34082243,1.29402353,0.12178254,0.02264737,0.59795282,0.25983652,0.06963535,1.25828576
-2.54827414,2.33450112,1.29960657,0.12172579,0.02184571,0.59417961,0.25581081,0.06653036,1.26244859
-2.54227114,2.33045260,1.30268828,0.12218512,0.02127485,0.58984657,0.25313459,0.06357814,1.26789292
-2.53626813,2.32792782,1.30275076,0.12310006,0.02092445,0.58480076,0.25184455,0.06081447,1.27416032
-2.53026513,2.32614353,1.29934894,0.12440336,0.02078050,0.57890200,0.25193785,0.05826590,1.28076983
-2.52426213,2.32430353,1.29212443,0.12602213,0.02082557,0.57202847,0.25337090,0.05594955,1.28723014
-2.51825913,2.32161868,1.28081577,0.12787902,0.02103912,0.56408136,0.25605939,0.05387324,1.29305118
-2.51225613,2.31732513,1.26526456,0.12989349,0.02139791,0.55498827,0.25987966,0.05203596,1.29775508
-2.50625313,2.31070051,1.24541750,0.13198307,0.02187642,0.54470542,0.26467134,0.05042855,1.30088615
-2.50025013,2.30107803,1.22132447,0.13406471,0.02244738,0.53321847,0.27024131,0.04903472,1.30201986
-2.49424712,2.28785852,1.19313293,0.13605616,0.02308240,0.52054217,0.27636873,0.04783214,1.30077096
-2.48824412,2.27052057,1.16107914,0.13787748,0.02375258,0.50671894,0.28281113,0.04679372,1.29680044
-2.48224112,2.24862909,1.12547693,0.13945257,0.02442919,0.49181644,0.28931134,0.04588896,1.28982186
-2.47623812,2.22184241,1.08670457,0.14071072,0.02508442,0.47592454,0.29560495,0.04508534,1.27960668
-2.47023512,2.18991827,1.04519076,0.14158823,0.02569205,0.45915180,0.30142821,0.04434960,1.26598900
-2.46423212,2.15271887,1.00140016,0.14202995,0.02622819,0.44162174,0.30652597,0.04364911,1.24886958
-2.45822911,2.11021498,0.95581945,0.14199084,0.02667189,0.42346914,0.31065940,0.04295298,1.22821913
-2.45222611,2.06248910,0.90894427,0.14143725,0.02700573,0.40483652,0.31361330,0.04223314,1.20408086
-2.44622311,2.00973747,0.86126759,0.14034816,0.02721630,0.38587095,0.31520256,0.04146518,1.17657206
-2.44022011,1.95227073,0.81326984,0.13871602,0.02729460,0.36672128,0.31527770,0.04062910,1.14588463
-2.43421711,1.89051269,0.76541083,0.13654738,0.02723619,0.34753586,0.31372913,0.03970977,1.11228421
-2.42821411,1.82499702,0.71812360,0.13386304,0.02704137,0.32846067,0.31049007,0.03869725,1.07610782
-2.42221111,1.75636122,0.67180996,0.13069785,0.02671502,0.30963785,0.30553792,0.03758688,1.03775968
-2.41620810,1.68533771,0.62683758,0.12710004,0.02626644,0.29120456,0.29889419,0.03637917,0.99770506
-2.41020510,1.61274168,0.58353834,0.12313005,0.02570893,0.27329201,0.29062282,0.03507955,0.95646212
-2.40420210,1.53945559,0.54220752,0.11885898,0.02505927,0.25602458,0.28082716,0.03369787,0.91459163
-2.39819910,1.46641052,0.50310368,0.11436659,0.02433712,0.23951894,0.26964560,0.03224787,0.87268472
-2.39219610,1.39456446,0.46644873,0.10973899,0.02356426,0.22388309,0.25724621,0.03074643,0.83134884
-2.38619310,1.32487816,0.43242810,0.10506598,0.02276378,0.20921524,0.24382055,0.02921280,0.79119230
-2.38019010,1.25828914,0.40119071,0.10043828,0.02195927,0.19560245,0.22957691,0.02766775,0.75280775
-2.37418709,1.19568477,0.37284882,0.09594462,0.02117393,0.18311925,0.21473337,0.02613269,0.71675522
-2.36818409,1.13787524,0.34747745,0.09166890,0.02042976,0.17182593,0.19951088,0.02462887,0.68354521
-2.36218109,1.08556759,0.32511371,0.08768745,0.01974681,0.16176702,0.18412667,0.02317651,0.65362257
-2.35617809,1.03934191,0.30575601,0.08406651,0.01914244,0.15296958,0.16878828,0.02179413,0.62735174
-2.35017509,0.99963054,0.28936331,0.08086012,0.01863076,0.14544186,0.15368831,0.02049787,0.60500408
-2.34417209,0.96670150,0.27585470,0.07810836,0.01822218,0.13917205,0.13900009,0.01930102,0.58674770
-2.33816908,0.94064679,0.26510941,0.07583609,0.01792305,0.13412761,0.12487450,0.01821356,0.57264048
-2.33216608,0.92137628,0.25696751,0.07405228,0.01773554,0.13025492,0.11143771,0.01724201,0.56262655
-2.32616308,0.90861764,0.25123154,0.07274984,0.01765758,0.12747966,0.09879004,0.01638927,0.55653640
-2.32016008,0.90192238,0.24766904,0.07190603,0.01768299,0.12570772,0.08700587,0.01565465,0.55409097
-2.31415708,0.90067820,0.24601619,0.07148349,0.01780181,0.12482689,0.07613436,0.01503408,0.55490945
-2.30815408,0.90412694,0.24598257,0.07143167,0.01800065,0.12470907,0.06620100,0.01452039,0.55852061
-2.30215108,0.91138787,0.24725690,0.07168878,0.01826325,0.12521322,0.05720977,0.01410367,0.56437741
-2.29614807,0.92148538,0.24951370,0.07218412,0.01857111,0.12618877,0.04914572,0.01377179,0.57187431
-2.29014507,0.93338006,0.25242074,0.07284066,0.01890414,0.12747949,0.04197791,0.01351089,0.58036664
-2.28414207,0.94600199,0.25564687,0.07357779,0.01924143,0.12892762,0.03566240,0.01330601,0.58919133
-2.27813907,0.95828498,0.25887022,0.07431419,0.01956199,0.13037816,0.03014532,0.01314159,0.59768824
-2.27213607,0.96920052,0.26178614,0.07497064,0.01984545,0.13168310,0.02536582,0.01300215,0.60522125
-2.26613307,0.97778992,0.26411487,0.07547264,0.02007281,0.13270550,0.02125870,0.01287272,0.61119826
-2.26013007,0.98319364,0.26560845,0.07575286,0.02022704,0.13332312,0.01775692,0.01273944,0.61508940
-2.25412706,0.98467650,0.26605661,0.07575318,0.02029358,0.13343164,0.01479360,0.01258991,0.61644273
-2.24812406,0.98164793,0.26529147,0.07542641,0.02026084,0.13294713,0.01230383,0.01241358,0.61489679
-2.24212106,0.97367661,0.26319079,0.07473747,0.02012046,0.13180789,0.01022595,0.01220199,0.61018971
-2.23611806,0.96049893,0.25967972,0.07366413,0.01986750,0.12997539,0.00850268,0.01194895,0.60216444
-2.23011506,0.94202125,0.25473089,0.07219723,0.01950046,0.12743448,0.00708172,0.01165063,0.59077018
-2.22411206,0.91831600,0.24836301,0.07034040,0.01902125,0.12419270,0.00591624,0.01130556,0.57605990
-2.21810905,0.88961207,0.24063797,0.06810938,0.01843493,0.12027892,0.00496503,0.01091451,0.55818438
-2.21210605,0.85628020,0.23165665,0.06553086,0.01774944,0.11574124,0.00419248,0.01048037,0.53738309
-2.20610305,0.81881406,0.22155368,0.06264107,0.01697517,0.11064432,0.00356842,0.01000792,0.51397246
-2.20010005,0.77780832,0.21049140,0.05948404,0.01612450,0.10506637,0.00306786,0.00950363,0.48833219
-2.19409705,0.73393450,0.19865325,0.05610975,0.01521130,0.09909578,0.00267059,0.00897531,0.46089031
-2.18809405,0.68791608,0.18623703,0.05257222,0.01425038,0.09282763,0.00236087,0.00843189,0.43210766
-2.18209105,0.64050374,0.17344823,0.04892753,0.01325699,0.08636029,0.00212698,0.00788311,0.40246259
-2.17608804,0.59245190,0.16049373,0.04523203,0.01224629,0.07979213,0.00196086,0.00733929,0.37243640
-2.17008504,0.54449744,0.14757607,0.04154064,0.01123289,0.07321855,0.00185773,0.00681108,0.34250022
-2.16408204,0.49734132,0.13488859,0.03790543,0.01023048,0.06672941,0.00181580,0.00630924,0.31310365
-2.15807904,0.45163361,0.12261145,0.03437445,0.00925145,0.06040688,0.00183596,0.00584457,0.28466556
-2.15207604,0.40796223,0.11090871,0.03099078,0.00830670,0.05432387,0.00192155,0.00542768,0.25756727
-2.14607304,0.36684549,0.09992638,0.02779196,0.00740540,0.04854292,0.00207811,0.00506902,0.23214797
-2.14007004,0.32872841,0.08979157,0.02480969,0.00655496,0.04311566,0.00231320,0.00477878,0.20870256
-2.13406703,0.29398228,0.08061244,0.02206974,0.00576097,0.03808274,0.00263622,0.00456689,0.18748146
-2.12806403,0.26290728,0.07247901,0.01959213,0.00502725,0.03347416,0.00305820,0.00444299,0.16869232
-2.12206103,0.23573745,0.06546459,0.01739153,0.00435596,0.02931000,0.00359160,0.00441648,0.15250308
-2.11605803,0.21264743,0.05962763,0.01547775,0.00374776,0.02560143,0.00425009,0.00449648,0.13904608
-2.11005503,0.19376029,0.05501390,0.01385637,0.00320196,0.02235190,0.00504828,0.00469180,0.12842282
-2.10405203,0.17915592,0.05165869,0.01252936,0.00271677,0.01955851,0.00600137,0.00501089,0.12070893
-2.09804902,0.16887923,0.04958899,0.01149580,0.00228943,0.01721330,0.00712484,0.00546176,0.11595889
-2.09204602,0.16294778,0.04882543,0.01075246,0.00191652,0.01530470,0.00843396,0.00605182,0.11421045
-2.08604302,0.16135839,0.04938390,0.01029440,0.00159407,0.01381871,0.00994341,0.00678772,0.11548812
-2.08004002,0.16409242,0.05127668,0.01011544,0.00131780,0.01274007,0.01166672,0.00767510,0.11980595
-2.07403702,0.17111953,0.05451319,0.01020851,0.00108329,0.01205322,0.01361576,0.00871842,0.12716915
-2.06803402,0.18239995,0.05910014,0.01056596,0.00088608,0.01174306,0.01580025,0.00992060,0.13757484
-2.06203102,0.19788512,0.06504128,0.01117966,0.00072182,0.01179552,0.01822723,0.01128278,0.15101176
-2.05602801,0.21751707,0.07233665,0.01204107,0.00058634,0.01219789,0.02090062,0.01280406,0.16745917
-2.05002501,0.24122657,0.08098149,0.01314125,0.00047574,0.01293904,0.02382087,0.01448125,0.18688513
-2.04402201,0.26893044,0.09096482,0.01447065,0.00038644,0.01400934,0.02698464,0.01630869,0.20924431
-2.03801901,0.30052827,0.10226788,0.01601906,0.00031517,0.01540053,0.03038474,0.01827809,0.23447550
-2.03201601,0.33589893,0.11486243,0.01777533,0.00025902,0.01710531,0.03401004,0.02037851,0.26249924
-2.02601301,0.37489704,0.12870915,0.01972726,0.00021541,0.01911699,0.03784570,0.02259642,0.29321555
-2.02001001,0.41734987,0.14375609,0.02186134,0.00018210,0.02142890,0.04187345,0.02491583,0.32650206
-2.01400700,0.46305469,0.15993735,0.02416263,0.00015715,0.02403382,0.04607207,0.02731853,0.36221265
-2.00800400,0.51177689,0.17717212,0.02661465,0.00013891,0.02692340,0.05041798,0.02978449,0.40017666
-2.00200100,0.56324888,0.19536397,0.02919931,0.00012599,0.03008748,0.05488590,0.03229225,0.44019869
-1.99599800,0.61716981,0.21440063,0.03189693,0.00011721,0.03351355,0.05944961,0.03481943,0.48205905
-1.98999500,0.67320611,0.23415410,0.03468623,0.00011161,0.03718620,0.06408269,0.03734329,0.52551464
-1.98399200,0.73099273,0.25448122,0.03754450,0.00010840,0.04108658,0.06875919,0.03984127,0.57030028
-1.97798899,0.79013499,0.27522464,0.04044776,0.00010693,0.04519208,0.07345428,0.04229154,0.61613028
-1.97198599,0.85021089,0.29621413,0.04337091,0.00010668,0.04947603,0.07814461,0.04467349,0.66270019
-1.96598299,0.91077371,0.31726823,0.04628799,0.00010723,0.05390747,0.08280862,0.04696813,0.70968849
-1.95997999,0.97135489,0.33819621,0.04917246,0.00010827,0.05845120,0.08742657,0.04915843,0.75675828
-1.95397699,1.03146690,0.35880017,0.05199741,0.00010954,0.06306783,0.09198030,0.05122948,0.80355871
-1.94797399,1.09060637,0.37887747,0.05473590,0.00011085,0.06771406,0.09645286,0.05316858,0.84972640
-1.94197099,1.14825713,0.39822320,0.05736118,0.00011206,0.07234308,0.10082783,0.05496519,0.89488667
-1.93596798,1.20389361,0.41663277,0.05984699,0.00011307,0.07690513,0.10508859,0.05661070,0.93865481
-1.92996498,1.25698440,0.43390467,0.06216780,0.00011381,0.08134818,0.10921747,0.05809820,0.98063760
-1.92396198,1.30699638,0.44984313,0.06429910,0.00011425,0.08561880,0.11319480,0.05942210,1.02043513
-1.91795898,1.35339944,0.46426100,0.06621766,0.00011436,0.08966310,0.11699822,0.06057775,1.05764331
-1.91195598,1.39567201,0.47698252,0.06790177,0.00011413,0.09342782,0.12060193,0.06156103,1.09185710
-1.90595298,1.43330756,0.48784611,0.06933154,0.00011356,0.09686142,0.12397638,0.06236805,1.12267484
-1.89994997,1.46582218,0.49670722,0.07048916,0.00011267,0.09991534,0.12708812,0.06299479,1.14970360
-1.89394697,1.49276307,0.50344100,0.07135920,0.00011147,0.10254517,0.12990011,0.06343697,1.17256572
-1.88794397,1.51371809,0.50794493,0.07192891,0.00010998,0.10471190,0.13237235,0.06368999,1.19090652
-1.88194097,1.52832595,0.51014127,0.07218853,0.00010821,0.10638304,0.13446295,0.06374901,1.20440285
-1.87593797,1.53628689,0.50997928,0.07213156,0.00010618,0.10753369,0.13612952,0.06360914,1.21277239
-1.86993497,1.53737327,0.50743704,0.07175506,0.00010391,0.10814746,0.13733090,0.06326585,1.21578329
-1.86393197,1.53143975,0.50252300,0.07105989,0.00010141,0.10821728,0.13802904,0.06271533,1.21326365
-1.85792896,1.51843238,0.49527688,0.07005090,0.00009869,0.10774591,0.13819105,0.06195510,1.20511036
-1.85192596,1.49839608,0.48577006,0.06873708,0.00009576,0.10674629,0.13779125,0.06098452,1.19129684
-1.84592296,1.47148003,0.47410532,0.06713162,0.00009263,0.10524163,0.13681302,0.05980534,1.17187911
-1.83991996,1.43794036,0.46041577,0.06525182,0.00008932,0.10326521,0.13525044,0.05842222,1.14699969
-1.83391696,1.39813993,0.44486314,0.06311902,0.00008582,0.10085991,0.13310962,0.05684311,1.11688905
-1.82791396,1.35254480,0.42763526,0.06075830,0.00008217,0.09807745,0.13040942,0.05507953,1.08186426
-1.82191096,1.30171742,0.40894284,0.05819810,0.00007837,0.09497745,0.12718183,0.05314670,1.04232479
-1.81590795,1.24630656,0.38901558,0.05546981,0.00007444,0.09162615,0.12347169,0.05106347,0.99874546
-1.80990495,1.18703437,0.36809782,0.05260712,0.00007041,0.08809502,0.11933582,0.04885207,0.95166665
-1.80390195,1.12468073,0.34644366,0.04964547,0.00006629,0.08445920,0.11484175,0.04653773,0.90168234
-1.79789895,1.06006586,0.32431194,0.04662128,0.00006212,0.08079578,0.11006585,0.04414805,0.84942612
-1.79189595,0.99403148,0.30196110,0.04357129,0.00005792,0.07718213,0.10509115,0.04171235,0.79555608
-1.78589295,0.92742152,0.27964410,0.04053177,0.00005373,0.07369419,0.10000491,0.03926083,0.74073893
-1.77988994,0.86106310,0.25760371,0.03753787,0.00004958,0.07040483,0.09489597,0.03682375,0.68563419
-1.77388694,0.79574848,0.23606816,0.03462296,0.00004551,0.06738235,0.08985215,0.03443051,0.63087909
-1.76788394,0.73221877,0.21524739,0.03181808,0.00004154,0.06468915,0.08495774,0.03210885,0.57707463
-1.76188094,0.67114986,0.19533002,0.02915143,0.00003771,0.06238063,0.08029123,0.02988408,0.52477356
-1.75587794,0.61314114,0.17648100,0.02664805,0.00003405,0.06050431,0.07592333,0.02777841,0.47447048
-1.74987494,0.55870732,0.15884020,0.02432959,0.00003059,0.05909924,0.07191541,0.02581041,0.42659443
-1.74387194,0.50827329,0.14252160,0.02221415,0.00002737,0.05819571,0.06831846,0.02399469,0.38150408
-1.73786893,0.46217223,0.12761337,0.02031633,0.00002440,0.05781513,0.06517242,0.02234163,0.33948556
