energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up
-6.00000000,2.90863013,0.79224798,1.65388498,0.01085850,0.07753401,0.01611814,0.00000000,0.04119803,0.80930881
-5.99399700,2.92807687,0.79924389,1.65256584,0.01229370,0.07774927,0.01639936,0.00000000,0.04250443,0.82163563
-5.98799400,2.94148648,0.80656492,1.64616717,0.01384704,0.07808070,0.01669170,0.00000000,0.04377975,0.83301679
-5.98199100,2.94894692,0.81412838,1.63488630,0.01551519,0.07852088,0.01699311,0.00000000,0.04501362,0.84340777
-5.97598799,2.95061022,0.82182454,1.61898837,0.01729235,0.07905697,0.01730098,0.00000000,0.04619531,0.85276905
-5.96998499,2.94667410,0.82951642,1.59879199,0.01917000,0.07967081,0.01761209,0.00000000,0.04731369,0.86106259
-5.96398199,2.93736202,0.83704011,1.57465360,0.02113677,0.08033909,0.01792261,0.00000000,0.04835725,0.86824796
-5.95797899,2.92290308,0.84420608,1.54695127,0.02317835,0.08103378,0.01822812,0.00000000,0.04931416,0.87427862
-5.95197599,2.90351334,0.85080137,1.51606908,0.02527754,0.08172267,0.01852361,0.00000000,0.05017229,0.87909870
-5.94597299,2.87938011,0.85659306,1.48238302,0.02741432,0.08237012,0.01880357,0.00000000,0.05091940,0.88264066
-5.93996998,2.85065032,0.86133299,1.44624918,0.02956612,0.08293808,0.01906210,0.00000000,0.05154332,0.88482414
-5.93396698,2.81742397,0.86476370,1.40799485,0.03170819,0.08338713,0.01929299,0.00000000,0.05203219,0.88555628
-5.92796398,2.77975316,0.86662560,1.36791288,0.03381402,0.08367774,0.01948994,0.00000000,0.05237481,0.88473351
-5.92196098,2.73764679,0.86666509,1.32625951,0.03585593,0.08377164,0.01964672,0.00000000,0.05256095,0.88224499
-5.91595798,2.69108055,0.86464325,1.28325542,0.03780572,0.08363313,0.01975740,0.00000000,0.05258182,0.87797735
-5.90995498,2.64001142,0.86034499,1.23908973,0.03963542,0.08323044,0.01981656,0.00000000,0.05243043,0.87182066
-5.90395198,2.58439569,0.85358795,1.19392640,0.04131803,0.08253702,0.01981952,0.00000000,0.05210201,0.86367524
-5.89794897,2.52420896,0.84423080,1.14791221,0.04282833,0.08153261,0.01976254,0.00000000,0.05159440,0.85345880
-5.89194597,2.45946669,0.83218061,1.10118570,0.04414359,0.08020415,0.01964304,0.00000000,0.05090827,0.84111348
-5.88594297,2.39024372,0.81739858,1.05388618,0.04524434,0.07854650,0.01945972,0.00000000,0.05004746,0.82661241
-5.87993997,2.31669128,0.79990405,1.00616196,0.04611492,0.07656278,0.01921266,0.00000000,0.04901897,0.80996513
-5.87393697,2.23905017,0.77977635,0.95817734,0.04674398,0.07426441,0.01890340,0.00000000,0.04783304,0.79122162
-5.86793397,2.15765911,0.75715438,0.91011762,0.04712487,0.07167098,0.01853491,0.00000000,0.04650298,0.77047453
-5.86193097,2.07295756,0.73223382,0.86219186,0.04725574,0.06880958,0.01811153,0.00000000,0.04504493,0.74785948
-5.85592796,1.98548280,0.70526216,0.81463327,0.04713960,0.06571410,0.01763881,0.00000000,0.04347746,0.72355331
-5.84992496,1.89586119,0.67653168,0.76769709,0.04678411,0.06242409,0.01712340,0.00000000,0.04182108,0.69777027
-5.84392196,1.80479431,0.64637071,0.72165635,0.04620123,0.05898355,0.01657275,0.00000000,0.04009772,0.67075648
-5.83791896,1.71304064,0.61513354,0.67679567,0.04540675,0.05543953,0.01599489,0.00000000,0.03833004,0.64278275
-5.83191596,1.62139389,0.58318958,0.63340365,0.04441964,0.05184071,0.01539815,0.00000000,0.03654082,0.61413637
-5.82591296,1.53065929,0.55091212,0.59176444,0.04326135,0.04823589,0.01479087,0.00000000,0.03475229,0.58511210
-5.81990995,1.44162904,0.51866728,0.55214894,0.04195501,0.04467261,0.01418113,0.00000000,0.03298547,0.55600294
-5.81390695,1.35505849,0.48680372,0.51480623,0.04052468,0.04119586,0.01357646,0.00000000,0.03125966,0.52709128
-5.80790395,1.27164416,0.45564331,0.47995585,0.03899457,0.03784689,0.01298367,0.00000000,0.02959193,0.49864059
-5.80190095,1.19200464,0.42547342,0.44778130,0.03738829,0.03466227,0.01240863,0.00000000,0.02799672,0.47088839
-5.79589795,1.11666558,0.39654085,0.41842503,0.03572831,0.03167316,0.01185615,0.00000000,0.02648561,0.44404055
-5.78989495,1.04604898,0.36904773,0.39198543,0.03403535,0.02890477,0.01132990,0.00000000,0.02506715,0.41826735
-5.78389195,0.98046748,0.34314942,0.36851560,0.03232810,0.02637611,0.01083239,0.00000000,0.02374689,0.39370123
-5.77788894,0.92012355,0.31895428,0.34802428,0.03062291,0.02409989,0.01036498,0.00000000,0.02252741,0.37043641
-5.77188594,0.86511345,0.29652539,0.33047851,0.02893372,0.02208275,0.00992799,0.00000000,0.02140862,0.34853027
-5.76588294,0.81543555,0.27588379,0.31580808,0.02727208,0.02032554,0.00952079,0.00000000,0.02038797,0.32800624
-5.75987994,0.77100236,0.25701319,0.30391149,0.02564727,0.01882387,0.00914196,0.00000000,0.01946092,0.30885804
-5.75387694,0.73165565,0.23986575,0.29466292,0.02406657,0.01756875,0.00878946,0.00000000,0.01862131,0.29105503
-5.74787394,0.69718360,0.22436856,0.28792013,0.02253553,0.01654734,0.00846085,0.00000000,0.01786184,0.27454819
-5.74187094,0.66733941,0.21043071,0.28353270,0.02105830,0.01574376,0.00815343,0.00000000,0.01717460,0.25927665
-5.73586793,0.64186018,0.19795037,0.28135039,0.01963804,0.01513993,0.00786450,0.00000000,0.01655147,0.24517423
-5.72986493,0.62048550,0.18682185,0.28123119,0.01827723,0.01471645,0.00759149,0.00000000,0.01598463,0.23217584
-5.72386193,0.60297489,0.17694226,0.28304873,0.01697803,0.01445341,0.00733217,0.00000000,0.01546696,0.22022343
-5.71785893,0.58912335,0.16821753,0.28669879,0.01574254,0.01433121,0.00708473,0.00000000,0.01499239,0.20927133
-5.71185593,0.57877474,0.16056782,0.29210460,0.01457305,0.01433127,0.00684798,0.00000000,0.01455623,0.19929080
-5.70585293,0.57183224,0.15393196,0.29922077,0.01347221,0.01443669,0.00662136,0.00000000,0.01415538,0.19027358
-5.69984992,0.56826591,0.14827101,0.30803573,0.01244310,0.01463275,0.00640507,0.00000000,0.01378853,0.18223456
-5.69384692,0.56811697,0.14357077,0.31857248,0.01148933,0.01490742,0.00620003,0.00000000,0.01345625,0.17521331
-5.68784392,0.57149879,0.13984326,0.33088776,0.01061498,0.01525161,0.00600795,0.00000000,0.01316098,0.16927473
-5.68184092,0.57859468,0.13712726,0.34506956,0.00982454,0.01565940,0.00583123,0.00000000,0.01290702,0.16450847
-5.67583792,0.58965250,0.13548763,0.36123319,0.00912282,0.01612810,0.00567299,0.00000000,0.01270037,0.16102752
-5.66983492,0.60497649,0.13501380,0.37951594,0.00851480,0.01665822,0.00553689,0.00000000,0.01254857,0.15896581
-5.66383192,0.62491638,0.13581721,0.40007074,0.00800547,0.01725326,0.00542714,0.00000000,0.01246043,0.15847482
-5.65782891,0.64985433,0.13802776,0.42305889,0.00759965,0.01791949,0.00534829,0.00000000,0.01244569,0.15971951
-5.65182591,0.68019010,0.14178955,0.44864231,0.00730184,0.01866551,0.00530513,0.00000000,0.01251470,0.16287336
-5.64582291,0.71632486,0.14725567,0.47697560,0.00711602,0.01950183,0.00530252,0.00000000,0.01267796,0.16811281
-5.63981991,0.75864414,0.15458249,0.50819825,0.00704551,0.02044027,0.00534525,0.00000000,0.01294571,0.17561110
-5.63381691,0.80750068,0.16392326,0.54242740,0.00709282,0.02149345,0.00543783,0.00000000,0.01332741,0.18553178
-5.62781391,0.86319750,0.17542146,0.57975139,0.00725954,0.02267405,0.00558433,0.00000000,0.01383130,0.19802182
-5.62181091,0.92597196,0.18920392,0.62022445,0.00754625,0.02399422,0.00578819,0.00000000,0.01446393,0.21320482
-5.61580790,0.99598138,0.20537403,0.66386273,0.00795249,0.02546489,0.00605207,0.00000000,0.01522964,0.23117435
-5.60980490,1.07329070,0.22400522,0.71064187,0.00847670,0.02709511,0.00637767,0.00000000,0.01613025,0.25198763
-5.60380190,1.15786281,0.24513512,0.76049625,0.00911630,0.02889147,0.00676559,0.00000000,0.01716463,0.27566009
-5.59779890,1.24955206,0.26876049,0.81331981,0.00986777,0.03085751,0.00721523,0.00000000,0.01832846,0.30216076
-5.59179590,1.34810114,0.29483337,0.86896861,0.01072675,0.03299325,0.00772471,0.00000000,0.01961404,0.33140904
-5.58579290,1.45314191,0.32325867,0.92726491,0.01168826,0.03529476,0.00829080,0.00000000,0.02101025,0.36327293
-5.57978989,1.56420016,0.35389333,0.98800256,0.01274692,0.03775392,0.00890895,0.00000000,0.02250256,0.39756902
-5.57378689,1.68070443,0.38654732,1.05095370,0.01389724,0.04035819,0.00957333,0.00000000,0.02407327,0.43406433
-5.56778389,1.80199868,0.42098655,1.11587630,0.01513394,0.04309060,0.01027689,0.00000000,0.02570174,0.47248015
-5.56178089,1.92735870,0.45693765,1.18252237,0.01645230,0.04592982,0.01101156,0.00000000,0.02736491,0.51249771
-5.55577789,2.05601154,0.49409455,1.25064658,0.01784850,0.04885042,0.01176838,0.00000000,0.02903777,0.55376576
-5.54977489,2.18715763,0.53212666,1.32001489,0.01932000,0.05182326,0.01253776,0.00000000,0.03069406,0.59590956
-5.54377189,2.31999441,0.57068835,1.39041293,0.02086583,0.05481600,0.01330970,0.00000000,0.03230694,0.63854122
-5.53776888,2.45374088,0.60942928,1.46165381,0.02248683,0.05779386,0.01407411,0.00000000,0.03384980,0.68127071
-5.53176588,2.58766166,0.64800516,1.53358489,0.02418585,0.06072035,0.01482105,0.00000000,0.03529696,0.72371719
-5.52576288,2.72108960,0.68608833,1.60609342,0.02596779,0.06355825,0.01554106,0.00000000,0.03662453,0.76551999
-5.51975988,2.85344563,0.72337768,1.67911042,0.02783953,0.06627060,0.01622538,0.00000000,0.03781101,0.80634874
-5.51375688,2.98425459,0.75960726,1.75261266,0.02980967,0.06882179,0.01686626,0.00000000,0.03883800,0.84591208
-5.50775388,3.11315618,0.79455306,1.82662241,0.03188818,0.07117859,0.01745706,0.00000000,0.03969064,0.88396430
-5.50175088,3.23990983,0.82803764,1.90120462,0.03408577,0.07331123,0.01799252,0.00000000,0.04035804,0.92030978
-5.49574787,3.36439288,0.85993208,1.97646130,0.03641324,0.07519439,0.01846874,0.00000000,0.04083346,0.95480460
-5.48974487,3.48659182,0.89015525,2.05252311,0.03888053,0.07680802,0.01888330,0.00000000,0.04111440,0.98735545
-5.48374187,3.60658624,0.91867028,2.12953802,0.04149580,0.07813807,0.01923520,0.00000000,0.04120248,1.01791564
-5.47773887,3.72452609,0.94547838,2.20765719,0.04426434,0.07917697,0.01952474,0.00000000,0.04110319,1.04647859
