energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-5.63981991,1.33380252,0.00779803,0.01801714,0.22599149,0.10702902,0.02800688,0.77193420
-5.63381691,1.28274246,0.00801599,0.01723058,0.21831166,0.10244777,0.02664741,0.74307516
-5.62781391,1.22740682,0.00827233,0.01636323,0.20982776,0.09766431,0.02522056,0.71166206
-5.62181091,1.16897832,0.00857127,0.01543199,0.20073121,0.09277301,0.02375159,0.67838173
-5.61580790,1.10869641,0.00891756,0.01445436,0.19122207,0.08787437,0.02226674,0.64395362
-5.60980490,1.04782420,0.00931650,0.01344796,0.18150372,0.08307245,0.02079253,0.60911063
-5.60380190,0.98761660,0.00977392,0.01243005,0.17177784,0.07847219,0.01935507,0.57458063
-5.59779890,0.92929046,0.01029618,0.01141719,0.16223981,0.07417684,0.01797948,0.54106930
-5.59179590,0.87399786,0.01089005,0.01042483,0.15307476,0.07028545,0.01668932,0.50924476
-5.58579290,0.82280287,0.01156264,0.00946710,0.14445422,0.06689054,0.01550607,0.47972429
-5.57978989,0.77666242,0.01232125,0.00855661,0.13653355,0.06407602,0.01444883,0.45306339
-5.57378689,0.73641101,0.01317310,0.00770435,0.12945008,0.06191528,0.01353392,0.42974713
-5.56778389,0.70274950,0.01412512,0.00691969,0.12332192,0.06046958,0.01277470,0.41018387
-5.56178089,0.67623755,0.01518362,0.00621041,0.11824738,0.05978668,0.01218144,0.39470099
-5.55577789,0.65728923,0.01635392,0.00558283,0.11430497,0.05989974,0.01176122,0.38354255
-5.54977489,0.64617166,0.01763995,0.00504199,0.11155373,0.06082642,0.01151794,0.37686851
-5.54377189,0.64300598,0.01904384,0.00459183,0.11003393,0.06256835,0.01145234,0.37475536
-5.53776888,0.64777035,0.02056548,0.00423547,0.10976804,0.06511076,0.01156209,0.37719782
-5.53176588,0.66030471,0.02220214,0.00397540,0.11076170,0.06842241,0.01184193,0.38411146
-5.52576288,0.68031708,0.02394808,0.00381379,0.11300489,0.07245588,0.01228380,0.39533610
-5.51975988,0.70739115,0.02579425,0.00375265,0.11647300,0.07714810,0.01287703,0.41064000
-5.51375688,0.74099530,0.02772809,0.00379405,0.12112802,0.08242126,0.01360855,0.42972462
-5.50775388,0.78049290,0.02973345,0.00394029,0.12691950,0.08818404,0.01446310,0.45223019
-5.50175088,0.82515412,0.03179061,0.00419403,0.13378569,0.09433325,0.01542354,0.47774200
-5.49574787,0.87416915,0.03387646,0.00455831,0.14165446,0.10075584,0.01647110,0.50579753
-5.48974487,0.92666299,0.03596484,0.00503660,0.15044437,0.10733115,0.01758573,0.53589440
-5.48374187,0.98171163,0.03802700,0.00563273,0.16006561,0.11393366,0.01874641,0.56749918
-5.47773887,1.03835966,0.04003224,0.00635079,0.17042104,0.12043582,0.01993160,0.60005705
-5.47173587,1.09563886,0.04194863,0.00719501,0.18140725,0.12671119,0.02111959,0.63300209
-5.46573287,1.15258761,0.04374384,0.00816950,0.19291562,0.13263763,0.02228895,0.66576815
-5.45972986,1.20827051,0.04538604,0.00927808,0.20483338,0.13810043,0.02341897,0.69779999
-5.45372686,1.26179783,0.04684483,0.01052394,0.21704482,0.14299539,0.02449009,0.72856442
-5.44772386,1.31234401,0.04809211,0.01190939,0.22943235,0.14723161,0.02548437,0.75756117
-5.44172086,1.35916472,0.04910301,0.01343558,0.24187767,0.15073391,0.02638588,0.78433308
-5.43571786,1.40161187,0.04985657,0.01510215,0.25426287,0.15344476,0.02718111,0.80847533
-5.42971486,1.43914597,0.05033647,0.01690698,0.26647152,0.15532571,0.02785931,0.82964329
-5.42371186,1.47134542,0.05053148,0.01884596,0.27838975,0.15635809,0.02841283,0.84755889
-5.41770885,1.49791234,0.05043582,0.02091276,0.28990724,0.15654317,0.02883732,0.86201509
-5.41170585,1.51867486,0.05004930,0.02309870,0.30091818,0.15590151,0.02913198,0.87287846
-5.40570285,1.53358569,0.04937728,0.02539263,0.31132226,0.15447179,0.02929963,0.88008970
-5.39969985,1.54271711,0.04843046,0.02778093,0.32102551,0.15230892,0.02934678,0.88366218
-5.39369685,1.54625277,0.04722451,0.03024760,0.32994117,0.14948177,0.02928357,0.88367851
-5.38769385,1.54447645,0.04577954,0.03277431,0.33799051,0.14607038,0.02912371,0.88028538
-5.38169085,1.53775847,0.04411944,0.03534068,0.34510357,0.14216297,0.02888425,0.87368687
-5.37568784,1.52654024,0.04227119,0.03792450,0.35121989,0.13785274,0.02858534,0.86413647
-5.36968484,1.51131757,0.04026399,0.04050212,0.35628912,0.13323469,0.02824985,0.85192814
-5.36368184,1.49262340,0.03812852,0.04304880,0.36027156,0.12840257,0.02790298,0.83738675
-5.35767884,1.47101049,0.03589609,0.04553914,0.36313861,0.12344601,0.02757172,0.82085817
-5.35167584,1.44703478,0.03359786,0.04794758,0.36487299,0.11844809,0.02728431,0.80269946
-5.34567284,1.42123981,0.03126414,0.05024883,0.36546896,0.11348321,0.02706953,0.78326920
-5.33966983,1.39414263,0.02892373,0.05241840,0.36493217,0.10861556,0.02695606,0.76291854
-5.33366683,1.36622172,0.02660340,0.05443300,0.36327953,0.10389804,0.02697160,0.74198294
-5.32766383,1.33790679,0.02432742,0.05627106,0.36053867,0.09937171,0.02714217,0.72077488
-5.32166083,1.30957106,0.02211725,0.05791304,0.35674741,0.09506571,0.02749114,0.69957771
-5.31565783,1.28152561,0.01999133,0.05934186,0.35195286,0.09099776,0.02803846,0.67864063
-5.30965483,1.25401618,0.01796493,0.06054313,0.34621054,0.08717489,0.02879980,0.65817498
-5.30365183,1.22722192,0.01605016,0.06150542,0.33958319,0.08359463,0.02978574,0.63835173
-5.29764882,1.20125630,0.01425607,0.06222037,0.33213959,0.08024641,0.03100107,0.61930019
-5.29164582,1.17616965,0.01258871,0.06268282,0.32395328,0.07711309,0.03244420,0.60110795
-5.28564282,1.15195340,0.01105142,0.06289078,0.31510123,0.07417264,0.03410671,0.58382188
-5.27963982,1.12854549,0.00964506,0.06284536,0.30566252,0.07139973,0.03597305,0.56745016
-5.27363682,1.10583695,0.00836829,0.06255067,0.29571712,0.06876734,0.03802057,0.55196517
-5.26763382,1.08367931,0.00721792,0.06201362,0.28534465,0.06624815,0.04021960,0.53730728
-5.26163082,1.06189261,0.00618916,0.06124367,0.27462338,0.06381585,0.04253393,0.52338919
-5.25562781,1.04027388,0.00527604,0.06025254,0.26362924,0.06144614,0.04492154,0.51010089
-5.24962481,1.01860579,0.00447164,0.05905395,0.25243508,0.05911756,0.04733544,0.49731500
-5.24362181,0.99666547,0.00376844,0.05766323,0.24111010,0.05681210,0.04972491,0.48489239
-5.23761881,0.97423319,0.00315857,0.05609705,0.22971939,0.05451553,0.05203686,0.47268798
-5.23161581,0.95110077,0.00263407,0.05437307,0.21832371,0.05221761,0.05421732,0.46055650
-5.22561281,0.92707967,0.00218710,0.05250963,0.20697947,0.04991202,0.05621307,0.44835817
-5.21960980,0.90200844,0.00181017,0.05052552,0.19573883,0.04759620,0.05797331,0.43596407
-5.21360680,0.87575958,0.00149625,0.04843967,0.18465000,0.04527111,0.05945131,0.42326118
-5.20760380,0.84824543,0.00123896,0.04627100,0.17375763,0.04294082,0.06060587,0.41015682
-5.20160080,0.81942317,0.00103269,0.04403821,0.16310340,0.04061212,0.06140276,0.39658249
-5.19559780,0.78929862,0.00087267,0.04175969,0.15272662,0.03829411,0.06181582,0.38249703
-5.18959480,0.75792883,0.00075506,0.03945340,0.14266495,0.03599777,0.06182780,0.36788884
-5.18359180,0.72542339,0.00067703,0.03713677,0.13295515,0.03373558,0.06143095,0.35277738
-5.17758879,0.69194431,0.00063680,0.03482676,0.12363384,0.03152115,0.06062718,0.33721365
-5.17158579,0.65770458,0.00063365,0.03253974,0.11473823,0.02936898,0.05942791,0.32127988
-5.16558279,0.62296548,0.00066802,0.03029157,0.10630687,0.02729418,0.05785361,0.30508830
-5.15957979,0.58803264,0.00074144,0.02809754,0.09838026,0.02531229,0.05593300,0.28877917
-5.15357679,0.55325098,0.00085657,0.02597247,0.09100144,0.02343918,0.05370197,0.27251811
-5.14757379,0.51899890,0.00101719,0.02393065,0.08421643,0.02169095,0.05120229,0.25649284
-5.14157079,0.48568163,0.00122811,0.02198593,0.07807457,0.02008386,0.04848021,0.24090945
-5.13556778,0.45372422,0.00149516,0.02015170,0.07262867,0.01863432,0.04558491,0.22598834
-5.12956478,0.42356420,0.00182505,0.01844094,0.06793503,0.01735886,0.04256696,0.21195999
-5.12356178,0.39564411,0.00222524,0.01686624,0.06405328,0.01627414,0.03947684,0.19906060
-5.11755878,0.37040418,0.00270375,0.01543978,0.06104591,0.01539683,0.03636354,0.18752768
-5.11155578,0.34827513,0.00326897,0.01417338,0.05897766,0.01474364,0.03327334,0.17759582
-5.10555278,0.32967116,0.00392935,0.01307850,0.05791460,0.01433115,0.03024875,0.16949243
-5.09954977,0.31498332,0.00469312,0.01216619,0.05792296,0.01417567,0.02732773,0.16343375
-5.09354677,0.30457303,0.00556786,0.01144707,0.05906757,0.01429305,0.02454306,0.15962086
-5.08754377,0.29876583,0.00656018,0.01093126,0.06141016,0.01469835,0.02192201,0.15823588
-5.08154077,0.29784526,0.00767524,0.01062827,0.06500720,0.01540555,0.01948623,0.15943826
-5.07553777,0.30204680,0.00891632,0.01054688,0.06990758,0.01642711,0.01725180,0.16336112
-5.06953477,0.31155193,0.01028438,0.01069490,0.07615002,0.01777350,0.01522949,0.17010765
-5.06353177,0.32648209,0.01177763,0.01107894,0.08376032,0.01945268,0.01342513,0.17974760
-5.05752876,0.34689287,0.01339115,0.01170414,0.09274851,0.02146955,0.01184013,0.19231391
-5.05152576,0.37276830,0.01511661,0.01257375,0.10310600,0.02382534,0.01047202,0.20779949
-5.04552276,0.40401554,0.01694200,0.01368882,0.11480296,0.02651705,0.00931508,0.22615430
-5.03951976,0.44046026,0.01885157,0.01504769,0.12778585,0.02953688,0.00836087,0.24728292
-5.03351676,0.48184285,0.02082583,0.01664565,0.14197547,0.03287176,0.00759889,0.27104261
-5.02751376,0.52781596,0.02284169,0.01847443,0.15726556,0.03650290,0.00701704,0.29724227
-5.02151076,0.57794364,0.02487284,0.02052189,0.17352214,0.04040553,0.00660217,0.32564223
-5.01550775,0.63170247,0.02689018,0.02277163,0.19058364,0.04454875,0.00634040,0.35595530
-5.00950475,0.68848502,0.02886247,0.02520282,0.20826210,0.04889555,0.00621757,0.38784904
-5.00350175,0.74760580,0.03075709,0.02779008,0.22634530,0.05340304,0.00621944,0.42094941
-4.99749875,0.80830999,0.03254089,0.03050348,0.24459996,0.05802287,0.00633192,0.45484599
-4.99149575,0.86978495,0.03418116,0.03330883,0.26277601,0.06270190,0.00654129,0.48909854
-4.98549275,0.93117439,0.03564665,0.03616799,0.28061176,0.06738301,0.00683424,0.52324511
-4.97948974,0.99159503,0.03690852,0.03903949,0.29783993,0.07200619,0.00719807,0.55681124
-4.97348674,1.05015535,0.03794135,0.04187926,0.31419431,0.07650975,0.00762067,0.58932033
-4.96748374,1.10597591,0.03872398,0.04464159,0.32941679,0.08083169,0.00809066,0.62030465
-4.96148074,1.15821064,0.03924029,0.04728015,0.34326464,0.08491113,0.00859740,0.64931688
-4.95547774,1.20606837,0.03947981,0.04974916,0.35551752,0.08868987,0.00913112,0.67594149
-4.94947474,1.24883375,0.03943806,0.05200466,0.36598419,0.09211387,0.00968294,0.69980582
-4.94347174,1.28588686,0.03911684,0.05400572,0.37450839,0.09513470,0.01024502,0.72059033
-4.93746873,1.31672056,0.03852415,0.05571562,0.38097378,0.09771086,0.01081058,0.73803750
-4.93146573,1.34095499,0.03767400,0.05710302,0.38530769,0.09980891,0.01137403,0.75195920
-4.92546273,1.35834852,0.03658595,0.05814290,0.38748339,0.10140444,0.01193109,0.76224208
-4.91945973,1.36880458,0.03528454,0.05881731,0.38752091,0.10248272,0.01247880,0.76885075
-4.91345673,1.37237419,0.03379849,0.05911597,0.38548628,0.10303905,0.01301566,0.77182866
-4.90745373,1.36925390,0.03215986,0.05903653,0.38148924,0.10307884,0.01354163,0.77129656
-4.90145073,1.35977934,0.03040309,0.05858462,0.37567951,0.10261734,0.01405817,0.76744861
-4.89544772,1.34441444,0.02856400,0.05777363,0.36824179,0.10167914,0.01456820,0.76054630
-4.88944472,1.32373697,0.02667889,0.05662417,0.35938978,0.10029725,0.01507610,0.75091038
-4.88344172,1.29842085,0.02478355,0.05516343,0.34935933,0.09851213,0.01558757,0.73891121
-4.87743872,1.26921605,0.02291246,0.05342416,0.33840125,0.09637033,0.01610958,0.72495786
-4.87143572,1.23692686,0.02109803,0.05144371,0.32677389,0.09392317,0.01665017,0.70948634
-4.86543272,1.20238943,0.01937002,0.04926281,0.31473593,0.09122522,0.01721830,0.69294761
-4.85942971,1.16644944,0.01775501,0.04692441,0.30253964,0.08833287,0.01782368,0.67579563
-4.85342671,1.12994077,0.01627607,0.04447244,0.29042481,0.08530286,0.01847652,0.65847599
-4.84742371,1.09366585,0.01495257,0.04195077,0.27861371,0.08219099,0.01918737,0.64141546
-4.84142071,1.05837843,0.01380002,0.03940210,0.26730700,0.07905097,0.01996684,0.62501290
-4.83541771,1.02476908,0.01283013,0.03686714,0.25668089,0.07593347,0.02082547,0.60963156
-4.82941471,0.99345390,0.01205084,0.03438392,0.24688544,0.07288539,0.02177343,0.59559313
-4.82341171,0.96496647,0.01146654,0.03198720,0.23804403,0.06994934,0.02282044,0.58317354
-4.81740870,0.93975302,0.01107822,0.02970818,0.23025377,0.06716340,0.02397547,0.57260038
-4.81140570,0.91817066,0.01088374,0.02757433,0.22358693,0.06456103,0.02524667,0.56405205
-4.80540270,0.90048827,0.01087808,0.02560935,0.21809288,0.06217123,0.02664118,0.55765827
-4.79939970,0.88688972,0.01105361,0.02383331,0.21380066,0.06001875,0.02816496,0.55350178
-4.79339670,0.87747883,0.01140036,0.02226285,0.21072170,0.05812448,0.02982266,0.55162101
-4.78739370,0.87228550,0.01190626,0.02091144,0.20885258,0.05650583,0.03161753,0.55201338
-4.78139070,0.87127262,0.01255745,0.01978972,0.20817766,0.05517710,0.03355120,0.55463900
-4.77538769,0.87434310,0.01333849,0.01890573,0.20867132,0.05414985,0.03562360,0.55942443
-4.76938469,0.88134662,0.01423264,0.01826520,0.21029972,0.05343307,0.03783281,0.56626634
-4.76338169,0.89208585,0.01522211,0.01787171,0.21302199,0.05303338,0.04017488,0.57503486
-4.75737869,0.90632176,0.01628833,0.01772678,0.21679082,0.05295493,0.04264377,0.58557653
-4.75137569,0.92377800,0.01741219,0.01782994,0.22155244,0.05319927,0.04523113,0.59771673
-4.74537269,0.94414428,0.01857436,0.01817859,0.22724597,0.05376504,0.04792626,0.61126160
-4.73936968,0.96707890,0.01975554,0.01876795,0.23380250,0.05464758,0.05071601,0.62599960
-4.73336668,0.99221062,0.02093675,0.01959082,0.24114363,0.05583846,0.05358474,0.64170264
-4.72736368,1.01914015,0.02209963,0.02063742,0.24918010,0.05732496,0.05651434,0.65812709
-4.72136068,1.04744161,0.02322668,0.02189515,0.25781024,0.05908964,0.05948437,0.67501478
-4.71535768,1.07666437,0.02430159,0.02334851,0.26691882,0.06110996,0.06247218,0.69209417
-4.70935468,1.10633558,0.02530945,0.02497899,0.27637624,0.06335806,0.06545326,0.70908190
-4.70335168,1.13596379,0.02623699,0.02676509,0.28603828,0.06580069,0.06840165,0.72568494
-4.69734867,1.16504395,0.02707277,0.02868259,0.29574666,0.06839945,0.07129043,0.74160343
-4.69134567,1.19306388,0.02780737,0.03070478,0.30533029,0.07111125,0.07409241,0.75653432
-4.68534267,1.21951251,0.02843349,0.03280303,0.31460752,0.07388901,0.07678086,0.77017590
-4.67933967,1.24388957,0.02894606,0.03494740,0.32338920,0.07668272,0.07933044,0.78223317
-4.67333667,1.26571673,0.02934226,0.03710745,0.33148252,0.07944063,0.08171807,0.79242399
-4.66733367,1.28454987,0.02962156,0.03925314,0.33869563,0.08211076,0.08392394,0.80048577
-4.66133067,1.29999181,0.02978561,0.04135579,0.34484274,0.08464246,0.08593247,0.80618257
-4.65532766,1.31170521,0.02983824,0.04338914,0.34974958,0.08698809,0.08773323,0.80931226
-4.64932466,1.31942470,0.02978525,0.04533025,0.35325888,0.08910463,0.08932176,0.80971341
-4.64332166,1.32296775,0.02963428,0.04716044,0.35523581,0.09095528,0.09070012,0.80727151
-4.63731866,1.32224334,0.02939459,0.04886600,0.35557280,0.09251075,0.09187737,0.80192422
-4.63131566,1.31725803,0.02907678,0.05043875,0.35419382,0.09375037,0.09286965,0.79366523
-4.62531266,1.30811854,0.02869254,0.05187633,0.35105759,0.09466280,0.09369994,0.78254641
-4.61930965,1.29503065,0.02825430,0.05318220,0.34615972,0.09524634,0.09439754,0.76867808
-4.61330665,1.27829411,0.02777490,0.05436536,0.33953361,0.09550886,0.09499713,0.75222717
-4.60730365,1.25829340,0.02726720,0.05543980,0.33124996,0.09546722,0.09553749,0.73341331
-4.60130065,1.23548480,0.02674371,0.05642359,0.32141496,0.09514631,0.09605990,0.71250276
-4.59529765,1.21037995,0.02621623,0.05733777,0.31016719,0.09457774,0.09660628,0.68980064
-4.58929465,1.18352673,0.02569546,0.05820508,0.29767343,0.09379811,0.09721714,0.66564147
-4.58329165,1.15548838,0.02519070,0.05904849,0.28412344,0.09284723,0.09792946,0.64037870
-4.57728864,1.12682166,0.02470954,0.05988968,0.26972415,0.09176607,0.09877453,0.61437347
-4.57128564,1.09805544,0.02425761,0.06074767,0.25469331,0.09059478,0.09977597,0.58798331
-4.56528264,1.06967062,0.02383849,0.06163742,0.23925313,0.08937083,0.10094798,0.56155134
-4.55927964,1.04208269,0.02345353,0.06256872,0.22362402,0.08812730,0.10229398,0.53539634
-4.55327664,1.01562772,0.02310198,0.06354537,0.20801876,0.08689160,0.10380565,0.50980437
-4.54727364,0.99055270,0.02278102,0.06456466,0.19263745,0.08568448,0.10546260,0.48502224
-4.54127064,0.96701083,0.02248600,0.06561726,0.17766326,0.08451951,0.10723254,0.46125317
-4.53526763,0.94506185,0.02221074,0.06668752,0.16325929,0.08340311,0.10907214,0.43865484
-4.52926463,0.92467772,0.02194790,0.06775412,0.14956648,0.08233496,0.11092844,0.41733978
-4.52326163,0.90575300,0.02168944,0.06879120,0.13670272,0.08130894,0.11274084,0.39737816
-4.51725863,0.88811963,0.02142707,0.06976969,0.12476299,0.08031438,0.11444355,0.37880255
-4.51125563,0.87156504,0.02115278,0.07065897,0.11382055,0.07933767,0.11596839,0.36161451
-4.50525263,0.85585273,0.02085935,0.07142871,0.10392892,0.07836408,0.11724785,0.34579244
-4.49924962,0.84074394,0.02054082,0.07205071,0.09512455,0.07737964,0.11821817,0.33130020
-4.49324662,0.82601933,0.02019289,0.07250077,0.08742990,0.07637301,0.11882240,0.31809602
-4.48724362,0.81149930,0.01981330,0.07276036,0.08085676,0.07533726,0.11901313,0.30614112
-4.48124062,0.79706173,0.01940207,0.07281811,0.07540955,0.07427127,0.11875495,0.29540743
-4.47523762,0.78265625,0.01896165,0.07267087,0.07108842,0.07318095,0.11802626,0.28588414
-4.46923462,0.76831401,0.01849690,0.07232451,0.06789184,0.07207992,0.11682057,0.27758245
-4.46323162,0.75415248,0.01801507,0.07179410,0.06581874,0.07098971,0.11514705,0.27053843
-4.45722861,0.74037487,0.01752552,0.07110378,0.06486981,0.06993958,0.11303040,0.26481369
-4.45122561,0.72726412,0.01703944,0.07028597,0.06504813,0.06896565,0.11050995,0.26049378
-4.44522261,0.71517175,0.01656939,0.06938031,0.06635886,0.06810972,0.10763817,0.25768450
-4.43921961,0.70450203,0.01612882,0.06843203,0.06880822,0.06741755,0.10447856,0.25650607
-4.43321661,0.69569221,0.01573150,0.06749011,0.07240162,0.06693684,0.10110298,0.25708571
-4.42721361,0.68918985,0.01539094,0.06660511,0.07714123,0.06671494,0.09758877,0.25954871
-4.42121061,0.68542822,0.01511978,0.06582689,0.08302295,0.06679639,0.09401555,0.26400864
-4.41520760,0.68480105,0.01492917,0.06520232,0.09003313,0.06722045,0.09046198,0.27055707
-4.40920460,0.68763796,0.01482828,0.06477301,0.09814514,0.06801869,0.08700268,0.27925343
-4.40320160,0.69418161,0.01482379,0.06457329,0.10731599,0.06921279,0.08370532,0.29011545
-4.39719860,0.70456794,0.01491952,0.06462847,0.11748334,0.07081266,0.08062811,0.30311074
-4.39119560,0.71881037,0.01511609,0.06495345,0.12856305,0.07281501,0.07781775,0.31815012
-4.38519260,0.73678900,0.01541082,0.06555183,0.14044748,0.07520234,0.07530797,0.33508291
-4.37918959,0.75824525,0.01579761,0.06641553,0.15300477,0.07794261,0.07311860,0.35369469
-4.37318659,0.78278262,0.01626708,0.06752486,0.16607918,0.08098937,0.07125536,0.37370778
-4.36718359,0.80987346,0.01680679,0.06884930,0.17949269,0.08428270,0.06971018,0.39478448
-4.36118059,0.83887184,0.01740151,0.07034857,0.19304775,0.08775056,0.06846214,0.41653318
-4.35517759,0.86903193,0.01803378,0.07197442,0.20653133,0.09131084,0.06747894,0.43851712
-4.34917459,0.89953140,0.01868438,0.07367261,0.21972001,0.09487389,0.06671874,0.46026565
-4.34317159,0.92949880,0.01933301,0.07538531,0.23238613,0.09834538,0.06613243,0.48128749
-4.33716858,0.95804395,0.01995898,0.07705375,0.24430458,0.10162954,0.06566602,0.50108562
-4.33116558,0.98428991,0.02054194,0.07862086,0.25526011,0.10463254,0.06526319,0.51917312
-4.32516258,1.00740549,0.02106262,0.08003397,0.26505486,0.10726589,0.06486788,0.53508940
-4.31915958,1.02663656,0.02150355,0.08124736,0.27351560,0.10944974,0.06442663,0.54841601
-4.31315658,1.04133514,0.02184976,0.08222450,0.28050054,0.11111590,0.06389086,0.55879153
-4.30715358,1.05098489,0.02208934,0.08294004,0.28590527,0.11221055,0.06321873,0.56592479
