energy_ev,total_up,Ag_p_up,Ag_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,7.10823389,1.68641097,5.89514475,0.24406637,0.00000000,0.74694001,0.00000000
-5.99399700,7.27809362,1.72487006,6.02036876,0.24743304,0.00000000,0.78017277,0.00000000
-5.98799400,7.43175179,1.75832186,6.13225533,0.24977069,0.00000000,0.81202952,0.00000000
-5.98199100,7.56786422,1.78640411,6.22994340,0.25103817,0.00000000,0.84214586,0.00000000
-5.97598799,7.68519368,1.80879358,6.31264910,0.25120671,0.00000000,0.87017115,0.00000000
-5.96998499,7.78262339,1.82521127,6.37967145,0.25026075,0.00000000,0.89577463,0.00000000
-5.96398199,7.85917203,1.83542850,6.43039931,0.24819875,0.00000000,0.91865162,0.00000000
-5.95797899,7.91400946,1.83927370,6.46431931,0.24503384,0.00000000,0.93852951,0.00000000
-5.95197599,7.94647249,1.83663944,6.48102420,0.24079418,0.00000000,0.95517336,0.00000000
-5.94597299,7.95607972,1.82748932,6.48022146,0.23552312,0.00000000,0.96839074,0.00000000
-5.93996998,7.94254510,1.81186427,6.46174151,0.22927902,0.00000000,0.97803582,0.00000000
-5.93396698,7.90578943,1.78988792,6.42554550,0.22213478,0.00000000,0.98401231,0.00000000
-5.92796398,7.84594958,1.76177056,6.37173225,0.21417693,0.00000000,0.98627546,0.00000000
-5.92196098,7.76338516,1.72781142,6.30054439,0.20550448,0.00000000,0.98483282,0.00000000
-5.91595798,7.65868269,1.68839913,6.21237344,0.19622738,0.00000000,0.97974400,0.00000000
-5.90995498,7.53265720,1.64401025,6.10776388,0.18646469,0.00000000,0.97111954,0.00000000
-5.90395198,7.38635152,1.59520585,5.98741621,0.17634260,0.00000000,0.95911881,0.00000000
-5.89794897,7.22103346,1.54262627,5.85218872,0.16599223,0.00000000,0.94394747,0.00000000
-5.89194597,7.03819081,1.48698424,5.70309811,0.15554736,0.00000000,0.92585427,0.00000000
-5.88594297,6.83952445,1.42905673,5.54131854,0.14514222,0.00000000,0.90512772,0.00000000
-5.87993997,6.62693933,1.36967551,5.36817885,0.13490929,0.00000000,0.88209247,0.00000000
-5.87393697,6.40253310,1.30971696,5.18515763,0.12497730,0.00000000,0.85710574,0.00000000
-5.86793397,6.16858213,1.25009126,4.99387563,0.11546941,0.00000000,0.83055358,0.00000000
-5.86193097,5.92752432,1.19173108,4.79608494,0.10650168,0.00000000,0.80284724,0.00000000
-5.85592796,5.68193829,1.13557995,4.59365465,0.09818172,0.00000000,0.77441943,0.00000000
-5.84992496,5.43451830,1.08258039,4.38855237,0.09060767,0.00000000,0.74572030,0.00000000
-5.84392196,5.18804444,1.03366177,4.18282141,0.08386745,0.00000000,0.71721330,0.00000000
-5.83791896,4.94534792,0.98972785,3.97855353,0.07803817,0.00000000,0.68937046,0.00000000
-5.83191596,4.70927111,0.95164396,3.77785725,0.07318570,0.00000000,0.66266722,0.00000000
-5.82591296,4.48262281,0.92022382,3.58282230,0.06936449,0.00000000,0.63757657,0.00000000
-5.81990995,4.26812907,0.89621583,3.39548056,0.06661729,0.00000000,0.61456255,0.00000000
-5.81390695,4.06838056,0.88028913,3.21776471,0.06497500,0.00000000,0.59407303,0.00000000
-5.80790395,3.88577775,0.87301929,3.05146561,0.06445649,0.00000000,0.57653185,0.00000000
-5.80190095,3.72247542,0.87487413,2.89818984,0.06506837,0.00000000,0.56233056,0.00000000
-5.79589795,3.58032846,0.88619974,2.75931901,0.06680463,0.00000000,0.55181981,0.00000000
-5.78989495,3.46084081,0.90720744,2.63597244,0.06964638,0.00000000,0.54530075,0.00000000
-5.78389195,3.36511994,0.93796201,2.52897483,0.07356141,0.00000000,0.54301672,0.00000000
-5.77788894,3.29383865,0.97837183,2.43883056,0.07850388,0.00000000,0.54514560,0.00000000
-5.77188594,3.24720641,1.02818166,2.36570584,0.08441402,0.00000000,0.55179307,0.00000000
-5.76588294,3.22495180,1.08696859,2.30941994,0.09121798,0.00000000,0.56298725,0.00000000
-5.75987994,3.22631743,1.15414176,2.26944620,0.09882796,0.00000000,0.57867490,0.00000000
