energy_ev,total_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,6.37704635,3.39411406,2.31036789,0.02540111,4.13903778,0.68257210,0.00892243
-5.99399700,6.37878737,3.37170692,2.33097959,0.02510243,4.14135375,0.68446171,0.00894684
-5.98799400,6.36513467,3.34203770,2.34475427,0.02479280,4.13329790,0.68473488,0.00894893
-5.98199100,6.33573980,3.30510384,2.35135578,0.02447708,4.11461948,0.68337264,0.00892821
-5.97598799,6.29063254,3.26108415,2.35060869,0.02416030,4.08532134,0.68039590,0.00888472
-5.96998499,6.23024198,3.21034944,2.34251299,0.02384750,4.04567737,0.67586457,0.00881901
-5.96398199,6.15540335,3.15346557,2.32725316,0.02354372,3.99624061,0.66987535,0.00873219
-5.95797899,6.06734987,3.09118851,2.30520109,0.02325388,3.93784097,0.66255815,0.00862589
-5.95197599,5.96768924,3.02445127,2.27691234,0.02298273,3.87157233,0.65407141,0.00850221
-5.94597299,5.85836539,2.95434299,2.24311568,0.02273474,3.79876905,0.64459649,0.00836370
-5.93996998,5.74160644,2.88208098,2.20469607,0.02251411,3.72097237,0.63433152,0.00821323
-5.93396698,5.61986103,2.80897676,2.16267159,0.02232459,3.63988809,0.62348472,0.00805397
-5.92796398,5.49572508,2.73639728,2.11816516,0.02216954,3.55733668,0.61226769,0.00788923
-5.92196098,5.37186201,2.66572313,2.07237210,0.02205176,3.47519810,0.60088880,0.00772237
-5.91595798,5.25091961,2.59830534,2.02652476,0.02197353,3.39535324,0.58954699,0.00755672
-5.90995498,5.13544676,2.53542247,1.98185566,0.02193650,3.31962459,0.57842611,0.00739542
-5.90395198,5.02781355,2.47823998,1.93956048,0.02194168,3.24971827,0.56769009,0.00724137
-5.89794897,4.93013788,2.42777335,1.90076260,0.02198942,3.18717013,0.55747903,0.00709712
-5.89194597,4.84422153,2.38485652,1.86648020,0.02207933,3.13329779,0.54790632,0.00696478
-5.88594297,4.77149820,2.35011696,1.83759750,0.02221032,3.08916070,0.53905690,0.00684601
-5.87993997,4.71299554,2.32395820,1.81484091,0.02238056,3.05552974,0.53098674,0.00674194
-5.87393697,4.66931239,2.30655064,1.79876096,0.02258748,3.03286737,0.52372343,0.00665318
-5.86793397,4.64061206,2.29783077,1.78972054,0.02282784,3.02131903,0.51726801,0.00657984
-5.86193097,4.62663155,2.29750880,1.78788965,0.02309773,3.02071582,0.51159779,0.00652151
-5.85592796,4.62670600,2.30508435,1.79324651,0.02339267,3.03058823,0.50667018,0.00647739
-5.84992496,4.63980700,2.31986929,1.80558484,0.02370771,3.05018980,0.50242737,0.00644627
-5.84392196,4.66459285,2.34101680,1.82452664,0.02403756,3.07852976,0.49880160,0.00642670
-5.83791896,4.69946829,2.36755539,1.84953965,0.02437675,3.11441276,0.49572087,0.00641699
-5.83191596,4.74265103,2.39842627,1.87995868,0.02471987,3.15648397,0.49311479,0.00641537
-5.82591296,4.79224188,2.43252257,1.91500963,0.02506172,3.20327758,0.49092040,0.00642007
-5.81990995,4.84629564,2.46872871,1.95383528,0.02539767,3.25326642,0.48908750,0.00642939
-5.81390695,4.90288961,2.50595830,1.99552159,0.02572381,3.30491088,0.48758345,0.00644180
-5.80790395,4.96018688,2.54318910,2.03912374,0.02603731,3.35670517,0.48639695,0.00645602
-5.80190095,5.01649222,2.57949356,2.08369084,0.02633663,3.40721926,0.48554075,0.00647105
-5.79589795,5.07029833,2.61406400,2.12828860,0.02662173,3.45513521,0.48505300,0.00648624
-5.78989495,5.12032124,2.64623142,2.17201952,0.02689432,3.49927687,0.48499709,0.00650127
-5.78389195,5.16552398,2.67547754,2.21404001,0.02715791,3.53863236,0.48546008,0.00651618
-5.77788894,5.20512835,2.70143987,2.25357446,0.02741794,3.57236917,0.48654948,0.00653133
-5.77188594,5.23861513,2.72391000,2.28992606,0.02768167,3.59984194,0.48838875,0.00654737
-5.76588294,5.26571384,2.74282547,2.32248461,0.02795813,3.62059351,0.49111149,0.00656521
-5.75987994,5.28638323,2.75825617,2.35073158,0.02825784,3.63434990,0.49485461,0.00658590
-5.75387694,5.30078452,2.77038608,2.37424269,0.02859251,3.64101022,0.49975093,0.00661063
-5.74787394,5.30924909,2.77949170,2.39268843,0.02897466,3.64063258,0.50592130,0.00664058
-5.74187094,5.31224296,2.78591812,2.40583306,0.02941706,3.63341714,0.51346687,0.00667691
-5.73586793,5.31032984,2.79005438,2.41353219,0.02993227,3.61968726,0.52246176,0.00672065
-5.72986493,5.30413481,2.79230899,2.41572947,0.03053198,3.59986983,0.53294647,0.00677265
-5.72386193,5.29431020,2.79308692,2.41245263,0.03122647,3.57447565,0.54492256,0.00683355
-5.71785893,5.28150485,2.79276889,2.40380884,0.03202400,3.54408034,0.55834862,0.00690367
-5.71185593,5.26633788,2.79169381,2.38997973,0.03293027,3.50930634,0.57313795,0.00698309
-5.70585293,5.24937728,2.79014468,2.37121576,0.03394799,3.47080630,0.58915799,0.00707153
-5.69984992,5.23112373,2.78833849,2.34783023,0.03507648,3.42924784,0.60623159,0.00716845
-5.69384692,5.21199936,2.78641999,2.32019248,0.03631145,3.38529972,0.62414007,0.00727300
-5.68784392,5.19234106,2.78445920,2.28872047,0.03764493,3.33961925,0.64262798,0.00738409
-5.68184092,5.17239788,2.78245256,2.25387254,0.03906523,3.29284086,0.66140933,0.00750040
-5.67583792,5.15233179,2.78032707,2.21613836,0.04055721,3.24556553,0.68017510,0.00762046
-5.66983492,5.13222094,2.77794704,2.17602905,0.04210258,3.19835107,0.69860170,0.00774266
-5.66383192,5.11206509,2.77512297,2.13406677,0.04368038,3.15170313,0.71636002,0.00786535
-5.65782891,5.09179236,2.77162188,2.09077380,0.04526753,3.10606712,0.73312484,0.00798685
-5.65182591,5.07126689,2.76717863,2.04666150,0.04683956,3.06182090,0.74858409,0.00810553
-5.64582291,5.05029727,2.76150787,2.00221950,0.04837126,3.01926880,0.76244781,0.00821983
-5.63981991,5.02864537,2.75431593,1.95790543,0.04983748,2.97863693,0.77445636,0.00832831
-5.63381691,5.00603563,2.74531265,1.91413566,0.05121388,2.94007029,0.78438771,0.00842968
-5.62781391,4.98216470,2.73422254,1.87127746,0.05247760,2.90363190,0.79206355,0.00852285
-5.62181091,4.95671172,2.72079520,1.82964281,0.05360795,2.86930419,0.79735404,0.00860690
-5.61580790,4.92934904,2.70481485,1.78948423,0.05458694,2.83699289,0.80018117,0.00868113
-5.60980490,4.89975367,2.68610871,1.75099286,0.05539970,2.80653346,0.80052053,0.00874506
-5.60380190,4.86761924,2.66455422,1.71429872,0.05603485,2.77770011,0.79840162,0.00879841
-5.59779890,4.83266859,2.64008503,1.67947338,0.05648469,2.75021715,0.79390670,0.00884114
-5.59179590,4.79466670,2.61269568,1.64653472,0.05674524,2.72377248,0.78716818,0.00887341
-5.58579290,4.75343370,2.58244497,1.61545371,0.05681621,2.69803287,0.77836486,0.00889556
-5.57978989,4.70885773,2.54945809,1.58616287,0.05670088,2.67266036,0.76771699,0.00890814
-5.57378689,4.66090722,2.51392743,1.55856601,0.05640584,2.64732954,0.75548047,0.00891188
-5.56778389,4.60964218,2.47611230,1.53254903,0.05594072,2.62174485,0.74194035,0.00890767
-5.56178089,4.55522407,2.43633747,1.50799107,0.05531784,2.59565741,0.72740376,0.00889655
-5.55577789,4.49792388,2.39499077,1.48477586,0.05455187,2.56888079,0.71219263,0.00887967
-5.54977489,4.43812794,2.35251978,1.46280253,0.05365951,2.54130516,0.69663627,0.00885833
-5.54377189,4.37634114,2.30942775,1.44199575,0.05265914,2.51290923,0.68106399,0.00883391
-5.53776888,4.31318733,2.26626878,1.42231462,0.05157055,2.48376960,0.66579805,0.00880786
-5.53176588,4.24940646,2.22364248,1.40375998,0.05041469,2.45406720,0.65114697,0.00878169
-5.52576288,4.18584846,2.18218794,1.38637990,0.04921348,2.42409037,0.63739928,0.00875694
-5.51975988,4.12346362,2.14257716,1.37027306,0.04798966,2.39423445,0.62481797,0.00873513
-5.51375688,4.06328953,2.10550785,1.35558988,0.04676667,2.36499786,0.61363554,0.00871779
-5.50775388,4.00643447,2.07169546,1.34253117,0.04556856,2.33697445,0.60404981,0.00870635
-5.50175088,3.95405750,2.04186445,1.33134444,0.04441988,2.31084228,0.59622046,0.00870218
-5.49574787,3.90734546,2.01673850,1.32231767,0.04334562,2.28734898,0.59026635,0.00870651
-5.48974487,3.86748709,1.99702970,1.31577091,0.04237106,2.26729388,0.58626371,0.00872041
-5.48374187,3.83564482,1.98342654,1.31204567,0.04152159,2.25150728,0.58424506,0.00874478
-5.47773887,3.81292469,1.97658062,1.31149250,0.04082249,2.24082726,0.58419901,0.00878029
-5.47173587,3.80034511,1.97709213,1.31445705,0.04029863,2.23607448,0.58607083,0.00882735
-5.46573287,3.79880505,1.98549423,1.32126516,0.03997404,2.23802570,0.58976394,0.00888614
-5.45972986,3.80905272,2.00223651,1.33220720,0.03987151,2.24738655,0.59514215,0.00895650
-5.45372686,3.83165544,2.02766784,1.34752244,0.04001196,2.26476435,0.60203267,0.00903801
-5.44772386,3.86697178,2.06201909,1.36738393,0.04041391,2.29064176,0.61023000,0.00912993
-5.44172086,3.91512686,2.10538630,1.39188436,0.04109275,2.32535209,0.61950045,0.00923120
-5.43571786,3.97599187,2.15771493,1.42102360,0.04206008,2.36905710,0.62958730,0.00934049
-5.42971486,4.04916865,2.21878592,1.45469848,0.04332303,2.42172817,0.64021653,0.00945617
-5.42371186,4.13398030,2.28820446,1.49269511,0.04488359,2.48313158,0.65110303,0.00957637
-5.41770885,4.22946845,2.36539213,1.53468450,0.04673804,2.55281875,0.66195695,0.00969900
-5.41170585,4.33439800,2.44958339,1.58022149,0.04887646,2.63012209,0.67249036,0.00982178
-5.40570285,4.44726958,2.53982699,1.62874755,0.05128242,2.71415696,0.68242373,0.00994229
-5.39969985,4.56634019,2.63499307,1.67959745,0.05393277,2.80383033,0.69149230,0.01005806
-5.39369685,4.68965197,2.73378625,1.73200979,0.05679773,2.89785624,0.69945206,0.01016656
-5.38769385,4.81506900,2.83476521,1.78514150,0.05984113,2.99477826,0.70608514,0.01026529
-5.38169085,4.94032153,2.93636859,1.83808583,0.06302091,3.09299869,0.71120462,0.01035185
-5.37568784,5.06305713,3.03694708,1.88989369,0.06628989,3.19081417,0.71465854,0.01042400
-5.36968484,5.18089762,3.13480127,1.93959769,0.06959673,3.28645711,0.71633301,0.01047967
-5.36368184,5.29150047,3.22822430,1.98623837,0.07288714,3.37814181,0.71615448,0.01051709
-5.35767884,5.39262331,3.31554845,2.02889180,0.07610526,3.46411438,0.71409102,0.01053478
-5.35167584,5.48218946,3.39519411,2.06669780,0.07919520,3.54270480,0.71015271,0.01053165
-5.34567284,5.55835287,3.46571979,2.09888784,0.08210266,3.61237974,0.70439115,0.01050698
-5.33966983,5.61955993,3.52587133,2.12481164,0.08477654,3.67179408,0.69689814,0.01046055
-5.33366683,5.66460632,3.57462849,2.14396157,0.08717062,3.71983961,0.68780364,0.01039257
-5.32766383,5.69268643,3.61124715,2.15599388,0.08924500,3.75568871,0.67727302,0.01030377
-5.32166083,5.70343352,3.63529519,2.16074586,0.09096748,3.77883141,0.66550386,0.01019539
-5.31565783,5.69694852,3.64668062,2.15824822,0.09231461,3.78910402,0.65272215,0.01006917
-5.30965483,5.67381611,3.64567034,2.14873197,0.09327250,3.78670805,0.63917825,0.00992737
-5.30365183,5.63510680,3.63289856,2.13262942,0.09383729,3.77221811,0.62514246,0.00977272
-5.29764882,5.58236448,3.60936407,2.11056906,0.09401524,3.74657836,0.61090041,0.00960842
-5.29164582,5.51757906,3.57641619,2.08336424,0.09382242,3.71108692,0.59674832,0.00943806
-5.28564282,5.44314497,3.53572935,2.05199591,0.09328405,3.66736879,0.58298815,0.00926561
-5.27963982,5.36180614,3.48926705,2.01758988,0.09243353,3.61733767,0.56992262,0.00909530
-5.27363682,5.27658935,3.43923612,1.98138923,0.09131106,3.56314804,0.55785035,0.00893160
-5.26763382,5.19072776,3.38803274,1.94472283,0.08996213,3.50713896,0.54706092,0.00877910
-5.26163082,5.10757703,3.33818182,1.90897081,0.08843574,3.45177154,0.53782999,0.00864241
-5.25562781,5.03052700,3.29227189,1.87552837,0.08678258,3.39956216,0.53041458,0.00852610
-5.24962481,4.96291141,3.25288740,1.84576889,0.08505313,3.35301382,0.52504846,0.00843454
-5.24362181,4.90791899,3.22254069,1.82100761,0.08329592,3.31454792,0.52193764,0.00837187
-5.23761881,4.86850846,3.20360571,1.80246719,0.08155582,3.28643867,0.52125629,0.00834182
-5.23161581,4.84733020,3.19825543,1.79124586,0.07987263,3.27075233,0.52314278,0.00834766
-5.22561281,4.84665677,3.20840475,1.78828948,0.07827991,3.26929294,0.52769630,0.00839208
-5.21960980,4.86832434,3.23566035,1.79436789,0.07680409,3.28355618,0.53497379,0.00847715
-5.21360680,4.91368627,3.28127868,1.81005635,0.07546401,3.31469231,0.54498760,0.00860418
-5.20760380,4.98357985,3.34613292,1.83572222,0.07427065,3.36347897,0.55770372,0.00877371
-5.20160080,5.07830667,3.43068939,1.87151721,0.07322734,3.43030409,0.57304078,0.00898546
-5.19559780,5.19762649,3.53499370,1.91737486,0.07233020,3.51515880,0.59086997,0.00923829
-5.18959480,5.34076414,3.65866630,1.97301334,0.07156884,3.61763998,0.61101580,0.00953020
-5.18359180,5.50642868,3.80090743,2.03794289,0.07092728,3.73696164,0.63325783,0.00985838
-5.17758879,5.69284357,3.96051060,2.11147762,0.07038509,3.87197434,0.65733350,0.01021918
-5.17158579,5.89778662,4.13588416,2.19275105,0.06991850,4.02119152,0.68294189,0.01060821
-5.16558279,6.11863812,4.32508005,2.28073469,0.06950166,4.18282166,0.70974845,0.01102042
-5.15957979,6.35243573,4.52582902,2.37425926,0.06910786,4.35480527,0.73739076,0.01145018
-5.15357679,6.59593454,4.73558148,2.47203779,0.06871059,4.53485554,0.76548500,0.01189139
-5.14757379,6.84567100,4.95155318,2.57269015,0.06828462,4.72050180,0.79363318,0.01233762
-5.14157079,7.09802917,5.17077498,2.67476860,0.06780685,4.90913495,0.82143093,0.01278226
-5.13556778,7.34930837,5.39014598,2.77678381,0.06725702,5.09805424,0.84847560,0.01321863
-5.12956478,7.59579090,5.60648931,2.87723110,0.06661825,5.28451470,0.87437457,0.01364015
-5.12356178,7.83380918,5.81660983,2.97461666,0.06587739,5.46577483,0.89875338,0.01404051
-5.11755878,8.05981116,6.01735305,3.06748333,0.06502521,5.63914422,0.92126373,0.01441379
-5.11155578,8.27042351,6.20566448,3.15443580,0.06405645,5.80203043,0.94159076,0.01475462
-5.10555278,8.46251166,6.37864841,3.23416506,0.06296968,5.95198504,0.95945975,0.01505828
-5.09954977,8.63323610,6.53362536,3.30547164,0.06176711,6.08674807,0.97464180,0.01532084
-5.09354677,8.78010404,6.66818681,3.36728751,0.06045429,6.20429048,0.98695843,0.01553924
-5.08754377,8.90101567,6.78024627,3.41869619,0.05903969,6.30285375,0.99628491,0.01571135
-5.08154077,8.99430423,6.86808532,3.45895078,0.05753432,6.38098609,1.00255227,0.01583601
-5.07553777,9.05876879,6.93039321,3.48748930,0.05595125,6.43757400,1.00574786,0.01591309
-5.06953477,9.09369906,6.96629877,3.50394706,0.05430519,6.47186859,1.00591451,0.01594340
-5.06353177,9.09889103,6.97539346,3.50816549,0.05261200,6.48350539,1.00314822,0.01592876
-5.05752876,9.07465294,6.95774426,3.50019703,0.05088829,6.47251680,0.99759462,0.01587183
-5.05152576,9.02180065,6.91389573,3.48030563,0.04915105,6.43933645,0.98944403,0.01577612
-5.04552276,8.94164208,6.84486050,3.44896264,0.04741721,6.38479459,0.97892560,0.01564583
-5.03951976,8.83595057,6.75209804,3.40683792,0.04570341,6.31010429,0.96630042,0.01548574
-5.03351676,8.70692726,6.63748192,3.35478610,0.04402565,6.21683813,0.95185405,0.01530109
-5.02751376,8.55715304,6.50325615,3.29382825,0.04239910,6.10689585,0.93588849,0.01509742
-5.02151076,8.38953113,6.35198173,3.22512916,0.04083791,5.98246322,0.91871404,0.01488042
-5.01550775,8.20722158,6.18647484,3.14997101,0.03935505,5.84596345,0.90064126,0.01465580
-5.00950475,8.01356941,6.00973872,3.06972390,0.03796224,5.70000212,0.88197314,0.01442913
-5.00350175,7.81202863,5.82489130,2.98581430,0.03666987,5.54730748,0.86299800,0.01420571
-4.99749875,7.60608419,5.63509102,2.89969232,0.03548699,5.39066786,0.84398319,0.01399044
-4.99149575,7.39917465,5.44346341,2.81279890,0.03442135,5.23286822,0.82516972,0.01378772
-4.98549275,7.19461771,5.25303083,2.72653396,0.03347943,5.07662795,0.80676823,0.01360139
-4.97948974,6.99554136,5.06664782,2.64222667,0.03266649,4.92454192,0.78895623,0.01343462
-4.97348674,6.80482255,4.88694399,2.56110863,0.03198670,4.77902668,0.77187660,0.01328992
-4.96748374,6.62503533,4.71627632,2.48429101,0.03144318,4.64227352,0.75563769,0.01316909
-4.96148074,6.45841000,4.55669205,2.41274608,0.03103814,4.51620960,0.74031453,0.01307322
-4.95547774,6.30680407,4.40990294,2.34729377,0.03077293,4.40246829,0.72595135,0.01300275
-4.94947474,6.17168542,4.27727120,2.28859338,0.03064812,4.30236922,0.71256513,0.01295752
-4.94347174,6.05412777,4.15980674,2.23714046,0.03066351,4.21690803,0.70014992,0.01293679
-4.93746873,5.95481740,4.05817508,2.19326862,0.03081819,4.14675582,0.68868179,0.01293936
-4.93146573,5.87407045,3.97271469,2.15715590,0.03111046,4.09226732,0.67812396,0.01296361
-4.92546273,5.81185887,3.90346223,2.12883502,0.03153779,4.05349701,0.66843204,0.01300765
-4.91945973,5.76784357,3.85018398,2.10820691,0.03209671,4.03022191,0.65955892,0.01306935
-4.91345673,5.74141255,3.81241157,2.09505654,0.03278269,4.02196946,0.65145916,0.01314646
-4.90745373,5.73172215,3.78947999,2.08907044,0.03358998,4.02804925,0.64409262,0.01323667
-4.90145073,5.73773929,3.78056622,2.08985483,0.03451143,4.04758675,0.63742720,0.01333771
-4.89544772,5.75828308,3.78472661,2.09695376,0.03553834,4.07955792,0.63144050,0.01344734
-4.88944472,5.79206399,3.80093170,2.10986644,0.03666030,4.12282309,0.62612044,0.01356347
-4.88344172,5.83771952,3.82809724,2.12806324,0.03786508,4.17615918,0.62146477,0.01368413
-4.87743872,5.89384528,3.86511076,2.15099981,0.03913854,4.23828924,0.61747968,0.01380751
