energy_ev,total_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-4.87143572,5.95902106,3.91085296,2.17812904,0.04046466,4.30790874,0.61417739,0.01393196
-4.86543272,6.03183153,3.96421405,2.20891067,0.04182561,4.38370806,0.61157322,0.01405597
-4.85942971,6.11088190,4.02410510,2.24281846,0.04320190,4.46439122,0.60968205,0.01417816
-4.85342671,6.19480876,4.08946476,2.27934499,0.04457265,4.54869073,0.60851459,0.01429724
-4.84742371,6.28228689,4.15926227,2.31800434,0.04591601,4.63537893,0.60807366,0.01441201
-4.84142071,6.37203289,4.23249737,2.35833285,0.04720954,4.72327620,0.60835066,0.01452129
-4.83541771,6.46280645,4.30819823,2.39988834,0.04843084,4.81125667,0.60932250,0.01462394
-4.82941471,6.55341046,4.38541827,2.44224823,0.04955810,4.89825192,0.61094918,0.01471881
-4.82341171,6.64269078,4.46323296,2.48500692,0.05057083,4.98325355,0.61317217,0.01480473
-4.81740870,6.72953669,4.54073747,2.52777305,0.05145052,5.06531505,0.61591365,0.01488051
-4.81140570,6.81288280,4.61704596,2.57016687,0.05218135,5.14355386,0.61907676,0.01494494
-4.80540270,6.89171304,4.69129309,2.61181827,0.05275084,5.21715393,0.62254679,0.01499684
-4.79939970,6.96506713,4.76263828,2.65236584,0.05315043,5.28536932,0.62619341,0.01503502
-4.79339670,7.03204982,4.83027276,2.69145706,0.05337606,5.34752912,0.62987363,0.01505838
-4.78739370,7.09184268,4.89342950,2.72875000,0.05342845,5.40304372,0.63343566,0.01506594
-4.78139070,7.14371835,4.95139563,2.76391651,0.05331346,5.45141239,0.63672329,0.01505686
-4.77538769,7.18705641,5.00352680,2.79664671,0.05304211,5.49223183,0.63958072,0.01503051
-4.76938469,7.22136027,5.04926279,2.82665482,0.05263059,5.52520528,0.64185761,0.01498656
-4.76338169,7.24627396,5.08814334,2.85368585,0.05209995,5.55015148,0.64341412,0.01492497
-4.75737869,7.26159766,5.11982326,2.87752276,0.05147575,5.56701275,0.64412578,0.01484607
-4.75137569,7.26730077,5.14408552,2.89799364,0.05078753,5.57586131,0.64388787,0.01475060
-4.74537269,7.26353114,5.16085139,2.91497822,0.05006807,5.57690294,0.64261917,0.01463970
-4.73936968,7.25061934,5.17018640,2.92841324,0.04935261,5.57047719,0.64026495,0.01451495
-4.73336668,7.22907693,5.17230140,2.93829610,0.04867793,5.55705336,0.63679890,0.01437834
-4.72736368,7.19958790,5.16754793,2.94468622,0.04808142,5.53722170,0.63222401,0.01423224
-4.72136068,7.16299290,5.15640775,2.94770379,0.04759997,5.51167963,0.62657233,0.01407936
-4.71535768,7.12026607,5.13947627,2.94752578,0.04726905,5.48121283,0.61990351,0.01392265
-4.70935468,7.07248510,5.11744053,2.94437894,0.04712161,5.44667171,0.61230221,0.01376526
-4.70335168,7.02079517,5.09105228,2.93853020,0.04718718,5.40894380,0.60387454,0.01361039
-4.69734867,6.96636820,5.06109744,2.93027464,0.04749090,5.36892311,0.59474352,0.01346123
-4.69134567,6.91035902,5.02836326,2.91992176,0.04805280,5.32747781,0.58504400,0.01332078
-4.68534267,6.85386059,4.99360481,2.90778055,0.04888703,5.28541763,0.57491699,0.01319178
-4.67933967,6.79786046,4.95751277,2.89414441,0.05000140,5.24346279,0.56450395,0.01307656
-4.67333667,6.74320065,4.92068408,2.87927659,0.05139687,5.20221588,0.55394115,0.01297696
-4.66733367,6.69054349,4.88359737,2.86339729,0.05306743,5.16213865,0.54335448,0.01289423
-4.66133067,6.64034500,4.84659465,2.84667300,0.05499993,5.12353470,0.53285492,0.01282894
-4.65532766,6.59283794,4.80987028,2.82920893,0.05717428,5.08653954,0.52253499,0.01278099
-4.64932466,6.54802528,4.77346825,2.81104512,0.05956365,5.05111857,0.51246631,0.01274954
-4.64332166,6.50568503,4.73728791,2.79215628,0.06213502,5.01707330,0.50269841,0.01273308
-4.63731866,6.46538613,4.70109796,2.77245577,0.06484972,4.98405567,0.49325887,0.01272943
-4.63131566,6.42651489,4.66455804,2.75180319,0.06766431,4.95158974,0.48415479,0.01273586
-4.62531266,6.38831062,4.62724671,2.73001537,0.07053143,4.91909976,0.47537545,0.01274917
-4.61930965,6.34990860,4.58869426,2.70688006,0.07340085,4.88594305,0.46689603,0.01276583
-4.61330665,6.31038806,4.54841832,2.68217136,0.07622065,4.85144593,0.45868213,0.01278211
-4.60730365,6.26882260,4.50596044,2.65566609,0.07893835,4.81494079,0.45069484,0.01279427
-4.60130065,6.22433040,4.46092123,2.62716011,0.08150218,4.77580219,0.44289603,0.01279865
-4.59529765,6.17612130,4.41299209,2.59648338,0.08386231,4.73348021,0.43525353,0.01279189
-4.58929465,6.12353841,4.36198174,2.56351323,0.08597197,4.68752902,0.42774591,0.01277101
-4.58329165,6.06609197,4.30783591,2.52818462,0.08778864,4.63762950,0.42036646,0.01273359
-4.57728864,6.00348381,4.25064899,2.49049727,0.08927498,4.58360452,0.41312631,0.01267778
-4.57128564,5.93562121,4.19066728,2.45051891,0.09039975,4.52542647,0.40605627,0.01260245
-4.56528264,5.86261969,4.12828331,2.40838477,0.09113845,4.46321667,0.39920746,0.01250715
-4.55927964,5.78479487,4.06402193,2.36429331,0.09147386,4.39723697,0.39265060,0.01239215
-4.55327664,5.70264405,3.99851894,2.31849860,0.09139631,4.32787438,0.38647392,0.01225839
-4.54727364,5.61681890,3.93249340,2.27129983,0.09090383,4.25561956,0.38078002,0.01210744
-4.54127064,5.52809104,3.86671543,2.22302864,0.09000193,4.18104086,0.37568160,0.01194136
-4.53526763,5.43731244,3.80197126,2.17403509,0.08870336,4.10475525,0.37129646,0.01176265
-4.52926463,5.34537314,3.73902741,2.12467313,0.08702753,4.02739799,0.36774197,0.01157410
-4.52326163,5.25315843,3.67859602,2.07528630,0.08499985,3.94959271,0.36512930,0.01137864
-4.51725863,5.16150804,3.62130317,2.02619460,0.08265093,3.87192349,0.36355777,0.01117926
-4.51125563,5.07117916,3.56766168,1.97768305,0.08001558,3.79491038,0.36310951,0.01097883
-4.50525263,4.98281520,3.51804983,1.92999260,0.07713185,3.71898950,0.36384472,0.01078002
-4.49924962,4.89692171,3.47269686,1.88331378,0.07404000,3.64449865,0.36579784,0.01058520
-4.49324662,4.81385032,3.43167583,1.83778318,0.07078142,3.57166891,0.36897461,0.01039634
-4.48724362,4.73379122,3.39490399,1.79348298,0.06739767,3.50062238,0.37335033,0.01021500
-4.48124062,4.65677417,3.36215045,1.75044324,0.06392952,3.43137601,0.37886925,0.01004223
-4.47523762,4.58267767,3.33305054,1.70864687,0.06041614,3.36385092,0.38544517,0.00987865
-4.46923462,4.51124541,3.30712586,1.66803663,0.05689434,3.29788661,0.39296317,0.00972439
-4.46323162,4.44210894,3.28380916,1.62852397,0.05339801,3.23325907,0.40128229,0.00957919
-4.45722861,4.37481506,3.26247235,1.58999894,0.04995768,3.16970164,0.41023928,0.00944240
-4.45122561,4.30885664,3.24245669,1.55234068,0.04660017,3.10692754,0.41965295,0.00931311
-4.44522261,4.24370494,3.22310332,1.51542803,0.04334845,3.04465288,0.42932917,0.00919019
-4.43921961,4.17884216,3.20378310,1.47914949,0.04022159,2.98261880,0.43906628,0.00907238
-4.43321661,4.11379244,3.18392431,1.44341236,0.03723480,2.92061198,0.44866063,0.00895841
-4.42721361,4.04815018,3.16303722,1.40815042,0.03439967,2.85848227,0.45791225,0.00884703
-4.42121061,3.98160430,3.14073451,1.37332995,0.03172433,2.79615687,0.46663027,0.00873714
-4.41520760,3.91395764,3.11674704,1.33895391,0.02921383,2.73365044,0.47463812,0.00862783
-4.40920460,3.84514081,3.09093434,1.30506418,0.02687043,2.67107071,0.48177818,0.00851843
-4.40320160,3.77522000,3.06328969,1.27174171,0.02469402,2.60861959,0.48791597,0.00840857
-4.39719860,3.70439868,3.03393981,1.23910485,0.02268244,2.54658967,0.49294353,0.00829819
-4.39119560,3.63301331,3.00313929,1.20730592,0.02083188,2.48535656,0.49678213,0.00818754
-4.38519260,3.56152326,2.97126025,1.17652625,0.01913720,2.42536723,0.49938401,0.00807716
-4.37918959,3.49049566,2.93877763,1.14696992,0.01759222,2.36712527,0.50073327,0.00796789
-4.37318659,3.42058570,2.90625084,1.11885656,0.01619005,2.31117343,0.50084580,0.00786080
-4.36718359,3.35251333,2.87430257,1.09241353,0.01492327,2.25807435,0.49976826,0.00775713
-4.36118059,3.28703715,2.84359531,1.06786767,0.01378411,2.20839029,0.49757605,0.00765823
-4.35517759,3.22492663,2.81480667,1.04543703,0.01276468,2.16266245,0.49437042,0.00756550
-4.34917459,3.16693334,2.78860405,1.02532283,0.01185698,2.12139093,0.49027471,0.00748031
-4.34317159,3.11376252,2.76561963,1.00770187,0.01105308,2.08501573,0.48542984,0.00740391
-4.33716858,3.06604559,2.74642622,0.99271949,0.01034512,2.05389952,0.47998923,0.00733738
-4.33116558,3.02431459,2.73151477,0.98048344,0.00972539,2.02831272,0.47411315,0.00728152
-4.32516258,2.98897936,2.72127412,0.97105862,0.00918631,2.00842120,0.46796295,0.00723684
-4.31915958,2.96030803,2.71597343,0.96446282,0.00872050,1.99427688,0.46169508,0.00720345
-4.31315658,2.93841154,2.71574787,0.96066352,0.00832074,1.98581152,0.45545536,0.00718109
-4.30715358,2.92323242,2.72058779,0.95957583,0.00798002,1.98283363,0.44937362,0.00716906
