energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.79589795,6.59708023,0.01818069,0.48230291,1.68482385,3.05623110,2.39556397,0.00000000,0.45988326,0.14699631
-5.78989495,6.66478506,0.01817830,0.48758135,1.70170921,3.10745694,2.39729885,0.00000000,0.45756531,0.14635285
-5.78389195,6.71454688,0.01815269,0.49208538,1.71338281,3.15070897,2.39121526,0.00000000,0.45431548,0.14528522
-5.77788894,6.74560208,0.01810075,0.49583495,1.71950625,3.18550995,2.37710623,0.00000000,0.45020512,0.14378867
-5.77188594,6.75741710,0.01801940,0.49886275,1.71982070,3.21149504,2.35485709,0.00000000,0.44530664,0.14186233
-5.76588294,6.74971651,0.01790562,0.50121232,1.71415724,3.22842345,2.32446301,0.00000000,0.43969382,0.13951020
-5.75987994,6.72250392,0.01775650,0.50293644,1.70244502,3.23618632,2.28604362,0.00000000,0.43344224,0.13674192
-5.75387694,6.67607452,0.01756932,0.50409548,1.68471641,3.23481020,2.23985368,0.00000000,0.42662985,0.13357344
-5.74787394,6.61101821,0.01734168,0.50475594,1.66110907,3.22445631,2.18628890,0.00000000,0.41933736,0.13002742
-5.74187094,6.52821323,0.01707165,0.50498914,1.63186457,3.20541567,2.12588643,0.00000000,0.41164847,0.12613341
-5.73586793,6.42881076,0.01675786,0.50487009,1.59732357,3.17810060,2.05931995,0.00000000,0.40364980,0.12192775
-5.72986493,6.31421144,0.01639966,0.50447652,1.55791802,3.14303349,1.98738933,0.00000000,0.39543059,0.11745314
-5.72386193,6.18603525,0.01599723,0.50388814,1.51416045,3.10083348,1.91100566,0.00000000,0.38708205,0.11275798
-5.71785893,6.04608673,0.01555165,0.50318609,1.46663117,3.05220222,1.83117215,0.00000000,0.37869643,0.10789552
-5.71185593,5.89631740,0.01506501,0.50245255,1.41596384,2.99790939,1.74896219,0.00000000,0.37036597,0.10292270
-5.70585293,5.73878733,0.01454036,0.50177053,1.36283022,2.93877910,1.66549548,0.00000000,0.36218160,0.09789902
-5.69984992,5.57562786,0.01398178,0.50122365,1.30792474,2.87567753,1.58191355,0.00000000,0.35423179,0.09288518
-5.69384692,5.40900677,0.01339429,0.50089605,1.25194952,2.80950248,1.49935578,0.00000000,0.34660128,0.08794180
-5.68784392,5.24109704,0.01278383,0.50087212,1.19560050,2.74117486,1.41893680,0.00000000,0.33937004,0.08312815
-5.68184092,5.07404986,0.01215711,0.50123611,1.13955495,2.67163207,1.34172623,0.00000000,0.33261237,0.07850096
-5.67583792,4.90997179,0.01152154,0.50207142,1.08446084,2.60182298,1.26873124,0.00000000,0.32639621,0.07411337
-5.66983492,4.75090587,0.01088510,0.50345957,1.03092814,2.53270386,1.20088223,0.00000000,0.32078261,0.07001397
-5.66383192,4.59881570,0.01025613,0.50547868,0.97952193,2.46523457,1.13902161,0.00000000,0.31582544,0.06624609
-5.65782891,4.45557151,0.00964330,0.50820155,0.93075746,2.40037434,1.08389569,0.00000000,0.31157111,0.06284718
-5.65182591,4.32293696,0.00905535,0.51169312,0.88509669,2.33907610,1.03614894,0.00000000,0.30805845,0.05984841
-5.64582291,4.20255531,0.00850106,0.51600765,0.84294604,2.28227892,0.99632046,0.00000000,0.30531847,0.05727431
-5.63981991,4.09593403,0.00798904,0.52118538,0.80465515,2.23089777,0.96484172,0.00000000,0.30337416,0.05514269
-5.63381691,4.00442681,0.00752765,0.52724902,0.77051604,2.18581039,0.94203518,0.00000000,0.30224001,0.05346450
-5.62781391,3.92921268,0.00712489,0.53420014,0.74076259,2.14784108,0.92811316,0.00000000,0.30192151,0.05224391
-5.62181091,3.87127205,0.00678833,0.54201572,0.71556998,2.11774179,0.92317654,0.00000000,0.30241437,0.05147835
-5.61580790,3.83136038,0.00652495,0.55064495,0.69505383,2.09617083,0.92721298,0.00000000,0.30370371,0.05115868
-5.60980490,3.80998011,0.00634116,0.56000675,0.67926918,2.08367009,0.94009475,0.00000000,0.30576302,0.05126937
-5.60380190,3.80735261,0.00624264,0.56998795,0.66820913,2.08064180,0.96157610,0.00000000,0.30855324,0.05178869
-5.59779890,3.82339156,0.00623428,0.58044263,0.66180341,2.08732602,0.99129076,0.00000000,0.31202185,0.05268903
-5.59179590,3.85767991,0.00632016,0.59119252,0.65991712,2.10378020,1.02874987,0.00000000,0.31610217,0.05393720
-5.58579290,3.90945236,0.00650337,0.60202876,0.66234978,2.12986210,1.07334106,0.00000000,0.32071298,0.05549480
-5.57978989,3.97758547,0.00678599,0.61271505,0.66883524,2.16521744,1.12432945,0.00000000,0.32575853,0.05731874
-5.57378689,4.06059704,0.00716898,0.62299209,0.67904268,2.20927342,1.18086119,0.00000000,0.33112914,0.05936176
-5.56778389,4.15665634,0.00765205,0.63258333,0.69257898,2.26123891,1.24197024,0.00000000,0.33670228,0.06157309
-5.56178089,4.26360598,0.00823359,0.64120179,0.70899287,2.32011209,1.30658892,0.00000000,0.34234434,0.06389919
-5.55577789,4.37899599,0.00891055,0.64855785,0.72778096,2.38469570,1.37356252,0.00000000,0.34791304,0.06628468
-5.54977489,4.50012961,0.00967835,0.65436758,0.74839567,2.45361984,1.44166807,0.00000000,0.35326040,0.06867319
-5.54377189,4.62412017,0.01053084,0.65836141,0.77025521,2.52537182,1.50963718,0.00000000,0.35823623,0.07100848
-5.53776888,4.74795724,0.01146016,0.66029276,0.79275527,2.59833219,1.57618228,0.00000000,0.36269207,0.07323549
-5.53176588,4.86858006,0.01245681,0.65994625,0.81528215,2.67081570,1.64002581,0.00000000,0.36648540,0.07530145
-5.52576288,4.98295559,0.01350959,0.65714517,0.83722701,2.74111570,1.69993105,0.00000000,0.36948392,0.07715697
-5.51975988,5.08815832,0.01460571,0.65175789,0.85800066,2.80755035,1.75473379,0.00000000,0.37156981,0.07875716
-5.51375688,5.18144845,0.01573084,0.64370293,0.87704831,2.86850862,1.80337308,0.00000000,0.37264373,0.08006253
-5.50775388,5.26034555,0.01686933,0.63295242,0.89386374,2.92249440,1.84492017,0.00000000,0.37262836,0.08103987
-5.50175088,5.32269450,0.01800440,0.61953390,0.90800220,2.96816688,1.87860388,0.00000000,0.37147135,0.08166298
-5.49574787,5.36672109,0.01911842,0.60353027,0.91909160,3.00437550,1.90383156,0.00000000,0.36914759,0.08191309
-5.48974487,5.39107514,0.02019322,0.58507801,0.92684140,3.03018837,1.92020433,0.00000000,0.36566053,0.08177923
-5.48374187,5.39485938,0.02121049,0.56436360,0.93104884,3.04491287,1.92752603,0.00000000,0.36104273,0.08125828
-5.47773887,5.37764343,0.02215219,0.54161849,0.93160236,3.04810799,1.92580546,0.00000000,0.35535535,0.08035482
-5.47173587,5.33946246,0.02300097,0.51711260,0.92848200,3.03958822,1.91525168,0.00000000,0.34868689,0.07908073
-5.46573287,5.28080129,0.02374061,0.49114688,0.92175685,3.01941904,1.89626286,0.00000000,0.34115092,0.07745470
-5.45972986,5.20256500,0.02435648,0.46404502,0.91157987,2.98790483,1.86940914,0.00000000,0.33288327,0.07550141
-5.45372686,5.10603802,0.02483595,0.43614477,0.89818014,2.94556983,1.83541045,0.00000000,0.32403848,0.07325069
-5.44772386,4.99283378,0.02516876,0.40778920,0.88185325,2.89313370,1.79511041,0.00000000,0.31478595,0.07073653
-5.44172086,4.86483770,0.02534733,0.37931815,0.86295014,2.83148271,1.74944771,0.00000000,0.30530567,0.06799607
-5.43571786,4.72414598,0.02536702,0.35106021,0.84186494,2.76163836,1.69942608,0.00000000,0.29578402,0.06506847
-5.42971486,4.57300316,0.02522629,0.32332558,0.81902247,2.68472453,1.64608447,0.00000000,0.28640953,0.06199396
-5.42371186,4.41374061,0.02492675,0.29639983,0.79486572,2.60193499,1.59046846,0.00000000,0.27736883,0.05881284
-5.41770885,4.24871845,0.02447316,0.27053890,0.76984394,2.51450205,1.53360410,0.00000000,0.26884293,0.05556460
-5.41170585,4.08027249,0.02387328,0.24596526,0.74440155,2.42366769,1.47647486,0.00000000,0.26100386,0.05228723
-5.40570285,3.91066750,0.02313766,0.22286543,0.71896825,2.33065779,1.42000251,0.00000000,0.25401170,0.04901654
-5.39969985,3.74205778,0.02227934,0.20138870,0.69395051,2.23665996,1.36503204,0.00000000,0.24801205,0.04578580
-5.39369685,3.57645528,0.02131348,0.18164701,0.66972439,2.14280527,1.31232067,0.00000000,0.24313392,0.04262538
-5.38769385,3.41570520,0.02025691,0.16371590,0.64662986,2.05015388,1.26253102,0.00000000,0.23948788,0.03956264
-5.38169085,3.26146882,0.01912770,0.14763633,0.62496647,1.95968435,1.21622776,0.00000000,0.23716470,0.03662195
-5.37568784,3.11521283,0.01794465,0.13341729,0.60499024,1.87228644,1.17387758,0.00000000,0.23623412,0.03382477
-5.36968484,2.97820438,0.01672683,0.12103892,0.58691170,1.78875691,1.13585161,0.00000000,0.23674395,0.03118991
-5.36368184,2.85151118,0.01549311,0.11045598,0.57089493,1.70979799,1.10243005,0.00000000,0.23871936,0.02873382
-5.35767884,2.73600572,0.01426179,0.10160170,0.55705750,1.63601804,1.07380826,0.00000000,0.24216247,0.02647096
-5.35167584,2.63237299,0.01305021,0.09439149,0.54547122,1.56793412,1.05010392,0.00000000,0.24705209,0.02441420
-5.34567284,2.54112119,0.01187446,0.08872686,0.53616367,1.50597616,1.03136496,0.00000000,0.25334395,0.02257520
-5.33966983,2.46259483,0.01074919,0.08449901,0.52912053,1.45049243,1.01757793,0.00000000,0.26097112,0.02096478
-5.33366683,2.39699008,0.00968747,0.08159238,0.52428867,1.40175622,1.00867667,0.00000000,0.26984508,0.01959326
-5.32766383,2.34437185,0.00870072,0.07988784,0.52158011,1.35997349,1.00455120,0.00000000,0.27985714,0.01847072
-5.32166083,2.30469249,0.00779872,0.07926570,0.52087673,1.32529142,1.00505669,0.00000000,0.29088057,0.01760721
-5.31565783,2.27781169,0.00698972,0.07960837,0.52203593,1.29780751,1.01002260,0.00000000,0.30277328,0.01701278
-5.30965483,2.26351699,0.00628051,0.08080271,0.52489700,1.27757914,1.01926164,0.00000000,0.31538107,0.01669754
-5.30365183,2.26154452,0.00567661,0.08274210,0.52928809,1.26463311,1.03257867,0.00000000,0.32854141,0.01667147
-5.29764882,2.27159885,0.00518247,0.08532817,0.53503374,1.25897467,1.04977905,0.00000000,0.34208772,0.01694417
-5.29164582,2.29337121,0.00480162,0.08847217,0.54196251,1.26059566,1.07067626,0.00000000,0.35585382,0.01752453
-5.28564282,2.32655497,0.00453688,0.09209601,0.54991457,1.26948097,1.09509832,0.00000000,0.36967852,0.01842024
-5.27963982,2.37085711,0.00439048,0.09613291,0.55874860,1.28561278,1.12289256,0.00000000,0.38341006,0.01963717
-5.27363682,2.42600468,0.00436422,0.10052764,0.56834793,1.30897195,1.15392833,0.00000000,0.39691024,0.02117877
-5.26763382,2.49174541,0.00445952,0.10523637,0.57862519,1.33953608,1.18809712,0.00000000,0.41005791,0.02304533
-5.26163082,2.56784168,0.00467744,0.11022601,0.58952531,1.37727385,1.22530999,0.00000000,0.42275171,0.02523327
-5.25562781,2.65405765,0.00501865,0.11547325,0.60102648,1.42213555,1.26549189,0.00000000,0.43491195,0.02773439
-5.24962481,2.75013979,0.00548335,0.12096304,0.61313887,1.47403998,1.30857321,0.00000000,0.44648137,0.03053523
-5.24362181,2.85579158,0.00607112,0.12668680,0.62590106,1.53285814,1.35447853,0.00000000,0.45742496,0.03361646
-5.23761881,2.97064364,0.00678076,0.13264024,0.63937426,1.59839455,1.40311338,0.00000000,0.46772873,0.03695251
-5.23161581,3.09422119,0.00761004,0.13882099,0.65363457,1.67036730,1.45434959,0.00000000,0.47739767,0.04051125
-5.22561281,3.22591109,0.00855551,0.14522606,0.66876358,1.74838818,1.50801031,0.00000000,0.48645299,0.04425402
-5.21960980,3.36493116,0.00961224,0.15184932,0.68483799,1.83194448,1.56385578,0.00000000,0.49492895,0.04813584
-5.21360680,3.51030448,0.01077361,0.15867911,0.70191874,1.92038409,1.62157112,0.00000000,0.50286949,0.05210589
-5.20760380,3.66084140,0.01203109,0.16569605,0.72004041,2.01290559,1.68075731,0.00000000,0.51032499,0.05610832
-5.20160080,3.81513192,0.01337417,0.17287135,0.73920161,2.10855472,1.74092646,0.00000000,0.51734943,0.06008334
-5.19559780,3.97155028,0.01479021,0.18016561,0.75935709,2.20622862,1.80150247,0.00000000,0.52399809,0.06396849
-5.18959480,4.12827332,0.01626450,0.18752827,0.78041211,2.30468856,1.86182739,0.00000000,0.53032598,0.06770029
-5.18359180,4.28331310,0.01778032,0.19489775,0.80221965,2.40258156,1.92117413,0.00000000,0.53638726,0.07121593
-5.17758879,4.43456362,0.01931915,0.20220245,0.82458078,2.49847079,1.97876516,0.00000000,0.54223532,0.07445517
-5.17158579,4.57986018,0.02086099,0.20936243,0.84724823,2.59087399,2.03379675,0.00000000,0.54792373,0.07736224
-5.16558279,4.71704945,0.02238469,0.21629192,0.86993323,2.67830856,2.08546786,0.00000000,0.55350782,0.07988779
-5.15957979,4.84406707,0.02386845,0.22290237,0.89231529,2.75934154,2.13301218,0.00000000,0.55904656,0.08199063
-5.15357679,4.95901920,0.02529041,0.22910616,0.91405430,2.83264236,2.17573196,0.00000000,0.56460457,0.08363934
-5.14757379,5.06026382,0.02662919,0.23482057,0.93480456,2.89703562,2.21303160,0.00000000,0.57025395,0.08481362
-5.14157079,5.14648757,0.02786457,0.23997205,0.95422972,2.95155147,2.24444915,0.00000000,0.57607566,0.08550530
-5.13556778,5.21677371,0.02897813,0.24450031,0.97201794,2.99547073,2.26968392,0.00000000,0.58216009,0.08571893
-5.12956478,5.27065742,0.02995390,0.24836236,0.98789627,3.02836248,2.28861841,0.00000000,0.58860674,0.08547200
-5.12356178,5.30816501,0.03077889,0.25153592,1.00164360,3.05011181,2.30133317,0.00000000,0.59552292,0.08479472
-5.11755878,5.32983463,0.03144369,0.25402226,1.01310120,3.06093630,2.30811354,0.00000000,0.60302125,0.08372933
-5.11155578,5.33671698,0.03194284,0.25584820,1.02218053,3.06138988,2.30944771,0.00000000,0.61121629,0.08232902
-5.10555278,5.33035550,0.03227517,0.25706716,1.02886771,3.05235407,2.30601589,0.00000000,0.62022031,0.08065645
-5.09954977,5.31274688,0.03244399,0.25775906,1.03322459,3.03501642,2.29867114,0.00000000,0.63013851,0.07878203
-5.09354677,5.28628348,0.03245714,0.25802924,1.03538639,3.01083743,2.28841264,0.00000000,0.64106401,0.07678182
-5.08754377,5.25368046,0.03232689,0.25800611,1.03555616,2.98150724,2.27635278,0.00000000,0.65307302,0.07473534
-5.08154077,5.21789095,0.03206976,0.25783792,1.03399653,2.94889409,2.26367953,0.00000000,0.66622050,0.07272332
-5.07553777,5.18201330,0.03170616,0.25768845,1.03101923,2.91498705,2.25161622,0.00000000,0.68053671,0.07082533
-5.06953477,5.14919454,0.03125989,0.25773196,1.02697322,2.88183519,2.24138042,0.00000000,0.69602493,0.06911758
-5.06353177,5.12253432,0.03075760,0.25814756,1.02223198,2.85148618,2.23414397,0.00000000,0.71266068,0.06767085
-5.05752876,5.10499328,0.03022814,0.25911318,1.01718091,2.82592645,2.23099598,0.00000000,0.73039236,0.06654860
-5.05152576,5.09930934,0.02970184,0.26079932,1.01220528,2.80702521,2.23291022,0.00000000,0.74914353,0.06580543
-5.04552276,5.10792473,0.02920974,0.26336300,1.00767950,2.79648435,2.24071822,0.00000000,0.76881660,0.06548579
-5.03951976,5.13292589,0.02878281,0.26694198,1.00395802,2.79579538,2.25508884,0.00000000,0.78929772,0.06562304
-5.03351676,5.17599741,0.02845115,0.27164951,1.00136815,2.80620460,2.27651473,0.00000000,0.81046264,0.06623896
-5.02751376,5.23839043,0.02824324,0.27756991,1.00020490,2.82868688,2.30530563,0.00000000,0.83218295,0.06734349
-5.02151076,5.32090518,0.02818519,0.28475500,1.00072780,2.86392805,2.34158827,0.00000000,0.85433243,0.06893496
-5.01550775,5.42388657,0.02830000,0.29322165,1.00315930,2.91231571,2.38531189,0.00000000,0.87679298,0.07100051
-5.00950475,5.54723137,0.02860697,0.30295037,1.00768469,2.97393761,2.43625874,0.00000000,0.89945957,0.07351691
-5.00350175,5.69040505,0.02912108,0.31388525,1.01445282,3.04858681,2.49405819,0.00000000,0.92224404,0.07645160
-4.99749875,5.85246624,0.02985257,0.32593486,1.02357733,3.13577271,2.55820343,0.00000000,0.94507718,0.07976389
-4.99149575,6.03209693,0.03080647,0.33897451,1.03513796,3.23473674,2.62806961,0.00000000,0.96790912,0.08340631
-4.98549275,6.22763632,0.03198239,0.35284938,1.04918143,3.34447190,2.70293224,0.00000000,0.99070775,0.08732612
-4.97948974,6.43711700,0.03337429,0.36737864,1.06572173,3.46374522,2.78198517,0.00000000,1.01345535,0.09146677
-4.97348674,6.65830205,0.03497052,0.38236034,1.08473954,3.59112247,2.86435740,0.00000000,1.03614359,0.09576935
-4.96748374,6.88872243,0.03675384,0.39757684,1.10618083,3.72499460,2.94912838,0.00000000,1.05876717,0.10017403
-4.96148074,7.12571412,0.03870172,0.41280068,1.12995469,3.86360555,3.03534154,0.00000000,1.08131647,0.10462131
-4.95547774,7.36645512,0.04078669,0.42780060,1.15593060,4.00508119,3.12201630,0.00000000,1.10376985,0.10905318
-4.94947474,7.60800238,0.04297691,0.44234758,1.18393560,4.14745936,3.20815860,0.00000000,1.12608594,0.11341407
-4.94347174,7.84732926,0.04523680,0.45622068,1.21375158,4.28872091,3.29277059,0.00000000,1.14819656,0.11765170
-4.93746873,8.08136402,0.04752786,0.46921251,1.24511333,4.42682163,3.37485973,0.00000000,1.17000081,0.12171762
-4.93146573,8.30702967,0.04980956,0.48113416,1.27770771,4.55972511,3.45344794,0.00000000,1.19136069,0.12556768
-4.92546273,8.52128575,0.05204035,0.49181952,1.31117437,4.68543610,3.52758111,0.00000000,1.21209879,0.12916229
-4.91945973,8.72117194,0.05417869,0.50112882,1.34510835,4.80203427,3.59633946,0.00000000,1.23199814,0.13246653
-4.91345673,8.90385350,0.05618413,0.50895133,1.37906478,4.90770765,3.65884876,0.00000000,1.25080457,0.13545019
-4.90745373,9.06666786,0.05801838,0.51520731,1.41256574,5.00078525,3.71429251,0.00000000,1.26823139,0.13808766
-4.90145073,9.20717157,0.05964635,0.51984887,1.44510929,5.07976812,3.76192491,0.00000000,1.28396648,0.14035786
-4.89544772,9.32318642,0.06103704,0.52286022,1.47618025,5.14335775,3.80108423,0.00000000,1.29768129,0.14224401
-4.88944472,9.41284322,0.06216439,0.52425680,1.50526256,5.19048124,3.83120597,0.00000000,1.30904160,0.14373356
-4.88344172,9.47462159,0.06300793,0.52408385,1.53185263,5.22031198,3.85183536,0.00000000,1.31771937,0.14481799
-4.87743872,9.50738406,0.06355329,0.52241408,1.55547298,5.23228530,3.86263829,0.00000000,1.32340518,0.14549272
-4.87143572,9.51040270,0.06379246,0.51934473,1.57568567,5.22610808,3.86341000,0.00000000,1.32582065,0.14575697
-4.86543272,9.48337674,0.06372389,0.51499404,1.59210479,5.20176204,3.85408078,0.00000000,1.32473020,0.14561377
-4.85942971,9.42643990,0.06335239,0.50949722,1.60440721,5.15950021,3.83471828,0.00000000,1.31995143,0.14506977
-4.85342671,9.34015645,0.06268875,0.50300201,1.61234133,5.09983666,3.80552560,0.00000000,1.31136377,0.14413522
-4.84742371,9.22550559,0.06174930,0.49566395,1.61573296,5.02352957,3.76683543,0.00000000,1.29891471,0.14282384
-4.84142071,9.08385426,0.06055514,0.48764153,1.61448846,4.93155836,3.71909976,0.00000000,1.28262332,0.14115262
-4.83541771,8.91691897,0.05913141,0.47909121,1.60859459,4.82509552,3.66287580,0.00000000,1.26258103,0.13914154
-4.82941471,8.72671804,0.05750631,0.47016265,1.59811541,4.70547423,3.59880842,0.00000000,1.23894926,0.13681332
-4.82341171,8.51551576,0.05571020,0.46099412,1.58318637,4.57415295,3.52760988,0.00000000,1.21195441,0.13419293
-4.81740870,8.28576107,0.05377451,0.45170839,1.56400587,4.43267842,3.45003787,0.00000000,1.18188015,0.13130711
-4.81140570,8.04002297,0.05173085,0.44240910,1.54082507,4.28264849,3.36687289,0.00000000,1.14905769,0.12818384
-4.80540270,7.78092579,0.04961003,0.43317797,1.51393640,4.12567619,3.27889611,0.00000000,1.11385432,0.12485171
-4.79939970,7.51108694,0.04744128,0.42407274,1.48366164,3.96335635,3.18686889,0.00000000,1.07666113,0.12133929
-4.79339670,7.23306001,0.04525151,0.41512619,1.45034014,3.79723619,3.09151512,0.00000000,1.03788030,0.11767453
-4.78739370,6.94928569,0.04306478,0.40634611,1.41431812,3.62879064,2.99350708,0.00000000,0.99791286,0.11388424
-4.78139070,6.66205247,0.04090186,0.39771645,1.37593938,3.45940334,2.89345587,0.00000000,0.95714739,0.10999359
-4.77538769,6.37346868,0.03878002,0.38919943,1.33553814,3.29035372,2.79190655,0.00000000,0.91595038,0.10602574
-4.76938469,6.08544662,0.03671290,0.38073877,1.29343418,3.12281026,2.68933830,0.00000000,0.87465856,0.10200169
-4.76338169,5.79969898,0.03471068,0.37226369,1.24993058,2.95782975,2.58616940,0.00000000,0.83357353,0.09794013
-4.75737869,5.51774681,0.03278017,0.36369371,1.20531382,2.79636221,2.48276652,0.00000000,0.79295892,0.09385756
-4.75137569,5.24093780,0.03092527,0.35494395,1.15985617,2.63926040,2.37945757,0.00000000,0.75303990,0.08976854
-4.74537269,4.97047301,0.02914729,0.34593057,1.11381999,2.48729322,2.27654716,0.00000000,0.71400505,0.08568595
-4.73936968,4.70743957,0.02744549,0.33657636,1.06746327,2.34116154,2.17433339,0.00000000,0.67601007,0.08162151
-4.73336668,4.45284664,0.02581761,0.32681588,1.02104598,2.20151531,2.07312489,0.00000000,0.63918306,0.07758622
-4.72736368,4.20766179,0.02426037,0.31660010,0.97483649,2.06897053,1.97325670,0.00000000,0.60363075,0.07359087
-4.72136068,3.97284487,0.02277003,0.30590026,0.92911736,1.94412474,1.87510381,0.00000000,0.56944521,0.06964655
-4.71535768,3.74937672,0.02134282,0.29471068,0.88419004,1.82756973,1.77909146,0.00000000,0.53671042,0.06576504
-4.70935468,3.53828028,0.01997539,0.28305043,0.84037778,1.71990060,1.68570110,0.00000000,0.50550821,0.06195915
-4.70335168,3.34063236,0.01866511,0.27096382,0.79802651,1.62171997,1.59547166,0.00000000,0.47592318,0.05824292
-4.69734867,3.15756478,0.01741041,0.25851956,0.75750333,1.53363706,1.50899569,0.00000000,0.44804609,0.05463167
-4.69134567,2.99025412,0.01621088,0.24580883,0.71919259,1.45626113,1.42691043,0.00000000,0.42197575,0.05114189
-4.68534267,2.83990036,0.01506747,0.23294222,0.68348956,1.39018934,1.34988411,0.00000000,0.39781901,0.04779104
-4.67933967,2.70769504,0.01398243,0.22004576,0.65079203,1.33598933,1.27859805,0.00000000,0.37568910,0.04459715
-4.67333667,2.59478027,0.01295940,0.20725631,0.62149008,1.29417721,1.21372539,0.00000000,0.35570235,0.04157833
-4.66733367,2.50220073,0.01200324,0.19471648,0.59595464,1.26519178,1.15590747,0.00000000,0.33797359,0.03875223
-4.66133067,2.43085086,0.01112002,0.18256940,0.57452526,1.24936621,1.10572898,0.00000000,0.32261049,0.03613537
-4.65532766,2.38142015,0.01031687,0.17095351,0.55749787,1.24689856,1.06369321,0.00000000,0.30970738,0.03374256
-4.64932466,2.35433939,0.00960186,0.15999777,0.54511315,1.25782262,1.03019847,0.00000000,0.29933878,0.03158626
-4.64332166,2.34973106,0.00898388,0.14981736,0.53754607,1.28198084,1.00551713,0.00000000,0.29155335,0.02967605
