energy_ev,total_up,As_p_up,As_d_up,Au_p_up,Au_d_up,S_s_up,S_p_up
-6.00000000,3.37351161,0.07708629,0.00000000,0.55190274,3.00305366,0.00257198,0.15833588
-5.99399700,3.32087493,0.07960704,0.00000000,0.56730301,2.94162785,0.00282759,0.16192071
-5.98799400,3.27050149,0.08202760,0.00000000,0.58124315,2.88316801,0.00309585,0.16518943
-5.98199100,3.22435879,0.08434302,0.00000000,0.59363574,2.82968762,0.00337490,0.16809904
-5.97598799,3.18430009,0.08655240,0.00000000,0.60443613,2.78306108,0.00366254,0.17061944
-5.96998499,3.15199620,0.08865857,0.00000000,0.61364233,2.74495677,0.00395624,0.17273367
-5.96398199,3.12887364,0.09066759,0.00000000,0.62129299,2.71677737,0.00425315,0.17443753
-5.95797899,3.11606152,0.09258812,0.00000000,0.62746394,2.69960985,0.00455014,0.17573881
-5.95197599,3.11434927,0.09443064,0.00000000,0.63226315,2.69418707,0.00484381,0.17665600
-5.94597299,3.12415720,0.09620667,0.00000000,0.63582452,2.70086267,0.00513059,0.17721674
-5.93996998,3.14552097,0.09792792,0.00000000,0.63830092,2.71960004,0.00540680,0.17745594
-5.93396698,3.17809067,0.09960541,0.00000000,0.63985659,2.74997615,0.00566872,0.17741372
-5.92796398,3.22114489,0.10124879,0.00000000,0.64065964,2.79119980,0.00591274,0.17713335
-5.92196098,3.27361891,0.10286574,0.00000000,0.64087470,2.84214376,0.00613546,0.17665923
-5.91595798,3.33414625,0.10446145,0.00000000,0.64065631,2.90138938,0.00633378,0.17603495
-5.90995498,3.40111167,0.10603847,0.00000000,0.64014324,2.96728194,0.00650511,0.17530166
-5.90395198,3.47271360,0.10759665,0.00000000,0.63945407,3.03799429,0.00664740,0.17449677
-5.89794897,3.54703320,0.10913333,0.00000000,0.63868401,3.11159632,0.00675938,0.17365287
-5.89194597,3.62210730,0.11064374,0.00000000,0.63790324,3.18612722,0.00684056,0.17279715
-5.88594297,3.69600192,0.11212158,0.00000000,0.63715657,3.25966743,0.00689145,0.17195108
-5.87993997,3.76688325,0.11355973,0.00000000,0.63646438,3.33040740,0.00691354,0.17113052
-5.87393697,3.83308303,0.11495100,0.00000000,0.63582461,3.39671017,0.00690946,0.17034601
-5.86793397,3.89315546,0.11628893,0.00000000,0.63521571,3.45716515,0.00688293,0.16960340
-5.86193097,3.94592332,0.11756858,0.00000000,0.63460004,3.51063102,0.00683882,0.16890449
-5.85592796,3.99051132,0.11878716,0.00000000,0.63392770,3.55626596,0.00678309,0.16824791
-5.84992496,4.02636545,0.11994455,0.00000000,0.63314040,3.59354435,0.00672276,0.16762988
-5.84392196,4.05325792,0.12104361,0.00000000,0.63217509,3.62225929,0.00666576,0.16704502
-5.83791896,4.07127761,0.12209026,0.00000000,0.63096736,3.64251156,0.00662085,0.16648693
-5.83191596,4.08080719,0.12309336,0.00000000,0.62945425,3.65468571,0.00659740,0.16594879
-5.82591296,4.08248820,0.12406434,0.00000000,0.62757654,3.65941494,0.00660523,0.16542367
-5.81990995,4.07717631,0.12501659,0.00000000,0.62528042,3.65753681,0.00665432,0.16490474
-5.81390695,4.06588924,0.12596470,0.00000000,0.62251865,3.65004225,0.00675460,0.16438536
-5.80790395,4.04975009,0.12692349,0.00000000,0.61925107,3.63802048,0.00691562,0.16385894
-5.80190095,4.02992906,0.12790707,0.00000000,0.61544487,3.62260266,0.00714629,0.16331883
-5.79589795,4.00758636,0.12892767,0.00000000,0.61107436,3.60490698,0.00745453,0.16275808
-5.78989495,3.98381904,0.12999468,0.00000000,0.60612059,3.58598780,0.00784697,0.16216917
-5.78389195,3.95961397,0.13111360,0.00000000,0.60057083,3.56679088,0.00832865,0.16154382
-5.77788894,3.93580907,0.13228521,0.00000000,0.59441796,3.54811654,0.00890272,0.16087275
-5.77188594,3.91306394,0.13350487,0.00000000,0.58765988,3.53059221,0.00957019,0.16014557
-5.76588294,3.89184087,0.13476203,0.00000000,0.58029897,3.51465475,0.01032972,0.15935076
-5.75987994,3.87239642,0.13603998,0.00000000,0.57234158,3.50054313,0.01117744,0.15847566
-5.75387694,3.85478332,0.13731588,0.00000000,0.56379762,3.48830094,0.01210685,0.15750661
-5.74787394,3.83886196,0.13856100,0.00000000,0.55468023,3.47778801,0.01310882,0.15642916
-5.74187094,3.82432019,0.13974129,0.00000000,0.54500551,3.46870003,0.01417164,0.15522836
-5.73586793,3.81070009,0.14081814,0.00000000,0.53479231,3.46059475,0.01528114,0.15388902
-5.72986493,3.79743000,0.14174943,0.00000000,0.52406209,3.45292297,0.01642097,0.15239617
-5.72386193,3.78385985,0.14249075,0.00000000,0.51283885,3.44506275,0.01757293,0.15073537
-5.71785893,3.76929830,0.14299680,0.00000000,0.50114915,3.43635496,0.01871734,0.14889319
-5.71185593,3.75304963,0.14322286,0.00000000,0.48902215,3.42613856,0.01983359,0.14685760
-5.70585293,3.73444903,0.14312641,0.00000000,0.47648986,3.41378406,0.02090070,0.14461836
-5.69984992,3.71289479,0.14266871,0.00000000,0.46358736,3.39872382,0.02189787,0.14216747
-5.69384692,3.68787638,0.14181630,0.00000000,0.45035317,3.38047819,0.02280516,0.13949952
-5.68784392,3.65899740,0.14054248,0.00000000,0.43682975,3.35867660,0.02360411,0.13661204
-5.68184092,3.62599305,0.13882856,0.00000000,0.42306397,3.33307321,0.02427837,0.13350586
-5.67583792,3.58874160,0.13666494,0.00000000,0.40910763,3.30355674,0.02481421,0.13018537
-5.66983492,3.54727000,0.13405190,0.00000000,0.39501803,3.27015465,0.02520108,0.12665879
-5.66383192,3.50175377,0.13100010,0.00000000,0.38085835,3.23303186,0.02543197,0.12293836
-5.65782891,3.45251159,0.12753082,0.00000000,0.36669794,3.19248451,0.02550375,0.11904051
-5.65182591,3.39999525,0.12367578,0.00000000,0.35261248,3.14892935,0.02541731,0.11498590
-5.64582291,3.34477571,0.11947672,0.00000000,0.33868384,3.10288974,0.02517761,0.11079948
-5.63981991,3.28752612,0.11498462,0.00000000,0.32499967,3.05497888,0.02479364,0.10651042
-5.63381691,3.22900277,0.11025865,0.00000000,0.31165279,3.00588143,0.02427815,0.10215197
-5.62781391,3.17002498,0.10536487,0.00000000,0.29874024,2.95633447,0.02364738,0.09776124
-5.62181091,3.11145491,0.10037475,0.00000000,0.28636213,2.90710857,0.02292060,0.09337899
-5.61580790,3.05417820,0.09536351,0.00000000,0.27462024,2.85899017,0.02211961,0.08904923
-5.60980490,2.99908632,0.09040843,0.00000000,0.26361656,2.81276572,0.02126812,0.08481885
-5.60380190,2.94706148,0.08558712,0.00000000,0.25345174,2.76920859,0.02039117,0.08073719
-5.59779890,2.89896444,0.08097576,0.00000000,0.24422352,2.72906897,0.01951446,0.07685560
-5.59179590,2.85562584,0.07664753,0.00000000,0.23602538,2.69306722,0.01866367,0.07322688
-5.58579290,2.81784103,0.07267113,0.00000000,0.22894523,2.66189069,0.01786387,0.06990487
-5.57978989,2.78636840,0.06910942,0.00000000,0.22306446,2.63619388,0.01713891,0.06694386
-5.57378689,2.76193082,0.06601834,0.00000000,0.21845715,2.61660154,0.01651086,0.06439812
-5.56778389,2.74521963,0.06344599,0.00000000,0.21518966,2.60371406,0.01599955,0.06232141
-5.56178089,2.73690028,0.06143195,0.00000000,0.21332039,2.59811436,0.01562218,0.06076638
-5.55577789,2.73761877,0.06000686,0.00000000,0.21289981,2.60037523,0.01539296,0.05978406
-5.54977489,2.74800753,0.05919212,0.00000000,0.21397065,2.61106609,0.01532288,0.05942329
-5.54377189,2.76868976,0.05899989,0.00000000,0.21656811,2.63075790,0.01541956,0.05973000
-5.53776888,2.80028092,0.05943322,0.00000000,0.22072006,2.66002517,0.01568716,0.06074657
-5.53176588,2.84338638,0.06048635,0.00000000,0.22644710,2.69944409,0.01612637,0.06251095
-5.52576288,2.89859430,0.06214514,0.00000000,0.23376234,2.74958585,0.01673448,0.06505581
-5.51975988,2.96646324,0.06438760,0.00000000,0.24267094,2.81100477,0.01750553,0.06840746
-5.51375688,3.04750425,0.06718458,0.00000000,0.25316918,2.88422093,0.01843046,0.07258480
-5.50775388,3.14215756,0.07050037,0.00000000,0.26524319,2.96969760,0.01949741,0.07759807
