energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.35973293,0.56914516,0.00619649,1.18604339,0.00000000,1.38103227,0.46174411
-5.99399700,2.26978634,0.54527389,0.00602650,1.14238321,0.00000000,1.32453638,0.44115319
-5.98799400,2.17651410,0.52119532,0.00583406,1.09637033,0.00000000,1.26546321,0.42045195
-5.98199100,2.08087529,0.49711130,0.00562112,1.04855869,0.00000000,1.20465143,0.39980940
-5.97598799,1.98387525,0.47322075,0.00539000,0.99953628,0.00000000,1.14293461,0.37939754
-5.96998499,1.88653506,0.44971435,0.00514334,0.94990658,0.00000000,1.08111830,0.35938638
-5.96398199,1.78986101,0.42676960,0.00488402,0.90026988,0.00000000,1.01995910,0.33993904
-5.95797899,1.69481525,0.40454641,0.00461508,0.85120526,0.00000000,0.96014646,0.32120701
-5.95197599,1.60228918,0.38318343,0.00433965,0.80325414,0.00000000,0.90228766,0.30332590
-5.94597299,1.51308035,0.36279509,0.00406088,0.75690594,0.00000000,0.84689637,0.28641186
-5.93996998,1.42787395,0.34346963,0.00378183,0.71258654,0.00000000,0.79438506,0.27055888
-5.93396698,1.34722949,0.32526801,0.00350546,0.67064982,0.00000000,0.74506122,0.25583697
-5.92796398,1.27157293,0.30822373,0.00323455,0.63137251,0.00000000,0.69912744,0.24229142
-5.92196098,1.20119436,0.29234364,0.00297164,0.59495244,0.00000000,0.65668490,0.22994299
-5.91595798,1.13625105,0.27760950,0.00271902,0.56150999,0.00000000,0.61774010,0.21878915
-5.90995498,1.07677544,0.26398042,0.00247870,0.53109241,0.00000000,0.58221425,0.20880614
-5.90395198,1.02268733,0.25139585,0.00225235,0.50368080,0.00000000,0.54995487,0.19995176
-5.89794897,0.97380945,0.23977912,0.00204138,0.47919895,0.00000000,0.52074893,0.19216870
-5.89194597,0.92988555,0.22904139,0.00184687,0.45752366,0.00000000,0.49433697,0.18538828
-5.88594297,0.89059983,0.21908576,0.00166959,0.43849579,0.00000000,0.47042763,0.17953428
-5.87993997,0.85559669,0.20981136,0.00151006,0.42193151,0.00000000,0.44871185,0.17452674
-5.87393697,0.82449991,0.20111747,0.00136851,0.40763306,0.00000000,0.42887642,0.17028545
-5.86793397,0.79693016,0.19290712,0.00124495,0.39539852,0.00000000,0.41061616,0.16673308
-5.86193097,0.77252013,0.18509046,0.00113917,0.38503024,0.00000000,0.39364457,0.16379764
-5.85592796,0.75092669,0.17758741,0.00105075,0.37634142,0.00000000,0.37770247,0.16141428
-5.84992496,0.73183966,0.17032973,0.00097914,0.36916080,0.00000000,0.36256448,0.15952633
-5.84392196,0.71498699,0.16326242,0.00092361,0.36333531,0.00000000,0.34804338,0.15808559
-5.83791896,0.70013641,0.15634425,0.00088334,0.35873074,0.00000000,0.33399217,0.15705184
-5.83191596,0.68709383,0.14954775,0.00085738,0.35523068,0.00000000,0.32030407,0.15639175
-5.82591296,0.67569893,0.14285837,0.00084471,0.35273390,0.00000000,0.30691073,0.15607729
-5.81990995,0.66581857,0.13627326,0.00084423,0.35115067,0.00000000,0.29377879,0.15608371
-5.81390695,0.65733879,0.12979942,0.00085480,0.35039838,0.00000000,0.28090527,0.15638740
-5.80790395,0.65015608,0.12345166,0.00087523,0.35039692,0.00000000,0.26831208,0.15696376
-5.80190095,0.64416889,0.11725035,0.00090429,0.35106431,0.00000000,0.25604019,0.15778524
-5.79589795,0.63927004,0.11121917,0.00094077,0.35231295,0.00000000,0.24414358,0.15881974
-5.78989495,0.63534065,0.10538296,0.00098345,0.35404686,0.00000000,0.23268369,0.16002957
-5.78389195,0.63224624,0.09976592,0.00103113,0.35616021,0.00000000,0.22172428,0.16137101
-5.77788894,0.62983524,0.09439000,0.00108267,0.35853726,0.00000000,0.21132733,0.16279446
-5.77188594,0.62794010,0.08927396,0.00113698,0.36105371,0.00000000,0.20154974,0.16424542
-5.76588294,0.62638094,0.08443267,0.00119308,0.36357959,0.00000000,0.19244134,0.16566600
-5.75987994,0.62497149,0.07987711,0.00125009,0.36598323,0.00000000,0.18404386,0.16699702
-5.75387694,0.62352701,0.07561473,0.00130725,0.36813626,0.00000000,0.17639102,0.16818057
-5.74787394,0.62187346,0.07165024,0.00136396,0.36991929,0.00000000,0.16950948,0.16916285
-5.74187094,0.61985749,0.06798682,0.00141980,0.37122771,0.00000000,0.16342063,0.16989703
-5.73586793,0.61735638,0.06462754,0.00147452,0.37197745,0.00000000,0.15814281,0.17034617
-5.72986493,0.61428738,0.06157697,0.00152806,0.37211006,0.00000000,0.15369389,0.17048574
-5.72386193,0.61061569,0.05884280,0.00158056,0.37159693,0.00000000,0.15009387,0.17030580
-5.71785893,0.60636067,0.05643748,0.00163234,0.37044228,0.00000000,0.14736729,0.16981257
-5.71185593,0.60159961,0.05437961,0.00168392,0.36868465,0.00000000,0.14554535,0.16902936
-5.70585293,0.59646897,0.05269516,0.00173595,0.36639682,0.00000000,0.14466730,0.16799674
-5.69984992,0.59116287,0.05141832,0.00178925,0.36368407,0.00000000,0.14478127,0.16677200
-5.69384692,0.58592874,0.05059189,0.00184474,0.36068081,0.00000000,0.14594423,0.16542777
-5.68784392,0.58106036,0.05026733,0.00190340,0.35754588,0.00000000,0.14822106,0.16405006
-5.68184092,0.57688858,0.05050426,0.00196626,0.35445639,0.00000000,0.15168283,0.16273562
-5.67583792,0.57377001,0.05136942,0.00203434,0.35160078,0.00000000,0.15640413,0.16158884
-5.66983492,0.57207414,0.05293525,0.00210862,0.34917109,0.00000000,0.16245977,0.16071823
-5.66383192,0.57216946,0.05527785,0.00218997,0.34735493,0.00000000,0.16992069,0.16023275
-5.65782891,0.57440902,0.05847461,0.00227912,0.34632746,0.00000000,0.17884948,0.16023790
-5.65182591,0.57911602,0.06260138,0.00237662,0.34624370,0.00000000,0.18929549,0.16083201
-5.64582291,0.58656986,0.06772935,0.00248281,0.34723144,0.00000000,0.20128984,0.16210253
-5.63981991,0.59699325,0.07392165,0.00259777,0.34938514,0.00000000,0.21484047,0.16412268
-5.63381691,0.61054064,0.08122992,0.00272129,0.35276082,0.00000000,0.22992751,0.16694844
-5.62781391,0.62728857,0.08969075,0.00285288,0.35737243,0.00000000,0.24649924,0.17061600
-5.62181091,0.64722814,0.09932234,0.00299173,0.36318947,0.00000000,0.26446874,0.17513978
-5.61580790,0.67025990,0.11012139,0.00313672,0.37013632,0.00000000,0.28371159,0.18051095
-5.60980490,0.69619153,0.12206041,0.00328645,0.37809301,0.00000000,0.30406478,0.18669671
-5.60380190,0.72473827,0.13508572,0.00343921,0.38689754,0.00000000,0.32532699,0.19364024
-5.59779890,0.75552645,0.14911602,0.00359307,0.39634975,0.00000000,0.34726040,0.20126132
-5.59179590,0.78809995,0.16404200,0.00374589,0.40621655,0.00000000,0.36959401,0.20945773
-5.58579290,0.82192972,0.17972683,0.00389538,0.41623835,0.00000000,0.39202868,0.21810745
-5.57978989,0.85642605,0.19600783,0.00403919,0.42613663,0.00000000,0.41424358,0.22707147
-5.57378689,0.89095347,0.21269911,0.00417491,0.43562227,0.00000000,0.43590413,0.23619735
-5.56778389,0.92484787,0.22959547,0.00430024,0.44440447,0.00000000,0.45667102,0.24532342
-5.56178089,0.95743534,0.24647720,0.00441299,0.45219998,0.00000000,0.47621016,0.25428334
-5.55577789,0.98805214,0.26311585,0.00451122,0.45874220,0.00000000,0.49420307,0.26291123
-5.54977489,1.01606520,0.27928075,0.00459327,0.46379001,0.00000000,0.51035736,0.27104678
-5.54377189,1.04089224,0.29474588,0.00465786,0.46713577,0.00000000,0.52441684,0.27854059
-5.53776888,1.06202085,0.30929712,0.00470413,0.46861242,0.00000000,0.53617072,0.28525912
-5.53176588,1.07902560,0.32273919,0.00473169,0.46809913,0.00000000,0.54546150,0.29108935
-5.52576288,1.09158249,0.33490226,0.00474065,0.46552544,0.00000000,0.55219109,0.29594276
-5.51975988,1.09947991,0.34564770,0.00473165,0.46087363,0.00000000,0.55632483,0.29975843
-5.51375688,1.10262569,0.35487273,0.00470579,0.45417922,0.00000000,0.55789311,0.30250518
-5.50775388,1.10104965,0.36251375,0.00466468,0.44552947,0.00000000,0.55699044,0.30418252
-5.50175088,1.09490158,0.36854800,0.00461033,0.43506008,0.00000000,0.55377201,0.30482030
-5.49574787,1.08444447,0.37299357,0.00454510,0.42295015,0.00000000,0.54844761,0.30447719
-5.48974487,1.07004346,0.37590765,0.00447161,0.40941554,0.00000000,0.54127347,0.30323779
-5.48374187,1.05215073,0.37738307,0.00439268,0.39470110,0.00000000,0.53254205,0.30120876
-5.47773887,1.03128716,0.37754331,0.00431116,0.37907193,0.00000000,0.52257044,0.29851384
-5.47173587,1.00802152,0.37653623,0.00422990,0.36280425,0.00000000,0.51168783,0.29528828
-5.46573287,0.98294828,0.37452677,0.00415157,0.34617607,0.00000000,0.50022263,0.29167273
-5.45972986,0.95666501,0.37168916,0.00407862,0.32945829,0.00000000,0.48848995,0.28780709
-5.45372686,0.92975050,0.36819886,0.00401320,0.31290651,0.00000000,0.47677986,0.28382445
-5.44772386,0.90274474,0.36422487,0.00395703,0.29675382,0.00000000,0.46534721,0.27984563
-5.44172086,0.87613150,0.35992265,0.00391145,0.28120505,0.00000000,0.45440336,0.27597450
-5.43571786,0.85032458,0.35542817,0.00387730,0.26643248,0.00000000,0.44411020,0.27229434
-5.42971486,0.82565809,0.35085334,0.00385501,0.25257318,0.00000000,0.43457673,0.26886546
-5.42371186,0.80238120,0.34628303,0.00384453,0.23972816,0.00000000,0.42585837,0.26572417
-5.41770885,0.78065746,0.34177378,0.00384549,0.22796304,0.00000000,0.41795883,0.26288318
-5.41170585,0.76056849,0.33735440,0.00385715,0.21731023,0.00000000,0.41083451,0.26033328
-5.40570285,0.74212163,0.33302806,0.00387858,0.20777239,0.00000000,0.40440102,0.25804625
-5.39969985,0.72526087,0.32877594,0.00390867,0.19932686,0.00000000,0.39854142,0.25597881
-5.39369685,0.70988032,0.32456201,0.00394627,0.19193083,0.00000000,0.39311576,0.25407720
-5.38769385,0.69583924,0.32033861,0.00399029,0.18552677,0.00000000,0.38797113,0.25228230
-5.38169085,0.68297758,0.31605248,0.00403976,0.18004794,0.00000000,0.38295202,0.25053470
-5.37568784,0.67113110,0.31165075,0.00409388,0.17542360,0.00000000,0.37790995,0.24877961
-5.36968484,0.66014513,0.30708654,0.00415215,0.17158362,0.00000000,0.37271228,0.24697114
-5.36368184,0.64988608,0.30232377,0.00421432,0.16846227,0.00000000,0.36724950,0.24507574
-5.35767884,0.64025021,0.29734088,0.00428043,0.16600108,0.00000000,0.36144069,0.24307462
-5.35167584,0.63116908,0.29213328,0.00435079,0.16415065,0.00000000,0.35523699,0.24096490
-5.34567284,0.62261154,0.28671437,0.00442595,0.16287129,0.00000000,0.34862299,0.23875955
-5.33966983,0.61458244,0.28111506,0.00450660,0.16213277,0.00000000,0.34161595,0.23648607
-5.33366683,0.60711808,0.27538200,0.00459352,0.16191305,0.00000000,0.33426320,0.23418409
-5.32766383,0.60027917,0.26957453,0.00468743,0.16219636,0.00000000,0.32663784,0.23190201
-5.32166083,0.59414175,0.26376074,0.00478898,0.16297078,0.00000000,0.31883315,0.22969300
-5.31565783,0.58878701,0.25801285,0.00489853,0.16422554,0.00000000,0.31095618,0.22761058
-5.30965483,0.58429076,0.25240232,0.00501615,0.16594838,0.00000000,0.30312093,0.22570417
-5.30365183,0.58071349,0.24699504,0.00514150,0.16812326,0.00000000,0.29544162,0.22401497
-5.29764882,0.57809177,0.24184689,0.00527377,0.17072843,0.00000000,0.28802642,0.22257231
-5.29164582,0.57643177,0.23700011,0.00541164,0.17373542,0.00000000,0.28097217,0.22139093
-5.28564282,0.57570536,0.23248057,0.00555331,0.17710876,0.00000000,0.27436023,0.22046930
-5.27963982,0.57584922,0.22829628,0.00569650,0.18080672,0.00000000,0.26825376,0.21978916
-5.27363682,0.57676712,0.22443712,0.00583851,0.18478292,0.00000000,0.26269661,0.21931625
-5.26763382,0.57833516,0.22087591,0.00597634,0.18898891,0.00000000,0.25771359,0.21900237
-5.26163082,0.58040987,0.21757061,0.00610678,0.19337744,0.00000000,0.25331231,0.21878852
-5.25562781,0.58283852,0.21446765,0.00622657,0.19790628,0.00000000,0.24948614,0.21860899
-5.24962481,0.58547104,0.21150608,0.00633250,0.20254235,0.00000000,0.24621817,0.21839621
-5.24362181,0.58817276,0.20862227,0.00642166,0.20726584,0.00000000,0.24348574,0.21808595
-5.23761881,0.59083716,0.20575487,0.00649150,0.21207404,0.00000000,0.24126524,0.21762270
-5.23161581,0.59339767,0.20284980,0.00654002,0.21698460,0.00000000,0.23953677,0.21696480
-5.22561281,0.59583787,0.19986473,0.00656589,0.22203788,0.00000000,0.23828840,0.21608901
-5.21960980,0.59819915,0.19677314,0.00656855,0.22729819,0.00000000,0.23751952,0.21499433
-5.21360680,0.60058547,0.19356730,0.00654824,0.23285378,0.00000000,0.23724333,0.21370471
-5.20760380,0.60316465,0.19026038,0.00650608,0.23881537,0.00000000,0.23748810,0.21227056
-5.20160080,0.60616607,0.18688729,0.00644406,0.24531332,0.00000000,0.23829719,0.21076888
-5.19559780,0.60987484,0.18350443,0.00636496,0.25249340,0.00000000,0.23972789,0.20930212
-5.18959480,0.61462254,0.18018816,0.00627233,0.26051134,0.00000000,0.24184920,0.20799556
-5.18359180,0.62077509,0.17703231,0.00617037,0.26952644,0.00000000,0.24473870,0.20699361
-5.17758879,0.62871834,0.17414468,0.00606381,0.27969440,0.00000000,0.24847871,0.20645498
-5.17158579,0.63884196,0.17164291,0.00595779,0.29115984,0.00000000,0.25315228,0.20654704
-5.16558279,0.65152269,0.16964977,0.00585771,0.30404886,0.00000000,0.25883898,0.20743966
-5.15957979,0.66710759,0.16828823,0.00576909,0.31846188,0.00000000,0.26561110,0.20929868
-5.15357679,0.68589830,0.16767654,0.00569744,0.33446745,0.00000000,0.27353038,0.21227949
-5.14757379,0.70813690,0.16792355,0.00564813,0.35209692,0.00000000,0.28264550,0.21652077
-5.14157079,0.73399421,0.16912441,0.00562630,0.37134072,0.00000000,0.29299059,0.22213888
-5.13556778,0.76356093,0.17135691,0.00563676,0.39214603,0.00000000,0.30458474,0.22922293
-5.12956478,0.79684199,0.17467860,0.00568393,0.41441632,0.00000000,0.31743243,0.23783078
-5.12356178,0.83375419,0.17912465,0.00577181,0.43801243,0.00000000,0.33152499,0.24798614
