energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.83191596,7.72020313,0.01919801,1.06779399,0.02751677,0.00000000,6.13737177,2.32653775,0.11906463,2.92734657
-5.82591296,7.78822489,0.01905639,1.07638011,0.02771178,0.00000000,6.27255669,2.32180474,0.12295961,2.95331321
-5.81990995,7.84897402,0.01884523,1.08558747,0.02782475,0.00000000,6.39543711,2.31878808,0.12677318,2.97371929
-5.81390695,7.90078131,0.01857200,1.09491036,0.02785416,0.00000000,6.50322431,2.31725793,0.13045517,2.98822657
-5.80790395,7.94214907,0.01824596,1.10385212,0.02780015,0.00000000,6.59348075,2.31692769,0.13395635,2.99661485
-5.80190095,7.97179338,0.01787806,1.11193833,0.02766456,0.00000000,6.66418408,2.31746173,0.13722977,2.99878947
-5.79589795,7.98868018,0.01748078,1.11872864,0.02745086,0.00000000,6.71377655,2.31848590,0.14023198,2.99478499
-5.78989495,7.99205369,0.01706791,1.12382698,0.02716409,0.00000000,6.74119799,2.31960013,0.14292423,2.98476488
-5.78389195,7.98145588,0.01665430,1.12688986,0.02681069,0.00000000,6.74590174,2.32039267,0.14527342,2.96901696
-5.77788894,7.95673632,0.01625560,1.12763247,0.02639834,0.00000000,6.72785321,2.32045526,0.14725297,2.94794473
-5.77188594,7.91805165,0.01588794,1.12583267,0.02593572,0.00000000,6.68751164,2.31939839,0.14884337,2.92205469
-5.76588294,7.86585491,0.01556759,1.12133266,0.02543226,0.00000000,6.62579635,2.31686606,0.15003254,2.89194015
-5.75987994,7.80087485,0.01531058,1.11403864,0.02489785,0.00000000,6.54403928,2.31254904,0.15081592,2.85826206
-5.75387694,7.72408624,0.01513234,1.10391849,0.02434251,0.00000000,6.44392620,2.30619624,0.15119628,2.82172751
-5.74787394,7.63667234,0.01504729,1.09099778,0.02377615,0.00000000,6.32742935,2.29762336,0.15118331,2.78306689
-5.74187094,7.53998105,0.01506847,1.07535444,0.02320826,0.00000000,6.19673440,2.28671854,0.15079299,2.74301048
-5.73586793,7.43547664,0.01520712,1.05711238,0.02264766,0.00000000,6.05416494,2.27344473,0.15004674,2.70226550
-5.72986493,7.32468909,0.01547236,1.03643442,0.02210225,0.00000000,5.90210731,2.25783865,0.14897047,2.66149448
-5.72386193,7.20916297,0.01587083,1.01351487,0.02157889,0.00000000,5.74293865,2.24000638,0.14759348,2.62129591
-5.71785893,7.09040802,0.01640645,0.98857209,0.02108320,0.00000000,5.57896059,2.22011601,0.14594734,2.58218781
-5.71185593,6.96985333,0.01708014,0.96184125,0.02061954,0.00000000,5.41234061,2.19838755,0.14406479,2.54459500
-5.70585293,6.84880676,0.01788972,0.93356763,0.02019093,0.00000000,5.24506258,2.17508084,0.14197870,2.50884033
-5.69984992,6.72842113,0.01882984,0.90400045,0.01979913,0.00000000,5.07888770,2.15048196,0.13972107,2.47514026
-5.69384692,6.60966822,0.01989198,0.87338754,0.01944465,0.00000000,4.91532622,2.12488901,0.13732222,2.44360491
-5.68784392,6.49332140,0.02106460,0.84197076,0.01912691,0.00000000,4.75562020,2.09859789,0.13481020,2.41424223
-5.68184092,6.37994721,0.02233336,0.80998235,0.01884437,0.00000000,4.60073701,2.07188882,0.13221029,2.38696627
-5.67583792,6.26990599,0.02368145,0.77764203,0.01859465,0.00000000,4.45137294,2.04501448,0.12954476,2.36160888
-5.66983492,6.16336101,0.02509004,0.74515489,0.01837475,0.00000000,4.30796594,2.01819006,0.12683282,2.33793428
-5.66383192,6.06029571,0.02653874,0.71271013,0.01818123,0.00000000,4.17071656,1.99158600,0.12409076,2.31565585
-5.65782891,5.96053779,0.02800622,0.68048029,0.01801036,0.00000000,4.03961572,1.96532364,0.12133221,2.29445428
-5.65182591,5.86378908,0.02947082,0.64862128,0.01785831,0.00000000,3.91447812,1.93947392,0.11856855,2.27399623
-5.64582291,5.76965967,0.03091125,0.61727276,0.01772131,0.00000000,3.79497983,1.91405928,0.11580942,2.25395283
-5.63981991,5.67770487,0.03230719,0.58655918,0.01759573,0.00000000,3.68069889,1.88905852,0.11306327,2.23401700
-5.63381691,5.58746331,0.03363995,0.55659107,0.01747824,0.00000000,3.57115755,1.86441434,0.11033787,2.21391910
-5.62781391,5.49849460,0.03489308,0.52746685,0.01736590,0.00000000,3.46586500,1.84004317,0.10764085,2.19344017
-5.62181091,5.41041510,0.03605285,0.49927486,0.01725616,0.00000000,3.36435934,1.81584671,0.10498010,2.17242236
-5.61580790,5.32293050,0.03710866,0.47209566,0.01714697,0.00000000,3.26624785,1.79172453,0.10236411,2.15077621
-5.60980490,5.23586398,0.03805330,0.44600458,0.01703676,0.00000000,3.17124456,1.76758729,0.09980218,2.12848466
-5.60380190,5.14917926,0.03888316,0.42107434,0.01692448,0.00000000,3.07920419,1.74336962,0.09730446,2.10560392
-5.59779890,5.06299789,0.03959820,0.39737781,0.01680956,0.00000000,2.99015176,1.71904245,0.09488189,2.08226126
-5.59179590,4.97761068,0.04020185,0.37499063,0.01669195,0.00000000,2.90430717,1.69462398,0.09254602,2.05865025
-5.58579290,4.89348322,0.04070074,0.35399382,0.01657204,0.00000000,2.82210414,1.67018903,0.09030869,2.03502394
-5.57978989,4.81125606,0.04110435,0.33447609,0.01645073,0.00000000,2.74420316,1.64587650,0.08818166,2.01168653
-5.57378689,4.73173989,0.04142452,0.31653593,0.01632938,0.00000000,2.67149790,1.62189468,0.08617622,1.98898426
-5.56778389,4.65590672,0.04167495,0.30028316,0.01620978,0.00000000,2.60511493,1.59852436,0.08430276,1.96729611
-5.56178089,4.58487758,0.04187054,0.28584006,0.01609423,0.00000000,2.54640646,1.57611982,0.08257036,1.94702507
-5.55577789,4.51990771,0.04202686,0.27334185,0.01598545,0.00000000,2.49693595,1.55510772,0.08098652,1.92859021
-5.54977489,4.46236982,0.04215948,0.26293641,0.01588670,0.00000000,2.45845648,1.53598403,0.07955693,1.91242025
-5.54377189,4.41373568,0.04228345,0.25478335,0.01580167,0.00000000,2.43288185,1.51930914,0.07828535,1.89894851
-5.53776888,4.37555654,0.04241274,0.24905210,0.01573458,0.00000000,2.42225050,1.50570119,0.07717365,1.88860945
-5.53176588,4.34944196,0.04255981,0.24591919,0.01569012,0.00000000,2.42868218,1.49582774,0.07622198,1.88183635
-5.52576288,4.33703689,0.04273525,0.24556459,0.01567345,0.00000000,2.45432781,1.49039569,0.07542901,1.87906003
-5.51975988,4.33999637,0.04294748,0.24816715,0.01569014,0.00000000,2.50131275,1.49013947,0.07479231,1.88070770
-5.51375688,4.35995706,0.04320260,0.25389915,0.01574611,0.00000000,2.57167411,1.49580732,0.07430880,1.88720160
-5.50775388,4.39850487,0.04350427,0.26292000,0.01584751,0.00000000,2.66729295,1.50814564,0.07397514,1.89895650
-5.50175088,4.45713802,0.04385370,0.27536928,0.01600062,0.00000000,2.78982241,1.52788118,0.07378820,1.91637545
-5.49574787,4.53722511,0.04424974,0.29135915,0.01621166,0.00000000,2.94061338,1.55570121,0.07374543,1.93984326
-5.48974487,4.63995797,0.04468897,0.31096643,0.01648657,0.00000000,3.12063940,1.59223155,0.07384512,1.96971707
-5.48374187,4.76629981,0.04516589,0.33422448,0.01683084,0.00000000,3.33042312,1.63801297,0.07408653,2.00631407
-5.47773887,4.91692954,0.04567317,0.36111525,0.01724920,0.00000000,3.56996682,1.69347606,0.07446990,2.04989622
-5.47173587,5.09218374,0.04620185,0.39156181,0.01774540,0.00000000,3.83868978,1.75891544,0.07499626,2.10065230
-5.46573287,5.29199838,0.04674162,0.42542162,0.01832191,0.00000000,4.13537567,1.83446404,0.07566705,2.15867799
-5.45972986,5.51585301,0.04728111,0.46248106,0.01897967,0.00000000,4.45813289,1.92006843,0.07648367,2.22395487
-5.45372686,5.76272027,0.04780816,0.50245146,0.01971788,0.00000000,4.80437100,2.01546654,0.07744677,2.29632931
-5.44772386,6.03102411,0.04831008,0.54496704,0.02053373,0.00000000,5.17079592,2.12016872,0.07855562,2.37549267
-5.44172086,6.31861001,0.04877398,0.58958510,0.02142231,0.00000000,5.55342609,2.23344388,0.07980722,2.46096403
-5.43571786,6.62273031,0.04918695,0.63578869,0.02237648,0.00000000,5.94763144,2.35431151,0.08119564,2.55207693
-5.42971486,6.94004740,0.04953642,0.68299191,0.02338681,0.00000000,6.34819576,2.48154099,0.08271122,2.64797131
-5.42371186,7.26665698,0.04981030,0.73054801,0.02444168,0.00000000,6.74940252,2.61365897,0.08433999,2.74759172
-5.41770885,7.59813253,0.04999731,0.77776011,0.02552736,0.00000000,7.14514290,2.74896529,0.08606324,2.84969268
-5.41170585,7.92959154,0.05008713,0.82389455,0.02662824,0.00000000,7.52904380,2.88555782,0.08785723,2.95285167
-5.40570285,8.25578265,0.05007061,0.86819635,0.02772709,0.00000000,7.89461255,3.02136587,0.08969321,3.05548987
-5.39969985,8.57119197,0.04993995,0.90990663,0.02880542,0.00000000,8.23539395,3.15419157,0.09153764,3.15590042
-5.39369685,8.87016579,0.04968885,0.94828120,0.02984391,0.00000000,8.54513465,3.28175820,0.09335261,3.25228356
-5.38769385,9.14704567,0.04931259,0.98260984,0.03082284,0.00000000,8.81794905,3.40176392,0.09509667,3.34278753
-5.38169085,9.39631161,0.04880816,1.01223554,0.03172263,0.00000000,9.04848060,3.51193920,0.09672568,3.42555404
-5.37568784,9.61272789,0.04817426,1.03657292,0.03252433,0.00000000,9.23205242,3.61010587,0.09819399,3.49876655
-5.36968484,9.79148614,0.04741133,1.05512514,0.03321012,0.00000000,9.36480118,3.69423564,0.09945571,3.56069960
-5.36368184,9.92834019,0.04652154,1.06749860,0.03376383,0.00000000,9.44378893,3.76250587,0.10046606,3.60976738
-5.35767884,10.01972724,0.04550868,1.07341473,0.03417137,0.00000000,9.46708820,3.81335032,0.10118278,3.64456951
-5.35167584,10.06287066,0.04437812,1.07271845,0.03442114,0.00000000,9.43383685,3.84550315,0.10156748,3.66393237
-5.34567284,10.05586027,0.04313666,1.06538287,0.03450437,0.00000000,9.34426046,3.85803422,0.10158693,3.66694418
-5.33966983,9.99770700,0.04179238,1.05151000,0.03441533,0.00000000,9.19966128,3.85037448,0.10121416,3.65298268
-5.33366683,9.88836994,0.04035450,1.03132746,0.03415151,0.00000000,9.00237426,3.82233056,0.10042944,3.62173418
-5.32766383,9.72875483,0.03883317,1.00518125,0.03371367,0.00000000,8.75569212,3.77408806,0.09922099,3.57320336
-5.32166083,9.52068439,0.03723933,0.97352496,0.03310581,0.00000000,8.46376270,3.70620355,0.09758536,3.50771357
-5.31565783,9.26684202,0.03558449,0.93690586,0.03233504,0.00000000,8.13146279,3.61958575,0.09552772,3.42589759
-5.30965483,8.97069135,0.03388056,0.89594837,0.03141134,0.00000000,7.76425381,3.51546693,0.09306164,3.32867950
-5.30365183,8.63637506,0.03213965,0.85133569,0.03034729,0.00000000,7.36802502,3.39536557,0.09020879,3.21724828
-5.29764882,8.26859734,0.03037396,0.80379032,0.02915768,0.00000000,6.94893056,3.26104208,0.08699831,3.09302444
-5.29164582,7.87249437,0.02859555,0.75405417,0.02785911,0.00000000,6.51322634,3.11444918,0.08346590,2.95762090
-5.28564282,7.45349806,0.02681622,0.70286911,0.02646952,0.00000000,6.06711277,2.95767900,0.07965285,2.81279972
-5.27963982,7.01719779,0.02504739,0.65095856,0.02500775,0.00000000,5.61658856,2.79290874,0.07560485,2.66042626
-5.27363682,6.56920505,0.02329996,0.59901091,0.02349304,0.00000000,5.16732028,2.62234681,0.07137070,2.50242251
-5.26763382,6.11502542,0.02158419,0.54766499,0.02194458,0.00000000,4.72453118,2.44818126,0.06700102,2.34072110
-5.26163082,5.65994167,0.01990962,0.49749833,0.02038106,0.00000000,4.29291200,2.27253199,0.06254695,2.17722155
-5.25562781,5.20891124,0.01828496,0.44901818,0.01882031,0.00000000,3.87655516,2.09740816,0.05805886,2.01375011
-5.24962481,4.76648051,0.01671805,0.40265551,0.01727895,0.00000000,3.47891285,1.92467173,0.05358526,1.85202425
-5.24362181,4.33671747,0.01521573,0.35876197,0.01577207,0.00000000,3.10277834,1.75600802,0.04917168,1.69362284
-5.23761881,3.92316374,0.01378388,0.31760966,0.01431307,0.00000000,2.75028916,1.59290358,0.04485987,1.53996241
-5.23161581,3.52880577,0.01242732,0.27939339,0.01291346,0.00000000,2.42294987,1.43663156,0.04068706,1.39228014
-5.22561281,3.15606484,0.01114983,0.24423521,0.01158280,0.00000000,2.12167168,1.28824446,0.03668543,1.25162342
-5.21960980,2.80680438,0.00995412,0.21219076,0.01032868,0.00000000,1.84682577,1.14857384,0.03288182,1.11884598
-5.21360680,2.48235297,0.00884190,0.18325705,0.00915672,0.00000000,1.59830691,1.01823637,0.02929755,0.99461021
-5.20760380,2.18354088,0.00781387,0.15738114,0.00807071,0.00000000,1.37560414,0.89764550,0.02594848,0.87939505
-5.20160080,1.91074758,0.00686980,0.13446954,0.00707268,0.00000000,1.17787509,0.78702781,0.02284518,0.77350877
-5.19559780,1.66395783,0.00600860,0.11439760,0.00616312,0.00000000,1.00402112,0.68644317,0.01999324,0.67710585
-5.18959480,1.44282366,0.00522840,0.09701890,0.00534113,0.00000000,0.85276049,0.59580757,0.01739374,0.59020698
-5.18359180,1.24672966,0.00452668,0.08217409,0.00460466,0.00000000,0.72269738,0.51491777,0.01504372,0.51272130
-5.17758879,1.07485922,0.00390036,0.06969897,0.00395072,0.00000000,0.61238491,0.44347678,0.01293680,0.44446991
-5.17158579,0.92625937,0.00334592,0.05943182,0.00337560,0.00000000,0.52038079,0.38111922,0.01106374,0.38520975
-5.16558279,0.79990239,0.00285954,0.05121955,0.00287506,0.00000000,0.44529466,0.32743582,0.00941310,0.33465694
-5.15957979,0.69474228,0.00243722,0.04492278,0.00244456,0.00000000,0.38582648,0.28199637,0.00797182,0.29250882
-5.15357679,0.60976465,0.00207490,0.04041980,0.00207946,0.00000000,0.34079575,0.24437044,0.00672581,0.25846396
-5.14757379,0.54402887,0.00176856,0.03760931,0.00177513,0.00000000,0.30916162,0.21414541,0.00566043,0.23223948
-5.14157079,0.49670156,0.00151434,0.03641193,0.00152711,0.00000000,0.29003409,0.19094144,0.00476101,0.21358522
-5.13556778,0.46708053,0.00130863,0.03677074,0.00133125,0.00000000,0.28267678,0.17442300,0.00401322,0.20229432
-5.12956478,0.45460902,0.00114812,0.03865053,0.00118373,0.00000000,0.28650182,0.16430684,0.00340339,0.19820981
-5.12356178,0.45887977,0.00102988,0.04203624,0.00108119,0.00000000,0.30105767,0.16036623,0.00291877,0.20122716
-5.11755878,0.47962912,0.00095141,0.04693027,0.00102069,0.00000000,0.32601044,0.16243147,0.00254774,0.21129257
-5.11155578,0.51672125,0.00091059,0.05334904,0.00099975,0.00000000,0.36111988,0.17038667,0.00227985,0.22839712
-5.10555278,0.57012331,0.00090575,0.06131874,0.00101631,0.00000000,0.40621078,0.18416308,0.00210592,0.25256688
-5.09954977,0.63987198,0.00093558,0.07087040,0.00106870,0.00000000,0.46114096,0.20372905,0.00201800,0.28384934
-5.09354677,0.72603270,0.00099916,0.08203451,0.00115554,0.00000000,0.52576694,0.22907704,0.00200930,0.32229651
-5.08754377,0.82865284,0.00109581,0.09483520,0.00127571,0.00000000,0.59990861,0.26020816,0.00207405,0.36794534
-5.08154077,0.94771058,0.00122507,0.10928426,0.00142822,0.00000000,0.68331405,0.29711462,0.00220739,0.42079618
-5.07553777,1.08306128,0.00138661,0.12537516,0.00161208,0.00000000,0.77562610,0.33976101,0.00240514,0.48079005
-5.06953477,1.23438373,0.00158010,0.14307735,0.00182627,0.00000000,0.87635194,0.38806481,0.00266364,0.54778581
-5.06353177,1.40112855,0.00180512,0.16233093,0.00206956,0.00000000,0.98483716,0.44187731,0.00297951,0.62153828
-5.05752876,1.58247150,0.00206107,0.18304220,0.00234042,0.00000000,1.10024567,0.50096559,0.00334947,0.70167835
-5.05152576,1.77727408,0.00234704,0.20508004,0.00263696,0.00000000,1.22154664,0.56499663,0.00377015,0.78769643
-5.04552276,1.98405426,0.00266176,0.22827363,0.00295682,0.00000000,1.34750965,0.63352450,0.00423788,0.87893025
-5.03951976,2.20096954,0.00300350,0.25241151,0.00329711,0.00000000,1.47670870,0.70598144,0.00474863,0.97455811
-5.03351676,2.42581445,0.00337005,0.27724236,0.00365441,0.00000000,1.60753558,0.78167379,0.00529784,1.07359843
-5.02751376,2.65603409,0.00375866,0.30247738,0.00402470,0.00000000,1.73822280,0.85978333,0.00588043,1.17491647
-5.02151076,2.88875478,0.00416609,0.32779460,0.00440347,0.00000000,1.86687559,0.93937460,0.00649079,1.27723840
-5.01550775,3.12083183,0.00458865,0.35284485,0.00478569,0.00000000,1.99151233,1.01940836,0.00712286,1.37917298
-5.00950475,3.34891427,0.00502229,0.37725945,0.00516596,0.00000000,2.11011211,1.09876128,0.00777030,1.47924060
-5.00350175,3.56952478,0.00546270,0.40065935,0.00553859,0.00000000,2.22066790,1.17625138,0.00842664,1.57590902
-4.99749875,3.77915293,0.00590552,0.42266545,0.00589777,0.00000000,2.32124330,1.25066878,0.00908560,1.66763475
-4.99149575,3.97435845,0.00634651,0.44290975,0.00623773,0.00000000,2.41003070,1.32081060,0.00974134,1.75290890
-4.98549275,4.15188096,0.00678181,0.46104701,0.00655292,0.00000000,2.48540838,1.38551892,0.01038892,1.83030569
-4.97948974,4.30875192,0.00720813,0.47676621,0.00683823,0.00000000,2.54599426,1.44372035,0.01102457,1.89853178
-4.97348674,4.44240405,0.00762308,0.48980167,0.00708917,0.00000000,2.59069384,1.49446554,0.01164619,1.95647455
-4.96748374,4.55077367,0.00802540,0.49994300,0.00730207,0.00000000,2.61874019,1.53696700,0.01225371,2.00324694
-4.96148074,4.63239119,0.00841521,0.50704369,0.00747429,0.00000000,2.62972424,1.57063338,0.01284942,2.03822725
-4.95547774,4.68645559,0.00879421,0.51102776,0.00760433,0.00000000,2.62361395,1.59509878,0.01343838,2.06109160
-4.94947474,4.71288906,0.00916591,0.51189428,0.00769202,0.00000000,2.60076135,1.61024545,0.01402857,2.07183782
-4.94347174,4.71236911,0.00953569,0.50971930,0.00773855,0.00000000,2.56189730,1.61621876,0.01463113,2.07079927
-4.93746873,4.68633580,0.00991093,0.50465530,0.00774660,0.00000000,2.50811397,1.61343354,0.01526035,2.05864783
-4.93146573,4.63697358,0.01030091,0.49692796,0.00772028,0.00000000,2.44083586,1.60257122,0.01593362,2.03638571
-4.92546273,4.56716740,0.01071676,0.48683035,0.00766514,0.00000000,2.36178060,1.58456765,0.01667118,2.00532599
-4.91945973,4.48043467,0.01117123,0.47471484,0.00758807,0.00000000,2.27291113,1.56059184,0.01749576,1.96706256
-4.91345673,4.38083491,0.01167842,0.46098291,0.00749715,0.00000000,2.17638116,1.53201627,0.01843208,1.92343035
-4.90745373,4.27286042,0.01225339,0.44607325,0.00740154,0.00000000,2.07447619,1.50037967,0.01950615,1.87645714
-4.90145073,4.16131149,0.01291169,0.43044866,0.00731119,0.00000000,1.96955210,1.46734370,0.02074447,1.82830865
-4.89544772,4.05116063,0.01366885,0.41458219,0.00723667,0.00000000,1.86397377,1.43464484,0.02217316,1.78122869
-4.88944472,3.94741032,0.01453977,0.39894300,0.00718887,0.00000000,1.76005554,1.40404329,0.02381691,1.73747635
-4.88344172,3.85494905,0.01553812,0.38398248,0.00717871,0.00000000,1.66000556,1.37727056,0.02569796,1.69926240
-4.87743872,3.77841044,0.01667572,0.37012108,0.00721687,0.00000000,1.56587551,1.35597751,0.02783502,1.66868674
-4.87143572,3.72203978,0.01796188,0.35773635,0.00731350,0.00000000,1.47951685,1.34168463,0.03024219,1.64767894
-4.86543272,3.68957223,0.01940290,0.34715248,0.00747790,0.00000000,1.40254468,1.33573596,0.03292802,1.63794371
-4.85942971,3.68412619,0.02100149,0.33863170,0.00771827,0.00000000,1.33630957,1.33925836,0.03589463,1.64091273
-4.85342671,3.70811513,0.02275644,0.33236786,0.00804145,0.00000000,1.28187774,1.35312713,0.03913702,1.65770435
-4.84742371,3.76318001,0.02466234,0.32848214,0.00845273,0.00000000,1.24001948,1.37793908,0.04264252,1.68909226
-4.84142071,3.85014450,0.02670939,0.32702129,0.00895562,0.00000000,1.21120548,1.41399384,0.04639060,1.73548392
-4.83541771,3.96899378,0.02888351,0.32795803,0.00955174,0.00000000,1.19561068,1.46128395,0.05035278,1.79690940
-4.82941471,4.11887765,0.03116652,0.33119392,0.01024075,0.00000000,1.19312502,1.51949380,0.05449296,1.87302090
-4.82341171,4.29813751,0.03353649,0.33656423,0.01102028,0.00000000,1.20337036,1.58800772,0.05876800,1.96310297
-4.81740870,4.50435650,0.03596838,0.34384487,0.01188601,0.00000000,1.22572277,1.66592656,0.06312848,2.06609315
-4.81140570,4.73443111,0.03843467,0.35276092,0.01283167,0.00000000,1.25933945,1.75209268,0.06751989,2.18061242
-4.80540270,4.98466220,0.04090628,0.36299663,0.01384929,0.00000000,1.30318950,1.84512216,0.07188390,2.30500464
-4.79939970,5.25086249,0.04335347,0.37420643,0.01492932,0.00000000,1.35608755,1.94344356,0.07615986,2.43738375
-4.79339670,5.52847733,0.04574693,0.38602658,0.01606091,0.00000000,1.41672958,2.04534187,0.08028647,2.57568738
-4.78739370,5.81271483,0.04805880,0.39808720,0.01723221,0.00000000,1.48373002,2.14900635,0.08420343,2.71773502
-4.78139070,6.09868122,0.05026369,0.41002414,0.01843066,0.00000000,1.55565920,2.25258069,0.08785312,2.86128907
-4.77538769,6.38151701,0.05233970,0.42149035,0.01964339,0.00000000,1.63108040,2.35421400,0.09118223,3.00411648
-4.76938469,6.65652925,0.05426922,0.43216644,0.02085753,0.00000000,1.70858554,2.45211078,0.09414323,3.14404911
-4.76338169,6.91931563,0.05603962,0.44176998,0.02206057,0.00000000,1.78682866,2.54457853,0.09669560,3.27904043
-4.75737869,7.16587601,0.05764378,0.45006336,0.02324067,0.00000000,1.86455640,2.63007111,0.09880690,3.40721672
-4.75137569,7.39270767,0.05908030,0.45685982,0.02438695,0.00000000,1.94063461,2.70722672,0.10045346,3.52692080
-4.74537269,7.59688103,0.06035351,0.46202769,0.02548977,0.00000000,2.01407050,2.77489916,0.10162081,3.63674688
-4.73936968,7.77609362,0.06147322,0.46549245,0.02654083,0.00000000,2.08402968,2.83218147,0.10230380,3.73556523
-4.73336668,7.92870062,0.06245421,0.46723684,0.02753334,0.00000000,2.14984773,2.87842129,0.10250637,3.82253602
-4.72736368,8.05372170,0.06331544,0.46729891,0.02846205,0.00000000,2.21103599,2.91322770,0.10224101,3.89711207
-4.72136068,8.15082470,0.06407910,0.46576822,0.02932320,0.00000000,2.26728163,2.93646952,0.10152807,3.95903089
-4.71535768,8.22028767,0.06476941,0.46278031,0.03011449,0.00000000,2.31844204,2.94826559,0.10039471,4.00829664
-4.70935468,8.26294193,0.06541142,0.45850982,0.03083484,0.00000000,2.36453412,2.94896768,0.09887380,4.04515345
-4.70335168,8.28009941,0.06602958,0.45316247,0.03148427,0.00000000,2.40571876,2.93913698,0.09700266,4.07005168
-4.69734867,8.27346825,0.06664646,0.44696627,0.03206364,0.00000000,2.44228155,2.91951561,0.09482180,4.08360902
-4.69134567,8.24506099,0.06728141,0.44016241,0.03257441,0.00000000,2.47461039,2.89099432,0.09237359,4.08656880
-4.68534267,8.19709980,0.06794943,0.43299611,0.03301840,0.00000000,2.50317110,2.85457798,0.08970106,4.07975740
-4.67933967,8.13192320,0.06866019,0.42570786,0.03339752,0.00000000,2.52848187,2.81135030,0.08684680,4.06404316
-4.67333667,8.05189827,0.06941725,0.41852536,0.03371361,0.00000000,2.55108777,2.76243912,0.08385195,4.04029868
-4.66733367,7.95934179,0.07021763,0.41165642,0.03396825,0.00000000,2.57153607,2.70898357,0.08075539,4.00936803
-4.66133067,7.85645322,0.07105163,0.40528312,0.03416261,0.00000000,2.59035327,2.65210422,0.07759309,3.97204029
-4.65532766,7.74526142,0.07190300,0.39955732,0.03429741,0.00000000,2.60802463,2.59287687,0.07439764,3.92903016
-4.64932466,7.62758616,0.07274941,0.39459767,0.03437288,0.00000000,2.62497664,2.53231066,0.07119797,3.88096604
-4.64332166,7.50501469,0.07356324,0.39048813,0.03438880,0.00000000,2.64156291,2.47133086,0.06801918,3.82838544
