energy_ev,total_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-3.25062531,1.84039134,0.16020336,1.46659526,0.45345766,0.00000000,0.01548287,0.07703712,0.00725861,0.15673607
-3.24462231,1.80993135,0.15069979,1.45152469,0.44397473,0.00000000,0.01479099,0.07366202,0.00712714,0.14924156
-3.23861931,1.77933403,0.14116315,1.43579648,0.43455169,0.00000000,0.01407939,0.07039667,0.00706206,0.14185136
-3.23261631,1.74899211,0.13172452,1.41961597,0.42525451,0.00000000,0.01335617,0.06728544,0.00707266,0.13466039
-3.22661331,1.71927036,0.12250960,1.40318691,0.41612218,0.00000000,0.01262872,0.06436891,0.00716732,0.12775743
-3.22061031,1.69051023,0.11363593,1.38671812,0.40716939,0.00000000,0.01190361,0.06168298,0.00735329,0.12122374
-3.21460730,1.66303820,0.10521083,1.37043259,0.39839053,0.00000000,0.01118656,0.05925841,0.00763653,0.11513221
-3.20860430,1.63717676,0.09732977,1.35457807,0.38976440,0.00000000,0.01048243,0.05712065,0.00802155,0.10954701
-3.20260130,1.61325638,0.09007553,1.33943783,0.38125936,0.00000000,0.00979523,0.05528985,0.00851119,0.10452361
-3.19659830,1.59162704,0.08351767,1.32534027,0.37283846,0.00000000,0.00912823,0.05378119,0.00910656,0.10010909
-3.19059530,1.57266791,0.07771258,1.31266631,0.36446417,0.00000000,0.00848397,0.05260523,0.00980681,0.09634268
-3.18459230,1.55679372,0.07270377,1.30185322,0.35610250,0.00000000,0.00786438,0.05176851,0.01060908,0.09325637
-3.17858929,1.54445686,0.06852246,1.29339426,0.34772609,0.00000000,0.00727089,0.05127403,0.01150841,0.09087553
-3.17258629,1.53614458,0.06518830,1.28783334,0.33931640,0.00000000,0.00670446,0.05112182,0.01249768,0.08921955
-3.16658329,1.53237075,0.06271011,1.28575446,0.33086471,0.00000000,0.00616573,0.05130951,0.01356761,0.08830218
-3.16058029,1.53366232,0.06108669,1.28776609,0.32237216,0.00000000,0.00565504,0.05183272,0.01470688,0.08813190
-3.15457729,1.54054091,0.06030750,1.29448073,0.31384879,0.00000000,0.00517251,0.05268548,0.01590217,0.08871196
-3.14857429,1.55350021,0.06035322,1.30649048,0.30531194,0.00000000,0.00471809,0.05386048,0.01713844,0.09004027
-3.14257129,1.57298043,0.06119626,1.32433963,0.29678406,0.00000000,0.00429160,0.05534932,0.01839912,0.09210914
-3.13656828,1.59934082,0.06280109,1.34849549,0.28829030,0.00000000,0.00389272,0.05714256,0.01966648,0.09490487
-3.13056528,1.63283206,0.06512442,1.37931889,0.27985609,0.00000000,0.00352105,0.05922980,0.02092202,0.09840716
-3.12456228,1.67356981,0.06811543,1.41703590,0.27150487,0.00000000,0.00317607,0.06159960,0.02214689,0.10258861
-3.11855928,1.72151097,0.07171584,1.46171216,0.26325621,0.00000000,0.00285717,0.06423942,0.02332240,0.10741404
-3.11255628,1.77643428,0.07586004,1.51323152,0.25512449,0.00000000,0.00256363,0.06713538,0.02443046,0.11284006
-3.10655328,1.83792614,0.08047535,1.57128001,0.24711806,0.00000000,0.00229465,0.07027212,0.02545412,0.11881459
-3.10055028,1.90537315,0.08548230,1.63533648,0.23923911,0.00000000,0.00204929,0.07363253,0.02637803,0.12527665
-3.09454727,1.97796159,0.09079517,1.70467065,0.23148403,0.00000000,0.00182652,0.07719742,0.02718885,0.13215630
-3.08854427,2.05468475,0.09632271,1.77834903,0.22384429,0.00000000,0.00162524,0.08094528,0.02787565,0.13937485
-3.08254127,2.13435780,0.10196910,1.85524900,0.21630772,0.00000000,0.00144424,0.08485187,0.02843015,0.14684529
-3.07653827,2.21564017,0.10763513,1.93408072,0.20885998,0.00000000,0.00128224,0.08888999,0.02884695,0.15447311
-3.07053527,2.29706472,0.11321970,2.01341637,0.20148618,0.00000000,0.00113791,0.09302913,0.02912360,0.16215727
-3.06453227,2.37707281,0.11862147,2.09172585,0.19417241,0.00000000,0.00100989,0.09723523,0.02926062,0.16979156
-3.05852926,2.45405416,0.12374077,2.16741759,0.18690717,0.00000000,0.00089682,0.10147056,0.02926132,0.17726616
-3.05252626,2.52638995,0.12848151,2.23888310,0.17968251,0.00000000,0.00079733,0.10569364,0.02913170,0.18446948
-3.04652326,2.59249767,0.13275333,2.30454354,0.17249486,0.00000000,0.00071011,0.10985933,0.02888004,0.19129014
-3.04052026,2.65087615,0.13647361,2.36289653,0.16534549,0.00000000,0.00063390,0.11391912,0.02851667,0.19761914
-3.03451726,2.70014888,0.13956941,2.41256140,0.15824066,0.00000000,0.00056750,0.11782155,0.02805346,0.20335214
-3.02851426,2.73910423,0.14197929,2.45232097,0.15119138,0.00000000,0.00050982,0.12151293,0.02750350,0.20839167
-3.02251126,2.76673083,0.14365478,2.48115845,0.14421292,0.00000000,0.00045986,0.12493820,0.02688062,0.21264941
-3.01650825,2.78224706,0.14456165,2.49828783,0.13732410,0.00000000,0.00041674,0.12804200,0.02619897,0.21604830
-3.01050525,2.78512327,0.14468070,2.50317670,0.13054643,0.00000000,0.00037969,0.13077001,0.02547270,0.21852443
-3.00450225,2.77509629,0.14400818,2.49556065,0.12390317,0.00000000,0.00034808,0.13307034,0.02471558,0.22002880
-2.99849925,2.75217543,0.14255574,2.47544885,0.11741838,0.00000000,0.00032136,0.13489507,0.02394076,0.22052859
-2.99249625,2.71664013,0.14035000,2.44312066,0.11111609,0.00000000,0.00029913,0.13620180,0.02316053,0.22000821
-2.98649325,2.66902927,0.13743161,2.39911366,0.10501944,0.00000000,0.00028108,0.13695520,0.02238620,0.21846982
-2.98049025,2.61012278,0.13385400,2.34420363,0.09915009,0.00000000,0.00026700,0.13712842,0.02162797,0.21593346
-2.97448724,2.54091633,0.12968172,2.27937765,0.09352767,0.00000000,0.00025680,0.13670429,0.02089491,0.21243669
-2.96848424,2.46259011,0.12498859,2.20580128,0.08816946,0.00000000,0.00025044,0.13567631,0.02019495,0.20803375
-2.96248124,2.37647303,0.11985558,2.12478145,0.08309006,0.00000000,0.00024798,0.13404930,0.01953488,0.20279424
-2.95647824,2.28400375,0.11436864,2.03772652,0.07830139,0.00000000,0.00024952,0.13183965,0.01892047,0.19680147
-2.95047524,2.18668987,0.10861643,1.94610502,0.07381252,0.00000000,0.00025525,0.12907521,0.01835645,0.19015032
-2.94447224,2.08606689,0.10268820,1.85140470,0.06962978,0.00000000,0.00026540,0.12579475,0.01784659,0.18294491
-2.93846923,1.98365831,0.09667167,1.75509332,0.06575679,0.00000000,0.00028024,0.12204706,0.01739377,0.17529592
-2.93246623,1.88093824,0.09065121,1.65858239,0.06219450,0.00000000,0.00030009,0.11788969,0.01700002,0.16731794
-2.92646323,1.77929758,0.08470619,1.56319521,0.05894130,0.00000000,0.00032532,0.11338730,0.01666657,0.15912664
-2.92046023,1.68001495,0.07890962,1.47013970,0.05599307,0.00000000,0.00035633,0.10860998,0.01639383,0.15083608
-2.91445723,1.58423287,0.07332711,1.38048708,0.05334330,0.00000000,0.00039355,0.10363119,0.01618150,0.14255616
-2.90845423,1.49294006,0.06801613,1.29515635,0.05098312,0.00000000,0.00043746,0.09852587,0.01602855,0.13439031
-2.90245123,1.40695968,0.06302556,1.21490498,0.04890143,0.00000000,0.00048858,0.09336839,0.01593331,0.12643350
-2.89644822,1.32694402,0.05839555,1.14032548,0.04708504,0.00000000,0.00054745,0.08823085,0.01589351,0.11877066
-2.89044522,1.25337496,0.05415764,1.07184754,0.04551885,0.00000000,0.00061465,0.08318135,0.01590641,0.11147549
-2.88444222,1.18657003,0.05033506,1.00974514,0.04418609,0.00000000,0.00069079,0.07828273,0.01596889,0.10460972
-2.87843922,1.12669331,0.04694327,0.95414797,0.04306865,0.00000000,0.00077649,0.07359150,0.01607766,0.09822280
-2.87243622,1.07377027,0.04399062,0.90505620,0.04214739,0.00000000,0.00087238,0.06915716,0.01622937,0.09235207
-2.86643322,1.02770577,0.04147904,0.86235770,0.04140266,0.00000000,0.00097909,0.06502185,0.01642086,0.08702324
-2.86043022,0.98830399,0.03940481,0.82584684,0.04081471,0.00000000,0.00109720,0.06122030,0.01664938,0.08225121
-2.85442721,0.95528937,0.03775938,0.79524374,0.04036424,0.00000000,0.00122727,0.05778008,0.01691276,0.07804118
-2.84842421,0.92832743,0.03653003,0.77021329,0.04003294,0.00000000,0.00136976,0.05472210,0.01720963,0.07438986
-2.84242121,0.90704461,0.03570053,0.75038285,0.03980399,0.00000000,0.00152502,0.05206123,0.01753958,0.07128687
-2.83641821,0.89104620,0.03525175,0.73535832,0.03966254,0.00000000,0.00169327,0.04980703,0.01790331,0.06871608
-2.83041521,0.87993168,0.03516205,0.72473769,0.03959618,0.00000000,0.00187458,0.04796455,0.01830263,0.06665687
-2.82441221,0.87330713,0.03540768,0.71812200,0.03959529,0.00000000,0.00206879,0.04653503,0.01874051,0.06508538
-2.81840920,0.87079421,0.03596303,0.71512345,0.03965329,0.00000000,0.00227555,0.04551658,0.01922098,0.06397549
-2.81240620,0.87203585,0.03680080,0.71537070,0.03976689,0.00000000,0.00249426,0.04490461,0.01974897,0.06329960
-2.80640320,0.87669882,0.03789210,0.71851152,0.03993615,0.00000000,0.00272407,0.04469223,0.02033008,0.06302931
-2.80040020,0.88447337,0.03920654,0.72421324,0.04016459,0.00000000,0.00296387,0.04487041,0.02097026,0.06313578
-2.79439720,0.89507068,0.04071235,0.73216144,0.04045909,0.00000000,0.00321232,0.04542788,0.02167548,0.06358994
-2.78839420,0.90821866,0.04237644,0.74205738,0.04082991,0.00000000,0.00346786,0.04635108,0.02245131,0.06436257
-2.78239120,0.92365682,0.04416459,0.75361486,0.04129062,0.00000000,0.00372873,0.04762376,0.02330250,0.06542429
-2.77638819,0.94113107,0.04604171,0.76655703,0.04185809,0.00000000,0.00399303,0.04922674,0.02423257,0.06674544
-2.77038519,0.96038904,0.04797219,0.78061381,0.04255250,0.00000000,0.00425876,0.05113743,0.02524344,0.06829598
-2.76438219,0.98117663,0.04992037,0.79552028,0.04339748,0.00000000,0.00452387,0.05332959,0.02633505,0.07004547
-2.75837919,1.00323628,0.05185109,0.81101646,0.04442036,0.00000000,0.00478634,0.05577304,0.02750511,0.07196313
-2.75237619,1.02630737,0.05373044,0.82684872,0.04565247,0.00000000,0.00504421,0.05843358,0.02874893,0.07401796
-2.74637319,1.05012881,0.05552647,0.84277278,0.04712969,0.00000000,0.00529567,0.06127314,0.03005933,0.07617913
-2.74037019,1.07444396,0.05721007,0.85855837,0.04889302,0.00000000,0.00553909,0.06425002,0.03142664,0.07841642
-2.73436718,1.09900755,0.05875584,0.87399523,0.05098939,0.00000000,0.00577305,0.06731954,0.03283890,0.08070086
-2.72836418,1.12359433,0.06014298,0.88890008,0.05347244,0.00000000,0.00599637,0.07043473,0.03428206,0.08300554
-2.72236118,1.14800891,0.06135611,0.90312423,0.05640350,0.00000000,0.00620813,0.07354746,0.03574037,0.08530647
-2.71635818,1.17209626,0.06238603,0.91656117,0.05985246,0.00000000,0.00640765,0.07660956,0.03719680,0.08758354
-2.71035518,1.19575205,0.06323038,0.92915372,0.06389871,0.00000000,0.00659444,0.07957421,0.03863358,0.08982153
-2.70435218,1.21893231,0.06389408,0.94090013,0.06863191,0.00000000,0.00676823,0.08239740,0.04003274,0.09201101
-2.69834917,1.24166167,0.06438970,0.95185871,0.07415252,0.00000000,0.00692884,0.08503940,0.04137669,0.09414924
-2.69234617,1.26403950,0.06473750,0.96215050,0.08057217,0.00000000,0.00707617,0.08746622,0.04264887,0.09624091
-2.68634317,1.28624355,0.06496533,0.97195966,0.08801352,0.00000000,0.00721014,0.08965093,0.04383424,0.09829870
-2.68034017,1.30853061,0.06510826,0.98153144,0.09660965,0.00000000,0.00733059,0.09157484,0.04491988,0.10034354
-2.67433717,1.33123388,0.06520801,0.99116759,0.10650292,0.00000000,0.00743728,0.09322844,0.04589538,0.10240477
-2.66833417,1.35475702,0.06531211,1.00121915,0.11784307,0.00000000,0.00752980,0.09461201,0.04675328,0.10451980
-2.66233117,1.37956480,0.06547290,1.01207708,0.13078455,0.00000000,0.00760759,0.09573599,0.04748932,0.10673365
-2.65632816,1.40617062,0.06574624,1.02416067,0.14548308,0.00000000,0.00766990,0.09662086,0.04810262,0.10909803
-2.65032516,1.43512112,0.06619017,1.03790432,0.16209125,0.00000000,0.00771580,0.09729674,0.04859572,0.11167020
-2.64432216,1.46697839,0.06686331,1.05374321,0.18075334,0.00000000,0.00774424,0.09780257,0.04897458,0.11451151
-2.63831916,1.50230041,0.06782320,1.07209822,0.20159931,0.00000000,0.00775408,0.09818492,0.04924838,0.11768561
-2.63231616,1.54162023,0.06912461,1.09336087,0.22473809,0.00000000,0.00774417,0.09849643,0.04942927,0.12125652
-2.62631316,1.58542483,0.07081767,1.11787883,0.25025044,0.00000000,0.00771341,0.09879401,0.04953199,0.12528650
-2.62031016,1.63413434,0.07294617,1.14594257,0.27818139,0.00000000,0.00766083,0.09913675,0.04957344,0.12983371
-2.61430715,1.68808255,0.07554584,1.17777383,0.30853285,0.00000000,0.00758573,0.09958363,0.04957216,0.13494994
-2.60830415,1.74749948,0.07864274,1.21351638,0.34125650,0.00000000,0.00748769,0.10019116,0.04954778,0.14067831
-2.60230115,1.81249686,0.08225182,1.25322948,0.37624740,0.00000000,0.00736669,0.10101096,0.04952037,0.14705107
-2.59629815,1.88305722,0.08637576,1.29688454,0.41333890,0.00000000,0.00722314,0.10208747,0.04950991,0.15408763
-2.59029515,1.95902722,0.09100404,1.34436490,0.45229891,0.00000000,0.00705796,0.10345572,0.04953562,0.16179284
-2.58429215,2.04011563,0.09611234,1.39546914,0.49282837,0.00000000,0.00687254,0.10513948,0.04961543,0.17015568
-2.57828914,2.12589623,0.10166240,1.44991752,0.53456177,0.00000000,0.00666882,0.10714959,0.04976547,0.17914837
-2.57228614,2.21581570,0.10760223,1.50736139,0.57707040,0.00000000,0.00644919,0.10948287,0.04999957,0.18872600
-2.56628314,2.30920623,0.11386684,1.56739517,0.61986819,0.00000000,0.00621652,0.11212139,0.05032895,0.19882667
-2.56028014,2.40530250,0.12037938,1.62957018,0.66242032,0.00000000,0.00597405,0.11503240,0.05076193,0.20937229
-2.55427714,2.50326212,0.12705280,1.69340966,0.70415441,0.00000000,0.00572538,0.11816870,0.05130377,0.22026988
-2.54827414,2.60218888,0.13379189,1.75842412,0.74447407,0.00000000,0.00547435,0.12146971,0.05195663,0.23141345
-2.54227114,2.70115744,0.14049571,1.82412615,0.78277430,0.00000000,0.00522497,0.12486306,0.05271960,0.24268638
-2.53626813,2.79923847,0.14706036,1.89004375,0.81845841,0.00000000,0.00498137,0.12826674,0.05358888,0.25396421
-2.53026513,2.89552272,0.15338188,1.95573148,0.85095548,0.00000000,0.00474771,0.13159165,0.05455805,0.26511773
-2.52426213,2.98914309,0.15935937,2.02077860,0.87973796,0.00000000,0.00452809,0.13474459,0.05561834,0.27601627
-2.51825913,3.07929321,0.16489794,2.08481371,0.90433831,0.00000000,0.00432650,0.13763150,0.05675905,0.28653103
-2.51225613,3.16524189,0.16991162,2.14750570,0.92436420,0.00000000,0.00414681,0.14016078,0.05796793,0.29653834
-2.50625313,3.24634261,0.17432593,2.20856076,0.93951131,0.00000000,0.00399263,0.14224663,0.05923161,0.30592266
-2.50025013,3.32203779,0.17808004,2.26771590,0.94957321,0.00000000,0.00386736,0.14381230,0.06053601,0.31457927
-2.49424712,3.39185775,0.18112844,2.32472931,0.95444781,0.00000000,0.00377411,0.14479287,0.06186669,0.32241641
-2.48824412,3.45541483,0.18344201,2.37936849,0.95414002,0.00000000,0.00371564,0.14513784,0.06320920,0.32935701
-2.48224112,3.51239336,0.18500848,2.43139688,0.94876056,0.00000000,0.00369439,0.14481298,0.06454930,0.33533965
-2.47623812,3.56253642,0.18583210,2.48056039,0.93852082,0.00000000,0.00371238,0.14380169,0.06587317,0.34031907
-2.47023512,3.60563080,0.18593287,2.52657474,0.92372424,0.00000000,0.00377121,0.14210567,0.06716754,0.34426597
-2.46423212,3.64149136,0.18534495,2.56911495,0.90475452,0.00000000,0.00387196,0.13974483,0.06841977,0.34716627
-2.45822911,3.66994631,0.18411472,2.60780796,0.88206119,0.00000000,0.00401521,0.13675665,0.06961781,0.34901998
-2.45222611,3.69082479,0.18229835,2.64222937,0.85614354,0.00000000,0.00420092,0.13319477,0.07075022,0.34983962
-2.44622311,3.70394784,0.17995911,2.67190475,0.82753331,0.00000000,0.00442841,0.12912708,0.07180614,0.34964846
-2.44022011,3.70912367,0.17716459,2.69631608,0.79677729,0.00000000,0.00469627,0.12463341,0.07277526,0.34847859
-2.43421711,3.70614793,0.17398390,2.71491311,0.76442041,0.00000000,0.00500234,0.11980274,0.07364779,0.34636909
-2.42821411,3.69480906,0.17048504,2.72712945,0.73099018,0.00000000,0.00534368,0.11473029,0.07441454,0.34336421
-2.42221111,3.67489848,0.16673260,2.73240258,0.69698295,0.00000000,0.00571650,0.10951449,0.07506699,0.33951190
-2.41620810,3.64622521,0.16278585,2.73019689,0.66285263,0.00000000,0.00611621,0.10425396,0.07559747,0.33486253
-2.41020510,3.60863384,0.15869730,2.72002850,0.62900205,0.00000000,0.00653742,0.09904470,0.07599937,0.32946804
-2.40420210,3.56202468,0.15451183,2.70149059,0.59577723,0.00000000,0.00697401,0.09397745,0.07626740,0.32338141
-2.39819910,3.50637475,0.15026634,2.67427768,0.56346448,0.00000000,0.00741917,0.08913549,0.07639792,0.31665647
-2.39219610,3.44175809,0.14598995,2.63820763,0.53229017,0.00000000,0.00786561,0.08459276,0.07638930,0.30934797
-2.38619310,3.36836399,0.14170468,2.59323997,0.50242298,0.00000000,0.00830560,0.08041245,0.07624220,0.30151200
-2.38019010,3.28651167,0.13742648,2.53948949,0.47397808,0.00000000,0.00873124,0.07664606,0.07595991,0.29320642
-2.37418709,3.19666039,0.13316662,2.47723436,0.44702299,0.00000000,0.00913462,0.07333291,0.07554853,0.28449140
-2.36818409,3.09941407,0.12893324,2.40691806,0.42158439,0.00000000,0.00950804,0.07050010,0.07501715,0.27542993
-2.36218109,2.99551987,0.12473295,2.32914513,0.39765560,0.00000000,0.00984424,0.06816288,0.07437784,0.26608814
-2.35617809,2.88586060,0.12057239,2.24467068,0.37520417,0.00000000,0.01013663,0.06632543,0.07364548,0.25653549
-2.35017509,2.77144107,0.11645964,2.15438427,0.35417910,0.00000000,0.01037952,0.06498191,0.07283755,0.24684457
-2.34417209,2.65336899,0.11240540,2.05928872,0.33451753,0.00000000,0.01056828,0.06411783,0.07197361,0.23709072
-2.33816908,2.53283122,0.10842380,1.96047504,0.31615040,0.00000000,0.01069956,0.06371169,0.07107476,0.22735120
-2.33216608,2.41106641,0.10453296,1.85909426,0.29900713,0.00000000,0.01077137,0.06373666,0.07016289,0.21770417
-2.32616308,2.28933541,0.10075506,1.75632782,0.28301915,0.00000000,0.01078318,0.06416252,0.06925985,0.20822732
-2.32016008,2.16889065,0.09711620,1.65335743,0.26812224,0.00000000,0.01073598,0.06495758,0.06838659,0.19899635
-2.31415708,2.05094602,0.09364578,1.55133583,0.25425785,0.00000000,0.01063220,0.06609060,0.06756220,0.19008333
-2.30815408,1.93664849,0.09037575,1.45135955,0.24137348,0.00000000,0.01047573,0.06753270,0.06680308,0.18155499
-2.30215108,1.82705265,0.08733957,1.35444467,0.22942231,0.00000000,0.01027173,0.06925917,0.06612211,0.17347117
-2.29614807,1.72309930,0.08457107,1.26150637,0.21836227,0.00000000,0.01002648,0.07125105,0.06552796,0.16588337
-2.29014507,1.62559871,0.08210329,1.17334295,0.20815481,0.00000000,0.00974721,0.07349660,0.06502463,0.15883361
-2.28414207,1.53521912,0.07996730,1.09062449,0.19876349,0.00000000,0.00944183,0.07599241,0.06461112,0.15235368
-2.27813907,1.45248075,0.07819117,1.01388657,0.19015265,0.00000000,0.00911872,0.07874425,0.06428141,0.14646468
-2.27213607,1.37775521,0.07679905,0.94352862,0.18228621,0.00000000,0.00878642,0.08176759,0.06402458,0.14117719
-2.26613307,1.31126997,0.07581051,0.87981688,0.17512684,0.00000000,0.00845339,0.08508765,0.06382531,0.13649171
-2.26013007,1.25311741,0.07524008,0.82289129,0.16863544,0.00000000,0.00812779,0.08873910,0.06366447,0.13239975
-2.25412706,1.20326767,0.07509697,0.77277579,0.16277104,0.00000000,0.00781718,0.09276534,0.06352003,0.12888514
-2.24812406,1.16158436,0.07538521,0.72939123,0.15749108,0.00000000,0.00752835,0.09721738,0.06336802,0.12592587
-2.24212106,1.12784231,0.07610379,0.69257021,0.15275204,0.00000000,0.00726714,0.10215223,0.06318366,0.12349608
-2.23611806,1.10174626,0.07724724,0.66207297,0.14851030,0.00000000,0.00703830,0.10763110,0.06294252,0.12156829
-2.23011506,1.08294957,0.07880616,0.63760365,0.14472331,0.00000000,0.00684538,0.11371720,0.06262166,0.12011570
-2.22411206,1.07107216,0.08076810,0.61882613,0.14135075,0.00000000,0.00669066,0.12047339,0.06220067,0.11911442
-2.21810905,1.06571682,0.08311838,0.60537896,0.13835578,0.00000000,0.00657519,0.12795965,0.06166265,0.11854561
-2.21210605,1.06648348,0.08584110,0.59688892,0.13570624,0.00000000,0.00649875,0.13623063,0.06099492,0.11839730
-2.20610305,1.07298098,0.08892013,0.59298268,0.13337576,0.00000000,0.00645996,0.14533316,0.06018956,0.11866593
-2.20010005,1.08483614,0.09234010,0.59329664,0.13134468,0.00000000,0.00645634,0.15530413,0.05924376,0.11935744
-2.19409705,1.10170016,0.09608746,0.59748462,0.12960084,0.00000000,0.00648452,0.16616845,0.05815981,0.12048783
-2.18809405,1.12325261,0.10015141,0.60522366,0.12814024,0.00000000,0.00654034,0.17793764,0.05694494,0.12208330
-2.18209105,1.14920305,0.10452484,0.61621788,0.12696744,0.00000000,0.00661904,0.19060868,0.05561094,0.12417971
-2.17608804,1.17929107,0.10920516,0.63020082,0.12609599,0.00000000,0.00671553,0.20416349,0.05417351,0.12682159
-2.17008504,1.21328481,0.11419505,0.64693633,0.12554867,0.00000000,0.00682454,0.21856897,0.05265156,0.13006054
-2.16408204,1.25097871,0.11950308,0.66621853,0.12535774,0.00000000,0.00694089,0.23377751,0.05106639,0.13395321
-2.15807904,1.29219083,0.12514419,0.68787088,0.12556511,0.00000000,0.00705970,0.24972808,0.04944078,0.13855877
-2.15207604,1.33676006,0.13113996,0.71174481,0.12622254,0.00000000,0.00717661,0.26634782,0.04779816,0.14393606
-2.14607304,1.38454365,0.13751871,0.73771801,0.12739180,0.00000000,0.00728800,0.28355394,0.04616178,0.15014050
-2.14007004,1.43541500,0.14431530,0.76569257,0.12914477,0.00000000,0.00739111,0.30125597,0.04455401,0.15722081
-2.13406703,1.48926195,0.15157070,0.79559293,0.13156341,0.00000000,0.00748428,0.31935817,0.04299576,0.16521571
-2.12806403,1.54598544,0.15933124,0.82736389,0.13473954,0.00000000,0.00756697,0.33776203,0.04150606,0.17415073
-2.12206103,1.60549821,0.16764750,0.86096832,0.13877438,0.00000000,0.00763993,0.35636861,0.04010174,0.18403525
-2.11605803,1.66772357,0.17657292,0.89638470,0.14377761,0.00000000,0.00770511,0.37508077,0.03879734,0.19485989
-2.11005503,1.73259360,0.18616202,0.93360429,0.14986603,0.00000000,0.00776577,0.39380507,0.03760510,0.20659444
-2.10405203,1.80004679,0.19646838,0.97262769,0.15716154,0.00000000,0.00782630,0.41245322,0.03653507,0.21918636
-2.09804902,1.87002455,0.20754230,1.01346084,0.16578856,0.00000000,0.00789217,0.43094315,0.03559532,0.23256006
-2.09204602,1.94246654,0.21942819,1.05611023,0.17587063,0.00000000,0.00796973,0.44919948,0.03479218,0.24661690
-2.08604302,2.01730460,0.23216190,1.10057732,0.18752640,0.00000000,0.00806606,0.46715357,0.03413049,0.26123613
-2.08004002,2.09445528,0.24576792,1.14685220,0.20086494,0.00000000,0.00818866,0.48474289,0.03361382,0.27627660
-2.07403702,2.17381111,0.26025657,1.19490655,0.21598051,0.00000000,0.00834526,0.50191017,0.03324470,0.29157937
-2.06803402,2.25523075,0.27562142,1.24468609,0.23294689,0.00000000,0.00854349,0.51860194,0.03302471,0.30697108
-2.06203102,2.33852860,0.29183680,1.29610282,0.25181169,0.00000000,0.00879064,0.53476690,0.03295450,0.32226799
-2.05602801,2.42346415,0.30885579,1.34902725,0.27259056,0.00000000,0.00909333,0.55035412,0.03303382,0.33728056
-2.05002501,2.50973186,0.32660860,1.40328117,0.29526198,0.00000000,0.00945728,0.56531113,0.03326132,0.35181845
-2.04402201,2.59695214,0.34500155,1.45863123,0.31976259,0.00000000,0.00988707,0.57958218,0.03363445,0.36569563
-2.03801901,2.68466414,0.36391664,1.51478380,0.34598363,0.00000000,0.01038588,0.59310664,0.03414916,0.37873555
-2.03201601,2.77232102,0.38321188,1.57138157,0.37376865,0.00000000,0.01095536,0.60581784,0.03479974,0.39077613
-2.02601301,2.85928833,0.40272244,1.62800230,0.40291278,0.00000000,0.01159544,0.61764229,0.03557852,0.40167423
-2.02001001,2.94484598,0.42226247,1.68415988,0.43316379,0.00000000,0.01230432,0.62849947,0.03647576,0.41130963
-2.01400700,3.02819414,0.44162786,1.73930811,0.46422495,0.00000000,0.01307835,0.63830223,0.03747947,0.41958832
-2.00800400,3.10846328,0.46059965,1.79284725,0.49575993,0.00000000,0.01391210,0.64695780,0.03857538,0.42644478
-2.00200100,3.18472824,0.47894819,1.84413324,0.52739939,0.00000000,0.01479835,0.65436946,0.03974703,0.43184350
-1.99599800,3.25602617,0.49643787,1.89248962,0.55874940,0.00000000,0.01572827,0.66043869,0.04097593,0.43577944
-1.98999500,3.32137778,0.51283231,1.93722173,0.58940124,0.00000000,0.01669150,0.66506794,0.04224181,0.43827750
-1.98399200,3.37981130,0.52789993,1.97763279,0.61894225,0.00000000,0.01767635,0.66816367,0.04352306,0.43939113
-1.97798899,3.43038818,0.54141956,2.01304146,0.64696750,0.00000000,0.01867001,0.66963972,0.04479712,0.43919999
-1.97198599,3.47222974,0.55318606,2.04280007,0.67309158,0.00000000,0.01965879,0.66942074,0.04604106,0.43780693
-1.96598299,3.50454347,0.56301571,2.06631301,0.69696025,0.00000000,0.02062839,0.66744549,0.04723214,0.43533423
-1.95997999,3.52664811,0.57075109,2.08305447,0.71826130,0.00000000,0.02156416,0.66367003,0.04834835,0.43191942
-1.95397699,3.53799625,0.57626541,2.09258495,0.73673433,0.00000000,0.02245140,0.65807031,0.04936905,0.42771068
-1.94797399,3.53819359,0.57946600,2.09456570,0.75217893,0.00000000,0.02327569,0.65064441,0.05027543,0.42286205
-1.94197099,3.52701405,0.58029691,2.08877069,0.76446098,0.00000000,0.02402313,0.64141389,0.05105100,0.41752863
-1.93596798,3.50440998,0.57874053,2.07509566,0.77351682,0.00000000,0.02468071,0.63042461,0.05168197,0.41186177
-1.92996498,3.47051722,0.57481804,2.05356370,0.77935513,0.00000000,0.02523657,0.61774655,0.05215752,0.40600458
-1.92396198,3.42565475,0.56858890,2.02432743,0.78205647,0.00000000,0.02568027,0.60347293,0.05247001,0.40008784
-1.91795898,3.37031906,0.56014923,1.98766765,0.78177060,0.00000000,0.02600308,0.58771856,0.05261503,0.39422627
-1.91195598,3.30517356,0.54962926,1.94398850,0.77871157,0.00000000,0.02619818,0.57061747,0.05259139,0.38851561
-1.90595298,3.23103363,0.53718994,1.89380954,0.77315098,0.00000000,0.02626090,0.55231995,0.05240103,0.38303023
-1.89994997,3.14884801,0.52301883,1.83775501,0.76540959,0.00000000,0.02618884,0.53298923,0.05204880,0.37782167
-1.89394697,3.05967737,0.50732556,1.77654080,0.75584766,0.00000000,0.02598197,0.51279779,0.05154224,0.37291798
-1.88794397,2.96467102,0.49033687,1.71095962,0.74485443,0.00000000,0.02564273,0.49192361,0.05089131,0.36832395
