energy_ev,total_up,Mo_p_up,Mo_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,3.25823294,1.65077841,1.33100488,1.31553544,0.00162692,0.91230194,0.00000000
-5.99399700,3.44117998,1.74876369,1.41196434,1.37402275,0.00169902,0.97494142,0.00000000
-5.98799400,3.61472792,1.84234066,1.48979928,1.42663330,0.00176504,1.03652516,0.00000000
-5.98199100,3.77644370,1.93022545,1.56347910,1.47251735,0.00182402,1.09627794,0.00000000
-5.97598799,3.92407264,2.01121321,1.63202656,1.51094911,0.00187510,1.15343869,0.00000000
-5.96998499,4.05560196,2.08421528,1.69454478,1.54135018,0.00191755,1.20728016,0.00000000
-5.96398199,4.16932189,2.14829605,1.75024374,1.56330986,0.00195079,1.25712949,0.00000000
-5.95797899,4.26388184,2.20270816,1.79846541,1.57660115,0.00197439,1.30238898,0.00000000
-5.95197599,4.33833917,2.24692494,1.83870617,1.58119205,0.00198812,1.34255604,0.00000000
-5.94597299,4.39219850,2.28066838,1.87063568,1.57725137,0.00199187,1.37724162,0.00000000
-5.93996998,4.42543940,2.30393158,1.89411101,1.56514893,0.00198577,1.40618593,0.00000000
-5.93396698,4.43853093,2.31699449,1.90918544,1.54544984,0.00197010,1.42927081,0.00000000
-5.92796398,4.43243170,2.32043187,1.91611105,1.51890312,0.00194531,1.44652787,0.00000000
-5.92196098,4.40857488,2.31511272,1.91533486,1.48642488,0.00191203,1.45814167,0.00000000
-5.91595798,4.36883789,2.30219082,1.90748814,1.44907649,0.00187106,1.46444767,0.00000000
-5.90995498,4.31549725,2.28308591,1.89336930,1.40803861,0.00182331,1.46592455,0.00000000
-5.90395198,4.25116972,2.25945592,1.87392052,1.36458167,0.00176982,1.46318109,0.00000000
-5.89794897,4.17874123,2.23316044,1.85019893,1.32003378,0.00171173,1.45693765,0.00000000
-5.89194597,4.10128583,2.20621639,1.82334344,1.27574714,0.00165024,1.44800307,0.00000000
-5.88594297,4.02197734,2.18074691,1.79453814,1.23306380,0.00158661,1.43724760,0.00000000
-5.87993997,3.94399654,2.15892488,1.76497404,1.19328192,0.00152211,1.42557291,0.00000000
-5.87393697,3.87043733,2.14291265,1.73581031,1.15762341,0.00145798,1.41388040,0.00000000
-5.86793397,3.80421500,2.13479996,1.70813689,1.12720390,0.00139544,1.40303909,0.00000000
-5.86193097,3.74798016,2.13654189,1.68293981,1.10300587,0.00133563,1.39385442,0.00000000
-5.85592796,3.70404133,2.14989906,1.66107084,1.08585570,0.00127963,1.38703941,0.00000000
-5.84992496,3.67429917,2.17638190,1.64322258,1.07640509,0.00122836,1.38318926,0.00000000
-5.84392196,3.66019468,2.21720124,1.62991019,1.07511754,0.00118267,1.38276070,0.00000000
-5.83791896,3.66267336,2.27322681,1.62146028,1.08226000,0.00114323,1.38605685,0.00000000
-5.83191596,3.68216643,2.34495524,1.61800766,1.09789993,0.00111059,1.39321830,0.00000000
-5.82591296,3.71858980,2.43248884,1.61949966,1.12190773,0.00108515,1.40422073,0.00000000
-5.81990995,3.77136044,2.53552597,1.62570794,1.15396446,0.00106715,1.41887924,0.00000000
-5.81390695,3.83942937,2.65336338,1.63624696,1.19357433,0.00105669,1.43685890,0.00000000
-5.80790395,3.92132957,2.78491049,1.65059821,1.24008159,0.00105376,1.45769121,0.00000000
-5.80190095,4.01523660,2.92871513,1.66813893,1.29269120,0.00105821,1.48079549,0.00000000
-5.79589795,4.11903921,3.08299968,1.68817381,1.35049240,0.00106978,1.50550425,0.00000000
-5.78989495,4.23041685,3.24570634,1.70996824,1.41248438,0.00108815,1.53109130,0.00000000
-5.78389195,4.34692069,3.41454964,1.73278133,1.47760318,0.00111291,1.55680139,0.00000000
-5.77788894,4.46605482,3.58707444,1.75589736,1.54474871,0.00114359,1.58187989,0.00000000
-5.77188594,4.58535425,3.76071702,1.77865415,1.61281113,0.00117969,1.60560148,0.00000000
-5.76588294,4.70245685,3.93286723,1.80046702,1.68069564,0.00122067,1.62729642,0.00000000
-5.75987994,4.81516651,4.10092943,1.82084768,1.74734486,0.00126600,1.64637350,0.00000000
-5.75387694,4.92150541,4.26238041,1.83941713,1.81175831,0.00131511,1.66233882,0.00000000
-5.74787394,5.01975421,4.41482234,1.85591248,1.87300850,0.00136745,1.67480978,0.00000000
-5.74187094,5.10847905,4.55602961,1.87018745,1.93025332,0.00142247,1.68352392,0.00000000
-5.73586793,5.18654561,4.68398841,1.88220728,1.98274486,0.00147962,1.68834247,0.00000000
-5.72986493,5.25312056,4.79692853,1.89203821,2.02983465,0.00153834,1.68924880,0.00000000
-5.72386193,5.30766167,4.89334720,1.89983281,2.07097584,0.00159810,1.68634209,0.00000000
-5.71785893,5.34989821,4.97202515,1.90581190,2.10572266,0.00165833,1.67982666,0.00000000
-5.71185593,5.37980350,5.03203536,1.91024433,2.13372785,0.00171848,1.66999785,0.00000000
-5.70585293,5.39756199,5.07274532,1.91342583,2.15473870,0.00177799,1.65722493,0.00000000
-5.69984992,5.40353294,5.09381353,1.91565794,2.16859222,0.00183628,1.64193222,0.00000000
-5.69384692,5.39821296,5.09518135,1.91722822,2.17521021,0.00189279,1.62457898,0.00000000
-5.68784392,5.38219945,5.07706098,1.91839255,2.17459454,0.00194692,1.60563916,0.00000000
-5.68184092,5.35615649,5.03992048,1.91936028,2.16682302,0.00199811,1.58558162,0.00000000
-5.67583792,5.32078461,4.98446650,1.92028284,2.15204610,0.00204579,1.56485168,0.00000000
-5.66983492,5.27679540,4.91162526,1.92124600,2.13048439,0.00208942,1.54385458,0.00000000
-5.66383192,5.22489137,4.82252212,1.92226596,2.10242680,0.00212851,1.52294132,0.00000000
-5.65782891,5.16575134,4.71846004,1.92328931,2.06822910,0.00216259,1.50239745,0.00000000
-5.65182591,5.10002113,4.60089689,1.92419636,2.02831257,0.00219126,1.48243486,0.00000000
-5.64582291,5.02830910,4.47142174,1.92480776,1.98316213,0.00221422,1.46318705,0.00000000
-5.63981991,4.95118581,4.33173005,1.92489380,1.93332373,0.00223122,1.44470766,0.00000000
-5.63381691,4.86918723,4.18359779,1.92418574,1.87940048,0.00224213,1.42697238,0.00000000
-5.62781391,4.78282032,4.02885457,1.92238890,1.82204715,0.00224693,1.40988406,0.00000000
-5.62181091,4.69257045,3.86935586,1.91919655,1.76196289,0.00224568,1.39328075,0.00000000
-5.61580790,4.59890948,3.70695464,1.91430428,1.69988199,0.00223860,1.37694623,0.00000000
-5.60980490,4.50230403,3.54347276,1.90742410,1.63656276,0.00222599,1.36062278,0.00000000
-5.60380190,4.40322305,3.38067252,1.89829785,1.57277469,0.00220826,1.34402548,0.00000000
-5.59779890,4.30214413,3.22022896,1.88670933,1.50928416,0.00218593,1.32685751,0.00000000
-5.59179590,4.19955819,3.06370349,1.87249477,1.44683910,0.00215960,1.30882589,0.00000000
-5.58579290,4.09597198,2.91251944,1.85555122,1.38615319,0.00212994,1.28965694,0.00000000
-5.57978989,3.99190839,2.76794007,1.83584262,1.32789002,0.00209768,1.26911076,0.00000000
-5.57378689,3.88790423,2.63104972,1.81340323,1.27264791,0.00206357,1.24699430,0.00000000
-5.56778389,3.78450566,2.50273849,1.78833846,1.22094590,0.00202838,1.22317226,0.00000000
-5.56178089,3.68226139,2.38369093,1.76082296,1.17321152,0.00199287,1.19757547,0.00000000
-5.55577789,3.58171392,2.27437914,1.73109618,1.12977084,0.00195777,1.17020650,0.00000000
-5.54977489,3.48338941,2.17506044,1.69945556,1.09084128,0.00192374,1.14114203,0.00000000
-5.54377189,3.38778652,2.08577982,1.66624779,1.05652742,0.00189137,1.11053232,0.00000000
-5.53776888,3.29536528,2.00637731,1.63185842,1.02682024,0.00186119,1.07859745,0.00000000
-5.53176588,3.20653634,1.93650009,1.59670057,1.00159982,0.00183360,1.04562096,0.00000000
-5.52576288,3.12165174,1.87561934,1.56120306,0.98064152,0.00180890,1.01194097,0.00000000
-5.51975988,3.04099766,1.82305141,1.52579869,0.96362557,0.00178729,0.97793941,0.00000000
-5.51375688,2.96479006,1.77798305,1.49091323,0.95014985,0.00176885,0.94402987,0.00000000
-5.50775388,2.89317341,1.73950003,1.45695548,0.93974536,0.00175358,0.91064462,0.00000000
-5.50175088,2.82622306,1.70661845,1.42430896,0.93189407,0.00174137,0.87822137,0.00000000
-5.49574787,2.76395111,1.67831802,1.39332540,0.92604838,0.00173205,0.84719044,0.00000000
-5.48974487,2.70631565,1.65357612,1.36432020,0.92165151,0.00172540,0.81796261,0.00000000
-5.48374187,2.65323271,1.63140176,1.33756987,0.91815815,0.00172117,0.79091831,0.00000000
-5.47773887,2.60459042,1.61086803,1.31331132,0.91505435,0.00171909,0.76639830,0.00000000
-5.47173587,2.56026425,1.59114211,1.29174269,0.91187605,0.00171893,0.74469610,0.00000000
-5.46573287,2.52013237,1.57151133,1.27302542,0.90822523,0.00172048,0.72605237,0.00000000
-5.45972986,2.48409005,1.55140446,1.25728726,0.90378317,0.00172359,0.71065118,0.00000000
-5.45372686,2.45206200,1.53040717,1.24462556,0.89832006,0.00172817,0.69861821,0.00000000
-5.44772386,2.42401185,1.50827094,1.23511079,0.89170065,0.00173423,0.69002075,0.00000000
-5.44172086,2.39994796,1.48491492,1.22878968,0.88388559,0.00174183,0.68486943,0.00000000
-5.43571786,2.37992526,1.46042073,1.22568798,0.87492837,0.00175114,0.68312143,0.00000000
-5.42971486,2.36404286,1.43502032,1.22581253,0.86496822,0.00176241,0.68468513,0.00000000
-5.42371186,2.35243779,1.40907732,1.22915279,0.85421903,0.00177593,0.68942592,0.00000000
-5.41770885,2.34527521,1.38306301,1.23568169,0.84295516,0.00179205,0.69717299,0.00000000
-5.41170585,2.34273592,1.35752777,1.24535623,0.83149461,0.00181117,0.70772693,0.00000000
-5.40570285,2.34500213,1.33306967,1.25811774,0.82018058,0.00183370,0.72086796,0.00000000
-5.39969985,2.35224248,1.31030152,1.27389224,0.80936229,0.00186001,0.73636442,0.00000000
-5.39369685,2.36459736,1.28981819,1.29259104,0.79937601,0.00189049,0.75398138,0.00000000
-5.38769385,2.38216576,1.27216574,1.31411169,0.79052739,0.00192547,0.77348905,0.00000000
-5.38169085,2.40499424,1.25781392,1.33833947,0.78307572,0.00196520,0.79467060,0.00000000
-5.37568784,2.43306898,1.24713344,1.36514937,0.77722117,0.00200991,0.81732921,0.00000000
-5.36968484,2.46631129,1.24037899,1.39440858,0.77309542,0.00205970,0.84129380,0.00000000
-5.36368184,2.50457674,1.23767905,1.42597927,0.77075623,0.00211464,0.86642333,0.00000000
-5.35767884,2.54765797,1.23903269,1.45972146,0.77018609,0.00217470,0.89260936,0.00000000
-5.35167584,2.59529086,1.24431363,1.49549578,0.77129499,0.00223980,0.91977648,0.00000000
-5.34567284,2.64716360,1.25328133,1.53316592,0.77392718,0.00230980,0.94788082,0.00000000
-5.33966983,2.70292808,1.26559824,1.57260047,0.77787139,0.00238452,0.97690635,0.00000000
-5.33366683,2.76221289,1.28085263,1.61367393,0.78287411,0.00246375,1.00685927,0.00000000
-5.32766383,2.82463726,1.29858551,1.65626708,0.78865515,0.00254730,1.03776066,0.00000000
-5.32166083,2.88982515,1.31832044,1.70026634,0.79492472,0.00263496,1.06963787,0.00000000
-5.31565783,2.95741899,1.33959462,1.74556255,0.80140118,0.00272657,1.10251499,0.00000000
-5.30965483,3.02709242,1.36198973,1.79204917,0.80782858,0.00282200,1.13640317,0.00000000
-5.30365183,3.09856165,1.38516091,1.83962022,0.81399320,0.00292120,1.17129129,0.00000000
-5.29764882,3.17159506,1.40886246,1.88816830,0.81973818,0.00302417,1.20713770,0.00000000
-5.29164582,3.24602092,1.43296900,1.93758296,0.82497579,0.00313096,1.24386350,0.00000000
-5.28564282,3.32173287,1.45749077,1.98774966,0.82969642,0.00324171,1.28134817,0.00000000
-5.27963982,3.39869319,1.48258256,2.03854965,0.83397421,0.00335663,1.31942752,0.00000000
-5.27363682,3.47693377,1.50854542,2.08986079,0.83796873,0.00347595,1.35789465,0.00000000
-5.26763382,3.55655448,1.53582105,2.14155933,0.84192283,0.00359995,1.39650357,0.00000000
-5.26163082,3.63771913,1.56497902,2.19352254,0.84615646,0.00372892,1.43497564,0.00000000
-5.25562781,3.72064866,1.59669706,2.24563186,0.85105688,0.00386315,1.47300824,0.00000000
-5.24962481,3.80561156,1.63173528,2.29777630,0.85706538,0.00400289,1.51028542,0.00000000
-5.24362181,3.89291151,1.67090524,2.34985557,0.86466115,0.00414831,1.54648958,0.00000000
-5.23761881,3.98287211,1.71503517,2.40178247,0.87434277,0.00429949,1.58131368,0.00000000
-5.23161581,4.07581898,1.76493264,2.45348411,0.88660802,0.00445640,1.61447316,0.00000000
-5.22561281,4.17205938,1.82134647,2.50490158,0.90193289,0.00461885,1.64571662,0.00000000
-5.21960980,4.27185996,1.88492929,2.55598777,0.92075038,0.00478648,1.67483486,0.00000000
-5.21360680,4.37542321,1.95620260,2.60670325,0.94343018,0.00495873,1.70166747,0.00000000
-5.20760380,4.48286363,2.03552579,2.65701040,0.97025980,0.00513486,1.72610679,0.00000000
-5.20160080,4.59418471,2.12307073,2.70686592,1.00142820,0.00531395,1.74809883,0.00000000
-5.19559780,4.70925794,2.21880303,2.75621240,1.03701247,0.00549485,1.76764142,0.00000000
-5.18959480,4.82780528,2.32247104,2.80496942,1.07696822,0.00567627,1.78477961,0.00000000
-5.18359180,4.94938645,2.43360324,2.85302513,1.12112434,0.00585680,1.79959884,0.00000000
-5.17758879,5.07339219,2.55151420,2.90022904,1.16918217,0.00603490,1.81221648,0.00000000
-5.17158579,5.19904463,2.67531907,2.94638672,1.22071951,0.00620901,1.82277219,0.00000000
-5.16558279,5.32540542,2.80395590,2.99125741,1.27519928,0.00637758,1.83141815,0.00000000
-5.15957979,5.45139190,2.93621489,3.03455462,1.33198259,0.00653912,1.83830948,0.00000000
-5.15357679,5.57580100,3.07077320,3.07595042,1.39034570,0.00669229,1.84359577,0.00000000
-5.14757379,5.69734039,3.20623358,3.11508317,1.44950029,0.00683595,1.84741406,0.00000000
-5.14157079,5.81466526,3.34116508,3.15156845,1.50861612,0.00696921,1.84988372,0.00000000
-5.13556778,5.92641938,3.47414366,3.18501261,1.56684499,0.00709148,1.85110330,0.00000000
-5.12956478,6.03127799,3.60379081,3.21502810,1.62334521,0.00720254,1.85114948,0.00000000
-5.12356178,6.12799049,3.72880837,3.24124956,1.67730520,0.00730249,1.85007794,0.00000000
-5.11755878,6.21542031,3.84800769,3.26334936,1.72796523,0.00739183,1.84792570,0.00000000
-5.11155578,6.29257963,3.96033213,3.28105160,1.77463649,0.00747137,1.84471472,0.00000000
-5.10555278,6.35865705,4.06487189,3.29414335,1.81671648,0.00754225,1.84045611,0.00000000
-5.09954977,6.41303635,4.16087095,3.30248215,1.85370026,0.00760584,1.83515459,0.00000000
-5.09354677,6.45530546,4.24772629,3.30599931,1.88518715,0.00766370,1.82881263,0.00000000
-5.08754377,6.48525508,4.32498006,3.30469836,1.91088288,0.00771746,1.82143396,0.00000000
-5.08154077,6.50286749,4.39230596,3.29864906,1.93059737,0.00776874,1.81302617,0.00000000
-5.07553777,6.50829620,4.44949128,3.28797699,1.94423852,0.00781902,1.80360219,0.00000000
-5.06953477,6.50183848,4.49641645,3.27284985,1.95180283,0.00786959,1.79318072,0.00000000
-5.06353177,6.48390257,4.53303395,3.25346126,1.95336362,0.00792136,1.78178568,0.00000000
-5.05752876,6.45497241,4.55934841,3.23001361,1.94905783,0.00797490,1.76944495,0.00000000
