energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.81390695,1.29093348,0.45442993,0.00897880,0.17864870,0.22941815,0.14225128,0.63322273,0.00000000
-5.80790395,1.33154157,0.46251422,0.00908489,0.18715057,0.23987296,0.14688430,0.64789627,0.00000000
-5.80190095,1.37530685,0.47137576,0.00920624,0.19573881,0.25122931,0.15171794,0.66477275,0.00000000
-5.79589795,1.42121547,0.48075265,0.00933597,0.20428999,0.26335014,0.15665577,0.68332150,0.00000000
-5.78989495,1.46822589,0.49038041,0.00946723,0.21267723,0.27608047,0.16159985,0.70299745,0.00000000
-5.78389195,1.51528408,0.49999447,0.00959332,0.22077171,0.28924747,0.16645202,0.72324975,0.00000000
-5.77788894,1.56133827,0.50933229,0.00970786,0.22844431,0.30266109,0.17111512,0.74352988,0.00000000
-5.77188594,1.60535365,0.51813532,0.00980487,0.23556736,0.31611527,0.17549409,0.76329949,0.00000000
-5.76588294,1.64632727,0.52615096,0.00987887,0.24201660,0.32938995,0.17949727,0.78203803,0.00000000
-5.75987994,1.68330318,0.53313482,0.00992498,0.24767323,0.34225397,0.18303759,0.79925029,0.00000000
-5.75387694,1.71538803,0.53885341,0.00993900,0.25242612,0.35446894,0.18603394,0.81447400,0.00000000
-5.74787394,1.74176683,0.54308741,0.00991747,0.25617411,0.36579402,0.18841254,0.82728742,0.00000000
-5.74187094,1.76171878,0.54563531,0.00985771,0.25882833,0.37599150,0.19010835,0.83731673,0.00000000
-5.73586793,1.77463246,0.54631769,0.00975788,0.26031455,0.38483299,0.19106655,0.84424326,0.00000000
-5.72986493,1.78002014,0.54498162,0.00961699,0.26057523,0.39210608,0.19124387,0.84781002,0.00000000
-5.72386193,1.77753028,0.54150526,0.00943491,0.25957153,0.39762099,0.19060987,0.84782751,0.00000000
-5.71785893,1.76695765,0.53580217,0.00921238,0.25728479,0.40121706,0.18914798,0.84417832,0.00000000
-5.71185593,1.74825040,0.52782521,0.00895094,0.25371770,0.40276860,0.18685627,0.83682027,0.00000000
-5.70585293,1.72151345,0.51756960,0.00865296,0.24889489,0.40218990,0.18374790,0.82578773,0.00000000
-5.69984992,1.68700778,0.50507500,0.00832146,0.24286290,0.39943901,0.17985116,0.81119106,0.00000000
-5.69384692,1.64514526,0.49042633,0.00796015,0.23568957,0.39452007,0.17520906,0.79321385,0.00000000
-5.68784392,1.59647916,0.47375323,0.00757323,0.22746278,0.38748411,0.16987846,0.77210815,0.00000000
-5.68184092,1.54169022,0.45522802,0.00716534,0.21828851,0.37842818,0.16392880,0.74818750,0.00000000
-5.67583792,1.48156901,0.43506239,0.00674141,0.20828848,0.36749281,0.15744037,0.72181830,0.00000000
-5.66983492,1.41699505,0.41350262,0.00630653,0.19759713,0.35485800,0.15050228,0.69340963,0.00000000
-5.66383192,1.34891349,0.39082389,0.00586584,0.18635843,0.34073786,0.14321006,0.66340192,0.00000000
-5.65782891,1.27831053,0.36732365,0.00542438,0.17472227,0.32537417,0.13566324,0.63225513,0.00000000
-5.65182591,1.20618834,0.34331448,0.00498700,0.16284089,0.30902932,0.12796274,0.60043682,0.00000000
-5.64582291,1.13354082,0.31911683,0.00455823,0.15086532,0.29197870,0.12020836,0.56841064,0.00000000
-5.63981991,1.06133104,0.29505181,0.00414220,0.13894195,0.27450322,0.11249640,0.53662584,0.00000000
-5.63381691,0.99047131,0.27143448,0.00374257,0.12720950,0.25688203,0.10491758,0.50550811,0.00000000
-5.62781391,0.92180661,0.24856784,0.00336248,0.11579635,0.23938596,0.09755526,0.47545221,0.00000000
-5.62181091,0.85610189,0.22673774,0.00300454,0.10481836,0.22227178,0.09048403,0.44681649,0.00000000
-5.61580790,0.79403350,0.20620882,0.00267078,0.09437729,0.20577751,0.08376882,0.41991957,0.00000000
-5.60980490,0.73618467,0.18722155,0.00236267,0.08455971,0.19011891,0.07746436,0.39503888,0.00000000
-5.60380190,0.68304497,0.16999039,0.00208119,0.07543649,0.17548716,0.07161508,0.37241126,0.00000000
-5.59779890,0.63501313,0.15470287,0.00182681,0.06706289,0.16204766,0.06625548,0.35223491,0.00000000
-5.59179590,0.59240259,0.14151949,0.00159958,0.05947895,0.14993981,0.06141068,0.33467271,0.00000000
-5.58579290,0.55544906,0.13057435,0.00139916,0.05271038,0.13927768,0.05709733,0.31985615,0.00000000
-5.57978989,0.52431910,0.12197595,0.00122492,0.04676974,0.13015127,0.05332461,0.30788956,0.00000000
-5.57378689,0.49911898,0.11580838,0.00107597,0.04165770,0.12262820,0.05009537,0.29885411,0.00000000
-5.56778389,0.47990280,0.11213216,0.00095123,0.03736452,0.11675546,0.04740717,0.29281109,0.00000000
-5.56178089,0.46667934,0.11098499,0.00084949,0.03387149,0.11256122,0.04525325,0.28980420,0.00000000
-5.55577789,0.45941681,0.11238192,0.00076945,0.03115226,0.11005628,0.04362341,0.28986039,0.00000000
-5.54977489,0.45804543,0.11631497,0.00070977,0.02917414,0.10923515,0.04250453,0.29298925,0.00000000
-5.54377189,0.46245740,0.12275218,0.00066909,0.02789913,0.11007668,0.04188104,0.29918087,0.00000000
-5.53776888,0.47250449,0.13163610,0.00064605,0.02728480,0.11254408,0.04173496,0.30840221,0.00000000
-5.53176588,0.48799353,0.14288179,0.00063931,0.02728500,0.11658453,0.04204589,0.32059233,0.00000000
-5.52576288,0.50868031,0.15637465,0.00064753,0.02785033,0.12212841,0.04279067,0.33565678,0.00000000
-5.51975988,0.53426255,0.17196810,0.00066941,0.02892850,0.12908814,0.04394296,0.35346162,0.00000000
-5.51375688,0.56437283,0.18948155,0.00070364,0.03046460,0.13735713,0.04547280,0.37382769,0.00000000
-5.50775388,0.59857225,0.20869893,0.00074891,0.03240126,0.14680873,0.04734607,0.39652554,0.00000000
-5.50175088,0.63634589,0.22936803,0.00080389,0.03467888,0.15729558,0.04952409,0.42127178,0.00000000
-5.49574787,0.67710075,0.25120088,0.00086722,0.03723588,0.16864956,0.05196340,0.44772730,0.00000000
-5.48974487,0.72016702,0.27387562,0.00093751,0.04000909,0.18068242,0.05461567,0.47549774,0.00000000
-5.48374187,0.76480316,0.29703973,0.00101332,0.04293427,0.19318742,0.05742797,0.50413669,0.00000000
-5.47773887,0.81020518,0.32031493,0.00109320,0.04594684,0.20594186,0.06034331,0.53315171,0.00000000
-5.47173587,0.85552026,0.34330370,0.00117566,0.04898277,0.21871078,0.06330150,0.56201323,0.00000000
-5.46573287,0.89986431,0.36559728,0.00125920,0.05197976,0.23125155,0.06624038,0.59016621,0.00000000
-5.45972986,0.94234338,0.38678492,0.00134236,0.05487847,0.24331952,0.06909723,0.61704414,0.00000000
-5.45372686,0.98207779,0.40646418,0.00142372,0.05762398,0.25467428,0.07181060,0.64208505,0.00000000
-5.44772386,1.01822843,0.42425186,0.00150197,0.06016733,0.26508651,0.07432215,0.66474874,0.00000000
-5.44172086,1.05002380,0.43979504,0.00157592,0.06246709,0.27434508,0.07657871,0.68453461,0.00000000
-5.43571786,1.07678681,0.45278186,0.00164457,0.06449082,0.28226408,0.07853427,0.70099927,0.00000000
-5.42971486,1.09795989,0.46295152,0.00170716,0.06621652,0.28868937,0.08015195,0.71377299,0.00000000
-5.42371186,1.11312725,0.47010293,0.00176319,0.06763380,0.29350455,0.08140568,0.72257438,0.00000000
-5.41770885,1.12203312,0.47410170,0.00181248,0.06874479,0.29663577,0.08228168,0.72722231,0.00000000
-5.41170585,1.12459492,0.47488507,0.00185518,0.06956473,0.29805532,0.08277955,0.72764474,0.00000000
-5.40570285,1.12091072,0.47246444,0.00189182,0.07012215,0.29778370,0.08291286,0.72388369,0.00000000
-5.39969985,1.11126033,0.46692548,0.00192329,0.07045861,0.29588997,0.08270936,0.71609625,0.00000000
-5.39369685,1.09609992,0.45842565,0.00195086,0.07062799,0.29249050,0.08221059,0.70455138,0.00000000
-5.38769385,1.07605022,0.44718928,0.00197616,0.07069534,0.28774593,0.08147097,0.68962275,0.00000000
-5.38169085,1.05187872,0.43350049,0.00200113,0.07073526,0.28185650,0.08055646,0.67177767,0.00000000
-5.37568784,1.02447644,0.41769407,0.00202801,0.07082988,0.27505606,0.07954270,0.65156274,0.00000000
-5.36968484,0.99483039,0.40014488,0.00205926,0.07106653,0.26760469,0.07851278,0.62958674,0.00000000
-5.36368184,0.96399260,0.38125619,0.00209750,0.07153509,0.25978061,0.07755466,0.60650148,0.00000000
-5.35767884,0.93304704,0.36144742,0.00214543,0.07232518,0.25187131,0.07675850,0.58298136,0.00000000
-5.35167584,0.90307582,0.34114177,0.00220575,0.07352332,0.24416465,0.07621369,0.55970251,0.00000000
-5.34567284,0.87512586,0.32075428,0.00228108,0.07521000,0.23693993,0.07600611,0.53732232,0.00000000
-5.33966983,0.85017743,0.30068080,0.00237386,0.07745706,0.23045956,0.07621529,0.51646013,0.00000000
-5.33366683,0.82911566,0.28128812,0.00248627,0.08032515,0.22496152,0.07691201,0.49767976,0.00000000
-5.32766383,0.81270611,0.26290567,0.00262020,0.08386169,0.22065292,0.07815605,0.48147453,0.00000000
-5.32166083,0.80157522,0.24581907,0.00277709,0.08809925,0.21770496,0.07999454,0.46825528,0.00000000
-5.31565783,0.79619636,0.23026552,0.00295799,0.09305444,0.21624939,0.08246063,0.45834167,0.00000000
-5.30965483,0.79688174,0.21643120,0.00316342,0.09872746,0.21637667,0.08557285,0.45195699,0.00000000
-5.30365183,0.80378048,0.20445055,0.00339343,0.10510224,0.21813580,0.08933494,0.44922669,0.00000000
-5.29764882,0.81688277,0.19440743,0.00364757,0.11214730,0.22153587,0.09373633,0.45018027,0.00000000
-5.29164582,0.83602959,0.18633788,0.00392487,0.11981715,0.22654919,0.09875311,0.45475665,0.00000000
-5.28564282,0.86092775,0.18023429,0.00422392,0.12805436,0.23311586,0.10434952,0.46281244,0.00000000
-5.27963982,0.89116924,0.17605075,0.00454292,0.13679205,0.24114958,0.11047985,0.47413278,0.00000000
-5.27363682,0.92625403,0.17370918,0.00487968,0.14595677,0.25054435,0.11709068,0.48844427,0.00000000
-5.26763382,0.96561535,0.17310616,0.00523173,0.15547164,0.26118192,0.12412333,0.50542927,0.00000000
-5.26163082,1.00864609,0.17411984,0.00559641,0.16525954,0.27293945,0.13151630,0.52474103,0.00000000
-5.25562781,1.05472532,0.17661703,0.00597086,0.17524618,0.28569713,0.13920777,0.54601900,0.00000000
-5.24962481,1.10324354,0.18045983,0.00635217,0.18536297,0.29934549,0.14713782,0.56890354,0.00000000
-5.24362181,1.15362560,0.18551188,0.00673738,0.19554938,0.31379185,0.15525036,0.59304961,0.00000000
-5.23761881,1.20535034,0.19164384,0.00712356,0.20575478,0.32896584,0.16349459,0.61813869,0.00000000
-5.23161581,1.25796593,0.19873801,0.00750780,0.21593955,0.34482361,0.17182605,0.64388857,0.00000000
-5.22561281,1.31110046,0.20669197,0.00788726,0.22607551,0.36135049,0.18020696,0.67006067,0.00000000
-5.21960980,1.36446728,0.21542119,0.00825917,0.23614546,0.37856216,0.18860611,0.69646449,0.00000000
-5.21360680,1.41786512,0.22486053,0.00862079,0.24614201,0.39650402,0.19699815,0.72295934,0.00000000
-5.20760380,1.47117306,0.23496469,0.00896942,0.25606575,0.41524908,0.20536236,0.74945316,0.00000000
-5.20160080,1.52434086,0.24570766,0.00930235,0.26592280,0.43489419,0.21368104,0.77589874,0.00000000
-5.19559780,1.57737544,0.25708114,0.00961685,0.27572190,0.45555491,0.22193764,0.80228765,0.00000000
-5.18959480,1.63032430,0.26909223,0.00991014,0.28547139,0.47735934,0.23011473,0.82864218,0.00000000
-5.18359180,1.68325696,0.28176034,0.01017936,0.29517606,0.50044089,0.23819197,0.85500598,0.00000000
-5.17758879,1.73624569,0.29511355,0.01042157,0.30483425,0.52493062,0.24614430,0.88143377,0.00000000
-5.17158579,1.78934642,0.30918455,0.01063380,0.31443527,0.55094916,0.25394038,0.90798074,0.00000000
-5.16558279,1.84258110,0.32400625,0.01081302,0.32395742,0.57859873,0.26154157,0.93469233,0.00000000
-5.15957979,1.89592240,0.33960731,0.01095628,0.33336670,0.60795545,0.26890128,0.96159462,0.00000000
-5.15357679,1.94928143,0.35600765,0.01106070,0.34261627,0.63906214,0.27596507,0.98868610,0.00000000
-5.14757379,2.00249917,0.37321409,0.01112362,0.35164672,0.67192204,0.28267120,1.01593091,0.00000000
-5.14157079,2.05534182,0.39121627,0.01114267,0.36038720,0.70649343,0.28895186,1.04325391,0.00000000
-5.13556778,2.10750016,0.40998296,0.01111591,0.36875721,0.74268548,0.29473486,1.07053776,0.00000000
-5.12956478,2.15859282,0.42945883,0.01104193,0.37666902,0.78035533,0.29994569,1.09762203,0.00000000
-5.12356178,2.20817316,0.44956190,0.01091992,0.38403063,0.81930668,0.30450997,1.12430421,0.00000000
-5.11755878,2.25573922,0.47018170,0.01074981,0.39074899,0.85928983,0.30835597,1.15034269,0.00000000
-5.11155578,2.30074626,0.49117825,0.01053232,0.39673335,0.90000324,0.31141715,1.17546140,0.00000000
-5.10555278,2.34262126,0.51238197,0.01026899,0.40189858,0.94109678,0.31363468,1.19935596,0.00000000
-5.09954977,2.38077878,0.53359466,0.00996219,0.40616833,0.98217664,0.31495961,1.22170106,0.00000000
-5.09354677,2.41463765,0.55459151,0.00961512,0.40947779,1.02281181,0.31535479,1.24215895,0.00000000
-5.08754377,2.44363795,0.57512428,0.00923173,0.41177615,1.06254223,0.31479637,1.26038871,0.00000000
-5.08154077,2.46725778,0.59492556,0.00881667,0.41302843,1.10088848,0.31327488,1.27605600,0.00000000
-5.07553777,2.48502968,0.61371417,0.00837514,0.41321689,1.13736284,0.31079585,1.28884326,0.00000000
-5.06953477,2.49655603,0.63120148,0.00791279,0.41234194,1.17148157,0.30738001,1.29845994,0.00000000
-5.06353177,2.50152351,0.64709865,0.00743555,0.41042255,1.20277807,0.30306314,1.30465256,0.00000000
-5.05752876,2.49971610,0.66112441,0.00694947,0.40749619,1.23081663,0.29789551,1.30721435,0.00000000
-5.05152576,2.49102646,0.67301329,0.00646061,0.40361852,1.25520625,0.29194108,1.30599422,0.00000000
-5.04552276,2.47546535,0.68252385,0.00597483,0.39886263,1.27561411,0.28527646,1.30090469,0.00000000
-5.03951976,2.45316883,0.68944672,0.00549768,0.39331813,1.29177807,0.27798972,1.29192845,0.00000000
-5.03351676,2.42440270,0.69361196,0.00503427,0.38708998,1.30351768,0.27017899,1.27912335,0.00000000
-5.02751376,2.38956403,0.69489549,0.00458920,0.38029704,1.31074308,0.26195102,1.26262535,0.00000000
-5.02151076,2.34917919,0.69322426,0.00416643,0.37307053,1.31346131,0.25341961,1.24264923,0.00000000
-5.01550775,2.30389820,0.68857984,0.00376928,0.36555214,1.31177954,0.24470393,1.21948687,0.00000000
-5.00950475,2.25448505,0.68100030,0.00340038,0.35789201,1.30590484,0.23592678,1.19350279,0.00000000
-5.00350175,2.20180382,0.67058012,0.00306166,0.35024625,1.29614038,0.22721265,1.16512711,0.00000000
-4.99749875,2.14680080,0.65746828,0.00275438,0.34277433,1.28287793,0.21868571,1.13484577,0.00000000
-4.99149575,2.09048253,0.64186434,0.00247917,0.33563595,1.26658674,0.21046765,1.10318837,0.00000000
-4.98549275,2.03389044,0.62401288,0.00223604,0.32898768,1.24779925,0.20267535,1.07071376,0.00000000
-4.97948974,1.97807260,0.60419637,0.00202449,0.32297930,1.22709396,0.19541848,1.03799403,0.00000000
-4.97348674,1.92405334,0.58272683,0.00184351,0.31774975,1.20507619,0.18879699,1.00559724,0.00000000
-4.96748374,1.87280193,0.55993657,0.00169171,0.31342312,1.18235740,0.18289856,0.97406967,0.00000000
-4.96148074,1.82520137,0.53616854,0.00156734,0.31010443,1.15953402,0.17779617,0.94391822,0.00000000
-4.95547774,1.78201858,0.51176646,0.00146835,0.30787568,1.13716664,0.17354575,0.91559373,0.00000000
-4.94947474,1.74387727,0.48706536,0.00139250,0.30679210,1.11576045,0.17018412,0.88947587,0.00000000
-4.94347174,1.71123479,0.46238267,0.00133736,0.30687894,1.09574784,0.16772724,0.86586048,0.00000000
-4.93746873,1.68436405,0.43801044,0.00130038,0.30812901,1.07747391,0.16616900,0.84494959,0.00000000
-4.93146573,1.66334156,0.41420865,0.00127898,0.31050098,1.06118554,0.16548053,0.82684504,0.00000000
-4.92546273,1.64804231,0.39120009,0.00127053,0.31391885,1.04702455,0.16561011,0.81154566,0.00000000
-4.91945973,1.63814190,0.36916672,0.00127243,0.31827249,1.03502517,0.16648395,0.79894842,0.00000000
-4.91345673,1.63312621,0.34824773,0.00128214,0.32341944,1.02511595,0.16800750,0.78885341,0.00000000
-4.90745373,1.63230821,0.32853914,0.00129722,0.32918801,1.01712605,0.17006770,0.78097259,0.00000000
-4.90145073,1.63485162,0.31009498,0.00131536,0.33538149,1.01079545,0.17253581,0.77494184,0.00000000
-4.89544772,1.63980030,0.29292981,0.00133442,0.34178361,1.00578869,0.17527093,0.77033587,0.00000000
-4.88944472,1.64611238,0.27702246,0.00135243,0.34816474,1.00171141,0.17812406,0.76668534,0.00000000
-4.88344172,1.65269774,0.26232077,0.00136765,0.35428894,0.99812885,0.18094247,0.76349545,0.00000000
-4.87743872,1.65845712,0.24874697,0.00137860,0.35992133,0.99458553,0.18357437,0.76026521,0.00000000
-4.87143572,1.66232145,0.23620364,0.00138403,0.36483563,0.99062506,0.18587360,0.75650649,0.00000000
-4.86543272,1.66328949,0.22457983,0.00138295,0.36882145,0.98580933,0.18770417,0.75176224,0.00000000
-4.85942971,1.66046239,0.21375714,0.00137469,0.37169106,0.97973606,0.18894445,0.74562290,0.00000000
-4.85342671,1.65307373,0.20361556,0.00135881,0.37328534,0.97205412,0.18949088,0.73774053,0.00000000
-4.84742371,1.64051373,0.19403886,0.00133516,0.37347866,0.96247602,0.18926101,0.72784012,0.00000000
-4.84142071,1.62234706,0.18491931,0.00130383,0.37218240,0.95078710,0.18819578,0.71572758,0.00000000
-4.83541771,1.59832338,0.17616168,0.00126518,0.36934718,0.93685119,0.18626093,0.70129450,0.00000000
-4.82941471,1.56838078,0.16768642,0.00121974,0.36496349,0.92061291,0.18344752,0.68451941,0.00000000
-4.82341171,1.53264214,0.15943193,0.00116824,0.35906094,0.90209653,0.17977155,0.66546573,0.00000000
-4.81740870,1.49140502,0.15135594,0.00111157,0.35170613,0.88140189,0.17527278,0.64427693,0.00000000
-4.81140570,1.44512600,0.14343611,0.00105072,0.34299931,0.85869791,0.17001275,0.62116899,0.00000000
-4.80540270,1.39440041,0.13566982,0.00098676,0.33307008,0.83421409,0.16407216,0.59642103,0.00000000
-4.79939970,1.33993887,0.12807324,0.00092081,0.32207234,0.80823084,0.15754786,0.57036440,0.00000000
-4.79339670,1.28254180,0.12067992,0.00085401,0.31017884,0.78106917,0.15054938,0.54337106,0.00000000
-4.78739370,1.22307330,0.11353883,0.00078748,0.29757555,0.75308043,0.14319539,0.51584170,0.00000000
-4.78139070,1.16243553,0.10671222,0.00072229,0.28445607,0.72463647,0.13561017,0.48819422,0.00000000
-4.77538769,1.10154467,0.10027307,0.00065947,0.27101649,0.69612089,0.12792013,0.46085296,0.00000000
-4.76938469,1.04130935,0.09430262,0.00059996,0.25745071,0.66792137,0.12025072,0.43423902,0.00000000
-4.76338169,0.98261190,0.08888775,0.00054463,0.24394639,0.64042344,0.11272360,0.40876197,0.00000000
-4.75737869,0.92629297,0.08411841,0.00049424,0.23068169,0.61400556,0.10545430,0.38481298,0.00000000
-4.75137569,0.87313936,0.08008514,0.00044948,0.21782276,0.58903525,0.09855032,0.36275929,0.00000000
-4.74537269,0.82387496,0.07687667,0.00041096,0.20552190,0.56586632,0.09210966,0.34294010,0.00000000
-4.73936968,0.77915430,0.07457756,0.00037918,0.19391638,0.54483644,0.08621977,0.32566336,0.00000000
-4.73336668,0.73955820,0.07326594,0.00035462,0.18312780,0.52626501,0.08095692,0.31120355,0.00000000
-4.72736368,0.70559096,0.07301127,0.00033765,0.17326176,0.51045075,0.07638577,0.29979975,0.00000000
-4.72136068,0.67767825,0.07387218,0.00032862,0.16440785,0.49766877,0.07255929,0.29165413,0.00000000
-4.71535768,0.65616535,0.07589423,0.00032781,0.15663971,0.48816679,0.06951868,0.28693018,0.00000000
-4.70935468,0.64131507,0.07910780,0.00033549,0.15001507,0.48216037,0.06729349,0.28575084,0.00000000
-4.70335168,0.63330507,0.08352593,0.00035188,0.14457572,0.47982717,0.06590169,0.28819616,0.00000000
-4.69734867,0.63222443,0.08914234,0.00037714,0.14034733,0.48130028,0.06534970,0.29430056,0.00000000
-4.69134567,0.63806960,0.09592955,0.00041141,0.13733911,0.48666092,0.06563244,0.30404977,0.00000000
-4.68534267,0.65073973,0.10383731,0.00045478,0.13554338,0.49593081,0.06673327,0.31737751,0.00000000
-4.67933967,0.67003208,0.11279137,0.00050727,0.13493501,0.50906479,0.06862395,0.33416234,0.00000000
-4.67333667,0.69563782,0.12269277,0.00056882,0.13547101,0.52594407,0.07126460,0.35422480,0.00000000
-4.66733367,0.72713900,0.13341772,0.00063928,0.13709014,0.54637083,0.07460373,0.37732527,0.00000000
-4.66133067,0.76400730,0.14481824,0.00071840,0.13971281,0.57006468,0.07857842,0.40316302,0.00000000
-4.65532766,0.80560529,0.15672362,0.00080577,0.14324148,0.59666134,0.08311467,0.43137666,0.00000000
-4.64932466,0.85119073,0.16894271,0.00090087,0.14756134,0.62571429,0.08812808,0.46154638,0.00000000
-4.64332166,0.89992438,0.18126720,0.00100299,0.15254173,0.65669928,0.09352474,0.49319822,0.00000000
-4.63731866,0.95088167,0.19347572,0.00111127,0.15803808,0.68902220,0.09920259,0.52581050,0.00000000
-4.63131566,1.00306820,0.20533877,0.00122467,0.16389453,0.72202998,0.10505304,0.55882248,0.00000000
-4.62531266,1.05543905,0.21662428,0.00134196,0.16994715,0.75502459,0.11096311,0.59164509,0.00000000
-4.61930965,1.10692143,0.22710378,0.00146176,0.17602771,0.78727947,0.11681775,0.62367360,0.00000000
-4.61330665,1.15644010,0.23655871,0.00158253,0.18196787,0.81805814,0.12250260,0.65430178,0.00000000
-4.60730365,1.20294474,0.24478684,0.00170260,0.18760373,0.84663407,0.12790687,0.68293720,0.00000000
-4.60130065,1.24543832,0.25160840,0.00182017,0.19278051,0.87231123,0.13292647,0.70901702,0.00000000
-4.59529765,1.28300541,0.25687177,0.00193341,0.19735720,0.89444431,0.13746705,0.73202382,0.00000000
-4.58929465,1.31483925,0.26045829,0.00204045,0.20121101,0.91245795,0.14144703,0.75150066,0.00000000
-4.58329165,1.34026652,0.26228613,0.00213942,0.20424147,0.92586405,0.14480041,0.76706480,0.00000000
-4.57728864,1.35876864,0.26231297,0.00222856,0.20637386,0.93427642,0.14747924,0.77841959,0.00000000
-4.57128564,1.36999873,0.26053731,0.00230621,0.20756203,0.93742228,0.14945569,0.78536386,0.00000000
-4.56528264,1.37379353,0.25699841,0.00237086,0.20779031,0.93514989,0.15072350,0.78779839,0.00000000
-4.55927964,1.37017946,0.25177488,0.00242127,0.20707449,0.92743232,0.15129893,0.78572931,0.00000000
-4.55327664,1.35937280,0.24498188,0.00245640,0.20546182,0.91436700,0.15122093,0.77926806,0.00000000
-4.54727364,1.34177369,0.23676718,0.00247556,0.20302997,0.89617120,0.15055063,0.76862798,0.00000000
-4.54127064,1.31795423,0.22730621,0.00247833,0.19988500,0.87317374,0.14937018,0.75411771,0.00000000
-4.53526763,1.28864108,0.21679634,0.00246466,0.19615840,0.84580325,0.14778074,0.73613152,0.00000000
-4.52926463,1.25469324,0.20545070,0.00243483,0.19200327,0.81457365,0.14589995,0.71513709,0.00000000
-4.52326163,1.21707572,0.19349174,0.00238946,0.18758974,0.78006735,0.14385869,0.69166112,0.00000000
-4.51725863,1.17683031,0.18114484,0.00232948,0.18309989,0.74291707,0.14179749,0.66627349,0.00000000
-4.51125563,1.13504432,0.16863232,0.00225614,0.17872213,0.70378682,0.13986235,0.63957044,0.00000000
-4.50525263,1.09281850,0.15616784,0.00217091,0.17464543,0.66335305,0.13820049,0.61215754,0.00000000
-4.49924962,1.05123544,0.14395171,0.00207550,0.17105345,0.62228637,0.13695590,0.58463299,0.00000000
-4.49324662,1.01132936,0.13216693,0.00197181,0.16811880,0.58123475,0.13626489,0.55757206,0.00000000
