energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.84992496,1.63241477,0.01080678,0.08985722,0.14251223,0.48224502,0.51074634,0.01855316,0.85927781
-5.84392196,1.61086305,0.01087294,0.08680144,0.13901233,0.48477932,0.49766454,0.01748184,0.85596900
-5.83791896,1.59036209,0.01093589,0.08387137,0.13591392,0.48813169,0.48476434,0.01646759,0.85326447
-5.83191596,1.57146199,0.01099862,0.08109607,0.13321405,0.49252092,0.47223172,0.01551888,0.85145239
-5.82591296,1.55476411,0.01106462,0.07850925,0.13091501,0.49818990,0.46026296,0.01464313,0.85085063
-5.81990995,1.54090129,0.01113771,0.07614888,0.12902426,0.50539862,0.44905905,0.01384672,0.85179474
-5.81390695,1.53051407,0.01122184,0.07405660,0.12755382,0.51441564,0.43881927,0.01313475,0.85462349
-5.80790395,1.52422402,0.01132091,0.07227684,0.12651925,0.52550819,0.42973402,0.01251106,0.85966286
-5.80190095,1.52260550,0.01143849,0.07085569,0.12593829,0.53893162,0.42197753,0.01197809,0.86720909
-5.79589795,1.52615751,0.01157765,0.06983962,0.12582928,0.55491848,0.41570064,0.01153684,0.87751196
-5.78989495,1.53527698,0.01174074,0.06927411,0.12620962,0.57366773,0.41102404,0.01118684,0.89075894
-5.78389195,1.55023496,0.01192928,0.06920213,0.12709424,0.59533465,0.40803245,0.01092620,0.90706126
-5.77788894,1.57115690,0.01214377,0.06966272,0.12849436,0.62002172,0.40676982,0.01075159,0.92644253
-5.77188594,1.59800811,0.01238372,0.07068955,0.13041652,0.64777090,0.40723599,0.01065835,0.94883057
-5.76588294,1.63058504,0.01264755,0.07230952,0.13286195,0.67855757,0.40938488,0.01064061,0.97405286
-5.75987994,1.66851294,0.01293274,0.07454157,0.13582643,0.71228632,0.41312429,0.01069140,1.00183596
-5.75387694,1.71124987,0.01323590,0.07739559,0.13930048,0.74878875,0.41831735,0.01080286,1.03180885
-5.74787394,1.75809711,0.01355294,0.08087151,0.14326997,0.78782326,0.42478562,0.01096640,1.06351022
-5.74187094,1.80821526,0.01387935,0.08495864,0.14771701,0.82907683,0.43231360,0.01117298,1.09639919
-5.73586793,1.86064556,0.01421040,0.08963520,0.15262112,0.87216876,0.44065448,0.01141327,1.12986930
-5.72986493,1.91433537,0.01454148,0.09486814,0.15796054,0.91665610,0.44953706,0.01167794,1.16326495
-5.72386193,1.96816685,0.01486838,0.10061318,0.16371353,0.96204080,0.45867330,0.01195790,1.19589969
-5.71785893,2.02098777,0.01518759,0.10681514,0.16985968,1.00777827,0.46776640,0.01224452,1.22707575
-5.71185593,2.07164314,0.01549658,0.11340859,0.17638100,1.05328714,0.47651912,0.01252984,1.25610386
-5.70585293,2.11900664,0.01579404,0.12031875,0.18326279,1.09796008,0.48464188,0.01280678,1.28232281
-5.69984992,2.16201076,0.01608008,0.12746261,0.19049414,1.14117550,0.49186059,0.01306929,1.30511791
-5.69384692,2.19967449,0.01635634,0.13475043,0.19806805,1.18230971,0.49792374,0.01331249,1.32393784
-5.68784392,2.23112804,0.01662605,0.14208734,0.20598113,1.22074955,0.50260867,0.01353273,1.33830927
-5.68184092,2.25563341,0.01689403,0.14937523,0.21423282,1.25590504,0.50572687,0.01372765,1.34784880
-5.67583792,2.27260071,0.01716652,0.15651469,0.22282420,1.28722187,0.50712796,0.01389616,1.35227198
-5.66983492,2.28159947,0.01745106,0.16340715,0.23175637,1.31419339,0.50670257,0.01403833,1.35139910
-5.66383192,2.28236496,0.01775613,0.16995689,0.24102846,1.33637185,0.50438375,0.01415537,1.34515765
-5.65782891,2.27479936,0.01809088,0.17607314,0.25063534,1.35337845,0.50014718,0.01424938,1.33358159
-5.65182591,2.25896791,0.01846467,0.18167193,0.26056523,1.36491206,0.49401005,0.01432321,1.31680737
-5.64582291,2.23509039,0.01888661,0.18667782,0.27079711,1.37075606,0.48602874,0.01438021,1.29506711
-5.63981991,2.20352826,0.01936511,0.19102532,0.28129825,1.37078329,0.47629547,0.01442399,1.26867913
-5.63381691,2.16476813,0.01990736,0.19466001,0.29202191,1.36495871,0.46493399,0.01445815,1.23803626
-5.62781391,2.11940220,0.02051884,0.19753932,0.30290541,1.35333965,0.45209457,0.01448605,1.20359246
-5.62181091,2.06810644,0.02120291,0.19963287,0.31386861,1.33607366,0.43794848,0.01451052,1.16584817
-5.61580790,2.01161740,0.02196040,0.20092251,0.32481308,1.31339388,0.42268209,0.01453368,1.12533500
-5.60980490,1.95070854,0.02278931,0.20140199,0.33562194,1.28561219,0.40649094,0.01455674,1.08260027
-5.60380190,1.88616698,0.02368461,0.20107624,0.34616061,1.25311026,0.38957398,0.01457990,1.03819198
-5.59779890,1.81877144,0.02463814,0.19996049,0.35627842,1.21632887,0.37212809,0.01460223,0.99264476
-5.59179590,1.74927236,0.02563863,0.19807911,0.36581113,1.17575599,0.35434312,0.01462172,0.94646710
-5.58579290,1.67837466,0.02667187,0.19546436,0.37458445,1.13191395,0.33639772,0.01463526,0.90013051
-5.57978989,1.60672386,0.02772099,0.19215510,0.38241831,1.08534632,0.31845591,0.01463881,0.85406071
-5.57378689,1.53489578,0.02876685,0.18819548,0.38913189,1.03660493,0.30066450,0.01462755,0.80863115
-5.56778389,1.46339025,0.02978858,0.18363375,0.39454924,0.98623761,0.28315156,0.01459608,0.76415896
-5.56178089,1.39262851,0.03076412,0.17852115,0.39850520,0.93477692,0.26602575,0.01453873,0.72090333
-5.55577789,1.32295449,0.03167095,0.17291107,0.40085144,0.88273043,0.24937648,0.01444978,0.67906621
-5.54977489,1.25463932,0.03248676,0.16685821,0.40146229,0.83057263,0.23327501,0.01432381,0.63879515
-5.54377189,1.18788883,0.03319018,0.16041810,0.40024019,0.77873877,0.21777609,0.01415593,0.60018794
-5.53776888,1.12285322,0.03376148,0.15364668,0.39712040,0.72762059,0.20292025,0.01394210,0.56329881
-5.53176588,1.05963847,0.03418321,0.14660002,0.39207470,0.67756401,0.18873643,0.01367933,0.52814570
-5.52576288,0.99831855,0.03444082,0.13933413,0.38511403,0.62886855,0.17524494,0.01336589,0.49471829
-5.51975988,0.93894793,0.03452309,0.13190490,0.37628973,0.58178825,0.16246048,0.01300142,0.46298625
-5.51375688,0.88157368,0.03442258,0.12436791,0.36569352,0.53653401,0.15039511,0.01258700,0.43290752
-5.50775388,0.82624663,0.03413577,0.11677833,0.35345592,0.49327684,0.13906119,0.01212520,0.40443611
-5.50175088,0.77303108,0.03366326,0.10919072,0.33974345,0.45215180,0.12847400,0.01161996,0.37752917
-5.49574787,0.72201287,0.03300967,0.10165873,0.32475458,0.41326246,0.11865417,0.01107653,0.35215323
-5.48974487,0.67330550,0.03218350,0.09423476,0.30871460,0.37668531,0.10962968,0.01050132,0.32828923
-5.48374187,0.62705429,0.03119683,0.08696951,0.29186976,0.34247426,0.10143766,0.00990163,0.30593649
-5.47773887,0.58343868,0.03006493,0.07991146,0.27448077,0.31066467,0.09412579,0.00928549,0.28511544
-5.47173587,0.54267264,0.02880575,0.07310633,0.25681616,0.28127713,0.08775339,0.00866140,0.26586917
-5.46573287,0.50500367,0.02743939,0.06659653,0.23914549,0.25432053,0.08239222,0.00803806,0.24826399
-5.45972986,0.47071036,0.02598749,0.06042059,0.22173298,0.22979479,0.07812711,0.00742413,0.23238893
-5.45372686,0.44009899,0.02447260,0.05461268,0.20483153,0.20769284,0.07505619,0.00682804,0.21835447
-5.44772386,0.41349927,0.02291760,0.04920220,0.18867746,0.18800219,0.07329106,0.00625775,0.20629056
-5.44172086,0.39125958,0.02134509,0.04421350,0.17348610,0.17070599,0.07295656,0.00572063,0.19634405
-5.43571786,0.37374179,0.01977689,0.03966566,0.15944819,0.15578367,0.07419035,0.00522326,0.18867578
-5.42971486,0.36131581,0.01823353,0.03557246,0.14672732,0.14321122,0.07714223,0.00477142,0.18345721
-5.42371186,0.35435399,0.01673385,0.03194244,0.13545822,0.13296128,0.08197295,0.00436996,0.18086692
-5.41770885,0.35322525,0.01529473,0.02877912,0.12574589,0.12500293,0.08885271,0.00402281,0.18108687
-5.41170585,0.35828908,0.01393082,0.02608127,0.11766560,0.11930142,0.09795913,0.00373298,0.18429851
-5.40570285,0.36988923,0.01265441,0.02384333,0.11126344,0.11581778,0.10947460,0.00350255,0.19067875
-5.39969985,0.38834703,0.01147536,0.02205584,0.10655751,0.11450837,0.12358300,0.00333275,0.20039586
-5.39369685,0.41395434,0.01040113,0.02070589,0.10353942,0.11532452,0.14046581,0.00322398,0.21360518
-5.38769385,0.44696598,0.00943685,0.01977771,0.10217626,0.11821211,0.16029740,0.00317588,0.23044480
-5.38169085,0.48759170,0.00858549,0.01925308,0.10241261,0.12311121,0.18323979,0.00318739,0.25103101
-5.37568784,0.53598774,0.00784797,0.01911184,0.10417282,0.12995590,0.20943662,0.00325678,0.27545384
-5.36968484,0.59224802,0.00722348,0.01933234,0.10736325,0.13867403,0.23900674,0.00338172,0.30377240
-5.36368184,0.65639514,0.00670961,0.01989181,0.11187465,0.14918721,0.27203738,0.00355931,0.33601035
-5.35767884,0.72837155,0.00630269,0.02076671,0.11758441,0.16141083,0.30857714,0.00378614,0.37215148
-5.35167584,0.80803093,0.00599797,0.02193304,0.12435891,0.17525419,0.34862908,0.00405827,0.41213549
-5.34567284,0.89513048,0.00578988,0.02336660,0.13205582,0.19062074,0.39214418,0.00437134,0.45585419
-5.33966983,0.98932418,0.00567227,0.02504319,0.14052638,0.20740838,0.43901541,0.00472052,0.50314823
-5.33366683,1.09015762,0.00563856,0.02693883,0.14961768,0.22550980,0.48907290,0.00510063,0.55380450
-5.32766383,1.19706486,0.00568193,0.02902987,0.15917492,0.24481287,0.54208028,0.00550612,0.60755446
-5.32166083,1.30936759,0.00579549,0.03129321,0.16904368,0.26520103,0.59773276,0.00593116,0.66407352
-5.31565783,1.42627698,0.00597236,0.03370636,0.17907210,0.28655359,0.65565705,0.00636971,0.72298167
-5.30965483,1.54689865,0.00620578,0.03624762,0.18911305,0.30874612,0.71541336,0.00681560,0.78384545
-5.30365183,1.67024074,0.00648916,0.03889620,0.19902621,0.33165069,0.77649966,0.00726263,0.84618150
-5.29764882,1.79522541,0.00681614,0.04163231,0.20867992,0.35513608,0.83835824,0.00770468,0.90946155
-5.29164582,1.92070358,0.00718062,0.04443735,0.21795299,0.37906804,0.90038447,0.00813584,0.97311918
-5.28564282,2.04547279,0.00757677,0.04729403,0.22673625,0.40330948,0.96193773,0.00855054,1.03655803
-5.27963982,2.16829796,0.00799905,0.05018654,0.23493378,0.42772083,1.02235408,0.00894371,1.09916148
-5.27363682,2.28793452,0.00844222,0.05310073,0.24246406,0.45216048,1.08096055,0.00931086,1.16030374
-5.26763382,2.40315343,0.00890132,0.05602436,0.24926059,0.47648547,1.13709034,0.00964828,1.21936191
-5.26163082,2.51276738,0.00937174,0.05894735,0.25527246,0.50055255,1.19009870,0.00995310,1.27572894
-5.25562781,2.61565744,0.00984916,0.06186210,0.26046443,0.52421959,1.23937869,0.01022343,1.32882697
-5.24962481,2.71079938,0.01032959,0.06476394,0.26481685,0.54734750,1.28437646,0.01045842,1.37812078
-5.24362181,2.79728879,0.01080939,0.06765154,0.26832529,0.56980271,1.32460532,0.01065830,1.42313091
-5.23761881,2.87436422,0.01128528,0.07052755,0.27099987,0.59146016,1.35965816,0.01082442,1.46344602
-5.23161581,2.94142753,0.01175430,0.07339922,0.27286450,0.61220691,1.38921775,0.01095923,1.49873397
-5.22561281,2.99806077,0.01221387,0.07627917,0.27395585,0.63194621,1.41306457,0.01106622,1.52875147
-5.21960980,3.04403898,0.01266169,0.07918622,0.27432218,0.65060197,1.43108182,0.01114984,1.55335163
-5.21360680,3.07933853,0.01309580,0.08214628,0.27402208,0.66812350,1.44325753,0.01121537,1.57248927
-5.20760380,3.10414046,0.01351446,0.08519325,0.27312303,0.68449025,1.44968380,0.01126882,1.58622380
-5.20160080,3.11882892,0.01391611,0.08836992,0.27169996,0.69971637,1.45055314,0.01131671,1.59471932
-5.19559780,3.12398456,0.01429929,0.09172877,0.26983367,0.71385480,1.44615217,0.01136589,1.59824201
-5.18959480,3.12037293,0.01466257,0.09533265,0.26760913,0.72700060,1.43685309,0.01142335,1.59715475
-5.18359180,3.10892834,0.01500446,0.09925524,0.26511385,0.73929315,1.42310313,0.01149600,1.59190908
-5.17758879,3.09073352,0.01532326,0.10358124,0.26243608,0.75091710,1.40541250,0.01159048,1.58303464
-5.17158579,3.06699554,0.01561706,0.10840618,0.25966300,0.76210163,1.38434139,0.01171291,1.57112645
-5.16558279,3.03901863,0.01588363,0.11383588,0.25687897,0.77311796,1.36048622,0.01186875,1.55683012
-5.15957979,3.00817459,0.01612037,0.11998529,0.25416372,0.78427489,1.33446592,0.01206260,1.54082571
-5.15357679,2.97587148,0.01632433,0.12697697,0.25159062,0.79591238,1.30690838,0.01229809,1.52381028
-5.14757379,2.94352131,0.01649221,0.13493892,0.24922506,0.80839316,1.27843748,0.01257772,1.50647995
-5.14157079,2.91250752,0.01662040,0.14400185,0.24712299,0.82209254,1.24966109,0.01290281,1.48951166
-5.13556778,2.88415290,0.01670513,0.15429593,0.24532965,0.83738667,1.22116013,0.01327346,1.47354535
-5.12956478,2.85968883,0.01674255,0.16594712,0.24387853,0.85463949,1.19347892,0.01368849,1.45916691
-5.12356178,2.84022641,0.01672892,0.17907289,0.24279071,0.87418897,1.16711684,0.01414553,1.44689247
-5.11755878,2.82673019,0.01666077,0.19377781,0.24207442,0.89633289,1.14252142,0.01464103,1.43715444
-5.11155578,2.81999517,0.01653514,0.21014880,0.24172510,0.92131491,1.12008282,0.01517034,1.43028979
-5.10555278,2.82062756,0.01634970,0.22825032,0.24172569,0.94931133,1.10012972,0.01572785,1.42653085
-5.09954977,2.82902981,0.01610302,0.24811969,0.24204743,0.98041922,1.08292645,0.01630713,1.42599902
-5.09354677,2.84539048,0.01579465,0.26976260,0.24265087,1.01464634,1.06867151,0.01690103,1.42870160
-5.08754377,2.86967902,0.01542530,0.29314910,0.24348726,1.05190340,1.05749728,0.01750190,1.43453189
-5.08154077,2.90164597,0.01499692,0.31821011,0.24450018,1.09199909,1.04947093,0.01810171,1.44327263
-5.07553777,2.94082858,0.01451270,0.34483480,0.24562729,1.13463810,1.04459653,0.01869227,1.45460271
-5.06953477,2.98656174,0.01397710,0.37286883,0.24680223,1.17942247,1.04281827,0.01926533,1.46810706
-5.06353177,3.03799436,0.01339577,0.40211371,0.24795654,1.22585623,1.04402479,0.01981279,1.48328930
-5.05752876,3.09411063,0.01277543,0.43232739,0.24902147,1.27335334,1.04805459,0.02032682,1.49958705
-5.05152576,3.15375589,0.01212372,0.46322608,0.24992982,1.32124891,1.05470243,0.02079998,1.51638924
-5.04552276,3.21566651,0.01144905,0.49448753,0.25061740,1.36881316,1.06372666,0.02122537,1.53305488
-5.03951976,3.27850306,0.01076035,0.52575565,0.25102448,1.41526804,1.07485726,0.02159665,1.54893291
-5.03351676,3.34088582,0.01006691,0.55664642,0.25109689,1.45980581,1.08780455,0.02190820,1.56338225
-5.02751376,3.40143185,0.00937817,0.58675522,0.25078693,1.50160929,1.10226822,0.02215513,1.57579150
-5.02151076,3.45879235,0.00870350,0.61566512,0.25005405,1.53987287,1.11794645,0.02233333,1.58559773
-5.01550775,3.51168938,0.00805211,0.64295626,0.24886528,1.57382398,1.13454484,0.02243952,1.59230356
-5.00950475,3.55895062,0.00743287,0.66821587,0.24719553,1.60274420,1.15178467,0.02247127,1.59549214
-5.00350175,3.59954113,0.00685428,0.69104868,0.24502775,1.62598932,1.16941027,0.02242700,1.59483949
-4.99749875,3.63259099,0.00632442,0.71108746,0.24235293,1.64300787,1.18719510,0.02230601,1.59012376
-4.99149575,3.65741780,0.00585100,0.72800327,0.23917005,1.65335751,1.20494608,0.02210845,1.58123128
-4.98549275,3.67354330,0.00544136,0.74151504,0.23548600,1.65671864,1.22250610,0.02183536,1.56815906
-4.97948974,3.68070331,0.00510264,0.75139815,0.23131542,1.65290490,1.23975434,0.02148863,1.55101390
-4.97348674,3.67885073,0.00484185,0.75749162,0.22668051,1.64187021,1.25660443,0.02107100,1.53000802
-4.96748374,3.66815133,0.00466601,0.75970362,0.22161085,1.62371204,1.27300035,0.02058604,1.50545158
-4.96148074,3.64897258,0.00458233,0.75801503,0.21614312,1.59867075,1.28891040,0.02003812,1.47774233
-4.95547774,3.62186591,0.00459830,0.75248093,0.21032077,1.56712508,1.30431944,0.01943235,1.44735276
-4.94947474,3.58754314,0.00472181,0.74322975,0.20419361,1.52958385,1.31921983,0.01877455,1.41481533
-4.94347174,3.54684805,0.00496123,0.73046035,0.19781726,1.48667409,1.33360169,0.01807117,1.38070636
-4.93746873,3.50072447,0.00532536,0.71443684,0.19125254,1.43912598,1.34744310,0.01732920,1.34562894
-4.93146573,3.45018212,0.00582345,0.69548154,0.18456459,1.38775513,1.36070087,0.01655608,1.31019583
-4.92546273,3.39626182,0.00646504,0.67396628,0.17782202,1.33344264,1.37330272,0.01575956,1.27501254
-4.91945973,3.34000160,0.00725976,0.65030229,0.17109576,1.27711374,1.38514135,0.01494762,1.24066145
-4.91345673,3.28240515,0.00821707,0.62492936,0.16445785,1.21971554,1.39607108,0.01412826,1.20768732
-4.90745373,3.22441398,0.00934589,0.59830434,0.15798018,1.16219473,1.40590754,0.01330944,1.17658465
-4.90145073,3.16688447,0.01065420,0.57088976,0.15173309,1.10547586,1.41443049,0.01249887,1.14778726
-4.89544772,3.11057048,0.01214859,0.54314278,0.14578397,1.05044095,1.42139006,0.01170392,1.12166029
-4.88944472,3.05611226,0.01383369,0.51550504,0.14019587,0.99791086,1.42651602,0.01093144,1.09849474
-4.88344172,3.00403165,0.01571175,0.48839356,0.13502622,0.94862917,1.42953001,0.01018770,1.07850468
-4.87743872,2.95473357,0.01778204,0.46219322,0.13032559,0.90324877,1.43015985,0.00947826,1.06182695
-4.87143572,2.90851312,0.02004040,0.43725073,0.12613659,0.86232158,1.42815542,0.00880791,1.04852323
-4.86543272,2.86556763,0.02247887,0.41387048,0.12249305,0.82629149,1.42330526,0.00818062,1.03858430
-4.85942971,2.82601265,0.02508527,0.39231205,0.11941925,0.79549063,1.41545282,0.00759951,1.03193604
-4.85342671,2.78990060,0.02784308,0.37278954,0.11692952,0.77013875,1.40451163,0.00706688,1.02844704
-4.84742371,2.75724101,0.03073129,0.35547241,0.11502801,0.75034571,1.39047837,0.00658420,1.02793720
-4.84142071,2.72802098,0.03372454,0.34048770,0.11370870,0.73611662,1.37344310,0.00615222,1.03018719
-4.83541771,2.70222474,0.03679330,0.32792351,0.11295570,0.72735936,1.35359608,0.00577101,1.03494820
-4.82941471,2.67985130,0.03990427,0.31783318,0.11274380,0.72389400,1.33123064,0.00544003,1.04195180
-4.82341171,2.66092923,0.04302102,0.31024021,0.11303918,0.72546381,1.30674193,0.00515831,1.05091940
-4.81740870,2.64552804,0.04610461,0.30514338,0.11380045,0.73174712,1.28062144,0.00492446,1.06157125
-4.81140570,2.63376557,0.04911448,0.30252183,0.11497983,0.74236988,1.25344754,0.00473689,1.07363461
-4.80540270,2.62581128,0.05200939,0.30233996,0.11652452,0.75691828,1.22587237,0.00459384,1.08685091
-4.79939970,2.62188533,0.05474841,0.30455169,0.11837820,0.77495102,1.19860548,0.00449350,1.10098177
-4.79339670,2.62225356,0.05729196,0.30910409,0.12048270,0.79601099,1.17239501,0.00443414,1.11581376
-4.78739370,2.62721875,0.05960285,0.31594007,0.12277976,0.81963591,1.14800695,0.00441413,1.13116186
-4.78139070,2.63710837,0.06164721,0.32500004,0.12521272,0.84536779,1.12620329,0.00443203,1.14687152
-4.77538769,2.65225952,0.06339543,0.33622260,0.12772837,0.87276093,1.10771972,0.00448661,1.16281927
-4.76938469,2.67300137,0.06482285,0.34954407,0.13027862,0.90138844,1.09324360,0.00457688,1.17891204
-4.76338169,2.69963580,0.06591043,0.36489701,0.13282212,0.93084705,1.08339290,0.00470206,1.19508511
-4.75737869,2.73241692,0.06664512,0.38220780,0.13532570,0.96076048,1.07869651,0.00486154,1.21129885
-4.75137569,2.77152997,0.06702015,0.40139348,0.13776560,0.99078116,1.07957663,0.00505486,1.22753426
-4.74537269,2.81707039,0.06703508,0.42235789,0.14012841,1.02059060,1.08633346,0.00528161,1.24378770
-4.73936968,2.86902385,0.06669565,0.44498754,0.14241164,1.04989851,1.09913276,0.00554132,1.26006473
-4.73336668,2.92724785,0.06601351,0.46914731,0.14462400,1.07844093,1.11799638,0.00583345,1.27637353
-4.72736368,2.99145584,0.06500573,0.49467642,0.14678518,1.10597752,1.14279625,0.00615718,1.29271804
-4.72136068,3.06120451,0.06369425,0.52138477,0.14892521,1.13228844,1.17325178,0.00651136,1.30909125
-4.71535768,3.13588515,0.06210518,0.54905022,0.15108336,1.15717094,1.20893106,0.00689444,1.32546879
-4.70935468,3.21471986,0.06026804,0.57741684,0.15330659,1.18043609,1.24925590,0.00730430,1.34180339
-4.70335168,3.29676305,0.05821498,0.60619457,0.15564759,1.20190585,1.29351074,0.00773826,1.35802028
-4.69734867,3.38090904,0.05597994,0.63506037,0.15816239,1.22141074,1.34085543,0.00819299,1.37401408
-4.69134567,3.46590584,0.05359789,0.66366107,0.16090768,1.23878839,1.39034183,0.00866449,1.38964718
-4.68534267,3.55037534,0.05110406,0.69161798,0.16393793,1.25388302,1.44093392,0.00914808,1.40475001
-4.67933967,3.63283977,0.04853326,0.71853320,0.16730237,1.26654607,1.49153113,0.00963846,1.41912318
-4.67333667,3.71175377,0.04591920,0.74399751,0.17104191,1.27663794,1.54099436,0.01012979,1.43254146
-4.66733367,3.78554147,0.04329404,0.76759971,0.17518630,1.28403080,1.58817410,0.01061572,1.44475968
-4.66133067,3.85263732,0.04068785,0.78893696,0.17975148,1.28861229,1.63193982,0.01108957,1.45552010
-4.65532766,3.91152931,0.03812832,0.80762584,0.18473731,1.29029004,1.67120979,0.01154449,1.46456109
-4.64932466,3.96080296,0.03564041,0.82331368,0.19012591,1.28899648,1.70498026,0.01197355,1.47162672
-4.64332166,3.99918423,0.03324622,0.83568955,0.19588055,1.28469389,1.73235317,0.01236999,1.47647665
-4.63731866,4.02557956,0.03096483,0.84449457,0.20194531,1.27737904,1.75256099,0.01272738,1.47889598
-4.63131566,4.03911107,0.02881227,0.84953079,0.20824545,1.26708717,1.76498812,0.01303979,1.47870434
-4.62531266,4.03914537,0.02680150,0.85066851,0.21468861,1.25389501,1.76918770,0.01330197,1.47576382
-4.61930965,4.02531444,0.02494246,0.84785132,0.22116679,1.23792223,1.76489314,0.01350950,1.46998523
-4.61330665,3.99752747,0.02324218,0.84109872,0.22755904,1.21933139,1.75202400,0.01365892,1.46133231
-4.60730365,3.95597315,0.02170485,0.83050621,0.23373477,1.19832597,1.73068589,0.01374782,1.44982369
-4.60130065,3.90111203,0.02033197,0.81624261,0.23955754,1.17514655,1.70116430,0.01377493,1.43553236
-4.59529765,3.83365949,0.01912250,0.79854485,0.24488931,1.15006520,1.66391289,0.01374012,1.41858284
-4.58929465,3.75456007,0.01807303,0.77771039,0.24959470,1.12337818,1.61953661,0.01364442,1.39914617
-4.58329165,3.66495448,0.01717790,0.75408763,0.25354546,1.09539751,1.56877048,0.01348997,1.37743305
-4.57728864,3.56614115,0.01642943,0.72806475,0.25662459,1.06644152,1.51245514,0.01327996,1.35368566
-4.57128564,3.45953406,0.01581811,0.70005752,0.25873019,1.03682518,1.45151018,0.01301848,1.32816871
-4.56528264,3.34661933,0.01533274,0.67049663,0.25977881,1.00685062,1.38690649,0.01271049,1.30116029
-4.55927964,3.22891253,0.01496071,0.63981513,0.25970815,0.97679838,1.31963894,0.01236159,1.27294328
-4.55327664,3.10791887,0.01468823,0.60843660,0.25847900,0.94692011,1.25070034,0.01197793,1.24379780
-4.54727364,2.98509812,0.01450055,0.57676444,0.25607642,0.91743287,1.18105792,0.01156602,1.21399524
-4.54127064,2.86183566,0.01438223,0.54517276,0.25251011,0.88851574,1.11163294,0.01113262,1.18379430
-4.53526763,2.73942080,0.01431750,0.51399927,0.24781394,0.86030869,1.04328420,0.01068457,1.15343925
-4.52926463,2.61903261,0.01429048,0.48354011,0.24204472,0.83291385,0.97679570,0.01022868,1.12316036
-4.52326163,2.50173354,0.01428555,0.45404703,0.23528035,0.80639912,0.91286850,0.00977160,1.09317651
-4.51725863,2.38846997,0.01428765,0.42572652,0.22761731,0.78080382,0.85211676,0.00931977,1.06369952
-4.51125563,2.28007888,0.01428264,0.39874089,0.21916776,0.75614589,0.79506740,0.00887927,1.03493976
-4.50525263,2.17729909,0.01425751,0.37321108,0.21005630,0.73243029,0.74216284,0.00845583,1.00711238
-4.49924962,2.08078550,0.01420075,0.34922064,0.20041647,0.70965777,0.69376620,0.00805476,0.98044349
-4.49324662,1.99112435,0.01410254,0.32682071,0.19038727,0.68783351,0.65016796,0.00768087,0.95517554
