energy_ev,total_up,Au_p_up,Au_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.45972986,0.73879829,0.13473266,0.31847704,0.17492794,0.14596746,0.00007230,0.05300029,0.00430065,0.22622221
-5.45372686,0.77784697,0.14045878,0.33593991,0.18570045,0.15311299,0.00008119,0.05584626,0.00466068,0.23633812
-5.44772386,0.81505915,0.14552219,0.35323835,0.19597094,0.15967460,0.00009352,0.05847565,0.00501685,0.24542703
-5.44172086,0.84991960,0.14984755,0.37014770,0.20557811,0.16556240,0.00010975,0.06084765,0.00536341,0.25336201
-5.43571786,0.88198958,0.15337841,0.38647443,0.21436992,0.17070448,0.00013043,0.06292626,0.00569439,0.26004771
-5.42971486,0.91092406,0.15607966,0.40206388,0.22220843,0.17505013,0.00015614,0.06468156,0.00600381,0.26542466
-5.42371186,0.93648680,0.15793934,0.41680725,0.22897460,0.17857246,0.00018751,0.06609082,0.00628587,0.26947245
-5.41770885,0.95856266,0.15896973,0.43064744,0.23457262,0.18127042,0.00022519,0.06713951,0.00653510,0.27221175
-5.41170585,0.97716612,0.15920764,0.44358338,0.23893357,0.18317000,0.00026988,0.06782194,0.00674655,0.27370501
-5.40570285,0.99244569,0.15871380,0.45567250,0.24201840,0.18432455,0.00032228,0.06814174,0.00691597,0.27405567
-5.39969985,1.00468353,0.15757143,0.46703102,0.24381982,0.18481421,0.00038306,0.06811193,0.00704000,0.27340591
-5.39369685,1.01429025,0.15588392,0.47783204,0.24436323,0.18474438,0.00045289,0.06775480,0.00711622,0.27193295
-5.38769385,1.02179472,0.15377186,0.48830113,0.24370638,0.18424332,0.00053234,0.06710133,0.00714331,0.26984413
-5.38169085,1.02782916,0.15136924,0.49870974,0.24193799,0.18345891,0.00062194,0.06619040,0.00712112,0.26737061
-5.37568784,1.03310996,0.14881936,0.50936634,0.23917517,0.18255466,0.00072207,0.06506770,0.00705066,0.26476030
-5.36968484,1.03841476,0.14627012,0.52060572,0.23555977,0.18170512,0.00083300,0.06378439,0.00693408,0.26227000
-5.36368184,1.04455674,0.14386933,0.53277678,0.23125389,0.18109087,0.00095481,0.06239561,0.00677466,0.26015705
-5.35767884,1.05235704,0.14175991,0.54622924,0.22643462,0.18089325,0.00108739,0.06095882,0.00657670,0.25867101
-5.35167584,1.06261626,0.14007523,0.56129981,0.22128829,0.18128895,0.00123044,0.05953211,0.00634539,0.25804543
-5.34567284,1.07608638,0.13893491,0.57829842,0.21600440,0.18244478,0.00138341,0.05817251,0.00608666,0.25849017
-5.33966983,1.09344398,0.13844100,0.59749507,0.21076960,0.18451270,0.00154551,0.05693438,0.00580705,0.26018446
-5.33366683,1.11526593,0.13867489,0.61910773,0.20576187,0.18762527,0.00171573,0.05586792,0.00551346,0.26327113
-5.32766383,1.14200857,0.13969500,0.64329206,0.20114509,0.19189179,0.00189281,0.05501789,0.00521305,0.26785199
-5.32166083,1.17399096,0.14153521,0.67013303,0.19706442,0.19739505,0.00207527,0.05442256,0.00491298,0.27398472
-5.31565783,1.21138307,0.14420434,0.69963913,0.19364245,0.20418903,0.00226143,0.05411291,0.00462026,0.28168125
-5.30965483,1.25419902,0.14768638,0.73173909,0.19097631,0.21229736,0.00244944,0.05411216,0.00434161,0.29090776
-5.30365183,1.30229582,0.15194179,0.76628142,0.18913593,0.22171276,0.00263731,0.05443557,0.00408327,0.30158629
-5.29764882,1.35537733,0.15690944,0.80303668,0.18816330,0.23239733,0.00282296,0.05509054,0.00385088,0.31359776
-5.29164582,1.41300320,0.16250942,0.84170230,0.18807294,0.24428368,0.00300425,0.05607699,0.00364941,0.32678638
-5.28564282,1.47460242,0.16864645,0.88190979,0.18885322,0.25727687,0.00317904,0.05738796,0.00348303,0.34096528
-5.27963982,1.53949064,0.17521373,0.92323397,0.19046875,0.27125705,0.00334523,0.05901042,0.00335507,0.35592296
-5.27363682,1.60689067,0.18209708,0.96520394,0.19286340,0.28608260,0.00350082,0.06092621,0.00326799,0.37143049
-5.26763382,1.67595518,0.18917931,1.00731512,0.19596399,0.30159379,0.00364393,0.06311309,0.00322334,0.38724904
-5.26163082,1.74579079,0.19634444,1.04904219,0.19968435,0.31761677,0.00377285,0.06554584,0.00322180,0.40313749
-5.25562781,1.81548270,0.20348181,1.08985239,0.20392962,0.33396770,0.00388608,0.06819728,0.00326317,0.41885983
-5.24962481,1.88411887,0.21048975,1.12921863,0.20860055,0.35045703,0.00398235,0.07103934,0.00334642,0.43419206
-5.24362181,1.95081332,0.21727880,1.16663230,0.21359766,0.36689369,0.00406062,0.07404392,0.00346973,0.44892840
-5.23761881,2.01472760,0.22377432,1.20161520,0.21882511,0.38308922,0.00412014,0.07718371,0.00363061,0.46288658
-5.23161581,2.07509014,0.22991841,1.23373050,0.22419415,0.39886164,0.00416041,0.08043279,0.00382592,0.47591201
-5.22561281,2.13121305,0.23567107,1.26259243,0.22962601,0.41403904,0.00418119,0.08376715,0.00405199,0.48788091
-5.21960980,2.18250598,0.24101071,1.28787448,0.23505418,0.42846291,0.00418249,0.08716498,0.00430472,0.49870214
-5.21360680,2.22848705,0.24593385,1.30931615,0.24042614,0.44199099,0.00416460,0.09060687,0.00457973,0.50831794
-5.20760380,2.26879062,0.25045421,1.32672796,0.24570425,0.45449980,0.00412800,0.09407586,0.00487241,0.51670343
-5.20160080,2.30317198,0.25460116,1.33999476,0.25086616,0.46588664,0.00407341,0.09755738,0.00517809,0.52386520
-5.19559780,2.33150885,0.25841772,1.34907724,0.25590447,0.47607117,0.00400173,0.10103910,0.00549216,0.52983893
-5.18959480,2.35379982,0.26195807,1.35401167,0.26082583,0.48499638,0.00391405,0.10451070,0.00581016,0.53468618
-5.18359180,2.37015980,0.26528476,1.35490771,0.26564945,0.49262910,0.00381160,0.10796364,0.00612793,0.53849062
-5.17758879,2.38081246,0.26846575,1.35194443,0.27040518,0.49895985,0.00369573,0.11139078,0.00644167,0.54135372
-5.17158579,2.38607985,0.27157124,1.34536445,0.27513110,0.50400205,0.00356793,0.11478605,0.00674803,0.54339010
-5.16558279,2.38636930,0.27467054,1.33546640,0.27987074,0.50779067,0.00342976,0.11814405,0.00704422,0.54472265
-5.15957979,2.38215784,0.27782887,1.32259560,0.28467006,0.51038020,0.00328285,0.12145962,0.00732796,0.54547750
-5.15357679,2.37397442,0.28110438,1.30713346,0.28957416,0.51184195,0.00312887,0.12472734,0.00759755,0.54577905
-5.14757379,2.36238037,0.28454524,1.28948553,0.29462396,0.51226090,0.00296953,0.12794102,0.00785186,0.54574504
-5.14157079,2.34794855,0.28818700,1.27006884,0.29985286,0.51173198,0.00280653,0.13109315,0.00809025,0.54548193
-5.13556778,2.33124198,0.29205026,1.24929872,0.30528351,0.51035610,0.00264155,0.13417431,0.00831255,0.54508050
-5.12956478,2.31279269,0.29613869,1.22757575,0.31092488,0.50823590,0.00247623,0.13717256,0.00851895,0.54461200
-5.12356178,2.29308172,0.30043748,1.20527336,0.31676979,0.50547163,0.00231217,0.14007291,0.00870994,0.54412483
-5.11755878,2.27252112,0.30491235,1.18272657,0.32279292,0.50215712,0.00215084,0.14285680,0.00888618,0.54364198
-5.11155578,2.25143914,0.30950914,1.16022253,0.32894966,0.49837635,0.00199366,0.14550171,0.00904843,0.54315929
-5.10555278,2.23006938,0.31415404,1.13799340,0.33517572,0.49420064,0.00184191,0.14798088,0.00919744,0.54264477
-5.09954977,2.20854481,0.31875459,1.11621191,0.34138774,0.48968665,0.00169675,0.15026337,0.00933393,0.54203897
-5.09354677,2.18689717,0.32320149,1.09499005,0.34748494,0.48487556,0.00155921,0.15231418,0.00945848,0.54125654
-5.08754377,2.16506224,0.32737111,1.07438098,0.35335187,0.47979329,0.00143017,0.15409482,0.00957157,0.54018911
-5.08154077,2.14289099,0.33112888,1.05438421,0.35886207,0.47445196,0.00131039,0.15556408,0.00967354,0.53870919
-5.07553777,2.12016623,0.33433327,1.03495388,0.36388283,0.46885252,0.00120049,0.15667916,0.00976469,0.53667542
-5.06953477,2.09662421,0.33684051,1.01600966,0.36828062,0.46298833,0.00110096,0.15739705,0.00984531,0.53393860
-5.06353177,2.07198007,0.33850964,0.99744982,0.37192713,0.45684971,0.00101221,0.15767618,0.00991576,0.53034857
-5.05752876,2.04595587,0.33920794,0.97916572,0.37470559,0.45042891,0.00093451,0.15747821,0.00997664,0.52576156
-5.05152576,2.01830961,0.33881627,0.96105680,0.37651710,0.44372543,0.00086807,0.15676992,0.01002885,0.52004765
-5.04552276,1.98886349,0.33723439,0.94304526,0.37728661,0.43675112,0.00081303,0.15552512,0.01007372,0.51309804
-5.03951976,1.95752976,0.33438566,0.92508954,0.37696819,0.42953488,0.00076949,0.15372637,0.01011313,0.50483169
-5.03351676,1.92433234,0.33022121,0.90719556,0.37554931,0.42212637,0.00073750,0.15136661,0.01014955,0.49520105
-5.02751376,1.88942276,0.32472309,0.88942517,0.37305384,0.41459863,0.00071707,0.14845033,0.01018610,0.48419655
-5.02151076,1.85308922,0.31790644,0.87190097,0.36954353,0.40704910,0.00070820,0.14499441,0.01022654,0.47184944
-5.01550775,1.81575796,0.30982042,0.85480736,0.36511777,0.39959918,0.00071087,0.14102851,0.01027524,0.45823313
-5.00950475,1.77798652,0.30054791,0.83838738,0.35991174,0.39239188,0.00072503,0.13659492,0.01033702,0.44346250
-5.00350175,1.74044909,0.29020393,0.82293567,0.35409281,0.38558788,0.00075059,0.13174791,0.01041707,0.42769166
-4.99749875,1.70391453,0.27893296,0.80878767,0.34785537,0.37936007,0.00078741,0.12655259,0.01052071,0.41110993
-4.99149575,1.66921822,0.26690513,0.79630586,0.34141444,0.37388672,0.00083531,0.12108338,0.01065314,0.39393638
-4.98549275,1.63722919,0.25431164,0.78586364,0.33499823,0.36934374,0.00089401,0.11542205,0.01081923,0.37641331
-4.97948974,1.60881446,0.24135956,0.77782792,0.32884008,0.36589646,0.00096314,0.10965555,0.01102319,0.35879888
-4.97348674,1.58480251,0.22826626,0.77254142,0.32317021,0.36369130,0.00104223,0.10387370,0.01126833,0.34135932
-4.96748374,1.56594816,0.21525373,0.77030580,0.31820767,0.36284792,0.00113065,0.09816682,0.01155680,0.32436123
-4.96148074,1.55290087,0.20254310,0.77136664,0.31415302,0.36345226,0.00122766,0.09262343,0.01188936,0.30806422
-4.95547774,1.54617821,0.19034960,0.77590132,0.31118192,0.36555099,0.00133238,0.08732819,0.01226523,0.29271433
-4.94947474,1.54614640,0.17887798,0.78401050,0.30944021,0.36914763,0.00144378,0.08236008,0.01268196,0.27853840
-4.94347174,1.55300867,0.16831876,0.79571385,0.30904045,0.37420074,0.00156069,0.07779088,0.01313541,0.26573979
-4.93746873,1.56680246,0.15884527,0.81095037,0.31006032,0.38062421,0.00168184,0.07368411,0.01361981,0.25449533
-4.93146573,1.58740533,0.15061143,0.82958328,0.31254269,0.38828978,0.00180590,0.07009431,0.01412783,0.24495368
-4.92546273,1.61454933,0.14375047,0.85140937,0.31649743,0.39703161,0.00193144,0.06706670,0.01465085,0.23723498
-4.91945973,1.64784275,0.13837421,0.87617211,0.32190476,0.40665279,0.00205705,0.06463719,0.01517921,0.23143157
-4.91345673,1.68679789,0.13457299,0.90357792,0.32871975,0.41693332,0.00218136,0.06283266,0.01570250,0.22760968
-4.90745373,1.73086296,0.13241604,0.93331448,0.33687782,0.42763920,0.00230305,0.06167150,0.01621000,0.22581171
-4.90145073,1.77945621,0.13195205,0.96507010,0.34630067,0.43853213,0.00242092,0.06116421,0.01669102,0.22605877
-4.89544772,1.83199986,0.13320989,0.99855275,0.35690226,0.44937928,0.00253397,0.06131411,0.01713536,0.22835341
-4.88944472,1.88795181,0.13619928,1.03350766,0.36859450,0.45996253,0.00264136,0.06211802,0.01753364,0.23268190
-4.88344172,1.94683293,0.14091126,1.06973235,0.38129209,0.47008681,0.00274249,0.06356681,0.01787768,0.23901615
-4.87743872,2.00824833,0.14731839,1.10708800,0.39491639,0.47958688,0.00283701,0.06564588,0.01816079,0.24731492
-4.87143572,2.07190108,0.15537478,1.14550647,0.40939782,0.48833243,0.00292482,0.06833539,0.01837803,0.25752420
-4.86543272,2.13759770,0.16501570,1.18499231,0.42467684,0.49623110,0.00300606,0.07161039,0.01852629,0.26957688
-4.85942971,2.20524493,0.17615708,1.22561978,0.44070332,0.50322925,0.00308110,0.07544071,0.01860442,0.28339159
-4.85342671,2.27483815,0.18869490,1.26752469,0.45743447,0.50931074,0.00315051,0.07979079,0.01861317,0.29887094
-4.84742371,2.34644226,0.20250452,1.31089173,0.47483144,0.51449360,0.00321502,0.08461934,0.01855506,0.31589938
-4.84142071,2.42016634,0.21744030,1.35593786,0.49285479,0.51882499,0.00327546,0.08987903,0.01843425,0.33434085
-4.83541771,2.49613382,0.23333550,1.40289279,0.51145944,0.52237479,0.00333271,0.09551620,0.01825624,0.35403654
-4.82941471,2.57445023,0.25000270,1.45197773,0.53058913,0.52522828,0.00338767,0.10147068,0.01802760,0.37480308
-4.82341171,2.65517074,0.26723490,1.50338365,0.55017123,0.52747839,0.00344114,0.10767581,0.01775561,0.39643142
-4.81740870,2.73826973,0.28480731,1.55725042,0.57011199,0.52921793,0.00349383,0.11405865,0.01744795,0.41868664
-4.81140570,2.82361445,0.30248002,1.61364805,0.59029290,0.53053245,0.00354629,0.12054048,0.01711234,0.44130886
-4.80540270,2.91094472,0.32000146,1.67256126,0.61056831,0.53149400,0.00359887,0.12703769,0.01675628,0.46401553
-4.79939970,2.99985991,0.33711268,1.73387826,0.63076477,0.53215619,0.00365168,0.13346284,0.01638669,0.48650489
-4.79339670,3.08981439,0.35355234,1.79738444,0.65068204,0.53255090,0.00370460,0.13972610,0.01600979,0.50846086
-4.78739370,3.18012170,0.36906214,1.86276136,0.67009598,0.53268653,0.00375728,0.14573695,0.01563088,0.52955902
-4.78139070,3.26996740,0.38339281,1.92959112,0.68876322,0.53254816,0.00380914,0.15140609,0.01525425,0.54947364
-4.77538769,3.35842976,0.39630999,1.99736572,0.70642736,0.53209920,0.00385941,0.15664738,0.01488315,0.56788536
-4.76938469,3.44450736,0.40760024,2.06550100,0.72282646,0.53128462,0.00390715,0.16138000,0.01451984,0.58448932
-4.76338169,3.52715162,0.41707649,2.13335412,0.73770143,0.53003521,0.00395132,0.16553044,0.01416563,0.59900338
-4.75737869,3.60530277,0.42458303,2.20024370,0.75080493,0.52827290,0.00399082,0.16903442,0.01382101,0.61117592
-4.75137569,3.67792679,0.42999965,2.26547131,0.76191024,0.52591631,0.00402454,0.17183860,0.01348582,0.62079312
-4.74537269,3.74405155,0.43324472,2.32834315,0.77081960,0.52288663,0.00405142,0.17390201,0.01315937,0.62768514
-4.73936968,3.80279992,0.43427723,2.38819068,0.77737171,0.51911303,0.00407054,0.17519711,0.01284066,0.63173107
-4.73336668,3.85341824,0.43309758,2.44438916,0.78144782,0.51453761,0.00408107,0.17571047,0.01252854,0.63286235
-4.72736368,3.89529863,0.42974710,2.49637318,0.78297616,0.50911941,0.00408244,0.17544308,0.01222183,0.63106459
-4.72136068,3.92799431,0.42430641,2.54364858,0.78193458,0.50283731,0.00407424,0.17441016,0.01191947,0.62637761
-4.71535768,3.95122733,0.41689263,2.58580033,0.77835105,0.49569184,0.00405636,0.17264062,0.01162062,0.61889381
-4.70935468,3.96488877,0.40765557,2.62249638,0.77230229,0.48770567,0.00402888,0.17017611,0.01132473,0.60875491
-4.70335168,3.96903194,0.39677317,2.65348772,0.76391044,0.47892299,0.00399218,0.16706978,0.01103154,0.59614724
-4.69734867,3.96385954,0.38444622,2.67860514,0.75333807,0.46940780,0.00394684,0.16338468,0.01074112,0.58129581
-4.69134567,3.94970599,0.37089276,2.69775337,0.74078194,0.45924135,0.00389369,0.15919209,0.01045385,0.56445739
-4.68534267,3.92701654,0.35634224,2.71090353,0.72646558,0.44851896,0.00383372,0.15456956,0.01017033,0.54591299
-4.67933967,3.89632482,0.34102975,2.71808487,0.71063151,0.43734642,0.00376811,0.14959905,0.00989136,0.52595998
-4.67333667,3.85823038,0.32519041,2.71937662,0.69353321,0.42583628,0.00369817,0.14436491,0.00961788,0.50490425
-4.66733367,3.81337791,0.30905430,2.71490087,0.67542734,0.41410427,0.00362532,0.13895211,0.00935086,0.48305258
-4.66133067,3.76243914,0.29284183,2.70481718,0.65656674,0.40226605,0.00355109,0.13344443,0.00909129,0.46070568
-4.65532766,3.70609869,0.27675980,2.68931924,0.63719421,0.39043446,0.00347703,0.12792294,0.00884007,0.43815193
-4.64932466,3.64504401,0.26099822,2.66863396,0.61753762,0.37871745,0.00340480,0.12246460,0.00859803,0.41566212
-4.64332166,3.57995987,0.24572787,2.64302270,0.59780623,0.36721659,0.00333605,0.11714110,0.00836586,0.39348527
