energy_ev,total_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.85592796,2.54101189,1.02501378,2.15692575,0.00694120,0.05409789,0.56853730,0.00164816
-5.84992496,2.60769698,1.06009165,2.20931077,0.00680977,0.05709804,0.58968009,0.00171021
-5.84392196,2.67876095,1.10353326,2.26407275,0.00665748,0.06075156,0.61266531,0.00177386
-5.83791896,2.75460815,1.15522474,2.32161285,0.00649137,0.06505065,0.63752060,0.00183908
-5.83191596,2.83559573,1.21497180,2.38231102,0.00631935,0.06997991,0.66424103,0.00190578
-5.82591296,2.92200202,1.28249161,2.44649797,0.00615000,0.07551598,0.69278449,0.00197381
-5.81990995,3.01399779,1.35740634,2.51442945,0.00599237,0.08162741,0.72306820,0.00204292
-5.81390695,3.11162202,1.43923868,2.58626399,0.00585572,0.08827457,0.75496654,0.00211280
-5.80790395,3.21476296,1.52740967,2.66204518,0.00574931,0.09540973,0.78831024,0.00218309
-5.80190095,3.32314558,1.62123899,2.74168907,0.00568211,0.10297732,0.82288705,0.00225333
-5.79589795,3.43632548,1.71994781,2.82497701,0.00566260,0.11091427,0.85844392,0.00232300
-5.78989495,3.55368938,1.82266425,2.91155389,0.00569852,0.11915059,0.89469038,0.00239155
-5.78389195,3.67446181,1.92843108,3.00093158,0.00579660,0.12761006,0.93130322,0.00245840
-5.77788894,3.79771724,2.03621578,3.09249695,0.00596238,0.13621108,0.96793203,0.00252294
-5.77188594,3.92239692,2.14492238,3.18552367,0.00620000,0.14486766,1.00420552,0.00258459
-5.76588294,4.04732927,2.25340501,3.27918706,0.00651204,0.15349053,1.03973822,0.00264276
-5.75987994,4.17125283,2.36048271,3.37258110,0.00689932,0.16198834,1.07413750,0.00269693
-5.75387694,4.29284085,2.46495529,3.46473672,0.00736087,0.17026898,1.10701048,0.00274661
-5.74787394,4.41072644,2.56561982,3.55464070,0.00789378,0.17824095,1.13797075,0.00279138
-5.74187094,4.52352787,2.66128779,3.64125478,0.00849322,0.18581476,1.16664482,0.00283088
-5.73586793,4.62987324,2.75080238,3.72353428,0.00915243,0.19290439,1.19267807,0.00286484
-5.72986493,4.72842446,2.83305601,3.80044649,0.00986280,0.19942872,1.21574026,0.00289304
-5.72386193,4.81790025,2.90700782,3.87098832,0.01061398,0.20531300,1.23553054,0.00291536
-5.71785893,4.89709836,2.97170095,3.93420373,0.01139408,0.21049021,1.25178212,0.00293172
-5.71185593,4.96491696,3.02627959,3.98920070,0.01218988,0.21490242,1.26426642,0.00294210
-5.70585293,5.02037531,3.07000532,4.03516814,0.01298711,0.21850203,1.27279696,0.00294654
-5.69984992,5.06263387,3.10227275,4.07139255,0.01377081,0.22125290,1.27723287,0.00294510
-5.69384692,5.09101351,3.12262383,4.09727455,0.01452566,0.22313132,1.27748211,0.00293791
-5.68784392,5.10501370,3.13076060,4.11234493,0.01523638,0.22412681,1.27350429,0.00292511
-5.68184092,5.10432917,3.12655571,4.11627982,0.01588817,0.22424265,1.26531296,0.00290684
-5.67583792,5.08886428,3.11006024,4.10891442,0.01646707,0.22349619,1.25297734,0.00288331
-5.66983492,5.05874439,3.08150822,4.09025449,0.01696040,0.22191885,1.23662331,0.00285472
-5.66383192,5.01432325,3.04131728,4.06048493,0.01735709,0.21955577,1.21643330,0.00282131
-5.65782891,4.95618549,2.99008502,4.01997441,0.01764805,0.21646515,1.19264514,0.00278333
-5.65182591,4.88514343,2.92858060,3.96927545,0.01782636,0.21271716,1.16554955,0.00274108
-5.64582291,4.80222743,2.85773159,3.90911925,0.01788756,0.20839261,1.13548617,0.00269489
-5.63981991,4.70866950,2.77860586,3.84040485,0.01782971,0.20358117,1.10283810,0.00264510
-5.63381691,4.60588007,2.69238894,3.76418258,0.01765342,0.19837936,1.06802488,0.00259213
-5.62781391,4.49541824,2.60035736,3.68163188,0.01736187,0.19288827,1.03149421,0.00253641
-5.62181091,4.37895627,2.50384856,3.59403421,0.01696061,0.18721112,0.99371233,0.00247840
-5.61580790,4.25823949,2.40422860,3.50274184,0.01645743,0.18145071,0.95515358,0.00241862
-5.60980490,4.13504312,2.30285860,3.40914378,0.01586204,0.17570684,0.91628941,0.00235760
-5.60380190,4.01112771,2.20106139,3.31463033,0.01518578,0.17007390,0.87757725,0.00229587
-5.59779890,3.88819530,2.10008950,3.22055771,0.01444127,0.16463852,0.83944973,0.00223399
-5.59179590,3.76784811,2.00109607,3.12821461,0.01364202,0.15947765,0.80230474,0.00217251
-5.58579290,3.65155197,1.90510967,3.03879220,0.01280207,0.15465682,0.76649671,0.00211198
-5.57978989,3.54060591,1.81301424,2.95335896,0.01193556,0.15022901,0.73232962,0.00205289
-5.57378689,3.43611965,1.72553494,2.87284167,0.01105646,0.14623380,0.70005192,0.00199574
-5.56778389,3.33899975,1.64323036,2.79801329,0.01017820,0.14269718,0.66985374,0.00194098
-5.56178089,3.24994515,1.56649154,2.72948835,0.00931341,0.13963177,0.64186632,0.00188901
-5.55577789,3.16945195,1.49554736,2.66772568,0.00847375,0.13703751,0.61616386,0.00184019
-5.54977489,3.09782706,1.43047618,2.61303827,0.00766968,0.13490286,0.59276742,0.00179486
-5.54377189,3.03520953,1.37122277,2.56560937,0.00691043,0.13320628,0.57165085,0.00175329
-5.53776888,2.98159833,1.31761954,2.52551354,0.00620391,0.13191810,0.55274816,0.00171574
-5.53176588,2.93688444,1.26941097,2.49274147,0.00555676,0.13100252,0.53596207,0.00168244
-5.52576288,2.90088548,1.22627972,2.46722646,0.00497435,0.13041973,0.52117321,0.00165361
-5.51975988,2.87338037,1.18787311,2.44887118,0.00446088,0.13012809,0.50824936,0.00162947
-5.51375688,2.85414202,1.15382850,2.43757255,0.00401952,0.13008611,0.49705431,0.00161024
-5.50775388,2.84296579,1.12379627,2.43324324,0.00365246,0.13025429,0.48745585,0.00159615
-5.50175088,2.83969189,1.09745930,2.43582818,0.00336110,0.13059669,0.47933241,0.00158744
-5.49574787,2.84422019,1.07454781,2.44531484,0.00314611,0.13108214,0.47257808,0.00158438
-5.48974487,2.85651632,1.05484922,2.46173647,0.00300756,0.13168501,0.46710570,0.00158726
-5.48374187,2.87660859,1.03821231,2.48516779,0.00294497,0.13238561,0.46284802,0.00159637
-5.47773887,2.90457546,1.02454585,2.51571309,0.00295738,0.13317012,0.45975678,0.00161199
-5.47173587,2.94052443,1.01381194,2.55348735,0.00304336,0.13403011,0.45779996,0.00163440
-5.46573287,2.98456307,1.00601446,2.59859109,0.00320101,0.13496164,0.45695732,0.00166384
-5.45972986,3.03676402,1.00118369,2.65108049,0.00342789,0.13596407,0.45721468,0.00170049
-5.45372686,3.09712587,0.99935790,2.71093432,0.00372103,0.13703860,0.45855725,0.00174445
-5.44772386,3.16553230,1.00056336,2.77801969,0.00407678,0.13818659,0.46096245,0.00179572
-5.44172086,3.24171200,1.00479381,2.85205884,0.00449082,0.13940790,0.46439290,0.00185414
-5.43571786,3.32520206,1.01199096,2.93259911,0.00495800,0.14069918,0.46878977,0.00191944
-5.42971486,3.41531745,1.02202715,3.01898823,0.00547234,0.14205234,0.47406720,0.00199114
-5.42371186,3.51112883,1.03469134,3.11035706,0.00602696,0.14345324,0.48010812,0.00206859
-5.41770885,3.61145084,1.04967953,3.20561130,0.00661406,0.14488073,0.48676174,0.00215093
-5.41170585,3.71484244,1.06659014,3.30343354,0.00722498,0.14630605,0.49384299,0.00223714
-5.40570285,3.81961999,1.08492507,3.40229640,0.00785025,0.14769274,0.50113409,0.00232597
-5.39969985,3.92388377,1.10409634,3.50048696,0.00847968,0.14899698,0.50838813,0.00241604
-5.39369685,4.02555705,1.12343838,3.59614215,0.00910257,0.15016847,0.51533465,0.00250581
-5.38769385,4.12243695,1.14222527,3.68729394,0.00970788,0.15115172,0.52168694,0.00259364
-5.38169085,4.21225499,1.15969239,3.77192294,0.01028448,0.15188778,0.52715070,0.00267781
-5.37568784,4.29274512,1.17506124,3.84801809,0.01082143,0.15231629,0.53143378,0.00275661
-5.36968484,4.36171616,1.18756646,3.91364023,0.01130828,0.15237781,0.53425635,0.00282834
-5.36368184,4.41712560,1.19648350,3.96698647,0.01173536,0.15201620,0.53536116,0.00289137
-5.35767884,4.45715132,1.20115580,4.00645270,0.01209406,0.15118109,0.53452321,0.00294423
-5.35167584,4.48025789,1.20101990,4.03069132,0.01237716,0.14983015,0.53155859,0.00298563
-5.34567284,4.48525450,1.19562751,4.03866144,0.01257903,0.14793119,0.52633181,0.00301448
-5.33966983,4.47134170,1.18466321,4.02966940,0.01269585,0.14546385,0.51876141,0.00302998
-5.33366683,4.43814487,1.16795715,4.00339764,0.01272576,0.14242092,0.50882363,0.00303161
-5.32766383,4.38573305,1.14549217,3.95992083,0.01266892,0.13880916,0.49655380,0.00301914
-5.32166083,4.31462232,1.11740502,3.89970842,0.01252756,0.13464951,0.48204567,0.00299268
-5.31565783,4.22576380,1.08398177,3.82361397,0.01230591,0.12997688,0.46544856,0.00295265
-5.30965483,4.12051709,1.04564782,3.73285163,0.01201010,0.12483933,0.44696258,0.00289975
-5.30365183,4.00061068,1.00295303,3.62896132,0.01164794,0.11929683,0.42683220,0.00283497
-5.29764882,3.86809125,0.95655291,3.51376421,0.01122873,0.11341961,0.40533857,0.00275955
-5.29164582,3.72526432,0.90718673,3.38931068,0.01076294,0.10728615,0.38279074,0.00267495
-5.28564282,3.57462912,0.85565377,3.25782311,0.01026194,0.10098108,0.35951658,0.00258277
-5.27963982,3.41881031,0.80278870,3.12163592,0.00973763,0.09459280,0.33585344,0.00248475
-5.27363682,3.26048937,0.74943722,2.98313530,0.00920211,0.08821124,0.31213917,0.00238273
-5.26763382,3.10233818,0.69643296,2.84470068,0.00866734,0.08192558,0.28870370,0.00227855
-5.26163082,2.94695696,0.64457635,2.70865000,0.00814485,0.07582228,0.26586161,0.00217407
-5.25562781,2.79681840,0.59461627,2.57719021,0.00764539,0.06998314,0.24390571,0.00207107
-5.24962481,2.65421905,0.54723475,2.45237411,0.00717872,0.06448383,0.22310194,0.00197129
-5.24362181,2.52123907,0.50303515,2.33606434,0.00675335,0.05939260,0.20368545,0.00187631
-5.23761881,2.39971035,0.46253367,2.22990461,0.00637640,0.05476927,0.18585805,0.00178761
-5.23161581,2.29119308,0.42615420,2.13529831,0.00605345,0.05066465,0.16978678,0.00170650
-5.22561281,2.19696022,0.39422618,2.05339398,0.00578843,0.04712006,0.15560347,0.00163410
-5.21960980,2.11798922,0.36698502,1.98507710,0.00558366,0.04416718,0.14340524,0.00157137
-5.21360680,2.05496001,0.34457477,1.93096757,0.00543975,0.04182805,0.13325563,0.00151908
-5.20760380,2.00825850,0.32705239,1.89142184,0.00535575,0.04011526,0.12518617,0.00147779
-5.20160080,1.97798444,0.31439323,1.86653933,0.00532915,0.03903214,0.11919833,0.00144791
-5.19559780,1.96396308,0.30649732,1.85617203,0.00535606,0.03857314,0.11526546,0.00142962
-5.18959480,1.96575972,0.30319594,1.85993715,0.00543130,0.03872413,0.11333486,0.00142294
-5.18359180,1.98269675,0.30425839,1.87723198,0.00554863,0.03946284,0.11332968,0.00142774
-5.17758879,2.01387287,0.30939859,1.90725109,0.00570088,0.04075917,0.11515068,0.00144369
-5.17158579,2.05818428,0.31828152,1.94900538,0.00588021,0.04257563,0.11867790,0.00147032
-5.16558279,2.11434765,0.33052939,2.00134319,0.00607830,0.04486776,0.12377217,0.00150702
-5.15957979,2.18092521,0.34572768,2.06297326,0.00628658,0.04758455,0.13027656,0.00155306
-5.15357679,2.25635165,0.36343105,2.13248968,0.00649647,0.05066902,0.13801797,0.00160758
-5.14757379,2.33896303,0.38316942,2.20839875,0.00669958,0.05405881,0.14680870,0.00166964
-5.14157079,2.42702761,0.40445412,2.28914753,0.00688798,0.05768688,0.15644840,0.00173820
-5.13556778,2.51877835,0.42678451,2.37315396,0.00705431,0.06148246,0.16672624,0.00181219
-5.12956478,2.61244660,0.44965500,2.45883799,0.00719207,0.06537199,0.17742359,0.00189048
-5.12356178,2.70629666,0.47256259,2.54465325,0.00729568,0.06928032,0.18831699,0.00197194
-5.11755878,2.79866026,0.49501496,2.62911847,0.00736070,0.07313204,0.19918170,0.00205543
-5.11155578,2.88797013,0.51653897,2.71084781,0.00738384,0.07685290,0.20979561,0.00213985
-5.10555278,2.97279179,0.53668956,2.78857917,0.00736308,0.08037137,0.21994352,0.00222417
-5.09954977,3.05185231,0.55505876,2.86119951,0.00729769,0.08362022,0.22942159,0.00230740
-5.09354677,3.12406512,0.57128463,2.92776618,0.00718820,0.08653818,0.23804202,0.00238867
-5.08754377,3.18854988,0.58505989,2.98752341,0.00703637,0.08907150,0.24563752,0.00246721
-5.08154077,3.24464646,0.59613987,3.03991322,0.00684511,0.09117540,0.25206566,0.00254238
-5.07553777,3.29192263,0.60434948,3.08458037,0.00661839,0.09281546,0.25721267,0.00261365
-5.06953477,3.33017476,0.60958906,3.12137081,0.00636110,0.09396866,0.26099665,0.00268064
-5.06353177,3.35942186,0.61183863,3.15032401,0.00607891,0.09462427,0.26337005,0.00274310
-5.05752876,3.37989285,0.61116054,3.17165925,0.00577816,0.09478440,0.26432109,0.00280090
-5.05152576,3.39200793,0.60770025,3.18575664,0.00546565,0.09446422,0.26387424,0.00285404
-5.04552276,3.39635478,0.60168520,3.19313376,0.00514853,0.09369183,0.26208955,0.00290262
-5.03951976,3.39366079,0.59342188,3.19441904,0.00483415,0.09250783,0.25906087,0.00294683
-5.03351676,3.38476266,0.58329092,3.19032326,0.00452990,0.09096451,0.25491306,0.00298693
-5.02751376,3.37057489,0.57174070,3.18161052,0.00424314,0.08912480,0.24979814,0.00302323
-5.02151076,3.35205855,0.55927935,3.16907009,0.00398106,0.08706088,0.24389071,0.00305610
-5.01550775,3.33019185,0.54646567,3.15349056,0.00375058,0.08485271,0.23738259,0.00308590
-5.00950475,3.30594384,0.53389906,3.13563730,0.00355833,0.08258626,0.23047716,0.00311301
-5.00350175,3.28025214,0.52220887,3.11623441,0.00341050,0.08035176,0.22338337,0.00313780
-4.99749875,3.25400568,0.51204347,3.09595149,0.00331284,0.07824187,0.21630980,0.00316060
-4.99149575,3.22803267,0.50405923,3.07539586,0.00327059,0.07634989,0.20945900,0.00318175
-4.98549275,3.20309406,0.49890971,3.05510998,0.00328840,0.07476804,0.20302225,0.00320154
-4.97948974,3.17988209,0.49723526,3.03557379,0.00337028,0.07358587,0.19717492,0.00322022
-4.97348674,3.15902341,0.49965312,3.01721133,0.00351951,0.07288879,0.19207270,0.00323806
-4.96748374,3.14108577,0.50674819,3.00040059,0.00373860,0.07275685,0.18784862,0.00325525
-4.96148074,3.12658745,0.51906432,2.98548574,0.00402916,0.07326361,0.18461108,0.00327202
-4.95547774,3.11600798,0.53709644,2.97279029,0.00439181,0.07447527,0.18244277,0.00328857
-4.94947474,3.10979909,0.56128312,2.96263012,0.00482611,0.07644995,0.18140051,0.00330508
-4.94347174,3.10839470,0.59199980,2.95532520,0.00533044,0.07923715,0.18151598,0.00332175
-4.93746873,3.11221887,0.62955254,2.95120902,0.00590195,0.08287737,0.18279710,0.00333880
-4.93146573,3.12169102,0.67417219,2.95063494,0.00653644,0.08740181,0.18523001,0.00335643
-4.92546273,3.13722765,0.72600913,2.95397887,0.00722838,0.09283221,0.18878155,0.00337486
-4.91945973,3.15924048,0.78512845,2.96163810,0.00797086,0.09918081,0.19340198,0.00339430
-4.91345673,3.18813084,0.85150578,2.97402618,0.00875564,0.10645024,0.19902781,0.00341497
-4.90745373,3.22428075,0.92502379,2.99156428,0.00957326,0.11463363,0.20558468,0.00343708
-4.90145073,3.26804104,1.00546957,3.01466940,0.01041314,0.12371461,0.21299003,0.00346079
-4.89544772,3.31971738,1.09253297,3.04374017,0.01126377,0.13366739,0.22115562,0.00348628
-4.88944472,3.37955490,1.18580625,3.07914112,0.01211296,0.14445685,0.22998964,0.00351365
-4.88344172,3.44772257,1.28478502,3.12118623,0.01294810,0.15603865,0.23939850,0.00354298
-4.87743872,3.52429791,1.38887074,3.17012269,0.01375648,0.16835931,0.24928830,0.00357430
-4.87143572,3.60925330,1.49737491,3.22611582,0.01452566,0.18135635,0.25956574,0.00360759
-4.86543272,3.70244432,1.60952483,3.28923565,0.01524377,0.19495845,0.27013889,0.00364276
-4.85942971,3.80360083,1.72447121,3.35944603,0.01589987,0.20908552,0.28091743,0.00367969
-4.85342671,3.91232131,1.84129726,3.43659654,0.01648432,0.22364898,0.29181283,0.00371821
-4.84742371,4.02807050,1.95902927,3.52041750,0.01698900,0.23855189,0.30273815,0.00375810
-4.84142071,4.15018047,2.07664847,3.61051809,0.01740762,0.25368928,0.31360784,0.00379911
-4.83541771,4.27785494,2.19310387,3.70638755,0.01773588,0.26894844,0.32433739,0.00384097
-4.82941471,4.41017653,2.30732583,3.80739920,0.01797157,0.28420939,0.33484309,0.00388339
-4.82341171,4.54611661,2.41824000,3.91281689,0.01811462,0.29934537,0.34504170,0.00392607
-4.81740870,4.68454711,2.52478145,4.02180342,0.01816709,0.31422361,0.35485036,0.00396872
-4.81140570,4.82425406,2.62590867,4.13343069,0.01813303,0.32870619,0.36418660,0.00401103
-4.80540270,4.96395215,2.72061717,4.24669093,0.01801832,0.34265114,0.37296853,0.00405272
-4.79939970,5.10230010,2.80795259,4.36050878,0.01783047,0.35591384,0.38111527,0.00409350
-4.79339670,5.23791658,2.88702315,4.47375404,0.01757833,0.36834865,0.38854753,0.00413309
-4.78739370,5.36939636,2.95701139,4.58525472,0.01727181,0.37981084,0.39518850,0.00417122
-4.78139070,5.49532677,3.01718507,4.69381053,0.01692155,0.39015887,0.40096484,0.00420756
-4.77538769,5.61430458,3.06690736,4.79820686,0.01653866,0.39925682,0.40580799,0.00424182
-4.76938469,5.72495319,3.10564611,4.89722920,0.01613439,0.40697722,0.40965545,0.00427365
-4.76338169,5.82594057,3.13298230,4.98967844,0.01571992,0.41320387,0.41245239,0.00430264
-4.75737869,5.91599782,3.14861753,5.07438695,0.01530607,0.41783488,0.41415311,0.00432838
-4.75137569,5.99393862,3.15238048,5.15023579,0.01490317,0.42078564,0.41472263,0.00435039
-4.74537269,6.05867940,3.14423199,5.21617286,0.01452088,0.42199162,0.41413815,0.00436812
-4.73936968,6.10926002,3.12426882,5.27123205,0.01416808,0.42141094,0.41239036,0.00438101
-4.73336668,6.14486469,3.09272558,5.31455301,0.01385282,0.41902650,0.40948454,0.00438844
-4.72736368,6.16484251,3.04997460,5.34540113,0.01358220,0.41484758,0.40544133,0.00438979
-4.72136068,6.16872687,2.99652354,5.36318718,0.01336242,0.40891082,0.40029715,0.00438442
-4.71535768,6.15625306,2.93301039,5.36748580,0.01319870,0.40128043,0.39410419,0.00437174
-4.70935468,6.12737309,2.86019572,5.35805209,0.01309525,0.39204758,0.38692987,0.00435119
-4.70335168,6.08226676,2.77895214,5.33483551,0.01305531,0.38132905,0.37885593,0.00432230
-4.69734867,6.02134852,2.69025087,5.29799015,0.01308104,0.36926498,0.36997694,0.00428471
-4.69134567,5.94526911,2.59514580,5.24788092,0.01317355,0.35601598,0.36039836,0.00423820
-4.68534267,5.85491186,2.49475516,5.18508506,0.01333285,0.34175951,0.35023426,0.00418272
-4.67933967,5.75138348,2.39024149,5.11038863,0.01355777,0.32668579,0.33960471,0.00411840
-4.67333667,5.63599952,2.28279037,5.02477831,0.01384601,0.31099338,0.32863296,0.00404556
-4.66733367,5.51026505,2.17358861,4.92942850,0.01419405,0.29488461,0.31744255,0.00396475
-4.66133067,5.37585143,2.06380283,4.82568449,0.01459722,0.27856100,0.30615448,0.00387673
-4.65532766,5.23457015,1.95455908,4.71504250,0.01504972,0.26221894,0.29488463,0.00378246
-4.64932466,5.08834500,1.84692429,4.59912749,0.01554472,0.24604576,0.28374142,0.00368311
-4.64332166,4.93918393,1.74189033,4.47966989,0.01607446,0.23021637,0.27282399,0.00358005
-4.63731866,4.78915165,1.64036113,4.35848219,0.01663048,0.21489056,0.26222092,0.00347478
-4.63131566,4.64034423,1.54314337,4.23743643,0.01720381,0.20021110,0.25200952,0.00336898
-4.62531266,4.49486643,1.45094089,4.11844329,0.01778519,0.18630259,0.24225576,0.00326440
-4.61930965,4.35481231,1.36435291,4.00343323,0.01836547,0.17327119,0.23301484,0.00316292
-4.61330665,4.22224919,1.28387583,3.89433986,0.01893581,0.16120507,0.22433231,0.00306646
-4.60730365,4.09920469,1.20990827,3.79308537,0.01948804,0.15017553,0.21624562,0.00297696
-4.60130065,3.98765627,1.14275878,3.70156747,0.02001500,0.14023870,0.20878614,0.00289637
-4.59529765,3.88952216,1.08265569,3.62164705,0.02051073,0.13143771,0.20198124,0.00282662
-4.58929465,3.80665245,1.02975810,3.55513554,0.02097080,0.12380500,0.19585654,0.00276957
-4.58329165,3.74081908,0.98416752,3.50378093,0.02139242,0.11736487,0.19043799,0.00272703
-4.57728864,3.69370322,0.94593910,3.46925114,0.02177456,0.11213581,0.18575365,0.00270067
-4.57128564,3.66687886,0.91509195,3.45311393,0.02211799,0.10813274,0.18183513,0.00269205
-4.56528264,3.66179163,0.89161776,3.45681248,0.02242526,0.10536869,0.17871835,0.00270256
-4.55927964,3.67973222,0.87548725,3.48163628,0.02270051,0.10385615,0.17644382,0.00273341
-4.55327664,3.72180427,0.86665425,3.52868729,0.02294936,0.10360770,0.17505613,0.00278557
-4.54727364,3.78888722,0.86505690,3.59884203,0.02317854,0.10463606,0.17460279,0.00285975
-4.54127064,3.88159506,0.87061638,3.69271051,0.02339569,0.10695342,0.17513242,0.00295639
-4.53526763,4.00023252,0.88323297,3.81059362,0.02360891,0.11057015,0.17669238,0.00307559
-4.52926463,4.14475087,0.90277999,3.95244096,0.02382644,0.11549283,0.17932586,0.00321709
-4.52326163,4.31470555,0.92909597,4.11781144,0.02405631,0.12172186,0.18306881,0.00338025
-4.51725863,4.50921863,0.96197570,4.30583924,0.02430591,0.12924860,0.18794651,0.00356402
-4.51125563,4.72694875,1.00116073,4.51520776,0.02458173,0.13805226,0.19397040,0.00376694
-4.50525263,4.96607141,1.04633001,4.74413410,0.02488907,0.14809681,0.20113493,0.00398711
-4.49924962,5.22427215,1.09709146,4.99036645,0.02523179,0.15932783,0.20941493,0.00422220
-4.49324662,5.49875472,1.15297507,5.25119614,0.02561218,0.17166989,0.21876353,0.00446949
-4.48724362,5.78626580,1.21342815,5.52348573,0.02603088,0.18502423,0.22911073,0.00472592
-4.48124062,6.08313710,1.27781320,5.80371368,0.02648684,0.19926728,0.24036287,0.00498807
-4.47523762,6.38534485,1.34540899,6.08803540,0.02697739,0.21424994,0.25240289,0.00525232
-4.46923462,6.68858582,1.41541485,6.37235963,0.02749837,0.22979791,0.26509158,0.00551485
-4.46323162,6.98836799,1.48695846,6.65243825,0.02804428,0.24571303,0.27826973,0.00577178
-4.45722861,7.28011352,1.55910698,6.92396685,0.02860848,0.26177577,0.29176100,0.00601924
-4.45122561,7.55927032,1.63088133,7.18269275,0.02918348,0.27774884,0.30537569,0.00625351
-4.44522261,7.82142858,1.70127321,7.42452642,0.02976115,0.29338177,0.31891497,0.00647106
-4.43921961,8.06243761,1.76926425,7.64565218,0.03033299,0.30841642,0.33217560,0.00666874
-4.43321661,8.27851849,1.83384670,7.84263371,0.03089042,0.32259327,0.34495486,0.00684381
-4.42721361,8.46636794,1.89404494,8.01250994,0.03142494,0.33565810,0.35705550,0.00699402
-4.42121061,8.62324902,1.94893681,8.15287749,0.03192838,0.34736899,0.36829054,0.00711773
-4.41520760,8.74706479,1.99767415,8.26195584,0.03239304,0.35750319,0.37848767,0.00721390
-4.40920460,8.83641197,2.03950166,8.33863277,0.03281180,0.36586372,0.38749318,0.00728213
-4.40320160,8.89061202,2.07377336,8.38248783,0.03317821,0.37228522,0.39517510,0.00732268
-4.39719860,8.90971872,2.09996608,8.39379312,0.03348650,0.37663900,0.40142570,0.00733643
-4.39119560,8.89450183,2.11768954,8.37349138,0.03373161,0.37883685,0.40616303,0.00732483
-4.38519260,8.84640784,2.12669265,8.32315245,0.03390913,0.37883362,0.40933172,0.00728982
-4.37918959,8.76749968,2.12686606,8.24491036,0.03401528,0.37662834,0.41090284,0.00723380
-4.37318659,8.66037837,2.11824084,8.14138378,0.03404684,0.37226386,0.41087313,0.00715947
-4.36718359,8.52809009,2.10098369,8.01558362,0.03400111,0.36582509,0.40926346,0.00706975
-4.36118059,8.37402297,2.07538895,7.87081185,0.03387588,0.35743585,0.40611689,0.00696766
-4.35517759,8.20179799,2.04186791,7.71055586,0.03366936,0.34725455,0.40149621,0.00685623
-4.34917459,8.01515877,2.00093595,7.53838284,0.03338028,0.33546892,0.39548140,0.00673835
-4.34317159,7.81786445,1.95319820,7.35783829,0.03300783,0.32228996,0.38816683,0.00661674
-4.33716858,7.61358989,1.89933410,7.17235262,0.03255178,0.30794543,0.37965867,0.00649378
-4.33116558,7.40583655,1.84008168,6.98515882,0.03201254,0.29267321,0.37007226,0.00637155
-4.32516258,7.19785693,1.77622177,6.79922391,0.03139127,0.27671469,0.35952980,0.00625170
-4.31915958,6.99259428,1.70856280,6.61719563,0.03068999,0.26030847,0.34815828,0.00613546
-4.31315658,6.79263887,1.63792629,6.44136548,0.02991168,0.24368473,0.33608764,0.00602365
-4.30715358,6.60020080,1.56513336,6.27364775,0.02906037,0.22706018,0.32344925,0.00591667
