energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,2.95870236,0.12951171,0.00000000,0.09099875,1.37821251,0.97973655,0.81540493
-5.99399700,3.00182412,0.13027935,0.00000000,0.09235549,1.41411247,0.98537124,0.84128380
-5.98799400,3.03942162,0.13100910,0.00000000,0.09342540,1.44781346,0.98807403,0.86569242
-5.98199100,3.07090543,0.13168218,0.00000000,0.09419335,1.47888907,0.98784418,0.88832047
-5.97598799,3.09571747,0.13227553,0.00000000,0.09464817,1.50691610,0.98472083,0.90886313
-5.96998499,3.11332945,0.13276191,0.00000000,0.09478250,1.53147446,0.97877402,0.92702284
-5.96398199,3.12324258,0.13311027,0.00000000,0.09459264,1.55214862,0.97009589,0.94251180
-5.95797899,3.12498956,0.13328627,0.00000000,0.09407824,1.56853108,0.95879260,0.95505525
-5.95197599,3.11813910,0.13325314,0.00000000,0.09324205,1.58022796,0.94497747,0.96439569
-5.94597299,3.10230367,0.13297266,0.00000000,0.09208967,1.58686687,0.92876569,0.97029803
-5.93996998,3.07715026,0.13240642,0.00000000,0.09062930,1.58810668,0.91027082,0.97255554
-5.93396698,3.04241406,0.13151730,0.00000000,0.08887157,1.58364917,0.88960323,0.97099654
-5.92796398,2.99791422,0.13027094,0.00000000,0.08682942,1.57325163,0.86687035,0.96549128
-5.92196098,2.94357090,0.12863738,0.00000000,0.08451803,1.55673995,0.84217861,0.95595900
-5.91595798,2.87942241,0.12659259,0.00000000,0.08195479,1.53402139,0.81563666,0.94237441
-5.90995498,2.80564112,0.12411989,0.00000000,0.07915931,1.50509603,0.78735949,0.92477337
-5.90395198,2.72254681,0.12121117,0.00000000,0.07615347,1.47006620,0.75747297,0.90325729
-5.89794897,2.63061620,0.11786785,0.00000000,0.07296137,1.42914309,0.72611829,0.87799578
-5.89194597,2.53048766,0.11410145,0.00000000,0.06960934,1.38264995,0.69345583,0.84922741
-5.88594297,2.42296028,0.10993380,0.00000000,0.06612580,1.33102148,0.65966812,0.81725824
-5.87993997,2.30898689,0.10539687,0.00000000,0.06254115,1.27479916,0.62496147,0.78245811
-5.87393697,2.18966095,0.10053216,0.00000000,0.05888748,1.21462267,0.58956610,0.74525479
-5.86793397,2.06619781,0.09538969,0.00000000,0.05519825,1.15121768,0.55373477,0.70612613
-5.86193097,1.93991093,0.09002677,0.00000000,0.05150788,1.08538044,0.51773985,0.66559048
-5.85592796,1.81218415,0.08450635,0.00000000,0.04785126,1.01795997,0.48186908,0.62419593
-5.84992496,1.68444128,0.07889532,0.00000000,0.04426327,0.94983862,0.44642017,0.58250863
-5.84392196,1.55811445,0.07326267,0.00000000,0.04077818,0.88191180,0.41169468,0.54110092
-5.83791896,1.43461259,0.06767756,0.00000000,0.03742914,0.81506799,0.37799146,0.50053949
-5.83191596,1.31529137,0.06220756,0.00000000,0.03424763,0.75016954,0.34560008,0.46137433
-5.82591296,1.20142592,0.05691700,0.00000000,0.03126298,0.68803529,0.31479448,0.42412857
-5.81990995,1.09418713,0.05186548,0.00000000,0.02850193,0.62942535,0.28582733,0.38928970
-5.81390695,0.99462235,0.04710665,0.00000000,0.02598831,0.57502856,0.25892518,0.35730230
-5.80790395,0.90364074,0.04268731,0.00000000,0.02374272,0.52545280,0.23428463,0.32856232
-5.80190095,0.82200342,0.03864668,0.00000000,0.02178231,0.48121816,0.21206965,0.30341304
-5.79589795,0.75031817,0.03501606,0.00000000,0.02012072,0.44275287,0.19240990,0.28214236
-5.78989495,0.68903824,0.03181863,0.00000000,0.01876794,0.41039163,0.17540021,0.26498154
-5.78389195,0.63846472,0.02906961,0.00000000,0.01773032,0.38437612,0.16110094,0.25210491
-5.77788894,0.59875156,0.02677644,0.00000000,0.01701061,0.36485707,0.14953909,0.24363043
-5.77188594,0.56991285,0.02493924,0.00000000,0.01660801,0.35189765,0.14071003,0.23962084
-5.76588294,0.55183121,0.02355130,0.00000000,0.01651822,0.34547755,0.13457960,0.24008513
-5.75987994,0.54426698,0.02259967,0.00000000,0.01673353,0.34549755,0.13108652,0.24498024
-5.75387694,0.54686763,0.02206577,0.00000000,0.01724294,0.35178431,0.13014475,0.25421271
-5.74787394,0.55917686,0.02192600,0.00000000,0.01803223,0.36409497,0.13164592,0.26764043
-5.74187094,0.58064348,0.02215240,0.00000000,0.01908404,0.38212179,0.13546156,0.28507429
