energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.86193097,8.63972453,1.13145006,1.46734080,0.02682405,0.68649188,4.90355610,3.28764775,0.05013943,2.51861193
-5.85592796,8.77409016,1.15231889,1.52241044,0.02761721,0.69714533,5.03196423,3.30483178,0.04907346,2.54175513
-5.84992496,8.93088338,1.17495602,1.58166040,0.02847060,0.71023230,5.17338314,3.33038334,0.04802712,2.57009990
-5.84392196,9.10756900,1.19897553,1.64417981,0.02936188,0.72566170,5.32634403,3.36384859,0.04700077,2.60295184
-5.83791896,9.30095764,1.22393339,1.70896811,0.03026685,0.74327142,5.48897640,3.40450120,0.04599372,2.63945794
-5.83191596,9.50729894,1.24933370,1.77496751,0.03116021,0.76283418,5.65904208,3.45136910,0.04500432,2.67862726
-5.82591296,9.72240401,1.27463816,1.84109959,0.03201625,0.78406645,5.83398743,3.50327339,0.04403018,2.71935876
-5.81990995,9.94179336,1.29927863,1.90630460,0.03280973,0.80664014,6.01101259,3.55887790,0.04306844,2.76047560
-5.81390695,10.16086453,1.32267263,1.96958206,0.03351670,0.83019675,6.18715616,3.61674743,0.04211608,2.80076463
-5.80790395,10.37507273,1.34424126,2.03003071,0.03411530,0.85436318,6.35939217,3.67541202,0.04117032,2.83901966
-5.80190095,10.58011641,1.36342890,2.08688628,0.03458656,0.87876849,6.52473595,3.73343438,0.04022899,2.87408672
-5.79589795,10.77211944,1.37972382,2.13955509,0.03491510,0.90306097,6.68035429,3.78947720,0.03929094,2.90490925
-5.78989495,10.94780108,1.39267869,2.18764198,0.03508967,0.92692450,6.82367518,3.84236707,0.03835637,2.93057122
-5.78389195,11.10462526,1.40193002,2.23097108,0.03510365,0.95009351,6.95249186,3.89115184,0.03742721,2.95033605
-5.77788894,11.24092145,1.40721536,2.26959826,0.03495535,0.97236553,7.06505601,3.93514835,0.03650728,2.96367941
-5.77188594,11.35597037,1.40838723,2.30381431,0.03464813,0.99361100,7.16015519,3.97397792,0.03560250,2.97031411
-5.76588294,11.45004938,1.40542297,2.33413868,0.03419038,1.01377930,7.23717013,4.00758774,0.03472092,2.97020566
-5.75987994,11.52443425,1.39842962,2.36130356,0.03359531,1.03290102,7.29610832,4.03625654,0.03387265,2.96357756
-5.75387694,11.58135585,1.38764350,2.38622879,0.03288058,1.05108593,7.33761134,4.06058407,0.03306968,2.95090568
-5.74787394,11.62391272,1.37342399,2.40998853,0.03206780,1.06851681,7.36293466,4.08146446,0.03232557,2.93290169
-5.74187094,11.65594238,1.35624192,2.43377091,0.03118185,1.08543931,7.37389999,4.10004442,0.03165503,2.91048608
-5.73586793,11.68185653,1.33666257,2.45883211,0.03025015,1.10214822,7.37282156,4.11766806,0.03107346,2.88475167
-5.72986493,11.70644702,1.31532418,2.48644696,0.02930180,1.11897077,7.36240928,4.13581070,0.03059635,2.85691913
-5.72386193,11.73467104,1.29291269,2.51785782,0.02836673,1.13624790,7.34565270,4.15600471,0.03023862,2.82828626
-5.71785893,11.77142523,1.27013405,2.55422407,0.02747473,1.15431415,7.32569124,4.17976090,0.03001404,2.80017332
-5.71185593,11.82131895,1.24768507,2.59657416,0.02665460,1.17347755,7.30567641,4.20848919,0.02993452,2.77386662
-5.70585293,11.88845735,1.22622453,2.64576234,0.02593324,1.19400024,7.28863289,4.24342241,0.03000952,2.75056309
-5.69984992,11.97624447,1.20634565,2.70243182,0.02533487,1.21608115,7.27732501,4.28554710,0.03024550,2.73131795
-5.69384692,12.08721571,1.18855143,2.76698610,0.02488030,1.23984161,7.27413537,4.33554480,0.03064542,2.71699812
-5.68784392,12.22290806,1.17323390,2.83956948,0.02458629,1.26531466,7.28096171,4.39374682,0.03120840,2.70824332
-5.68184092,12.38377429,1.16065852,2.92005792,0.02446506,1.29243894,7.29913714,4.46010510,0.03192949,2.70543655
-5.67583792,12.56914591,1.15095414,3.00806053,0.02452394,1.32105747,7.32937789,4.53418070,0.03279959,2.70868538
-5.66983492,12.77724676,1.14410938,3.10293180,0.02476511,1.35092151,7.37176132,4.61515091,0.03380546,2.71781485
-5.66383192,13.00525734,1.13997523,3.20379421,0.02518556,1.38169952,7.42573521,4.70183483,0.03493002,2.73237229
-5.65782891,13.24942723,1.13827391,3.30957027,0.02577711,1.41299085,7.49015800,4.79273661,0.03615266,2.75164393
-5.65182591,13.50523057,1.13861354,3.41902297,0.02652668,1.44434344,7.56336781,4.88610434,0.03744976,2.77468249
-5.64582291,13.76755792,1.14050767,3.53080278,0.02741661,1.47527486,7.64327677,4.98000211,0.03879536,2.80034471
-5.63981991,14.03093543,1.14339896,3.64349942,0.02842515,1.50529547,7.72748571,5.07239186,0.04016182,2.82733696
-5.63381691,14.28976140,1.14668557,3.75569632,0.02952710,1.53393264,7.81341325,5.16122119,0.04152068,2.85426726
-5.62781391,14.53854910,1.14974923,3.86602522,0.03069450,1.56075472,7.89843273,5.24451297,0.04284348,2.87970122
-5.62181091,14.77216447,1.15198342,3.97321871,0.03189743,1.58539342,7.98000989,5.32045238,0.04410263,2.90221967
-5.61580790,14.98604751,1.15282052,4.07615826,0.03310485,1.60756355,8.05583420,5.38746734,0.04527222,2.92047541
-5.60980490,15.17640680,1.15175659,4.17391556,0.03428551,1.62707880,8.12393722,5.44429818,0.04632877,2.93324680
-5.60380190,15.34037806,1.14837271,4.26578517,0.03540882,1.64386292,8.18279209,5.49005341,0.04725195,2.93948596
-5.59779890,15.47613916,1.14235204,4.35130691,0.03644572,1.65795541,8.23138911,5.52424861,0.04802508,2.93835944
-5.59179590,15.58297630,1.13349179,4.43027679,0.03736953,1.66951155,8.26928393,5.54682681,0.04863557,2.92927997
-5.58579290,15.66129839,1.12170995,4.50274581,0.03815660,1.67879651,8.29661600,5.55815917,0.04907519,2.91192793
-5.57978989,15.71259912,1.10704633,4.56900668,0.03878705,1.68617398,8.31409687,5.55902615,0.04934012,2.88626183
-5.57378689,15.73936907,1.08965840,4.62956886,0.03924515,1.69208960,8.32296900,5.55058006,0.04943093,2.85251758
-5.56778389,15.74496227,1.06981196,4.68512307,0.03951975,1.69705024,8.32493771,5.53429091,0.04935230,2.81119672
-5.56178089,15.73342428,1.04786759,4.73649714,0.03960446,1.70159996,8.32207992,5.51187834,0.04911267,2.76304443
-5.55577789,15.70929026,1.02426345,4.78460506,0.03949766,1.70629390,8.31673448,5.48523300,0.04872375,2.70901834
-5.54977489,15.67736338,0.99949541,4.83039206,0.03920238,1.71167142,8.31137979,5.45633116,0.04819993,2.65024981
-5.54377189,15.64248432,0.97409560,4.87477834,0.03872606,1.71822969,8.30850505,5.42714692,0.04755762,2.58799934
-5.53776888,15.60930327,0.94861028,4.91860445,0.03808010,1.72639914,8.31048128,5.39956602,0.04681455,2.52360828
-5.53176588,15.58206526,0.92357819,4.96258107,0.03727936,1.73652189,8.31943870,5.37530537,0.04598913,2.45844881
-5.52576288,15.56441904,0.89951022,5.00724585,0.03634155,1.74883415,8.33715615,5.35584208,0.04509972,2.39387442
-5.51975988,15.55925821,0.87687125,5.05292960,0.03528653,1.76345350,8.36496784,5.34235501,0.04416413,2.33117287
-5.51375688,15.56860156,0.85606490,5.09973346,0.03413567,1.78037151,8.40369163,5.33568140,0.04319902,2.27152352
-5.50775388,15.59351750,0.83742164,5.14751833,0.03291110,1.79945214,8.45358198,5.33629015,0.04221953,2.21596053
-5.50175088,15.63409525,0.82119061,5.19590702,0.03163508,1.82043581,8.51430961,5.34427266,0.04123896,2.16534334
-5.49574787,15.68946297,0.80753531,5.24429885,0.03032932,1.84294910,8.58496833,5.35935117,0.04026861,2.12033519
-5.48974487,15.75785081,0.79653312,5.29189603,0.02901453,1.86651941,8.66410858,5.38090360,0.03931769,2.08139032
-5.48374187,15.83669460,0.78817840,5.33774018,0.02770988,1.89059402,8.74979569,5.40800338,0.03839334,2.04874996
-5.47773887,15.92277433,0.78238887,5.38075704,0.02643270,1.91456256,8.83968995,5.43947196,0.03750081,2.02244672
-5.47173587,16.01237969,0.77901474,5.41980708,0.02519822,1.93778196,8.93114450,5.47394099,0.03664364,2.00231706
-5.46573287,16.10149408,0.77784998,5.45373927,0.02401942,1.95960269,9.02131632,5.50992122,0.03582391,1.98802060
-5.45972986,16.18598796,0.77864522,5.48144520,0.02290697,1.97939508,9.10728506,5.54587455,0.03504259,1.97906535
-5.45372686,16.26181191,0.78112138,5.50191103,0.02186932,1.99657466,9.18617406,5.58028575,0.03429985,1.97483740
-5.44772386,16.32518052,0.78498355,5.51426451,0.02091275,2.01062536,9.25526804,5.61173077,0.03359535,1.97463349
-5.44172086,16.37273850,0.78993443,5.51781505,0.02004158,2.02111951,9.31212189,5.63893822,0.03292856,1.97769516
-5.43571786,16.40170190,0.79568663,5.51208492,0.01925838,2.02773392,9.35465576,5.66084172,0.03229901,1.98324261
-5.42971486,16.40996854,0.80197350,5.49683043,0.01856419,2.03026117,9.38123200,5.67662074,0.03170650,1.99050715
-5.42371186,16.39619336,0.80855800,5.47205237,0.01795874,2.02861591,9.39071079,5.68572857,0.03115125,1.99876071
-5.41770885,16.35982645,0.81523931,5.43799540,0.01744073,2.02283568,9.38248214,5.68790640,0.03063398,2.00734131
-5.41170585,16.30111314,0.82185716,5.39513709,0.01700797,2.01307647,9.35647317,5.68318340,0.03015592,2.01567381
-5.40570285,16.22105762,0.82829372,5.34416723,0.01665761,1.99960316,9.31313097,5.67186324,0.02971882,2.02328502
-5.39969985,16.12135296,0.83447322,5.28595901,0.01638624,1.98277549,9.25338237,5.65449814,0.02932486,2.02981317
-5.39369685,16.00428233,0.84035957,5.22153359,0.01619001,1.96303009,9.17857348,5.63185207,0.02897651,2.03501147
-5.38769385,15.87259714,0.84595221,5.15202005,0.01606466,1.94085963,9.09039257,5.60485535,0.02867643,2.03874615
-5.38169085,15.72937883,0.85128058,5.07861277,0.01600559,1.91679006,8.99078071,5.57455295,0.02842730,2.04098943
-5.37568784,15.57789180,0.85639774,5.00252829,0.01600782,1.89135701,8.88183555,5.54204938,0.02823166,2.04180816
-5.36968484,15.42143458,0.86137351,4.92496352,0.01606598,1.86508266,8.76571324,5.50845277,0.02809180,2.04134904
-5.36368184,15.26319670,0.86628749,4.84705712,0.01617428,1.83845392,8.64453406,5.47482098,0.02800963,2.03982135
-5.35767884,15.10612771,0.87122258,4.76985541,0.01632649,1.81190322,8.52029641,5.44211216,0.02798659,2.03747830
-5.35167584,14.95282375,0.87625909,4.69428393,0.01651592,1.78579254,8.39480365,5.41114195,0.02802364,2.03459801
-5.34567284,14.80543623,0.88146985,4.62112546,0.01673540,1.76040159,8.26960671,5.38254904,0.02812117,2.03146510
-5.33966983,14.66560540,0.88691644,4.55100463,0.01697732,1.73592029,8.14596505,5.35677036,0.02827910,2.02835363
-5.33366683,14.53442022,0.89264650,4.48437935,0.01723370,1.71244608,8.02482642,5.33402641,0.02849689,2.02551219
-5.32766383,14.41240444,0.89869224,4.42153840,0.01749625,1.68998570,7.90682554,5.31431702,0.02877358,2.02315149
-5.32166083,14.29952746,0.90506993,4.36260483,0.01775649,1.66846138,7.79229979,5.29742691,0.02910792,2.02143489
-5.31565783,14.19523718,0.91178010,4.30754410,0.01800593,1.64772073,7.68131959,5.28294018,0.02949840,2.02047163
-5.30965483,14.09851126,0.91880846,4.25617615,0.01823618,1.62754977,7.57373003,5.27026255,0.02994329,2.02031312
-5.30365183,14.00792260,0.92612700,4.20819036,0.01843915,1.60768818,7.46919981,5.25864937,0.03044074,2.02095153
-5.29764882,13.92171430,0.93369524,4.16316239,0.01860726,1.58784594,7.36727348,5.24723809,0.03098869,2.02232073
-5.29164582,13.83787973,0.94146129,4.12057220,0.01873357,1.56772032,7.26742293,5.23508298,0.03158489,2.02429891
-5.28564282,13.75424352,0.94936266,4.07982237,0.01881197,1.54701246,7.16909447,5.22119057,0.03222680,2.02671260
-5.27963982,13.66853978,0.95732669,4.04025640,0.01883731,1.52544273,7.07174875,5.20455422,0.03291144,2.02934155
-5.27363682,13.57848489,0.96527059,4.00117650,0.01880553,1.50276404,6.97489118,5.18418642,0.03363528,2.03192426
-5.26763382,13.48184282,0.97310120,3.96186084,0.01871372,1.47877283,6.87809205,5.15914795,0.03439402,2.03416390
-5.26163082,13.37648206,0.98071466,3.92158027,0.01856016,1.45331732,6.78099593,5.12857328,0.03518246,2.03573438
-5.25562781,13.26042400,0.98799603,3.87961463,0.01834435,1.42630278,6.68332143,5.09169163,0.03599426,2.03628669
-5.24962481,13.13188322,0.99481937,3.83526874,0.01806695,1.39769401,6.58485289,5.04784408,0.03682186,2.03545546
-5.24362181,12.98930085,1.00104825,3.78788845,0.01772974,1.36751523,6.48542628,4.99649660,0.03765633,2.03286592
-5.23761881,12.83137235,1.00653712,3.73687666,0.01733554,1.33584749,6.38491208,4.93724959,0.03848737,2.02814134
-5.23161581,12.65707114,1.01113357,3.68170945,0.01688808,1.30282426,6.28319781,4.86984436,0.03930335,2.02091122
-5.22561281,12.46566936,1.01468178,3.62195222,0.01639187,1.26862557,6.18017307,4.79416710,0.04009144,2.01082016
-5.21960980,12.25675681,1.01702692,3.55727553,0.01585211,1.23347109,6.07571922,4.71025075,0.04083787,1.99753749
-5.21360680,12.03025844,1.01802058,3.48747019,0.01527451,1.19761273,5.96970559,4.61827514,0.04152821,1.98076767
-5.20760380,11.78645043,1.01752713,3.41246125,0.01466521,1.16132719,5.86199311,4.51856564,0.04214786,1.96026099
-5.20160080,11.52597428,1.01543041,3.33231996,0.01403061,1.12490863,5.75244562,4.41159031,0.04268252,1.93582455
-5.19559780,11.24984779,1.01164077,3.24727336,0.01337727,1.08866189,5.64094839,4.29795555,0.04311874,1.90733275
-5.18959480,10.95947148,1.00610173,3.15771051,0.01271184,1.05289634,5.52743238,4.17839987,0.04344455,1.87473703
-5.18359180,10.65662884,0.99879606,3.06418501,0.01204093,1.01792047,5.41190240,4.05378567,0.04365003,1.83807410
-5.17758879,10.34347865,0.98975061,2.96741314,0.01137107,0.98403716,5.29446686,3.92508859,0.04372793,1.79747220
-5.17158579,10.02253787,0.97903971,2.86826740,0.01070860,0.95153960,5.17536637,3.79338422,0.04367419,1.75315473
-5.16558279,9.69665391,0.96678668,2.76776527,0.01005968,0.92070781,5.05499868,3.65983187,0.04348840,1.70544092
-5.15957979,9.36896554,0.95316322,2.66705318,0.00943015,0.89180545,4.93393734,3.52565556,0.04317412,1.65474320
-5.15357679,9.04285231,0.93838666,2.56738623,0.00882559,0.86507701,4.81294221,3.39212216,0.04273911,1.60156093
-5.14757379,8.72187307,0.92271491,2.47010373,0.00825119,0.84074501,4.69295992,3.26051712,0.04219535,1.54647085
-5.14157079,8.40969480,0.90643945,2.37660165,0.00771178,0.81900729,4.57511372,3.13211834,0.04155900,1.49011409
-5.13556778,8.11001336,0.88987649,2.28830240,0.00721175,0.80003427,4.46068206,3.00816877,0.04085005,1.43318039
-5.12956478,7.82646876,0.87335661,2.20662298,0.00675507,0.78396609,4.35106667,2.88984867,0.04009191,1.37638999
-5.12356178,7.56255737,0.85721354,2.13294234,0.00634520,0.77090973,4.24775100,2.77824856,0.03931086,1.32047382
-5.11755878,7.32154419,0.84177234,2.06856891,0.00598513,0.76093615,4.15225084,2.67434356,0.03853524,1.26615290
-5.11155578,7.10637794,0.82733767,2.01470894,0.00567731,0.75407757,4.06605917,2.57897041,0.03779469,1.21411757
-5.10555278,6.91961213,0.81418267,1.97243673,0.00542365,0.75032491,3.99058766,2.49280785,0.03711916,1.16500762
-5.09954977,6.76333447,0.80253881,1.94266719,0.00522551,0.74962566,3.92710755,2.41636111,0.03653802,1.11939394
-5.09354677,6.63910722,0.79258728,1.92613132,0.00508370,0.75188228,3.87669251,2.34995125,0.03607898,1.07776239
-5.08754377,6.54792017,0.78445223,1.92335535,0.00499848,0.75695123,3.84016605,2.29370958,0.03576720,1.04050065
-5.08154077,6.49015780,0.77819613,1.93464356,0.00496954,0.76464280,3.81805579,2.24757743,0.03562438,1.00788829
-5.07553777,6.46558153,0.77381734,1.96006548,0.00499606,0.77472186,3.81055671,2.21131120,0.03566789,0.98009052
-5.06953477,6.47332755,0.77125006,1.99944749,0.00507670,0.78690966,3.81750493,2.18449253,0.03591017,0.95715573
-5.06353177,6.51192021,0.77036654,2.05236912,0.00520961,0.80088661,3.83836324,2.16654312,0.03635812,0.93901682
-5.05752876,6.57930070,0.77098143,2.11816430,0.00539252,0.81629628,3.87221915,2.15674365,0.03701281,0.92549611
-5.05152576,6.67287010,0.77285811,2.19592766,0.00562271,0.83275040,3.91779570,2.15425622,0.03786924,0.91631366
-5.04552276,6.78954588,0.77571666,2.28452589,0.00589706,0.84983501,3.97347481,2.15814945,0.03891642,0.91109850
-5.03951976,6.92583041,0.77924320,2.38261441,0.00621214,0.86711758,4.03733258,2.16742546,0.04013760,0.90940241
-5.03351676,7.07788977,0.78310021,2.48865900,0.00656416,0.88415502,4.10718532,2.18104794,0.04151066,0.91071557
-5.02751376,7.24164109,0.78693748,2.60096253,0.00694908,0.90050244,4.18064515,2.19797038,0.04300876,0.91448358
-5.02151076,7.41284628,0.79040330,2.71769625,0.00736262,0.91572239,4.25518299,2.21716367,0.04460106,0.92012518
-5.01550775,7.58720961,0.79315552,2.83693521,0.00780028,0.92939449,4.32819731,2.23764226,0.04625368,0.92705015
-5.00950475,7.76047699,0.79487206,2.95669731,0.00825738,0.94112497,4.39708596,2.25848814,0.04793070,0.93467661
-5.00350175,7.92853396,0.79526064,3.07498489,0.00872910,0.95055603,4.45931899,2.27887189,0.04959518,0.94244733
-4.99749875,8.08749987,0.79406730,3.18982819,0.00921048,0.95737458,4.51250970,2.29807033,0.05121034,0.94984450
-4.99149575,8.23381552,0.79108360,3.29932923,0.00969648,0.96132001,4.55448161,2.31548007,0.05274061,0.95640243
-4.98549275,8.36432158,0.78615214,3.40170521,0.01018198,0.96219080,4.58332893,2.33062678,0.05415267,0.96171792
-4.97948974,8.47632560,0.77917029,3.49532983,0.01066181,0.95984951,4.59746844,2.34316981,0.05541638,0.96545805
-4.97348674,8.56765544,0.77009214,3.57877162,0.01113082,0.95422612,4.59568087,2.35290215,0.05650560,0.96736519
-4.96748374,8.63669772,0.75892850,3.65082781,0.01158388,0.94531926,4.57714045,2.35974580,0.05739886,0.96725919
-4.96148074,8.68242021,0.74574507,3.71055292,0.01201594,0.93319550,4.54143165,2.36374289,0.05807980,0.96503689
-4.95547774,8.70437796,0.73065891,3.75728116,0.01242212,0.91798653,4.48855261,2.36504302,0.05853745,0.96066906
-4.94947474,8.70270340,0.71383336,3.79064210,0.01279772,0.89988426,4.41890558,2.36388734,0.05876634,0.95419515
-4.94347174,8.67808159,0.69547161,3.81056918,0.01313837,0.87913420,4.33327488,2.36059045,0.05876634,0.94571611
-4.93746873,8.63171221,0.67580927,3.81730130,0.01344006,0.85602721,4.23279374,2.35552079,0.05854239,0.93538586
-4.93146573,8.56526051,0.65510629,3.81137741,0.01369928,0.83088999,4.11890162,2.34908061,0.05810400,0.92340173
-4.92546273,8.48079992,0.63363843,3.79362488,0.01391307,0.80407483,3.99329409,2.34168666,0.05746470,0.90999455
-4.91945973,8.38074914,0.61168876,3.76514217,0.01407918,0.77594889,3.85786765,2.33375229,0.05664127,0.89541876
-4.91345673,8.26780663,0.58953943,3.72727675,0.01419611,0.74688360,3.71466178,2.32567222,0.05565303,0.87994306
-4.90745373,8.14488533,0.56746412,3.68159904,0.01426324,0.71724453,3.56580078,2.31781034,0.05452102,0.86384196
-4.90145073,8.01504999,0.54572125,3.62987352,0.01428086,0.68738217,3.41343766,2.31049134,0.05326720,0.84738856
-4.89544772,7.88145919,0.52454828,3.57402756,0.01425026,0.65762393,3.25970198,2.30399619,0.05191372,0.83084876
-4.88944472,7.74731336,0.50415718,3.51611901,0.01417371,0.62826770,3.10665349,2.29856173,0.05048223,0.81447706
-4.88344172,7.61580955,0.48473115,3.45830289,0.01405447,0.59957701,2.95624259,2.29438386,0.04899330,0.79851378
-4.87743872,7.49010287,0.46642249,3.40279773,0.01389676,0.57177794,2.81027840,2.29162396,0.04746595,0.78318381
-4.87143572,7.37327401,0.44935173,3.35185170,0.01370566,0.54505772,2.67040478,2.29041771,0.04591730,0.76869645
-4.86543272,7.26830151,0.43360770,3.30770846,0.01348700,0.51956494,2.53808387,2.29088540,0.04436231,0.75524622
-4.85942971,7.17803719,0.41924853,3.27257278,0.01324724,0.49541109,2.41458662,2.29314268,0.04281374,0.74301418
-4.85342671,7.10518265,0.40630329,3.24857559,0.01299325,0.47267328,2.30098942,2.29731066,0.04128204,0.73216946
-4.84742371,7.05226494,0.39477422,3.23773820,0.01273215,0.45139774,2.19817543,2.30352430,0.03977555,0.72287062
-4.84142071,7.02160938,0.38463918,3.24193551,0.01247106,0.43160388,2.10683948,2.31193819,0.03830058,0.71526643
-4.83541771,7.01530817,0.37585433,3.26285815,0.01221691,0.41328859,2.02749515,2.32272893,0.03686165,0.70949595
-4.82941471,7.03518359,0.36835679,3.30197356,0.01197616,0.39643042,1.96048286,2.33609357,0.03546175,0.70568744
-4.82341171,7.08274557,0.36206727,3.36048642,0.01175464,0.38099356,1.90597787,2.35224396,0.03410261,0.70395635
-4.81740870,7.15914417,0.35689253,3.43929903,0.01155730,0.36693130,1.86399756,2.37139701,0.03278492,0.70440201
-4.81140570,7.26511799,0.35272777,3.53897258,0.01138808,0.35418894,1.83440747,2.39376138,0.03150864,0.70710342
-4.80540270,7.40094094,0.34945880,3.65969067,0.01124972,0.34270606,1.81692596,2.41952116,0.03027314,0.71211422
-4.79939970,7.56636993,0.34696422,3.80122659,0.01114372,0.33241814,1.81112779,2.44881764,0.02907747,0.71945709
-4.79339670,7.76059705,0.34511752,3.96291610,0.01107021,0.32325764,1.81644704,2.48173030,0.02792043,0.72911812
-4.78739370,7.98221006,0.34378923,4.14363795,0.01102803,0.31515456,1.83217999,2.51825838,0.02680074,0.74104142
-4.78139070,8.22916507,0.34284916,4.34180383,0.01101471,0.30803663,1.85748903,2.55830435,0.02571709,0.75512453
-4.77538769,8.49877547,0.34216877,4.55536003,0.01102658,0.30182932,1.89140821,2.60166077,0.02466819,0.77121497
-4.76938469,8.78772042,0.34162361,4.78180230,0.01105890,0.29645572,1.93285148,2.64800154,0.02365281,0.78910843
-4.76338169,9.09207588,0.34109594,5.01820548,0.01110602,0.29183644,1.98062430,2.69687888,0.02266979,0.80854886
-4.75737869,9.40736999,0.34047737,5.26126869,0.01116162,0.28788968,2.03343913,2.74772644,0.02171803,0.82923074
-4.75137569,9.72866353,0.33967141,5.50737639,0.01121891,0.28453149,2.08993502,2.79986915,0.02079651,0.85080358
-4.74537269,10.05065512,0.33859598,5.75267479,0.01127087,0.28167627,2.14870130,2.85253975,0.01990430,0.87287876
-4.73936968,10.36780892,0.33718554,5.99316241,0.01131052,0.27923758,2.20830498,2.90490160,0.01904050,0.89503846
-4.73336668,10.67450175,0.33539293,6.22479268,0.01133114,0.27712915,2.26732109,2.95607684,0.01820435,0.91684641
-4.72736368,10.96518488,0.33319058,6.44358570,0.01132655,0.27526611,2.32436504,3.00517899,0.01739515,0.93786018
-4.72136068,11.23455470,0.33057122,6.64574555,0.01129130,0.27356634,2.37812566,3.05134824,0.01661236,0.95764432
-4.71535768,11.47772561,0.32754778,6.82777895,0.01122085,0.27195195,2.42739775,3.09378787,0.01585554,0.97578399
-4.70935468,11.69039775,0.32415265,6.98661067,0.01111176,0.27035063,2.47111237,3.13179992,0.01512443,0.99189831
-4.70335168,11.86901223,0.32043617,7.11969080,0.01096177,0.26869704,2.50836373,3.16481822,0.01441897,1.00565288
-4.69734867,12.01088640,0.31646444,7.22508917,0.01076992,0.26693389,2.53843117,3.19243699,0.01373924,1.01677090
-4.69134567,12.11432245,0.31231657,7.30157225,0.01053654,0.26501293,2.56079529,3.21443343,0.01308554,1.02504235
-4.68534267,12.17868376,0.30808148,7.34865866,0.01026330,0.26289563,2.57514716,3.23078289,0.01245834,1.03033075
-4.67933967,12.20443426,0.30385439,7.36664997,0.00995311,0.26055351,2.58139043,3.24166584,0.01185824,1.03257729
-4.67333667,12.19313831,0.29973322,7.35663464,0.00961007,0.25796833,2.57963598,3.24746592,0.01128598,1.03180211
-4.66733367,12.14741977,0.29581505,7.32046388,0.00923935,0.25513189,2.57018945,3.24875916,0.01074236,1.02810263
-4.66133067,12.07088129,0.29219283,7.26069955,0.00884705,0.25204560,2.55353236,3.24629468,0.01022820,1.02164920
-4.65532766,11.96798635,0.28895252,7.18053565,0.00844000,0.24871986,2.53029765,3.24096775,0.00974430,1.01267813
-4.64932466,11.84390872,0.28617075,7.08369569,0.00802563,0.24517325,2.50124093,3.23378645,0.00929134,1.00148269
-4.64332166,11.70435505,0.28391315,6.97430998,0.00761173,0.24143160,2.46720879,3.22583346,0.00886983,0.98840223
