energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.69384692,3.44393789,-3.29427810,0.94898452,-1.03996030,2.11198992,-2.03600620,0.00243018,-0.00264481,0.27395902,-0.21999888,0.58788041,-0.49248452,0.47172955,-0.31526865,0.04397575,-0.04009514,0.29245735,-0.38509458
-5.68784392,3.47574203,-3.29560370,0.94492590,-1.05041299,2.12794139,-2.03639682,0.00259819,-0.00269571,0.28048446,-0.22199690,0.59603609,-0.50000017,0.48593205,-0.31598196,0.04395110,-0.04072592,0.29354636,-0.38026507
-5.68184092,3.51454243,-3.29412993,0.94261388,-1.05835123,2.14798743,-2.03497228,0.00278672,-0.00274116,0.28726733,-0.22394381,0.60444721,-0.50689616,0.50131523,-0.31694353,0.04391186,-0.04128090,0.29572745,-0.37564752
-5.67583792,3.56040565,-3.29050448,0.94235859,-1.06397094,2.17228372,-2.03227799,0.00299554,-0.00278156,0.29423772,-0.22583297,0.61316627,-0.51324411,0.51767706,-0.31811538,0.04385540,-0.04175649,0.29898441,-0.37127908
-5.66983492,3.61312349,-3.28549669,0.94438932,-1.06752923,2.20082273,-2.02893589,0.00322404,-0.00281756,0.30130716,-0.22766185,0.62221491,-0.51913375,0.53476929,-0.31946412,0.04377779,-0.04215004,0.30327427,-0.36720536
-5.66383192,3.67221215,-3.27998465,0.94884627,-1.06933543,2.23343129,-2.02563118,0.00347121,-0.00285011,0.30837035,-0.22943300,0.63158038,-0.52466973,0.55230257,-0.32096446,0.04367399,-0.04245992,0.30852698,-0.36348110
-5.65782891,3.73692290,-3.27493677,0.95577574,-1.06974020,2.26977515,-2.02309579,0.00373563,-0.00288044,0.31530771,-0.23115462,0.64121352,-0.52996776,0.56995341,-0.32260212,0.04353811,-0.04268558,0.31464613,-0.36017011
-5.65182591,3.80626410,-3.27138810,0.96512879,-1.06912294,2.30937042,-2.02208909,0.00401548,-0.00291010,0.32198873,-0.23284087,0.65102859,-0.53515005,0.58737273,-0.32437594,0.04336368,-0.04282751,0.32151080,-0.35734442
-5.64582291,3.87903384,-3.27041227,0.97676340,-1.06787811,2.35160147,-2.02337637,0.00430864,-0.00294093,0.32827581,-0.23451186,0.66090468,-0.54034043,0.60419584,-0.32629918,0.04314402,-0.04288727,0.32897845,-0.35508259
-5.63981991,3.95386179,-3.27308978,0.99045011,-1.06640097,2.39574449,-2.02770584,0.00461270,-0.00297501,0.33402868,-0.23619324,0.67068907,-0.54565913,0.62005343,-0.32839987,0.04287256,-0.04286737,0.33688889,-0.35346733
-5.63381691,4.02925880,-3.28047372,1.00588083,-1.06507311,2.44099580,-2.03578483,0.00492505,-0.00301467,0.33910903,-0.23791548,0.68020204,-0.55121763,0.63458309,-0.33072017,0.04254321,-0.04277117,0.34506912,-0.35258253
-5.62781391,4.10367193,-3.29355441,1.02268046,-1.06424861,2.48650349,-2.04825615,0.00524301,-0.00306246,0.34338518,-0.23971285,0.68924330,-0.55711372,0.64744115,-0.33331487,0.04215064,-0.04260277,0.35333891,-0.35250989
-5.62181091,4.17554263,-3.31322399,1.04042085,-1.06424110,2.53140128,-2.06567537,0.00556391,-0.00312104,0.34673671,-0.24162203,0.69759952,-0.56342698,0.65831403,-0.33624889,0.04169065,-0.04236682,0.36151695,-0.35332518
-5.61580790,4.24336577,-3.34024268,1.05863662,-1.06531234,2.57484285,-2.08849015,0.00588526,-0.00319318,0.34905864,-0.24368057,0.70505275,-0.57021492,0.66692894,-0.33959404,0.04116036,-0.04206843,0.36942716,-0.35509460
-5.60980490,4.30574662,-3.37520787,1.07684202,-1.06766274,2.61603531,-2.11702217,0.00620480,-0.00328168,0.35026515,-0.24592507,0.71138935,-0.57750993,0.67306327,-0.34342521,0.04055846,-0.04171293,0.37690515,-0.35787106
-5.60380190,4.36145369,-3.41852756,1.09454839,-1.07142412,2.65427040,-2.15145279,0.00652068,-0.00338931,0.35029269,-0.24838928,0.71640901,-0.58531718,0.67655236,-0.34781595,0.03988532,-0.04130577,0.38380420,-0.36169101
-5.59779890,4.40946503,-3.47039928,1.11128137,-1.07665505,2.68895186,-2.19181287,0.00683156,-0.00351877,0.34910219,-0.25110213,0.71993341,-0.59361359,0.67729532,-0.35283382,0.03914309,-0.04085239,0.39000088,-0.36657154
-5.59179590,4.44900600,-3.53079549,1.12659728,-1.08333895,2.71961814,-2.23797750,0.00713667,-0.00367260,0.34668051,-0.25408578,0.72181428,-0.60234789,0.67525869,-0.35853577,0.03833565,-0.04035805,0.39539967,-0.37250833
-5.58579290,4.47957718,-3.59945636,1.14009803,-1.09138501,2.74595923,-2.28966581,0.00743590,-0.00385317,0.34304097,-0.25735382,0.72194026,-0.61144181,0.67047768,-0.36496352,0.03746860,-0.03982778,0.39993669,-0.37947421
-5.57978989,4.50097120,-3.67589043,1.15144408,-1.10063178,2.76782720,-2.34644634,0.00772981,-0.00406262,0.33822298,-0.26090962,0.72024249,-0.62079228,0.66305514,-0.37213949,0.03654908,-0.03926632,0.40358205,-0.38741867
-5.57378689,4.51327794,-3.75938331,1.16036483,-1.11085363,2.78523987,-2.40774756,0.00801963,-0.00430282,0.33229088,-0.26474501,0.71669848,-0.63027471,0.65315824,-0.38006322,0.03558559,-0.03867802,0.40634101,-0.39626821
-5.56778389,4.51687817,-3.84901436,1.16666633,-1.12176940,2.79837774,-2.47287365,0.00830720,-0.00457538,0.32533197,-0.26883930,0.71133430,-0.63974698,0.64101297,-0.38870868,0.03458775,-0.03806691,0.40825364,-0.40592762
-5.56178089,4.51242604,-3.94368093,1.17023586,-1.13305338,2.80757431,-2.54102471,0.00859491,-0.00488160,0.31745400,-0.27315871,0.70422478,-0.64905419,0.62689692,-0.39802251,0.03356597,-0.03743664,0.40939313,-0.41628203
-5.55577789,4.50082143,-4.04212927,1.17104343,-1.14434778,2.81330041,-2.61132097,0.00888555,-0.00522251,0.30878209,-0.27765637,0.69549197,-0.65803392,0.61113053,-0.40792341,0.03253120,-0.03679055,0.40986280,-0.42719981
-5.54977489,4.48317353,-4.14299105,1.16914028,-1.15527658,2.81614321,-2.68282979,0.00918217,-0.00559882,0.29945534,-0.28227270,0.68530176,-0.66652163,0.59406722,-0.41830262,0.03149453,-0.03613168,0.40979187,-0.43853606
-5.54377189,4.46075738,-4.24482414,1.16465434,-1.16546001,2.81678103,-2.75459471,0.00948787,-0.00601094,0.28962325,-0.28693647,0.67385897,-0.67435625,0.57608298,-0.42902572,0.03046690,-0.03546284,0.40933034,-0.45013657
-5.53776888,4.43496548,-4.34615600,1.15778320,-1.17452920,2.81595507,-2.82566502,0.00980564,-0.00645901,0.27944208,-0.29156627,0.66140109,-0.68138553,0.55756561,-0.43993555,0.02945874,-0.03478666,0.40864301,-0.46184214
-5.53176588,4.40725643,-4.44552786,1.14878479,-1.18214039,2.81443930,-2.89512480,0.01013811,-0.00694287,0.26907127,-0.29607253,0.64819101,-0.68747102,0.53890429,-0.45085622,0.02847968,-0.03410563,0.40790310,-0.47349305
-5.52576288,4.37910291,-4.54153802,1.13796624,-1.18798815,2.81300980,-2.96212020,0.01048739,-0.00746203,0.25867013,-0.30035993,0.63450900,-0.69249248,0.52047966,-0.46159808,0.02753830,-0.03342213,0.40728558,-0.48493334
-5.51975988,4.35194102,-4.63288231,1.12567159,-1.19181715,2.81241481,-3.02588357,0.01085484,-0.00801572,0.24839472,-0.30433015,0.62064438,-0.69635156,0.50265492,-0.47196344,0.02664184,-0.03273849,0.40696066,-0.49601506
-5.51375688,4.32712294,-4.71839006,1.11226865,-1.19343189,2.81334675,-3.08575364,0.01124095,-0.00860281,0.23839518,-0.30788492,0.60688716,-0.69897464,0.48576799,-0.48175286,0.02579609,-0.03205695,0.40708748,-0.50660186
-5.50775388,4.30587447,-4.79705413,1.09813570,-1.19270408,2.81641706,-3.14119061,0.01164519,-0.00922177,0.22881334,-0.31092912,0.59351999,-0.70031467,0.47012517,-0.49077160,0.02500521,-0.03137972,0.40780847,-0.51657222
-5.50175088,4.28925890,-4.86805370,1.08364851,-1.18957738,2.82213482,-3.19178579,0.01206593,-0.00987067,0.21978083,-0.31337391,0.58081065,-0.70035204,0.45599612,-0.49883619,0.02427172,-0.03070891,0.40924443,-0.52582184
-5.49574787,4.27814792,-4.93076899,1.06916801,-1.18406917,2.83088976,-3.23726521,0.01250045,-0.01054706,0.21141753,-0.31513975,0.56900543,-0.69909438,0.44361037,-0.50578061,0.02359644,-0.03004652,0.41149046,-0.53426535
-5.48974487,4.27320026,-4.98478738,1.05502916,-1.17626942,2.84293988,-3.27748727,0.01294492,-0.01124798,0.20383030,-0.31615912,0.55832345,-0.69657538,0.43315520,-0.51146193,0.02297861,-0.02939441,0.41461295,-0.54183715
-5.48374187,4.27484800,-5.02990094,1.04153119,-1.16633664,2.85840396,-3.31243464,0.01339451,-0.01196982,0.19711213,-0.31637889,0.54895198,-0.69285268,0.42477478,-0.51576519,0.02241594,-0.02875422,0.41864757,-0.54849143
-5.47773887,4.28329041,-5.06609567,1.02892947,-1.15449101,2.87725877,-3.34220094,0.01384349,-0.01270832,0.19134141,-0.31576223,0.54104306,-0.68800494,0.41857033,-0.51860721,0.02190480,-0.02812732,0.42359830,-0.55420141
-5.47173587,4.29849464,-5.09353321,1.01742912,-1.14100502,2.89934068,-3.36697300,0.01428544,-0.01345851,0.18658150,-0.31428992,0.53471106,-0.68212814,0.41460117,-0.51993929,0.02144042,-0.02751476,0.42943742,-0.55895789
-5.46573287,4.32020247,-5.11252615,1.00718041,-1.12619206,2.92435114,-3.38700973,0.01471342,-0.01421465,0.18288029,-0.31196111,0.53003141,-0.67533141,0.41288632,-0.51974859,0.02101711,-0.02691724,0.43610639,-0.56276709
-5.45972986,4.34794219,-5.12350840,0.99827597,-1.11039327,2.95186555,-3.40261876,0.01512024,-0.01497027,0.18026996,-0.30879338,0.52704023,-0.66773245,0.41340656,-0.51805828,0.02062852,-0.02633505,0.44351750,-0.56564817
-5.45372686,4.38104442,-5.12700211,0.99074970,-1.09396333,2.98134487,-3.41413209,0.01549865,-0.01571817,0.17876667,-0.30482223,0.52573483,-0.65945277,0.41610655,-0.51492632,0.02026792,-0.02576804,0.45155618,-0.56763027
-5.44772386,4.41866111,-5.12358313,0.98457722,-1.07725582,3.01214920,-3.42188208,0.01584164,-0.01645046,0.17837040,-0.30009995,0.52607494,-0.65061301,0.42089711,-0.51044314,0.01992842,-0.02521560,0.46008383,-0.56874951
-5.44172086,4.45978659,-5.11384643,0.97967788,-1.06060853,3.04355296,-3.42617895,0.01614261,-0.01715869,0.17906474,-0.29469392,0.52798453,-0.64132839,0.42765729,-0.50472812,0.01960328,-0.02467672,0.46894101,-0.56904590
-5.43571786,4.50328018,-5.09837357,0.97591801,-1.04432970,3.07476098,-3.42729098,0.01639566,-0.01783395,0.18081677,-0.28868449,0.53135416,-0.63170466,0.43623638,-0.49792529,0.01928613,-0.02414993,0.47795101,-0.56856055
-5.42971486,4.54788968,-5.07770353,0.97311545,-1.02868539,3.10492529,-3.42542830,0.01659567,-0.01846707,0.18357708,-0.28216244,0.53604372,-0.62183454,0.44645578,-0.49019827,0.01897114,-0.02363342,0.48692353,-0.56733300
-5.42371186,4.59227555,-5.05230823,0.97104511,-1.01388888,3.13316212,-3.42073098,0.01673852,-0.01904876,0.18727994,-0.27522628,0.54188568,-0.61179497,0.45811089,-0.48172475,0.01865330,-0.02312505,0.49565857,-0.56539916
-5.41770885,4.63503578,-5.02257393,0.96944542,-1.00009225,3.15856931,-3.41326196,0.01682111,-0.01956990,0.19184373,-0.26797933,0.54868853,-0.60164521,0.47097300,-0.47269079,0.01832846,-0.02262241,0.50395040,-0.56278965
-5.41170585,4.67473142,-4.98878902,0.96802577,-0.98738070,3.18024370,-3.40300501,0.01684148,-0.02002175,0.19717175,-0.26052683,0.55624074,-0.59142583,0.48479150,-0.46328513,0.01799354,-0.02212295,0.51159161,-0.55952878
-5.40570285,4.70991306,-4.95113866,0.96647449,-0.97576979,3.19729889,-3.38986766,0.01679876,-0.02039620,0.20315334,-0.25297318,0.56431504,-0.58115874,0.49929654,-0.45369368,0.01764656,-0.02162404,0.51837716,-0.55563409
-5.39969985,4.73914847,-4.90970621,0.96446764,-0.96520568,3.20888312,-3.37368873,0.01669315,-0.02068605,0.20966551,-0.24541933,0.57267307,-0.57084823,0.51420219,-0.44409457,0.01728670,-0.02112306,0.52410858,-0.55111655
-5.39369685,4.76105154,-4.86448110,0.96167810,-0.95556840,3.21419748,-3.35425009,0.01652586,-0.02088519,0.21657517,-0.23796059,0.58107048,-0.56048295,0.52921049,-0.43465370,0.01691430,-0.02061749,0.52859810,-0.54598125
-5.38769385,4.77431260,-4.81537245,0.95778511,-0.94667798,3.21251434,-3.33129180,0.01629902,-0.02098887,0.22374169,-0.23068475,0.58926246,-0.55003879,0.54401619,-0.42552115,0.01653088,-0.02010504,0.53167277,-0.54022863
-5.38169085,4.77772980,-4.76222760,0.95248380,-0.93830319,3.20319574,-3.30452979,0.01601553,-0.02099384,0.23102017,-0.22367064,0.59700948,-0.53948254,0.55831250,-0.41682839,0.01613907,-0.01958371,0.53317855,-0.53385613
-5.37568784,4.77024122,-4.70485427,0.94549473,-0.93017250,3.18571161,-3.27367525,0.01567895,-0.02089853,0.23826499,-0.21698728,0.60408347,-0.52877614,0.57179763,-0.40868635,0.01574256,-0.01905188,0.53298424,-0.52686005
-5.36968484,4.75095687,-4.64304532,0.93657291,-0.92198666,3.15965727,-3.23845452,0.01529341,-0.02070305,0.24533384,-0.21069340,0.61027399,-0.51788138,0.58418204,-0.40118451,0.01534599,-0.01850838,0.53098515,-0.51923770
-5.36368184,4.71918968,-4.57660450,0.92551621,-0.91343254,3.12476959,-3.19862875,0.01486339,-0.02040930,0.25209188,-0.20483750,0.61539440,-0.50676479,0.59519620,-0.39439083,0.01495489,-0.01795259,0.52710642,-0.51098956
-5.35767884,4.67448401,-4.50537214,0.91217277,-0.90419746,3.08094121,-3.15401217,0.01439371,-0.02002091,0.25841606,-0.19945842,0.61928781,-0.49540249,0.60459870,-0.38835246,0.01457550,-0.01738447,0.52130586,-0.50212132
-5.35167584,4.61664057,-4.42924927,0.89644702,-0.89398340,3.02823196,-3.10448837,0.01388932,-0.01954313,0.26419921,-0.19458625,0.62183248,-0.48378482,0.61218407,-0.38309726,0.01421468,-0.01680463,0.51357611,-0.49264581
-5.34567284,4.54573602,-4.34821916,0.87830417,-0.88252049,2.96687683,-3.05002365,0.01335532,-0.01898275,0.26935395,-0.19024352,0.62294641,-0.47192044,0.61779032,-0.37863588,0.01387971,-0.01621436,0.50394605,-0.48258465
