energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.32919449,-2.34858300,0.40414599,-0.43425658,1.50430116,-1.54672656,0.00309591,-0.00397104,0.10019657,-0.05342676,0.16109777,-0.19045757,0.32416965,-0.22810211,0.00241689,-0.00091268,0.42460874,-0.51580910
-5.99399700,2.32942180,-2.31000779,0.40401925,-0.42628174,1.49860382,-1.52310662,0.00291404,-0.00371763,0.10313412,-0.05228720,0.16016585,-0.18458799,0.32696815,-0.22156783,0.00276842,-0.00096679,0.42340419,-0.50836954
-5.98799400,2.33097723,-2.27134941,0.40450445,-0.41855587,1.49373339,-1.49916468,0.00274332,-0.00346520,0.10592758,-0.05143388,0.15985141,-0.17898326,0.32942206,-0.21518279,0.00317380,-0.00104165,0.42262469,-0.50054817
-5.98199100,2.33354147,-2.23290245,0.40555963,-0.41113666,1.48941489,-1.47495521,0.00258472,-0.00321620,0.10856089,-0.05090535,0.16013962,-0.17368527,0.33152335,-0.20908069,0.00363620,-0.00113918,0.42225065,-0.49244139
-5.97598799,2.33685979,-2.19504923,0.40714914,-0.40408242,1.48543008,-1.45060180,0.00243903,-0.00297288,0.11102466,-0.05073786,0.16100891,-0.16873844,0.33327899,-0.20339718,0.00415858,-0.00126154,0.42225342,-0.48416620
-5.96998499,2.34074916,-2.15824063,0.40924721,-0.39744987,1.48162218,-1.42628663,0.00230681,-0.00273727,0.11331656,-0.05096448,0.16243261,-0.16418802,0.33471115,-0.19826632,0.00474360,-0.00141104,0.42259616,-0.47585500
-5.96398199,2.34510323,-2.12297649,0.41184131,-0.39129239,1.47789908,-1.40223956,0.00218843,-0.00251112,0.11544158,-0.05161428,0.16438073,-0.16007850,0.33585673,-0.19381697,0.00539356,-0.00159014,0.42323507,-0.46765035
-5.95797899,2.34989483,-2.08978616,0.41493501,-0.38565874,1.47423482,-1.37872719,0.00208404,-0.00229596,0.11741189,-0.05271159,0.16682183,-0.15645230,0.33676616,-0.19016930,0.00611029,-0.00180136,0.42412067,-0.45969950
-5.95197599,2.35517563,-2.05920963,0.41855013,-0.38059232,1.47066899,-1.35604200,0.00199360,-0.00209300,0.11924648,-0.05427527,0.16972497,-0.15334869,0.33750146,-0.18743153,0.00689508,-0.00204731,0.42519932,-0.45214918
-5.94597299,2.36107272,-2.03177959,0.42272819,-0.37613098,1.46730403,-1.33449200,0.00191686,-0.00190326,0.12097049,-0.05631818,0.17306153,-0.15080291,0.33813367,-0.18569675,0.00774859,-0.00233055,0.42641455,-0.44514044
-5.93996998,2.36778215,-2.00800477,0.42753076,-0.37230734,1.46430037,-1.31439086,0.00185340,-0.00172745,0.12261430,-0.05884660,0.17680688,-0.14884560,0.33873977,-0.18504015,0.00867080,-0.00265357,0.42770842,-0.43880390
-5.93396698,2.37555951,-1.98835481,0.43303892,-0.36914966,1.46186940,-1.29604874,0.00180260,-0.00156612,0.12421242,-0.06185991,0.18094181,-0.14750243,0.33939916,-0.18551653,0.00966093,-0.00301872,0.42902275,-0.43325535
-5.92796398,2.38470783,-1.97324684,0.43935142,-0.36668310,1.46026456,-1.27976395,0.00176370,-0.00141956,0.12580217,-0.06535023,0.18545371,-0.14679397,0.34019003,-0.18715817,0.01071741,-0.00342813,0.43030022,-0.42859183
-5.92196098,2.39556328,-1.96303400,0.44658196,-0.36493140,1.45977068,-1.26581537,0.00173577,-0.00128793,0.12742233,-0.06930226,0.19033733,-0.14673567,0.34118554,-0.18997322,0.01183788,-0.00388367,0.43148524,-0.42488831
-5.91595798,2.40847912,-1.95799602,0.45485519,-0.36391880,1.46069193,-1.25445593,0.00171778,-0.00117120,0.12911167,-0.07369329,0.19559522,-0.14733813,0.34245033,-0.19394463,0.01301914,-0.00438683,0.43252475,-0.42219501
-5.90995498,2.42380840,-1.95833217,0.46430189,-0.36367208,1.46333875,-1.24590700,0.00170856,-0.00106923,0.13090757,-0.07849330,0.20123770,-0.14860736,0.34403729,-0.19902959,0.01425715,-0.00493873,0.43336886,-0.42053540
-5.90395198,2.44188628,-1.96415651,0.47505318,-0.36422268,1.46801430,-1.24035386,0.00170690,-0.00098175,0.13284463,-0.08366524,0.20728247,-0.15054523,0.34598484,-0.20515972,0.01554708,-0.00554003,0.43397137,-0.41990509
-5.89794897,2.46301233,-1.97549568,0.48723413,-0.36560864,1.47500058,-1.23794227,0.00171151,-0.00090841,0.13495346,-0.08916555,0.21375371,-0.15314998,0.34831490,-0.21224189,0.01688332,-0.00619086,0.43429015,-0.42027153
-5.89194597,2.48743365,-1.99228929,0.50095686,-0.36787634,1.48454507,-1.23877613,0.00172108,-0.00084878,0.13725965,-0.09494479,0.22068087,-0.15641682,0.35103160,-0.22015986,0.01825953,-0.00689088,0.43428752,-0.42157456
-5.88594297,2.51532934,-2.01439283,0.51631352,-0.37108175,1.49684800,-1.24291636,0.00173431,-0.00080236,0.13978285,-0.10094855,0.22809693,-0.16033846,0.35412083,-0.22877658,0.01966868,-0.00763915,0.43393047,-0.42372802
-5.87993997,2.54679689,-2.04158302,0.53336921,-0.37529124,1.51205098,-1.25038070,0.00174994,-0.00076861,0.14253621,-0.10711851,0.23603649,-0.16490578,0.35755058,-0.23793732,0.02110316,-0.00843426,0.43319086,-0.42662210
-5.87393697,2.58184098,-2.07356545,0.55215541,-0.38058163,1.53022720,-1.26114470,0.00176678,-0.00074695,0.14552596,-0.11339365,0.24453339,-0.17010835,0.36127219,-0.24747344,0.02255482,-0.00927425,0.43204554,-0.43012668
-5.86793397,2.62036525,-2.10998415,0.57266398,-0.38703956,1.55137369,-1.27514353,0.00178371,-0.00073678,0.14875128,-0.11971170,0.25361830,-0.17593499,0.36522226,-0.25720683,0.02401508,-0.01015673,0.43047642,-0.43409537
-5.86193097,2.66216730,-2.15043275,0.59484226,-0.39475999,1.57540603,-1.29227456,0.00179973,-0.00073745,0.15220441,-0.12601060,0.26331609,-0.18237416,0.36932537,-0.26695478,0.02547502,-0.01107887,0.42847045,-0.43837021
-5.85592796,2.70693734,-2.19446662,0.61858935,-0.40384382,1.60215568,-1.31240059,0.00181398,-0.00074832,0.15587103,-0.13223012,0.27364326,-0.18941427,0.37349729,-0.27653526,0.02692551,-0.01203755,0.42601958,-0.44278685
-5.84992496,2.75426071,-2.24161558,0.64375400,-0.41439469,1.63137027,-1.33535339,0.00182575,-0.00076874,0.15973083,-0.13831346,0.28460551,-0.19704382,0.37764863,-0.28577232,0.02835731,-0.01302939,0.42312060,-0.44718000
-5.84392196,2.80362437,-2.29139642,0.67013427,-0.42651491,1.66271699,-1.36093744,0.00183447,-0.00079804,0.16375833,-0.14420877,0.29619556,-0.20525132,0.38168879,-0.29450147,0.02976121,-0.01405084,0.41977501,-0.45138893
-5.83791896,2.85442753,-2.34332473,0.69747911,-0.44030073,1.69578905,-1.38893363,0.00183977,-0.00083557,0.16792386,-0.14987058,0.30839138,-0.21402503,0.38553009,-0.30257479,0.03112819,-0.01509832,0.41598882,-0.45526276
-5.83191596,2.90599624,-2.39692525,0.72549200,-0.45583701,1.73011537,-1.41910269,0.00184143,-0.00088067,0.17219474,-0.15526103,0.32115499,-0.22335247,0.38909185,-0.30986557,0.03244953,-0.01616825,0.41177237,-0.45866535
-5.82591296,2.95760186,-2.45174055,0.75383663,-0.47319149,1.76517317,-1.45118821,0.00183941,-0.00093271,0.17653662,-0.16035087,0.33443190,-0.23321971,0.39230433,-0.31627218,0.03371699,-0.01725719,0.40714015,-0.46147955
-5.81990995,3.00848295,-2.50733726,0.78214463,-0.49240897,1.80040337,-1.48491916,0.00183382,-0.00099106,0.18091485,-0.16512008,0.34815126,-0.24361047,0.39511241,-0.32172112,0.03492298,-0.01836184,0.40211074,-0.46361051
-5.81390695,3.05787020,-2.56330995,0.81002506,-0.51350553,1.83522828,-1.52001181,0.00182495,-0.00105510,0.18529599,-0.16955824,0.36222690,-0.25450501,0.39747883,-0.32616903,0.03606068,-0.01947913,0.39670682,-0.46498810
-5.80790395,3.10501359,-2.61928230,0.83707555,-0.53646326,1.86907114,-1.55617115,0.00181325,-0.00112424,0.18964937,-0.17366443,0.37655917,-0.26587902,0.39938701,-0.32960346,0.03712423,-0.02060620,0.39095525,-0.46556813
-5.80190095,3.14921103,-2.67490602,0.86289463,-0.56122559,1.90137689,-1.59309189,0.00179929,-0.00119790,0.19394851,-0.17744679,0.39103757,-0.27770237,0.40084313,-0.33204249,0.03810886,-0.02174047,0.38488738,-0.46533242
-5.79589795,3.18983745,-2.72985743,0.88709490,-0.58769372,1.93163339,-1.63045914,0.00178378,-0.00127551,0.19817261,-0.18092174,0.40554420,-0.28993797,0.40187767,-0.33353316,0.03901099,-0.02287949,0.37853941,-0.46428781
-5.78989495,3.22637315,-2.78383266,0.90931657,-0.61572430,1.95939227,-1.66794912,0.00176758,-0.00135652,0.20230776,-0.18411280,0.41995777,-0.30254084,0.40254608,-0.33414875,0.03982837,-0.02402102,0.37195288,-0.46246406
-5.78389195,3.25843014,-2.83654169,0.92924067,-0.64512862,1.98428852,-1.70523014,0.00175163,-0.00144038,0.20634803,-0.18704919,0.43415814,-0.31545729,0.40292872,-0.33398499,0.04056008,-0.02516284,0.36517526,-0.45991080
-5.77788894,3.28577535,-2.88770228,0.94660161,-0.67567355,2.00605791,-1.74196405,0.00173700,-0.00152654,0.21029626,-0.18976421,0.44803109,-0.32862464,0.40312991,-0.33315557,0.04120665,-0.02630274,0.35826056,-0.45669395
-5.77188594,3.30834910,-2.93703446,0.96119833,-0.70708428,2.02455138,-1.77780863,0.00172485,-0.00161447,0.21416446,-0.19229349,0.46147311,-0.34197122,0.40327611,-0.33178691,0.04176996,-0.02743838,0.35126983,-0.45289142
-5.76588294,3.32627805,-2.98425632,0.97290359,-0.73904899,2.03974551,-1.81242093,0.00171644,-0.00170359,0.21797388,-0.19467322,0.47439602,-0.35541694,0.40351316,-0.33001272,0.04225322,-0.02856718,0.34427161,-0.44858886
-5.75987994,3.33988113,-3.02908191,0.98167094,-0.77122525,2.05174844,-1.84546204,0.00171311,-0.00179334,0.22175457,-0.19693848,0.48673107,-0.36887443,0.40400273,-0.32796834,0.04266084,-0.02968627,0.33734211,-0.44387524
-5.75387694,3.34966805,-3.07122176,0.98753888,-0.80324825,2.06080067,-1.87660310,0.00171625,-0.00188311,0.22554449,-0.19912164,0.49843228,-0.38225069,0.40491785,-0.32578539,0.04299830,-0.03079236,0.33056505,-0.43883888
-5.74787394,3.35632956,-3.11038636,0.99063204,-0.83474033,2.06727040,-1.90553282,0.00172735,-0.00197231,0.22938810,-0.20125107,0.50947887,-0.39544930,0.40643765,-0.32358683,0.04327190,-0.03188169,0.32403115,-0.43356394
-5.74187094,3.36071952,-3.14629289,0.99115914,-0.86532180,2.07164337,-1.93196615,0.00174791,-0.00206027,0.23333452,-0.20335012,0.51987651,-0.40837306,0.40874151,-0.32148269,0.04348857,-0.03295001,0.31783712,-0.42812762
-5.73586793,3.36382889,-3.17867498,0.98940768,-0.89462240,2.07450724,-1.95565407,0.00177949,-0.00214637,0.23743520,-0.20543646,0.52965734,-0.42092711,0.41200256,-0.31956670,0.04365555,-0.03399258,0.31208418,-0.42259827
-5.72986493,3.36675231,-3.20729525,0.98573556,-0.92229314,2.07653118,-1.97639403,0.00182361,-0.00222993,0.24174127,-0.20752175,0.53887852,-0.43302216,0.41638089,-0.31791386,0.04378012,-0.03500416,0.30687598,-0.41703435
-5.72386193,3.37064839,-3.23196009,0.98055983,-0.94801792,2.07844107,-1.99404065,0.00188179,-0.00231030,0.24630056,-0.20961175,0.54761958,-0.44457796,0.42201657,-0.31657921,0.04386929,-0.03597914,0.30231609,-0.41148430
-5.71785893,3.37669510,-3.25253577,0.97434286,-0.97152452,2.08099149,-2.00851613,0.00195550,-0.00238686,0.25115460,-0.21170670,0.55597839,-0.45552661,0.42902276,-0.31559761,0.04392952,-0.03691159,0.29850499,-0.40598738
-5.71185593,3.38604201,-3.26896517,0.96757671,-0.99259437,2.08493555,-2.01981980,0.00204609,-0.00245904,0.25633544,-0.21380216,0.56406607,-0.46581565,0.43747920,-0.31498461,0.04396640,-0.03779543,0.29553674,-0.40057515
-5.70585293,3.39976147,-3.28128379,0.96076594,-1.01107077,2.09099374,-2.02803626,0.00215476,-0.00252632,0.26186282,-0.21588994,0.57200087,-0.47541079,0.44742632,-0.31473837,0.04398447,-0.03862454,0.29349536,-0.39527363
-5.69984992,3.41880081,-3.28963427,0.95440983,-1.02686501,2.09982338,-2.03334145,0.00228253,-0.00258833,0.26774147,-0.21795943,0.57990157,-0.48429792,0.45886035,-0.31484235,0.04398698,-0.03939298,0.29245121,-0.39010584
