energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.82591296,3.48605276,0.01475466,0.27739198,0.76389196,1.72760300,0.02555648,0.87234288,0.99752775,0.18003107
-5.81990995,3.56222732,0.01543799,0.27974596,0.78108034,1.75258140,0.02646301,0.90070410,1.03693481,0.18468819
-5.81390695,3.63471885,0.01610888,0.28105677,0.79680948,1.77753678,0.02725300,0.92798315,1.07398685,0.18901179
-5.80790395,3.70310364,0.01676142,0.28132976,0.81100430,1.80241514,0.02791255,0.95400421,1.10842690,0.19296303
-5.80190095,3.76710141,0.01739027,0.28059144,0.82363153,1.82719984,0.02842995,0.97863228,1.14007347,0.19651301
-5.79589795,3.82658373,0.01799094,0.27888795,0.83470173,1.85191181,0.02879607,1.00177717,1.16882751,0.19964355
-5.78989495,3.88157605,0.01855995,0.27628309,0.84426987,1.87660724,0.02900472,1.02339568,1.19467638,0.20234761
-5.78389195,3.93225300,0.01909500,0.27285591,0.85243435,1.90137278,0.02905289,1.04349176,1.21769432,0.20462937
-5.77788894,3.97892659,0.01959513,0.26869797,0.85933431,1.92631824,0.02894099,1.06211469,1.23803923,0.20650389
-5.77188594,4.02202780,0.02006068,0.26391030,0.86514514,1.95156715,0.02867289,1.07935502,1.25594563,0.20799629
-5.76588294,4.06208185,0.02049336,0.25860031,0.87007236,1.97724543,0.02825596,1.09533863,1.27171394,0.20914071
-5.75987994,4.09967833,0.02089608,0.25287871,0.87434389,2.00346868,0.02770094,1.11021903,1.28569642,0.20997879
-5.75387694,4.13543740,0.02127283,0.24685644,0.87820109,2.03032883,0.02702175,1.12416815,1.29828028,0.21055799
-5.74787394,4.16997357,0.02162841,0.24064183,0.88188869,2.05788074,0.02623516,1.13736623,1.30986882,0.21092963
-5.74187094,4.20385905,0.02196812,0.23433804,0.88564435,2.08612965,0.02536045,1.14999121,1.32086129,0.21114686
-5.73586793,4.23758856,0.02229747,0.22804080,0.88968804,2.11502028,0.02441892,1.16220819,1.33163274,0.21126264
-5.72986493,4.27154750,0.02262174,0.22183653,0.89421191,2.14442828,0.02343342,1.17415954,1.34251459,0.21132776
-5.72386193,4.30598533,0.02294563,0.21580092,0.89937120,2.17415485,0.02242777,1.18595632,1.35377731,0.21138904
-5.71785893,4.34099583,0.02327293,0.20999791,0.90527661,2.20392489,0.02142623,1.19767128,1.36561579,0.21148776
-5.71185593,4.37650538,0.02360613,0.20447915,0.91198852,2.23338930,0.02045294,1.20933407,1.37813850,0.21165850
-5.70585293,4.41226999,0.02394617,0.19928386,0.91951350,2.26213120,0.01953134,1.22092879,1.39136090,0.21192815
-5.69984992,4.44788139,0.02429228,0.19443910,0.92780328,2.28967631,0.01868367,1.23239408,1.40520341,0.21231549
-5.69384692,4.48278182,0.02464183,0.18996039,0.93675615,2.31550680,0.01793048,1.24362557,1.41949421,0.21283103
-5.68784392,4.51628652,0.02499033,0.18585264,0.94622077,2.33907816,0.01729020,1.25448077,1.43397644,0.21347717
-5.68184092,4.54761267,0.02533154,0.18211125,0.95600222,2.35983814,0.01677872,1.26478570,1.44831954,0.21424878
-5.67583792,4.57591287,0.02565765,0.17872347,0.96586976,2.37724677,0.01640912,1.27434309,1.46213394,0.21513386
-5.66983492,4.60031117,0.02595954,0.17566968,0.97556605,2.39079639,0.01619133,1.28294139,1.47498827,0.21611443
-5.66383192,4.61993928,0.02622719,0.17292485,0.98481708,2.40003052,0.01613194,1.29036415,1.48642801,0.21716754
-5.65782891,4.63397093,0.02645003,0.17045976,0.99334238,2.40456044,0.01623406,1.29639900,1.49599472,0.21826613
-5.65182591,4.64165232,0.02661743,0.16824226,1.00086498,2.40407864,0.01649722,1.30084577,1.50324451,0.21937997
-5.64582291,4.64232698,0.02671918,0.16623824,1.00712049,2.39836840,0.01691730,1.30352331,1.50776513,0.22047640
-5.63981991,4.63545389,0.02674590,0.16441252,1.01186496,2.38730888,0.01748661,1.30427457,1.50919058,0.22152090
-5.63381691,4.62061821,0.02668948,0.16272941,1.01488125,2.37087579,0.01819397,1.30296979,1.50721291,0.22247752
-5.62781391,4.59753451,0.02654345,0.16115325,1.01598361,2.34913752,0.01902485,1.29950779,1.50159053,0.22330915
-5.62181091,4.56604308,0.02630326,0.15964861,1.01502058,2.32224740,0.01996166,1.29381544,1.49215318,0.22397767
-5.61580790,4.52610030,0.02596651,0.15818050,1.01187614,2.29043254,0.02098402,1.28584564,1.47880334,0.22444400
-5.60980490,4.47776444,0.02553304,0.15671442,1.00646942,2.25398042,0.02206918,1.27557408,1.46151470,0.22466813
-5.60380190,4.42117868,0.02500494,0.15521637,0.99875322,2.21322398,0.02319248,1.26299541,1.44032789,0.22460929
-5.59779890,4.35655313,0.02438654,0.15365295,0.98871163,2.16852654,0.02432786,1.24811912,1.41534414,0.22422612
-5.59179590,4.28414767,0.02368418,0.15199145,0.97635726,2.12026744,0.02544851,1.23096582,1.38671765,0.22347708
-5.58579290,4.20425709,0.02290604,0.15020008,0.96172819,2.06882935,0.02652744,1.21156417,1.35464715,0.22232111
-5.57978989,4.11719992,0.02206184,0.14824833,0.94488524,2.01458812,0.02753822,1.18994897,1.31936737,0.22071840
-5.57378689,4.02331171,0.02116251,0.14610742,0.92590955,1.95790541,0.02845562,1.16616041,1.28114095,0.21863156
-5.56778389,3.92294307,0.02021985,0.14375097,0.90490073,1.89912465,0.02925631,1.14024481,1.24025121,0.21602681
-5.56178089,3.81646236,0.01924616,0.14115565,0.88197562,1.83857001,0.02991948,1.11225656,1.19699598,0.21287545
-5.55577789,3.70426230,0.01825392,0.13830205,0.85726757,1.77654820,0.03042744,1.08226120,1.15168269,0.20915531
-5.54977489,3.58676953,0.01725542,0.13517542,0.83092622,1.71335253,0.03076607,1.05033919,1.10462470,0.20485224
-5.54377189,3.46445567,0.01626249,0.13176647,0.80311736,1.64926849,0.03092526,1.01659010,1.05613862,0.19996143
-5.53776888,3.33784849,0.01528625,0.12807204,0.77402294,1.58458004,0.03089909,0.98113669,1.00654252,0.19448858
-5.53176588,3.20754153,0.01433684,0.12409560,0.74384066,1.51957581,0.03068604,0.94412842,0.95615461,0.18845067
-5.52576288,3.07420083,0.01342330,0.11984758,0.71278319,1.45455433,0.03028889,0.90574394,0.90529221,0.18187645
-5.51975988,2.93856752,0.01255344,0.11534540,0.68107655,1.38982772,0.02971458,0.86619233,0.85427057,0.17480643
-5.51375688,2.80145559,0.01173369,0.11061329,0.64895781,1.32572317,0.02897391,0.82571271,0.80340138,0.16729241
-5.50775388,2.66374428,0.01096915,0.10568177,0.61667175,1.26258209,0.02808108,0.78457210,0.75299074,0.15939662
-5.50175088,2.52636519,0.01026347,0.10058691,0.58446686,1.20075676,0.02705319,0.74306168,0.70333660,0.15119032
-5.49574787,2.39028460,0.00961897,0.09536930,0.55259039,1.14060466,0.02590958,0.70149135,0.65472547,0.14275211
-5.48974487,2.25648196,0.00903659,0.09007288,0.52128308,1.08248077,0.02467121,0.66018306,0.60742873,0.13416587
-5.48374187,2.12592554,0.00851605,0.08474359,0.49077346,1.02672864,0.02335991,0.61946311,0.56169851,0.12551857
-5.47773887,1.99954687,0.00805585,0.07942793,0.46127226,0.97367052,0.02199775,0.57965391,0.51776348,0.11689787
-5.47173587,1.87821540,0.00765340,0.07417156,0.43296710,0.92359755,0.02060631,0.54106561,0.47582479,0.10838983
-5.46573287,1.76271481,0.00730519,0.06901791,0.40601786,0.87676065,0.01920617,0.50398806,0.43605238,0.10007668
-5.45972986,1.65372252,0.00700682,0.06400698,0.38055298,0.83336273,0.01781634,0.46868353,0.39858199,0.09203477
-5.45372686,1.55179335,0.00675323,0.05917425,0.35666682,0.79355283,0.01645386,0.43538052,0.36351302,0.08433284
-5.44772386,1.45734827,0.00653882,0.05454987,0.33441841,0.75742253,0.01513351,0.40426891,0.33090745,0.07703064
-5.44172086,1.37066876,0.00635758,0.05015807,0.31383148,0.72500495,0.01386757,0.37549678,0.30078991,0.07017787
-5.43571786,1.29189682,0.00620330,0.04601688,0.29489589,0.69627630,0.01266577,0.34916871,0.27314891,0.06381360
-5.42971486,1.22104040,0.00606971,0.04213806,0.27757030,0.67115986,0.01153532,0.32534584,0.24793918,0.05796602
-5.42371186,1.15798384,0.00595065,0.03852734,0.26178597,0.64953212,0.01048098,0.30404733,0.22508502,0.05265256
-5.41770885,1.10250227,0.00584023,0.03518484,0.24745144,0.63123062,0.00950529,0.28525323,0.20448448,0.04788040
-5.41170585,1.05427918,0.00573298,0.03210568,0.23445776,0.61606301,0.00860884,0.26890830,0.18601422,0.04364718
-5.40570285,1.01292601,0.00562399,0.02928076,0.22268419,0.60381674,0.00779052,0.25492680,0.16953470,0.03994197
-5.39969985,0.97800255,0.00550899,0.02669757,0.21200384,0.59426878,0.00704793,0.24319768,0.15489555,0.03674640
-5.39369685,0.94903719,0.00538450,0.02434111,0.20228915,0.58719494,0.00637766,0.23359006,0.14194088,0.03403585
-5.38769385,0.92554612,0.00524783,0.02219477,0.19341689,0.58237827,0.00577565,0.22595872,0.13051429,0.03178075
-5.38169085,0.90705059,0.00509718,0.02024111,0.18527247,0.57961616,0.00523755,0.22014934,0.12046344,0.02994781
-5.37568784,0.89309173,0.00493161,0.01846270,0.17775350,0.57872604,0.00475896,0.21600338,0.11164399,0.02850123
-5.36968484,0.88324261,0.00475103,0.01684267,0.17077241,0.57954933,0.00433571,0.21336246,0.10392284,0.02740381
-5.36368184,0.87711731,0.00455614,0.01536530,0.16425809,0.58195383,0.00396408,0.21207214,0.09718066,0.02661803
-5.35767884,0.87437708,0.00434840,0.01401637,0.15815671,0.58583454,0.00364096,0.21198510,0.09131366,0.02610689
-5.35167584,0.87473366,0.00412990,0.01278342,0.15243152,0.59111301,0.00336399,0.21296371,0.08623456,0.02583478
-5.34567284,0.87795014,0.00390325,0.01165588,0.14706204,0.59773556,0.00313158,0.21488197,0.08187298,0.02576809
-5.33966983,0.88383946,0.00367151,0.01062507,0.14204239,0.60567032,0.00294303,0.21762696,0.07817511,0.02587578
-5.33366683,0.89226117,0.00343801,0.00968412,0.13737932,0.61490366,0.00279845,0.22109964,0.07510293,0.02612980
-5.32766383,0.90311638,0.00320627,0.00882784,0.13308965,0.62543583,0.00269876,0.22521521,0.07263294,0.02650540
-5.32166083,0.91634150,0.00297984,0.00805242,0.12919754,0.63727621,0.00264557,0.22990299,0.07075452,0.02698132
-5.31565783,0.93190074,0.00276222,0.00735525,0.12573171,0.65043821,0.00264111,0.23510580,0.06946798,0.02753986
-5.30965483,0.94977767,0.00255674,0.00673459,0.12272248,0.66493385,0.00268810,0.24077880,0.06878247,0.02816686
-5.30365183,0.96996586,0.00236647,0.00618932,0.12019905,0.68076816,0.00278956,0.24688796,0.06871360,0.02885155
-5.29764882,0.99245883,0.00219416,0.00571861,0.11818686,0.69793347,0.00294864,0.25340799,0.06928097,0.02958625
-5.29164582,1.01723938,0.00204216,0.00532173,0.11670522,0.71640349,0.00316847,0.26031985,0.07050570,0.03036607
-5.28564282,1.04426850,0.00191238,0.00499778,0.11576523,0.73612757,0.00345190,0.26760786,0.07240780,0.03118842
-5.27963982,1.07347412,0.00180625,0.00474553,0.11536802,0.75702492,0.00380129,0.27525644,0.07500357,0.03205243
-5.27363682,1.10474000,0.00172473,0.00456323,0.11550342,0.77897933,0.00421832,0.28324667,0.07830312,0.03295837
-5.26763382,1.13789531,0.00166825,0.00444850,0.11614893,0.80183439,0.00470377,0.29155277,0.08230784,0.03390691
-5.26163082,1.17270523,0.00163677,0.00439826,0.11726923,0.82538962,0.00525727,0.30013857,0.08700820,0.03489849
-5.25562781,1.20886334,0.00162972,0.00440864,0.11881611,0.84939781,0.00587716,0.30895437,0.09238164,0.03593257
-5.24962481,1.24598623,0.00164610,0.00447502,0.12072881,0.87356391,0.00656028,0.31793415,0.09839090,0.03700697
-5.24362181,1.28361106,0.00168443,0.00459199,0.12293491,0.89754577,0.00730189,0.32699354,0.10498266,0.03811730
-5.23761881,1.32119649,0.00174283,0.00475345,0.12535161,0.92095709,0.00809555,0.33602858,0.11208675,0.03925648
-5.23161581,1.35812745,0.00181902,0.00495261,0.12788751,0.94337258,0.00893307,0.34491558,0.11961594,0.04041434
-5.22561281,1.39372395,0.00191039,0.00518213,0.13044477,0.96433562,0.00980462,0.35351200,0.12746629,0.04157755
-5.21960980,1.42725392,0.00201405,0.00543424,0.13292156,0.98336817,0.01069874,0.36165860,0.13551833,0.04272949
-5.21360680,1.45795000,0.00212688,0.00570086,0.13521486,0.99998283,0.01160255,0.36918274,0.14363886,0.04385057
-5.20760380,1.48502969,0.00224558,0.00597373,0.13722335,1.01369669,0.01250198,0.37590273,0.15168346,0.04491852
-5.20160080,1.50771816,0.00236675,0.00624462,0.13885048,1.02404632,0.01338207,0.38163316,0.15949972,0.04590902
-5.19559780,1.52527301,0.00248697,0.00650546,0.14000732,1.03060346,0.01422732,0.38619094,0.16693097,0.04679641
-5.18959480,1.53700966,0.00260287,0.00674856,0.14061543,1.03299064,0.01502211,0.38940176,0.17382048,0.04755454
-5.18359180,1.54232631,0.00271120,0.00696673,0.14060927,1.03089583,0.01575111,0.39110672,0.18001597,0.04815773
-5.17758879,1.54072726,0.00280892,0.00715350,0.13993830,1.02408565,0.01639978,0.39116871,0.18537421,0.04858172
-5.17158579,1.53184338,0.00289328,0.00730320,0.13856857,1.01241614,0.01695475,0.38947834,0.18976554,0.04880471
-5.16558279,1.51544860,0.00296186,0.00741118,0.13648372,0.99584070,0.01740435,0.38595895,0.19307815,0.04880821
-5.15957979,1.49147167,0.00301266,0.00747385,0.13368537,0.97441469,0.01773887,0.38057055,0.19522178,0.04857790
-5.15357679,1.46000239,0.00304414,0.00748876,0.13019289,0.94829628,0.01795098,0.37331242,0.19613087,0.04810429
-5.14757379,1.42129203,0.00305525,0.00745468,0.12604251,0.91774367,0.01803597,0.36422424,0.19576685,0.04738319
-5.14157079,1.37574788,0.00304547,0.00737158,0.12128593,0.88310861,0.01799184,0.35338571,0.19411954,0.04641598
-5.13556778,1.32392218,0.00301478,0.00724059,0.11598834,0.84482652,0.01781945,0.34091460,0.19120750,0.04520970
-5.12956478,1.26649589,0.00296369,0.00706398,0.11022611,0.80340388,0.01752245,0.32696345,0.18707750,0.04377688
-5.12356178,1.20425823,0.00289321,0.00684501,0.10408413,0.75940320,0.01710711,0.31171498,0.18180292,0.04213515
-5.11755878,1.13808293,0.00280478,0.00658786,0.09765302,0.71342655,0.01658219,0.29537652,0.17548133,0.04030669
-5.11155578,1.06890228,0.00270024,0.00629745,0.09102629,0.66609826,0.01595853,0.27817367,0.16823129,0.03831753
-5.10555278,0.99768032,0.00258177,0.00597931,0.08429759,0.61804768,0.01524879,0.26034359,0.16018860,0.03619669
-5.09954977,0.92538623,0.00245182,0.00563939,0.07755812,0.56989268,0.01446695,0.24212814,0.15150207,0.03397529
-5.09354677,0.85296921,0.00231302,0.00528391,0.07089437,0.52222455,0.01362792,0.22376724,0.14232922,0.03168558
-5.08754377,0.78133573,0.00216813,0.00491920,0.06438626,0.47559499,0.01274707,0.20549271,0.13283183,0.02936005
-5.08154077,0.71133002,0.00201997,0.00455157,0.05810564,0.43050544,0.01183981,0.18752284,0.12317184,0.02703050
-5.07553777,0.64371852,0.00187133,0.00418718,0.05211533,0.38739917,0.01092119,0.17005785,0.11350750,0.02472729
-5.06953477,0.57917842,0.00172494,0.00383192,0.04646855,0.34665616,0.01000551,0.15327646,0.10399013,0.02247865
-5.06353177,0.51829074,0.00158341,0.00349140,0.04120891,0.30859079,0.00910605,0.13733353,0.09476145,0.02031016
-5.05752876,0.46153756,0.00144920,0.00317089,0.03637070,0.27345211,0.00823486,0.12235885,0.08595163,0.01824439
-5.05152576,0.40930338,0.00132459,0.00287532,0.03197970,0.24142646,0.00740253,0.10845704,0.07767811,0.01630064
-5.04552276,0.36187990,0.00121168,0.00260929,0.02805417,0.21264201,0.00661818,0.09570849,0.07004504,0.01449491
-5.03951976,0.31947384,0.00111235,0.00237719,0.02460622,0.18717485,0.00588939,0.08417110,0.06314344,0.01283996
-5.03351676,0.28221692,0.00102831,0.00218324,0.02164327,0.16505601,0.00522225,0.07388287,0.05705200,0.01134551
-5.02751376,0.25017746,0.00096107,0.00203164,0.01916966,0.14627906,0.00462150,0.06486490,0.05183824,0.01001856
-5.02151076,0.22337262,0.00091199,0.00192664,0.01718826,0.13080779,0.00409065,0.05712489,0.04756011,0.00886377
-5.01550775,0.20178090,0.00088226,0.00187276,0.01570217,0.11858350,0.00363216,0.05066071,0.04426780,0.00788387
-5.00950475,0.18535391,0.00087294,0.00187484,0.01471618,0.10953161,0.00324763,0.04546409,0.04200561,0.00708015
-5.00350175,0.17402714,0.00088498,0.00193826,0.01423820,0.10356722,0.00293805,0.04152411,0.04081376,0.00645293
-4.99749875,0.16772913,0.00091922,0.00206901,0.01428047,0.10059958,0.00270399,0.03883034,0.04073011,0.00600198
-4.99149575,0.16638876,0.00097639,0.00227381,0.01486057,0.10053513,0.00254580,0.03737572,0.04179147,0.00572695
-4.98549275,0.16994045,0.00105713,0.00256019,0.01600212,0.10327932,0.00246376,0.03715876,0.04403464,0.00562766
-4.97948974,0.17832720,0.00116199,0.00293652,0.01773524,0.10873701,0.00245828,0.03818531,0.04749697,0.00570443
-4.97348674,0.19150136,0.00129139,0.00341203,0.02009663,0.11681188,0.00252995,0.04046956,0.05221641,0.00595822
-4.96748374,0.20942339,0.00144566,0.00399672,0.02312937,0.12740468,0.00267967,0.04403443,0.05823110,0.00639074
-4.96148074,0.23205868,0.00162501,0.00470126,0.02688229,0.14041086,0.00290861,0.04891128,0.06557837,0.00700444
-4.95547774,0.25937276,0.00182949,0.00553683,0.03140900,0.15571766,0.00321824,0.05513886,0.07429334,0.00780241
-4.94947474,0.29132506,0.00205901,0.00651482,0.03676651,0.17320092,0.00361028,0.06276159,0.08440690,0.00878821
-4.94347174,0.32786171,0.00231334,0.00764660,0.04301343,0.19272207,0.00408651,0.07182725,0.09594348,0.00996555
-4.93746873,0.36890762,0.00259205,0.00894305,0.05020789,0.21412531,0.00464871,0.08238394,0.10891832,0.01133799
-4.93146573,0.41435819,0.00289458,0.01041418,0.05840494,0.23723540,0.00529844,0.09447664,0.12333459,0.01290848
-4.92546273,0.46407109,0.00322019,0.01206858,0.06765382,0.26185611,0.00603681,0.10814321,0.13918034,0.01467885
-4.91945973,0.51785830,0.00356797,0.01391293,0.07799485,0.28776964,0.00686429,0.12341006,0.15642548,0.01664938
-4.91345673,0.57547885,0.00393688,0.01595134,0.08945616,0.31473686,0.00778041,0.14028767,0.17501874,0.01881817
-4.90745373,0.63663257,0.00432570,0.01818487,0.10205040,0.34249861,0.00878352,0.15876598,0.19488500,0.02118063
-4.90145073,0.70095498,0.00473311,0.02061088,0.11577144,0.37077789,0.00987058,0.17880988,0.21592295,0.02372900
-4.89544772,0.76801378,0.00515763,0.02322255,0.13059128,0.39928295,0.01103689,0.20035508,0.23800321,0.02645185
-4.88944472,0.83730696,0.00559765,0.02600840,0.14645727,0.42771105,0.01227590,0.22330439,0.26096719,0.02933370
-4.88344172,0.90826289,0.00605142,0.02895199,0.16328983,0.45575282,0.01357910,0.24752479,0.28462668,0.03235470
-4.87743872,0.98024247,0.00651703,0.03203162,0.18098083,0.48309699,0.01493588,0.27284538,0.30876431,0.03549054
-4.87143572,1.05254346,0.00699236,0.03522036,0.19939267,0.50943531,0.01633353,0.29905646,0.33313507,0.03871234
-4.86543272,1.12440712,0.00747512,0.03848608,0.21835845,0.53446748,0.01775732,0.32590988,0.35746878,0.04198685
-4.85942971,1.19502713,0.00796271,0.04179183,0.23768301,0.55790591,0.01919060,0.35312084,0.38147371,0.04527675
-4.85342671,1.26356077,0.00845228,0.04509631,0.25714513,0.57948013,0.02061503,0.38037115,0.40484117,0.04854115
-4.84742371,1.32914226,0.00894060,0.04835463,0.27650090,0.59894091,0.02201092,0.40731401,0.42725119,0.05173627
-4.84142071,1.39089803,0.00942408,0.05151921,0.29548809,0.61606374,0.02335760,0.43358027,0.44837898,0.05481630
-4.83541771,1.44796365,0.00989875,0.05454087,0.31383158,0.63065185,0.02463390,0.45878606,0.46790222,0.05773436
-4.82941471,1.49950208,0.01036019,0.05737006,0.33124975,0.64253877,0.02581866,0.48254155,0.48550873,0.06044367
-4.82341171,1.54472267,0.01080361,0.05995820,0.34746141,0.65159023,0.02689128,0.50446060,0.50090457,0.06289872
-4.81740870,1.58290049,0.01122384,0.06225904,0.36219335,0.65770577,0.02783236,0.52417104,0.51382198,0.06505651
-4.81140570,1.61339529,0.01161541,0.06423010,0.37518802,0.66081979,0.02862422,0.54132512,0.52402712,0.06687782
-4.80540270,1.63566948,0.01197266,0.06583394,0.38621114,0.66090235,0.02925149,0.55560975,0.53132711,0.06832836
-4.79939970,1.64930446,0.01228982,0.06703938,0.39505888,0.65795959,0.02970156,0.56675617,0.53557624,0.06937987
-4.79339670,1.65401462,0.01256119,0.06782261,0.40156445,0.65203389,0.02996510,0.57454855,0.53668089,0.07001106
-4.78739370,1.64965849,0.01278131,0.06816794,0.40560367,0.64320377,0.03003628,0.57883129,0.53460317,0.07020829
-4.78139070,1.63624637,0.01294511,0.06806847,0.40709932,0.63158352,0.02991310,0.57951450,0.52936279,0.06996612
-4.77538769,1.61394430,0.01304812,0.06752635,0.40602423,0.61732249,0.02959739,0.57657760,0.52103742,0.06928753
-4.76938469,1.58307388,0.01308667,0.06655285,0.40240275,0.60060418,0.02909489,0.57007077,0.50976117,0.06818392
-4.76338169,1.54410803,0.01305803,0.06516809,0.39631077,0.58164482,0.02841502,0.56011427,0.49572141,0.06667478
-4.75737869,1.49766268,0.01296056,0.06340052,0.38787414,0.56069177,0.02757066,0.54689549,0.47915410,0.06478721
-4.75137569,1.44448483,0.01279385,0.06128620,0.37726570,0.53802135,0.02657779,0.53066415,0.46033760,0.06255508
-4.74537269,1.38543726,0.01255877,0.05886781,0.36470096,0.51393639,0.02545501,0.51172554,0.43958549,0.06001809
-4.73936968,1.32148059,0.01225750,0.05619359,0.35043279,0.48876340,0.02422304,0.49043243,0.41723846,0.05722064
-4.73336668,1.25365340,0.01189352,0.05331612,0.33474517,0.46284940,0.02290417,0.46717572,0.39365579,0.05421059
-4.72736368,1.18305113,0.01147156,0.05029112,0.31794648,0.43655845,0.02152170,0.44237445,0.36920665,0.05103797
-4.72136068,1.11080464,0.01099745,0.04717624,0.30036241,0.41026809,0.02009938,0.41646544,0.34426157,0.04775367
-4.71535768,1.03805913,0.01047798,0.04402993,0.28232899,0.38436558,0.01866087,0.38989305,0.31918448,0.04440824
-4.70935468,0.96595428,0.00992071,0.04091042,0.26418580,0.35924419,0.01722932,0.36309939,0.29432547,0.04105068
-4.70335168,0.89560600,0.00933378,0.03787490,0.24626969,0.33529954,0.01582695,0.33651528,0.27001462,0.03772747
-4.69734867,0.82809050,0.00872563,0.03497877,0.22890916,0.31292606,0.01447473,0.31055233,0.24655689,0.03448166
-4.69134567,0.76443077,0.00810482,0.03227522,0.21241947,0.29251357,0.01319223,0.28559621,0.22422837,0.03135225
-4.68534267,0.70558573,0.00747974,0.02981486,0.19709863,0.27444402,0.01199742,0.26200123,0.20327370,0.02837362
-4.67933967,0.65244193,0.00685845,0.02764558,0.18322417,0.25908835,0.01090669,0.24008632,0.18390478,0.02557528
-4.67333667,0.60580761,0.00624847,0.02581258,0.17105072,0.24680335,0.00993482,0.22013236,0.16630054,0.02298174
-4.66733367,0.56640872,0.00565659,0.02435842,0.16080826,0.23792845,0.00909516,0.20238065,0.15060770,0.02061249
-4.66133067,0.53488651,0.00508881,0.02332322,0.15270093,0.23278237,0.00839970,0.18703249,0.13694227,0.01848223
-4.65532766,0.51179610,0.00455017,0.02274479,0.14690623,0.23165937,0.00785927,0.17424957,0.12539167,0.01660113
-4.64932466,0.49760559,0.00404475,0.02265877,0.14357450,0.23482522,0.00748373,0.16415510,0.11601712,0.01497519
-4.64332166,0.49269513,0.00357567,0.02309871,0.14282849,0.24251258,0.00728205,0.15683529,0.10885620,0.01360666
