energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.44172086,3.63086446,0.74619062,2.24587571,0.00171455,0.27977375,1.11404273,0.61554113,0.02469266,0.35998558
-5.43571786,3.55191266,0.72118955,2.19277663,0.00165809,0.27403266,1.08938420,0.60591411,0.02451375,0.35157281
-5.42971486,3.47081117,0.69634629,2.13726108,0.00161554,0.26863342,1.06594907,0.59651244,0.02430214,0.34268308
-5.42371186,3.38851887,0.67196744,2.07995887,0.00158552,0.26365826,1.04425528,0.58745768,0.02406023,0.33341292
-5.41770885,3.30610562,0.64836786,2.02158234,0.00156679,0.25919074,1.02481544,0.57888243,0.02379224,0.32387400
-5.41170585,3.22470490,0.62585762,1.96289881,0.00155823,0.25531116,1.00811525,0.57092189,0.02350374,0.31418851
-5.40570285,3.14546378,0.60472892,1.90470100,0.00155888,0.25209195,0.99459220,0.56370544,0.02320127,0.30448417
-5.39969985,3.06949303,0.58524376,1.84777667,0.00156796,0.24959326,0.98461518,0.55734873,0.02289189,0.29488915
-5.39369685,2.99781962,0.56762274,1.79287902,0.00158486,0.24785901,0.97846605,0.55194668,0.02258272,0.28552705
-5.38769385,2.93134369,0.55203553,1.74069909,0.00160909,0.24691362,0.97632388,0.54756784,0.02228054,0.27651223
-5.38169085,2.87080210,0.53859343,1.69184123,0.00164030,0.24675943,0.97825265,0.54425022,0.02199144,0.26794561
-5.37568784,2.81673966,0.52734427,1.64680270,0.00167826,0.24737503,0.98419281,0.54199896,0.02172052,0.25991118
-5.36968484,2.76948942,0.51826980,1.60595802,0.00172280,0.24871464,0.99395723,0.54078581,0.02147170,0.25247328
-5.36368184,2.72916227,0.51128566,1.56954857,0.00177377,0.25070835,1.00723174,0.54055030,0.02124757,0.24567476
-5.35767884,2.69564627,0.50624396,1.53767772,0.00183109,0.25326345,1.02358025,0.54120277,0.02104934,0.23953605
-5.35167584,2.66861513,0.50293814,1.51031136,0.00189462,0.25626663,1.04245446,0.54262865,0.02087688,0.23405517
-5.34567284,2.64754532,0.50111012,1.48728371,0.00196424,0.25958703,1.06320771,0.54469408,0.02072883,0.22920860
-5.33966983,2.63174073,0.50045923,1.46830787,0.00203975,0.26308005,1.08511272,0.54725234,0.02060273,0.22495297
-5.33366683,2.62036355,0.50065266,1.45299058,0.00212089,0.26659168,1.10738245,0.55015079,0.02049526,0.22122747
-5.32766383,2.61246979,0.50133695,1.44085030,0.00220736,0.26996324,1.12919341,0.55323796,0.02040244,0.21795685
-5.32166083,2.60704804,0.50215017,1.43133802,0.00229875,0.27303640,1.14971064,0.55637037,0.02031991,0.21505483
-5.31565783,2.60305946,0.50273419,1.42385958,0.00239461,0.27565822,1.16811344,0.55941892,0.02024316,0.21242787
-5.30965483,2.59947753,0.50274669,1.41779881,0.00249440,0.27768595,1.18362083,0.56227425,0.02016776,0.20997903
-5.30365183,2.59532601,0.50187247,1.41254051,0.00259753,0.27899171,1.19551596,0.56485111,0.02008957,0.20761184
-5.29764882,2.58971340,0.49983356,1.40749238,0.00270335,0.27946645,1.20316839,0.56709135,0.02000495,0.20523400
-5.29164582,2.58186301,0.49639793,1.40210514,0.00281117,0.27902349,1.20605354,0.56896550,0.01991085,0.20276078
-5.28564282,2.57113731,0.49138645,1.39589022,0.00292026,0.27760121,1.20376857,0.57047287,0.01980494,0.20011809
-5.27963982,2.55705608,0.48467789,1.38843440,0.00302988,0.27516491,1.19604405,0.57164014,0.01968563,0.19724498
-5.27363682,2.53930777,0.47621187,1.37941111,0.00313927,0.27170787,1.18275111,0.57251856,0.01955214,0.19409561
-5.26763382,2.51775405,0.46598970,1.36858805,0.00324767,0.26725142,1.16390383,0.57317997,0.01940439,0.19064065
-5.26163082,2.49242764,0.45407320,1.35583120,0.00335432,0.26184423,1.13965686,0.57371172,0.01924300,0.18686800
-5.25562781,2.46352404,0.44058162,1.34110512,0.00345845,0.25556071,1.11029845,0.57421090,0.01906922,0.18278301
-5.24962481,2.43138772,0.42568679,1.32447000,0.00355932,0.24849866,1.07623938,0.57477808,0.01888475,0.17840798
-5.24362181,2.39649385,0.40960696,1.30607566,0.00365618,0.24077637,1.03799818,0.57551095,0.01869172,0.17378125
-5.23761881,2.35942659,0.39259936,1.28615308,0.00374828,0.23252910,0.99618352,0.57649817,0.01849249,0.16895580
-5.23161581,2.32085526,0.37495207,1.26500394,0.00383489,0.22390527,0.95147445,0.57781382,0.01828958,0.16399742
-5.22561281,2.28150943,0.35697540,1.24298883,0.00391527,0.21506240,0.90459944,0.57951265,0.01808557,0.15898263
-5.21960980,2.24215441,0.33899315,1.22051477,0.00398866,0.20616296,0.85631503,0.58162647,0.01788296,0.15399636
-5.21360680,2.20356789,0.32133405,1.19802247,0.00405433,0.19737031,0.80738493,0.58416193,0.01768412,0.14912956
-5.20760380,2.16651898,0.30432371,1.17597404,0.00411154,0.18884478,0.75856039,0.58709966,0.01749123,0.14447670
-5.20160080,2.13174998,0.28827714,1.15484144,0.00415956,0.18074004,0.71056244,0.59039500,0.01730623,0.14013332
-5.19559780,2.09996173,0.27349220,1.13509610,0.00419769,0.17319988,0.66406653,0.59398015,0.01713077,0.13619373
-5.18959480,2.07180226,0.26024393,1.11719971,0.00422524,0.16635529,0.61968989,0.59776767,0.01696625,0.13274879
-5.18359180,2.04785895,0.24877977,1.10159649,0.00424164,0.16032208,0.57798177,0.60165516,0.01681377,0.12988384
-5.17758879,2.02865375,0.23931585,1.08870667,0.00424634,0.15519894,0.53941669,0.60553068,0.01667415,0.12767696
-5.17158579,2.01464080,0.23203399,1.07892110,0.00423895,0.15106585,0.50439035,0.60927886,0.01654797,0.12619727
-5.16558279,2.00620591,0.22707958,1.07259667,0.00421919,0.14798306,0.47321815,0.61278699,0.01643559,0.12550359
-5.15957979,2.00366697,0.22456006,1.07005239,0.00418696,0.14599027,0.44613579,0.61595104,0.01633713,0.12564321
-5.15357679,2.00727471,0.22454395,1.07156564,0.00414237,0.14510635,0.42330164,0.61868105,0.01625250,0.12665092
-5.14757379,2.01721287,0.22706028,1.07736839,0.00408570,0.14532920,0.40480033,0.62090571,0.01618142,0.12854821
-5.14157079,2.03359744,0.23209841,1.08764326,0.00401752,0.14663605,0.39064727,0.62257571,0.01612341,0.13134267
-5.13556778,2.05647463,0.23960809,1.10251911,0.00393860,0.14898388,0.38079352,0.62366587,0.01607775,0.13502757
-5.12956478,2.08581727,0.24949985,1.12206638,0.00384996,0.15231025,0.37513086,0.62417591,0.01604352,0.13958164
-5.12356178,2.12152007,0.26164565,1.14629211,0.00375286,0.15653428,0.37349672,0.62412971,0.01601954,0.14496910
-5.11755878,2.16339393,0.27587991,1.17513501,0.00364879,0.16155799,0.37567890,0.62357348,0.01600436,0.15113985
-5.11155578,2.21116009,0.29200104,1.20846089,0.00353940,0.16726786,0.38142005,0.62257263,0.01599627,0.15802994
-5.10555278,2.26444479,0.30977349,1.24605891,0.00342653,0.17353677,0.39042197,0.62120793,0.01599326,0.16556233
-5.09954977,2.32277537,0.32893052,1.28763910,0.00331212,0.18022626,0.40234981,0.61957102,0.01599305,0.17364791
-5.09354677,2.38557880,0.34917772,1.33283173,0.00319819,0.18718905,0.41683653,0.61775965,0.01599315,0.18218682
-5.08754377,2.45218333,0.37019750,1.38118883,0.00308679,0.19427205,0.43348769,0.61587304,0.01599083,0.19107007
-5.08154077,2.52182404,0.39165439,1.43218839,0.00297995,0.20131951,0.45188686,0.61400747,0.01598328,0.20018151
-5.07553777,2.59365276,0.41320132,1.48524144,0.00287963,0.20817651,0.47160189,0.61225261,0.01596763,0.20940000
-5.06953477,2.66675258,0.43448675,1.53970197,0.00278771,0.21469271,0.49219211,0.61068845,0.01594112,0.21860189
-5.06353177,2.74015675,0.45516244,1.59487981,0.00270588,0.22072611,0.51321650,0.60938334,0.01590117,0.22766363
-5.05752876,2.81287167,0.47489188,1.65005598,0.00263570,0.22614686,0.53424294,0.60839280,0.01584560,0.23646456
-5.05152576,2.88390314,0.49335884,1.70450021,0.00257849,0.23084099,0.55485815,0.60775949,0.01577268,0.24488969
-5.04552276,2.95228493,0.51027603,1.75748993,0.00253537,0.23471388,0.57467827,0.60751394,0.01568137,0.25283250
-5.03951976,3.01710842,0.52539333,1.80832998,0.00250722,0.23769333,0.59335970,0.60767613,0.01557138,0.26019753
-5.03351676,3.07755195,0.53850534,1.85637226,0.00249466,0.23973219,0.61060956,0.60825762,0.01544330,0.26690286
-5.02751376,3.13290857,0.54945789,1.90103442,0.00249808,0.24081025,0.62619564,0.60926417,0.01529871,0.27288215
-5.02151076,3.18261067,0.55815316,1.94181671,0.00251758,0.24093553,0.63995491,0.61069855,0.01514023,0.27808639
-5.01550775,3.22625031,0.56455316,1.97831625,0.00255304,0.24014466,0.65180040,0.61256343,0.01497147,0.28248514
-5.00950475,3.26359415,0.56868133,2.01023808,0.00260406,0.23850240,0.66172578,0.61486409,0.01479709,0.28606732
-5.00350175,3.29459222,0.57062215,2.03740234,0.00266999,0.23610029,0.66980729,0.61761083,0.01462264,0.28884134
-4.99749875,3.31937985,0.57051861,2.05974746,0.00274993,0.23305435,0.67620271,0.62082101,0.01445446,0.29083483
-4.99149575,3.33827282,0.56856768,2.07732898,0.00284271,0.22950205,0.68114721,0.62452049,0.01429953,0.29209364
-4.98549275,3.35175557,0.56501385,2.09031434,0.00294693,0.22559835,0.68494600,0.62874448,0.01416522,0.29268052
-4.97948974,3.36046314,0.56014091,2.09897363,0.00306093,0.22151123,0.68796392,0.63353784,0.01405908,0.29267306
-4.97348674,3.36515758,0.55426234,2.10366702,0.00318282,0.21741663,0.69061240,0.63895462,0.01398854,0.29216142
-4.96748374,3.36669959,0.54771060,2.10482927,0.00331049,0.21349309,0.69333390,0.64505702,0.01396063,0.29124555
-4.96148074,3.36601694,0.54082580,2.10295207,0.00344161,0.20991614,0.69658482,0.65191378,0.01398169,0.29003221
-4.95547774,3.36407061,0.53394405,2.09856511,0.00357370,0.20685282,0.70081722,0.65959796,0.01405710,0.28863169
-4.94947474,3.36182029,0.52738608,2.09221651,0.00370413,0.20445638,0.70646028,0.66818431,0.01419099,0.28715459
-4.94347174,3.36019048,0.52144653,2.08445355,0.00383015,0.20286135,0.71390228,0.67774620,0.01438598,0.28570844
-4.93746873,3.36003856,0.51638425,2.07580439,0.00394902,0.20217933,0.72347388,0.68835233,0.01464305,0.28439448
-4.93146573,3.36212599,0.51241403,2.06676153,0.00405798,0.20249545,0.73543341,0.70006317,0.01496131,0.28330471
-4.92546273,3.36709367,0.50970009,2.05776741,0.00415435,0.20386577,0.74995499,0.71292743,0.01533797,0.28251907
-4.91945973,3.37544241,0.50835148,2.04920288,0.00423563,0.20631568,0.76711984,0.72697858,0.01576826,0.28210317
-4.91345673,3.38751899,0.50841958,2.04137852,0.00429951,0.20983941,0.78691133,0.74223153,0.01624552,0.28210637
-4.90745373,3.40350817,0.50989783,2.03452927,0.00434399,0.21440060,0.80921402,0.75867975,0.01676129,0.28256041
-4.90145073,3.42343096,0.51272345,2.02881220,0.00436741,0.21993394,0.83381655,0.77629275,0.01730545,0.28347863
-4.89544772,3.44714880,0.51678132,2.02430739,0.00436851,0.22634787,0.86041854,0.79501425,0.01786654,0.28485585
-4.88944472,3.47437337,0.52190963,2.02102173,0.00434650,0.23352811,0.88864087,0.81476093,0.01843201,0.28666878
-4.88344172,3.50468150,0.52790703,2.01889523,0.00430102,0.24134198,0.91803907,0.83542203,0.01898857,0.28887717
-4.87743872,3.53753432,0.53454111,2.01780947,0.00423226,0.24964323,0.94811912,0.85685971,0.01952262,0.29142548
-4.87143572,3.57229979,0.54155770,2.01759777,0.00414085,0.25827722,0.97835482,0.87891020,0.02002065,0.29424517
-4.86543272,3.60827750,0.54869071,2.01805636,0.00402792,0.26708622,1.00820611,0.90138579,0.02046967,0.29725740
-4.85942971,3.64472478,0.55567192,2.01895636,0.00389502,0.27591454,1.03713735,0.92407755,0.02085764,0.30037615
-4.85342671,3.68088294,0.56224059,2.02005572,0.00374411,0.28461332,1.06463479,0.94675870,0.02117387,0.30351165
-4.84742371,3.71600254,0.56815231,2.02111077,0.00357746,0.29304473,1.09022253,0.96918854,0.02140939,0.30657387
-4.84142071,3.74936694,0.57318680,2.02188699,0.00339762,0.30108541,1.11347625,0.99111683,0.02155727,0.30947611
-4.83541771,3.78031297,0.57715446,2.02216853,0.00320734,0.30862909,1.13403419,1.01228843,0.02161288,0.31213842
-4.82941471,3.80824853,0.57990137,2.02176621,0.00300945,0.31558812,1.15160522,1.03244815,0.02157406,0.31449076
-4.82341171,3.83266615,0.58131268,2.02052380,0.00280686,0.32189416,1.16597349,1.05134562,0.02144120,0.31647583
-4.81740870,3.85315279,0.58131427,2.01832251,0.00260242,0.32749779,1.17700002,1.06874007,0.02121729,0.31805139
-4.81140570,3.86939542,0.57987277,2.01508357,0.00239889,0.33236728,1.18462114,1.08440492,0.02090778,0.31919194
-4.80540270,3.88118288,0.57699401,2.01076906,0.00219888,0.33648669,1.18884428,1.09813211,0.02052048,0.31988988
-4.79939970,3.88840409,0.57272007,2.00538102,0.00200483,0.33985332,1.18974143,1.10973611,0.02006527,0.32015587
-4.79339670,3.89104337,0.56712517,1.99895913,0.00181892,0.34247489,1.18744088,1.11905744,0.01955381,0.32001862
-4.78739370,3.88917318,0.56031070,1.99157713,0.00164313,0.34436654,1.18211782,1.12596585,0.01899917,0.31952386
-4.78139070,3.88294505,0.55239964,1.98333831,0.00147918,0.34554796,1.17398436,1.13036290,0.01841542,0.31873283
-4.77538769,3.87257928,0.54353067,1.97437019,0.00132858,0.34604075,1.16327950,1.13218411,0.01781723,0.31772010
-4.76938469,3.85835404,0.53385238,1.96481893,0.00119262,0.34586632,1.15025964,1.13140049,0.01721937,0.31657092
-4.76338169,3.84059426,0.52351763,1.95484345,0.00107245,0.34504429,1.13518987,1.12801939,0.01663633,0.31537827
-4.75737869,3.81966093,0.51267857,1.94460969,0.00096908,0.34359158,1.11833656,1.12208489,0.01608191,0.31423960
-4.75137569,3.79594100,0.50148226,1.93428510,0.00088345,0.34152220,1.09996114,1.11367728,0.01556882,0.31325340
-4.74537269,3.76983823,0.49006720,1.92403373,0.00081649,0.33884767,1.08031541,1.10291197,0.01510840,0.31251591
-4.73936968,3.74176505,0.47856073,1.91401180,0.00076917,0.33557796,1.05963812,1.08993762,0.01471032,0.31211778
-4.73336668,3.71213564,0.46707733,1.90436426,0.00074255,0.33172295,1.03815280,1.07493355,0.01438242,0.31214121
-4.72736368,3.68136030,0.45571793,1.89522216,0.00073784,0.32729419,1.01606666,1.05810643,0.01413059,0.31265724
-4.72136068,3.64984107,0.44456997,1.88670120,0.00075643,0.32230669,0.99357029,1.03968640,0.01395865,0.31372376
-4.71535768,3.61796879,0.43370815,1.87890136,0.00079993,0.31678085,0.97083796,1.01992262,0.01386843,0.31538391
-4.70935468,3.58612156,0.42319588,1.87190793,0.00087021,0.31074402,0.94802829,0.99907850,0.01385982,0.31766530
-4.70335168,3.55466480,0.41308709,1.86579383,0.00096937,0.30423193,0.92528514,0.97742670,0.01393089,0.32057979
-4.69734867,3.52395292,0.40342840,1.86062337,0.00109978,0.29728957,0.90273857,0.95524413,0.01407810,0.32412413
-4.69134567,3.49433267,0.39426142,1.85645731,0.00126398,0.28997163,0.88050579,0.93280723,0.01429650,0.32828123
-4.68534267,3.46614822,0.38562506,1.85335923,0.00146472,0.28234252,0.85869211,0.91038759,0.01458000,0.33302215
-4.67933967,3.43974787,0.37755779,1.85140302,0.00170484,0.27447578,0.83739184,0.88824828,0.01492164,0.33830869
-4.67333667,3.41549219,0.37009968,1.85068110,0.00198717,0.26645315,0.81668928,0.86664089,0.01531390,0.34409648
-4.66733367,3.39376326,0.36329413,1.85131310,0.00231449,0.25836317,0.79665975,0.84580359,0.01574896,0.35033846
-4.66133067,3.37497440,0.35718927,1.85345439,0.00268934,0.25029959,0.77737083,0.82595998,0.01621900,0.35698851
-4.65532766,3.35957993,0.35183886,1.85730399,0.00311394,0.24235952,0.75888375,0.80731902,0.01671649,0.36400518
-4.64932466,3.34808378,0.34730283,1.86311106,0.00359003,0.23464147,0.74125502,0.79007573,0.01723436,0.37135514
-4.64332166,3.34104632,0.34364717,1.87117939,0.00411871,0.22724335,0.72453820,0.77441260,0.01776626,0.37901634
