energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90395198,2.22807673,-2.22807539,0.08039383,-0.08039386,0.46815391,-0.46815407,0.14858298,-0.14858279,0.00000000,-0.00000000,0.40319025,-0.40319008,0.81839638,-0.81839607,0.01230866,-0.01230868,0.47352484,-0.47352402
-5.89794897,2.25430904,-2.25430741,0.08014537,-0.08014540,0.46610925,-0.46610934,0.15289870,-0.15289851,0.00000000,-0.00000000,0.40767164,-0.40767139,0.82078472,-0.82078436,0.01183718,-0.01183720,0.49007127,-0.49007038
-5.89194597,2.28786097,-2.28785904,0.07995011,-0.07995013,0.46572881,-0.46572884,0.15743106,-0.15743085,0.00000000,-0.00000000,0.41436971,-0.41436937,0.82465847,-0.82465806,0.01143646,-0.01143648,0.50830843,-0.50830746
-5.88594297,2.32872468,-2.32872244,0.07981193,-0.07981195,0.46698476,-0.46698473,0.16214040,-0.16214019,0.00000000,-0.00000000,0.42332540,-0.42332497,0.82995958,-0.82995912,0.01110100,-0.01110102,0.52828565,-0.52828458
-5.87993997,2.37680248,-2.37679992,0.07973298,-0.07973300,0.46982614,-0.46982605,0.16697862,-0.16697841,0.00000000,-0.00000000,0.43456207,-0.43456155,0.83659549,-0.83659498,0.01082514,-0.01082516,0.55003898,-0.55003782
-5.87393697,2.43191028,-2.43190738,0.07971359,-0.07971361,0.47418097,-0.47418083,0.17188973,-0.17188951,0.00000000,-0.00000000,0.44808559,-0.44808497,0.84444118,-0.84444062,0.01060341,-0.01060342,0.57359006,-0.57358879
-5.86793397,2.49378265,-2.49377943,0.07975218,-0.07975220,0.47995872,-0.47995852,0.17681083,-0.17681061,0.00000000,-0.00000000,0.46388431,-0.46388360,0.85334219,-0.85334158,0.01043077,-0.01043077,0.59894504,-0.59894366
-5.86193097,2.56207949,-2.56207594,0.07984535,-0.07984536,0.48705308,-0.48705283,0.18167340,-0.18167319,0.00000000,-0.00000000,0.48192916,-0.48192835,0.86311877,-0.86311813,0.01030290,-0.01030290,0.62609382,-0.62609234
-5.85592796,2.63639397,-2.63639012,0.07998800,-0.07998801,0.49534506,-0.49534477,0.18640504,-0.18640483,0.00000000,-0.00000000,0.50217362,-0.50217271,0.87357104,-0.87357036,0.01021640,-0.01021640,0.65500941,-0.65500781
-5.84992496,2.71626159,-2.71625743,0.08017365,-0.08017366,0.50470620,-0.50470586,0.19093139,-0.19093119,0.00000000,-0.00000000,0.52455362,-0.52455262,0.88448506,-0.88448435,0.01016890,-0.01016890,0.68564725,-0.68564554
-5.84392196,2.80116967,-2.80116522,0.08039476,-0.08039476,0.51500188,-0.51500151,0.19517848,-0.19517829,0.00000000,-0.00000000,0.54898740,-0.54898632,0.89563981,-0.89563908,0.01015915,-0.01015914,0.71794472,-0.71794289
-5.83791896,2.89056699,-2.89056227,0.08064322,-0.08064322,0.52609473,-0.52609433,0.19907510,-0.19907493,0.00000000,-0.00000000,0.57537516,-0.57537400,0.90681460,-0.90681385,0.01018703,-0.01018702,0.75182030,-0.75181835
-5.83191596,2.98387265,-2.98386768,0.08091088,-0.08091087,0.53784772,-0.53784730,0.20255534,-0.20255519,0.00000000,-0.00000000,0.60359857,-0.60359733,0.91779667,-0.91779591,0.01025348,-0.01025347,0.78717267,-0.78717061
-5.82591296,3.08048372,-3.08047853,0.08119006,-0.08119005,0.55012713,-0.55012669,0.20556105,-0.20556092,0.00000000,-0.00000000,0.63352009,-0.63351879,0.92838868,-0.92838792,0.01036043,-0.01036041,0.82387937,-0.82387720
-5.81990995,3.17978082,-3.17977543,0.08147410,-0.08147408,0.56280496,-0.56280451,0.20804409,-0.20804398,0.00000000,-0.00000000,0.66498216,-0.66498080,0.93841539,-0.93841464,0.01051053,-0.01051052,0.86179508,-0.86179281
-5.81390695,3.28113133,-3.28112577,0.08175774,-0.08175772,0.57576091,-0.57576046,0.20996828,-0.20996819,0.00000000,-0.00000000,0.69780613,-0.69780472,0.94772942,-0.94772868,0.01070704,-0.01070702,0.90074955,-0.90074718
-5.80790395,3.38388963,-3.38388394,0.08203752,-0.08203750,0.58888355,-0.58888310,0.21131089,-0.21131083,0.00000000,-0.00000000,0.73179125,-0.73178980,0.95621536,-0.95621464,0.01095346,-0.01095343,0.94054507,-0.94054262
-5.80190095,3.48739459,-3.48738880,0.08231186,-0.08231183,0.60207082,-0.60207038,0.21206360,-0.21206357,0.00000000,-0.00000000,0.76671353,-0.76671206,0.96379218,-0.96379148,0.01125328,-0.01125325,0.98095385,-0.98095133
-5.79589795,3.59096417,-3.59095833,0.08258109,-0.08258105,0.61522970,-0.61522927,0.21223285,-0.21223285,0.00000000,-0.00000000,0.80232485,-0.80232336,0.97041349,-0.97041281,0.01160970,-0.01160967,1.02171532,-1.02171274
-5.78989495,3.69388792,-3.69388207,0.08284716,-0.08284713,0.62827512,-0.62827470,0.21183947,-0.21183949,0.00000000,-0.00000000,0.83835230,-0.83835083,0.97606572,-0.97606506,0.01202525,-0.01202521,1.06253378,-1.06253117
-5.78389195,3.79541797,-3.79541215,0.08311329,-0.08311324,0.64112813,-0.64112773,0.21091769,-0.21091773,0.00000000,-0.00000000,0.87449808,-0.87449662,0.98076414,-0.98076350,0.01250153,-0.01250149,1.10307666,-1.10307404
-5.77788894,3.89475970,-3.89475398,0.08338325,-0.08338320,0.65371354,-0.65371317,0.20951353,-0.20951360,0.00000000,-0.00000000,0.91043997,-0.91043855,0.98454705,-0.98454644,0.01303894,-0.01303890,1.14297382,-1.14297122
-5.77188594,3.99106328,-3.99105771,0.08366069,-0.08366063,0.66595716,-0.66595680,0.20768260,-0.20768269,0.00000000,-0.00000000,0.94583279,-0.94583143,0.98746839,-0.98746780,0.01363642,-0.01363637,1.18181825,-1.18181569
-5.76588294,4.08341737,-4.08341201,0.08394824,-0.08394818,0.67778278,-0.67778246,0.20548751,-0.20548761,0.00000000,-0.00000000,0.98031080,-0.98030952,0.98958929,-0.98958873,0.01429130,-0.01429125,1.21916852,-1.21916604
-5.75987994,4.17084639,-4.17084131,0.08424663,-0.08424656,0.68910937,-0.68910908,0.20299491,-0.20299502,0.00000000,-0.00000000,1.01349126,-1.01349007,0.99096914,-0.99096861,0.01499916,-0.01499911,1.25455331,-1.25455095
-5.75387694,4.25231247,-4.25230774,0.08455384,-0.08455377,0.69984844,-0.69984818,0.20027250,-0.20027263,0.00000000,-0.00000000,1.04497920,-1.04497813,0.99165685,-0.99165635,0.01575382,-0.01575377,1.28747813,-1.28747590
-5.74787394,4.32672305,-4.32671876,0.08486437,-0.08486431,0.70990210,-0.70990189,0.19738601,-0.19738614,0.00000000,-0.00000000,1.07437337,-1.07437243,0.99168283,-0.99168235,0.01654740,-0.01654734,1.31743428,-1.31743225
-5.74187094,4.39294476,-4.39294097,0.08516867,-0.08516861,0.71916182,-0.71916166,0.19439639,-0.19439653,0.00000000,-0.00000000,1.10127330,-1.10127252,0.99105240,-0.99105196,0.01737039,-0.01737034,1.34391014,-1.34390832
-5.73586793,4.44982368,-4.44982048,0.08545281,-0.08545274,0.72750823,-0.72750812,0.19135739,-0.19135754,0.00000000,-0.00000000,1.12528736,-1.12528675,0.98974115,-0.98974076,0.01821200,-0.01821194,1.36640420,-1.36640263
-5.72986493,4.49621187,-4.49620932,0.08569840,-0.08569834,0.73481192,-0.73481186,0.18831366,-0.18831381,0.00000000,-0.00000000,1.14604146,-1.14604103,0.98769259,-0.98769226,0.01906033,-0.01906028,1.38443973,-1.38443845
-5.72386193,4.53099926,-4.53099744,0.08588290,-0.08588285,0.74093546,-0.74093547,0.18529935,-0.18529950,0.00000000,-0.00000000,1.16318824,-1.16318801,0.98481841,-0.98481814,0.01990289,-0.01990284,1.39758041,-1.39757945
-5.71785893,4.55314994,-4.55314892,0.08598012,-0.08598008,0.74573652,-0.74573660,0.18233753,-0.18233768,0.00000000,-0.00000000,1.17641636,-1.17641635,0.98100136,-0.98100117,0.02072697,-0.02072693,1.40544624,-1.40544562
-5.71185593,4.56174113,-4.56174095,0.08596111,-0.08596108,0.74907199,-0.74907214,0.17944017,-0.17944033,0.00000000,-0.00000000,1.18545956,-1.18545976,0.97610078,-0.97610067,0.02152018,-0.02152014,1.40772905,-1.40772880
-5.70585293,4.55600307,-4.55600378,0.08579522,-0.08579520,0.75080303,-0.75080326,0.17660888,-0.17660904,0.00000000,-0.00000000,1.19010502,-1.19010545,0.96996033,-0.96996032,0.02227096,-0.02227093,1.40420686,-1.40420699
-5.69984992,4.53535798,-4.53535962,0.08545145,-0.08545145,0.75080068,-0.75080100,0.17383620,-0.17383637,0.00000000,-0.00000000,1.19020087,-1.19020153,0.96241763,-0.96241773,0.02296915,-0.02296912,1.39475631,-1.39475683
-5.69384692,4.49945579,-4.49945836,0.08489984,-0.08489985,0.74895200,-0.74895240,0.17110750,-0.17110767,0.00000000,-0.00000000,1.18566237,-1.18566325,0.95331523,-0.95331546,0.02360649,-0.02360646,1.37936251,-1.37936341
-5.68784392,4.44820490,-4.44820840,0.08411296,-0.08411299,0.74516610,-0.74516659,0.16840313,-0.16840331,0.00000000,-0.00000000,1.17647657,-1.17647767,0.94251216,-0.94251252,0.02417707,-0.02417706,1.35812577,-1.35812705
-5.68184092,4.38179612,-4.38180054,0.08306736,-0.08306742,0.73938009,-0.73938067,0.16570102,-0.16570121,0.00000000,-0.00000000,1.16270530,-1.16270661,0.92989547,-0.92989596,0.02467780,-0.02467779,1.33126482,-1.33126647
-5.67583792,4.30071842,-4.30072371,0.08174488,-0.08174496,0.73156435,-0.73156502,0.16297922,-0.16297941,0.00000000,-0.00000000,1.14448628,-1.14448778,0.91539102,-0.91539167,0.02510868,-0.02510868,1.29911627,-1.29911826
-5.66983492,4.20576534,-4.20577145,0.08013377,-0.08013387,0.72172700,-0.72172776,0.16021842,-0.16021862,0.00000000,-0.00000000,1.12203243,-1.12203410,0.89897287,-0.89897366,0.02547300,-0.02547301,1.26213021,-1.26213252
-5.66383192,4.09803170,-4.09803855,0.07822956,-0.07822969,0.70991722,-0.70991806,0.15740433,-0.15740453,0.00000000,-0.00000000,1.09562931,-1.09563114,0.88067061,-0.88067154,0.02577750,-0.02577751,1.22086231,-1.22086490
-5.65782891,3.97890028,-3.97890779,0.07603563,-0.07603577,0.69622719,-0.69622812,0.15452960,-0.15452982,0.00000000,-0.00000000,1.06563087,-1.06563283,0.86057434,-0.86057541,0.02603222,-0.02603224,1.17596256,-1.17596538
-5.65182591,3.85001917,-3.85002723,0.07356339,-0.07356356,0.68079261,-0.68079361,0.15159543,-0.15159565,0.00000000,-0.00000000,1.03245363,-1.03245570,0.83883685,-0.83883804,0.02625041,-0.02625043,1.12816121,-1.12816422
-5.64582291,3.71327043,-3.71327892,0.07083220,-0.07083239,0.66379156,-0.66379262,0.14861251,-0.14861273,0.00000000,-0.00000000,0.99656955,-0.99657170,0.81567294,-0.81567425,0.02644819,-0.02644822,1.07825265,-1.07825580
-5.63981991,3.57073155,-3.57074035,0.06786889,-0.06786909,0.64544185,-0.64544296,0.14560150,-0.14560173,0.00000000,-0.00000000,0.95849786,-0.95850006,0.79135588,-0.79135728,0.02664411,-0.02664414,1.02707781,-1.02708104
-5.63381691,3.42463130,-3.42464026,0.06470698,-0.06470720,0.62599690,-0.62599805,0.14259291,-0.14259314,0.00000000,-0.00000000,0.91879601,-0.91879823,0.76621120,-0.76621268,0.02685867,-0.02685870,0.97550593,-0.97550918
-5.62781391,3.27730177,-3.27731077,0.06138570,-0.06138593,0.60574025,-0.60574142,0.13962643,-0.13962666,0.00000000,-0.00000000,0.87805025,-0.87805246,0.74060822,-0.74060975,0.02711368,-0.02711371,0.92441643,-0.92441966
-5.62181091,3.13112873,-3.13113762,0.05794874,-0.05794899,0.58497902,-0.58498020,0.13674973,-0.13674996,0.00000000,-0.00000000,0.83686594,-0.83686811,0.71494974,-0.71495129,0.02743164,-0.02743168,0.87468170,-0.87468484
-5.61580790,2.98850231,-2.98851095,0.05444295,-0.05444320,0.56403654,-0.56403772,0.13401699,-0.13401721,0.00000000,-0.00000000,0.79585800,-0.79586010,0.68966047,-0.68966202,0.02783508,-0.02783511,0.82715124,-0.82715425
-5.60980490,2.85176984,-2.85177809,0.05091688,-0.05091713,0.54324457,-0.54324572,0.13148702,-0.13148723,0.00000000,-0.00000000,0.75564164,-0.75564364,0.66517485,-0.66517638,0.02834590,-0.02834593,0.78263796,-0.78264079
-5.60380190,2.72319280,-2.72320054,0.04741945,-0.04741970,0.52293528,-0.52293639,0.12922133,-0.12922152,0.00000000,-0.00000000,0.71682375,-0.71682562,0.64192494,-0.64192640,0.02898480,-0.02898482,0.74190680,-0.74190939
-5.59779890,2.60490922,-2.60491631,0.04399860,-0.04399884,0.50343358,-0.50343463,0.12728207,-0.12728224,0.00000000,-0.00000000,0.67999500,-0.67999672,0.62032883,-0.62033021,0.02977071,-0.02977073,0.70566603,-0.70566834
-5.59179590,2.49890259,-2.49890891,0.04070014,-0.04070037,0.48504993,-0.48505092,0.12573016,-0.12573031,0.00000000,-0.00000000,0.64572287,-0.64572441,0.60078040,-0.60078168,0.03072045,-0.03072045,0.67456121,-0.67456319
-5.58579290,2.40697816,-2.40698361,0.03756671,-0.03756693,0.46807407,-0.46807496,0.12462355,-0.12462367,0.00000000,-0.00000000,0.61454561,-0.61454694,0.58364062,-0.58364176,0.03184834,-0.03184834,0.64917187,-0.64917350
-5.57978989,2.33074673,-2.33075121,0.03463700,-0.03463721,0.45276973,-0.45277053,0.12401583,-0.12401592,0.00000000,-0.00000000,0.58696722,-0.58696833,0.56923085,-0.56923183,0.03316609,-0.03316607,0.63001051,-0.63001174
-5.57378689,2.27161575,-2.27161917,0.03194517,-0.03194536,0.43937072,-0.43937141,0.12395516,-0.12395521,0.00000000,-0.00000000,0.56345343,-0.56345429,0.55782831,-0.55782912,0.03468271,-0.03468268,0.61752364,-0.61752444
-5.56778389,2.23078716,-2.23078944,0.02952047,-0.02952065,0.42807824,-0.42807882,0.12448361,-0.12448363,0.00000000,-0.00000000,0.54442846,-0.54442905,0.54966380,-0.54966441,0.03640463,-0.03640458,0.61209441,-0.61209475
-5.56178089,2.20926092,-2.20926199,0.02738708,-0.02738724,0.41905953,-0.41905997,0.12563694,-0.12563691,0.00000000,-0.00000000,0.53027252,-0.53027282,0.54492138,-0.54492178,0.03833582,-0.03833576,0.61404628,-0.61404614
-5.55577789,2.20784288,-2.20784268,0.02556412,-0.02556426,0.41244769,-0.41244800,0.12744466,-0.12744459,0.00000000,-0.00000000,0.52131987,-0.52131987,0.54373999,-0.54374017,0.04047812,-0.04047805,0.62364714,-0.62364650
-5.54977489,2.22715542,-2.22715391,0.02406583,-0.02406595,0.40834262,-0.40834278,0.12993051,-0.12993039,0.00000000,-0.00000000,0.51785717,-0.51785685,0.54621641,-0.54621635,0.04283156,-0.04283147,0.64111329,-0.64111213
-5.54377189,2.26764929,-2.26764642,0.02290186,-0.02290196,0.40681260,-0.40681262,0.13311313,-0.13311296,0.00000000,-0.00000000,0.52012187,-0.52012123,0.55240928,-0.55240898,0.04539465,-0.04539454,0.66661286,-0.66661116
-5.53776888,2.32961475,-2.32961049,0.02207756,-0.02207764,0.40789652,-0.40789639,0.13700686,-0.13700664,0.00000000,-0.00000000,0.52830051,-0.52829953,0.56234355,-0.56234300,0.04816476,-0.04816463,0.70026797,-0.70026573
-5.53176588,2.41319067,-2.41318501,0.02159441,-0.02159447,0.41160619,-0.41160590,0.14162264,-0.14162236,0.00000000,-0.00000000,0.54252668,-0.54252537,0.57601485,-0.57601404,0.05113839,-0.05113825,0.74215555,-0.74215276
-5.52576288,2.51837012,-2.51836304,0.02145035,-0.02145038,0.41792853,-0.41792810,0.14696878,-0.14696845,0.00000000,-0.00000000,0.56287851,-0.56287686,0.59339327,-0.59339221,0.05431141,-0.05431125,0.79230625,-0.79230289
-5.51975988,2.64500134,-2.64499285,0.02164013,-0.02164014,0.42682747,-0.42682688,0.15305165,-0.15305126,0.00000000,-0.00000000,0.58937555,-0.58937355,0.61442620,-0.61442489,0.05767911,-0.05767893,0.85070157,-0.85069764
-5.51375688,2.79278378,-2.79277389,0.02215556,-0.02215556,0.43824509,-0.43824436,0.15987606,-0.15987561,0.00000000,-0.00000000,0.62197519,-0.62197285,0.63903975,-0.63903818,0.06123619,-0.06123600,0.91726909,-0.91726460
-5.50775388,2.96125865,-2.96124740,0.02298574,-0.02298571,0.45210210,-0.45210123,0.16744540,-0.16744490,0.00000000,-0.00000000,0.66056855,-0.66056588,0.66713859,-0.66713677,0.06497667,-0.06497646,0.99187606,-0.99187103
-5.50175088,3.14979482,-3.14978224,0.02411712,-0.02411708,0.46829747,-0.46829647,0.17576144,-0.17576087,0.00000000,-0.00000000,0.70497611,-0.70497313,0.69860422,-0.69860216,0.06889354,-0.06889330,1.07432163,-1.07431605
-5.49574787,3.35757045,-3.35755660,0.02553359,-0.02553353,0.48670719,-0.48670606,0.18482377,-0.18482315,0.00000000,-0.00000000,0.75494339,-0.75494011,0.73329167,-0.73328938,0.07297837,-0.07297812,1.16432808,-1.16432198
-5.48974487,3.58355205,-3.58353701,0.02721645,-0.02721638,0.50718246,-0.50718122,0.19462903,-0.19462835,0.00000000,-0.00000000,0.81013687,-0.81013331,0.77102485,-0.77102235,0.07722086,-0.07722060,1.26153186,-1.26152526
-5.48374187,3.82647245,-3.82645630,0.02914433,-0.02914425,0.52954740,-0.52954606,0.20516977,-0.20516903,0.00000000,-0.00000000,0.87014077,-0.87013697,0.81159106,-0.81158835,0.08160824,-0.08160796,1.36547473,-1.36546766
-5.47773887,4.08480965,-4.08479250,0.03129316,-0.03129306,0.55359659,-0.55359517,0.21643324,-0.21643245,0.00000000,-0.00000000,0.93445503,-0.93445101,0.85473498,-0.85473209,0.08612470,-0.08612440,1.47559590,-1.47558841
-5.47173587,4.35676884,-4.35675083,0.03363605,-0.03363594,0.57909283,-0.57909134,0.22840006,-0.22839922,0.00000000,-0.00000000,1.00249486,-1.00249066,0.90015288,-0.90014983,0.09075080,-0.09075049,1.59122582,-1.59121796
-5.46573287,4.64026959,-4.64025086,0.03614332,-0.03614321,0.60576545,-0.60576391,0.24104290,-0.24104202,0.00000000,-0.00000000,1.07359247,-1.07358814,0.94748751,-0.94748433,0.09546299,-0.09546267,1.71158214,-1.71157395
-5.45972986,4.93294034,-4.93292105,0.03878254,-0.03878242,0.63330957,-0.63330800,0.25432532,-0.25432438,0.00000000,-0.00000000,1.14700119,-1.14699677,0.99632446,-0.99632118,0.10023321,-0.10023289,1.83576854,-1.83576009
-5.45372686,5.23212195,-5.23210228,0.04151865,-0.04151852,0.66138659,-0.66138502,0.26820071,-0.26819974,0.00000000,-0.00000000,1.22190227,-1.22189782,1.04619037,-1.04618701,0.10502865,-0.10502832,1.96277684,-1.96276819
-5.44772386,5.53488173,-5.53486188,0.04431425,-0.04431412,0.68962628,-0.68962473,0.28261167,-0.28261066,0.00000000,-0.00000000,1.29741458,-1.29741014,1.09655361,-1.09655022,0.10981168,-0.10981135,2.09149279,-2.09148403
-5.44172086,5.83803890,-5.83801908,0.04712994,-0.04712981,0.71763053,-0.71762902,0.29748956,-0.29748852,0.00000000,-0.00000000,1.37260710,-1.37260273,1.14682781,-1.14682442,0.11454003,-0.11453971,2.22070572,-2.22069692
-5.43571786,6.13820179,-6.13818222,0.04992489,-0.04992476,0.74497894,-0.74497750,0.31275457,-0.31275351,0.00000000,-0.00000000,1.44651413,-1.44650990,1.19637828,-1.19637494,0.11916720,-0.11916689,2.34912201,-2.34911327
-5.42971486,6.43181656,-6.43179747,0.05265739,-0.05265726,0.77123615,-0.77123481,0.32831600,-0.32831492,0.00000000,-0.00000000,1.51815292,-1.51814887,1.24453159,-1.24452833,0.12364308,-0.12364278,2.47538248,-2.47537388
-5.42371186,6.71522667,-6.71520828,0.05528565,-0.05528553,0.79596081,-0.79595959,0.34407302,-0.34407193,0.00000000,-0.00000000,1.58654316,-1.58653935,1.29058797,-1.29058485,0.12791484,-0.12791454,2.59808313,-2.59807476
-5.41770885,6.98474154,-6.98472409,0.05776860,-0.05776848,0.81871584,-0.81871476,0.35991570,-0.35991461,0.00000000,-0.00000000,1.65072785,-1.65072434,1.33383640,-1.33383345,0.13192800,-0.13192773,2.71579903,-2.71579098
-5.41170585,7.23671269,-7.23669639,0.06006677,-0.06006667,0.83907969,-0.83907877,0.37572630,-0.37572521,0.00000000,-0.00000000,1.70979491,-1.70979173,1.37357171,-1.37356897,0.13562779,-0.13562754,2.82711064,-2.82710301
-5.40570285,7.46761473,-7.46759980,0.06214322,-0.06214313,0.85665810,-0.85665736,0.39138076,-0.39137969,0.00000000,-0.00000000,1.76289851,-1.76289573,1.40911333,-1.40911084,0.13896050,-0.13896027,2.93063199,-2.93062487
-5.39969985,7.67412880,-7.67411544,0.06396444,-0.06396436,0.87109589,-0.87109535,0.40675038,-0.40674933,0.00000000,-0.00000000,1.80927979,-1.80927743,1.43982478,-1.43982258,0.14187508,-0.14187488,3.02503984,-3.02503331
-5.39369685,7.85322553,-7.85321391,0.06550118,-0.06550112,0.88208827,-0.88208794,0.42170358,-0.42170256,0.00000000,-0.00000000,1.84828569,-1.84828379,1.46513328,-1.46513139,0.14432470,-0.14432453,3.10910306,-3.10909720
-5.38769385,8.00224454,-8.00223483,0.06672929,-0.06672925,0.88939108,-0.88939097,0.43610770,-0.43610672,0.00000000,-0.00000000,1.87938564,-1.87938423,1.48454853,-1.48454699,0.14626835,-0.14626821,3.18171137,-3.18170626
-5.38169085,8.11896796,-8.11896027,0.06763034,-0.06763031,0.89282969,-0.89282980,0.44983094,-0.44983000,0.00000000,-0.00000000,1.90218525,-1.90218433,1.49768017,-1.49767900,0.14767235,-0.14767225,3.24190258,-3.24189828
-5.37568784,8.20168505,-8.20167948,0.06819219,-0.06819217,0.89230590,-0.89230623,0.46274420,-0.46274332,0.00000000,-0.00000000,1.91643647,-1.91643606,1.50425284,-1.50425204,0.14851175,-0.14851168,3.28888746,-3.28888402
-5.36968484,8.24924597,-8.24924259,0.06840931,-0.06840932,0.88780278,-0.88780333,0.47472316,-0.47472234,0.00000000,-0.00000000,1.92204416,-1.92204425,1.50411860,-1.50411818,0.14877150,-0.14877148,3.32207155,-3.32206901
-5.36368184,8.26110262,-8.26110145,0.06828308,-0.06828310,0.87938714,-0.87938790,0.48565024,-0.48564949,0.00000000,-0.00000000,1.91906854,-1.91906913,1.49726593,-1.49726589,0.14844750,-0.14844752,3.34107316,-3.34107154
-5.35767884,8.23733521,-8.23733623,0.06782170,-0.06782174,0.86720951,-0.86721046,0.49541686,-0.49541619,0.00000000,-0.00000000,1.90772379,-1.90772486,1.48382519,-1.48382552,0.14754723,-0.14754728,3.34573698,-3.34573629
-5.35167584,8.17866361,-8.17866678,0.06704016,-0.06704021,0.85150177,-0.85150290,0.50392571,-0.50392512,0.00000000,-0.00000000,1.88837274,-1.88837427,1.46407012,-1.46407080,0.14609019,-0.14609027,3.33614276,-3.33614300
-5.34567284,8.08644314,-8.08644836,0.06595982,-0.06595990,0.83257243,-0.83257371,0.51109322,-0.51109272,0.00000000,-0.00000000,1.86151804,-1.86151999,1.43841552,-1.43841652,0.14410790,-0.14410802,3.31260885,-3.31261000
