energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-2.43421711,4.22267433,-2.05759279,0.32791697,-0.13963623,2.38901059,-0.51726656,0.00048036,-0.00011284,0.05976211,-0.02765435,0.01079181,-0.00531822,0.47150359,-0.17756731,1.30163107,-1.09258278,1.13522661,-0.97951044
-2.42821411,4.23270198,-2.15284061,0.32277568,-0.14391888,2.36812366,-0.52764601,0.00046508,-0.00012241,0.05861561,-0.02886166,0.01096575,-0.00550325,0.45509770,-0.18493396,1.32053412,-1.16190088,1.17042257,-1.03485636
-2.42221111,4.24702356,-2.24586174,0.31795802,-0.14786457,2.34957529,-0.53721708,0.00045045,-0.00013261,0.05744185,-0.03001124,0.01111684,-0.00567145,0.43855049,-0.19164285,1.34078101,-1.23170493,1.20733104,-1.08909074
-2.41620810,4.26537222,-2.33551808,0.31349177,-0.15142960,2.33346599,-0.54594353,0.00043658,-0.00014349,0.05625910,-0.03108879,0.01124232,-0.00581972,0.42208715,-0.19759544,1.36205414,-1.30105158,1.24556718,-1.14154135
-2.41020510,4.28720274,-2.42077847,0.30938292,-0.15458402,2.31975454,-0.55383887,0.00042355,-0.00015514,0.05508231,-0.03208239,0.01133957,-0.00594554,0.40590332,-0.20271194,1.38395926,-1.36900366,1.28464941,-1.19157394
-2.40420210,4.31169452,-2.50074769,0.30561542,-0.15731255,2.30825380,-0.56096634,0.00041139,-0.00016764,0.05392280,-0.03298305,0.01140624,-0.00604700,0.39016093,-0.20693427,1.40603105,-1.43465525,1.32400647,-1.23860974
-2.39819910,4.33776567,-2.57469001,0.30215184,-0.15961499,2.29863165,-0.56743657,0.00040012,-0.00018110,0.05278825,-0.03378512,0.01144023,-0.00612296,0.37498552,-0.21022830,1.42774153,-1.49715567,1.36298840,-1.28214081
-2.39219610,4.36409820,-2.64204644,0.29893486,-0.16150591,2.29041767,-0.57340330,0.00038971,-0.00019563,0.05168278,-0.03448661,0.01143976,-0.00617299,0.36046517,-0.21258511,1.44851131,-1.55573151,1.40088130,-1.32174275
-2.38619310,4.38917432,-2.70244485,0.29588954,-0.16301387,2.28301571,-0.57905715,0.00038010,-0.00021135,0.05060726,-0.03508933,0.01140341,-0.00619745,0.34665087,-0.21402132,1.46772354,-1.60970580,1.43692560,-1.35708412
-2.38019010,4.41132266,-2.75570278,0.29292635,-0.16417998,2.27572220,-0.58461786,0.00037121,-0.00022839,0.04955975,-0.03559887,0.01133015,-0.00619743,0.33355851,-0.21457839,1.48474005,-1.65851356,1.47033708,-1.38793224
-2.37418709,4.42877319,-2.80182259,0.28994487,-0.16505598,2.26774987,-0.59032528,0.00036291,-0.00024685,0.04853605,-0.03602449,0.01121937,-0.00617477,0.32117201,-0.21432088,1.49891934,-1.70171307,1.50033006,-1.41415502
-2.36818409,4.43971858,-2.84097943,0.28683793,-0.16570191,2.25825595,-0.59642958,0.00035508,-0.00026686,0.04753034,-0.03637869,0.01107096,-0.00613191,0.30944773,-0.21333382,1.50963566,-1.73899240,1.52614180,-1.43571895
-2.36218109,4.44237987,-2.87350236,0.28349613,-0.16618343,2.24637407,-0.60318087,0.00034757,-0.00028850,0.04653593,-0.03667681,0.01088526,-0.00607185,0.29831965,-0.21171929,1.51629859,-1.77017092,1.54705717,-1.45268320
-2.35617809,4.43507340,-2.89984968,0.27981241,-0.16656891,2.23124821,-0.61081879,0.00034021,-0.00031184,0.04554594,-0.03693631,0.01066317,-0.00599801,0.28770520,-0.20959222,1.51837225,-1.79519591,1.56243250,-1.46519030
-2.35017509,4.41627620,-2.92057930,0.27568661,-0.16692647,2.21206749,-0.61956240,0.00033285,-0.00033692,0.04455402,-0.03717602,0.01040606,-0.00591409,0.27751133,-0.20707581,1.51539337,-1.81413426,1.57171771,-1.47345376
-2.34417209,4.38468694,-2.93631567,0.27102972,-0.16732094,2.18810003,-0.62960057,0.00032534,-0.00036374,0.04355498,-0.03741529,0.01011588,-0.00582396,0.26764059,-0.20429663,1.50698752,-1.82715993,1.57447561,-1.47774336
-2.33816908,4.33927938,-2.94771474,0.26576765,-0.16781104,2.15872434,-0.64108337,0.00031755,-0.00039227,0.04254531,-0.03767304,0.00979504,-0.00573146,0.25799696,-0.20137955,1.49288261,-1.83453774,1.57039761,-1.47836889
-2.33216608,4.27934596,-2.95542830,0.25984438,-0.16844676,2.12345660,-0.65411456,0.00030935,-0.00042240,0.04152359,-0.03796685,0.00944648,-0.00564027,0.24849101,-0.19844296,1.47291936,-1.83660426,1.55931511,-1.47566295
-2.32616308,4.20452941,-2.96006958,0.25322435,-0.16926707,2.08197260,-0.66874545,0.00030065,-0.00045401,0.04049078,-0.03831199,0.00907353,-0.00555376,0.23904441,-0.19559419,1.44705794,-1.83374700,1.54120605,-1.46996396
-2.32016008,4.11484084,-2.96218143,0.24589391,-0.17029812,2.03412312,-0.68497035,0.00029139,-0.00048689,0.03945026,-0.03872057,0.00867995,-0.00547487,0.22959349,-0.19292555,1.41538071,-1.82638270,1.51619631,-1.46159993
-2.31415708,4.01066342,-2.96220863,0.23786192,-0.17155187,1.97994208,-0.70272365,0.00028152,-0.00052080,0.03840778,-0.03920079,0.00826979,-0.00540599,0.22009163,-0.19051102,1.37809091,-1.81493604,1.48455597,-1.45087397
-2.30815408,3.89274160,-2.96047555,0.22915936,-0.17302533,1.91964691,-0.72187868,0.00027104,-0.00055542,0.03737124,-0.03975633,0.00784732,-0.00534885,0.21051076,-0.18840379,1.33550721,-1.79981968,1.44669052,-1.43805207
-2.30215108,3.76215629,-2.95717014,0.21983809,-0.17470036,1.85363138,-0.74224850,0.00025996,-0.00059041,0.03635028,-0.04038592,0.00741697,-0.00530447,0.20084160,-0.18663466,1.28805459,-1.78141670,1.40312754,-1.42335379
-2.29614807,3.62028746,-2.95233503,0.20996876,-0.17654401,1.78245106,-0.76358843,0.00024834,-0.00062537,0.03535577,-0.04108311,0.00698319,-0.00527313,0.19109298,-0.18521143,1.23625176,-1.76006618,1.35449931,-1.40694610
-2.29014507,3.46876578,-2.94586616,0.19963805,-0.17850956,1.70680235,-0.78560060,0.00023625,-0.00065985,0.03439920,-0.04183627,0.00655037,-0.00525437,0.18129025,-0.18411927,1.18069574,-1.73605261,1.30152231,-1.38894071
-2.28414207,3.30941589,-2.93751890,0.18894537,-0.18053798,1.62749621,-0.80794021,0.00022378,-0.00069339,0.03349202,-0.04262883,0.00612274,-0.00524700,0.17147287,-0.18332198,1.12204438,-1.70959956,1.24497435,-1.36939480
-2.27813907,3.14419387,-2.92692157,0.17799917,-0.18255992,1.54542780,-0.83022365,0.00021104,-0.00072551,0.03264493,-0.04343974,0.00570426,-0.00524916,0.16169156,-0.18276413,1.06099730,-1.68086773,1.18567043,-1.34831504
-2.27213607,2.97512193,-2.91359564,0.16691305,-0.18449818,1.46154373,-0.85203815,0.00019816,-0.00075571,0.03186721,-0.04424417,0.00529854,-0.00525845,0.15200492,-0.18237393,0.99827628,-1.64995735,1.12443834,-1.32566452
-2.26613307,2.80422317,-2.89698170,0.15580191,-0.18627043,1.37680849,-0.87295293,0.00018525,-0.00078351,0.03116608,-0.04501436,0.00490877,-0.00527197,0.14247605,-0.18206674,0.93460577,-1.61691463,1.06209488,-1.30137216
-2.26013007,2.63345951,-2.87647013,0.14477821,-0.18779220,1.29217164,-0.89253154,0.00017246,-0.00080843,0.03054618,-0.04572064,0.00453764,-0.00528650,0.13316906,-0.18174901,0.87069416,-1.58174171,0.99942377,-1.27534400
-2.25412706,2.46467505,-2.85143503,0.13394858,-0.18898004,1.20853728,-0.91034506,0.00015989,-0.00083004,0.03000916,-0.04633262,0.00418730,-0.00529866,0.12414587,-0.18132251,0.80721669,-1.54440943,0.93715602,-1.24747571
-2.24812406,2.29954734,-2.82126994,0.12341084,-0.18975462,1.12673709,-0.92598588,0.00014768,-0.00084793,0.02955341,-0.04682028,0.00385937,-0.00530498,0.11546332,-0.18068862,0.74480039,-1.50487210,0.87595330,-1.21766563
-2.24212106,2.13954817,-2.78542359,0.11325161,-0.19004382,1.04750802,-0.93908156,0.00013593,-0.00086176,0.02917399,-0.04715529,0.00355488,-0.00530216,0.10717082,-0.17975264,0.68401148,-1.46308328,0.81639500,-1.18582761
-2.23611806,1.98591489,-2.74343437,0.10354450,-0.18978555,0.97147540,-0.94930838,0.00012474,-0.00087126,0.02886264,-0.04731208,0.00327432,-0.00528712,0.09930847,-0.17842776,0.62534573,-1.41901176,0.75896908,-1.15190309
-2.23011506,1.83963309,-2.69496172,0.09434891,-0.18893031,0.89914187,-0.95640405,0.00011419,-0.00087620,0.02860810,-0.04726892,0.00301768,-0.00525718,0.09190589,-0.17663863,0.56922167,-1.37265669,0.70406698,-1.11587165
-2.22411206,1.70143040,-2.63981312,0.08570958,-0.18744330,0.83088221,-0.96017910,0.00010436,-0.00087646,0.02839645,-0.04700880,0.00278445,-0.00521019,0.08498162,-0.17432450,0.51597689,-1.32406099,0.65198239,-1.07775973
-2.21810905,1.57178086,-2.57796553,0.07765659,-0.18530611,0.76694398,-0.96052639,0.00009531,-0.00087200,0.02821167,-0.04652018,0.00257372,-0.00514459,0.07854305,-0.17144154,0.46586722,-1.27332254,0.60291365,-1.03764700
-2.21210605,1.45091897,-2.50958030,0.07020605,-0.18251780,0.70745340,-0.95742843,0.00008708,-0.00086284,0.02803626,-0.04579742,0.00238427,-0.00505949,0.07258705,-0.16796466,0.41906857,-1.22060220,0.55696948,-0.99567018
-2.20610305,1.33886176,-2.43501086,0.06336115,-0.17909543,0.65242564,-0.95096193,0.00007971,-0.00084912,0.02785201,-0.04484108,0.00221458,-0.00495472,0.06710087,-0.16388838,0.37568114,-1.16612864,0.51417732,-0.95202421
-2.20010005,1.23543735,-2.35480286,0.05711365,-0.17507398,0.60177893,-0.94129944,0.00007323,-0.00083102,0.02764070,-0.04365790,0.00206299,-0.00483084,0.06206354,-0.15922704,0.33573559,-1.11019954,0.47449386,-0.90696074
-2.19409705,1.14031799,-2.26968686,0.05144558,-0.17050568,0.55535116,-0.92870764,0.00006767,-0.00080885,0.02738490,-0.04226054,0.00192773,-0.00468913,0.05744745,-0.15401426,0.29920071,-1.05317917,0.43781704,-0.86078416
-2.18809405,1.05305565,-2.18056361,0.04633118,-0.16545870,0.51291809,-0.91354252,0.00006306,-0.00078293,0.02706869,-0.04066719,0.00180701,-0.00453151,0.05322012,-0.14830168,0.26599223,-0.99549266,0.40399879,-0.81384531
-2.18209105,0.97311829,-2.08848284,0.04173881,-0.16001537,0.47421215,-0.89624113,0.00005942,-0.00075369,0.02667828,-0.03890081,0.00169913,-0.00436053,0.04934601,-0.14215708,0.23598214,-0.93761712,0.37285800,-0.76653331
-2.17608804,0.89992512,-1.99461620,0.03763289,-0.15426988,0.43894081,-0.87731038,0.00005679,-0.00072159,0.02620260,-0.03698840,0.00160249,-0.00417925,0.04578822,-0.13566201,0.20900828,-0.88007022,0.34419303,-0.71926588
-2.17008504,0.83287913,-1.90022548,0.03397576,-0.14832559,0.40680368,-0.85731299,0.00005519,-0.00068712,0.02563372,-0.03496003,0.00151566,-0.00399114,0.04251014,-0.12890903,0.18488365,-0.82339664,0.31779329,-0.67247857
-2.16408204,0.77139599,-1.80662741,0.03072923,-0.14229209,0.37750773,-0.83685118,0.00005468,-0.00065082,0.02496710,-0.03284783,0.00143747,-0.00379997,0.03947681,-0.12199865,0.16340527,-0.76815326,0.29344948,-0.62661338
-2.15807904,0.71492811,-1.71515630,0.02785607,-0.13628199,0.35078002,-0.81654856,0.00005532,-0.00061323,0.02420175,-0.03068494,0.00136695,-0.00360969,0.03665613,-0.11503608,0.14436208,-0.71489349,0.27096219,-0.58210731
-2.15207604,0.66298347,-1.62712594,0.02532115,-0.13040770,0.32637772,-0.79703083,0.00005716,-0.00057487,0.02334022,-0.02850453,0.00130344,-0.00342427,0.03401972,-0.10812806,0.12754205,-0.66415159,0.25014871,-0.53938108
-2.14607304,0.61513901,-1.54379205,0.02309231,-0.12477815,0.30409524,-0.77890606,0.00006027,-0.00053628,0.02238842,-0.02633882,0.00124653,-0.00324764,0.03154351,-0.10137963,0.11273794,-0.61642749,0.23084785,-0.49882856
-2.14007004,0.57104863,-1.46631662,0.02114102,-0.11949567,0.28376850,-0.76274516,0.00006475,-0.00049797,0.02135535,-0.02421820,0.00119609,-0.00308353,0.02920810,-0.09489122,0.09975210,-0.57217273,0.21292306,-0.46080726
-2.13406703,0.53044619,-1.39573525,0.01944272,-0.11465317,0.26527652,-0.74906336,0.00007069,-0.00046039,0.02025271,-0.02217048,0.00115224,-0.00293533,0.02699879,-0.08875591,0.08839994,-0.53177790,0.19626364,-0.42562988
-2.12806403,0.49314409,-1.33292848,0.01797698,-0.11033147,0.24854074,-0.73830313,0.00007816,-0.00042398,0.01909444,-0.02022031,0.00111533,-0.00280608,0.02490552,-0.08305708,0.07851235,-0.49556205,0.18078453,-0.39355753
-2.12206103,0.45902824,-1.27859794,0.01672749,-0.10659717,0.23352236,-0.73081951,0.00008726,-0.00038909,0.01789620,-0.01838869,0.00108591,-0.00269828,0.02292247,-0.07786642,0.06993713,-0.46376433,0.16642474,-0.36479426
-2.11605803,0.42805024,-1.23324786,0.01568179,-0.10350084,0.22021818,-0.72686796,0.00009809,-0.00035605,0.01667484,-0.01669265,0.00106474,-0.00261392,0.02104771,-0.07324241,0.06253954,-0.43653795,0.15314487,-0.33948338
-2.11005503,0.40021773,-1.19717247,0.01483101,-0.10107583,0.20865559,-0.72659547,0.00011072,-0.00032511,0.01544789,-0.01514510,0.00105268,-0.00255434,0.01928263,-0.06922914,0.05620213,-0.41394666,0.14092388,-0.31770530
-2.10405203,0.37558376,-1.17044933,0.01416951,-0.09933744,0.19888695,-0.73003505,0.00012522,-0.00029645,0.01423302,-0.01375482,0.00105075,-0.00252027,0.01763142,-0.06585564,0.05082398,-0.39596375,0.12975545,-0.29947691
-2.09804902,0.35423600,-1.15293884,0.01369440,-0.09828276,0.19098405,-0.73710377,0.00014164,-0.00027021,0.01304767,-0.01252653,0.00106005,-0.00251174,0.01610052,-0.06313565,0.04631961,-0.38247337,0.11964430,-0.28475253
-2.09204602,0.33628668,-1.14428954,0.01340521,-0.09789095,0.18503290,-0.74760452,0.00016000,-0.00024645,0.01190860,-0.01146111,0.00108176,-0.00252815,0.01469813,-0.06106769,0.04261761,-0.37327431,0.11060255,-0.27342616
-2.08604302,0.32186356,-1.14394916,0.01330346,-0.09812403,0.18112922,-0.76123130,0.00018031,-0.00022517,0.01083170,-0.01055591,0.00111712,-0.00256825,0.01343379,-0.05963564,0.03965915,-0.36808572,0.10264651,-0.26533499
-2.08004002,0.31110270,-1.15118084,0.01339240,-0.09892821,0.17937495,-0.77757792,0.00020255,-0.00020634,0.00983169,-0.00980507,0.00116744,-0.00263015,0.01231803,-0.05880952,0.03739647,-0.36655500,0.09579384,-0.26026413
-2.07403702,0.30414308,-1.16508418,0.01367670,-0.10023560,0.17987576,-0.79614981,0.00022665,-0.00018986,0.00892208,-0.00920000,0.00123410,-0.00271145,0.01136210,-0.05854672,0.03579156,-0.36826717,0.09006136,-0.25795221
-2.06803402,0.30112318,-1.18462031,0.01416232,-0.10196633,0.18273978,-0.81637861,0.00025253,-0.00017560,0.00811509,-0.00872977,0.00131856,-0.00280922,0.01057784,-0.05879340,0.03481486,-0.37275589,0.08546342,-0.25809798
-2.06203102,0.30217960,-1.20864063,0.01485640,-0.10403103,0.18807740,-0.83763902,0.00028008,-0.00016340,0.00742170,-0.00838160,0.00142236,-0.00292014,0.00997760,-0.05948619,0.03444421,-0.37951551,0.08201096,-0.26036757
-2.05602801,0.30744730,-1.23591823,0.01576723,-0.10633354,0.19600197,-0.85926756,0.00030915,-0.00015308,0.00685173,-0.00814135,0.00154718,-0.00304057,0.00957419,-0.06055403,0.03466403,-0.38801409,0.07971099,-0.26440244
-2.05002501,0.31706131,-1.26518137,0.01690426,-0.10877384,0.20663132,-0.88058254,0.00033958,-0.00014443,0.00641391,-0.00799395,0.00169484,-0.00316665,0.00938096,-0.06192025,0.03546458,-0.39770696,0.07856669,-0.26982773
-2.04402201,0.33115931,-1.29514827,0.01827812,-0.11125113,0.22008965,-0.90090481,0.00037117,-0.00013725,0.00611608,-0.00792387,0.00186732,-0.00329445,0.00941182,-0.06350471,0.03684154,-0.40805056,0.07857777,-0.27626103
-2.03801901,0.34988463,-1.32456217,0.01990071,-0.11366694,0.23650956,-0.91957870,0.00040373,-0.00013133,0.00596524,-0.00791557,0.00206681,-0.00342003,0.00968131,-0.06522603,0.03879550,-0.41851615,0.07974109,-0.28332129
-2.03201601,0.37338908,-1.35222612,0.02178519,-0.11592824,0.25603385,-0.93599249,0.00043706,-0.00012645,0.00596772,-0.00795386,0.00229573,-0.00353961,0.01020461,-0.06700386,0.04133175,-0.42860313,0.08205138,-0.29063777
-2.02601301,0.40183512,-1.37703635,0.02394592,-0.11795038,0.27881663,-0.94959794,0.00047094,-0.00012245,0.00612919,-0.00802433,0.00255671,-0.00364968,0.01099751,-0.06876115,0.04445986,-0.43785155,0.08550192,-0.29785885
-2.02001001,0.43539670,-1.39801354,0.02639838,-0.11965993,0.30502351,-0.95992834,0.00050519,-0.00011914,0.00645469,-0.00811362,0.00285261,-0.00374710,0.01207628,-0.07042628,0.04819338,-0.44585355,0.09008508,-0.30466042
-2.01400700,0.47425846,-1.41433108,0.02915892,-0.12099720,0.33483046,-0.96661451,0.00053963,-0.00011638,0.00694864,-0.00820978,0.00318651,-0.00382924,0.01345750,-0.07193515,0.05254932,-0.45226329,0.09579255,-0.31075377
-2.00800400,0.51861278,-1.42533955,0.03224442,-0.12191843,0.36842111,-0.96939833,0.00057410,-0.00011405,0.00761467,-0.00830247,0.00356165,-0.00389402,0.01515773,-0.07323302,0.05754755,-0.45680526,0.10261531,-0.31589268
-2.00200100,0.56865458,-1.43058673,0.03567178,-0.12239757,0.40598238,-0.96814346,0.00060849,-0.00011207,0.00845548,-0.00838323,0.00398139,-0.00394005,0.01719308,-0.07427615,0.06321003,-0.45928052,0.11054319,-0.31987951
-1.99599800,0.62457368,-1.42983238,0.03945727,-0.12242766,0.44769824,-0.96284278,0.00064268,-0.00011036,0.00947269,-0.00844558,0.00444914,-0.00396668,0.01957872,-0.07503308,0.06955971,-0.45957082,0.11956401,-0.32257016
-1.98999500,0.68654483,-1.42305745,0.04361582,-0.12202153,0.49374180,-0.95362243,0.00067664,-0.00010890,0.01066648,-0.00848515,0.00496824,-0.00397401,0.02232823,-0.07548567,0.07661941,-0.45764042,0.12966248,-0.32387763
-1.98399200,0.75471568,-1.41046722,0.04816008,-0.12121215,0.54426576,-0.94074217,0.00071033,-0.00010771,0.01203543,-0.00849976,0.00554188,-0.00396294,0.02545291,-0.07562964,0.08441035,-0.45353550,0.14081866,-0.32377406
-1.97798899,0.82919306,-1.39248813,0.05309944,-0.12005218,0.59939169,-0.92459208,0.00074376,-0.00010681,0.01357612,-0.00848937,0.00617291,-0.00393515,0.02896101,-0.07547479,0.09295056,-0.44738127,0.15300636,-0.32229124
-1.97198599,0.91002825,-1.36975837,0.05843900,-0.11861314,0.65919830,-0.90568545,0.00077697,-0.00010625,0.01528293,-0.00845608,0.00686375,-0.00389310,0.03285691,-0.07504473,0.10225319,-0.43937675,0.16619131,-0.31951937
-1.96598299,0.99720176,-1.34311225,0.06417851,-0.11698378,0.72370947,-0.88464820,0.00081001,-0.00010613,0.01714776,-0.00840396,0.00761620,-0.00383994,0.03714035,-0.07437621,0.11232471,-0.42978748,0.18032951,-0.31560424
-1.95997999,1.09060862,-1.31355869,0.07031137,-0.11526804,0.79288249,-0.86220472,0.00084297,-0.00010655,0.01915982,-0.00833893,0.00843129,-0.00377945,0.04180562,-0.07351795,0.12316314,-0.41893637,0.19536567,-0.31074269
-1.95397699,1.19004491,-1.28225438,0.07682367,-0.11358238,0.86659717,-0.83916075,0.00087592,-0.00010762,0.02130553,-0.00826855,0.00930909,-0.00371598,0.04684087,-0.07252917,0.13475631,-0.40719284,0.21123202,-0.30517659
-1.94797399,1.29519645,-1.25047216,0.08369341,-0.11205264,0.94464653,-0.81638342,0.00090897,-0.00010947,0.02356846,-0.00820173,0.01024863,-0.00365429,0.05222749,-0.07147770,0.14708035,-0.39496081,0.22784758,-0.29918555
-1.94197099,1.40563046,-1.21956549,0.09088994,-0.11081054,1.02672964,-0.79477897,0.00094218,-0.00011224,0.02592940,-0.00814846,0.01124772,-0.00359946,0.05793967,-0.07043772,0.16009837,-0.38266576,0.24511797,-0.29307827
-1.93596798,1.52079094,-1.19092985,0.09837360,-0.10998976,1.11244735,-0.77526879,0.00097563,-0.00011604,0.02836653,-0.00811948,0.01230287,-0.00355674,0.06394409,-0.06948737,0.17375942,-0.37074119,0.26293587,-0.28718318
-1.92996498,1.63999829,-1.16596225,0.10609566,-0.10972187,1.20130118,-0.75876412,0.00100939,-0.00012099,0.03085568,-0.00812591,0.01340921,-0.00353140,0.07019980,-0.06870607,0.18799790,-0.35961512,0.28118223,-0.28183832
-1.92396198,1.76245369,-1.14601966,0.11399858,-0.11013204,1.29269587,-0.74614027,0.00104349,-0.00012720,0.03337077,-0.00817891,0.01456047,-0.00352860,0.07665838,-0.06817182,0.20273336,-0.34969667,0.29972808,-0.27738086
-1.91795898,1.88724834,-1.13237778,0.12201656,-0.11133484,1.38594582,-0.73821084,0.00107796,-0.00013475,0.03588423,-0.00828928,0.01574897,-0.00355322,0.08326429,-0.06795850,0.21787076,-0.34136345,0.31843704,-0.27413670
-1.91195598,2.01337752,-1.12619109,0.13007650,-0.11343004,1.48028525,-0.73570271,0.00111283,-0.00014369,0.03836759,-0.00846711,0.01696569,-0.00360973,0.08995545,-0.06813312,0.23330128,-0.33494984,0.33716846,-0.27241017
-1.90595298,2.13975918,-1.12845543,0.13809913,-0.11649874,1.57488217,-0.73923247,0.00114809,-0.00015405,0.04079215,-0.00872138,0.01820041,-0.00370206,0.09666410,-0.06875343,0.24890354,-0.33073663,0.35578092,-0.27247449
-1.89994997,2.26525661,-1.13997409,0.14600055,-0.12059981,1.66885552,-0.74928491,0.00118377,-0.00016579,0.04312959,-0.00905966,0.01944177,-0.00383342,0.10331787,-0.06986561,0.26454539,-0.32894221,0.37413607,-0.27456293
-1.89394697,2.38870426,-1.16132862,0.15369394,-0.12576690,1.76129517,-0.76619440,0.00121988,-0.00017888,0.04535272,-0.00948775,0.02067756,-0.00400624,0.10984107,-0.07150239,0.28008608,-0.32971561,0.39210263,-0.27886123
-1.88794397,2.50893591,-1.19285511,0.16109147,-0.13200593,1.85128390,-0.79012963,0.00125647,-0.00019321,0.04743608,-0.01000946,0.02189486,-0.00422202,0.11615613,-0.07368151,0.29537888,-0.33313156,0.40956030,-0.28550128
-1.88194097,2.62481411,-1.23462697,0.16810628,-0.13929348,1.93792064,-0.82108234,0.00129363,-0.00020865,0.04935663,-0.01062633,0.02308040,-0.00448130,0.12218527,-0.07640466,0.31027398,-0.33918766,0.42640344,-0.29455645
-1.87593797,2.73525959,-1.28644470,0.17465460,-0.14757587,2.02034403,-0.85886064,0.00133145,-0.00022500,0.05109427,-0.01133750,0.02422075,-0.00478351,0.12785217,-0.07965693,0.32462168,-0.34780377,0.44254429,-0.30603857
-1.86993497,2.83927956,-1.34783345,0.18065772,-0.15676920,2.09775522,-0.90308721,0.00137012,-0.00024206,0.05263235,-0.01213954,0.02530272,-0.00512703,0.13308378,-0.08340677,0.33827572,-0.35882373,0.45791563,-0.31989673
-1.86393197,2.93599368,-1.41804835,0.18604394,-0.16676031,2.16943921,-0.95320276,0.00140985,-0.00025956,0.05395799,-0.01302648,0.02631357,-0.00550911,0.13781211,-0.08760646,0.35109669,-0.37201921,0.47247273,-0.33601802
-1.85792896,3.02465657,-1.49608807,0.19075035,-0.17740872,2.23478346,-1.00847484,0.00145092,-0.00027724,0.05506233,-0.01398980,0.02724141,-0.00592589,0.14197594,-0.09219323,0.36295534,-0.38709576,0.48619445,-0.35423013
-1.85192596,3.10467600,-1.58071628,0.19472426,-0.18854947,2.29329331,-1.06801212,0.00149367,-0.00029477,0.05594064,-0.01501852,0.02807542,-0.00637248,0.14552243,-0.09709076,0.37373587,-0.40370076,0.49908348,-0.37430570
-1.84592296,3.17562589,-1.67049060,0.19792452,-0.19999690,2.34460334,-1.13078375,0.00153848,-0.00031186,0.05659230,-0.01609941,0.02880615,-0.00684298,0.14840861,-0.10221126,0.38333884,-0.42143325,0.51116573,-0.39596850
-1.83991996,3.23725370,-1.76379857,0.20032231,-0.21154920,2.38848422,-1.19564360,0.00158578,-0.00032818,0.05702064,-0.01721723,0.02942572,-0.00733064,0.15060260,-0.10745794,0.39168386,-0.43985513,0.52248878,-0.41890112
-1.83391696,3.28948192,-1.85889947,0.20190171,-0.22299363,2.42484487,-1.26135867,0.00163603,-0.00034344,0.05723266,-0.01835508,0.02992805,-0.00782795,0.15208454,-0.11272777,0.39871177,-0.45850360,0.53311970,-0.44275394
-1.82791396,3.33240358,-1.95397095,0.20265985,-0.23411225,2.45372976,-1.32664104,0.00168967,-0.00035736,0.05723868,-0.01949477,0.03030894,-0.00832682,0.15284732,-0.11791458,0.40438639,-0.47690434,0.54314202,-0.46715523
-1.82191096,3.36627226,-2.04715914,0.20260665,-0.24468797,2.47531165,-1.39018228,0.00174717,-0.00036969,0.05705188,-0.02061726,0.03056617,-0.00881876,0.15289685,-0.12291221,0.40869572,-0.49458508,0.55265229,-0.49172200
-1.81590795,3.39148695,-2.13663045,0.20176424,-0.25451071,2.48988008,-1.45068927,0.00180895,-0.00038023,0.05668775,-0.02170319,0.03069954,-0.00929506,0.15225205,-0.12761781,0.41165248,-0.51108913,0.56175618,-0.51607118
-1.80990495,3.40857263,-2.22062350,0.20016601,-0.26338346,2.49782632,-1.50692034,0.00187536,-0.00038884,0.05616357,-0.02273334,0.03071080,-0.00974704,0.15094451,-0.13193492,0.41329414,-0.52598839,0.57056446,-0.53983100
-1.80390195,3.41815762,-2.29749948,0.19785544,-0.27112798,2.49962554,-1.55772038,0.00194670,-0.00039544,0.05549785,-0.02368923,0.03060357,-0.01016625,0.14901771,-0.13577652,0.41368229,-0.53889541,0.57918878,-0.56265194
-1.79789895,3.42094865,-2.36578894,0.19488464,-0.27758992,2.49581703,-1.60205362,0.00202315,-0.00040002,0.05470973,-0.02455357,0.03038321,-0.01054471,0.14652601,-0.13906764,0.41290133,-0.54947413,0.58773775,-0.58421706
-1.79189595,3.41770502,-2.42423370,0.19131272,-0.28264328,2.48698362,-1.63903308,0.00210479,-0.00040265,0.05381847,-0.02531085,0.03005661,-0.01087510,0.14353330,-0.14174765,0.41105679,-0.55744890,0.59631317,-0.60425136
-1.78589295,3.40921292,-2.47182208,0.18720407,-0.28619388,2.47373119,-1.66794541,0.00219159,-0.00040348,0.05284298,-0.02594771,0.02963198,-0.01115096,0.14011146,-0.14377207,0.40827289,-0.56261151,0.60500677,-0.62252985
-1.77988994,3.39626115,-2.50781650,0.18262662,-0.28818177,2.45666927,-1.68827032,0.00228336,-0.00040274,0.05180136,-0.02645339,0.02911858,-0.01136692,0.13633853,-0.14511382,0.40468986,-0.56482602,0.61389745,-0.63888402
-1.77388694,3.37961924,-2.53177223,0.17765008,-0.28858259,2.43639359,-1.69969383,0.00237982,-0.00040073,0.05071059,-0.02682006,0.02852649,-0.01151877,0.13229689,-0.14576392,0.40046076,-0.56403114,0.62304917,-0.65320663
