energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.51375688,1.83190274,0.05428430,0.14692223,0.98238425,0.56059546,0.79966737,0.00000000,0.44989916,0.31078317
-5.50775388,1.78914640,0.05391542,0.14389311,0.95865114,0.53729524,0.78313300,0.00000000,0.44435671,0.30941523
-5.50175088,1.75184347,0.05328135,0.14144171,0.93886334,0.51701330,0.76901944,0.00000000,0.44032672,0.30867458
-5.49574787,1.72046592,0.05239232,0.13959002,0.92310346,0.49999951,0.75748749,0.00000000,0.43795826,0.30859190
-5.48974487,1.69545483,0.05126351,0.13836036,0.91144243,0.48647040,0.74867794,0.00000000,0.43739616,0.30919787
-5.48374187,1.67722475,0.04991468,0.13777581,0.90394275,0.47661135,0.74271392,0.00000000,0.43877856,0.31052544
-5.47773887,1.66616415,0.04836977,0.13786016,0.90065888,0.47057808,0.73970151,0.00000000,0.44223339,0.31261119
-5.47173587,1.66263176,0.04665622,0.13863753,0.90163504,0.46849714,0.73972877,0.00000000,0.44787382,0.31549580
-5.46573287,1.66694880,0.04480425,0.14013168,0.90690070,0.47046537,0.74286314,0.00000000,0.45579297,0.31922356
-5.45972986,1.67938775,0.04284600,0.14236501,0.91646420,0.47654844,0.74914746,0.00000000,0.46605833,0.32384082
-5.45372686,1.70015840,0.04081466,0.14535738,0.93030524,0.48677836,0.75859502,0.00000000,0.47870610,0.32939358
-5.44772386,1.72939233,0.03874352,0.14912491,0.94836698,0.50115060,0.77118415,0.00000000,0.49373600,0.33592439
-5.44172086,1.76712699,0.03666504,0.15367873,0.97054841,0.51962069,0.78685279,0.00000000,0.51110692,0.34346869
-5.43571786,1.81329085,0.03461003,0.15902388,0.99669792,0.54210109,0.80549372,0.00000000,0.53073372,0.35205092
-5.42971486,1.86769076,0.03260682,0.16515841,1.02660855,0.56845846,0.82695084,0.00000000,0.55248554,0.36168068
-5.42371186,1.93000289,0.03068059,0.17207272,1.06001558,0.59851180,0.85101720,0.00000000,0.57618583,0.37234925
-5.41770885,1.99976807,0.02885281,0.17974919,1.09659666,0.63203176,0.87743483,0.00000000,0.60161412,0.38402667
-5.41170585,2.07639229,0.02714087,0.18816215,1.13597479,0.66874149,0.90589690,0.00000000,0.62850959,0.39665968
-5.40570285,2.15915282,0.02555778,0.19727808,1.17772397,0.70831908,0.93605205,0.00000000,0.65657631,0.41017076
-5.39969985,2.24720971,0.02411210,0.20705606,1.22137725,0.75040170,0.96751097,0.00000000,0.68548986,0.42445819
-5.39369685,2.33962269,0.02280799,0.21744845,1.26643686,0.79459146,0.99985493,0.00000000,0.71490504,0.43939749
-5.38769385,2.43537242,0.02164540,0.22840160,1.31238571,0.84046278,1.03264593,0.00000000,0.74446424,0.45484394
-5.38169085,2.53338539,0.02062041,0.23985658,1.35869964,0.88757098,1.06543792,0.00000000,0.77380612,0.47063624
-5.37568784,2.63256126,0.01972562,0.25174992,1.40485972,0.93546188,1.09778868,0.00000000,0.80257410,0.48660109
-5.36968484,2.73180117,0.01895073,0.26401412,1.45036391,0.98368187,1.12927168,0.00000000,0.83042419,0.50255854
-5.36368184,2.83003587,0.01828302,0.27657801,1.49473736,1.03178807,1.15948735,0.00000000,0.85703197,0.51832769
-5.35767884,2.92625225,0.01770804,0.28936695,1.53754093,1.07935813,1.18807330,0.00000000,0.88209823,0.53373272
-5.35167584,3.01951697,0.01721020,0.30230272,1.57837757,1.12599928,1.21471292,0.00000000,0.90535332,0.54860859
-5.34567284,3.10899639,0.01677337,0.31530333,1.61689619,1.17135613,1.23914211,0.00000000,0.92655984,0.56280650
-5.33966983,3.19397183,0.01638149,0.32828259,1.65279325,1.21511704,1.26115377,0.00000000,0.94551403,0.57619852
-5.33366683,3.27384973,0.01601906,0.34114976,1.68581203,1.25701875,1.28060008,0.00000000,0.96204568,0.58868136
-5.32766383,3.34816651,0.01567165,0.35380910,1.71573997,1.29684911,1.29739249,0.00000000,0.97601702,0.60017898
-5.32166083,3.41658825,0.01532626,0.36615971,1.74240449,1.33444804,1.31149954,0.00000000,0.98732066,0.61064398
-5.31565783,3.47890539,0.01497166,0.37809546,1.76566784,1.36970649,1.32294281,0.00000000,0.99587711,0.62005765
-5.30965483,3.53502327,0.01459856,0.38950540,1.78542148,1.40256384,1.33179131,0.00000000,1.00163195,0.62842871
-5.30365183,3.58494891,0.01419980,0.40027439,1.80158049,1.43300378,1.33815460,0.00000000,1.00455324,0.63579082
-5.29764882,3.62877528,0.01377036,0.41028432,1.81407864,1.46104900,1.34217508,0.00000000,1.00462915,0.64219893
-5.29164582,3.66666364,0.01330732,0.41941571,1.82286430,1.48675493,1.34401996,0.00000000,1.00186619,0.64772470
-5.28564282,3.69882508,0.01280979,0.42754964,1.82789759,1.51020295,1.34387305,0.00000000,0.99628812,0.65245118
-5.27963982,3.72550210,0.01227872,0.43457018,1.82914894,1.53149333,1.34192692,0.00000000,0.98793548,0.65646700
-5.27363682,3.74695096,0.01171667,0.44036701,1.82659889,1.55073812,1.33837563,0.00000000,0.97686580,0.65986043
-5.26763382,3.76342558,0.01112756,0.44483814,1.82023920,1.56805439,1.33340824,0.00000000,0.96315431,0.66271343
-5.26163082,3.77516350,0.01051641,0.44789281,1.81007486,1.58355790,1.32720325,0.00000000,0.94689492,0.66509620
-5.25562781,3.78237424,0.00988902,0.44945409,1.79612685,1.59735752,1.31992416,0.00000000,0.92820136,0.66706224
-5.24962481,3.78523053,0.00925171,0.44946142,1.77843516,1.60955041,1.31171600,0.00000000,0.90720812,0.66864441
-5.24362181,3.78386235,0.00861099,0.44787270,1.75706182,1.62021812,1.30270304,0.00000000,0.88407102,0.66985204
-5.23761881,3.77835395,0.00797336,0.44466591,1.73209347,1.62942365,1.29298745,0.00000000,0.85896725,0.67066923
-5.23161581,3.76874368,0.00734506,0.43984027,1.70364335,1.63720952,1.28264889,0.00000000,0.83209462,0.67105451
-5.22561281,3.75502660,0.00673186,0.43341676,1.67185234,1.64359686,1.27174498,0.00000000,0.80366999,0.67094191
-5.21960980,3.73715944,0.00613893,0.42543806,1.63688901,1.64858542,1.26031242,0.00000000,0.77392693,0.67024329
-5.21360680,3.71506779,0.00557074,0.41596794,1.59894864,1.65215461,1.24836874,0.00000000,0.74311246,0.66885190
-5.20760380,3.68865507,0.00503095,0.40509007,1.55825128,1.65426537,1.23591453,0.00000000,0.71148325,0.66664705
-5.20160080,3.65781285,0.00452243,0.39290633,1.51503887,1.65486288,1.22293595,0.00000000,0.67930109,0.66349963
-5.19559780,3.62243220,0.00404720,0.37953477,1.46957182,1.65388008,1.20940760,0.00000000,0.64682827,0.65927823
-5.18959480,3.58241545,0.00360654,0.36510721,1.42212501,1.65124170,1.19529534,0.00000000,0.61432261,0.65385557
-5.18359180,3.53768800,0.00320095,0.34976657,1.37298365,1.64686892,1.18055933,0.00000000,0.58203282,0.64711491
-5.17758879,3.48820966,0.00283034,0.33366414,1.32243919,1.64068435,1.16515680,0.00000000,0.55019400,0.63895625
-5.17158579,3.43398505,0.00249402,0.31695671,1.27078529,1.63261724,1.14904489,0.00000000,0.51902380,0.62930188
-5.16558279,3.37507273,0.00219085,0.29980374,1.21831434,1.62260876,1.13218306,0.00000000,0.48871919,0.61810104
-5.15957979,3.31159249,0.00191933,0.28236464,1.16531432,1.61061719,1.11453541,0.00000000,0.45945394,0.60533364
-5.15357679,3.24373078,0.00167771,0.26479619,1.11206621,1.59662277,1.09607262,0.00000000,0.43137705,0.59101263
-5.14757379,3.17174389,0.00146403,0.24725007,1.05884198,1.58063217,1.07677356,0.00000000,0.40461189,0.57518509
-5.14157079,3.09595881,0.00127627,0.22987071,1.00590304,1.56268240,1.05662664,0.00000000,0.37925621,0.55793201
-5.13556778,3.01677189,0.00111240,0.21279339,0.95349910,1.54284391,1.03563086,0.00000000,0.35538286,0.53936665
-5.12956478,2.93464529,0.00097042,0.19614253,0.90186747,1.52122302,1.01379656,0.00000000,0.33304114,0.51963182
-5.12356178,2.85010149,0.00084844,0.18003040,0.85123252,1.49796340,0.99114604,0.00000000,0.31225870,0.49889600
-5.11755878,2.76371621,0.00074472,0.16455608,0.80180533,1.47324671,0.96771401,0.00000000,0.29304377,0.47734872
-5.11155578,2.67611004,0.00065766,0.14980475,0.75378354,1.44729232,0.94354791,0.00000000,0.27538773,0.45519522
-5.10555278,2.58793923,0.00058591,0.13584731,0.70735110,1.42035615,0.91870835,0.00000000,0.25926784,0.43265090
-5.09954977,2.49988606,0.00052827,0.12274039,0.66267820,1.39272874,0.89326944,0.00000000,0.24465000,0.40993564
-5.09354677,2.41264923,0.00048381,0.11052655,0.61992119,1.36473256,0.86731932,0.00000000,0.23149154,0.38726826
-5.08754377,2.32693460,0.00045181,0.09923497,0.57922250,1.33671859,0.84096072,0.00000000,0.21974390,0.36486143
-5.08154077,2.24344667,0.00043177,0.08888225,0.54071078,1.30906245,0.81431173,0.00000000,0.20935526,0.34291716
-5.07553777,2.16288102,0.00042346,0.07947365,0.50450113,1.28215987,0.78750653,0.00000000,0.20027295,0.32162302
-5.06953477,2.08591785,0.00042686,0.07100440,0.47069558,1.25642194,0.76069635,0.00000000,0.19244577,0.30114921
-5.06353177,2.01321675,0.00044221,0.06346137,0.43938383,1.23226981,0.73405029,0.00000000,0.18582623,0.28164653
-5.05752876,1.94541272,0.00047000,0.05682471,0.41064432,1.21012933,0.70775613,0.00000000,0.18037253,0.26324522
-5.05152576,1.88311325,0.00051098,0.05106976,0.38454560,1.19042537,0.68202100,0.00000000,0.17605056,0.24605466
-5.04552276,1.82689647,0.00056615,0.04616888,0.36114801,1.17357598,0.65707173,0.00000000,0.17283576,0.23016389
-5.03951976,1.77730997,0.00063680,0.04209333,0.34050571,1.15998659,0.63315489,0.00000000,0.17071480,0.21564274
-5.03351676,1.73487031,0.00072447,0.03881508,0.32266884,1.15004402,0.61053638,0.00000000,0.16968732,0.20254352
-5.02751376,1.70006270,0.00083098,0.03630847,0.30768579,1.14411066,0.58950035,0.00000000,0.16976733,0.19090315
-5.02151076,1.67334072,0.00095839,0.03455177,0.29560555,1.14251866,0.57034764,0.00000000,0.17098461,0.18074542
-5.01550775,1.65512584,0.00110900,0.03352841,0.28647976,1.14556432,0.55339335,0.00000000,0.17338573,0.17208349
-5.00950475,1.64580636,0.00128533,0.03322806,0.28036451,1.15350276,0.53896369,0.00000000,0.17703484,0.16492218
-5.00350175,1.64573565,0.00149003,0.03364730,0.27732163,1.16654283,0.52739198,0.00000000,0.18201391,0.15926024
-4.99749875,1.65522944,0.00172587,0.03479009,0.27741918,1.18484252,0.51901385,0.00000000,0.18842255,0.15509221
-4.99149575,1.67456204,0.00199561,0.03666772,0.28073123,1.20850479,0.51416147,0.00000000,0.19637712,0.15240992
-4.98549275,1.70396126,0.00230194,0.03929848,0.28733652,1.23757403,0.51315708,0.00000000,0.20600904,0.15120355
-4.97948974,1.74360219,0.00264735,0.04270692,0.29731607,1.27203305,0.51630565,0.00000000,0.21746227,0.15146219
-4.97348674,1.79359954,0.00303399,0.04692274,0.31074956,1.31180084,0.52388689,0.00000000,0.23088983,0.15317379
-4.96748374,1.85399886,0.00346354,0.05197927,0.32771057,1.35673098,0.53614668,0.00000000,0.24644932,0.15632468
-4.96148074,1.92476659,0.00393707,0.05791159,0.34826065,1.40661079,0.55328810,0.00000000,0.26429744,0.16089848
-4.95547774,2.00577933,0.00445485,0.06475446,0.37244243,1.46116127,0.57546229,0.00000000,0.28458357,0.16687464
-4.94947474,2.09681240,0.00501624,0.07253988,0.40027188,1.52003762,0.60275924,0.00000000,0.30744249,0.17422650
-4.94347174,2.19752829,0.00561954,0.08129450,0.43173007,1.58283066,0.63519907,0.00000000,0.33298646,0.18291912
-4.93746873,2.30746540,0.00626186,0.09103705,0.46675485,1.64906877,0.67272381,0.00000000,0.36129684,0.19290694
-4.93146573,2.42602759,0.00693908,0.10177563,0.50523260,1.71822059,0.71519026,0.00000000,0.39241563,0.20413130
-4.92546273,2.55247524,0.00764574,0.11350525,0.54699089,1.78969834,0.76236421,0.00000000,0.42633711,0.21651819
-4.91945973,2.68591842,0.00837511,0.12620556,0.59179217,1.86286181,0.81391638,0.00000000,0.46300013,0.22997610
-4.91345673,2.82531298,0.00911918,0.13983897,0.63932922,1.93702311,0.86942046,0.00000000,0.50228144,0.24439438
-4.90745373,2.96946015,0.00986880,0.15434921,0.68922273,2.01145202,0.92835358,0.00000000,0.54399026,0.25964207
-4.90145073,3.11701037,0.01061381,0.16966057,0.74102137,2.08538224,0.99009952,0.00000000,0.58786479,0.27556741
-4.89544772,3.26647183,0.01134328,0.18567774,0.79420485,2.15801853,1.05395466,0.00000000,0.63357076,0.29199811
-4.88944472,3.41622425,0.01204576,0.20228646,0.84818990,2.22854472,1.11913710,0.00000000,0.68070233,0.30874249
-4.88344172,3.56453803,0.01270957,0.21935495,0.90233960,2.29613285,1.18479862,0.00000000,0.72878571,0.32559146
-4.87743872,3.70959887,0.01332315,0.23673619,0.95597561,2.35995330,1.25003947,0.00000000,0.77728530,0.34232146
-4.87143572,3.84953767,0.01387538,0.25427091,1.00839344,2.41918612,1.31392576,0.00000000,0.82561261,0.35869817
-4.86543272,3.98246512,0.01435597,0.27179137,1.05888007,2.47303333,1.37550894,0.00000000,0.87313762,0.37448102
-4.85942971,4.10651033,0.01475578,0.28912573,1.10673351,2.52073223,1.43384685,0.00000000,0.91920233,0.38942836
-4.85342671,4.21986246,0.01506713,0.30610287,1.15128361,2.56156944,1.48802584,0.00000000,0.96313627,0.40330300
-4.84742371,4.32081407,0.01528407,0.32255751,1.19191323,2.59489547,1.53718300,0.00000000,1.00427322,0.41587815
-4.84142071,4.40780479,0.01540261,0.33833545,1.22807901,2.62013932,1.58052797,0.00000000,1.04196882,0.42694325
-4.83541771,4.47946358,0.01542088,0.35329867,1.25933076,2.63682287,1.61736327,0.00000000,1.07561823,0.43630973
-4.82941471,4.53464821,0.01533916,0.36733007,1.28532851,2.64457433,1.64710266,0.00000000,1.10467332,0.44381627
-4.82341171,4.57247998,0.01515994,0.38033766,1.30585655,2.64314035,1.66928655,0.00000000,1.12865864,0.44933344
-4.81740870,4.59237240,0.01488782,0.39225796,1.32083358,2.63239618,1.68359402,0.00000000,1.14718557,0.45276748
-4.81140570,4.59405233,0.01452935,0.40305852,1.33031838,2.61235327,1.68985086,0.00000000,1.15996400,0.45406302
-4.80540270,4.57757248,0.01409285,0.41273924,1.33451069,2.58316388,1.68803333,0.00000000,1.16681125,0.45320472
-4.79939970,4.54331466,0.01358811,0.42133261,1.33374705,2.54512230,1.67826747,0.00000000,1.16765755,0.45021768
-4.79339670,4.49198317,0.01302609,0.42890270,1.32849162,2.49866229,1.66082398,0.00000000,1.16254821,0.44516657
-4.78739370,4.42458849,0.01241857,0.43554292,1.31932220,2.44435083,1.63610897,0.00000000,1.15164209,0.43815363
-4.78139070,4.34242184,0.01177779,0.44137273,1.30691206,2.38287791,1.60465079,0.00000000,1.13520656,0.42931554
-4.77538769,4.24702119,0.01111610,0.44653323,1.29200803,2.31504285,1.56708371,0.00000000,1.11360921,0.41881935
-4.76938469,4.14013028,0.01044560,0.45118208,1.27540598,2.24173741,1.52412895,0.00000000,1.08730653,0.40685759
-4.76338169,4.02365208,0.00977780,0.45548767,1.25792441,2.16392623,1.47657393,0.00000000,1.05683011,0.39364286
-4.75737869,3.89959842,0.00912338,0.45962302,1.24037735,2.08262531,1.42525048,0.00000000,1.02277090,0.37940202
-4.75137569,3.77003792,0.00849190,0.46375956,1.22354768,1.99887934,1.37101298,0.00000000,0.98576218,0.36437033
-4.74537269,3.63704406,0.00789163,0.46806116,1.20816188,1.91373862,1.31471705,0.00000000,0.94646190,0.34878561
-4.73936968,3.50264544,0.00732939,0.47267847,1.19486730,1.82823657,1.25719973,0.00000000,0.90553498,0.33288283
-4.73336668,3.36877994,0.00681052,0.47774410,1.18421283,1.74336846,1.19926153,0.00000000,0.86363644,0.31688909
-4.72736368,3.23725435,0.00633876,0.48336860,1.17663372,1.66007224,1.14165119,0.00000000,0.82139575,0.30101930
-4.72136068,3.10971080,0.00591636,0.48963749,1.17244114,1.57921205,1.08505323,0.00000000,0.77940300,0.28547260
-4.71535768,2.98760062,0.00554406,0.49660950,1.17181679,1.50156478,1.03007857,0.00000000,0.73819736,0.27042955
-4.70935468,2.87216645,0.00522127,0.50431593,1.17481272,1.42781011,0.97725847,0.00000000,0.69825801,0.25605016
-4.70335168,2.76443227,0.00494614,0.51276123,1.18135617,1.35852403,0.92704137,0.00000000,0.65999788,0.24247272
-4.69734867,2.66520135,0.00471577,0.52192462,1.19125916,1.29417587,0.87979271,0.00000000,0.62376004,0.22981334
-4.69134567,2.57506125,0.00452636,0.53176265,1.20423222,1.23512849,0.83579719,0.00000000,0.58981685,0.21816616
-4.68534267,2.49439492,0.00437343,0.54221255,1.21990143,1.18164136,0.79526312,0.00000000,0.55837150,0.20760406
-4.67933967,2.42339677,0.00425199,0.55319598,1.23782804,1.13387600,0.75832847,0.00000000,0.52956183,0.19817980
-4.67333667,2.36209213,0.00415673,0.56462317,1.25752950,1.09190319,0.72506792,0.00000000,0.50346579,0.18992747
-4.66733367,2.31035895,0.00408226,0.57639690,1.27850083,1.05571138,0.69550053,0.00000000,0.48010832,0.18286399
-4.66133067,2.26795005,0.00402323,0.58841629,1.30023548,1.02521573,0.66959761,0.00000000,0.45946908,0.17699079
-4.65532766,2.23451478,0.00397451,0.60058003,1.32224433,1.00026706,0.64729013,0.00000000,0.44149050,0.17229531
-4.64932466,2.20961890,0.00393133,0.61278895,1.34407225,0.98066050,0.62847562,0.00000000,0.42608582,0.16875240
-4.64332166,2.19276178,0.00388938,0.62494767,1.36531132,0.96614318,0.61302400,0.00000000,0.41314652,0.16632558
