energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,3.66686257,0.90290072,0.00906647,1.83412757,0.00000000,1.96004516,0.94981562
-5.99399700,3.62563855,0.91073170,0.00890855,1.79678726,0.00000000,1.95346109,0.92956666
-5.98799400,3.58983856,0.92125448,0.00878427,1.76060328,0.00000000,1.94899336,0.91041730
-5.98199100,3.56105911,0.93459096,0.00869875,1.72661892,0.00000000,1.94728949,0.89292038
-5.97598799,3.54062321,0.95077129,0.00865597,1.69577210,0.00000000,1.94884986,0.87756811
-5.96998499,3.52954890,0.96973574,0.00865868,1.66887059,0.00000000,1.95401313,0.86478089
-5.96398199,3.52852866,0.99133961,0.00870840,1.64657204,0.00000000,1.96294847,0.85489826
-5.95797899,3.53791951,1.01536076,0.00880533,1.62936924,0.00000000,1.97565437,0.84817243
-5.95197599,3.55774335,1.04150904,0.00894849,1.61758075,0.00000000,1.99196394,0.84476409
-5.94597299,3.58769670,1.06943717,0.00913569,1.61134687,0.00000000,2.01155581,0.84474058
-5.93996998,3.62716865,1.09875247,0.00936372,1.61063074,0.00000000,2.03397006,0.84807632
-5.93396698,3.67526601,1.12902874,0.00962837,1.61522429,0.00000000,2.05862793,0.85465527
-5.92796398,3.73084402,1.15981802,0.00992464,1.62475857,0.00000000,2.08485443,0.86427539
-5.92196098,3.79254181,1.19066153,0.01024683,1.63871791,0.00000000,2.11190266,0.87665479
-5.91595798,3.85882089,1.22109979,0.01058875,1.65645751,0.00000000,2.13897879,0.89143961
-5.90995498,3.92800605,1.25068148,0.01094380,1.67722368,0.00000000,2.16526671,0.90821331
-5.90395198,3.99832744,1.27897115,0.01130518,1.70017636,0.00000000,2.18995156,0.92650730
-5.89794897,4.06796309,1.30555560,0.01166599,1.72441315,0.00000000,2.21224142,0.94581270
-5.89194597,4.13508127,1.33004932,0.01201942,1.74899444,0.00000000,2.23138676,0.96559307
-5.88594297,4.19788204,1.35209882,0.01235882,1.77296896,0.00000000,2.24669714,0.98529791
-5.87993997,4.25463752,1.37138639,0.01267789,1.79539929,0.00000000,2.25755532,1.00437662
-5.87393697,4.30373039,1.38763324,0.01297070,1.81538667,0.00000000,2.26342849,1.02229275
-5.86793397,4.34369009,1.40060234,0.01323191,1.83209476,0.00000000,2.26387686,1.03853806
-5.86193097,4.37322633,1.41010110,0.01345676,1.84477152,0.00000000,2.25855986,1.05264624
-5.85592796,4.39125921,1.41598405,0.01364120,1.85276906,0.00000000,2.24724013,1.06420570
-5.84992496,4.39694550,1.41815540,0.01378199,1.85556062,0.00000000,2.22978544,1.07287119
-5.84392196,4.38970034,1.41657163,0.01387670,1.85275447,0.00000000,2.20616910,1.07837381
-5.83791896,4.36921376,1.41124392,0.01392382,1.84410424,0.00000000,2.17646867,1.08052909
-5.83191596,4.33546155,1.40224024,0.01392278,1.82951536,0.00000000,2.14086352,1.07924277
-5.82591296,4.28870974,1.38968702,0.01387396,1.80904744,0.00000000,2.09963097,1.07451406
-5.81990995,4.22951250,1.37377003,0.01377872,1.78291246,0.00000000,2.05314145,1.06643636
-5.81390695,4.15870313,1.35473430,0.01363937,1.75146881,0.00000000,2.00185235,1.05519508
-5.80790395,4.07737808,1.33288286,0.01345916,1.71521132,0.00000000,1.94630084,1.04106298
