energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.80190095,3.28981822,0.49066722,0.00842309,0.67360333,2.45218564,0.47239716,0.00000000
-5.79589795,3.28342347,0.48826644,0.00843745,0.67490479,2.44670692,0.47370286,0.00000000
-5.78989495,3.27298831,0.48521491,0.00845176,0.67461283,2.43850426,0.47455399,0.00000000
-5.78389195,3.25942690,0.48163200,0.00846865,0.67284215,2.42832600,0.47503863,0.00000000
-5.77788894,3.24370383,0.47764221,0.00849082,0.66972959,2.41695779,0.47524980,0.00000000
-5.77188594,3.22680695,0.47337382,0.00852092,0.66543098,2.40520028,0.47528170,0.00000000
-5.76588294,3.20972009,0.46895785,0.00856152,0.66011802,2.39384667,0.47522582,0.00000000
-5.75987994,3.19339668,0.46452733,0.00861502,0.65397512,2.38366097,0.47516692,0.00000000
-5.75387694,3.17873534,0.46021693,0.00868354,0.64719650,2.37535790,0.47517924,0.00000000
-5.74787394,3.16655847,0.45616288,0.00876890,0.63998358,2.36958516,0.47532310,0.00000000
-5.74187094,3.15759450,0.45250324,0.00887255,0.63254275,2.36690875,0.47564195,0.00000000
-5.73586793,3.15246451,0.44937826,0.00899548,0.62508357,2.36780186,0.47616027,0.00000000
-5.72986493,3.15167350,0.44693094,0.00913822,0.61781742,2.37263756,0.47688217,0.00000000
-5.72386193,3.15560636,0.44530744,0.00930076,0.61095639,2.38168545,0.47779104,0.00000000
-5.71785893,3.16452837,0.44465737,0.00948261,0.60471253,2.39511204,0.47885005,0.00000000
-5.71185593,3.17858976,0.44513363,0.00968270,0.59929709,2.41298448,0.48000372,0.00000000
-5.70585293,3.19783347,0.44689179,0.00989949,0.59491971,2.43527721,0.48118031,0.00000000
-5.69984992,3.22220550,0.45008876,0.01013090,0.59178732,2.46188064,0.48229491,0.00000000
-5.69384692,3.25156652,0.45488060,0.01037443,0.59010261,2.49261125,0.48325327,0.00000000
-5.68784392,3.28570397,0.46141954,0.01062714,0.59006183,2.52722208,0.48395588,0.00000000
-5.68184092,3.32434353,0.46984997,0.01088577,0.59185187,2.56541303,0.48430235,0.00000000
-5.67583792,3.36715910,0.48030365,0.01114677,0.59564660,2.60684012,0.48419568,0.00000000
-5.66983492,3.41378070,0.49289410,0.01140639,0.60160232,2.65112318,0.48354627,0.00000000
-5.66383192,3.46379979,0.50771041,0.01166076,0.60985262,2.69785172,0.48227549,0.00000000
-5.65782891,3.51677197,0.52481077,0.01190599,0.62050260,2.74658868,0.48031859,0.00000000
-5.65182591,3.57221729,0.54421596,0.01213822,0.63362295,2.79687240,0.47762683,0.00000000
-5.64582291,3.62961847,0.56590327,0.01235374,0.64924394,2.84821695,0.47416883,0.00000000
-5.63981991,3.68841808,0.58980111,0.01254906,0.66734990,2.90011152,0.46993101,0.00000000
-5.63381691,3.74801530,0.61578490,0.01272099,0.68787445,2.95201948,0.46491715,0.00000000
-5.62781391,3.80776359,0.64367443,0.01286674,0.71069700,3.00337800,0.45914733,0.00000000
-5.62181091,3.86697023,0.67323316,0.01298395,0.73564073,3.05359890,0.45265604,0.00000000
-5.61580790,3.92489872,0.70416969,0.01307078,0.76247250,3.10207175,0.44549001,0.00000000
-5.60980490,3.98077495,0.73614143,0.01312598,0.79090487,3.14816952,0.43770556,0.00000000
-5.60380190,4.03379764,0.76876073,0.01314890,0.82060036,3.19125749,0.42936596,0.00000000
-5.59779890,4.08315335,0.80160317,0.01313959,0.85117791,3.23070540,0.42053873,0.00000000
-5.59179590,4.12803585,0.83421792,0.01309874,0.88222153,3.26590279,0.41129327,0.00000000
-5.58579290,4.16766937,0.86613970,0.01302778,0.91329071,3.29627712,0.40169875,0.00000000
-5.57978989,4.20133474,0.89690201,0.01292883,0.94393236,3.32131382,0.39182250,0.00000000
-5.57378689,4.22839724,0.92605095,0.01280473,0.97369374,3.34057748,0.38172891,0.00000000
-5.56778389,4.24833468,0.95315907,0.01265896,1.00213579,3.35373283,0.37147882,0.00000000
-5.56178089,4.26076387,0.97783863,0.01249562,1.02884628,3.36056426,0.36112942,0.00000000
-5.55577789,4.26546404,0.99975364,0.01231938,1.05345221,3.36099272,0.35073465,0.00000000
-5.54977489,4.26239543,1.01863001,0.01213537,1.07563084,3.35508855,0.34034582,0.00000000
-5.54377189,4.25171168,1.03426354,0.01194910,1.09511875,3.34307927,0.33001262,0.00000000
-5.53776888,4.23376495,1.04652513,0.01176632,1.11171875,3.32535156,0.31978412,0.00000000
-5.53176588,4.20910311,1.05536321,0.01159295,1.12530406,3.30244688,0.30970983,0.00000000
-5.52576288,4.17845860,1.06080318,0.01143485,1.13581978,3.27505053,0.29984063,0.00000000
-5.51975988,4.14272944,1.06294396,0.01129776,1.14328162,3.24397452,0.29022947,0.00000000
-5.51375688,4.10295284,1.06195190,0.01118710,1.14777195,3.21013475,0.28093179,0.00000000
-5.50775388,4.06027265,1.05805246,0.01110782,1.14943350,3.17452350,0.27200559,0.00000000
-5.50175088,4.01590215,1.05151996,0.01106429,1.14846105,3.13817834,0.26351116,0.00000000
-5.49574787,3.97108374,1.04266610,0.01106014,1.14509158,3.10214899,0.25551040,0.00000000
-5.48974487,3.92704752,1.03182771,0.01109818,1.13959340,3.06746346,0.24806588,0.00000000
-5.48374187,3.88497052,1.01935436,0.01118027,1.13225470,3.03509507,0.24123955,0.00000000
-5.47773887,3.84593840,1.00559632,0.01130727,1.12337224,3.00593178,0.23509130,0.00000000
-5.47173587,3.81091115,0.99089339,0.01147902,1.11324041,2.98074888,0.22967733,0.00000000
-5.46573287,3.78069410,0.97556499,0.01169429,1.10214127,2.96018630,0.22504850,0.00000000
-5.45972986,3.75591515,0.95990177,0.01195085,1.09033579,2.94473110,0.22124865,0.00000000
-5.45372686,3.73700886,0.94415902,0.01224545,1.07805665,2.93470554,0.21831310,0.00000000
-5.44772386,3.72420758,0.92855183,0.01257396,1.06550260,2.93026103,0.21626720,0.00000000
-5.44172086,3.71753941,0.91325216,0.01293141,1.05283458,2.93137760,0.21512516,0.00000000
-5.43571786,3.71683264,0.89838760,0.01331216,1.04017349,2.93786857,0.21488911,0.00000000
-5.42971486,3.72172601,0.88404170,0.01370999,1.02759958,2.94938985,0.21554847,0.00000000
-5.42371186,3.73168372,0.87025562,0.01411824,1.01515325,2.96545312,0.21707955,0.00000000
-5.41770885,3.74601453,0.85703103,0.01453001,1.00283718,2.98544207,0.21944551,0.00000000
-5.41170585,3.76389376,0.84433371,0.01493824,0.99061940,3.00863093,0.22259661,0.00000000
-5.40570285,3.78438729,0.83209797,0.01533590,0.97843735,3.03420446,0.22647073,0.00000000
-5.39969985,3.80647677,0.82023134,0.01571612,0.96620250,3.06127884,0.23099420,0.00000000
-5.39369685,3.82908530,0.80861961,0.01607230,0.95380542,3.08892277,0.23608282,0.00000000
-5.38769385,3.85110290,0.79713190,0.01639826,0.94112119,3.11617832,0.24164321,0.00000000
-5.38169085,3.87141151,0.78562568,0.01668829,0.92801487,3.14208138,0.24757428,0.00000000
-5.37568784,3.88890895,0.77395175,0.01693730,0.91434698,3.16568123,0.25376893,0.00000000
-5.36968484,3.90253192,0.76195895,0.01714085,0.89997894,3.18605932,0.26011592,0.00000000
-5.36368184,3.91127763,0.74949869,0.01729522,0.88477819,3.20234698,0.26650186,0.00000000
-5.35767884,3.91422410,0.73642924,0.01739744,0.86862306,3.21374220,0.27281326,0.00000000
-5.35167584,3.91054899,0.72261966,0.01744537,0.85140725,3.21952524,0.27893876,0.00000000
-5.34567284,3.89954670,0.70795355,0.01743763,0.83304386,3.21907301,0.28477122,0.00000000
-5.33966983,3.88064372,0.69233230,0.01737372,0.81346887,3.21187208,0.29020997,0.00000000
-5.33366683,3.85341180,0.67567805,0.01725389,0.79264397,3.19753012,0.29516285,0.00000000
-5.32766383,3.81757865,0.65793615,0.01707924,0.77055875,3.17578536,0.29954824,0.00000000
-5.32166083,3.77303590,0.63907710,0.01685161,0.74723215,3.14651388,0.30329682,0.00000000
-5.31565783,3.71984380,0.61909792,0.01657358,0.72271306,3.10973432,0.30635321,0.00000000
-5.30965483,3.65823243,0.59802289,0.01624841,0.69708015,3.06560965,0.30867723,0.00000000
-5.30365183,3.58859897,0.57590354,0.01587999,0.67044080,3.01444573,0.31024488,0.00000000
-5.29764882,3.51150100,0.55281804,0.01547275,0.64292923,2.95668649,0.31104894,0.00000000
-5.29164582,3.42764564,0.52886970,0.01503162,0.61470384,2.89290552,0.31109917,0.00000000
-5.28564282,3.33787470,0.50418491,0.01456187,0.58594385,2.82379423,0.31042202,0.00000000
-5.27963982,3.24314603,0.47891030,0.01406910,0.55684524,2.75014675,0.30906002,0.00000000
-5.27363682,3.14451165,0.45320940,0.01355906,0.52761630,2.67284184,0.30707060,0.00000000
-5.26763382,3.04309323,0.42725874,0.01303760,0.49847275,2.59282248,0.30452462,0.00000000
-5.26163082,2.94005565,0.40124371,0.01251054,0.46963270,2.51107367,0.30150445,0.00000000
-5.25562781,2.83657965,0.37535409,0.01198356,0.44131159,2.42859922,0.29810176,0.00000000
-5.24962481,2.73383439,0.34977966,0.01146211,0.41371729,2.34639836,0.29441507,0.00000000
-5.24362181,2.63295099,0.32470580,0.01095133,0.38704540,2.26544300,0.29054705,0.00000000
-5.23761881,2.53499787,0.30030950,0.01045595,0.36147514,2.18665637,0.28660177,0.00000000
-5.23161581,2.44095875,0.27675564,0.00998022,0.33716569,2.11089383,0.28268185,0.00000000
-5.22561281,2.35171404,0.25419386,0.00952788,0.31425321,2.03892647,0.27888573,0.00000000
-5.21960980,2.26802598,0.23275601,0.00910211,0.29284862,1.97142779,0.27530496,0.00000000
-5.21360680,2.19052803,0.21255428,0.00870550,0.27303608,1.90896402,0.27202180,0.00000000
-5.20760380,2.11971841,0.19367998,0.00834004,0.25487223,1.85198792,0.26910697,0.00000000
-5.20160080,2.05595789,0.17620299,0.00800715,0.23838625,1.80083621,0.26661781,0.00000000
-5.19559780,1.99947148,0.16017190,0.00770767,0.22358044,1.75573032,0.26459672,0.00000000
-5.18959480,1.95035353,0.14561466,0.00744193,0.21043163,1.71678010,0.26307010,0.00000000
-5.18359180,1.90857585,0.13253974,0.00720972,0.19889294,1.68399019,0.26204767,0.00000000
-5.17758879,1.87399824,0.12093767,0.00701043,0.18889614,1.65726834,0.26152229,0.00000000
-5.17158579,1.84638062,0.11078291,0.00684301,0.18035428,1.63643535,0.26147017,0.00000000
-5.16558279,1.82539633,0.10203585,0.00670608,0.17316462,1.62123590,0.26185168,0.00000000
-5.15957979,1.81064593,0.09464494,0.00659797,0.16721171,1.61134989,0.26261244,0.00000000
-5.15357679,1.80167090,0.08854875,0.00651674,0.16237059,1.60640384,0.26368496,0.00000000
-5.14757379,1.79796684,0.08367804,0.00646028,0.15850992,1.60598179,0.26499057,0.00000000
-5.14157079,1.79899586,0.07995758,0.00642631,0.15549507,1.60963559,0.26644169,0.00000000
-5.13556778,1.80419769,0.07730784,0.00641245,0.15319110,1.61689424,0.26794432,0.00000000
-5.12956478,1.81299954,0.07564642,0.00641622,0.15146540,1.62727209,0.26940071,0.00000000
-5.12356178,1.82482449,0.07488922,0.00643513,0.15019021,1.64027593,0.27071213,0.00000000
-5.11755878,1.83909838,0.07495144,0.00646664,0.14924475,1.65541087,0.27178156,0.00000000
-5.11155578,1.85525534,0.07574822,0.00650822,0.14851706,1.67218502,0.27251631,0.00000000
-5.10555278,1.87274196,0.07719523,0.00655738,0.14790539,1.69011324,0.27283051,0.00000000
-5.09954977,1.89102035,0.07920893,0.00661165,0.14731935,1.70871986,0.27264719,0.00000000
-5.09354677,1.90957016,0.08170676,0.00666863,0.14668053,1.72754076,0.27190017,0.00000000
-5.08754377,1.92788999,0.08460726,0.00672599,0.14592288,1.74612483,0.27053547,0.00000000
-5.08154077,1.94549819,0.08783009,0.00678149,0.14499265,1.76403514,0.26851229,0.00000000
-5.07553777,1.96193353,0.09129601,0.00683295,0.14384808,1.78084999,0.26580362,0.00000000
-5.06953477,1.97675585,0.09492698,0.00687834,0.14245875,1.79616404,0.26239636,0.00000000
-5.06353177,1.98954699,0.09864625,0.00691574,0.14080474,1.80958979,0.25829099,0.00000000
-5.05752876,1.99991227,0.10237856,0.00694334,0.13887564,1.82075947,0.25350096,0.00000000
-5.05152576,2.00748260,0.10605046,0.00695952,0.13666938,1.82932764,0.24805169,0.00000000
-5.04552276,2.01191739,0.10959080,0.00696280,0.13419107,1.83497443,0.24197934,0.00000000
-5.03951976,2.01290836,0.11293131,0.00695189,0.13145182,1.83740950,0.23532934,0.00000000
-5.03351676,2.01018410,0.11600729,0.00692570,0.12846758,1.83637674,0.22815490,0.00000000
-5.02751376,2.00351542,0.11875850,0.00688338,0.12525814,1.83165949,0.22051543,0.00000000
-5.02151076,1.99272106,0.12113006,0.00682429,0.12184621,1.82308605,0.21247493,0.00000000
-5.01550775,1.97767374,0.12307339,0.00674804,0.11825668,1.81053536,0.20410053,0.00000000
-5.00950475,1.95830595,0.12454721,0.00665453,0.11451601,1.79394233,0.19546117,0.00000000
-5.00350175,1.93461516,0.12551845,0.00654390,0.11065185,1.77330253,0.18662633,0.00000000
-4.99749875,1.90666806,0.12596307,0.00641660,0.10669272,1.74867585,0.17766502,0.00000000
-4.99149575,1.87460333,0.12586669,0.00627331,0.10266788,1.72018873,0.16864496,0.00000000
-4.98549275,1.83863251,0.12522511,0.00611503,0.09860730,1.68803456,0.15963185,0.00000000
-4.97948974,1.79903876,0.12404448,0.00594295,0.09454169,1.65247210,0.15068889,0.00000000
-4.97348674,1.75617328,0.12234125,0.00575855,0.09050253,1.61382167,0.14187642,0.00000000
-4.96748374,1.71044916,0.12014187,0.00556346,0.08652218,1.57245901,0.13325164,0.00000000
-4.96148074,1.66233293,0.11748209,0.00535949,0.08263393,1.52880700,0.12486847,0.00000000
-4.95547774,1.61233390,0.11440608,0.00514858,0.07887194,1.48332547,0.11677741,0.00000000
-4.94947474,1.56099169,0.11096521,0.00493274,0.07527122,1.43649933,0.10902555,0.00000000
-4.94347174,1.50886236,0.10721670,0.00471401,0.07186742,1.38882561,0.10165643,0.00000000
-4.93746873,1.45650388,0.10322199,0.00449439,0.06869660,1.34079995,0.09471005,0.00000000
-4.93146573,1.40446144,0.09904516,0.00427584,0.06579486,1.29290314,0.08822276,0.00000000
-4.92546273,1.35325331,0.09475112,0.00406018,0.06319789,1.24558831,0.08222715,0.00000000
-4.91945973,1.30335800,0.09040401,0.00384909,0.06094043,1.19926950,0.07675194,0.00000000
-4.91345673,1.25520306,0.08606554,0.00364406,0.05905568,1.15431193,0.07182177,0.00000000
-4.90745373,1.20915628,0.08179360,0.00344636,0.05757465,1.11102465,0.06745700,0.00000000
-4.90145073,1.16551938,0.07764096,0.00325703,0.05652538,1.06965559,0.06367345,0.00000000
-4.89544772,1.12452450,0.07365427,0.00307688,0.05593233,1.03038943,0.06048218,0.00000000
-4.88944472,1.08633349,0.06987334,0.00290646,0.05581555,0.99334806,0.05788922,0.00000000
-4.88344172,1.05103979,0.06633060,0.00274610,0.05619008,0.95859354,0.05589526,0.00000000
-4.87743872,1.01867276,0.06305093,0.00259594,0.05706523,0.92613332,0.05449549,0.00000000
-4.87143572,0.98920393,0.06005168,0.00245591,0.05844409,0.89592716,0.05367935,0.00000000
-4.86543272,0.96255489,0.05734300,0.00232577,0.06032302,0.86789549,0.05343048,0.00000000
-4.85942971,0.93860615,0.05492834,0.00220516,0.06269144,0.84192849,0.05372661,0.00000000
-4.85342671,0.91720667,0.05280509,0.00209362,0.06553163,0.81789556,0.05453970,0.00000000
-4.84742371,0.89818348,0.05096549,0.00199063,0.06881891,0.79565458,0.05583614,0.00000000
-4.84142071,0.88135118,0.04939752,0.00189561,0.07252195,0.77506072,0.05757715,0.00000000
-4.83541771,0.86652084,0.04808597,0.00180800,0.07660339,0.75597436,0.05971932,0.00000000
-4.82941471,0.85350837,0.04701345,0.00172722,0.08102076,0.73826808,0.06221539,0.00000000
-4.82341171,0.84214199,0.04616153,0.00165274,0.08572762,0.72183248,0.06501518,0.00000000
-4.81740870,0.83226907,0.04551180,0.00158408,0.09067504,0.70658098,0.06806673,0.00000000
-4.81140570,0.82376209,0.04504689,0.00152081,0.09581327,0.69245358,0.07131762,0.00000000
-4.80540270,0.81652402,0.04475146,0.00146256,0.10109364,0.67941972,0.07471642,0.00000000
-4.79939970,0.81049314,0.04461311,0.00140906,0.10647050,0.66748049,0.07821424,0.00000000
-4.79339670,0.80564721,0.04462317,0.00136008,0.11190332,0.65667018,0.08176627,0.00000000
-4.78739370,0.80200721,0.04477741,0.00131549,0.11735859,0.64705743,0.08533339,0.00000000
-4.78139070,0.79964043,0.04507651,0.00127524,0.12281170,0.63874602,0.08888360,0.00000000
-4.77538769,0.79866286,0.04552651,0.00123933,0.12824838,0.63187520,0.09239326,0.00000000
-4.76938469,0.79924068,0.04613897,0.00120786,0.13366588,0.62661976,0.09584815,0.00000000
-4.76338169,0.80159066,0.04693096,0.00118099,0.13907361,0.62318942,0.09924408,0.00000000
-4.75737869,0.80597912,0.04792482,0.00115896,0.14449322,0.62182769,0.10258720,0.00000000
-4.75137569,0.81271929,0.04914779,0.00114207,0.14995806,0.62280972,0.10589378,0.00000000
-4.74537269,0.82216680,0.05063126,0.00113070,0.15551199,0.62643926,0.10918963,0.00000000
-4.73936968,0.83471310,0.05240994,0.00112525,0.16120756,0.63304423,0.11250893,0.00000000
-4.73336668,0.85077676,0.05452072,0.00112622,0.16710365,0.64297100,0.11589265,0.00000000
-4.72736368,0.87079262,0.05700145,0.00113412,0.17326247,0.65657720,0.11938661,0.00000000
-4.72136068,0.89519898,0.05988945,0.00114950,0.17974633,0.67422303,0.12303912,0.00000000
-4.71535768,0.92442299,0.06322001,0.00117289,0.18661408,0.69626116,0.12689847,0.00000000
-4.70935468,0.95886470,0.06702475,0.00120485,0.19391742,0.72302544,0.13101020,0.00000000
-4.70335168,0.99888020,0.07133001,0.00124590,0.20169742,0.75481858,0.13541445,0.00000000
-4.69734867,1.04476438,0.07615529,0.00129647,0.20998122,0.79189916,0.14014336,0.00000000
-4.69134567,1.09673408,0.08151171,0.00135696,0.21877920,0.83446850,0.14521875,0.00000000
-4.68534267,1.15491213,0.08740078,0.00142762,0.22808276,0.88265757,0.15065021,0.00000000
-4.67933967,1.21931302,0.09381321,0.00150859,0.23786282,0.93651479,0.15643356,0.00000000
-4.67333667,1.28983093,0.10072814,0.00159985,0.24806909,0.99599493,0.16254995,0.00000000
-4.66733367,1.36623057,0.10811256,0.00170119,0.25863031,1.06094983,0.16896554,0.00000000
-4.66133067,1.44814156,0.11592117,0.00181220,0.26945522,1.13112135,0.17563184,0.00000000
-4.65532766,1.53505656,0.12409650,0.00193229,0.28043452,1.20613703,0.18248667,0.00000000
-4.64932466,1.62633362,0.13256950,0.00206061,0.29144349,1.28550886,0.18945576,0.00000000
-4.64332166,1.72120301,0.14126048,0.00219612,0.30234534,1.36863556,0.19645490,0.00000000
-4.63731866,1.81877834,0.15008035,0.00233758,0.31299509,1.45480850,0.20339260,0.00000000
-4.63131566,1.91807224,0.15893235,0.00248355,0.32324373,1.54322151,0.21017307,0.00000000
-4.62531266,2.01801612,0.16771389,0.00263241,0.33294271,1.63298458,0.21669955,0.00000000
-4.61930965,2.11748376,0.17631884,0.00278243,0.34194833,1.72314126,0.22287771,0.00000000
-4.61330665,2.21531833,0.18463987,0.00293177,0.35012608,1.81268975,0.22861910,0.00000000
-4.60730365,2.31036202,0.19257103,0.00307855,0.35735464,1.90060694,0.23384453,0.00000000
-4.60130065,2.40148773,0.20001037,0.00322091,0.36352945,1.98587525,0.23848712,0.00000000
-4.59529765,2.48763187,0.20686245,0.00335702,0.36856577,2.06751131,0.24249514,0.00000000
-4.58929465,2.56782731,0.21304095,0.00348518,0.37240112,2.14459578,0.24583429,0.00000000
-4.58329165,2.64123549,0.21847092,0.00360389,0.37499704,2.21630339,0.24848962,0.00000000
-4.57728864,2.70717664,0.22309087,0.00371186,0.37634017,2.28193214,0.25046679,0.00000000
-4.57128564,2.76515698,0.22685454,0.00380807,0.37644270,2.34093061,0.25179281,0.00000000
-4.56528264,2.81489180,0.22973224,0.00389186,0.37534210,2.39292225,0.25251609,0.00000000
-4.55927964,2.85632359,0.23171178,0.00396292,0.37310028,2.43772560,0.25270600,0.00000000
-4.55327664,2.88963407,0.23279890,0.00402133,0.36980224,2.47536941,0.25245173,0.00000000
-4.54727364,2.91524963,0.23301722,0.00406758,0.36555415,2.50610180,0.25186070,0.00000000
-4.54127064,2.93383932,0.23240760,0.00410258,0.36048117,2.53039270,0.25105633,0.00000000
-4.53526763,2.94630539,0.23102712,0.00412765,0.35472479,2.54892920,0.25017550,0.00000000
-4.52926463,2.95376590,0.22894743,0.00414446,0.34844001,2.56260334,0.24936544,0.00000000
-4.52326163,2.95752989,0.22625280,0.00415506,0.34179230,2.57249255,0.24878046,0.00000000
-4.51725863,2.95906541,0.22303772,0.00416178,0.33495437,2.57983302,0.24857827,0.00000000
-4.51125563,2.95996108,0.21940423,0.00416718,0.32810293,2.58598652,0.24891621,0.00000000
-4.50525263,2.96188238,0.21545906,0.00417400,0.32141537,2.59240162,0.24994730,0.00000000
-4.49924962,2.96652366,0.21131064,0.00418507,0.31506639,2.60057047,0.25181630,0.00000000
-4.49324662,2.97555750,0.20706612,0.00420324,0.30922479,2.61198242,0.25465583,0.00000000
-4.48724362,2.99058283,0.20282846,0.00423127,0.30405022,2.62807607,0.25858260,0.00000000
-4.48124062,3.01307360,0.19869370,0.00427179,0.29969007,2.65019134,0.26369391,0.00000000
-4.47523762,3.04432971,0.19474858,0.00432719,0.29627659,2.67952318,0.27006441,0.00000000
-4.46923462,3.08543178,0.19106837,0.00439954,0.29392412,2.71707875,0.27774329,0.00000000
-4.46323162,3.13720136,0.18771524,0.00449055,0.29272661,2.76363932,0.28675200,0.00000000
-4.45722861,3.20016812,0.18473697,0.00460147,0.29275543,2.81972860,0.29708242,0.00000000
-4.45122561,3.27454505,0.18216621,0.00473311,0.29405757,2.88558849,0.30869578,0.00000000
-4.44522261,3.36021269,0.18002019,0.00488574,0.29665415,2.96116324,0.32152221,0.00000000
-4.43921961,3.45671311,0.17830085,0.00505909,0.30053949,3.04609272,0.33546097,0.00000000
-4.43321661,3.56325382,0.17699551,0.00525239,0.30568064,3.13971501,0.35038158,0.00000000
-4.42721361,3.67872167,0.17607779,0.00546431,0.31201740,3.24107844,0.36612556,0.00000000
-4.42121061,3.80170649,0.17550902,0.00569304,0.31946307,3.34896258,0.38250903,0.00000000
-4.41520760,3.93053358,0.17523979,0.00593631,0.32790560,3.46190771,0.39932600,0.00000000
-4.40920460,4.06330439,0.17521182,0.00619141,0.33720952,3.57825177,0.41635229,0.00000000
-4.40320160,4.19794394,0.17535994,0.00645533,0.34721838,3.69617360,0.43335007,0.00000000
-4.39719860,4.33225364,0.17561408,0.00672475,0.35775778,3.81374113,0.45007286,0.00000000
-4.39119560,4.46396799,0.17590142,0.00699616,0.36863892,3.92896303,0.46627092,0.00000000
-4.38519260,4.59081336,0.17614833,0.00726595,0.37966264,4.03984215,0.48169677,0.00000000
-4.37918959,4.71056713,0.17628239,0.00753046,0.39062386,4.14442906,0.49611096,0.00000000
-4.37318659,4.82111539,0.17623413,0.00778613,0.40131617,4.24087422,0.50928753,0.00000000
-4.36718359,4.92050757,0.17593873,0.00802950,0.41153677,4.32747690,0.52101947,0.00000000
-4.36118059,5.00700631,0.17533742,0.00825737,0.42109129,4.40272966,0.53112361,0.00000000
-4.35517759,5.07913110,0.17437877,0.00846684,0.42979854,4.46535688,0.53944507,0.00000000
-4.34917459,5.13569442,0.17301969,0.00865536,0.43749502,4.51434623,0.54586095,0.00000000
-4.34317159,5.17582934,0.17122620,0.00882081,0.44403894,4.54897223,0.55028327,0.00000000
-4.33716858,5.19900767,0.16897402,0.00896155,0.44931375,4.56881107,0.55266102,0.00000000
-4.33116558,5.20504820,0.16624885,0.00907642,0.45323092,4.57374648,0.55298115,0.00000000
-4.32516258,5.19411472,0.16304647,0.00916476,0.45573195,4.56396623,0.55126861,0.00000000
-4.31915958,5.16670396,0.15937261,0.00922644,0.45678940,4.53994968,0.54758532,0.00000000
-4.31315658,5.12362367,0.15524256,0.00926181,0.45640704,4.50244652,0.54202808,0.00000000
-4.30715358,5.06596169,0.15068065,0.00927170,0.45461895,4.45244769,0.53472563,0.00000000
