energy_ev,total_up,B_p_up,B_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,3.81417269,0.82744594,0.00000000,0.78711077,1.78774074,1.21427986,0.00000000
-5.99399700,3.65474546,0.81743107,0.00000000,0.75786562,1.74823888,1.14124509,0.00000000
-5.98799400,3.48954985,0.80585030,0.00000000,0.72809628,1.70555407,1.06623544,0.00000000
-5.98199100,3.32071776,0.79274193,0.00000000,0.69812044,1.66010967,0.99032074,0.00000000
-5.97598799,3.15042527,0.77818306,0.00000000,0.66826892,1.61238368,0.91456549,0.00000000
-5.96998499,2.98084565,0.76229266,0.00000000,0.63887914,1.56290720,0.83999939,0.00000000
-5.96398199,2.81410836,0.74523358,0.00000000,0.61028931,1.51226240,0.76759213,0.00000000
-5.95797899,2.65226480,0.72721323,0.00000000,0.58283325,1.46107951,0.69823321,0.00000000
-5.95197599,2.49726052,0.70848245,0.00000000,0.55683573,1.41003232,0.63271695,0.00000000
-5.94597299,2.35091361,0.68933264,0.00000000,0.53260808,1.35983177,0.57173290,0.00000000
-5.93996998,2.21489830,0.67009078,0.00000000,0.51044403,1.31121730,0.51586126,0.00000000
-5.93396698,2.09073293,0.65111249,0.00000000,0.49061542,1.26494583,0.46557296,0.00000000
-5.92796398,1.97977086,0.63277318,0.00000000,0.47336791,1.22177809,0.42123356,0.00000000
-5.92196098,1.88319353,0.61545748,0.00000000,0.45891643,1.18246268,0.38311026,0.00000000
-5.91595798,1.80200445,0.59954739,0.00000000,0.44744047,1.14771806,0.35138112,0.00000000
-5.90995498,1.73702344,0.58540944,0.00000000,0.43907928,1.11821301,0.32614547,0.00000000
-5.90395198,1.68888057,0.57338156,0.00000000,0.43392720,1.09454626,0.30743486,0.00000000
-5.89794897,1.65800957,0.56376006,0.00000000,0.43202925,1.07722606,0.29522361,0.00000000
-5.89194597,1.64464084,0.55678736,0.00000000,0.43337729,1.06665068,0.28943842,0.00000000
-5.88594297,1.64879424,0.55264116,0.00000000,0.43790710,1.06309060,0.28996646,0.00000000
-5.87993997,1.67027247,0.55142534,0.00000000,0.44549656,1.06667344,0.29666181,0.00000000
-5.87393697,1.70865559,0.55316323,0.00000000,0.45596527,1.07737245,0.30934986,0.00000000
-5.86793397,1.76329768,0.55779362,0.00000000,0.46907584,1.09499917,0.32782993,0.00000000
-5.86193097,1.83332652,0.56516953,0.00000000,0.48453697,1.11920093,0.35187615,0.00000000
-5.85592796,1.91764722,0.57506012,0.00000000,0.50200841,1.14946351,0.38123703,0.00000000
-5.84992496,2.01495058,0.58715555,0.00000000,0.52110777,1.18511916,0.41563408,0.00000000
-5.84392196,2.12372696,0.60107474,0.00000000,0.54141911,1.22535976,0.45476001,0.00000000
-5.83791896,2.24228600,0.61637560,0.00000000,0.56250310,1.26925514,0.49827712,0.00000000
-5.83191596,2.36878248,0.63256763,0.00000000,0.58390843,1.31577579,0.54581633,0.00000000
-5.82591296,2.50124842,0.64912617,0.00000000,0.60518420,1.36381939,0.59697748,0.00000000
-5.81990995,2.63763085,0.66550790,0.00000000,0.62589278,1.41224039,0.65133123,0.00000000
-5.81390695,2.77583481,0.68116708,0.00000000,0.64562287,1.45988164,0.70842301,0.00000000
-5.80790395,2.91377062,0.69557184,0.00000000,0.66400210,1.50560692,0.76777909,0.00000000
-5.80190095,3.04940416,0.70822002,0.00000000,0.68070895,1.54833348,0.82891489,0.00000000
-5.79589795,3.18080873,0.71865415,0.00000000,0.69548346,1.58706330,0.89134534,0.00000000
-5.78989495,3.30621680,0.72647478,0.00000000,0.70813638,1.62091209,0.95459699,0.00000000
-5.78389195,3.42406999,0.73135220,0.00000000,0.71855654,1.64913506,1.01822133,0.00000000
-5.77788894,3.53306506,0.73303576,0.00000000,0.72671607,1.67114851,1.08180879,0.00000000
-5.77188594,3.63219439,0.73136101,0.00000000,0.73267356,1.68654655,1.14500245,0.00000000
-5.76588294,3.72077895,0.72625409,0.00000000,0.73657479,1.69511236,1.20751091,0.00000000
-5.75987994,3.79849209,0.71773365,0.00000000,0.73865133,1.69682369,1.26911925,0.00000000
-5.75387694,3.86537304,0.70591020,0.00000000,0.73921687,1.69185229,1.32969740,0.00000000
-5.74787394,3.92182892,0.69098298,0.00000000,0.73866155,1.68055750,1.38920516,0.00000000
-5.74187094,3.96862481,0.67323453,0.00000000,0.73744448,1.66347414,1.44769332,0.00000000
-5.73586793,4.00686179,0.65302338,0.00000000,0.73608455,1.64129513,1.50530058,0.00000000
-5.72986493,4.03794333,0.63077479,0.00000000,0.73514992,1.61484965,1.56224610,0.00000000
-5.72386193,4.06353102,0.60697017,0.00000000,0.73524638,1.58507737,1.61881776,0.00000000
-5.71785893,4.08549085,0.58213535,0.00000000,0.73700485,1.55299985,1.67535668,0.00000000
