energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,2.03007022,0.01031898,0.03355705,0.02511075,0.00000000,0.00908109,1.25444558,0.61665732,0.21306615
-5.99399700,2.02874399,0.01138934,0.03246371,0.02514580,0.00000000,0.00907821,1.25313678,0.63188652,0.21154287
-5.98799400,2.03158660,0.01254156,0.03145172,0.02524276,0.00000000,0.00911487,1.25424463,0.64852313,0.21050360
-5.98199100,2.03940776,0.01376959,0.03054699,0.02541167,0.00000000,0.00919548,1.25828224,0.66665444,0.21004747
-5.97598799,2.05284589,0.01506536,0.02977352,0.02566006,0.00000000,0.00932350,1.26565911,0.68630877,0.21025516
-5.96998499,2.07234491,0.01641881,0.02915287,0.02599270,0.00000000,0.00950136,1.27666617,0.70744985,0.21118642
-5.96398199,2.09813735,0.01781809,0.02870376,0.02641139,0.00000000,0.00973041,1.29146463,0.72997352,0.21287807
-5.95797899,2.13023417,0.01924969,0.02844167,0.02691481,0.00000000,0.01001091,1.31007905,0.75370671,0.21534285
-5.95197599,2.16842185,0.02069868,0.02837863,0.02749857,0.00000000,0.01034205,1.33239477,0.77840903,0.21856891
-5.94597299,2.21226669,0.02214902,0.02852297,0.02815527,0.00000000,0.01072194,1.35816000,0.80377693,0.22252018
-5.93996998,2.26112619,0.02358387,0.02887922,0.02887467,0.00000000,0.01114772,1.38699223,0.82945030,0.22713735
-5.93396698,2.31416706,0.02498597,0.02944811,0.02964404,0.00000000,0.01161559,1.41838882,0.85502121,0.23233968
-5.92796398,2.37038895,0.02633796,0.03022654,0.03044845,0.00000000,0.01212089,1.45174137,0.88004467,0.23802727
-5.92196098,2.42865320,0.02762283,0.03120779,0.03127124,0.00000000,0.01265826,1.48635315,0.90405078,0.24408405
-5.91595798,2.48771533,0.02882423,0.03238159,0.03209452,0.00000000,0.01322166,1.52145913,0.92655802,0.25038102
-5.90995498,2.54626022,0.02992685,0.03373443,0.03289963,0.00000000,0.01380454,1.55624777,0.94708702,0.25677990
-5.90395198,2.60293867,0.03091675,0.03524982,0.03366772,0.00000000,0.01439995,1.58988379,0.96517438,0.26313691
-5.89794897,2.65640419,0.03178164,0.03690860,0.03438026,0.00000000,0.01500063,1.62153130,0.98038604,0.26930666
-5.89194597,2.70534884,0.03251111,0.03868929,0.03501956,0.00000000,0.01559915,1.65037637,0.99232971,0.27514595
-5.88594297,2.74853705,0.03309683,0.04056854,0.03556923,0.00000000,0.01618800,1.67564854,1.00066597,0.28051738
-5.87993997,2.78483644,0.03353267,0.04252145,0.03601462,0.00000000,0.01675971,1.69664051,1.00511768,0.28529279
-5.87393697,2.81324502,0.03381478,0.04452208,0.03634316,0.00000000,0.01730693,1.71272569,1.00547741,0.28935623
-5.86793397,2.83291389,0.03394161,0.04654383,0.03654470,0.00000000,0.01782259,1.72337292,1.00161276,0.29260660
-5.86193097,2.84316525,0.03391387,0.04855993,0.03661166,0.00000000,0.01829991,1.72815828,0.99346943,0.29495976
-5.85592796,2.84350524,0.03373442,0.05054385,0.03653919,0.00000000,0.01873255,1.72677373,0.98107198,0.29635016
-5.84992496,2.83363163,0.03340817,0.05246976,0.03632524,0.00000000,0.01911468,1.71903231,0.96452245,0.29673195
-5.84392196,2.81343638,0.03294187,0.05431296,0.03597048,0.00000000,0.01944104,1.70487023,0.94399691,0.29607950
-5.83791896,2.78300321,0.03234394,0.05605030,0.03547822,0.00000000,0.01970704,1.68434560,0.91974006,0.29438745
-5.83191596,2.74260070,0.03162420,0.05766058,0.03485422,0.00000000,0.01990881,1.65763426,0.89205835,0.29167026
-5.82591296,2.69267115,0.03079364,0.05912492,0.03410645,0.00000000,0.02004328,1.62502289,0.86131168,0.28796127
-5.81990995,2.63381607,0.02986418,0.06042714,0.03324482,0.00000000,0.02010819,1.58689974,0.82790408,0.28331148
-5.81390695,2.56677863,0.02884840,0.06155406,0.03228084,0.00000000,0.02010220,1.54374339,0.79227386,0.27778786
-5.80790395,2.49242406,0.02775926,0.06249577,0.03122728,0.00000000,0.02002485,1.49611008,0.75488326,0.27147151
-5.80190095,2.41171853,0.02660993,0.06324594,0.03009785,0.00000000,0.01987667,1.44461998,0.71620827,0.26445562
-5.79589795,2.32570733,0.02541351,0.06380197,0.02890681,0.00000000,0.01965911,1.38994286,0.67672864,0.25684325
-5.78989495,2.23549292,0.02418288,0.06416516,0.02766868,0.00000000,0.01937461,1.33278375,0.63691855,0.24874519
-5.78389195,2.14221356,0.02293047,0.06434078,0.02639792,0.00000000,0.01902655,1.27386879,0.59723808,0.24027775
-5.77788894,2.04702293,0.02166821,0.06433812,0.02510865,0.00000000,0.01861927,1.21393183,0.55812573,0.23156061
-5.77188594,1.95107112,0.02040731,0.06417039,0.02381447,0.00000000,0.01815797,1.15370188,0.51999194,0.22271483
-5.76588294,1.85548729,0.01915827,0.06385457,0.02252822,0.00000000,0.01764874,1.09389173,0.48321399,0.21386090
-5.75987994,1.76136407,0.01793075,0.06341117,0.02126191,0.00000000,0.01709842,1.03518776,0.44813190,0.20511702
-5.75387694,1.66974369,0.01673358,0.06286381,0.02002653,0.00000000,0.01651455,0.97824104,0.41504564,0.19659739
-5.74787394,1.58160574,0.01557472,0.06223878,0.01883209,0.00000000,0.01590528,0.92365952,0.38421329,0.18841066
-5.74187094,1.49785642,0.01446125,0.06156445,0.01768750,0.00000000,0.01527923,0.87200146,0.35585016,0.18065854
-5.73586793,1.41931892,0.01339943,0.06087052,0.01660064,0.00000000,0.01464533,0.82376965,0.33012868,0.17343434
-5.72986493,1.34672482,0.01239464,0.06018723,0.01557830,0.00000000,0.01401272,0.77940655,0.30717886,0.16682169
-5.72386193,1.28070626,0.01145147,0.05954452,0.01462626,0.00000000,0.01339053,0.73928989,0.28708917,0.16089330
-5.71785893,1.22178868,0.01057371,0.05897107,0.01374925,0.00000000,0.01278773,0.70372898,0.26990774,0.15570973
