energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.78389195,3.71919255,0.37432306,0.33477849,0.00824867,1.51565205,0.77271980,0.00000000,2.90126211,0.92735815
-5.77788894,3.72746029,0.37819363,0.33411488,0.00825361,1.51743853,0.77658020,0.00000000,2.91873006,0.92476926
-5.77188594,3.72278214,0.38093476,0.33237823,0.00821544,1.51363784,0.77800226,0.00000000,2.92312819,0.91979880
-5.76588294,3.70463399,0.38243970,0.32949463,0.00813286,1.50414254,0.77677920,0.00000000,2.91408976,0.91239618
-5.75987994,3.67275505,0.38263544,0.32541778,0.00800552,1.48894652,0.77276856,0.00000000,2.89150130,0.90255444
-5.75387694,3.62717003,0.38148603,0.32013206,0.00783411,1.46815032,0.76589995,0.00000000,2.85551303,0.89031434
-5.74787394,3.56820109,0.37899483,0.31365465,0.00762029,1.44196239,0.75618049,0.00000000,2.80654026,0.87576649
-5.74187094,3.49646856,0.37520536,0.30603627,0.00736669,1.41069609,0.74369754,0.00000000,2.74525523,0.85905129
-5.73586793,3.41287988,0.37020077,0.29736059,0.00707682,1.37476245,0.72861831,0.00000000,2.67256972,0.84035641
-5.72986493,3.31860717,0.36410178,0.28774244,0.00675493,1.33465881,0.71118662,0.00000000,2.58960896,0.81991206
-5.72386193,3.21505436,0.35706324,0.27732465,0.00640589,1.29095409,0.69171653,0.00000000,2.49767793,0.79798409
-5.71785893,3.10381533,0.34926926,0.26627395,0.00603503,1.24427121,0.67058338,0.00000000,2.39822189,0.77486542
-5.71185593,2.98662539,0.34092733,0.25477595,0.00564799,1.19526777,0.64821247,0.00000000,2.29278274,0.75086612
-5.70585293,2.86530830,0.33226144,0.24302950,0.00525051,1.14461583,0.62506601,0.00000000,2.18295346,0.72630297
-5.69984992,2.74172159,0.32350472,0.23124068,0.00484828,1.09298193,0.60162876,0.00000000,2.07033268,0.70148874
-5.69384692,2.61770278,0.31489171,0.21961676,0.00444679,1.04100841,0.57839323,0.00000000,1.95648156,0.67672215
-5.68784392,2.49501897,0.30665087,0.20836028,0.00405120,0.98929670,0.55584489,0.00000000,1.84288461,0.65227882
-5.68184092,2.37532191,0.29899740,0.19766354,0.00366621,0.93839359,0.53444809,0.00000000,1.73091621,0.62840380
-5.67583792,2.26011038,0.29212684,0.18770369,0.00329597,0.88878076,0.51463328,0.00000000,1.62181380,0.60530591
-5.66983492,2.15070098,0.28620972,0.17863857,0.00294404,0.84086801,0.49678587,0.00000000,1.51665851,0.58315425
-5.66383192,2.04820806,0.28138738,0.17060343,0.00261333,0.79499014,0.48123727,0.00000000,1.41636346,0.56207684
-5.65782891,1.95353285,0.27776913,0.16370849,0.00230612,0.75140737,0.46825817,0.00000000,1.32166941,0.54216137
-5.65182591,1.86736140,0.27543095,0.15803753,0.00202405,0.71030892,0.45805427,0.00000000,1.23314740,0.52345779
-5.64582291,1.79017040,0.27441551,0.15364722,0.00176819,0.67181910,0.45076444,0.00000000,1.15120714,0.50598255
-5.63981991,1.72223983,0.27473358,0.15056743,0.00153906,0.63600547,0.44646116,0.00000000,1.07611026,0.48972400
-5.63381691,1.66367079,0.27636673,0.14880208,0.00133673,0.60288815,0.44515311,0.00000000,1.00798703,0.47464859
-5.62781391,1.61440714,0.27927097,0.14833079,0.00116086,0.57244977,0.44678951,0.00000000,0.94685509,0.46070738
-5.62181091,1.57425935,0.28338128,0.14911088,0.00101082,0.54464524,0.45126602,0.00000000,0.89263919,0.44784248
-5.61580790,1.54292914,0.28861662,0.15107986,0.00088570,0.51941088,0.45843180,0.00000000,0.84519049,0.43599307
-5.60980490,1.52003356,0.29488530,0.15415817,0.00078446,0.49667238,0.46809732,0.00000000,0.80430467,0.42510061
-5.60380190,1.50512767,0.30209034,0.15825203,0.00070592,0.47635133,0.48004274,0.00000000,0.76973794,0.41511314
-5.59779890,1.49772503,0.31013461,0.16325650,0.00064885,0.45837014,0.49402639,0.00000000,0.74122063,0.40598840
-5.59179590,1.49731537,0.31892555,0.16905853,0.00061200,0.44265520,0.50979321,0.00000000,0.71846792,0.39769588
-5.58579290,1.50337957,0.32837922,0.17553991,0.00059415,0.42913852,0.52708283,0.00000000,0.70118784,0.39021771
-5.57978989,1.51540161,0.33842365,0.18258027,0.00059409,0.41775793,0.54563716,0.00000000,0.68908655,0.38354859
-5.57378689,1.53287797,0.34900125,0.19005988,0.00061065,0.40845615,0.56520735,0.00000000,0.68187128,0.37769478
-5.56778389,1.55532453,0.36007031,0.19786227,0.00064270,0.40117888,0.58555995,0.00000000,0.67925131,0.37267251
-5.56178089,1.58228149,0.37160560,0.20587677,0.00068911,0.39587251,0.60648222,0.00000000,0.68093747,0.36850588
-5.55577789,1.61331655,0.38359791,0.21400068,0.00074878,0.39248140,0.62778645,0.00000000,0.68664048,0.36522441
-5.54977489,1.64802666,0.39605287,0.22214120,0.00082057,0.39094527,0.64931333,0.00000000,0.69606876,0.36286060
-5.54377189,1.68603862,0.40898884,0.23021710,0.00090331,0.39119679,0.67093418,0.00000000,0.70892593,0.36144739
-5.53776888,1.72700860,0.42243421,0.23815983,0.00099577,0.39315948,0.69255210,0.00000000,0.72490841,0.36101579
-5.53176588,1.77062071,0.43642402,0.24591436,0.00109662,0.39674624,0.71410190,0.00000000,0.74370333,0.36159268
-5.52576288,1.81658460,0.45099622,0.25343939,0.00120445,0.40185826,0.73554889,0.00000000,0.76498688,0.36319890
-5.51975988,1.86463204,0.46618760,0.26070717,0.00131774,0.40838454,0.75688636,0.00000000,0.78842327,0.36584744
-5.51375688,1.91451249,0.48202955,0.26770269,0.00143486,0.41620190,0.77813203,0.00000000,0.81366436,0.36954191
-5.50775388,1.96598756,0.49854384,0.27442237,0.00155409,0.42517536,0.79932326,0.00000000,0.84034987,0.37427518
-5.50175088,2.01882451,0.51573854,0.28087234,0.00167365,0.43515892,0.82051129,0.00000000,0.86810830,0.38002815
-5.49574787,2.07278879,0.53360419,0.28706613,0.00179167,0.44599656,0.84175467,0.00000000,0.89655844,0.38676857
-5.48974487,2.12763596,0.55211049,0.29302222,0.00190628,0.45752351,0.86311204,0.00000000,0.92531150,0.39445009
-5.48374187,2.18310320,0.57120349,0.29876118,0.00201564,0.46956752,0.88463453,0.00000000,0.95397381,0.40301126
-5.47773887,2.23890089,0.59080345,0.30430286,0.00211796,0.48195037,0.90635811,0.00000000,0.98215003,0.41237484
-5.47173587,2.29470469,0.61080363,0.30966350,0.00221156,0.49448939,0.92829620,0.00000000,1.00944695,0.42244715
-5.46573287,2.35014874,0.63106982,0.31485319,0.00229493,0.50699900,0.95043287,0.00000000,1.03547769,0.43311776
-5.45972986,2.40482034,0.65144088,0.31987353,0.00236673,0.51929247,0.97271705,0.00000000,1.05986640,0.44425946
-5.45372686,2.45825691,0.67173040,0.32471588,0.00242590,0.53118365,0.99505801,0.00000000,1.08225328,0.45572869
-5.44772386,2.50994546,0.69172917,0.32936015,0.00247161,0.54248891,1.01732240,0.00000000,1.10229990,0.46736644
-5.44172086,2.55932501,0.71120884,0.33377431,0.00250338,0.55302920,1.03933319,0.00000000,1.11969466,0.47899970
-5.43571786,2.60579230,0.72992644,0.33791459,0.00252099,0.56263229,1.06087061,0.00000000,1.13415827,0.49044355
-5.42971486,2.64871083,0.74762979,0.34172651,0.00252457,0.57113515,1.08167517,0.00000000,1.14544916,0.50150385
-5.42371186,2.68742307,0.76406369,0.34514653,0.00251457,0.57838651,1.10145282,0.00000000,1.15336844,0.51198064
-5.41770885,2.72126586,0.77897667,0.34810447,0.00249171,0.58424950,1.11988224,0.00000000,1.15776449,0.52167208
-5.41170585,2.74958835,0.79212820,0.35052649,0.00245700,0.58860441,1.13662385,0.00000000,1.15853684,0.53037892
-5.40570285,2.77177214,0.80329612,0.35233846,0.00241169,0.59135134,1.15133056,0.00000000,1.15563917,0.53790943
-5.39969985,2.78725275,0.81228404,0.35346969,0.00235721,0.59241289,1.16365974,0.00000000,1.14908133,0.54408458
-5.39369685,2.79554176,0.81892848,0.35385682,0.00229517,0.59173651,1.17328601,0.00000000,1.13893027,0.54874337
-5.38769385,2.79624863,0.82310552,0.35344765,0.00222724,0.58929665,1.17991439,0.00000000,1.12530967,0.55174803
-5.38169085,2.78910132,0.82473665,0.35220477,0.00215517,0.58509640,1.18329336,0.00000000,1.10839837,0.55298900
-5.37568784,2.77396464,0.82379364,0.35010882,0.00208071,0.57916864,1.18322712,0.00000000,1.08842744,0.55238933
-5.36968484,2.75085560,0.82030209,0.34716126,0.00200554,0.57157648,1.17958672,0.00000000,1.06567599,0.54990849
-5.36368184,2.71995465,0.81434358,0.34338643,0.00193127,0.56241301,1.17231939,0.00000000,1.04046573,0.54554515
-5.35767884,2.68161219,0.80605621,0.33883287,0.00185937,0.55180015,1.16145567,0.00000000,1.01315445,0.53933901
-5.35167584,2.63634985,0.79563331,0.33357380,0.00179116,0.53988673,1.14711392,0.00000000,0.98412847,0.53137129
-5.34567284,2.58485587,0.78332045,0.32770660,0.00172774,0.52684556,1.12950191,0.00000000,0.95379422,0.52176402
-5.33966983,2.52797457,0.76941058,0.32135153,0.00167004,0.51286977,1.10891531,0.00000000,0.92256931,0.51067789
-5.33366683,2.46669000,0.75423748,0.31464934,0.00161873,0.49816826,1.08573295,0.00000000,0.89087310,0.49830880
-5.32766383,2.40210380,0.73816764,0.30775815,0.00157427,0.48296053,1.06040890,0.00000000,0.85911721,0.48488307
-5.32166083,2.33540816,0.72159067,0.30084952,0.00153689,0.46747097,1.03346163,0.00000000,0.82769606,0.47065155
-5.31565783,2.26785438,0.70490878,0.29410380,0.00150656,0.45192277,1.00546038,0.00000000,0.79697797,0.45588271
-5.30965483,2.20071815,0.68852531,0.28770495,0.00148307,0.43653177,0.97700938,0.00000000,0.76729681,0.44085491
-5.30365183,2.13526274,0.67283304,0.28183508,0.00146598,0.42150031,0.94873021,0.00000000,0.73894468,0.42584830
-5.29764882,2.07270138,0.65820232,0.27666868,0.00145468,0.40701154,0.92124313,0.00000000,0.71216583,0.41113641
-5.29164582,2.01416018,0.64496978,0.27236693,0.00144838,0.39322424,0.89514784,0.00000000,0.68715199,0.39697790
-5.28564282,1.96064309,0.63342780,0.26907218,0.00144616,0.38026849,0.87100456,0.00000000,0.66403924,0.38360872
-5.27963982,1.91300016,0.62381517,0.26690287,0.00144701,0.36824233,0.84931590,0.00000000,0.64290675,0.37123504
-5.27363682,1.87190047,0.61630934,0.26594905,0.00144982,0.35720958,0.83051045,0.00000000,0.62377715,0.36002713
-5.26763382,1.83781077,0.61102057,0.26626871,0.00145345,0.34719900,0.81492853,0.00000000,0.60661876,0.35011455
-5.26163082,1.81098080,0.60798812,0.26788503,0.00145676,0.33820462,0.80281066,0.00000000,0.59134946,0.34158277
-5.25562781,1.79143586,0.60717873,0.27078479,0.00145863,0.33018758,0.79428935,0.00000000,0.57784214,0.33447136
-5.24962481,1.77897715,0.60848744,0.27491797,0.00145800,0.32307905,0.78938439,0.00000000,0.56593139,0.32877385
-5.24362181,1.77318989,0.61174075,0.28019860,0.00145392,0.31678443,0.78800190,0.00000000,0.55542136,0.32443929
-5.23761881,1.77345902,0.61670205,0.28650700,0.00144554,0.31118833,0.78993729,0.00000000,0.54609430,0.32137537
-5.23161581,1.77899209,0.62307917,0.29369323,0.00143217,0.30616045,0.79488203,0.00000000,0.53771956,0.31945308
-5.22561281,1.78884846,0.63053383,0.30158181,0.00141328,0.30156184,0.80243397,0.00000000,0.53006267,0.31851264
-5.21960980,1.80197388,0.63869259,0.30997750,0.00138853,0.29725143,0.81211103,0.00000000,0.52289423,0.31837057
-5.21360680,1.81723918,0.64715913,0.31867202,0.00135773,0.29309249,0.82336769,0.00000000,0.51599819,0.31882746
-5.20760380,1.83348165,0.65552729,0.32745149,0.00132093,0.28895877,0.83561379,0.00000000,0.50917937,0.31967634
-5.20160080,1.84954763,0.66339449,0.33610431,0.00127831,0.28474005,0.84823492,0.00000000,0.50226985,0.32071117
-5.19559780,1.86433472,0.67037506,0.34442912,0.00123026,0.28034695,0.86061373,0.00000000,0.49513419,0.32173516
-5.18959480,1.87683189,0.67611310,0.35224266,0.00117728,0.27571466,0.87215136,0.00000000,0.48767318,0.32256859
-5.18359180,1.88615608,0.68029421,0.35938704,0.00112003,0.27080565,0.88228819,0.00000000,0.47982615,0.32305587
-5.17758879,1.89158376,0.68265586,0.36573625,0.00105924,0.26561110,0.89052305,0.00000000,0.47157181,0.32307144
-5.17158579,1.89257623,0.68299589,0.37120140,0.00099576,0.26015111,0.89643030,0.00000000,0.46292757,0.32252445
-5.16558279,1.88879759,0.68117891,0.37573462,0.00093043,0.25447367,0.89967395,0.00000000,0.45394744,0.32136184
-5.15957979,1.88012472,0.67714019,0.37933124,0.00086414,0.24865242,0.90001838,0.00000000,0.44471872,0.31956992
-5.15357679,1.86664883,0.67088716,0.38203019,0.00079775,0.24278338,0.89733519,0.00000000,0.43535742,0.31717420
-5.14757379,1.84866854,0.66249817,0.38391246,0.00073209,0.23698080,0.89160594,0.00000000,0.42600283,0.31423765
-5.14157079,1.82667481,0.65211883,0.38509772,0.00066793,0.23137219,0.88292074,0.00000000,0.41681131,0.31085743
-5.13556778,1.80132848,0.63995599,0.38573915,0.00060593,0.22609296,0.87147281,0.00000000,0.40794960,0.30716023
-5.12956478,1.77343140,0.62626959,0.38601666,0.00054671,0.22128072,0.85754932,0.00000000,0.39958782,0.30329649
-5.12356178,1.74389251,0.61136298,0.38612884,0.00049073,0.21706954,0.84151899,0.00000000,0.39189262,0.29943377
-5.11755878,1.71369045,0.59557188,0.38628389,0.00043838,0.21358451,0.82381708,0.00000000,0.38502049,0.29574959
-5.11155578,1.68383446,0.57925279,0.38669013,0.00038993,0.21093663,0.80492861,0.00000000,0.37911175,0.29242406
-5.10555278,1.65532528,0.56277118,0.38754625,0.00034553,0.20921842,0.78537049,0.00000000,0.37428519,0.28963267
-5.09954977,1.62911798,0.54649002,0.38903208,0.00030526,0.20850030,0.76567352,0.00000000,0.37063387,0.28753956
-5.09354677,1.60608822,0.53075931,0.39130008,0.00026909,0.20882800,0.74636510,0.00000000,0.36822198,0.28629153
-5.08754377,1.58700343,0.51590685,0.39446809,0.00023690,0.21022093,0.72795326,0.00000000,0.36708306,0.28601314
-5.08154077,1.57250012,0.50223071,0.39861366,0.00020853,0.21267172,0.71091288,0.00000000,0.36721953,0.28680299
-5.07553777,1.56306803,0.48999355,0.40377025,0.00018376,0.21614678,0.69567432,0.00000000,0.36860362,0.28873135
-5.06953477,1.55904154,0.47941903,0.40992538,0.00016232,0.22058795,0.68261502,0.00000000,0.37117950,0.29183915
-5.06353177,1.56059839,0.47069016,0.41702101,0.00014391,0.22591504,0.67205407,0.00000000,0.37486663,0.29613840
-5.05752876,1.56776517,0.46394941,0.42495585,0.00012823,0.23202909,0.66424961,0.00000000,0.37956395,0.30161372
-5.05152576,1.58042896,0.45930055,0.43358965,0.00011496,0.23881633,0.65939900,0.00000000,0.38515481,0.30822505
-5.04552276,1.59835388,0.45681164,0.44274916,0.00010381,0.24615244,0.65764122,0.00000000,0.39151225,0.31591112
-5.03951976,1.62120133,0.45651879,0.45223544,0.00009447,0.25390699,0.65906104,0.00000000,0.39850437,0.32459348
-5.03351676,1.64855243,0.45843044,0.46183209,0.00008667,0.26194784,0.66369435,0.00000000,0.40599944,0.33418082
-5.02751376,1.67993117,0.46253144,0.47131409,0.00008017,0.27014528,0.67153409,0.00000000,0.41387053,0.34457323
-5.02151076,1.71482673,0.46878679,0.48045667,0.00007474,0.27837568,0.68253606,0.00000000,0.42199929,0.35566614
-5.01550775,1.75271381,0.47714450,0.48904392,0.00007021,0.28652458,0.69662424,0.00000000,0.43027882,0.36735374
-5.00950475,1.79306981,0.48753746,0.49687664,0.00006640,0.29448903,0.71369505,0.00000000,0.43861540,0.37953162
-5.00350175,1.83538811,0.49988413,0.50377922,0.00006321,0.30217915,0.73362035,0.00000000,0.44692911,0.39209857
-4.99749875,1.87918699,0.51408802,0.50960515,0.00006054,0.30951891,0.75624891,0.00000000,0.45515324,0.40495747
-4.99149575,1.92401412,0.53003616,0.51424113,0.00005833,0.31644607,0.78140652,0.00000000,0.46323274,0.41801523
-4.98549275,1.96944691,0.54759663,0.51760959,0.00005657,0.32291153,0.80889481,0.00000000,0.47112189,0.43118199
-4.97948974,2.01508919,0.56661560,0.51966974,0.00005525,0.32887800,0.83848905,0.00000000,0.47878123,0.44436961
-4.97348674,2.06056525,0.58691424,0.52041716,0.00005441,0.33431827,0.86993545,0.00000000,0.48617427,0.45748979
-4.96748374,2.10551199,0.60828581,0.51988206,0.00005412,0.33921326,0.90294845,0.00000000,0.49326412,0.47045194
-4.96148074,2.14957065,0.63049356,0.51812667,0.00005445,0.34354988,0.93720843,0.00000000,0.50001043,0.48316113
-4.95547774,2.19237899,0.65326970,0.51524167,0.00005552,0.34731909,0.97236049,0.00000000,0.50636678,0.49551642
-4.94947474,2.23356521,0.67631583,0.51134230,0.00005748,0.35051410,1.00801472,0.00000000,0.51227889,0.50740972
-4.94347174,2.27274442,0.69930514,0.50656413,0.00006048,0.35312902,1.04374843,0.00000000,0.51768380,0.51872540
-4.93746873,2.30951853,0.72188646,0.50105899,0.00006471,0.35515792,1.07911047,0.00000000,0.52251001,0.52934085
-4.93146573,2.34347986,0.74369024,0.49499112,0.00007038,0.35659450,1.11362795,0.00000000,0.52667877,0.53912803
-4.92546273,2.37421869,0.76433636,0.48853377,0.00007773,0.35743229,1.14681519,0.00000000,0.53010635,0.54795599
-4.91945973,2.40133456,0.78344354,0.48186638,0.00008702,0.35766540,1.17818467,0.00000000,0.53270723,0.55569430
-4.91345673,2.42445078,0.80063988,0.47517235,0.00009851,0.35728978,1.20725975,0.00000000,0.53439802,0.56221728
-4.90745373,2.44323139,0.81557432,0.46863731,0.00011251,0.35630483,1.23358851,0.00000000,0.53510189,0.56740877
-4.90145073,2.45739955,0.82792826,0.46244795,0.00012934,0.35471535,1.25675811,0.00000000,0.53475312,0.57116723
-4.89544772,2.46675612,0.83742693,0.45679114,0.00014932,0.35253359,1.27640898,0.00000000,0.53330168,0.57341082
-4.88944472,2.47119722,0.84384984,0.45185323,0.00017278,0.34978126,1.29224800,0.00000000,0.53071741,0.57408221
-4.88344172,2.47072944,0.84703985,0.44781922,0.00020007,0.34649143,1.30406012,0.00000000,0.52699350,0.57315280
-4.87743872,2.46548146,0.84691027,0.44487176,0.00023150,0.34271006,1.31171740,0.00000000,0.52214923,0.57062604
-4.87143572,2.45571109,0.84344966,0.44318964,0.00026741,0.33849713,1.31518522,0.00000000,0.51623151,0.56653972
-4.86543272,2.44180684,0.83672408,0.44294559,0.00030806,0.33392722,1.31452496,0.00000000,0.50931538,0.56096681
-4.85942971,2.42428355,0.82687645,0.44430342,0.00035371,0.32908943,1.30989298,0.00000000,0.50150316,0.55401511
-4.85342671,2.40377177,0.81412319,0.44741428,0.00040456,0.32408666,1.30153573,0.00000000,0.49292247,0.54582529
-4.84742371,2.38100113,0.79874808,0.45241206,0.00046074,0.31903426,1.28978115,0.00000000,0.48372299,0.53656761
-4.84142071,2.35677803,0.78109377,0.45940820,0.00052230,0.31405789,1.27502666,0.00000000,0.47407233,0.52643735
-4.83541771,2.33195864,0.76155100,0.46848579,0.00058921,0.30929093,1.25772413,0.00000000,0.46415090,0.51564908
-4.82941471,2.30741806,0.74054630,0.47969347,0.00066132,0.30487121,1.23836266,0.00000000,0.45414633,0.50443013
-4.82341171,2.28401720,0.71852838,0.49303922,0.00073837,0.30093742,1.21744973,0.00000000,0.44424737,0.49301336
-4.81740870,2.26256858,0.69595396,0.50848454,0.00081999,0.29762513,1.19549179,0.00000000,0.43463777,0.48162970
-4.81140570,2.24380284,0.67327360,0.52593933,0.00090565,0.29506269,1.17297497,0.00000000,0.42549025,0.47050068
-4.80540270,2.22833737,0.65091785,0.54525788,0.00099472,0.29336698,1.15034700,0.00000000,0.41696084,0.45983123
-4.79939970,2.21664854,0.62928459,0.56623633,0.00108642,0.29263942,1.12800107,0.00000000,0.40918386,0.44980316
-4.79339670,2.20904893,0.60872772,0.58861195,0.00117984,0.29296200,1.10626226,0.00000000,0.40226762,0.44056938
-4.78739370,2.20567060,0.58954764,0.61206446,0.00127395,0.29439390,1.08537738,0.00000000,0.39629107,0.43224931
-4.78139070,2.20645518,0.57198397,0.63621969,0.00136764,0.29696847,1.06550830,0.00000000,0.39130147,0.42492540
-4.77538769,2.21115140,0.55621041,0.66065544,0.00145970,0.30069085,1.04672933,0.00000000,0.38731309,0.41864102
-4.76938469,2.21932019,0.54233208,0.68490975,0.00154886,0.30553641,1.02902842,0.00000000,0.38430711,0.41339974
-4.76338169,2.23034715,0.53038519,0.70849117,0.00163381,0.31144985,1.01231215,0.00000000,0.38223250,0.40916597
-4.75737869,2.24346197,0.52033903,0.73089091,0.00171325,0.31834536,0.99641414,0.00000000,0.38100793,0.40586687
-4.75137569,2.25776397,0.51210003,0.75159640,0.00178590,0.32610755,0.98110639,0.00000000,0.38052468,0.40339554
-4.74537269,2.27225276,0.50551773,0.77010578,0.00185056,0.33459343,0.96611291,0.00000000,0.38065031,0.40161527
-4.73936968,2.28586271,0.50039232,0.78594274,0.00190609,0.34363530,0.95112496,0.00000000,0.38123302,0.40036466
-4.73336668,2.29749984,0.49648345,0.79867112,0.00195150,0.35304449,0.93581715,0.00000000,0.38210655,0.39946345
-4.72736368,2.30607968,0.49351992,0.80790863,0.00198596,0.36261590,0.91986358,0.00000000,0.38309547,0.39871889
-4.72136068,2.31056453,0.49120996,0.81333912,0.00200882,0.37213331,0.90295340,0.00000000,0.38402066,0.39793236
-4.71535768,2.30999877,0.48925167,0.81472284,0.00201961,0.38137505,0.88480501,0.00000000,0.38470479,0.39690595
-4.70935468,2.30354070,0.48734329,0.81190419,0.00201809,0.39012018,0.86517839,0.00000000,0.38497770,0.39544901
-4.70335168,2.29048999,0.48519296,0.80481674,0.00200426,0.39815462,0.84388515,0.00000000,0.38468141,0.39338416
-4.69734867,2.27030945,0.48252771,0.79348517,0.00197833,0.40527734,0.82079589,0.00000000,0.38367469,0.39055281
-4.69134567,2.24264076,0.47910140,0.77802410,0.00194073,0.41130604,0.79584474,0.00000000,0.38183702,0.38681988
-4.68534267,2.20731350,0.47470133,0.75863394,0.00189210,0.41608237,0.76903107,0.00000000,0.37907175,0.38207762
-4.67933967,2.16434735,0.46915354,0.73559393,0.00183329,0.41947633,0.74041848,0.00000000,0.37530851,0.37624844
-4.67333667,2.11394776,0.46232644,0.70925265,0.00176528,0.42138967,0.71013117,0.00000000,0.37050463,0.36928660
-4.66733367,2.05649537,0.45413296,0.68001657,0.00168922,0.42175825,0.67834814,0.00000000,0.36464569,0.36117888
-4.66133067,1.99252985,0.44453107,0.64833709,0.00160635,0.42055311,0.64529561,0.00000000,0.35774515,0.35194403
-4.65532766,1.92272919,0.43352282,0.61469662,0.00151799,0.41778043,0.61123796,0.00000000,0.34984305,0.34163131
-4.64932466,1.84788530,0.42115202,0.57959439,0.00142550,0.41348029,0.57646787,0.00000000,0.34100397,0.33031797
-4.64332166,1.76887721,0.40750065,0.54353249,0.00133022,0.40772430,0.54129602,0.00000000,0.33131434,0.31810596
