energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up
-6.00000000,15.89742594,3.09695139,10.86578523,0.02009229,1.19293982,1.91421660,0.43374140,0.09512064,2.17414813
-5.99399700,15.86464284,3.07614351,10.86394971,0.01980317,1.16985789,1.90702396,0.43358427,0.09504689,2.16961844
-5.98799400,15.81341168,3.05331998,10.84599134,0.01949791,1.14612014,1.89774613,0.43312019,0.09489255,2.16467317
-5.98199100,15.74189520,3.02844798,10.81054173,0.01917817,1.12163032,1.88625878,0.43233861,0.09464204,2.15905891
-5.97598799,15.64884863,3.00157833,10.75667090,0.01884618,1.09635099,1.87252325,0.43124096,0.09428165,2.15257532
-5.96998499,15.53363732,2.97284766,10.68389530,0.01850478,1.07030167,1.85658839,0.42984064,0.09380006,2.14508253
-5.96398199,15.39623688,2.94247761,10.59217423,0.01815741,1.04355526,1.83858858,0.42816250,0.09318888,2.13650603
-5.95797899,15.23721706,2.91077168,10.48189557,0.01780818,1.01623302,1.81873833,0.42624213,0.09244299,2.12683911
-5.95197599,15.05771111,2.87810959,10.35385204,0.01746178,0.98849833,1.79732368,0.42412487,0.09156094,2.11614283
-5.94597299,14.85937202,2.84493961,10.20920893,0.01712349,0.96054952,1.77469118,0.42186458,0.09054507,2.10454377
-5.93996998,14.64431734,2.81176903,10.04946448,0.01679911,0.93261218,1.75123465,0.41952229,0.08940169,2.09222954
-5.93396698,14.41506388,2.77915280,9.87640390,0.01649485,0.90493111,1.72738067,0.41716470,0.08814092,2.07944239
-5.92796398,14.17445403,2.74768073,9.69204804,0.01621733,0.87776209,1.70357308,0.41486259,0.08677662,2.06647094
-5.92196098,13.92557520,2.71796321,9.49859784,0.01597337,0.85136377,1.68025737,0.41268904,0.08532597,2.05364034
-5.91595798,13.67167412,2.69061580,9.29837582,0.01576993,0.82598979,1.65786535,0.41071769,0.08380904,2.04130113
-5.90995498,13.41606807,2.66624281,9.09376581,0.01561394,0.80188128,1.63680076,0.40902077,0.08224821,2.02981702
-5.90395198,13.16205505,2.64542037,8.88715264,0.01551215,0.77925995,1.61742629,0.40766711,0.08066742,2.01955197
-5.89794897,12.91282556,2.62867919,8.68086320,0.01547095,0.75832189,1.60005242,0.40672016,0.07909142,2.01085703
-5.89194597,12.67137847,2.61648770,8.47711089,0.01549621,0.73923205,1.58492862,0.40623595,0.07754491,2.00405728
-5.88594297,12.44044387,2.60923598,8.27794502,0.01559308,0.72211989,1.57223699,0.40626111,0.07605164,1.99943944
-5.87993997,12.22241568,2.60722121,8.08520720,0.01576578,0.70707588,1.56208881,0.40683109,0.07463353,1.99724074
-5.87393697,12.01929670,2.61063523,7.90049613,0.01601749,0.69414928,1.55452386,0.40796860,0.07330990,1.99763944
-5.86793397,11.83265841,2.61955487,7.72514234,0.01635013,0.68334712,1.54951280,0.40968238,0.07209669,2.00074757
-5.86193097,11.66361742,2.63393558,7.56019375,0.01676431,0.67463445,1.54696220,0.41196646,0.07100584,2.00660639
-5.85592796,11.51282979,2.65360892,7.40641272,0.01725915,0.66793589,1.54672224,0.41479992,0.07004483,2.01518481
-5.84992496,11.38050355,2.67828416,7.26428441,0.01783233,0.66313837,1.54859656,0.41814740,0.06921643,2.02638113
-5.84392196,11.26642904,2.70755408,7.13403608,0.01848003,0.66009514,1.55235379,0.42196017,0.06851852,2.04002799
-5.83791896,11.17002556,2.74090514,7.01566593,0.01919706,0.65863071,1.55774031,0.42617801,0.06794428,2.05590064
-5.83191596,11.09040216,2.77773145,6.90897999,0.01997695,0.65854667,1.56449340,0.43073176,0.06748240,2.07372804
-5.82591296,11.02642930,2.81735234,6.81363478,0.02081219,0.65962812,1.57235429,0.43554652,0.06711766,2.09320640
-5.81990995,10.97681780,2.85903253,6.72918325,0.02169440,0.66165053,1.58108027,0.44054538,0.06683151,2.11401460
-5.81390695,10.94020061,2.90200443,6.65512141,0.02261472,0.66438655,1.59045521,0.44565345,0.06660290,2.13583045
-5.80790395,10.91521317,2.94549120,6.59093288,0.02356406,0.66761274,1.60029801,0.45080213,0.06640915,2.15834724
-5.80190095,10.90056781,2.98872985,6.53612878,0.02453349,0.67111574,1.61046840,0.45593332,0.06622693,2.18128928
-5.79589795,10.89511815,3.03099304,6.49028081,0.02551454,0.67469775,1.62086976,0.46100323,0.06603318,2.20442581
-5.78989495,10.89790999,3.07160886,6.45304558,0.02649960,0.67818096,1.63144899,0.46598578,0.06580610,2.22758220
-5.78389195,10.90821597,3.10997745,6.42417907,0.02748214,0.68141090,1.64219319,0.47087511,0.06552599,2.25064775
-5.77788894,10.92555230,3.14558389,6.40354056,0.02845697,0.68425854,1.65312370,0.47568714,0.06517602,2.27357962
-5.77188594,10.94967694,3.17800686,6.39108620,0.02942043,0.68662111,1.66428777,0.48046004,0.06474284,2.29640245
-5.76588294,10.98056984,3.20692279,6.38685283,0.03037042,0.68842161,1.67574846,0.48525344,0.06421704,2.31920370
