energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.87993997,2.77259311,0.02382238,0.68371100,0.66484568,0.19545538,0.87845214,0.00000000,1.94107479,0.88249701
-5.87393697,2.89510415,0.02512918,0.71190178,0.68947938,0.20811061,0.91952520,0.00000000,2.02690787,0.92422304
-5.86793397,3.02767983,0.02651052,0.74184825,0.71654829,0.22188174,0.96513869,0.00000000,2.11850534,0.96865887
-5.86193097,3.16899302,0.02795422,0.77316262,0.74587022,0.23666965,1.01499600,0.00000000,2.21480520,1.01524186
-5.85592796,3.31761482,0.02944656,0.80544580,0.77723003,0.25236425,1.06874440,0.00000000,2.31466813,1.06339065
-5.84992496,3.47203865,0.03097248,0.83829370,0.81038445,0.26884575,1.12598020,0.00000000,2.41689903,1.11251517
-5.84392196,3.63070810,0.03251582,0.87130379,0.84506836,0.28598649,1.18625603,0.00000000,2.52027119,1.16202725
-5.83791896,3.79204764,0.03405966,0.90408169,0.88100217,0.30365310,1.24908994,0.00000000,2.62355234,1.21135166
-5.83191596,3.95449501,0.03558666,0.93624776,0.91789985,0.32170898,1.31397598,0.00000000,2.72553166,1.25993715
-5.82591296,4.11653425,0.03707955,0.96744329,0.95547741,0.34001720,1.38039598,0.00000000,2.82504674,1.30726718
-5.81990995,4.27672803,0.03852153,0.99733628,0.99346106,0.35844343,1.44783186,0.00000000,2.92100938,1.35286979
-5.81390695,4.43374778,0.03989679,1.02562639,1.03159487,0.37685897,1.51577813,0.00000000,3.01242932,1.39632645
-5.80790395,4.58640047,0.04119096,1.05204919,1.06964738,0.39514375,1.58375384,0.00000000,3.09843470,1.43727923
-5.80190095,4.73365064,0.04239155,1.07637924,1.10741684,0.41318901,1.65131356,0.00000000,3.17828852,1.47543631
-5.79589795,4.87463685,0.04348836,1.09843216,1.14473467,0.43089968,1.71805666,0.00000000,3.25140038,1.51057529
-5.78989495,5.00868142,0.04447376,1.11806545,1.18146716,0.44819618,1.78363471,0.00000000,3.31733294,1.54254439
-5.78389195,5.13529328,0.04534294,1.13517822,1.21751505,0.46501565,1.84775629,0.00000000,3.37580294,1.57126137
-5.77788894,5.25416369,0.04609399,1.14970972,1.25281120,0.48131240,1.91018928,0.00000000,3.42667687,1.59671024
-5.77188594,5.36515493,0.04672789,1.16163691,1.28731646,0.49705761,1.97076024,0.00000000,3.46996153,1.61893595
-5.76588294,5.46828281,0.04724837,1.17097122,1.32101387,0.51223822,2.02935115,0.00000000,3.50579012,1.63803738
-5.75987994,5.56369378,0.04766166,1.17775459,1.35390171,0.52685504,2.08589357,0.00000000,3.53440483,1.65415880
-5.75387694,5.65163792,0.04797605,1.18205520,1.38598569,0.54092026,2.14036059,0.00000000,3.55613667,1.66748048
-5.74787394,5.73243931,0.04820151,1.18396296,1.41727092,0.55445420,2.19275705,0.00000000,3.57138399,1.67820864
-5.74187094,5.80646535,0.04834906,1.18358514,1.44775393,0.56748184,2.24310856,0.00000000,3.58059069,1.68656541
-5.73586793,5.87409668,0.04843024,1.18104226,1.47741554,0.58002895,2.29144999,0.00000000,3.58422530,1.69277919
-5.72986493,5.93569915,0.04845649,1.17646455,1.50621474,0.59211826,2.33781399,0.00000000,3.58276209,1.69707580
-5.72386193,5.99159934,0.04843857,1.16998897,1.53408422,0.60376574,2.38222020,0.00000000,3.57666504,1.69967078
-5.71785893,6.04206474,0.04838606,1.16175697,1.56092763,0.61497729,2.42466583,0.00000000,3.56637528,1.70076321
-5.71185593,6.08728936,0.04830688,1.15191299,1.58661893,0.62574586,2.46511788,0.00000000,3.55230258,1.70053108
-5.70585293,6.12738524,0.04820694,1.14060368,1.61100370,0.63604943,2.50350763,0.00000000,3.53482081,1.69912840
-5.69984992,6.16238006,0.04808995,1.12797763,1.63390252,0.64584965,2.53972750,0.00000000,3.51426746,1.69668385
-5.69384692,6.19222052,0.04795729,1.11418567,1.65511614,0.65509144,2.57363040,0.00000000,3.49094665,1.69330115
-5.68784392,6.21678095,0.04780805,1.09938132,1.67443204,0.66370358,2.60503167,0.00000000,3.46513507,1.68906052
-5.68184092,6.23587649,0.04763917,1.08372143,1.69163227,0.67160007,2.63371342,0.00000000,3.43709017,1.68402141
-5.67583792,6.24927963,0.04744572,1.06736662,1.70650194,0.67868258,2.65943099,0.00000000,3.40705967,1.67822582
-5.66983492,6.25673926,0.04722129,1.05048149,1.71883793,0.68484347,2.68192125,0.00000000,3.37529142,1.67170221
-5.66383192,6.25800100,0.04695838,1.03323447,1.72845748,0.68996957,2.70091239,0.00000000,3.34204300,1.66446946
-5.65782891,6.25282784,0.04664892,1.01579704,1.73520618,0.69394653,2.71613469,0.00000000,3.30758998,1.65654079
-5.65182591,6.24101998,0.04628480,0.99834252,1.73896496,0.69666331,2.72733187,0.00000000,3.27223246,1.64792738
-5.64582291,6.22243324,0.04585834,0.98104432,1.73965592,0.69801702,2.73427250,0.00000000,3.23629926,1.63864145
-5.63981991,6.19699521,0.04536282,0.96407365,1.73724660,0.69791756,2.73676113,0.00000000,3.20014955,1.62869887
-5.63381691,6.16471864,0.04479291,0.94759697,1.73175274,0.69629210,2.73464860,0.00000000,3.16417172,1.61812107
-5.62781391,6.12571178,0.04414504,0.93177314,1.72323936,0.69308909,2.72784117,0.00000000,3.12877969,1.60693653
-5.62181091,6.08018538,0.04341769,0.91675057,1.71182021,0.68828171,2.71630816,0.00000000,3.09440676,1.59518159
-5.61580790,6.02845621,0.04261164,0.90266437,1.69765563,0.68187054,2.70008771,0.00000000,3.06149726,1.58290092
-5.60980490,5.97094709,0.04173006,0.88963387,1.68094909,0.67388539,2.67929045,0.00000000,3.03049673,1.57014764
-5.60380190,5.90818348,0.04077851,0.87776035,1.66194232,0.66438613,2.65410083,0.00000000,3.00184066,1.55698315
-5.59779890,5.84078670,0.03976495,0.86712539,1.64090951,0.65346257,2.62477602,0.00000000,2.97594274,1.54347684
-5.59179590,5.76946396,0.03869952,0.85778969,1.61815056,0.64123321,2.59164237,0.00000000,2.95318286,1.52970564
-5.58579290,5.69499542,0.03759436,0.84979244,1.59398378,0.62784309,2.55508934,0.00000000,2.93389540,1.51575348
-5.57978989,5.61821869,0.03646329,0.84315136,1.56873813,0.61346053,2.51556115,0.00000000,2.91835847,1.50171067
-5.57378689,5.54001101,0.03532151,0.83786322,1.54274541,0.59827323,2.47354648,0.00000000,2.90678425,1.48767327
-5.56778389,5.46126982,0.03418516,0.83390490,1.51633254,0.58248350,2.42956631,0.00000000,2.89931108,1.47374220
-5.56178089,5.38289230,0.03307098,0.83123498,1.48981413,0.56630309,2.38416072,0.00000000,2.89599757,1.46002240
-5.55577789,5.30575456,0.03199587,0.82979564,1.46348586,0.54994768,2.33787487,0.00000000,2.89681887,1.44662173
-5.54977489,5.23069154,0.03097645,0.82951498,1.43761855,0.53363132,2.29124500,0.00000000,2.90166562,1.43364981
-5.54377189,5.15847824,0.03002869,0.83030960,1.41245343,0.51756101,2.24478500,0.00000000,2.91034546,1.42121679
-5.53776888,5.08981348,0.02916753,0.83208751,1.38819873,0.50193174,2.19897414,0.00000000,2.92258733,1.40943205
-5.53176588,5.02530682,0.02840651,0.83475111,1.36502761,0.48692210,2.15424674,0.00000000,2.93804853,1.39840297
-5.52576288,4.96546963,0.02775750,0.83820047,1.34307779,0.47269069,2.11098406,0.00000000,2.95632435,1.38823385
-5.51975988,4.91071066,0.02723044,0.84233663,1.32245262,0.45937357,2.06950901,0.00000000,2.97696001,1.37902502
-5.51375688,4.86133658,0.02683312,0.84706502,1.30322377,0.44708265,2.03008382,0.00000000,2.99946473,1.37087237
-5.50775388,4.81755751,0.02657105,0.85229885,1.28543522,0.43590525,1.99291078,0.00000000,3.02332717,1.36386716
-5.50175088,4.77949728,0.02644738,0.85796236,1.26910851,0.42590474,1.95813591,0.00000000,3.04803188,1.35809634
-5.49574787,4.74720772,0.02646285,0.86399388,1.25424876,0.41712206,1.92585529,0.00000000,3.07307599,1.35364319
-5.48974487,4.72068624,0.02661583,0.87034854,1.24085121,0.40957831,1.89612355,0.00000000,3.09798536,1.35058838
-5.48374187,4.69989534,0.02690238,0.87700042,1.22890783,0.40327780,1.86896391,0.00000000,3.12232949,1.34901117
-5.47773887,4.68478274,0.02731641,0.88394406,1.21841350,0.39821171,1.84437906,0.00000000,3.14573440,1.34899068
-5.47173587,4.67530065,0.02784977,0.89119509,1.20937145,0.39436189,1.82236209,0.00000000,3.16789280,1.35060695
-5.46573287,4.67142248,0.02849254,0.89878994,1.20179732,0.39170469,1.80290662,0.00000000,3.18857090,1.35394154
-5.45972986,4.67315579,0.02923319,0.90678431,1.19572178,0.39021445,1.78601543,0.00000000,3.20761147,1.35907749
-5.45372686,4.68054997,0.03005887,0.91525053,1.19119118,0.38986650,1.77170698,0.00000000,3.22493290,1.36609831
-5.44772386,4.69369785,0.03095566,0.92427367,1.18826623,0.39063946,1.76001914,0.00000000,3.24052405,1.37508584
-5.44172086,4.71273057,0.03190884,0.93394640,1.18701870,0.39251669,1.75100999,0.00000000,3.25443534,1.38611688
-5.43571786,4.73780568,0.03290319,0.94436283,1.18752611,0.39548683,1.74475537,0.00000000,3.26676620,1.39925855
-5.42971486,4.76908865,0.03392326,0.95561139,1.18986484,0.39954331,1.74134342,0.00000000,3.27764961,1.41456237
-5.42371186,4.80672872,0.03495360,0.96776714,1.19410187,0.40468301,1.74086624,0.00000000,3.28723466,1.43205737
-5.41770885,4.85083042,0.03597907,0.98088370,1.20028577,0.41090400,1.74340933,0.00000000,3.29566786,1.45174245
-5.41170585,4.90142226,0.03698500,0.99498534,1.20843733,0.41820273,1.74903936,0.00000000,3.30307448,1.47357840
-5.40570285,4.95842467,0.03795747,1.01005953,1.21854064,0.42657060,1.75779099,0.00000000,3.30954091,1.49748013
-5.39969985,5.02161945,0.03888343,1.02605047,1.23053506,0.43599041,1.76965393,0.00000000,3.31509917,1.52330962
-5.39369685,5.09062268,0.03975091,1.04285400,1.24430876,0.44643279,1.78456066,0.00000000,3.31971466,1.55087021
-5.38769385,5.16486353,0.04054913,1.06031433,1.25969437,0.45785295,1.80237619,0.00000000,3.32327790,1.57990275
-5.38169085,5.24357065,0.04126861,1.07822280,1.27646715,0.47018797,1.82289029,0.00000000,3.32560100,1.61008422
-5.37568784,5.32576783,0.04190131,1.09631912,1.29434601,0.48335487,1.84581300,0.00000000,3.32641931,1.64102910
-5.36968484,5.41027993,0.04244062,1.11429505,1.31299748,0.49724970,1.87077398,0.00000000,3.32539833,1.67229392
-5.36368184,5.49574964,0.04288149,1.13180062,1.33204276,0.51174767,1.89732582,0.00000000,3.32214578,1.70338493
-5.35767884,5.58066487,0.04322044,1.14845273,1.35106750,0.52670452,1.92495156,0.00000000,3.31622831,1.73376889
-5.35167584,5.66339622,0.04345558,1.16384593,1.36963416,0.54195898,1.95307606,0.00000000,3.30719227,1.76288678
-5.34567284,5.74224292,0.04358665,1.17756495,1.38729628,0.55733638,1.98108105,0.00000000,3.29458730,1.79016973
-5.33966983,5.81548555,0.04361503,1.18919855,1.40361417,0.57265316,2.00832296,0.00000000,3.27799182,1.81505669
-5.33366683,5.88144299,0.04354372,1.19835402,1.41817128,0.58772212,2.03415311,0.00000000,3.25703896,1.83701307
-5.32766383,5.93853106,0.04337729,1.20467179,1.43059042,0.60235811,2.05793898,0.00000000,3.23144150,1.85554927
-5.32166083,5.98531992,0.04312191,1.20783945,1.44054909,0.61638386,2.07908588,0.00000000,3.20101462,1.87023841
-5.31565783,6.02058735,0.04278520,1.20760450,1.44779313,0.62963570,2.09705776,0.00000000,3.16569491,1.88073214
-5.30965483,6.04336522,0.04237621,1.20378529,1.45214797,0.64196873,2.11139638,0.00000000,3.12555480,1.88677383
-5.30365183,6.05297684,0.04190522,1.19627950,1.45352691,0.65326124,2.12173769,0.00000000,3.08081128,1.88820838
-5.29764882,6.04906316,0.04138362,1.18506994,1.45193594,0.66341815,2.12782484,0.00000000,3.03182839,1.88498804
-5.29164582,6.03159660,0.04082369,1.17022718,1.44747480,0.67237319,2.12951715,0.00000000,2.97911317,1.87717405
-5.28564282,6.00088176,0.04023832,1.15190898,1.44033423,0.68008974,2.12679457,0.00000000,2.92330513,1.86493388
-5.27963982,5.95754302,0.03964079,1.13035651,1.43078938,0.68656038,2.11975753,0.00000000,2.86515954,1.84853430
-5.27363682,5.90249980,0.03904438,1.10588751,1.41918977,0.69180500,2.10862219,0.00000000,2.80552534,1.82833063
-5.26763382,5.83693059,0.03846206,1.07888671,1.40594613,0.69586783,2.09371129,0.00000000,2.74531847,1.80475265
-5.26163082,5.76222786,0.03790616,1.04979393,1.39151476,0.69881337,2.07544123,0.00000000,2.68549201,1.77828815
-5.25562781,5.67994589,0.03738797,1.01909038,1.37638019,0.70072166,2.05430574,0.00000000,2.62700429,1.74946471
-5.24962481,5.59174416,0.03691741,0.98728367,1.36103669,0.70168296,2.03085717,0.00000000,2.57078656,1.71883081
-5.24362181,5.49932901,0.03650273,0.95489234,1.34596980,0.70179240,2.00568603,0.00000000,2.51771142,1.68693719
-5.23761881,5.40439609,0.03615026,0.92243030,1.33163834,0.70114473,1.97939985,0.00000000,2.46856362,1.65431920
-5.23161581,5.30857621,0.03586414,0.89039195,1.31845798,0.69982949,1.95260202,0.00000000,2.42401427,1.62148116
-5.22561281,5.21338665,0.03564626,0.85923843,1.30678680,0.69792687,1.92587166,0.00000000,2.38459949,1.58888308
-5.21960980,5.12018979,0.03549614,0.82938552,1.29691357,0.69550448,1.89974516,0.00000000,2.35070437,1.55693050
-5.21360680,5.03016031,0.03541102,0.80119351,1.28904914,0.69261510,1.87469999,0.00000000,2.32255264,1.52596742
-5.20760380,4.94426185,0.03538591,0.77495936,1.28332117,0.68929544,1.85114145,0.00000000,2.30020236,1.49627270
-5.20160080,4.86323335,0.03541381,0.75091130,1.27977232,0.68556603,1.82939254,0.00000000,2.28354750,1.46805956
-5.19559780,4.78758502,0.03548602,0.72920585,1.27836186,0.68143204,1.80968725,0.00000000,2.27232529,1.44147808
-5.18959480,4.71760325,0.03559239,0.70992744,1.27897054,0.67688497,1.79216740,0.00000000,2.26612862,1.41662019
-5.18359180,4.65336357,0.03572180,0.69309016,1.28140826,0.67190500,1.77688286,0.00000000,2.26442299,1.39352675
-5.17758879,4.59475048,0.03586251,0.67864183,1.28542424,0.66646387,1.76379504,0.00000000,2.26656711,1.37219598
-5.17158579,4.54148271,0.03600262,0.66646981,1.29071910,0.66052803,1.75278334,0.00000000,2.27183632,1.35259277
-5.16558279,4.49314244,0.03613051,0.65640838,1.29695830,0.65406194,1.74365423,0.00000000,2.27944787,1.33465826
-5.15957979,4.44920703,0.03623523,0.64824743,1.30378632,0.64703124,1.73615246,0.00000000,2.28858711,1.31831908
-5.15357679,4.40908172,0.03630688,0.64174194,1.31084100,0.63940573,1.72997397,0.00000000,2.29843382,1.30349579
-5.14757379,4.37213198,0.03633692,0.63662208,1.31776752,0.63116196,1.72478001,0.00000000,2.30818769,1.29011027
-5.14157079,4.33771439,0.03631847,0.63260340,1.32423139,0.62228545,1.72021184,0.00000000,2.31709241,1.27809146
-5.13556778,4.30520488,0.03624645,0.62939697,1.32993014,0.61277240,1.71590560,0.00000000,2.32445753,1.26737960
-5.12956478,4.27402355,0.03611769,0.62671908,1.33460319,0.60263084,1.71150671,0.00000000,2.32967763,1.25792864
-5.12356178,4.24365545,0.03593099,0.62430017,1.33803962,0.59188141,1.70668338,0.00000000,2.33224835,1.24970700
-5.11755878,4.21366674,0.03568705,0.62189286,1.34008374,0.58055755,1.70113875,0.00000000,2.33177885,1.24269669
-5.11155578,4.18371604,0.03538838,0.61927887,1.34063818,0.56870534,1.69462118,0.00000000,2.32800051,1.23689095
-5.10555278,4.15356093,0.03503906,0.61627454,1.33966456,0.55638295,1.68693253,0.00000000,2.32077163,1.23229080
-5.09954977,4.12305952,0.03464458,0.61273502,1.33718185,0.54365979,1.67793387,0.00000000,2.31007807,1.22890069
-5.09354677,4.09216741,0.03421150,0.60855692,1.33326236,0.53061533,1.66754876,0.00000000,2.29602989,1.22672350
-5.08754377,4.06093060,0.03374719,0.60367945,1.32802591,0.51733775,1.65576382,0.00000000,2.27885409,1.22575552
-5.08154077,4.02947455,0.03325946,0.59808410,1.32163214,0.50392239,1.64262672,0.00000000,2.25888364,1.22598137
-5.07553777,3.99799042,0.03275629,0.59179284,1.31427163,0.49047008,1.62824169,0.00000000,2.23654320,1.22736960
-5.06953477,3.96671900,0.03224548,0.58486504,1.30615598,0.47708530,1.61276287,0.00000000,2.21233203,1.22986892
-5.06353177,3.93593325,0.03173439,0.57739326,1.29750750,0.46387430,1.59638583,0.00000000,2.18680445,1.23340558
-5.05752876,3.90592033,0.03122968,0.56949800,1.28854887,0.45094320,1.57933763,0.00000000,2.16054872,1.23788183
-5.05152576,3.87696381,0.03073710,0.56132172,1.27949318,0.43839603,1.56186596,0.00000000,2.13416490,1.24317591
-5.04552276,3.84932712,0.03026133,0.55302237,1.27053485,0.42633276,1.54422792,0.00000000,2.10824252,1.24914320
-5.03951976,3.82323859,0.02980593,0.54476655,1.26184179,0.41484751,1.52667884,0.00000000,2.08333875,1.25561886
-5.03351676,3.79887894,0.02937321,0.53672269,1.25354906,0.40402668,1.50946175,0.00000000,2.05995807,1.26242150
-5.02751376,3.77637146,0.02896434,0.52905440,1.24575424,0.39394733,1.49279786,0.00000000,2.03853384,1.26935789
-5.02151076,3.75577514,0.02857936,0.52191422,1.23851473,0.38467569,1.47687844,0.00000000,2.01941273,1.27622830
-5.01550775,3.73708090,0.02821730,0.51543796,1.23184696,0.37626585,1.46185845,0.00000000,2.00284239,1.28283213
-5.00950475,3.72021071,0.02787636,0.50973983,1.22572737,0.36875870,1.44785192,0.00000000,1.98896287,1.28897362
-5.00350175,3.70501943,0.02755405,0.50490847,1.22009516,0.36218112,1.43492935,0.00000000,1.97780206,1.29446710
-4.99749875,3.69129913,0.02724745,0.50100393,1.21485651,0.35654547,1.42311705,0.00000000,1.96927523,1.29914165
-4.99149575,3.67878525,0.02695337,0.49805573,1.20988996,0.35184939,1.41239818,0.00000000,1.96318875,1.30284478
-4.98549275,3.66716452,0.02666857,0.49606203,1.20505266,0.34807593,1.40271556,0.00000000,1.95924775,1.30544502
-4.97948974,3.65608392,0.02639001,0.49498981,1.20018727,0.34519400,1.39397583,0.00000000,1.95706736,1.30683337
-4.97348674,3.64516061,0.02611498,0.49477614,1.19512890,0.34315918,1.38605477,0.00000000,1.95618716,1.30692357
-4.96748374,3.63399231,0.02584128,0.49533044,1.18971213,0.34191489,1.37880352,0.00000000,1.95608829,1.30565135
-4.96148074,3.62216809,0.02556737,0.49653757,1.18377759,0.34139389,1.37205540,0.00000000,1.95621243,1.30297286
-4.95547774,3.60927938,0.02529246,0.49826177,1.17717795,0.34152009,1.36563308,0.00000000,1.95598216,1.29886251
-4.94947474,3.59493112,0.02501659,0.50035125,1.16978327,0.34221062,1.35935588,0.00000000,1.95482183,1.29331066
-4.94347174,3.57875290,0.02474066,0.50264330,1.16148537,0.34337824,1.35304688,0.00000000,1.95217824,1.28632133
-4.93746873,3.56041023,0.02446644,0.50496976,1.15220142,0.34493381,1.34653979,0.00000000,1.94754043,1.27791032
-4.93146573,3.53961556,0.02419656,0.50716274,1.14187651,0.34678896,1.33968523,0.00000000,1.94045786,1.26810391
-4.92546273,3.51613918,0.02393447,0.50906035,1.13048534,0.34885873,1.33235643,0.00000000,1.93055647,1.25693847
-4.91945973,3.48981944,0.02368436,0.51051228,1.11803299,0.35106416,1.32445398,0.00000000,1.91755197,1.24446083
-4.91345673,3.46057223,0.02345105,0.51138510,1.10455493,0.35333470,1.31590968,0.00000000,1.90126008,1.23072952
-4.90745373,3.42839908,0.02323995,0.51156704,1.09011613,0.35561029,1.30668929,0.00000000,1.88160339,1.21581675
-4.90145073,3.39339366,0.02305684,0.51097215,1.07480949,0.35784306,1.29679400,0.00000000,1.85861465,1.19981089
-4.89544772,3.35574588,0.02290781,0.50954367,1.05875360,0.35999861,1.28626064,0.00000000,1.83243657,1.18281910
-4.88944472,3.31574354,0.02279904,0.50725650,1.04208974,0.36205659,1.27516051,0.00000000,1.80331830,1.16496991
-4.88344172,3.27377084,0.02273671,0.50411869,1.02497844,0.36401078,1.26359687,0.00000000,1.77160872,1.14641539
-4.87743872,3.23030366,0.02272672,0.50017196,1.00759536,0.36586852,1.25170110,0.00000000,1.73774718,1.12733252
-4.87143572,3.18590170,0.02277463,0.49549115,0.99012682,0.36764951,1.23962767,0.00000000,1.70225214,1.10792364
-4.86543272,3.14119728,0.02288540,0.49018280,0.97276493,0.36938405,1.22754813,0.00000000,1.66570828,1.08841578
-4.85942971,3.09688159,0.02306325,0.48438274,0.95570248,0.37111090,1.21564426,0.00000000,1.62875297,1.06905874
-4.85342671,3.05368861,0.02331151,0.47825308,0.93912780,0.37287472,1.20410087,0.00000000,1.59206259,1.05012204
-4.84742371,3.01237766,0.02363249,0.47197854,0.92321969,0.37472338,1.19309839,0.00000000,1.55633956,1.03189080
-4.84142071,2.97371532,0.02402739,0.46576242,0.90814267,0.37670521,1.18280585,0.00000000,1.52230066,1.01466084
-4.83541771,2.93845777,0.02449623,0.45982239,0.89404271,0.37886647,1.17337440,0.00000000,1.49066712,0.99873316
-4.82941471,2.90733431,0.02503786,0.45438625,0.88104365,0.38124904,1.16493196,0.00000000,1.46215703,0.98440821
-4.82341171,2.88103307,0.02564996,0.44968785,0.86924447,0.38388863,1.15757910,0.00000000,1.43748002,0.97198030
-4.81740870,2.86018945,0.02632918,0.44596336,0.85871757,0.38681351,1.15138655,0.00000000,1.41733446,0.96173221
-4.81140570,2.84537774,0.02707126,0.44344788,0.84950811,0.39004385,1.14639435,0.00000000,1.40240689,0.95393058
-4.80540270,2.83710620,0.02787126,0.44237253,0.84163445,0.39359172,1.14261277,0.00000000,1.39337328,0.94882194
-4.79939970,2.83581540,0.02872372,0.44296202,0.83508965,0.39746171,1.14002480,0.00000000,1.39090159,0.94662963
-4.79339670,2.84187948,0.02962303,0.44543258,0.82984394,0.40165202,1.13859008,0.00000000,1.39565495,0.94755159
-4.78739370,2.85560973,0.03056361,0.44999019,0.82584798,0.40615606,1.13824998,0.00000000,1.40829457,0.95175885
-4.78139070,2.87725969,0.03154026,0.45682902,0.82303668,0.41096418,1.13893338,0.00000000,1.42948162,0.95939470
-4.77538769,2.90703072,0.03254837,0.46612990,0.82133341,0.41606560,1.14056276,0.00000000,1.45987720,0.97057413
-4.76938469,2.94507736,0.03358415,0.47805862,0.82065425,0.42145023,1.14306016,0.00000000,1.50013979,0.98538366
-4.76338169,2.99151131,0.03464483,0.49276409,0.82091204,0.42711014,1.14635258,0.00000000,1.55091941,1.00388096
-4.75737869,3.04640360,0.03572868,0.51037600,0.82202013,0.43304078,1.15037641,0.00000000,1.61284829,1.02609445
-4.75137569,3.10978422,0.03683513,0.53100219,0.82389541,0.43924162,1.15508075,0.00000000,1.68652792,1.05202254
-4.74537269,3.18163926,0.03796460,0.55472553,0.82646071,0.44571625,1.16042921,0.00000000,1.77251250,1.08163261
-4.73936968,3.26190554,0.03911845,0.58160051,0.82964638,0.45247198,1.16640044,0.00000000,1.87128945,1.11485982
-4.73336668,3.35046328,0.04029870,0.61164953,0.83339106,0.45951895,1.17298721,0.00000000,1.98325744,1.15160574
-4.72736368,3.44712747,0.04150776,0.64485923,0.83764183,0.46686883,1.18019441,0.00000000,2.10870312,1.19173726
-4.72136068,3.55163904,0.04274811,0.68117686,0.84235366,0.47453336,1.18803625,0.00000000,2.24777748,1.23508587
-4.71535768,3.66365677,0.04402193,0.72050724,0.84748847,0.48252282,1.19653293,0.00000000,2.40047313,1.28144769
-4.70935468,3.78275112,0.04533074,0.76271022,0.85301399,0.49084468,1.20570727,0.00000000,2.56660373,1.33058456
-4.70335168,3.90840107,0.04667504,0.80759920,0.85890240,0.49950252,1.21558177,0.00000000,2.74578681,1.38222634
-4.69734867,4.03999465,0.04805404,0.85494067,0.86512923,0.50849552,1.22617619,0.00000000,2.93743087,1.43607466
-4.69134567,4.17683390,0.04946541,0.90445510,0.87167231,0.51781841,1.23750618,0.00000000,3.14072775,1.49180811
-4.68534267,4.31814414,0.05090505,0.95581904,0.87851104,0.52746222,1.24958295,0.00000000,3.35465069,1.54908882
-4.67933967,4.46308753,0.05236712,1.00866869,0.88562593,0.53741543,1.26241403,0.00000000,3.57795843,1.60757015
-4.67333667,4.61078016,0.05384396,1.06260464,0.89299837,0.54766581,1.27600492,0.00000000,3.80920516,1.66690520
-4.66733367,4.76031159,0.05532621,1.11719763,0.90061047,0.55820247,1.29036153,0.00000000,4.04675605,1.72675558
-4.66133067,4.91076549,0.05680301,1.17199522,0.90844491,0.56901807,1.30549279,0.00000000,4.28880758,1.78679996
-4.65532766,5.06123990,0.05826223,1.22652893,0.91648456,0.58011092,1.32141319,0.00000000,4.53341189,1.84674175
-4.64932466,5.21086536,0.05969075,1.28032164,0.92471177,0.59148662,1.33814465,0.00000000,4.77850415,1.90631524
-4.64332166,5.35881956,0.06107482,1.33289482,0.93310717,0.60315897,1.35571726,0.00000000,5.02193178,1.96528987
