energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.72386193,4.24685601,0.11942753,0.06360217,0.70180027,0.53192152,0.12064597,1.50633781,0.52398976,1.10694225
-5.71785893,4.25769998,0.11563656,0.06327612,0.68291756,0.55217378,0.12922687,1.53237363,0.51652040,1.07823124
-5.71185593,4.27993957,0.11209026,0.06298320,0.66600510,0.57319279,0.13833729,1.56290959,0.50993469,1.05287590
-5.70585293,4.31398156,0.10883295,0.06272700,0.65128478,0.59478731,0.14794304,1.59790945,0.50433991,1.03128235
-5.69984992,4.35969611,0.10589242,0.06250564,0.63887224,0.61672214,0.15799671,1.63714408,0.49978029,1.01369763
-5.69384692,4.41640922,0.10327933,0.06231205,0.62877539,0.63872222,0.16843697,1.68019018,0.49623613,1.00020341
-5.68784392,4.48291703,0.10098750,0.06213450,0.62089757,0.66047844,0.17918809,1.72643642,0.49362596,0.99071650
-5.68184092,4.55752077,0.09899493,0.06195729,0.61504506,0.68165471,0.19015982,1.77509672,0.49181152,0.98499591
-5.67583792,4.63808053,0.09726550,0.06176173,0.61093833,0.70189621,0.20124776,1.82522999,0.49060526,0.98265590
-5.66983492,4.72208549,0.09575132,0.06152721,0.60822656,0.72083848,0.21233406,1.87576584,0.48977988,0.98318414
-5.66383192,4.80673738,0.09439548,0.06123238,0.60650449,0.73811697,0.22328867,1.92553498,0.48907948,0.98596415
-5.65782891,4.88904407,0.09313505,0.06085636,0.60533076,0.75337687,0.23397114,1.97330346,0.48823171,0.99030085
-5.65182591,4.96591943,0.09190432,0.06037999,0.60424713,0.76628273,0.24423285,2.01780938,0.48696034,0.99544818
-5.64582291,5.03428592,0.09063793,0.05978700,0.60279731,0.77652779,0.25391982,2.05780085,0.48499771,1.00063762
-5.63981991,5.09117608,0.08927385,0.05906506,0.60054506,0.78384252,0.26287598,2.09207393,0.48209645,1.00510650
-5.63381691,5.13382952,0.08775606,0.05820676,0.59709049,0.78800226,0.27094676,2.11950918,0.47804015,1.00812500
-5.62781391,5.15978208,0.08603681,0.05721040,0.59208414,0.78883365,0.27798304,2.13910569,0.47265236,1.00902102
-5.62181091,5.16694430,0.08407841,0.05608060,0.58523836,0.78621977,0.28384529,2.15001139,0.46580382,1.00720202
-5.61580790,5.15366672,0.08185442,0.05482875,0.57633571,0.78010378,0.28840764,2.15154876,0.45741758,1.00217318
-5.60980490,5.11879024,0.07935030,0.05347315,0.56523406,0.77049093,0.29156187,2.14323500,0.44747196,0.99355146
-5.60380190,5.06168001,0.07656351,0.05203907,0.55186864,0.75744899,0.29322108,2.12479619,0.43600134,0.98107518
-5.59779890,4.98224225,0.07350310,0.05055852,0.53625095,0.74110709,0.29332288,2.09617492,0.42309484,0.96460909
-5.59179590,4.88092384,0.07018876,0.04906981,0.51846497,0.72165291,0.29183189,2.05753138,0.40889310,0.94414482
-5.58579290,4.75869518,0.06664960,0.04761698,0.49866088,0.69932842,0.28874156,2.00923783,0.39358335,0.91979711
-5.57978989,4.61701731,0.06292254,0.04624893,0.47704686,0.67442430,0.28407500,1.95186688,0.37739314,0.89179608
-5.57378689,4.45779496,0.05905055,0.04501849,0.45387949,0.64727318,0.27788497,1.88617415,0.36058288,0.86047598
-5.56778389,4.28331755,0.05508083,0.04398129,0.42945311,0.61824197,0.27025282,1.81307594,0.34343779,0.82626109
-5.56178089,4.09619047,0.05106296,0.04319447,0.40408895,0.58772346,0.26128655,1.73362297,0.32625928,0.78964944
-5.55577789,3.89925947,0.04704713,0.04271528,0.37812419,0.55612748,0.25111800,1.64897111,0.30935644,0.75119489
-5.54977489,3.69553089,0.04308266,0.04259966,0.35190180,0.52387203,0.23989922,1.56035032,0.29303759,0.71148853
-5.54377189,3.48809070,0.03921662,0.04290065,0.32576115,0.49137440,0.22779830,1.46903299,0.27760246,0.67113988
-5.53776888,3.28002520,0.03549283,0.04366685,0.30003006,0.45904285,0.21499476,1.37630275,0.26333504,0.63075868
-5.53176588,3.07434607,0.03195115,0.04494090,0.27501827,0.42726894,0.20167465,1.28342496,0.25049744,0.59093786
-5.52576288,2.87392228,0.02862710,0.04675794,0.25101256,0.39642074,0.18802570,1.19161978,0.23932476,0.55223819
-5.51975988,2.68142085,0.02555178,0.04914428,0.22827365,0.36683727,0.17423253,1.10203883,0.23002127,0.51517504
-5.51375688,2.49925825,0.02275213,0.05211616,0.20703467,0.33882420,0.16047233,1.01574589,0.22275778,0.48020762
-5.50775388,2.32956370,0.02025142,0.05567876,0.18750129,0.31265096,0.14691091,0.93370233,0.21767042,0.44773089
-5.50175088,2.17415500,0.01806996,0.05982550,0.16985310,0.28854933,0.13369944,0.85675742,0.21486072,0.41807029
-5.49574787,2.03452723,0.01622604,0.06453764,0.15424635,0.26671356,0.12097196,0.78564355,0.21439697,0.39147924
-5.48974487,1.91185398,0.01473688,0.06978428,0.14081735,0.24730183,0.10884355,0.72097630,0.21631676,0.36813937
-5.48374187,1.80700037,0.01361975,0.07552276,0.12968666,0.23043912,0.09740940,0.66325875,0.22063076,0.34816327
-5.47773887,1.72054664,0.01289301,0.08169953,0.12096344,0.21622117,0.08674453,0.61288979,0.22732729,0.33159951
-5.47173587,1.65282065,0.01257711,0.08825141,0.11474982,0.20471939,0.07690429,0.57017538,0.23637778,0.31843950
-5.46573287,1.60393726,0.01269546,0.09510734,0.11114490,0.19598643,0.06792544,0.53534225,0.24774274,0.30862595
-5.45972986,1.57384257,0.01327516,0.10219045,0.11024815,0.19006215,0.05982777,0.50855282,0.26137795,0.30206237
-5.45372686,1.56236028,0.01434744,0.10942050,0.11216192,0.18697964,0.05261608,0.48992069,0.27724075,0.29862308
-5.44772386,1.56923789,0.01594790,0.11671653,0.11699283,0.18677088,0.04628241,0.47952549,0.29529585,0.29816347
-5.44172086,1.59419020,0.01811640,0.12399965,0.12485199,0.18947187,0.04080847,0.47742641,0.31552063,0.30052981
-5.43571786,1.63693767,0.02089662,0.13119584,0.13585381,0.19512677,0.03616801,0.48367340,0.33790928,0.30556823
-5.42971486,1.69723754,0.02433534,0.13823862,0.15011345,0.20379071,0.03232916,0.49831550,0.36247578,0.31313257
-5.42371186,1.77490597,0.02848122,0.14507149,0.16774292,0.21553121,0.02925649,0.52140564,0.38925522,0.32309057
-5.41770885,1.86982974,0.03338344,0.15164996,0.18884601,0.23042775,0.02691291,0.55300165,0.41830333,0.33532823
-5.41170585,1.98196664,0.03908979,0.15794308,0.21351208,0.24856960,0.02526116,0.59316322,0.44969416,0.34975218
-5.40570285,2.11133441,0.04564470,0.16393444,0.24180922,0.27005172,0.02426498,0.64194501,0.48351568,0.36628989
-5.39969985,2.25798837,0.05308685,0.16962249,0.27377679,0.29496872,0.02388983,0.69938596,0.51986357,0.38488779
-5.39369685,2.42198884,0.06144676,0.17502014,0.30941800,0.32340731,0.02410336,0.76549560,0.55883318,0.40550742
-5.38769385,2.60335977,0.07074425,0.18015376,0.34869272,0.35543709,0.02487535,0.84023770,0.60051007,0.42811987
-5.38169085,2.80204084,0.08098593,0.18506150,0.39151105,0.39110033,0.02617743,0.92351237,0.64495949,0.45269879
-5.37568784,3.01783533,0.09216282,0.18979104,0.43772801,0.43040109,0.02798253,1.01513744,0.69221512,0.47921242
-5.36968484,3.25035684,0.10424829,0.19439693,0.48713973,0.47329406,0.03026401,1.11483023,0.74226789,0.50761511
-5.36368184,3.49897779,0.11719622,0.19893757,0.53948148,0.51967387,0.03299469,1.22219078,0.79505507,0.53783881
-5.35767884,3.76278277,0.13093979,0.20347195,0.59442771,0.56936529,0.03614585,1.33668756,0.85045062,0.56978507
-5.35167584,4.04052966,0.14539072,0.20805645,0.65159428,0.62211507,0.03968607,1.45764672,0.90825698,0.60331804
-5.34567284,4.33062117,0.16043921,0.21274168,0.71054294,0.67758580,0.04358028,1.58424563,0.96819906,0.63825892
-5.33966983,4.63108893,0.17595456,0.21756953,0.77078785,0.73535250,0.04778882,1.71551148,1.02992071,0.67438223
-5.33366683,4.93959162,0.19178649,0.22257071,0.83180400,0.79490209,0.05226677,1.85032520,1.09298398,0.71141408
-5.32766383,5.25342811,0.20776726,0.22776258,0.89303727,0.85563638,0.05696348,1.98743114,1.15687147,0.74903287
-5.32166083,5.56956576,0.22371439,0.23314763,0.95391544,0.91687837,0.06182241,2.12545219,1.22099160,0.78687205
-5.31565783,5.88468325,0.23943409,0.23871253,1.01386008,0.97788215,0.06678126,2.26291015,1.28468696,0.82452530
-5.30965483,6.19522670,0.25472516,0.24442772,1.07229832,1.03784609,0.07177248,2.39825073,1.34724532,0.86155360
-5.30365183,6.49747706,0.26938329,0.25024763,1.12867438,1.09592903,0.07672405,2.52987239,1.40791304,0.89749404
-5.29764882,6.78762659,0.28320574,0.25611145,1.18246005,1.15126901,0.08156065,2.65615806,1.46591048,0.93187002
-5.29164582,7.06186120,0.29599594,0.26194447,1.23316391,1.20300391,0.08620505,2.77550855,1.52044889,0.96420231
-5.28564282,7.31644609,0.30756827,0.26765977,1.28033874,1.25029327,0.09057975,2.88637662,1.57074814,0.99402058
-5.27963982,7.54781108,0.31775242,0.27316043,1.32358711,1.29234051,0.09460883,2.98730040,1.61605484,1.02087490
-5.27363682,7.75263302,0.32639753,0.27834201,1.36256479,1.32841471,0.09821986,3.07693510,1.65566019,1.04434675
-5.26763382,7.92791215,0.33337577,0.28309523,1.39698231,1.35787103,0.10134584,3.15408194,1.68891706,1.06405920
-5.26163082,8.07104016,0.33858535,0.28730892,1.42660456,1.38016914,0.10392711,3.21771333,1.71525574,1.07968582
-5.25562781,8.17985776,0.34195277,0.29087301,1.45124890,1.39488868,0.10591308,3.26699368,1.73419796,1.09095811
-5.24962481,8.25270036,0.34343440,0.29368154,1.47078207,1.40174145,0.10726377,3.30129523,1.74536875,1.09767133
-5.24362181,8.28843078,0.34301716,0.29563564,1.48511623,1.40057958,0.10795104,3.32020859,1.74850582,1.09968841
-5.23761881,8.28645852,0.34071854,0.29664635,1.49420477,1.39139960,0.10795950,3.32354788,1.74346636,1.09694222
-5.23161581,8.24674565,0.33658574,0.29663727,1.49803814,1.37434214,0.10728698,3.31135059,1.73023087,1.08943597
-5.22561281,8.16979975,0.33069418,0.29554689,1.49664013,1.34968741,0.10594469,3.28387232,1.70890416,1.07724198
-5.21960980,8.05665481,0.32314533,0.29333065,1.49006495,1.31784663,0.10395685,3.24157691,1.67971339,1.06049898
-5.21360680,7.90884125,0.31406408,0.28996247,1.47839531,1.27934992,0.10135997,3.18512255,1.64300337,1.03940809
-5.20760380,7.72834648,0.30359552,0.28543592,1.46174145,1.23483102,0.09820181,3.11534427,1.59922907,1.01422765
-5.20160080,7.51756761,0.29190155,0.27976484,1.44024135,1.18500959,0.09453990,3.03323384,1.54894579,0.98526717
-5.19559780,7.27925797,0.27915718,0.27298336,1.41406176,1.13067181,0.09043992,2.93991745,1.49279713,0.95288068
-5.18959480,7.01646918,0.26554678,0.26514547,1.38340001,1.07264998,0.08597382,2.83663210,1.43150115,0.91745944
-5.18359180,6.73249044,0.25126028,0.25632395,1.34848614,1.01180191,0.08121786,2.72470138,1.36583518,0.87942455
-5.17758879,6.43078666,0.23648952,0.24660879,1.30958513,0.94899084,0.07625061,2.60551109,1.29661962,0.83921933
-5.17158579,6.11493697,0.22142481,0.23610521,1.26699887,0.88506649,0.07115104,2.48048550,1.22470125,0.79730184
-5.16558279,5.78857496,0.20625176,0.22493114,1.22106739,0.82084795,0.06599663,2.35106462,1.15093656,0.75413757
-5.15957979,5.45533192,0.19114843,0.21321451,1.17216924,0.75710872,0.06086182,2.21868288,1.07617551,0.71019247
-5.15357679,5.11878403,0.17628289,0.20109023,1.12072063,0.69456439,0.05581655,2.08474970,1.00124613,0.66592644
-5.14757379,4.78240450,0.16181125,0.18869710,1.06717326,0.63386301,0.05092515,1.95063201,0.92694052,0.62178730
-5.14157079,4.44952124,0.14787607,0.17617469,1.01201067,0.57557847,0.04624551,1.81763907,0.85400244,0.57820546
-5.13556778,4.12328047,0.13460530,0.16366032,0.95574326,0.52020657,0.04182855,1.68700962,0.78311673,0.53558916
-5.12956478,3.80661670,0.12211156,0.15128628,0.89890204,0.46816389,0.03771797,1.55990132,0.71490098,0.49432048
-5.12356178,3.50222895,0.11049191,0.13917728,0.84203120,0.41978906,0.03395030,1.43738256,0.64989926,0.45475199
-5.11755878,3.21256316,0.09982793,0.12744829,0.78568000,0.37534607,0.03055516,1.32042656,0.58857815,0.41720416
-5.11155578,2.93980049,0.09018610,0.11620278,0.73039398,0.33502942,0.02755576,1.20990738,0.53132476,0.38196346
-5.10555278,2.68585098,0.08161849,0.10553140,0.67670605,0.29897046,0.02496957,1.10659804,0.47844687,0.34928104
-5.09954977,2.45235198,0.07416348,0.09551107,0.62512766,0.26724471,0.02280909,1.01117010,0.43017466,0.31937197
-5.09354677,2.24067060,0.06784673,0.08620454,0.57614034,0.23987949,0.02108271,0.92419482,0.38666395,0.29241505
-5.08754377,2.05190939,0.06268206,0.07766034,0.53018792,0.21686169,0.01979565,0.84614531,0.34800066,0.26855292
-5.08154077,1.88691445,0.05867234,0.06991303,0.48766959,0.19814518,0.01895086,0.77739970,0.31420594,0.24789249
-5.07553777,1.74628517,0.05581029,0.06298384,0.44893403,0.18365756,0.01854994,0.71824477,0.28524196,0.23050560
-5.06953477,1.63038470,0.05407909,0.05688148,0.41427449,0.17330607,0.01859395,0.66887994,0.26101789,0.21642980
-5.06353177,1.53935068,0.05345290,0.05160314,0.38392517,0.16698242,0.01908427,0.62942143,0.24139579,0.20566909
-5.05752876,1.47310556,0.05389714,0.04713558,0.35805862,0.16456647,0.02002323,0.59990621,0.22619638,0.19819475
-5.05152576,1.43136615,0.05536860,0.04345637,0.33678413,0.16592871,0.02141480,0.58029575,0.21520437,0.19394606
-5.04552276,1.41365213,0.05781549,0.04053498,0.32014722,0.17093159,0.02326506,0.57047935,0.20817337,0.19283100
-5.03951976,1.41929359,0.06117724,0.03833397,0.30812988,0.17942976,0.02558258,0.57027710,0.20483034,0.19472693
-5.03351676,1.44743761,0.06538440,0.03681006,0.30065165,0.19126940,0.02837873,0.57944231,0.20487957,0.19948123
-5.02751376,1.49705421,0.07035849,0.03591509,0.29757135,0.20628683,0.03166778,0.59766362,0.20800630,0.20691216
-5.02151076,1.56694209,0.07601187,0.03559696,0.29868947,0.22430660,0.03546686,0.62456678,0.21388002,0.21680976
-5.01550775,1.65573466,0.08224794,0.03580037,0.30375112,0.24513926,0.03979578,0.65971623,0.22215767,0.22893710
-5.00950475,1.76190692,0.08896136,0.03646761,0.31244964,0.26857911,0.04467656,0.70261669,0.23248679,0.24303194
-5.00350175,1.88378379,0.09603876,0.03753914,0.32443072,0.29440219,0.05013284,0.75271488,0.24450871,0.25880880
-4.99749875,2.01955034,0.10335961,0.03895423,0.33929725,0.32236456,0.05618900,0.80940154,0.25786193,0.27596161
-4.99149575,2.16726453,0.11079753,0.04065149,0.35661481,0.35220132,0.06286903,0.87201404,0.27218575,0.29416697
-4.98549275,2.32487263,0.11822199,0.04256943,0.37591790,0.38362620,0.07019518,0.93983946,0.28712414,0.31308803
-4.97948974,2.49022756,0.12550026,0.04464696,0.39671688,0.41633215,0.07818632,1.01211865,0.30232983,0.33237900
-4.97348674,2.66111024,0.13249978,0.04682399,0.41850570,0.44999275,0.08685620,1.08805091,0.31746863,0.35169021
-4.96748374,2.83525365,0.13909068,0.04904196,0.44077022,0.48426456,0.09621139,1.16679980,0.33222375,0.37067364
-4.96148074,3.01036939,0.14514854,0.05124444,0.46299718,0.51879033,0.10624926,1.24749968,0.34630020,0.38898881
-4.95547774,3.18417607,0.15055718,0.05337774,0.48468351,0.55320307,0.11695589,1.32926320,0.35942890,0.40630887
-4.94947474,3.35442911,0.15521137,0.05539152,0.50534587,0.58713074,0.12830399,1.41118961,0.37137046,0.42232664
-4.94347174,3.51895097,0.15901951,0.05723940,0.52453016,0.62020149,0.14025115,1.49237372,0.38191855,0.43676048
-4.93746873,3.67566116,0.16190590,0.05887954,0.54182062,0.65204926,0.15273827,1.57191542,0.39090242,0.44935974
-4.93146573,3.82260516,0.16381271,0.06027520,0.55684828,0.68231952,0.16568847,1.64892966,0.39818887,0.45990959
-4.92546273,3.95798134,0.16470152,0.06139522,0.56929850,0.71067501,0.17900655,1.72255658,0.40368309,0.46823501
-4.91945973,4.08016528,0.16455420,0.06221442,0.57891707,0.73680119,0.19257901,1.79197173,0.40732877,0.47420392
-4.91345673,4.18773071,0.16337333,0.06271391,0.58551488,0.76041136,0.20627486,1.85639610,0.40910712,0.47772906
-4.90745373,4.27946651,0.16118190,0.06288125,0.58897074,0.78125117,0.21994709,1.91510586,0.40903497,0.47876888
-4.90145073,4.35438955,0.15802246,0.06271054,0.58923232,0.79910239,0.23343497,1.96744143,0.40716207,0.47732705
-4.89544772,4.41175285,0.15395563,0.06220231,0.58631503,0.81378597,0.24656696,2.01281601,0.40356757,0.47345094
-4.88944472,4.45104923,0.14905813,0.06136334,0.58029902,0.82516414,0.25916441,2.05072305,0.39835590,0.46722889
-4.88344172,4.47201044,0.14342031,0.06020626,0.57132431,0.83314172,0.27104565,2.08074271,0.39165223,0.45878650
-4.87743872,4.47460191,0.13714339,0.05874913,0.55958419,0.83766640,0.28203053,2.10254716,0.38359768,0.44828206
-4.87143572,4.45901362,0.13033639,0.05701485,0.54531743,0.83872829,0.29194525,2.11590450,0.37434442,0.43590135
-4.86543272,4.42564743,0.12311299,0.05503049,0.52879925,0.83635862,0.30062707,2.12068131,0.36405097,0.42185191
-4.85942971,4.37510149,0.11558837,0.05282655,0.51033183,0.83062777,0.30792898,2.11684369,0.35287772,0.40635708
-4.85342671,4.30815231,0.10787622,0.05043625,0.49023448,0.82164268,0.31372393,2.10445686,0.34098298,0.38965003
-4.84742371,4.22573510,0.10008590,0.04789470,0.46883401,0.80954386,0.31790856,2.08368323,0.32851960,0.37196797
-4.84142071,4.12892308,0.09231997,0.04523820,0.44645560,0.79450201,0.32040622,2.05477906,0.31563232,0.35354664
-4.83541771,4.01890627,0.08467215,0.04250346,0.42341461,0.77671449,0.32116917,2.01808980,0.30245575,0.33461541
-4.82941471,3.89697051,0.07722563,0.03972706,0.40000949,0.75640166,0.32017985,1.97404418,0.28911330,0.31539297
-4.82341171,3.76447702,0.07005192,0.03694481,0.37651606,0.73380337,0.31745129,1.92314727,0.27571680,0.29608380
-4.81740870,3.62284309,0.06321020,0.03419137,0.35318329,0.70917541,0.31302647,1.86597265,0.26236680,0.27687540
-4.81140570,3.47352423,0.05674706,0.03149989,0.33023061,0.68278640,0.30697692,1.80315388,0.24915365,0.25793635
-4.80540270,3.31799799,0.05069670,0.02890187,0.30784664,0.65491475,0.29940035,1.73537556,0.23615909,0.23941515
-4.79939970,3.15774963,0.04508156,0.02642709,0.28618945,0.62584610,0.29041780,1.66336402,0.22345824,0.22143981
-4.79339670,2.99425979,0.03991318,0.02410369,0.26538789,0.59587101,0.28017001,1.58787804,0.21112204,0.20411813
-4.78739370,2.82899405,0.03519337,0.02195837,0.24554410,0.56528306,0.26881355,1.50969958,0.19921981,0.18753856
-4.78139070,2.66339431,0.03091554,0.02001672,0.22673666,0.53437719,0.25651666,1.42962488,0.18782190,0.17177148
-4.77538769,2.49887190,0.02706612,0.01830363,0.20902439,0.50344840,0.24345500,1.34845586,0.17700224,0.15687093
-4.76938469,2.33680212,0.02362604,0.01684373,0.19245036,0.47279069,0.22980742,1.26699207,0.16684077,0.14287652
-4.76338169,2.17851996,0.02057218,0.01566195,0.17704596,0.44269618,0.21575204,1.18602327,0.15742549,0.12981553
-4.75737869,2.02531679,0.01787875,0.01478403,0.16283483,0.41345437,0.20146251,1.10632246,0.14885412,0.11770504
-4.75137569,1.87843760,0.01551858,0.01423697,0.14983634,0.38535150,0.18710475,1.02863978,0.14123525,0.10655398
-4.74537269,1.73907856,0.01346424,0.01404946,0.13806871,0.35866992,0.17283414,0.95369675,0.13468890,0.09636511
-4.73936968,1.60838454,0.01168900,0.01425219,0.12755136,0.33368737,0.15879315,0.88218134,0.12934636,0.08713682
-4.73336668,1.48744630,0.01016770,0.01487798,0.11830664,0.31067619,0.14510961,0.81474335,0.12534941,0.07886467
-4.72736368,1.37729706,0.00887737,0.01596173,0.11036087,0.28990236,0.13189538,0.75199034,0.12284863,0.07154268
-4.72136068,1.27890815,0.00779770,0.01754016,0.10374455,0.27162424,0.11924565,0.69448387,0.12200107,0.06516436
-4.71535768,1.19318358,0.00691146,0.01965129,0.09849197,0.25609112,0.10723858,0.64273600,0.12296700,0.05972345
-4.70935468,1.12095331,0.00620462,0.02233361,0.09464008,0.24354129,0.09593551,0.59720586,0.12590594,0.05521437
-4.70335168,1.06296507,0.00566653,0.02562503,0.09222679,0.23419988,0.08538145,0.55829643,0.13097197,0.05163239
-4.69734867,1.01987469,0.00528989,0.02956153,0.09128883,0.22827618,0.07560592,0.52635111,0.13830832,0.04897354
-4.69134567,0.99223505,0.00507064,0.03417559,0.09185909,0.22596055,0.06662409,0.50165038,0.14804150,0.04723428
-4.68534267,0.98048366,0.00500780,0.03949437,0.09396377,0.22742099,0.05843805,0.48440820,0.16027500,0.04641097
-4.67933967,0.98492918,0.00510320,0.04553775,0.09761929,0.23279922,0.05103832,0.47476839,0.17508278,0.04649914
-4.67333667,1.00573726,0.00536122,0.05231636,0.10282916,0.24220656,0.04440538,0.47280097,0.19250285,0.04749260
-4.66733367,1.04291621,0.00578834,0.05982951,0.10958096,0.25571946,0.03851122,0.47849850,0.21253113,0.04938242
-4.66133067,1.09630306,0.00639276,0.06806336,0.11784355,0.27337505,0.03332097,0.49177270,0.23511589,0.05215591
-4.65532766,1.16555080,0.00718389,0.07698921,0.12756456,0.29516671,0.02879439,0.51245143,0.26015315,0.05579547
-4.64932466,1.25011757,0.00817176,0.08656216,0.13866846,0.32103988,0.02488729,0.54027639,0.28748331,0.06027753
-4.64332166,1.34925874,0.00936643,0.09672027,0.15105525,0.35088841,0.02155289,0.57490176,0.31688928,0.06557153
