energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92796398,2.14323284,-2.04456788,0.01927450,-0.01918411,0.04277386,-0.09065326,0.55165419,-0.62756355,0.31798531,-0.19055121,0.52448756,-0.55831876,0.42734821,-0.38743801,0.05682260,-0.02686621,1.20143709,-1.16179518
-5.92196098,2.16782228,-2.04675893,0.01946072,-0.01896294,0.04144313,-0.08977174,0.55176813,-0.62921905,0.32369301,-0.18728455,0.53217466,-0.55526762,0.43487331,-0.39401308,0.05715285,-0.02853718,1.21774259,-1.16509729
-5.91595798,2.18755027,-2.04676921,0.01954032,-0.01889820,0.04007573,-0.08870964,0.55189402,-0.62901556,0.32871676,-0.18398352,0.53905156,-0.55163692,0.44154062,-0.40045258,0.05709484,-0.03020970,1.23127831,-1.16708446
-5.90995498,2.20216469,-2.04450373,0.01951373,-0.01897655,0.03868129,-0.08745453,0.55204187,-0.62695103,0.33298363,-0.18066355,0.54500929,-0.54750063,0.44733485,-0.40664169,0.05664816,-0.03185954,1.24188166,-1.16772039
-5.90395198,2.21153595,-2.03984899,0.01938405,-0.01918120,0.03726983,-0.08599585,0.55221756,-0.62304633,0.33643999,-0.17733630,0.54996299,-0.54292060,0.45225891,-0.41245923,0.05582080,-0.03346122,1.24946010,-1.16695907
-5.89794897,2.21564568,-2.03268757,0.01915697,-0.01949258,0.03585136,-0.08432592,0.55241901,-0.61734771,0.33905052,-0.17401111,0.55385013,-0.53794796,0.45633016,-0.41778268,0.05462877,-0.03498870,1.25398499,-1.16475222
-5.89194597,2.21457075,-2.02291423,0.01884048,-0.01988895,0.03443557,-0.08244066,0.55263246,-0.60992889,0.34079641,-0.17069655,0.55662780,-0.53262531,0.45957583,-0.42249360,0.05309561,-0.03641610,1.25548284,-1.16105785
-5.88594297,2.20846391,-2.01045274,0.01844458,-0.02034717,0.03303153,-0.08034033,0.55282928,-0.60089240,0.34167295,-0.16740199,0.55826932,-0.52698951,0.46202815,-0.42648323,0.05125146,-0.03771852,1.25402455,-1.15584931
-5.87993997,2.19753251,-1.99527240,0.01798086,-0.02084334,0.03164742,-0.07802995,0.55296339,-0.59037011,0.34168670,-0.16413914,0.55876051,-0.52107494,0.46371942,-0.42965788,0.04913211,-0.03887286,1.24971363,-1.14912434
-5.87393697,2.18201677,-1.97740327,0.01746206,-0.02135354,0.03029032,-0.07551959,0.55296974,-0.57852284,0.34085248,-0.16092338,0.55809583,-0.51491694,0.46467732,-0.43194401,0.04677771,-0.03985862,1.24267394,-1.14091360
-5.86793397,2.16216907,-1.95694912,0.01690154,-0.02185445,0.02896604,-0.07282439,0.55276389,-0.56553893,0.33919046,-0.15777493,0.55627496,-0.50855517,0.46492096,-0.43329273,0.04423152,-0.04065869,1.23303819,-1.13128799
-5.86193097,2.13823572,-1.93409739,0.01631283,-0.02232394,0.02767905,-0.06996444,0.55224292,-0.55163191,0.33672345,-0.15471963,0.55329978,-0.50203662,0.46445777,-0.43368338,0.04153857,-0.04125997,1.22093770,-1.12036441
-5.85592796,2.11044225,-1.90912535,0.01570906,-0.02274165,0.02643243,-0.06696431,0.55128768,-0.53703702,0.33347469,-0.15178942,0.54917225,-0.49541822,0.46328154,-0.43312614,0.03874427,-0.04165390,1.20649414,-1.10830945
-5.84992496,2.07898319,-1.88240187,0.01510255,-0.02308938,0.02522799,-0.06385255,0.54976640,-0.52200697,0.32946624,-0.14902236,0.54389325,-0.48876853,0.46137182,-0.43166339,0.03589317,-0.04183681,1.18981386,-1.09534061
-5.84392196,2.04401683,-1.85438452,0.01450438,-0.02335153,0.02406630,-0.06066093,0.54753950,-0.50680686,0.32471809,-0.14646225,0.53746242,-0.48216873,0.45869453,-0.42936980,0.03302779,-0.04181009,1.17098496,-1.08172490
-5.83791896,2.00566504,-1.82561186,0.01392405,-0.02351531,0.02294693,-0.05742354,0.54446543,-0.49170834,0.31924792,-0.14415777,0.52987913,-0.47571250,0.45520401,-0.42635097,0.03018763,-0.04158017,1.15007726,-1.06777460
-5.83191596,1.96401808,-1.79669081,0.01336923,-0.02357097,0.02186864,-0.05417592,0.54040723,-0.47698346,0.31307169,-0.14216118,0.52114431,-0.46950491,0.45084616,-0.42274071,0.02740831,-0.04115825,1.12714502,-1.05384023
-5.82591296,1.91914358,-1.76827969,0.01284559,-0.02351187,0.02082967,-0.05095398,0.53523953,-0.46289804,0.30620471,-0.14052660,0.51126318,-0.46366019,0.44556258,-0.41869696,0.02472098,-0.04055990,1.10223205,-1.04030084
-5.81990995,1.87109898,-1.74106716,0.01235674,-0.02333447,0.01982795,-0.04779304,0.52885558,-0.44970500,0.29866331,-0.13930802,0.50024844,-0.45829856,0.43929540,-0.41439651,0.02215187,-0.03980443,1.07537878,-1.02755200
-5.81390695,1.81994626,-1.71574799,0.01190424,-0.02303824,0.01886141,-0.04472681,0.52117392,-0.43763776,0.29046680,-0.13855688,0.48812382,-0.45354206,0.43199250,-0.41002859,0.01972213,-0.03891414,1.04663045,-1.01599165
-5.80790395,1.76576757,-1.69299650,0.01148776,-0.02262550,0.01792823,-0.04178655,0.51214422,-0.42690386,0.28163955,-0.13831960,0.47492753,-0.44950972,0.42361270,-0.40578772,0.01744774,-0.03791344,1.01604595,-1.00600468
-5.80190095,1.70868065,-1.67343873,0.01110521,-0.02210113,0.01702704,-0.03900019,0.50175212,-0.41767911,0.27221297,-0.13863493,0.46071539,-0.44631217,0.41413066,-0.40186590,0.01533974,-0.03682792,0.98370632,-0.99794656
-5.79589795,1.64885251,-1.65762462,0.01075304,-0.02147236,0.01615713,-0.03639167,0.49002254,-0.41010234,0.26222736,-0.13953135,0.44556327,-0.44404586,0.40354114,-0.39844467,0.01340450,-0.03568334,0.94972234,-0.99212693
-5.78989495,1.58651043,-1.64600129,0.01042654,-0.02074835,0.01531852,-0.03398040,0.47702135,-0.40427105,0.25173317,-0.14102466,0.42956865,-0.44278744,0.39186234,-0.39568713,0.01164411,-0.03450472,0.91424046,-0.98879377
-5.78389195,1.52194932,-1.63888896,0.01012019,-0.01993986,0.01451209,-0.03178090,0.46285521,-0.40023793,0.24079181,-0.14311585,0.41285110,-0.44258825,0.37913802,-0.39373051,0.01005697,-0.03331542,0.87744662,-0.98811905
-5.77788894,1.45553467,-1.63646041,0.00982799,-0.01905885,0.01373950,-0.02980251,0.44766951,-0.39800871,0.22947577,-0.14578932,0.39555148,-0.44346955,0.36543842,-0.39267943,0.00863828,-0.03213638,0.83956753,-0.99018655
-5.77188594,1.38770091,-1.63872549,0.00954381,-0.01811813,0.01300321,-0.02804946,0.43164453,-0.39754115,0.21786804,-0.14901170,0.37782990,-0.44541857,0.35085979,-0.39260032,0.00738066,-0.03098543,0.80086933,-0.99498249
-5.76588294,1.31894510,-1.64552124,0.00926171,-0.01713093,0.01230627,-0.02652087,0.41498987,-0.39874550,0.20606083,-0.15273124,0.35986250,-0.44838572,0.33552259,-0.39351721,0.00627472,-0.02987684,0.76165343,-1.00238971
-5.75987994,1.24981624,-1.65650877,0.00897628,-0.01611057,0.01165220,-0.02521113,0.39793745,-0.40148633,0.19415372,-0.15687794,0.34183706,-0.45228328,0.31956849,-0.39540911,0.00530967,-0.02882101,0.72225001,-1.01218579
-5.75387694,1.18090083,-1.67117703,0.00868279,-0.01507013,0.01104477,-0.02411026,0.38073338,-0.40558590,0.18225121,-0.16136438,0.32394778,-0.45698557,0.30315626,-0.39820920,0.00447378,-0.02782434,0.68300927,-1.02404539
-5.74787394,1.11280549,-1.68885379,0.00837748,-0.01402218,0.01048773,-0.02320446,0.36362913,-0.41082895,0.17045990,-0.16608731,0.30638939,-0.46233083,0.28645692,-0.40180591,0.00375488,-0.02688935,0.64429106,-1.03754696
-5.74187094,1.04613764,-1.70872368,0.00805761,-0.01297848,0.00998459,-0.02247678,0.34687230,-0.41696877,0.15888544,-0.17093000,0.28935097,-0.46812480,0.26964828,-0.40604585,0.00314073,-0.02601488,0.60645341,-1.05218373
-5.73586793,0.98148535,-1.72985268,0.00772156,-0.01194984,0.00953835,-0.02190782,0.33069756,-0.42373453,0.14762939,-0.17576519,0.27300966,-0.47414591,0.25290922,-0.41073855,0.00261941,-0.02519651,0.56984065,-1.06737867
-5.72986493,0.91939747,-1.75121812,0.00736884,-0.01094589,0.00915127,-0.02147652,0.31531803,-0.43083958,0.13678623,-0.18045868,0.25752475,-0.48015188,0.23641403,-0.41566284,0.00217950,-0.02442712,0.53477180,-1.08250281
-5.72386193,0.86036518,-1.77174330,0.00700004,-0.00997506,0.00882467,-0.02116088,0.30091766,-0.43799041,0.12644056,-0.18487330,0.24303236,-0.48588759,0.22032703,-0.42057462,0.00181035,-0.02369748,0.50152973,-1.09689638
-5.71785893,0.80480587,-1.79033494,0.00661671,-0.00904442,0.00855875,-0.02093884,0.28764484,-0.44489601,0.11666480,-0.18887319,0.22964095,-0.49109377,0.20479782,-0.42521564,0.00150215,-0.02299693,0.47035187,-1.10989167
-5.71185593,0.75305027,-1.80592209,0.00622128,-0.00815974,0.00835254,-0.02078891,0.27560753,-0.45127726,0.10751731,-0.19232814,0.21742803,-0.49551619,0.18995721,-0.42932306,0.00124608,-0.02231410,0.44142281,-1.12083685
-5.70585293,0.70533338,-1.81749465,0.00581684,-0.00732544,0.00820377,-0.02069089,0.26487014,-0.45687590,0.09904121,-0.19511792,0.20643800,-0.49891494,0.17591419,-0.43263916,0.00103427,-0.02163760,0.41486919,-1.12911943
-5.69984992,0.66178968,-1.82413986,0.00540700,-0.00654469,0.00810896,-0.02062643,0.25545228,-0.46146278,0.09126380,-0.19713621,0.19668145,-0.50107324,0.16275389,-0.43492098,0.00085985,-0.02095662,0.39075711,-1.13418857
-5.69384692,0.62245269,-1.82507488,0.00499568,-0.00581944,0.00806345,-0.02057948,0.24732940,-0.46484491,0.08419661,-0.19829418,0.18813585,-0.50180550,0.15053665,-0.43594932,0.00071692,-0.02026154,0.36909221,-1.13557486
-5.68784392,0.58725901,-1.81967423,0.00458695,-0.00515055,0.00806158,-0.02053661,0.24043514,-0.46687109,0.07783617,-0.19852340,0.18074748,-0.50096413,0.13929819,-0.43553672,0.00060045,-0.01954435,0.34982232,-1.13290704
-5.68184092,0.55605628,-1.80749065,0.00418482,-0.00453789,0.00809685,-0.02048725,0.23466555,-0.46743579,0.07216531,-0.19777799,0.17443473,-0.49844471,0.12905079,-0.43353415,0.00050629,-0.01879898,0.33284250,-1.12592447
-5.67583792,0.52861492,-1.78826849,0.00379313,-0.00398049,0.00816222,-0.02042369,0.22988456,-0.46648103,0.06715492,-0.19603593,0.16909240,-0.49418939,0.11978535,-0.42983605,0.00043104,-0.01802157,0.31800227,-1.11448521
-5.66983492,0.50464275,-1.76194922,0.00341537,-0.00347663,0.00825036,-0.02034102,0.22593076,-0.46399634,0.06276623,-0.19329953,0.16459688,-0.48818826,0.11147432,-0.42438350,0.00037202,-0.01721052,0.30511461,-1.09856898
-5.66383192,0.48380196,-1.72866880,0.00305463,-0.00302401,0.00835401,-0.02023692,0.22262502,-0.46001663,0.05895329,-0.18959489,0.16081199,-0.48047865,0.10407518,-0.41716553,0.00032718,-0.01636646,0.29396622,-1.07827529
-5.65782891,0.46572740,-1.68874730,0.00271348,-0.00261987,0.00846629,-0.02011133,0.21977852,-0.45461821,0.05566564,-0.18497058,0.15759514,-0.47114246,0.09753428,-0.40821842,0.00029503,-0.01549214,0.28432867,-1.05381664
-5.65182591,0.45004560,-1.64267138,0.00239395,-0.00226110,0.00858103,-0.01996605,0.21720108,-0.44791308,0.05285106,-0.17949548,0.15480362,-0.46030162,0.09179106,-0.39762322,0.00027461,-0.01459217,0.27596983,-1.02550745
-5.64582291,0.43639339,-1.59107082,0.00209747,-0.00194439,0.00869313,-0.01980425,0.21470909,-0.44004195,0.05045821,-0.17325597,0.15230069,-0.44811202,0.08678213,-0.38550154,0.00026543,-0.01367274,0.26866519,-0.99374926
-5.63981991,0.42443555,-1.53469024,0.00182497,-0.00166627,0.00879884,-0.01962999,0.21213306,-0.43116622,0.04843915,-0.16635260,0.14996121,-0.43475619,0.08244529,-0.37200995,0.00026742,-0.01274124,0.26220833,-0.95901298
-5.63381691,0.41388057,-1.47435773,0.00157679,-0.00142330,0.00889603,-0.01944766,0.20932416,-0.42145944,0.04675155,-0.15889638,0.14767665,-0.42043518,0.07872324,-0.35733334,0.00028088,-0.01180590,0.25642048,-0.92181932
-5.62781391,0.40449405,-1.41095183,0.00135281,-0.00121203,0.00898437,-0.01926155,0.20615973,-0.41109871,0.04536058,-0.15100490,0.14535924,-0.40536013,0.07556677,-0.34167750,0.00030648,-0.01087538,0.25115844,-0.88271825
-5.62181091,0.39610909,-1.34536875,0.00115249,-0.00102916,0.00906555,-0.01907535,0.20254749,-0.40025645,0.04424038,-0.14279845,0.14294509,-0.38974381,0.07293735,-0.32526135,0.00034523,-0.00995843,0.24632071,-0.84226867
-5.61580790,0.38863342,-1.27849117,0.00097492,-0.00087154,0.00914327,-0.01889183,0.19842825,-0.38909302,0.04337511,-0.13439630,0.14039623,-0.37379277,0.07080914,-0.30830926,0.00039841,-0.00906350,0.24185170,-0.80101906
-5.60980490,0.38205290,-1.21116017,0.00081887,-0.00073621,0.00922333,-0.01871254,0.19377719,-0.37775041,0.04275944,-0.12591334,0.13770146,-0.35770033,0.06917012,-0.29104375,0.00046757,-0.00819847,0.23774362,-0.75949022
-5.60380190,0.37643142,-1.14415140,0.00068294,-0.00062042,0.00931351,-0.01853768,0.18860358,-0.36634754,0.04239870,-0.11745708,0.13487607,-0.34164078,0.06802256,-0.27367882,0.00055450,-0.00737040,0.23403631,-0.71816068
-5.59779890,0.37190725,-1.07815634,0.00056554,-0.00052169,0.00942345,-0.01836602,0.18294919,-0.35497711,0.04230841,-0.10912529,0.13196043,-0.32576504,0.06738262,-0.25641438,0.00066116,-0.00658536,0.23081480,-0.67745525
-5.59179590,0.36868590,-1.01376921,0.00046500,-0.00043775,0.00956442,-0.01819500,0.17688525,-0.34370426,0.04251350,-0.10100417,0.12901753,-0.31019788,0.06727928,-0.23943172,0.00078965,-0.00584828,0.22820489,-0.63773721
-5.58579290,0.36702999,-0.95147979,0.00037964,-0.00036657,0.00974906,-0.01802086,0.17050849,-0.33256693,0.04304703,-0.09316722,0.12612966,-0.29503672,0.06775249,-0.22289027,0.00094211,-0.00516295,0.22636684,-0.59930413
-5.57978989,0.36724645,-0.89167183,0.00030776,-0.00030635,0.00999102,-0.01783897,0.16393616,-0.32157787,0.04394864,-0.08567468,0.12339429,-0.28035208,0.06885077,-0.20692577,0.00112071,-0.00453196,0.22548754,-0.56238724
-5.57378689,0.36967163,-0.83462695,0.00024775,-0.00025553,0.01030458,-0.01764411,0.15730046,-0.31072804,0.04526270,-0.07857360,0.12091942,-0.26618934,0.07062825,-0.19164960,0.00132751,-0.00395681,0.22577136,-0.52715412
-5.56778389,0.37465484,-0.78053297,0.00019806,-0.00021271,0.01070426,-0.01743090,0.15074262,-0.29999111,0.04703629,-0.07189839,0.11881857,-0.25257183,0.07314132,-0.17714935,0.00156437,-0.00343798,0.22743016,-0.49371427
-5.56178089,0.38254119,-0.72949623,0.00015726,-0.00017670,0.01120435,-0.01719424,0.14440684,-0.28932885,0.04931705,-0.06567194,0.11720567,-0.23950475,0.07644505,-0.16349048,0.00183287,-0.00297508,0.23067286,-0.46212696
-5.55577789,0.39365421,-0.68155643,0.00012404,-0.00014648,0.01181855,-0.01692973,0.13843440,-0.27869680,0.05215109,-0.05990691,0.11618990,-0.22697985,0.08058943,-0.15071875,0.00213418,-0.00256698,0.23569491,-0.43241080
-5.54977489,0.40827915,-0.63670344,0.00009723,-0.00012114,0.01255951,-0.01663406,0.13295817,-0.26805014,0.05558090,-0.05460745,0.11587094,-0.21498034,0.08561577,-0.13886334,0.00246896,-0.00221199,0.24266818,-0.40455428
-5.54377189,0.42664765,-0.59489453,0.00007577,-0.00009995,0.01343852,-0.01630544,0.12809771,-0.25734918,0.05964355,-0.04977093,0.11633462,-0.20348588,0.09155324,-0.12794038,0.00283725,-0.00190807,0.25173170,-0.37852672
-5.53776888,0.44892448,-0.55607139,0.00005876,-0.00008226,0.01446518,-0.01594384,0.12395516,-0.24656428,0.06436910,-0.04538980,0.11764923,-0.19247726,0.09841589,-0.11795666,0.00323833,-0.00165292,0.26298365,-0.35428891
-5.53176588,0.47519703,-0.52017581,0.00004541,-0.00006751,0.01564720,-0.01555127,0.12061208,-0.23567990,0.06977947,-0.04145331,0.11986267,-0.18194056,0.10620012,-0.10891323,0.00367070,-0.00144423,0.27647500,-0.33180287
-5.52576288,0.50546809,-0.48716340,0.00003504,-0.00005524,0.01699025,-0.01513190,0.11812720,-0.22469756,0.07588769,-0.03794923,0.12300053,-0.17187062,0.11488297,-0.10080886,0.00413196,-0.00127975,0.29220507,-0.31104038
-5.51975988,0.53965239,-0.45701465,0.00002710,-0.00004507,0.01849796,-0.01469207,0.11653541,-0.21363767,0.08269767,-0.03486518,0.12706514,-0.16227358,0.12442121,-0.09364302,0.00461878,-0.00115744,0.31011944,-0.29198978
-5.51375688,0.57757730,-0.42974294,0.00002111,-0.00003665,0.02017196,-0.01424027,0.11584764,-0.20254014,0.09020452,-0.03218991,0.13203575,-0.15316847,0.13475130,-0.08741834,0.00512693,-0.00107555,0.33011020,-0.27466081
-5.50775388,0.61898768,-0.40539934,0.00001670,-0.00002972,0.02201205,-0.01378695,0.11605194,-0.19146375,0.09839543,-0.02991414,0.13786979,-0.14458779,0.14579050,-0.08214237,0.00565123,-0.00103269,0.35201880,-0.25908747
-5.50175088,0.66355504,-0.38407398,0.00001356,-0.00002402,0.02401651,-0.01334430,0.11711538,-0.18048447,0.10725106,-0.02803113,0.14450516,-0.13657712,0.15743882,-0.07782868,0.00618568,-0.00102787,0.37564138,-0.24532872
-5.49574787,0.71089064,-0.36589420,0.00001144,-0.00001937,0.02618239,-0.01292586,0.11898693,-0.16969280,0.11674738,-0.02653703,0.15186344,-0.12919380,0.16958211,-0.07449719,0.00672353,-0.00106050,0.40073652,-0.23346710
-5.48974487,0.76056203,-0.35101963,0.00001017,-0.00001558,0.02850598,-0.01254618,0.12160095,-0.15919040,0.12685788,-0.02543076,0.15985406,-0.12250482,0.18209600,-0.07217370,0.00725745,-0.00113036,0.42703509,-0.22360555
-5.48374187,0.81211260,-0.33963452,0.00000960,-0.00001252,0.03098322,-0.01222032,0.12488125,-0.14908603,0.13755605,-0.02471373,0.16837897,-0.11658397,0.19485054,-0.07088877,0.00777969,-0.00123758,0.45425184,-0.21586248
-5.47773887,0.86508291,-0.33193776,0.00000965,-0.00001006,0.03361018,-0.01196338,0.12874556,-0.13949132,0.14881793,-0.02438926,0.17733790,-0.11150852,0.20771555,-0.07067594,0.00828229,-0.00138250,0.48209829,-0.21036543
-5.47173587,0.91903309,-0.32813112,0.00001024,-0.00000810,0.03638344,-0.01178994,0.13311000,-0.13051632,0.16062461,-0.02446177,0.18663376,-0.10735557,0.22056618,-0.07156933,0.00875732,-0.00156564,0.51029628,-0.20724371
-5.46573287,0.97356498,-0.32840613,0.00001135,-0.00000657,0.03930049,-0.01171360,0.13789364,-0.12226512,0.17296444,-0.02493584,0.19617798,-0.10419812,0.23328863,-0.07360084,0.00919715,-0.00178757,0.53859143,-0.20662017
-5.45972986,1.02834279,-0.33293028,0.00001297,-0.00000537,0.04235996,-0.01174642,0.14302271,-0.11483188,0.18583477,-0.02581505,0.20589553,-0.10210118,0.24578555,-0.07679701,0.00959468,-0.00204873,0.56676605,-0.20860265
-5.45372686,1.08311108,-0.34183311,0.00001514,-0.00000447,0.04556180,-0.01189842,0.14843430,-0.10829712,0.19924312,-0.02710088,0.21572932,-0.10111808,0.25798097,-0.08117570,0.00994359,-0.00234934,0.59465043,-0.21327538
-5.44772386,1.13770894,-0.35519278,0.00001790,-0.00000381,0.04890721,-0.01217719,0.15407957,-0.10272472,0.21320752,-0.02879149,0.22564373,-0.10128695,0.26982432,-0.08674275,0.01023857,-0.00268926,0.62213213,-0.22069077
-5.44172086,1.19207927,-0.37302376,0.00002132,-0.00000334,0.05239856,-0.01258745,0.15992601,-0.09815951,0.22775597,-0.03088060,0.23562704,-0.10262781,0.28129337,-0.09348878,0.01047553,-0.00306779,0.64916247,-0.23086183
-5.43571786,1.24627239,-0.39526625,0.00002552,-0.00000304,0.05603900,-0.01313078,0.16595894,-0.09462560,0.24292503,-0.03335649,0.24569255,-0.10514009,0.29239587,-0.10138640,0.01065173,-0.00348360,0.67575977,-0.24375581
-5.42971486,1.30044363,-0.42177783,0.00003061,-0.00000288,0.05983208,-0.01380534,0.17218203,-0.09212547,0.25875734,-0.03620110,0.25587829,-0.10880096,0.30316956,-0.11038777,0.01076594,-0.00393458,0.70200901,-0.25928919
-5.42371186,1.35484451,-0.45232803,0.00003679,-0.00000284,0.06378115,-0.01460580,0.17861683,-0.09063984,0.27529843,-0.03938945,0.26624534,-0.11356437,0.31368075,-0.12042302,0.01081843,-0.00441775,0.72805778,-0.27732448
-5.41770885,1.40980793,-0.48659615,0.00004425,-0.00000291,0.06788874,-0.01552326,0.18530146,-0.09012831,0.29259271,-0.04288930,0.27687463,-0.11936106,0.32402123,-0.13139940,0.01081099,-0.00492921,0.75410841,-0.29766901
-5.41170585,1.46572786,-0.52417275,0.00005325,-0.00000307,0.07215598,-0.01654537,0.19228837,-0.09053073,0.31067898,-0.04666107,0.28786246,-0.12609938,0.33430372,-0.14320141,0.01074688,-0.00546410,0.78040684,-0.32007609
-5.40570285,1.52303460,-0.56456515,0.00006412,-0.00000333,0.07658198,-0.01765653,0.19964150,-0.09176925,0.32958577,-0.05065824,0.29931489,-0.13366714,0.34465607,-0.15569199,0.01063070,-0.00601662,0.80722834,-0.34424845
-5.39969985,1.58216671,-0.60720694,0.00007725,-0.00000368,0.08116341,-0.01883824,0.20743288,-0.09375097,0.34932664,-0.05482802,0.31134123,-0.14193443,0.35521439,-0.16871492,0.01046821,-0.00658009,0.83486110,-0.36984430
-5.39369685,1.64354144,-0.65147163,0.00009309,-0.00000413,0.08589422,-0.02006953,0.21573884,-0.09637117,0.36989603,-0.05911244,0.32404701,-0.15075727,0.36611556,-0.18209820,0.01026612,-0.00714703,0.86358826,-0.39648579
-5.38769385,1.70752509,-0.69669004,0.00011221,-0.00000469,0.09076567,-0.02132752,0.22463626,-0.09951700,0.39126582,-0.06344981,0.33752670,-0.15998216,0.37748947,-0.19565870,0.01003186,-0.00770936,0.89366940,-0.42376973
-5.38169085,1.77440520,-0.74217107,0.00013526,-0.00000536,0.09576658,-0.02258814,0.23419876,-0.10307144,0.41338295,-0.06777647,0.35185668,-0.16945131,0.38945140,-0.20920761,0.00977329,-0.00825852,0.92532262,-0.45128047
-5.37568784,1.84436632,-0.78722526,0.00016301,-0.00000617,0.10088401,-0.02382678,0.24449333,-0.10691755,0.43616847,-0.07202889,0.36708874,-0.17900845,0.40209493,-0.22255687,0.00949847,-0.00878576,0.95870793,-0.47860431
-5.36968484,1.91747069,-0.83119027,0.00019638,-0.00000714,0.10610416,-0.02501918,0.25557738,-0.11094279,0.45951811,-0.07614585,0.38324452,-0.18850490,0.41548597,-0.23552599,0.00921535,-0.00928235,0.99391320,-0.50534508
-5.36368184,1.99364536,-0.87345720,0.00023639,-0.00000829,0.11141372,-0.02614222,0.26749641,-0.11504329,0.48330452,-0.08007089,0.40031119,-0.19780584,0.42965793,-0.24794936,0.00893154,-0.00973989,1.03094319,-0.53114026
-5.35767884,2.07267636,-0.91349677,0.00028423,-0.00000967,0.11680139,-0.02717474,0.28028246,-0.11912790,0.50738125,-0.08375460,0.41823869,-0.20679635,0.44460865,-0.25968335,0.00865411,-0.01015057,1.06971255,-0.55567687
-5.35167584,2.15421045,-0.95088390,0.00034122,-0.00001130,0.12225967,-0.02809838,0.29395322,-0.12312188,0.53158820,-0.08715692,0.43693847,-0.21538703,0.46029894,-0.27061312,0.00838941,-0.01050743,1.11004298,-0.57870637
-5.34567284,2.23776444,-0.98531964,0.00040881,-0.00001324,0.12778672,-0.02889829,0.30851192,-0.12697009,0.55575849,-0.09024920,0.45628415,-0.22351884,0.47665311,-0.28065869,0.00814291,-0.01080467,1.15166485,-0.60005794
