energy_ev,total_up,B_p_up,B_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.47773887,0.85360261,0.18493971,0.00000000,0.32206980,0.36660040,0.00981193,0.18620532
-5.47173587,0.95983039,0.20712790,0.00000000,0.36018121,0.41072947,0.01111009,0.21117204
-5.46573287,1.07439916,0.23084095,0.00000000,0.40068514,0.45786748,0.01250398,0.23858184
-5.45972986,1.19697889,0.25595698,0.00000000,0.44338567,0.50780063,0.01398862,0.26846163
-5.45372686,1.32713026,0.28232659,0.00000000,0.48804802,0.56026491,0.01555709,0.30082028
-5.44772386,1.46430609,0.30977383,0.00000000,0.53440184,0.61494816,0.01720062,0.33564713
-5.44172086,1.60785532,0.33809793,0.00000000,0.58214557,0.67149330,0.01890863,0.37291081
-5.43571786,1.75702941,0.36707574,0.00000000,0.63095157,0.72950275,0.02066896,0.41255814
-5.42971486,1.91099094,0.39646494,0.00000000,0.68047197,0.78854392,0.02246812,0.45451329
-5.42371186,2.06882392,0.42600766,0.00000000,0.73034476,0.84815535,0.02429157,0.49867699
-5.41770885,2.22954548,0.45543465,0.00000000,0.78020000,0.90785345,0.02612412,0.54492600
-5.41170585,2.39211828,0.48446968,0.00000000,0.82966575,0.96713958,0.02795034,0.59311255
-5.40570285,2.55546346,0.51283412,0.00000000,0.87837350,1.02550711,0.02975498,0.64306400
-5.39969985,2.71847350,0.54025154,0.00000000,0.92596294,1.08244846,0.03152342,0.69458261
-5.39369685,2.88002484,0.56645212,0.00000000,0.97208589,1.13746174,0.03324207,0.74744553
-5.38769385,3.03899011,0.59117698,0.00000000,1.01640937,1.19005715,0.03489882,0.80140504
-5.38169085,3.19424973,0.61418206,0.00000000,1.05861784,1.23976284,0.03648332,0.85618925
-5.37568784,3.34470323,0.63524171,0.00000000,1.09841468,1.28613048,0.03798729,0.91150323
-5.36968484,3.48928010,0.65415190,0.00000000,1.13552317,1.32874037,0.03940472,0.96703078
-5.36368184,3.62695068,0.67073302,0.00000000,1.16968705,1.36720634,0.04073192,1.02243697
-5.35767884,3.75673700,0.68483222,0.00000000,1.20067109,1.40118042,0.04196760,1.07737138
-5.35167584,3.87772394,0.69632544,0.00000000,1.22826166,1.43035739,0.04311272,1.13147228
-5.34567284,3.98907065,0.70511905,0.00000000,1.25226777,1.45447918,0.04417034,1.18437150
-5.33966983,4.09002221,0.71115108,0.00000000,1.27252242,1.47333920,0.04514532,1.23570006
-5.33366683,4.17992122,0.71439208,0.00000000,1.28888465,1.48678644,0.04604402,1.28509439
-5.32766383,4.25821904,0.71484564,0.00000000,1.30124193,1.49472917,0.04687387,1.33220275
-5.32166083,4.32448601,0.71254844,0.00000000,1.30951313,1.49713813,0.04764293,1.37669172
-5.31565783,4.37842006,0.70756974,0.00000000,1.31365147,1.49404890,0.04835945,1.41825243
-5.30965483,4.41985288,0.70001047,0.00000000,1.31364760,1.48556313,0.04903141,1.45660599
-5.30365183,4.44875303,0.69000164,0.00000000,1.30953214,1.47184845,0.04966602,1.49150804
-5.29764882,4.46522524,0.67770206,0.00000000,1.30137760,1.45313677,0.05026937,1.52275187
-5.29164582,4.46950546,0.66329555,0.00000000,1.28929927,1.42972079,0.05084601,1.55017010
-5.28564282,4.46195138,0.64698730,0.00000000,1.27345478,1.40194863,0.05139865,1.57363455
-5.27963982,4.44302847,0.62899979,0.00000000,1.25404235,1.37021660,0.05192791,1.59305451
-5.27363682,4.41329197,0.60956800,0.00000000,1.23129733,1.33496028,0.05243217,1.60837341
-5.26763382,4.37336538,0.58893436,0.00000000,1.20548745,1.29664411,0.05290746,1.61956405
-5.26163082,4.32391669,0.56734335,0.00000000,1.17690659,1.25574992,0.05334749,1.62662293
-5.25562781,4.26563336,0.54503607,0.00000000,1.14586756,1.21276490,0.05374374,1.62956406
-5.24962481,4.19919781,0.52224498,0.00000000,1.11269416,1.16816939,0.05408566,1.62841266
-5.24362181,4.12526455,0.49918899,0.00000000,1.07771295,1.12242532,0.05436091,1.62319951
-5.23761881,4.04444080,0.47606917,0.00000000,1.04124517,1.07596556,0.05455576,1.61395629
-5.23161581,3.95727153,0.45306519,0.00000000,1.00359927,1.02918494,0.05465550,1.60071248
-5.22561281,3.86423026,0.43033271,0.00000000,0.96506448,0.98243321,0.05464497,1.58349405
-5.21960980,3.76571591,0.40800185,0.00000000,0.92590572,0.93601029,0.05450907,1.56232430
-5.21360680,3.66205624,0.38617663,0.00000000,0.88636010,0.89016396,0.05423334,1.53722674
-5.20760380,3.55351731,0.36493556,0.00000000,0.84663517,0.84509003,0.05380458,1.50822988
-5.20160080,3.44031846,0.34433318,0.00000000,0.80690883,0.80093484,0.05321143,1.47537374
-5.19559780,3.32265159,0.32440249,0.00000000,0.76733092,0.75779977,0.05244486,1.43871746
-5.18959480,3.20070327,0.30515798,0.00000000,0.72802613,0.71574747,0.05149871,1.39834747
-5.18359180,3.07467807,0.28659927,0.00000000,0.68909802,0.67480922,0.05037007,1.35438565
-5.17758879,2.94482135,0.26871487,0.00000000,0.65063369,0.63499301,0.04905960,1.30699665
-5.17158579,2.81143981,0.25148605,0.00000000,0.61270879,0.59629176,0.04757164,1.25639386
-5.16558279,2.67491820,0.23489051,0.00000000,0.57539243,0.55869115,0.04591435,1.20284339
-5.15957979,2.53573104,0.21890564,0.00000000,0.53875166,0.52217669,0.04409955,1.14666563
-5.15357679,2.39444844,0.20351132,0.00000000,0.50285517,0.48673964,0.04214252,1.08823419
-5.14757379,2.25173565,0.18869207,0.00000000,0.46777606,0.45238150,0.04006164,1.02797204
-5.14157079,2.10834615,0.17443849,0.00000000,0.43359350,0.41911703,0.03787789,0.96634496
-5.13556778,1.96510907,0.16074808,0.00000000,0.40039331,0.38697573,0.03561434,0.90385274
-5.12956478,1.82291145,0.14762540,0.00000000,0.36826740,0.35600184,0.03329546,0.84101828
-5.12356178,1.68267680,0.13508164,0.00000000,0.33731239,0.32625312,0.03094649,0.77837550
-5.11755878,1.54534105,0.12313377,0.00000000,0.30762741,0.29779868,0.02859274,0.71645638
-5.11155578,1.41182767,0.11180334,0.00000000,0.27931143,0.27071598,0.02625889,0.65577811
-5.10555278,1.28302324,0.10111512,0.00000000,0.25246042,0.24508759,0.02396847,0.59683073
-5.09954977,1.15975492,0.09109565,0.00000000,0.22716442,0.22099778,0.02174322,0.54006617
-5.09354677,1.04277114,0.08177183,0.00000000,0.20350498,0.19852934,0.01960272,0.48588896
-5.08754377,0.93272625,0.07316974,0.00000000,0.18155297,0.17776086,0.01756401,0.43464912
-5.08154077,0.83016987,0.06531359,0.00000000,0.16136701,0.15876454,0.01564143,0.38663752
-5.07553777,0.73554130,0.05822500,0.00000000,0.14299259,0.14160478,0.01384644,0.34208375
-5.06953477,0.64916879,0.05192258,0.00000000,0.12646186,0.12633739,0.01218774,0.30115643
-5.06353177,0.57127353,0.04642172,0.00000000,0.11179410,0.11300956,0.01067132,0.26396587
-5.05752876,0.50197763,0.04173469,0.00000000,0.09899677,0.10166036,0.00930074,0.23056877
-5.05152576,0.44131544,0.03787082,0.00000000,0.08806699,0.09232172,0.00807739,0.20097455
-5.04552276,0.38924709,0.03483694,0.00000000,0.07899339,0.08501955,0.00700089,0.17515282
-5.03951976,0.34567344,0.03263766,0.00000000,0.07175797,0.07977506,0.00606948,0.15304167
-5.03351676,0.31045135,0.03127577,0.00000000,0.06633802,0.07660581,0.00528043,0.13455615
-5.02751376,0.28340827,0.03075245,0.00000000,0.06270775,0.07552647,0.00463045,0.11959660
-5.02151076,0.26435535,0.03106730,0.00000000,0.06083961,0.07654910,0.00411615,0.10805623
-5.01550775,0.25309833,0.03221817,0.00000000,0.06070507,0.07968280,0.00373434,0.09982789
-5.00950475,0.24944561,0.03420079,0.00000000,0.06227494,0.08493268,0.00348236,0.09480939
-5.00350175,0.25321322,0.03700811,0.00000000,0.06551896,0.09229811,0.00335840,0.09290743
-4.99749875,0.26422647,0.04062944,0.00000000,0.07040495,0.10177036,0.00336161,0.09403984
-4.99149575,0.28231820,0.04504941,0.00000000,0.07689724,0.11332957,0.00349226,0.09813613
-4.98549275,0.30732398,0.05024687,0.00000000,0.08495479,0.12694138,0.00375178,0.10513640
-4.97948974,0.33907452,0.05619365,0.00000000,0.09452885,0.14255320,0.00414270,0.11498860
-4.97348674,0.37738581,0.06285345,0.00000000,0.10556042,0.16009054,0.00466854,0.12764443
-4.96748374,0.42204751,0.07018081,0.00000000,0.11797773,0.17945346,0.00533358,0.14305400
-4.96148074,0.47281046,0.07812034,0.00000000,0.13169375,0.20051350,0.00614264,0.16115956
-4.95547774,0.52937387,0.08660618,0.00000000,0.14660405,0.22311127,0.00710068,0.18188864
-4.94947474,0.59137308,0.09556191,0.00000000,0.16258511,0.24705499,0.00821245,0.20514693
-4.94347174,0.65836859,0.10490076,0.00000000,0.17949319,0.27211999,0.00948202,0.23081124
-4.93746873,0.72983711,0.11452636,0.00000000,0.19716401,0.29804961,0.01091229,0.25872307
-4.93146573,0.80516525,0.12433383,0.00000000,0.21541315,0.32455724,0.01250454,0.28868297
-4.92546273,0.88364642,0.13421134,0.00000000,0.23403737,0.35132980,0.01425787,0.32044623
-4.91945973,0.96448142,0.14404202,0.00000000,0.25281679,0.37803241,0.01616878,0.35372015
-4.91345673,1.04678279,0.15370610,0.00000000,0.27151791,0.40431431,0.01823074,0.38816316
-4.90745373,1.12958339,0.16308332,0.00000000,0.28989735,0.42981567,0.02043376,0.42338611
-4.90145073,1.21184874,0.17205543,0.00000000,0.30770636,0.45417523,0.02276417,0.45895568
-4.89544772,1.29249326,0.18050864,0.00000000,0.32469568,0.47703835,0.02520439,0.49440005
-4.88944472,1.37039976,0.18833601,0.00000000,0.34062087,0.49806533,0.02773293,0.52921683
-4.88344172,1.44444172,0.19543962,0.00000000,0.35524772,0.51693950,0.03032440,0.56288290
-4.87743872,1.51350765,0.20173243,0.00000000,0.36835768,0.53337491,0.03294978,0.59486598
-4.87143572,1.57652670,0.20713989,0.00000000,0.37975294,0.54712329,0.03557680,0.62463749
-4.86543272,1.63249463,0.21160103,0.00000000,0.38926127,0.55797999,0.03817047,0.65168636
-4.85942971,1.68049920,0.21506929,0.00000000,0.39674008,0.56578872,0.04069373,0.67553308
-4.85342671,1.71974408,0.21751283,0.00000000,0.40207995,0.57044494,0.04310829,0.69574350
-4.84742371,1.74957035,0.21891460,0.00000000,0.40520723,0.57189779,0.04537551,0.71194184
-4.84142071,1.76947473,0.21927203,0.00000000,0.40608582,0.57015056,0.04745740,0.72382233
-4.83541771,1.77912401,0.21859644,0.00000000,0.40471799,0.56525974,0.04931763,0.73115886
-4.82941471,1.77836493,0.21691233,0.00000000,0.40114432,0.55733263,0.05092258,0.73381242
-4.82341171,1.76722931,0.21425650,0.00000000,0.39544283,0.54652388,0.05224233,0.73173577
-4.81740870,1.74593418,0.21067711,0.00000000,0.38772724,0.53303088,0.05325157,0.72497529
-4.81140570,1.71487700,0.20623269,0.00000000,0.37814464,0.51708842,0.05393039,0.71366994
-4.80540270,1.67462616,0.20099129,0.00000000,0.36687249,0.49896275,0.05426499,0.69804724
-4.79939970,1.62590716,0.19502956,0.00000000,0.35411534,0.47894521,0.05424807,0.67841666
-4.79339670,1.56958513,0.18843193,0.00000000,0.34010115,0.45734586,0.05387916,0.65516062
-4.78739370,1.50664436,0.18128993,0.00000000,0.32507753,0.43448704,0.05316462,0.62872354
-4.78139070,1.43816564,0.17370142,0.00000000,0.30930796,0.41069735,0.05211754,0.59959947
-4.77538769,1.36530229,0.16577003,0.00000000,0.29306816,0.38630592,0.05075729,0.56831881
-4.76938469,1.28925580,0.15760443,0.00000000,0.27664261,0.36163735,0.04910899,0.53543473
-4.76338169,1.21125184,0.14931771,0.00000000,0.26032144,0.33700726,0.04720271,0.50150973
-4.75737869,1.13251754,0.14102672,0.00000000,0.24439763,0.31271858,0.04507265,0.46710301
-4.75137569,1.05426056,0.13285126,0.00000000,0.22916455,0.28905859,0.04275608,0.43275896
-4.74537269,0.97765065,0.12491329,0.00000000,0.21491390,0.26629671,0.04029233,0.39899713
-4.73936968,0.90380394,0.11733602,0.00000000,0.20193387,0.24468304,0.03772168,0.36630398
-4.73336668,0.83377021,0.11024296,0.00000000,0.19050762,0.22444753,0.03508436,0.33512659
-4.72736368,0.76852320,0.10375679,0.00000000,0.18091174,0.20579976,0.03241953,0.30586820
-4.72136068,0.70895385,0.09799825,0.00000000,0.17341483,0.18892919,0.02976444,0.27888566
-4.71535768,0.65586606,0.09308491,0.00000000,0.16827586,0.17400578,0.02715360,0.25448864
-4.70935468,0.60997478,0.08912980,0.00000000,0.16574227,0.16118088,0.02461823,0.23294028
-4.70335168,0.57190577,0.08624006,0.00000000,0.16604763,0.15058810,0.02218580,0.21445897
-4.69734867,0.54219655,0.08451543,0.00000000,0.16940877,0.14234433,0.01987969,0.19922115
-4.69134567,0.52129802,0.08404667,0.00000000,0.17602233,0.13655040,0.01771910,0.18736454
-4.68534267,0.50957616,0.08491391,0.00000000,0.18606057,0.13329158,0.01571900,0.17899168
-4.67933967,0.50731328,0.08718490,0.00000000,0.19966665,0.13263761,0.01389032,0.17417332
-4.67333667,0.51470858,0.09091320,0.00000000,0.21694920,0.13464230,0.01224016,0.17295157
-4.66733367,0.53187756,0.09613626,0.00000000,0.23797654,0.13934256,0.01077209,0.17534249
-4.66133067,0.55885028,0.10287359,0.00000000,0.26277059,0.14675695,0.00948656,0.18133801
-4.65532766,0.59556838,0.11112482,0.00000000,0.29130084,0.15688365,0.00838130,0.19090710
-4.64932466,0.64188100,0.12086795,0.00000000,0.32347857,0.16969804,0.00745171,0.20399622
-4.64332166,0.69753993,0.13205770,0.00000000,0.35915179,0.18514986,0.00669127,0.22052898
-4.63731866,0.76219436,0.14462412,0.00000000,0.39810113,0.20316021,0.00609193,0.24040519
-4.63131566,0.83538567,0.15847156,0.00000000,0.44003723,0.22361853,0.00564443,0.26349942
-4.62531266,0.91654289,0.17347809,0.00000000,0.48459977,0.24637975,0.00533854,0.28965919
-4.61930965,1.00497934,0.18949542,0.00000000,0.53135853,0.27126178,0.00516338,0.31870306
-4.61330665,1.09989111,0.20634955,0.00000000,0.57981678,0.29804372,0.00510748,0.35041865
-4.60730365,1.20035780,0.22384207,0.00000000,0.62941696,0.32646488,0.00515902,0.38456106
-4.60130065,1.30534613,0.24175227,0.00000000,0.67954882,0.35622485,0.00530585,0.42085155
-4.59529765,1.41371666,0.25984007,0.00000000,0.72955984,0.38698487,0.00553559,0.45897694
-4.58929465,1.52423390,0.27784973,0.00000000,0.77876776,0.41837052,0.00583567,0.49858971
-4.58329165,1.63557991,0.29551433,0.00000000,0.82647484,0.44997590,0.00619336,0.53930902
-4.57728864,1.74637130,0.31256093,0.00000000,0.87198346,0.48136929,0.00659586,0.58072269
-4.57128564,1.85517942,0.32871630,0.00000000,0.91461252,0.51210023,0.00703030,0.62239022
-4.56528264,1.96055342,0.34371302,0.00000000,0.95371403,0.54170786,0.00748390,0.66384698
-4.55927964,2.06104554,0.35729582,0.00000000,0.98868927,0.56973041,0.00794402,0.70460940
-4.55327664,2.15523822,0.36922790,0.00000000,1.01900404,0.59571549,0.00839833,0.74418134
-4.54727364,2.24177207,0.37929707,0.00000000,1.04420217,0.61923084,0.00883497,0.78206137
-4.54127064,2.31937418,0.38732138,0.00000000,1.06391710,0.63987531,0.00924270,0.81775105
-4.53526763,2.38688576,0.39315414,0.00000000,1.07788083,0.65728952,0.00961118,0.85076393
-4.52926463,2.44328836,0.39668805,0.00000000,1.08593016,0.67116582,0.00993108,0.88063516
-4.52326163,2.48772786,0.39785827,0.00000000,1.08800994,0.68125730,0.01019433,0.90693145
-4.51725863,2.51953557,0.39664439,0.00000000,1.08417333,0.68738528,0.01039433,0.92926121
-4.51125563,2.53824561,0.39307112,0.00000000,1.07457921,0.68944509,0.01052604,0.94728450
-4.50525263,2.54360812,0.38720768,0.00000000,1.05948681,0.68740993,0.01058617,0.96072250
-4.49924962,2.53559790,0.37916599,0.00000000,1.03924813,0.68133251,0.01057321,0.96936625
-4.49324662,2.51441801,0.36909766,0.00000000,1.01429824,0.67134452,0.01048752,0.97308420
-4.48724362,2.48049828,0.35718994,0.00000000,0.98514419,0.65765387,0.01033127,0.97182836
-4.48124062,2.43448882,0.34366077,0.00000000,0.95235274,0.64053994,0.01010840,0.96563876
-4.47523762,2.37724844,0.32875322,0.00000000,0.91653758,0.62034678,0.00982448,0.95464589
-4.46923462,2.30982851,0.31272937,0.00000000,0.87834637,0.59747491,0.00948662,0.93907103
-4.46323162,2.23345265,0.29586408,0.00000000,0.83844804,0.57237168,0.00910319,0.91922424
-4.45722861,2.14949280,0.27843866,0.00000000,0.79752058,0.54552085,0.00868368,0.89550018
-4.45122561,2.05944237,0.26073494,0.00000000,0.75623985,0.51743163,0.00823844,0.86837156
-4.44522261,1.96488737,0.24302961,0.00000000,0.71526929,0.48862768,0.00777845,0.83838059
-4.43921961,1.86747621,0.22558926,0.00000000,0.67525094,0.45963639,0.00731508,0.80612861
-4.43321661,1.76888912,0.20866614,0.00000000,0.63679772,0.43097883,0.00685985,0.77226419
-4.42721361,1.67080814,0.19249476,0.00000000,0.60048706,0.40316066,0.00642428,0.73747010
-4.42121061,1.57488834,0.17728933,0.00000000,0.56685584,0.37666423,0.00601965,0.70244967
-4.41520760,1.48273119,0.16324208,0.00000000,0.53639666,0.35194202,0.00565686,0.66791293
-4.40920460,1.39586058,0.15052243,0.00000000,0.50955536,0.32941154,0.00534631,0.63456297
-4.40320160,1.31570217,0.13927691,0.00000000,0.48672968,0.30945166,0.00509776,0.60308304
-4.39719860,1.24356632,0.12962973,0.00000000,0.46826906,0.29240040,0.00492024,0.57412474
-4.39119560,1.18063484,0.12168389,0.00000000,0.45447541,0.27855389,0.00482196,0.54829763
-4.38519260,1.12795157,0.11552268,0.00000000,0.44560477,0.26816655,0.00481025,0.52616041
-4.37918959,1.08641667,0.11121143,0.00000000,0.44186969,0.26145211,0.00489144,0.50821400
-4.37318659,1.05678431,0.10879939,0.00000000,0.44344218,0.25858532,0.00507081,0.49489631
-4.36718359,1.03966321,0.10832154,0.00000000,0.45045705,0.25970407,0.00535251,0.48657880
-4.36118059,1.03551959,0.10980030,0.00000000,0.46301533,0.26491168,0.00573939,0.48356466
-4.35517759,1.04468181,0.11324699,0.00000000,0.48118763,0.27427914,0.00623299,0.48608822
-4.34917459,1.06734595,0.11866291,0.00000000,0.50501703,0.28784712,0.00683336,0.49431550
-4.34317159,1.10358165,0.12604013,0.00000000,0.53452131,0.30562745,0.00753899,0.50834540
-4.33716858,1.15333765,0.13536182,0.00000000,0.56969412,0.32760412,0.00834669,0.52821124
-4.33116558,1.21644624,0.14660215,0.00000000,0.61050491,0.35373364,0.00925158,0.55388236
-4.32516258,1.29262643,0.15972595,0.00000000,0.65689742,0.38394461,0.01024698,0.58526547
-4.31915958,1.38148535,0.17468784,0.00000000,0.70878644,0.41813684,0.01132448,0.62220554
-4.31315658,1.48251798,0.19143128,0.00000000,0.76605310,0.45617971,0.01247399,0.66448609
-4.30715358,1.59510525,0.20988738,0.00000000,0.82853844,0.49791029,0.01368391,0.71182898
