energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.63381691,1.25741108,0.31000467,0.44467245,0.01025420,0.05498135,0.19703904,0.00000000,0.26584523,0.45787373
-5.62781391,1.23808709,0.31608363,0.43535587,0.01050140,0.05646774,0.19869507,0.00000000,0.26318280,0.44505611
-5.62181091,1.21957511,0.32445961,0.42620303,0.01071930,0.05792626,0.20063322,0.00000000,0.26065617,0.43221971
-5.61580790,1.20240088,0.33504454,0.41741987,0.01090942,0.05935465,0.20284808,0.00000000,0.25836032,0.41964340
-5.60980490,1.18706628,0.34775907,0.40919993,0.01107434,0.06075482,0.20534480,0.00000000,0.25638530,0.40758783
-5.60380190,1.17403316,0.36252562,0.40171842,0.01121771,0.06213231,0.20813695,0.00000000,0.25481305,0.39629004
-5.59779890,1.16370929,0.37926116,0.39512700,0.01134422,0.06349550,0.21124408,0.00000000,0.25371464,0.38595916
-5.59179590,1.15643672,0.39787004,0.38954965,0.01145957,0.06485479,0.21468929,0.00000000,0.25314801,0.37677354
-5.58579290,1.15248307,0.41823735,0.38507963,0.01157037,0.06622166,0.21849666,0.00000000,0.25315626,0.36887916
-5.57978989,1.15203598,0.44022333,0.38177757,0.01168407,0.06760778,0.22268900,0.00000000,0.25376665,0.36238944
-5.57378689,1.15520100,0.46365918,0.37967088,0.01180877,0.06902411,0.22728569,0.00000000,0.25499029,0.35738631
-5.56778389,1.16200264,0.48834456,0.37875425,0.01195316,0.07048007,0.23230106,0.00000000,0.25682255,0.35392241
-5.56178089,1.17238888,0.51404712,0.37899141,0.01212628,0.07198293,0.23774309,0.00000000,0.25924413,0.35202430
-5.55577789,1.18623844,0.54050398,0.38031791,0.01233739,0.07353722,0.24361259,0.00000000,0.26222280,0.35169654
-5.54977489,1.20337077,0.56742539,0.38264482,0.01259573,0.07514447,0.24990290,0.00000000,0.26571571,0.35292628
-5.54377189,1.22355787,0.59450029,0.38586321,0.01291032,0.07680302,0.25659997,0.00000000,0.26967200,0.35568818
-5.53776888,1.24653755,0.62140360,0.38984912,0.01328972,0.07850808,0.26368281,0.00000000,0.27403580,0.35994947
-5.53176588,1.27202719,0.64780479,0.39446890,0.01374177,0.08025195,0.27112422,0.00000000,0.27874925,0.36567467
-5.52576288,1.29973726,0.67337748,0.39958450,0.01427331,0.08202437,0.27889166,0.00000000,0.28375543,0.37282995
-5.51975988,1.32938386,0.69780929,0.40505866,0.01488992,0.08381296,0.28694815,0.00000000,0.28900104,0.38138660
-5.51375688,1.36069936,0.72081167,0.41075955,0.01559562,0.08560375,0.29525304,0.00000000,0.29443862,0.39132368
-5.50775388,1.39344075,0.74212891,0.41656485,0.01639259,0.08738172,0.30376267,0.00000000,0.30002819,0.40262948
-5.50175088,1.42739493,0.76154611,0.42236486,0.01728086,0.08913126,0.31243065,0.00000000,0.30573820,0.41530166
-5.49574787,1.46238084,0.77889535,0.42806477,0.01825813,0.09083664,0.32120793,0.00000000,0.31154572,0.42934625
-5.48974487,1.49824822,0.79406001,0.43358580,0.01931946,0.09248233,0.33004247,0.00000000,0.31743589,0.44477527
-5.48374187,1.53487326,0.80697687,0.43886540,0.02045719,0.09405324,0.33887867,0.00000000,0.32340061,0.46160323
-5.47773887,1.57215144,0.81763598,0.44385642,0.02166081,0.09553484,0.34765664,0.00000000,0.32943675,0.47984275
-5.47173587,1.60998819,0.82607836,0.44852551,0.02291696,0.09691319,0.35631138,0.00000000,0.33554371,0.49949935
-5.46573287,1.64828820,0.83239175,0.45285080,0.02420952,0.09817483,0.36477207,0.00000000,0.34172093,0.52056594
-5.45972986,1.68694423,0.83670478,0.45681930,0.02551979,0.09930669,0.37296160,0.00000000,0.34796518,0.54301726
-5.45372686,1.72582640,0.83917987,0.46042397,0.02682684,0.10029594,0.38079648,0.00000000,0.35426817,0.56680461
-5.44772386,1.76477293,0.84000559,0.46366099,0.02810789,0.10112986,0.38818739,0.00000000,0.36061448,0.59185130
-5.44172086,1.80358330,0.83938874,0.46652733,0.02933887,0.10179576,0.39504034,0.00000000,0.36698017,0.61804922
-5.43571786,1.84201437,0.83754684,0.46901882,0.03049501,0.10228101,0.40125855,0.00000000,0.37333213,0.64525661
-5.42971486,1.87978026,0.83470152,0.47112896,0.03155156,0.10257318,0.40674514,0.00000000,0.37962830,0.67329752
-5.42371186,1.91655605,0.83107297,0.47284851,0.03248451,0.10266023,0.41140646,0.00000000,0.38581892,0.70196296
-5.41770885,1.95198550,0.82687603,0.47416591,0.03327134,0.10253095,0.41515604,0.00000000,0.39184857,0.73101380
-5.41170585,1.98569238,0.82231776,0.47506859,0.03389178,0.10217539,0.41791889,0.00000000,0.39765914,0.76018542
-5.40570285,2.01729499,0.81759673,0.47554484,0.03432851,0.10158546,0.41963605,0.00000000,0.40319338,0.78919395
-5.39969985,2.04642305,0.81290368,0.47558636,0.03456774,0.10075551,0.42026902,0.00000000,0.40839899,0.81774386
-5.39369685,2.07273592,0.80842350,0.47519112,0.03459972,0.09968299,0.41980384,0.00000000,0.41323283,0.84553655
-5.38769385,2.09594124,0.80433783,0.47436626,0.03441914,0.09836900,0.41825447,0.00000000,0.41766505,0.87227965
-5.38169085,2.11581253,0.80082821,0.47313088,0.03402529,0.09681883,0.41566535,0.00000000,0.42168288,0.89769651
-5.37568784,2.13220487,0.79807886,0.47151840,0.03342213,0.09504228,0.41211271,0.00000000,0.42529362,0.92153550
-5.36968484,2.14506736,0.79627889,0.46957819,0.03261815,0.09305392,0.40770453,0.00000000,0.42852676,0.94357864
-5.36368184,2.15445161,0.79562326,0.46737631,0.03162611,0.09087304,0.40257914,0.00000000,0.43143492,0.96364919
-5.35767884,2.16051531,0.79631209,0.46499531,0.03046257,0.08852349,0.39690219,0.00000000,0.43409339,0.98161776
-5.35167584,2.16352063,0.79854811,0.46253270,0.02914736,0.08603320,0.39086220,0.00000000,0.43659834,0.99740675
-5.34567284,2.16382715,0.80253196,0.46009834,0.02770287,0.08343359,0.38466480,0.00000000,0.43906358,1.01099276
-5.33966983,2.16187939,0.80845531,0.45781068,0.02615341,0.08075870,0.37852574,0.00000000,0.44161593,1.02240700
-5.33366683,2.15818958,0.81649212,0.45579196,0.02452433,0.07804419,0.37266309,0.00000000,0.44438953,1.03173353
-5.32766383,2.15331612,0.82678811,0.45416255,0.02284137,0.07532628,0.36728880,0.00000000,0.44751914,1.03910548
-5.32166083,2.14783901,0.83944922,0.45303484,0.02112985,0.07264054,0.36260023,0.00000000,0.45113286,1.04469948
-5.31565783,2.14233310,0.85452939,0.45250673,0.01941401,0.07002074,0.35877171,0.00000000,0.45534460,1.04872838
-5.30965483,2.13734092,0.87201872,0.45265533,0.01771646,0.06749765,0.35594688,0.00000000,0.46024668,1.05143274
-5.30365183,2.13334607,0.89183261,0.45353112,0.01605766,0.06509808,0.35423195,0.00000000,0.46590305,1.05307154
-5.29764882,2.13074905,0.91380277,0.45515289,0.01445553,0.06284393,0.35369035,0.00000000,0.47234336,1.05391234
-5.29164582,2.12984655,0.93767099,0.45750396,0.01292525,0.06075152,0.35433910,0.00000000,0.47955843,1.05422153
-5.28564282,2.13081560,0.96308630,0.46052986,0.01147908,0.05883111,0.35614699,0.00000000,0.48749735,1.05425509
-5.27963982,2.13370360,0.98960618,0.46413772,0.01012634,0.05708670,0.35903490,0.00000000,0.49606643,1.05425023
-5.27363682,2.13842487,1.01670208,0.46819760,0.00887352,0.05551608,0.36287818,0.00000000,0.50513019,1.05441846
-5.26763382,2.14476416,1.04376956,0.47254571,0.00772441,0.05411111,0.36751111,0.00000000,0.51451441,1.05494017
-5.26163082,2.15238720,1.07014285,0.47698965,0.00668033,0.05285835,0.37273330,0.00000000,0.52401124,1.05596125
-5.25562781,2.16085790,1.09511353,0.48131522,0.00574046,0.05173979,0.37831776,0.00000000,0.53338613,1.05759167
-5.24962481,2.16966148,1.11795266,0.48529490,0.00490211,0.05073389,0.38402035,0.00000000,0.54238638,1.05990622
-5.24362181,2.17823260,1.13793550,0.48869731,0.00416111,0.04981669,0.38959016,0.00000000,0.55075088,1.06294720
-5.23761881,2.18598698,1.15436789,0.49129752,0.00351208,0.04896308,0.39478045,0.00000000,0.55822070,1.06672897
-5.23161581,2.19235510,1.16661295,0.49288743,0.00294882,0.04814805,0.39935959,0.00000000,0.56454998,1.07124409
-5.22561281,2.19681617,1.17411694,0.49328597,0.00246458,0.04734798,0.40312156,0.00000000,0.56951659,1.07647046
-5.21960980,2.19893064,1.17643300,0.49234846,0.00205236,0.04654186,0.40589543,0.00000000,0.57293217,1.08237933
-5.21360680,2.19836953,1.17324168,0.48997465,0.00170511,0.04571235,0.40755360,0.00000000,0.57465094,1.08894327
-5.20760380,2.19493898,1.16436704,0.48611509,0.00141594,0.04484676,0.40801813,0.00000000,0.57457684,1.09614390
-5.20160080,2.18859863,1.14978772,0.48077543,0.00117833,0.04393769,0.40726509,0.00000000,0.57266886,1.10397855
-5.19559780,2.17947280,1.12964227,0.47401847,0.00098617,0.04298362,0.40532669,0.00000000,0.56894397,1.11246562
-5.18959480,2.16785382,1.10422856,0.46596378,0.00083389,0.04198911,0.40229097,0.00000000,0.56347783,1.12164789
-5.18359180,2.15419710,1.07399719,0.45678495,0.00071652,0.04096480,0.39829921,0.00000000,0.55640303,1.13159383
-5.17758879,2.13910815,1.03953930,0.44670454,0.00062968,0.03992720,0.39354117,0.00000000,0.54790507,1.14239630
-5.17158579,2.12332204,1.00156934,0.43598700,0.00056960,0.03889821,0.38824822,0.00000000,0.53821617,1.15416887
-5.16558279,2.10767625,0.96090355,0.42492994,0.00053310,0.03790440,0.38268493,0.00000000,0.52760730,1.16703981
-5.15957979,2.09307813,0.91843519,0.41385396,0.00051756,0.03697619,0.37713920,0.00000000,0.51637874,1.18114382
-5.15357679,2.08046839,0.87510751,0.40309172,0.00052084,0.03614684,0.37191159,0.00000000,0.50484962,1.19661216
-5.14757379,2.07078244,0.83188569,0.39297660,0.00054127,0.03545132,0.36730418,0.00000000,0.49334684,1.21356149
-5.14157079,2.06491112,0.78972875,0.38383137,0.00057755,0.03492516,0.36360937,0.00000000,0.48219394,1.23208218
-5.13556778,2.06366282,0.74956247,0.37595742,0.00062870,0.03460325,0.36109922,0.00000000,0.47170019,1.25222672
-5.12956478,2.06772841,0.71225439,0.36962488,0.00069402,0.03451863,0.36001547,0.00000000,0.46215057,1.27399898
-5.12356178,2.07765058,0.67859130,0.36506397,0.00077295,0.03470139,0.36056093,0.00000000,0.45379668,1.29734499
-5.11755878,2.09379892,0.64926023,0.36245785,0.00086510,0.03517758,0.36289219,0.00000000,0.44684915,1.32214589
-5.11155578,2.11635155,0.62483304,0.36193715,0.00097010,0.03596832,0.36711413,0.00000000,0.44147160,1.34821360
-5.10555278,2.14528412,0.60575495,0.36357629,0.00108761,0.03708894,0.37327628,0.00000000,0.43777634,1.37528955
-5.09954977,2.18036648,0.59233718,0.36739171,0.00121721,0.03854841,0.38137112,0.00000000,0.43582188,1.40304681
-5.09354677,2.22116708,0.58475352,0.37334185,0.00135840,0.04034884,0.39133441,0.00000000,0.43561226,1.43109556
-5.08754377,2.26706477,0.58304081,0.38132896,0.00151051,0.04248525,0.40304739,0.00000000,0.43709816,1.45899186
-5.08154077,2.31726761,0.58710299,0.39120254,0.00167272,0.04494554,0.41634087,0.00000000,0.44017955,1.48624943
-5.07553777,2.37083772,0.59671849,0.40276433,0.00184396,0.04771066,0.43100099,0.00000000,0.44470996,1.51235390
-5.06953477,2.42672138,0.61155065,0.41577459,0.00202297,0.05075501,0.44677646,0.00000000,0.45050201,1.53677908
-5.06353177,2.48378317,0.63116071,0.42995965,0.00220826,0.05404706,0.46338700,0.00000000,0.45733403,1.55900438
-5.05752876,2.54084290,0.65502313,0.44502024,0.00239809,0.05755016,0.48053281,0.00000000,0.46495759,1.57853282
-5.05152576,2.59671405,0.68254267,0.46064068,0.00259053,0.06122354,0.49790455,0.00000000,0.47310580,1.59490868
-5.04552276,2.65024241,0.71307291,0.47649850,0.00278347,0.06502344,0.51519377,0.00000000,0.48150186,1.60773411
-5.03951976,2.70034349,0.74593568,0.49227419,0.00297465,0.06890439,0.53210313,0.00000000,0.48986802,1.61668398
-5.03351676,2.74603748,0.78044091,0.50766095,0.00316171,0.07282045,0.54835633,0.00000000,0.49793427,1.62151827
-5.02751376,2.78648045,0.81590639,0.52237404,0.00334227,0.07672659,0.56370714,0.00000000,0.50544695,1.62209152
-5.02151076,2.82099075,0.85167676,0.53615937,0.00351393,0.08057993,0.57794739,0.00000000,0.51217662,1.61835889
-5.01550775,2.84906951,0.88714125,0.54880113,0.00367442,0.08434085,0.59091345,0.00000000,0.51792523,1.61037859
-5.00950475,2.87041450,0.92174954,0.56012811,0.00382157,0.08797398,0.60249095,0.00000000,0.52253221,1.59831059
-5.00350175,2.88492663,0.95502510,0.57001838,0.00395345,0.09144895,0.61261765,0.00000000,0.52587930,1.58241155
-4.99749875,2.89270890,0.98657554,0.57840211,0.00406838,0.09474081,0.62128406,0.00000000,0.52789392,1.56302628
-4.99149575,2.89405747,1.01609951,0.58526242,0.00416496,0.09783028,0.62853198,0.00000000,0.52855090,1.54057593
-4.98549275,2.88944521,1.04338979,0.59063401,0.00424215,0.10070356,0.63445085,0.00000000,0.52787244,1.51554346
-4.97948974,2.87949822,1.06833248,0.59459969,0.00429929,0.10335188,0.63917204,0.00000000,0.52592640,1.48845683
-4.97348674,2.86496599,1.09090208,0.59728473,0.00433605,0.10577084,0.64286136,0.00000000,0.52282264,1.45987063
-4.96748374,2.84668654,1.11115294,0.59884937,0.00435250,0.10795939,0.64571002,0.00000000,0.51870788,1.43034682
-4.96148074,2.82554770,1.12920709,0.59947965,0.00434903,0.10991880,0.64792452,0.00000000,0.51375887,1.40043525
-4.95547774,2.80244629,1.14523938,0.59937700,0.00432637,0.11165137,0.64971580,0.00000000,0.50817446,1.37065481
-4.94947474,2.77824687,1.15946028,0.59874713,0.00428552,0.11315926,0.65128828,0.00000000,0.50216663,1.34147583
-4.94347174,2.75374190,1.17209757,0.59778852,0.00422770,0.11444335,0.65282923,0.00000000,0.49595096,1.31330440
-4.93746873,2.72961517,1.18337752,0.59668135,0.00415433,0.11550224,0.65449897,0.00000000,0.48973697,1.28646933
-4.93146573,2.70641019,1.19350682,0.59557730,0.00406694,0.11633154,0.65642244,0.00000000,0.48371870,1.26121209
-4.92546273,2.68450504,1.20265605,0.59459070,0.00396711,0.11692340,0.65868239,0.00000000,0.47806603,1.23768018
-4.91945973,2.66409492,1.21094569,0.59379162,0.00385649,0.11726641,0.66131476,0.00000000,0.47291703,1.21592422
-4.91345673,2.64518341,1.21843535,0.59320130,0.00373665,0.11734586,0.66430619,0.00000000,0.46837186,1.19589876
-4.90745373,2.62758261,1.22511689,0.59279004,0.00360916,0.11714431,0.66759400,0.00000000,0.46448836,1.17746683
-4.90145073,2.61092256,1.23091173,0.59247783,0.00347547,0.11664251,0.67106846,0.00000000,0.46127961,1.16040799
-4.89544772,2.59466922,1.23567257,0.59213767,0.00333694,0.11582057,0.67457728,0.00000000,0.45871357,1.14442949
-4.88944472,2.57815025,1.23918929,0.59160138,0.00319483,0.11465929,0.67793214,0.00000000,0.45671481,1.12918016
-4.88344172,2.56058747,1.24119886,0.59066770,0.00305032,0.11314163,0.68091680,0.00000000,0.45516819,1.11426633
-4.87743872,2.54113416,1.24139855,0.58911212,0.00290446,0.11125417,0.68329650,0.00000000,0.45392434,1.09926917
-4.87143572,2.51891577,1.23946177,0.58669811,0.00275826,0.10898847,0.68482817,0.00000000,0.45280671,1.08376271
-4.86543272,2.49307175,1.23505573,0.58318899,0.00261268,0.10634231,0.68527094,0.00000000,0.45161973,1.06733185
-4.85942971,2.46279683,1.22785989,0.57836004,0.00246863,0.10332058,0.68439658,0.00000000,0.45015779,1.04958953
-4.85342671,2.42737976,1.21758426,0.57200996,0.00232706,0.09993598,0.68199933,0.00000000,0.44821460,1.03019252
-4.84742371,2.38623780,1.20398667,0.56397144,0.00218891,0.09620927,0.67790484,0.00000000,0.44559244,1.00885518
-4.84142071,2.33894560,1.18688812,0.55412009,0.00205519,0.09216920,0.67197782,0.00000000,0.44211101,0.98536071
-4.83541771,2.28525725,1.16618558,0.54238146,0.00192696,0.08785212,0.66412822,0.00000000,0.43761540,0.95956949
-4.82941471,2.22512097,1.14186157,0.52873574,0.00180537,0.08330114,0.65431576,0.00000000,0.43198295,0.93142438
-4.82341171,2.15868583,1.11399031,0.51322021,0.00169166,0.07856517,0.64255271,0.00000000,0.42512871,0.90095284
-4.81740870,2.08630072,1.08274016,0.49592911,0.00158715,0.07369759,0.62890493,0.00000000,0.41700934,0.86826597
-4.81140570,2.00850598,1.04837247,0.47701127,0.00149326,0.06875486,0.61349133,0.00000000,0.40762536,0.83355453
-4.80540270,1.92601822,1.01123700,0.45666556,0.00141149,0.06379505,0.59648164,0.00000000,0.39702172,0.79708246
-4.79939970,1.83970953,0.97176420,0.43513450,0.00134338,0.05887633,0.57809292,0.00000000,0.38528686,0.75917810
-4.79339670,1.75058203,0.93045495,0.41269648,0.00129053,0.05405562,0.55858480,0.00000000,0.37255015,0.72022365
-4.78739370,1.65973912,0.88786815,0.38965682,0.00125454,0.04938731,0.53825376,0.00000000,0.35897810,0.68064336
-4.78139070,1.56835464,0.84460685,0.36633831,0.00123702,0.04492221,0.51742654,0.00000000,0.34476949,0.64089091
-4.77538769,1.47764127,0.80130345,0.34307151,0.00123948,0.04070669,0.49645306,0.00000000,0.33014950,0.60143658
-4.76938469,1.38881918,0.75860456,0.32018533,0.00126334,0.03678217,0.47569882,0.00000000,0.31536338,0.56275456
-4.76338169,1.30308613,0.71715595,0.29799808,0.00130989,0.03318471,0.45553710,0.00000000,0.30066953,0.52531080
-4.75737869,1.22158961,0.67758825,0.27680951,0.00138019,0.02994499,0.43634108,0.00000000,0.28633254,0.48955185
-4.75137569,1.14540195,0.64050343,0.25689388,0.00147503,0.02708841,0.41847592,0.00000000,0.27261617,0.45589480
-4.74537269,1.07549862,0.60646268,0.23849425,0.00159492,0.02463543,0.40229116,0.00000000,0.25977659,0.42471868
-4.73936968,1.01274016,0.57597571,0.22181819,0.00173995,0.02260204,0.38811325,0.00000000,0.24805596,0.39635719
-4.73336668,0.95785777,0.54949160,0.20703480,0.00190981,0.02100034,0.37623864,0.00000000,0.23767646,0.37109307
-4.72736368,0.91144267,0.52739141,0.19427300,0.00210371,0.01983918,0.36692733,0.00000000,0.22883493,0.34915391
-4.72136068,0.87393902,0.50998246,0.18362118,0.00232033,0.01912482,0.36039709,0.00000000,0.22169822,0.33070937
-4.71535768,0.84564029,0.49749430,0.17512786,0.00255780,0.01886158,0.35681854,0.00000000,0.21639922,0.31586982
-4.70935468,0.82668884,0.49007643,0.16880337,0.00281372,0.01905236,0.35631105,0.00000000,0.21303369,0.30468616
-4.70335168,0.81707849,0.48779760,0.16462238,0.00308511,0.01969920,0.35893978,0.00000000,0.21165796,0.29715078
-4.69734867,0.81665981,0.49064675,0.16252704,0.00336847,0.02080361,0.36471380,0.00000000,0.21228746,0.29319957
-4.69134567,0.82514787,0.49853542,0.16243075,0.00365979,0.02236682,0.37358546,0.00000000,0.21489618,0.29271475
-4.68534267,0.84213228,0.51130170,0.16422216,0.00395467,0.02438989,0.38545117,0.00000000,0.21941707,0.29552853
-4.67933967,0.86708911,0.52871544,0.16776953,0.00424835,0.02687370,0.40015335,0.00000000,0.22574335,0.30142756
-4.67333667,0.89939464,0.55048482,0.17292510,0.00453586,0.02981872,0.41748385,0.00000000,0.23373080,0.31015786
-4.66733367,0.93834049,0.57626395,0.17952954,0.00481212,0.03322470,0.43718859,0.00000000,0.24320100,0.32143045
-4.66133067,0.98314989,0.60566147,0.18741623,0.00507208,0.03709022,0.45897335,0.00000000,0.25394543,0.33492734
-4.65532766,1.03299483,0.63824992,0.19641538,0.00531089,0.04141208,0.48251057,0.00000000,0.26573049,0.35030806
-4.64932466,1.08701360,0.67357561,0.20635787,0.00552401,0.04618466,0.50744701,0.00000000,0.27830317,0.36721633
-4.64332166,1.14432845,0.71116883,0.21707870,0.00570738,0.05139910,0.53341190,0.00000000,0.29139750,0.38528708
