energy_ev,total_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,2.08834763,0.66920643,1.18017991,0.02490205,1.36480504,0.06401097,0.00020263
-5.99399700,2.07727247,0.66320069,1.17600738,0.02476165,1.35495563,0.06466836,0.00020462
-5.98799400,2.06173617,0.65534122,1.16933338,0.02450471,1.34192261,0.06545111,0.00020644
-5.98199100,2.04188259,0.64570110,1.16021761,0.02413921,1.32579185,0.06636252,0.00020818
-5.97598799,2.01800106,0.63441460,1.14879140,0.02367594,1.30674880,0.06740732,0.00020993
-5.96998499,1.99051170,0.62167077,1.13525226,0.02312792,1.28507048,0.06859068,0.00021178
-5.96398199,1.95994574,0.60770501,1.11985572,0.02250993,1.26111417,0.06991704,0.00021383
-5.95797899,1.92692190,0.59278923,1.10290523,0.02183776,1.23530342,0.07138894,0.00021618
-5.95197599,1.89212008,0.57722102,1.08474046,0.02112761,1.20811210,0.07300574,0.00021891
-5.94597299,1.85625391,0.56131253,1.06572463,0.02039542,1.18004745,0.07476259,0.00022209
-5.93996998,1.82004341,0.54537947,1.04623168,0.01965625,1.15163279,0.07664942,0.00022577
-5.93396698,1.78418924,0.52973094,1.02663363,0.01892371,1.12339081,0.07865037,0.00022997
-5.92796398,1.74934971,0.51466032,1.00728904,0.01820957,1.09582820,0.08074339,0.00023467
-5.92196098,1.71612150,0.50043780,0.98853277,0.01752333,1.06942210,0.08290031,0.00023984
-5.91595798,1.68502490,0.48730460,0.97066760,0.01687207,1.04460889,0.08508729,0.00024540
-5.90995498,1.65649393,0.47546919,0.95395800,0.01626033,1.02177567,0.08726567,0.00025127
-5.90395198,1.63087156,0.46510533,0.93862597,0.01569017,1.00125443,0.08939320,0.00025731
-5.89794897,1.60840970,0.45635201,0.92484923,0.01516130,0.98331883,0.09142565,0.00026338
-5.89194597,1.58927367,0.44931489,0.91276128,0.01467139,0.96818358,0.09331870,0.00026934
-5.88594297,1.57355028,0.44406920,0.90245336,0.01421635,0.95600571,0.09503000,0.00027500
-5.87993997,1.56125875,0.44066350,0.89397775,0.01379083,0.94688769,0.09652138,0.00028021
-5.87393697,1.55236350,0.43912415,0.88735209,0.01338860,0.94088152,0.09776106,0.00028482
-5.86793397,1.54678760,0.43946002,0.88256423,0.01300307,0.93799356,0.09872576,0.00028868
-5.86193097,1.54442622,0.44166710,0.87957725,0.01262770,0.93818952,0.09940264,0.00029167
-5.85592796,1.54515881,0.44573273,0.87833416,0.01225646,0.94139911,0.09979093,0.00029372
-5.84992496,1.54885967,0.45163927,0.87876207,0.01188419,0.94752022,0.09990316,0.00029477
-5.84392196,1.55540608,0.45936691,0.88077554,0.01150690,0.95642224,0.09976605,0.00029480
-5.83791896,1.56468395,0.46889569,0.88427901,0.01112200,0.96794864,0.09942083,0.00029384
-5.83191596,1.57659081,0.48020664,0.88916838,0.01072844,0.98191875,0.09892311,0.00029197
-5.82591296,1.59103635,0.49328208,0.89533172,0.01032675,0.99812899,0.09834228,0.00028929
-5.81990995,1.60794090,0.50810523,0.90264945,0.00991904,1.01635374,0.09776032,0.00028595
-5.81390695,1.62723237,0.52465933,0.91099415,0.00950887,1.03634639,0.09727030,0.00028212
-5.80790395,1.64884214,0.54292630,0.92023037,0.00910107,1.05784058,0.09697437,0.00027803
-5.80190095,1.67270066,0.56288521,0.93021465,0.00870151,1.08055230,0.09698144,0.00027389
-5.79589795,1.69873327,0.58451066,0.94079615,0.00831686,1.10418289,0.09740460,0.00026995
-5.78989495,1.72685661,0.60777121,0.95181794,0.00795423,1.12842315,0.09835832,0.00026646
-5.78389195,1.75697620,0.63262785,0.96311923,0.00762091,1.15295868,0.09995547,0.00026368
-5.77788894,1.78898505,0.65903269,0.97453840,0.00732402,1.17747625,0.10230436,0.00026183
-5.77188594,1.82276368,0.68692764,0.98591680,0.00707023,1.20167107,0.10550567,0.00026116
-5.76588294,1.85818097,0.71624325,0.99710321,0.00686548,1.22525449,0.10964956,0.00026186
-5.75987994,1.89509597,0.74689755,1.00795849,0.00671473,1.24796186,0.11481279,0.00026411
-5.75387694,1.93335996,0.77879478,1.01836026,0.00662178,1.26955990,0.12105619,0.00026803
-5.74787394,1.97281854,0.81182410,1.02820711,0.00658912,1.28985317,0.12842227,0.00027375
-5.74187094,2.01331331,0.84585821,1.03742209,0.00661784,1.30868910,0.13693321,0.00028130
-5.73586793,2.05468279,0.88075187,1.04595504,0.00670757,1.32596125,0.14658925,0.00029073
-5.72986493,2.09676241,0.91634055,1.05378363,0.00685654,1.34161050,0.15736755,0.00030199
-5.72386193,2.13938350,0.95243917,1.06091293,0.00706162,1.35562398,0.16922156,0.00031502
-5.71785893,2.18237138,0.98884134,1.06737343,0.00731845,1.36803190,0.18208097,0.00032972
-5.71185593,2.22554280,1.02531909,1.07321773,0.00762165,1.37890234,0.19585226,0.00034595
-5.70585293,2.26870317,1.06162346,1.07851602,0.00796498,1.38833441,0.21041997,0.00036353
-5.69984992,2.31164392,1.09748618,1.08335067,0.00834165,1.39645029,0.22564855,0.00038226
-5.69384692,2.35414072,1.13262245,1.08781040,0.00874454,1.40338656,0.24138494,0.00040193
-5.68784392,2.39595282,1.16673504,1.09198434,0.00916655,1.40928562,0.25746173,0.00042229
-5.68184092,2.43682411,1.19951977,1.09595651,0.00960087,1.41428753,0.27370084,0.00044311
-5.67583792,2.47648607,1.23067211,1.09980106,0.01004127,1.41852301,0.28991772,0.00046415
-5.66983492,2.51466282,1.25989485,1.10357865,0.01048241,1.42210795,0.30592582,0.00048517
-5.66383192,2.55107811,1.28690648,1.10733415,0.01092007,1.42513965,0.32154129,0.00050595
-5.65782891,2.58546402,1.31144988,1.11109585,0.01135138,1.42769513,0.33658763,0.00052628
-5.65182591,2.61757090,1.33330092,1.11487614,0.01177494,1.42983127,0.35090025,0.00054598
-5.64582291,2.64717790,1.35227637,1.11867362,0.01219100,1.43158682,0.36433056,0.00056491
-5.63981991,2.67410344,1.36824078,1.12247635,0.01260143,1.43298587,0.37674966,0.00058293
-5.63381691,2.69821475,1.38111173,1.12626601,0.01300971,1.43404251,0.38805119,0.00059995
-5.62781391,2.71943575,1.39086312,1.13002253,0.01342086,1.43476603,0.39815347,0.00061590
-5.62181091,2.73775267,1.39752627,1.13372894,0.01384119,1.43516639,0.40700059,0.00063076
-5.61580790,2.75321672,1.40118862,1.13737584,0.01427813,1.43525937,0.41456254,0.00064450
-5.60980490,2.76594357,1.40199000,1.14096535,0.01473986,1.43507099,0.42083434,0.00065713
-5.60380190,2.77610942,1.40011674,1.14451402,0.01523497,1.43464084,0.42583418,0.00066869
-5.59779890,2.78394372,1.39579377,1.14805461,0.01577205,1.43402411,0.42960064,0.00067921
-5.59179590,2.78971886,1.38927515,1.15163647,0.01635924,1.43329211,0.43218921,0.00068873
-5.58579290,2.79373729,1.38083358,1.15532452,0.01700379,1.43253129,0.43366820,0.00069729
-5.57978989,2.79631669,1.37074944,1.15919682,0.01771163,1.43184072,0.43411429,0.00070495
