energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.75387694,3.58879222,0.00186975,0.03781066,0.77887440,2.38255235,0.19630726,0.94526929,0.32149375,0.00000000
-5.74787394,3.64067765,0.00196729,0.03798725,0.78075090,2.41966520,0.19646133,0.96014720,0.32110790,0.00000000
-5.74187094,3.68315926,0.00205634,0.03817622,0.78141663,2.45077377,0.19624949,0.97216403,0.31981368,0.00000000
-5.73586793,3.71498928,0.00213529,0.03838812,0.78069754,2.47485931,0.19561603,0.98109943,0.31764540,0.00000000
-5.72986493,3.73513139,0.00220268,0.03863691,0.77845736,2.49106030,0.19451507,0.98677337,0.31465124,0.00000000
-5.72386193,3.74279481,0.00225725,0.03893977,0.77460103,2.49870090,0.19291218,0.98905180,0.31089202,0.00000000
-5.71785893,3.73746214,0.00229800,0.03931673,0.76907726,2.49731412,0.19078559,0.98785161,0.30643992,0.00000000
-5.71185593,3.71890909,0.00232419,0.03979013,0.76187974,2.48665828,0.18812707,0.98314463,0.30137713,0.00000000
-5.70585293,3.68721513,0.00233539,0.04038402,0.75304706,2.46672580,0.18494234,0.97496030,0.29579434,0.00000000
-5.69984992,3.64276395,0.00233146,0.04112328,0.74266107,2.43774374,0.18125104,0.96338704,0.28978918,0.00000000
-5.69384692,3.58623349,0.00231258,0.04203271,0.73084384,2.40016566,0.17708618,0.94857187,0.28346453,0.00000000
-5.68784392,3.51857545,0.00227923,0.04313600,0.71775307,2.35465511,0.17249312,0.93071842,0.27692675,0.00000000
-5.68184092,3.44098492,0.00223218,0.04445465,0.70357623,2.30206124,0.16752811,0.91008317,0.27028375,0.00000000
-5.67583792,3.35486118,0.00217245,0.04600686,0.68852349,2.24338741,0.16225642,0.88697004,0.26364291,0.00000000
-5.66983492,3.26176114,0.00210128,0.04780647,0.67281979,2.17975434,0.15675010,0.86172333,0.25710901,0.00000000
-5.66383192,3.16334732,0.00202011,0.04986189,0.65669633,2.11235911,0.15108555,0.83471938,0.25078191,0.00000000
-5.65782891,3.06133245,0.00193052,0.05217530,0.64038188,2.04243210,0.14534089,0.80635708,0.24475438,0.00000000
-5.65182591,2.95742325,0.00183418,0.05474187,0.62409421,1.97119353,0.13959332,0.77704762,0.23910984,0.00000000
-5.64582291,2.85326546,0.00173280,0.05754927,0.60803207,1.89981176,0.13391659,0.74720384,0.23392025,0.00000000
-5.63981991,2.75039274,0.00162811,0.06057740,0.59236818,1.82936494,0.12837860,0.71722955,0.22924422,0.00000000
-5.63381691,2.65018136,0.00152179,0.06379836,0.57724334,1.76080789,0.12303930,0.68750928,0.22512540,0.00000000
-5.62781391,2.55381259,0.00141542,0.06717677,0.56276221,1.69494530,0.11794908,0.65839872,0.22159119,0.00000000
-5.62181091,2.46224416,0.00131049,0.07067034,0.54899063,1.63241245,0.11314748,0.63021630,0.21865205,0.00000000
-5.61580790,2.37619170,0.00120834,0.07423066,0.53595496,1.57366393,0.10866246,0.60323618,0.21630116,0.00000000
-5.60980490,2.29612069,0.00111013,0.07780438,0.52364302,1.51897063,0.10451025,0.57768282,0.21451478,0.00000000
-5.60380190,2.22224871,0.00101684,0.08133446,0.51200698,1.46842470,0.10069562,0.55372737,0.21325310,0.00000000
-5.59779890,2.15455752,0.00092927,0.08476172,0.50096765,1.42195186,0.09721272,0.53148585,0.21246175,0.00000000
-5.59179590,2.09281383,0.00084803,0.08802640,0.49042019,1.37933023,0.09404630,0.51101920,0.21207372,0.00000000
-5.58579290,2.03659751,0.00077351,0.09106986,0.48024072,1.34021421,0.09117329,0.49233512,0.21201186,0.00000000
-5.57978989,1.98533544,0.00070595,0.09383619,0.47029366,1.30416220,0.08856467,0.47539148,0.21219167,0.00000000
-5.57378689,1.93833925,0.00064539,0.09627384,0.46043924,1.27066651,0.08618745,0.46010121,0.21252437,0.00000000
-5.56778389,1.89484497,0.00059173,0.09833697,0.45054091,1.23918388,0.08400673,0.44633837,0.21292011,0.00000000
-5.56178089,1.85405277,0.00054473,0.09998677,0.44047228,1.20916519,0.08198765,0.43394508,0.21329119,0.00000000
-5.55577789,1.81516501,0.00050402,0.10119242,0.43012325,1.18008296,0.08009724,0.42273922,0.21355517,0.00000000
-5.54977489,1.77742109,0.00046915,0.10193178,0.41940506,1.15145550,0.07830598,0.41252239,0.21363773,0.00000000
-5.54377189,1.74012786,0.00043959,0.10219187,0.40825415,1.12286685,0.07658906,0.40308798,0.21347521,0.00000000
-5.53776888,1.70268467,0.00041474,0.10196898,0.39663465,1.09398186,0.07492730,0.39422909,0.21301671,0.00000000
-5.53176588,1.66460246,0.00039398,0.10126846,0.38453948,1.06455615,0.07330766,0.38574600,0.21222573,0.00000000
-5.52576288,1.62551657,0.00037669,0.10010430,0.37199017,1.03444095,0.07172337,0.37745307,0.21108130,0.00000000
-5.51975988,1.58519355,0.00036223,0.09849846,0.35903541,1.00358302,0.07017373,0.36918474,0.20957852,0.00000000
-5.51375688,1.54353198,0.00034999,0.09647994,0.34574861,0.97202015,0.06866355,0.36080072,0.20772859,0.00000000
-5.50775388,1.50055826,0.00033940,0.09408374,0.33222454,0.93987299,0.06720239,0.35218999,0.20555838,0.00000000
-5.50175088,1.45641776,0.00032995,0.09134970,0.31857546,0.90733387,0.06580349,0.34327378,0.20310943,0.00000000
-5.49574787,1.41136245,0.00032116,0.08832132,0.30492680,0.87465357,0.06448270,0.33400728,0.20043665,0.00000000
-5.48974487,1.36573577,0.00031263,0.08504448,0.29141278,0.84212695,0.06325728,0.32438023,0.19760651,0.00000000
-5.48374187,1.31995578,0.00030404,0.08156635,0.27817209,0.81007810,0.06214478,0.31441633,0.19469510,0.00000000
-5.47773887,1.27449733,0.00029513,0.07793425,0.26534383,0.77884605,0.06116193,0.30417156,0.19178583,0.00000000
-5.47173587,1.22987414,0.00028570,0.07419468,0.25306395,0.74877142,0.06032378,0.29373141,0.18896707,0.00000000
-5.46573287,1.18662137,0.00027565,0.07039252,0.24146217,0.72018467,0.05964296,0.28320738,0.18632965,0.00000000
-5.45972986,1.14527937,0.00026492,0.06657032,0.23065954,0.69339626,0.05912917,0.27273255,0.18396433,0.00000000
-5.45372686,1.10637886,0.00025352,0.06276782,0.22076667,0.66868887,0.05878892,0.26245668,0.18195941,0.00000000
-5.44772386,1.07042802,0.00024150,0.05902160,0.21188257,0.64631186,0.05862552,0.25254087,0.18039833,0.00000000
-5.44172086,1.03790150,0.00022899,0.05536489,0.20409405,0.62647778,0.05863925,0.24315208,0.17935750,0.00000000
-5.43571786,1.00923162,0.00021611,0.05182753,0.19747577,0.60936080,0.05882782,0.23445760,0.17890441,0.00000000
-5.42971486,0.98480160,0.00020305,0.04843610,0.19209058,0.59509682,0.05918692,0.22661981,0.17909593,0.00000000
-5.42371186,0.96494096,0.00018998,0.04521406,0.18799039,0.58378500,0.05971097,0.21979132,0.17997705,0.00000000
-5.41770885,0.94992282,0.00017712,0.04218210,0.18521722,0.57549038,0.06039399,0.21411074,0.18157999,0.00000000
-5.41170585,0.93996316,0.00016466,0.03935844,0.18380447,0.57024720,0.06123048,0.20969921,0.18392368,0.00000000
-5.40570285,0.93522170,0.00015281,0.03675923,0.18377831,0.56806284,0.06221642,0.20665779,0.18701383,0.00000000
-5.39969985,0.93580454,0.00014177,0.03439895,0.18515908,0.56892194,0.06335019,0.20506587,0.19084337,0.00000000
-5.39369685,0.94176810,0.00013171,0.03229075,0.18796272,0.57279067,0.06463346,0.20498047,0.19539346,0.00000000
-5.38769385,0.95312441,0.00012282,0.03044688,0.19220205,0.57962091,0.06607203,0.20643665,0.20063490,0.00000000
-5.38169085,0.96984734,0.00011522,0.02887888,0.19788796,0.58935426,0.06767650,0.20944867,0.20652996,0.00000000
-5.37568784,0.99187979,0.00010907,0.02759792,0.20503043,0.60192588,0.06946287,0.21401215,0.21303458,0.00000000
-5.36968484,1.01914126,0.00010447,0.02661486,0.21363930,0.61726809,0.07145289,0.22010666,0.22010083,0.00000000
-5.36368184,1.05153570,0.00010151,0.02594034,0.22372476,0.63531358,0.07367418,0.22769892,0.22767940,0.00000000
-5.35767884,1.08895916,0.00010028,0.02558475,0.23529754,0.65599843,0.07616018,0.23674612,0.23572222,0.00000000
-5.35167584,1.13130689,0.00010082,0.02555806,0.24836865,0.67926462,0.07894970,0.24719929,0.24418481,0.00000000
-5.34567284,1.17847934,0.00010319,0.02586956,0.26294882,0.70506223,0.08208632,0.25900640,0.25302836,0.00000000
-5.33966983,1.23038680,0.00010740,0.02652752,0.27904731,0.73335093,0.08561729,0.27211500,0.26222140,0.00000000
-5.33366683,1.28695206,0.00011348,0.02753874,0.29667024,0.76410089,0.08959223,0.28647413,0.27174073,0.00000000
-5.32766383,1.34811089,0.00012141,0.02890800,0.31581848,0.79729284,0.09406142,0.30203551,0.28157184,0.00000000
-5.32166083,1.41381001,0.00013119,0.03063748,0.33648488,0.83291717,0.09907379,0.31875370,0.29170840,0.00000000
-5.31565783,1.48400229,0.00014277,0.03272606,0.35865106,0.87097197,0.10467471,0.33658537,0.30215100,0.00000000
-5.30965483,1.55863941,0.00015612,0.03516874,0.38228383,0.91145991,0.11090341,0.35548752,0.31290515,0.00000000
-5.30365183,1.63766190,0.00017118,0.03795590,0.40733130,0.95438399,0.11779047,0.37541502,0.32397848,0.00000000
-5.29764882,1.72098716,0.00018786,0.04107273,0.43371887,0.99974210,0.12535507,0.39631730,0.33537750,0.00000000
-5.29164582,1.80849584,0.00020609,0.04449871,0.46134538,1.04752065,0.13360249,0.41813470,0.34710378,0.00000000
-5.28564282,1.90001741,0.00022574,0.04820718,0.49007963,1.09768744,0.14252178,0.44079464,0.35915017,0.00000000
-5.27963982,1.99531579,0.00024671,0.05216514,0.51975745,1.15018410,0.15208374,0.46420785,0.37149688,0.00000000
-5.27363682,2.09407602,0.00026886,0.05633316,0.55017986,1.20491843,0.16223946,0.48826517,0.38410806,0.00000000
-5.26763382,2.19589292,0.00029206,0.06066559,0.58111232,1.26175722,0.17291950,0.51283504,0.39692890,0.00000000
-5.26163082,2.30026289,0.00031614,0.06511098,0.61228544,1.32051993,0.18403374,0.53776205,0.40988356,0.00000000
-5.25562781,2.40657957,0.00034097,0.06961277,0.64339745,1.38097377,0.19547215,0.56286683,0.42287419,0.00000000
-5.24962481,2.51413431,0.00036640,0.07411025,0.67411826,1.44283061,0.20710629,0.58794736,0.43578112,0.00000000
-5.24362181,2.62212166,0.00039230,0.07853971,0.70409545,1.50574610,0.21879185,0.61278172,0.44846433,0.00000000
-5.23761881,2.72965045,0.00041854,0.08283589,0.73296193,1.56932135,0.23037186,0.63713247,0.46076623,0.00000000
-5.23161581,2.83576003,0.00044502,0.08693352,0.76034510,1.63310717,0.24168076,0.66075230,0.47251564,0.00000000
-5.22561281,2.93944148,0.00047168,0.09076905,0.78587725,1.69661109,0.25254898,0.68339089,0.48353285,0.00000000
-5.21960980,3.03966290,0.00049848,0.09428238,0.80920683,1.75930680,0.26280801,0.70480259,0.49363558,0.00000000
-5.21360680,3.13539779,0.00052541,0.09741854,0.83001005,1.82064583,0.27229562,0.72475459,0.50264548,0.00000000
-5.20760380,3.22565531,0.00055252,0.10012939,0.84800226,1.88007097,0.28086116,0.74303522,0.51039489,0.00000000
-5.20160080,3.30951082,0.00057988,0.10237499,0.86294871,1.93703091,0.28837049,0.75946178,0.51673357,0.00000000
-5.19559780,3.38613541,0.00060761,0.10412481,0.87467391,1.99099542,0.29471051,0.77388767,0.52153498,0.00000000
-5.18959480,3.45482285,0.00063585,0.10535865,0.88306927,2.04147039,0.29979295,0.78620828,0.52470177,0.00000000
-5.18359180,3.51501257,0.00066478,0.10606714,0.88809847,2.08801203,0.30355729,0.79636537,0.52617027,0.00000000
-5.17758879,3.56630767,0.00069458,0.10625189,0.88980029,2.13023969,0.30597263,0.80434970,0.52591369,0.00000000
-5.17158579,3.60848693,0.00072547,0.10592526,0.88828872,2.16784655,0.30703849,0.81020173,0.52394386,0.00000000
-5.16558279,3.64151039,0.00075763,0.10510976,0.88375025,2.20060790,0.30678445,0.81401031,0.52031147,0.00000000
-5.15957979,3.66551826,0.00079124,0.10383703,0.87643842,2.22838666,0.30526864,0.81590954,0.51510473,0.00000000
-5.15357679,3.68082343,0.00082644,0.10214661,0.86666598,2.25113588,0.30257526,0.81607384,0.50844666,0.00000000
-5.14757379,3.68789789,0.00086333,0.10008441,0.85479490,2.26889828,0.29881119,0.81471154,0.50049098,0.00000000
-5.14157079,3.68735414,0.00090195,0.09770106,0.84122477,2.28180305,0.29410181,0.81205731,0.49141698,0.00000000
-5.13556778,3.67992234,0.00094227,0.09505017,0.82638019,2.29005990,0.28858642,0.80836391,0.48142352,0.00000000
-5.12956478,3.66642461,0.00098418,0.09218659,0.81069756,2.29395097,0.28241328,0.80389341,0.47072256,0.00000000
-5.12356178,3.64774764,0.00102750,0.08916475,0.79461210,2.29382091,0.27573460,0.79890862,0.45953237,0.00000000
-5.11755878,3.62481481,0.00107195,0.08603722,0.77854546,2.29006554,0.26870176,0.79366487,0.44807085,0.00000000
-5.11155578,3.59855921,0.00111719,0.08285337,0.76289455,2.28311972,0.26146078,0.78840258,0.43654920,0.00000000
-5.10555278,3.56989838,0.00116279,0.07965849,0.74802185,2.27344472,0.25414838,0.78334092,0.42516613,0.00000000
-5.09954977,3.53971173,0.00120827,0.07649299,0.73424766,2.26151574,0.24688873,0.77867271,0.41410286,0.00000000
-5.09354677,3.50882133,0.00125310,0.07339207,0.72184431,2.24780973,0.23979087,0.77456077,0.40351903,0.00000000
-5.08754377,3.47797640,0.00129671,0.07038566,0.71103250,2.23279411,0.23294705,0.77113571,0.39354960,0.00000000
-5.08154077,3.44784182,0.00133853,0.06749857,0.70197954,2.21691642,0.22643173,0.76849512,0.38430282,0.00000000
-5.07553777,3.41899048,0.00137801,0.06475099,0.69479955,2.20059539,0.22030153,0.76670421,0.37585916,0.00000000
-5.06953477,3.39189955,0.00141461,0.06215912,0.68955515,2.18421328,0.21459578,0.76579753,0.36827126,0.00000000
-5.06353177,3.36695007,0.00144785,0.05973597,0.68626057,2.16811002,0.20933769,0.76578176,0.36156471,0.00000000
-5.05752876,3.34442979,0.00147736,0.05749226,0.68488555,2.15257875,0.20453611,0.76663925,0.35573965,0.00000000
-5.05152576,3.32453841,0.00150283,0.05543729,0.68536009,2.13786330,0.20018758,0.76833204,0.35077293,0.00000000
-5.04552276,3.30739510,0.00152410,0.05357983,0.68757942,2.12415718,0.19627867,0.77080627,0.34662085,0.00000000
-5.03951976,3.29304752,0.00154111,0.05192888,0.69140907,2.11160439,0.19278843,0.77399651,0.34322218,0.00000000
-5.03351676,3.28148198,0.00155397,0.05049431,0.69668985,2.10030174,0.18969086,0.77782994,0.34050148,0.00000000
-5.02751376,3.27263434,0.00156295,0.04928733,0.70324252,2.09030275,0.18695719,0.78223019,0.33837250,0.00000000
-5.02151076,3.26640112,0.00156846,0.04832068,0.71087214,2.08162289,0.18455802,0.78712060,0.33674162,0.00000000
-5.01550775,3.26265050,0.00157108,0.04760870,0.71937201,2.07424604,0.18246514,0.79242682,0.33551115,0.00000000
-5.00950475,3.26123289,0.00157155,0.04716705,0.72852725,2.06813187,0.18065298,0.79807860,0.33458251,0.00000000
-5.00350175,3.26199080,0.00157078,0.04701230,0.73811805,2.06322391,0.17909971,0.80401091,0.33385920,0.00000000
-4.99749875,3.26476759,0.00156981,0.04716123,0.74792272,2.05945801,0.17778790,0.81016406,0.33324944,0.00000000
-4.99149575,3.26941504,0.00156981,0.04763000,0.75772056,2.05677080,0.17670477,0.81648318,0.33266847,0.00000000
-4.98549275,3.27579939,0.00157211,0.04843310,0.76729463,2.05510782,0.17584209,0.82291691,0.33204055,0.00000000
-4.97948974,3.28380585,0.00157811,0.04958228,0.77643447,2.05443091,0.17519567,0.82941550,0.33130049,0.00000000
-4.97348674,3.29334121,0.00158930,0.05108535,0.78493883,2.05472463,0.17476455,0.83592841,0.33039482,0.00000000
-4.96748374,3.30433485,0.00160725,0.05294504,0.79261835,2.05600124,0.17454999,0.84240159,0.32928247,0.00000000
-4.96148074,3.31673780,0.00163357,0.05515792,0.79929814,2.05830405,0.17455423,0.84877468,0.32793514,0.00000000
-4.95547774,3.33052032,0.00166986,0.05771342,0.80482027,2.06170907,0.17477914,0.85497818,0.32633711,0.00000000
-4.94947474,3.34566786,0.00171771,0.06059309,0.80904610,2.06632462,0.17522489,0.86093099,0.32448477,0.00000000
-4.94347174,3.36217603,0.00177866,0.06377010,0.81185819,2.07228918,0.17588863,0.86653838,0.32238574,0.00000000
-4.93746873,3.38004460,0.00185413,0.06720898,0.81316201,2.07976732,0.17676336,0.87169070,0.32005771,0.00000000
-4.93146573,3.39927123,0.00194543,0.07086581,0.81288710,2.08894410,0.17783697,0.87626288,0.31752697,0.00000000
-4.92546273,3.41984530,0.00205369,0.07468865,0.81098788,2.10001823,0.17909153,0.88011499,0.31482685,0.00000000
-4.91945973,3.44174233,0.00217983,0.07861844,0.80744395,2.11319418,0.18050296,0.88309388,0.31199591,0.00000000
-4.91345673,3.46491947,0.00232449,0.08259018,0.80225990,2.12867390,0.18204101,0.88503593,0.30907626,0.00000000
-4.90745373,3.48931258,0.00248803,0.08653448,0.79546486,2.14664844,0.18366963,0.88577098,0.30611177,0.00000000
-4.90145073,3.51483508,0.00267048,0.09037939,0.78711156,2.16729004,0.18534769,0.88512718,0.30314649,0.00000000
-4.89544772,3.54137905,0.00287153,0.09405246,0.77727528,2.19074506,0.18703007,0.88293681,0.30022321,0.00000000
-4.88944472,3.56881846,0.00309047,0.09748292,0.76605262,2.21712824,0.18866901,0.87904271,0.29738229,0.00000000
-4.88344172,3.59701469,0.00332624,0.10060391,0.75356012,2.24651846,0.19021578,0.87330507,0.29466070,0.00000000
-4.87743872,3.62582403,0.00357736,0.10335473,0.73993302,2.27895649,0.19162239,0.86560835,0.29209145,0.00000000
-4.87143572,3.65510686,0.00384203,0.10568285,0.72532400,2.31444452,0.19284355,0.85586785,0.28970328,0.00000000
-4.86543272,3.68473813,0.00411809,0.10754579,0.70990193,2.35294778,0.19383847,0.84403580,0.28752060,0.00000000
-4.85942971,3.71461843,0.00440308,0.10891261,0.69385086,2.39439797,0.19457266,0.83010641,0.28556381,0.00000000
-4.85342671,3.74468513,0.00469431,0.10976504,0.67736884,2.43869827,0.19501951,0.81411978,0.28384975,0.00000000
-4.84742371,3.77492285,0.00498891,0.11009814,0.66066686,2.48572976,0.19516164,0.79616440,0.28239236,0.00000000
-4.84142071,3.80537251,0.00528389,0.10992053,0.64396757,2.53535855,0.19499183,0.77637794,0.28120349,0.00000000
-4.83541771,3.83613848,0.00557621,0.10925411,0.62750388,2.58744342,0.19451372,0.75494652,0.28029371,0.00000000
-4.82941471,3.86739308,0.00586289,0.10813324,0.61151716,2.64184324,0.19374199,0.73210215,0.27967315,0.00000000
-4.82341171,3.89937808,0.00614107,0.10660359,0.59625521,2.69842383,0.19270218,0.70811871,0.27935220,0.00000000
-4.81740870,3.93240281,0.00640804,0.10472052,0.58196959,2.75706352,0.19143010,0.68330643,0.27934220,0.00000000
-4.81140570,3.96683874,0.00666137,0.10254719,0.56891266,2.81765716,0.18997086,0.65800520,0.27965581,0.00000000
-4.80540270,4.00311050,0.00689892,0.10015241,0.55733397,2.88011823,0.18837762,0.63257698,0.28030728,0.00000000
-4.79939970,4.04168355,0.00711889,0.09760840,0.54747625,2.94437857,0.18671003,0.60739756,0.28131247,0.00000000
-4.79339670,4.08304868,0.00731984,0.09498846,0.53957097,3.01038584,0.18503247,0.58284809,0.28268856,0.00000000
-4.78739370,4.12770400,0.00750073,0.09236473,0.53383356,3.07809869,0.18341222,0.55930655,0.28445362,0.00000000
-4.78139070,4.17613483,0.00766090,0.08980604,0.53045841,3.14747963,0.18191754,0.53713965,0.28662591,0.00000000
-4.77538769,4.22879241,0.00780005,0.08737604,0.52961380,3.21848616,0.18061573,0.51669510,0.28922301,0.00000000
-4.76938469,4.28607194,0.00791824,0.08513151,0.53143695,3.29106037,0.17957137,0.49829483,0.29226079,0.00000000
-4.76338169,4.34829106,0.00801587,0.08312109,0.53602929,3.36511769,0.17884456,0.48222889,0.29575231,0.00000000
-4.75737869,4.41566947,0.00809363,0.08138425,0.54345219,3.44053538,0.17848951,0.46875045,0.29970663,0.00000000
-4.75137569,4.48831046,0.00815248,0.07995068,0.55372335,3.51714141,0.17855313,0.45807175,0.30412768,0.00000000
-4.74537269,4.56618537,0.00819364,0.07883998,0.56681391,3.59470440,0.17907408,0.45036102,0.30901320,0.00000000
-4.73936968,4.64912140,0.00821857,0.07806176,0.58264657,3.67292541,0.18008190,0.44574036,0.31435377,0.00000000
-4.73336668,4.73679364,0.00822893,0.07761594,0.60109474,3.75143197,0.18159650,0.44428447,0.32013206,0.00000000
-4.72736368,4.82872156,0.00822660,0.07749340,0.62198291,3.82977506,0.18362785,0.44602025,0.32632233,0.00000000
-4.72136068,4.92427053,0.00821372,0.07767683,0.64508821,3.90742934,0.18617600,0.45092708,0.33289017,0.00000000
-4.71535768,5.02265836,0.00819263,0.07814173,0.67014338,3.98379691,0.18923123,0.45893777,0.33979254,0.00000000
-4.70935468,5.12296695,0.00816596,0.07885763,0.69684086,4.05821459,0.19277453,0.46994021,0.34697817,0.00000000
-4.70335168,5.22415891,0.00813661,0.07978932,0.72483825,4.12996486,0.19677826,0.48377956,0.35438825,0.00000000
-4.69734867,5.32509870,0.00810780,0.08089819,0.75376479,4.19828994,0.20120694,0.50026109,0.36195739,0.00000000
-4.69134567,5.42457793,0.00808305,0.08214356,0.78322890,4.26240891,0.20601828,0.51915366,0.36961498,0.00000000
-4.68534267,5.52134405,0.00806623,0.08348397,0.81282646,4.32153707,0.21116429,0.54019375,0.37728660,0.00000000
-4.67933967,5.61413154,0.00806152,0.08487852,0.84214969,4.37490705,0.21659249,0.56309017,0.38489582,0.00000000
-4.67333667,5.70169481,0.00807338,0.08628800,0.87079626,4.42179083,0.22224713,0.58752945,0.39236593,0.00000000
-4.66733367,5.78284166,0.00810652,0.08767600,0.89837846,4.46152187,0.22807057,0.61318172,0.39962186,0.00000000
-4.66133067,5.85646613,0.00816584,0.08900989,0.92453203,4.49351642,0.23400440,0.63970721,0.40659191,0.00000000
-4.65532766,5.92157967,0.00825628,0.09026166,0.94892438,4.51729327,0.23999069,0.66676313,0.41320949,0.00000000
-4.64932466,5.97733931,0.00838276,0.09140856,0.97126185,4.53249089,0.24597300,0.69401089,0.41941457,0.00000000
-4.64332166,6.02307193,0.00855001,0.09243357,0.99129583,4.53888141,0.25189725,0.72112332,0.42515490,0.00000000
