energy_ev,total_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.84392196,3.20133795,0.50466671,1.95968902,0.99998459,0.36523859,0.00031808,0.73675963,0.00743213,0.16904663
-5.83791896,3.34261484,0.53212216,2.07779341,1.02972681,0.37079432,0.00036488,0.75190618,0.00720227,0.17343942
-5.83191596,3.49962845,0.56170186,2.20197200,1.06834720,0.37882912,0.00041659,0.77247085,0.00705992,0.17871703
-5.82591296,3.67201784,0.59342316,2.33188846,1.11582607,0.38933286,0.00047314,0.79844800,0.00700365,0.18484878
-5.81990995,3.85917660,0.62728044,2.46709286,1.17201378,0.40225948,0.00053434,0.82975381,0.00703132,0.19179470
-5.81390695,4.06021271,0.66323622,2.60700310,1.23661102,0.41752137,0.00059991,0.86621349,0.00713992,0.19950389
-5.80790395,4.27391558,0.70121268,2.75088983,1.30915276,0.43498486,0.00066944,0.90755074,0.00732552,0.20791326
-5.80190095,4.49873307,0.74108430,2.89786647,1.38899710,0.45446693,0.00074240,0.95337996,0.00758320,0.21694680
-5.79589795,4.73276156,0.78267245,3.04688600,1.47532019,0.47573371,0.00081812,1.00320216,0.00790704,0.22651548
-5.78989495,4.97375089,0.82574228,3.19674527,1.56711793,0.49850086,0.00089582,1.05640518,0.00829011,0.23651781
-5.78389195,5.21912585,0.87000262,3.34609792,1.66321528,0.52243614,0.00097461,1.11226849,0.00872458,0.24684131
-5.77788894,5.46602474,0.91510915,3.49347585,1.76228322,0.54716407,0.00105350,1.16997296,0.00920173,0.25736453
-5.77188594,5.71135457,0.96067106,3.63731906,1.86286336,0.57227288,0.00113144,1.22861551,0.00971215,0.26795996
-5.76588294,5.95186170,1.00626120,3.77601312,1.96339968,0.59732338,0.00120730,1.28722827,0.01024590,0.27849743
-5.75987994,6.18421544,1.05142943,3.90793265,2.06227637,0.62185961,0.00127995,1.34480179,0.01079266,0.28884800
-5.75387694,6.40510141,1.09571881,4.03148925,2.15786056,0.64542083,0.00134826,1.40031144,0.01134200,0.29888815
-5.74787394,6.61132081,1.13868380,4.14518163,2.24854821,0.66755440,0.00141114,1.45274588,0.01188359,0.30850401
-5.74187094,6.79989092,1.17990981,4.24764549,2.33281130,0.68782893,0.00146758,1.50113654,0.01240743,0.31759546
-5.73586793,6.96814214,1.21903298,4.33770068,2.40924418,0.70584727,0.00151665,1.54458665,0.01290411,0.32607991
-5.72986493,7.11380683,1.25575918,4.41439331,2.47660706,0.72125850,0.00155756,1.58229856,0.01336502,0.33389541
-5.72386193,7.23509538,1.28988106,4.47703035,2.53386447,0.73376862,0.00158970,1.61359796,0.01378255,0.34100310
-5.71785893,7.33075548,1.32129221,4.52520512,2.58021690,0.74314914,0.00161260,1.63795399,0.01415026,0.34738871
-5.71185593,7.40011171,1.34999732,4.55881205,2.61512405,0.74924342,0.00162599,1.65499403,0.01446301,0.35306297
-5.70585293,7.44308304,1.37611765,4.57804996,2.63831851,0.75197027,0.00162980,1.66451266,0.01471705,0.35806108
-5.69984992,7.46017740,1.39989128,4.58341356,2.64980919,0.75132468,0.00162413,1.66647421,0.01491002,0.36244103
-5.69384692,7.45246351,1.42166764,4.57567364,2.64987434,0.74737580,0.00160930,1.66100900,0.01504102,0.36628089
-5.68784392,7.42152143,1.44189655,4.55584684,2.63904455,0.74026209,0.00158576,1.64840337,0.01511047,0.36967523
-5.68184092,7.36937416,1.46111185,4.52515651,2.61807650,0.73018407,0.00155415,1.62908416,0.01512004,0.37273081
-5.67583792,7.29840401,1.47991028,4.48498674,2.58791894,0.71739506,0.00151521,1.60359845,0.01507253,0.37556164
-5.66983492,7.21125765,1.49892643,4.43683157,2.54967246,0.70219025,0.00146979,1.57258975,0.01497167,0.37828378
-5.66383192,7.11074470,1.51880484,4.38224216,2.50454512,0.68489492,0.00141882,1.53677170,0.01482192,0.38100999
-5.65782891,6.99973460,1.54017037,4.32277404,2.45380590,0.66585214,0.00136326,1.49690079,0.01462830,0.38384456
-5.65182591,6.88105648,1.56359838,4.25993705,2.39873834,0.64541069,0.00130407,1.45374925,0.01439616,0.38687840
-5.64582291,6.75740653,1.58958591,4.19515002,2.34059619,0.62391371,0.00124221,1.40807942,0.01413097,0.39018484
-5.63981991,6.63126662,1.61852526,4.12970192,2.28056302,0.60168852,0.00117861,1.36062072,0.01383816,0.39381603
-5.63381691,6.50483712,1.65068133,4.06472098,2.21971733,0.57903803,0.00111410,1.31204992,0.01352294,0.39780035
-5.62781391,6.37998632,1.68617358,4.00115246,2.15900431,0.55623397,0.00104947,1.26297560,0.01319018,0.40214061
-5.62181091,6.25821730,1.72496372,3.93974573,2.09921502,0.53351217,0.00098541,1.21392692,0.01284431,0.40681349
-5.61580790,6.14065278,1.76684956,3.88105036,2.04097339,0.51106981,0.00092251,1.16534697,0.01248926,0.41176981
-5.60980490,6.02803710,1.81146544,3.82542076,1.98473096,0.48906465,0.00086126,1.11759046,0.01212843,0.41693593
-5.60380190,5.92075396,1.85828930,3.77302860,1.93076900,0.46761603,0.00080207,1.07092548,0.01176469,0.42221597
-5.59779890,5.81885770,1.90665600,3.72388158,1.87920725,0.44680740,0.00074523,1.02553865,0.01140045,0.42749494
-5.59179590,5.72211565,1.95577652,3.67784729,1.83001838,0.42669003,0.00069097,0.98154317,0.01103765,0.43264251
-5.58579290,5.63005860,2.00476216,3.63468064,1.78304696,0.40728765,0.00063943,0.93898884,0.01067791,0.43751732
-5.57978989,5.54203627,2.05265274,3.59405311,1.73803185,0.38860152,0.00059072,0.89787354,0.01032255,0.44197170
-5.57378689,5.45727497,2.09844772,3.55558251,1.69463068,0.37061583,0.00054485,0.85815508,0.00997270,0.44585659
-5.56778389,5.37493456,2.14113889,3.51886167,1.65244525,0.35330283,0.00050181,0.81976317,0.00962940,0.44902657
-5.56178089,5.29416216,2.17974339,3.48348493,1.61104670,0.33662774,0.00046157,0.78261061,0.00929364,0.45134466
-5.55577789,5.21414073,2.21333570,3.44907131,1.56999967,0.32055300,0.00042406,0.74660334,0.00896643,0.45268694
-5.54977489,5.13413065,2.24107742,3.41528374,1.52888431,0.30504186,0.00038920,0.71164913,0.00864884,0.45294674
-5.54377189,5.05350327,2.26224369,3.38184362,1.48731580,0.29006119,0.00035690,0.67766454,0.00834202,0.45203828
-5.53776888,4.97176579,2.27624524,3.34854067,1.44496069,0.27558351,0.00032705,0.64458015,0.00804720,0.44989958
-5.53176588,4.88857712,2.28264546,3.31523793,1.40154990,0.26158817,0.00029957,0.61234406,0.00776566,0.44649470
-5.52576288,4.80375509,2.28117180,3.28187222,1.35688808,0.24806191,0.00027435,0.58092378,0.00749871,0.44181513
-5.51975988,4.71727548,2.27172138,3.24845040,1.31085949,0.23499880,0.00025129,0.55030657,0.00724765,0.43588029
-5.51375688,4.62926390,2.25436066,3.21504220,1.26343033,0.22239962,0.00023030,0.52049862,0.00701366,0.42873713
-5.50775388,4.53998145,2.22931956,3.18177026,1.21464785,0.21027098,0.00021127,0.49152314,0.00679783,0.42045897
-5.50175088,4.44980583,2.19698037,3.14879816,1.16463659,0.19862412,0.00019411,0.46341767,0.00660100,0.41114341
-5.49574787,4.35920892,2.15786221,3.11631762,1.11359198,0.18747364,0.00017873,0.43623092,0.00642377,0.40090960
-5.48974487,4.26873268,2.11260180,3.08453542,1.06177183,0.17683618,0.00016503,0.41001916,0.00626643,0.38989486
-5.48374187,4.17896458,2.06193166,3.05366120,1.00948626,0.16672922,0.00015290,0.38484267,0.00612892,0.37825080
-5.47773887,4.09051394,2.00665657,3.02389673,0.95708637,0.15717004,0.00014227,0.36076212,0.00601083,0.36613919
-5.47173587,4.00399049,1.94762950,2.99542741,0.90495231,0.14817478,0.00013303,0.33783530,0.00591136,0.35372754
-5.46573287,3.91998598,1.88572796,2.96841647,0.85348125,0.13975785,0.00012510,0.31611404,0.00582936,0.34118487
-5.45972986,3.83905962,1.82183169,2.94300211,0.80307553,0.13193149,0.00011840,0.29564176,0.00576339,0.32867745
-5.45372686,3.76172785,1.75680244,2.91929775,0.75413166,0.12470559,0.00011287,0.27645139,0.00571169,0.31636509
-5.44772386,3.68845847,1.69146656,2.89739512,0.70703031,0.11808775,0.00010844,0.25856385,0.00567232,0.30439771
-5.44172086,3.61966913,1.62660072,2.87737000,0.66212768,0.11208345,0.00010510,0.24198719,0.00564319,0.29291262
-5.43571786,3.55572949,1.56292105,2.85928989,0.61974841,0.10669639,0.00010281,0.22671618,0.00562213,0.28203235
-5.42971486,3.49696662,1.50107569,2.84322301,0.58018023,0.10192894,0.00010160,0.21273245,0.00560703,0.27186321
-5.42371186,3.44367248,1.44164058,2.82924766,0.54367017,0.09778255,0.00010150,0.20000518,0.00559586,0.26249452
-5.41770885,3.39611257,1.38511819,2.81746117,0.51042247,0.09425824,0.00010258,0.18849209,0.00558677,0.25399842
-5.41170585,3.35453453,1.33193869,2.80798744,0.48059794,0.09135696,0.00010495,0.17814088,0.00557819,0.24643036
-5.40570285,3.31917568,1.28246297,2.80098216,0.45431465,0.08907985,0.00010877,0.16889082,0.00556883,0.23982990
-5.39969985,3.29026829,1.23698706,2.79663516,0.43164949,0.08742838,0.00011423,0.16067456,0.00555778,0.23422200
-5.39369685,3.26804189,1.19574710,2.79516913,0.41264066,0.08640431,0.00012155,0.15342003,0.00554449,0.22961844
-5.38769385,3.25272193,1.15892456,2.79683453,0.39729051,0.08600943,0.00013104,0.14705221,0.00552879,0.22601935
-5.38169085,3.24452437,1.12665101,2.80190063,0.38556858,0.08624516,0.00014301,0.14149496,0.00551091,0.22341473
-5.37568784,3.24364635,1.09901219,2.81064274,0.37741465,0.08711190,0.00015785,0.13667251,0.00549139,0.22178582
-5.36968484,3.25025306,1.07605105,2.82332640,0.37274148,0.08860831,0.00017598,0.13251091,0.00547109,0.22110625
-5.36368184,3.26446161,1.05776968,2.84018898,0.37143724,0.09073030,0.00019785,0.12893904,0.00545111,0.22134290
-5.35767884,3.28632264,1.04413012,2.86141988,0.37336744,0.09347013,0.00022396,0.12588954,0.00543270,0.22245651
-5.35167584,3.31580096,1.03505421,2.88714025,0.37837639,0.09681524,0.00025484,0.12329932,0.00541724,0.22440194
-5.34567284,3.35275630,1.03042258,2.91738360,0.38628829,0.10074729,0.00029101,0.12110989,0.00540608,0.22712815
-5.33966983,3.39692565,1.03007334,2.95207831,0.39690789,0.10524115,0.00033302,0.11926742,0.00540053,0.23057806
-5.33366683,3.44790844,1.03380058,2.99103334,0.41002098,0.11026405,0.00038137,0.11772266,0.00540176,0.23468811
-5.32766383,3.50515573,1.04135317,3.03392798,0.42539488,0.11577494,0.00043655,0.11643070,0.00541074,0.23938795
-5.32166083,3.56796432,1.05243418,3.08030654,0.44277887,0.12172405,0.00049900,0.11535058,0.00542818,0.24459999
-5.31565783,3.63547664,1.06670123,3.12957834,0.46190502,0.12805275,0.00056905,0.11444489,0.00545449,0.25023920
-5.30965483,3.70668671,1.08376802,3.18102340,0.48248926,0.13469366,0.00064696,0.11367939,0.00548976,0.25621307
-5.30365183,3.78045222,1.10320719,3.23380359,0.50423305,0.14157118,0.00073285,0.11302258,0.00553374,0.26242181
-5.29764882,3.85551250,1.12455452,3.28697895,0.52682547,0.14860223,0.00082667,0.11244535,0.00558584,0.26875892
-5.29164582,3.93051178,1.14731456,3.33952848,0.54994594,0.15569737,0.00092823,0.11192070,0.00564518,0.27511211
-5.28564282,4.00402676,1.17096746,3.39037451,0.57326744,0.16276215,0.00103712,0.11142353,0.00571056,0.28136451
-5.27963982,4.07459758,1.19497684,3.43840973,0.59646024,0.16969872,0.00115273,0.11093049,0.00578053,0.28739631
-5.27363682,4.14076075,1.21879851,3.48252550,0.61919595,0.17640765,0.00127424,0.11041989,0.00585345,0.29308662
-5.26763382,4.20108297,1.24188969,3.52164054,0.64115192,0.18278985,0.00140059,0.10987172,0.00592749,0.29831562
-5.26163082,4.25419429,1.26371840,3.55472864,0.66201571,0.18874860,0.00153052,0.10926761,0.00600072,0.30296685
-5.25562781,4.29881977,1.28377289,3.58084459,0.68148956,0.19419153,0.00166256,0.10859094,0.00607114,0.30692965
-5.24962481,4.33380827,1.30157054,3.59914734,0.69929476,0.19903262,0.00179505,0.10782684,0.00613674,0.31010149
-5.24362181,4.35815777,1.31666634,3.60891973,0.71517570,0.20319404,0.00192619,0.10696227,0.00619554,0.31239037
-5.23761881,4.37103661,1.32866043,3.60958455,0.72890368,0.20660785,0.00205406,0.10598610,0.00624562,0.31371693
-5.23161581,4.37180024,1.33720479,3.60071649,0.74028018,0.20921745,0.00217667,0.10488909,0.00628519,0.31401640
-5.22561281,4.36000335,1.34200891,3.58205019,0.74913972,0.21097886,0.00229201,0.10366399,0.00631259,0.31324015
-5.21960980,4.33540763,1.34284426,3.55348444,0.75535221,0.21186162,0.00239811,0.10230552,0.00632634,0.31135703
-5.21360680,4.29798524,1.33954789,3.51508305,0.75882479,0.21184951,0.00249310,0.10081040,0.00632517,0.30835416
-5.20760380,4.24791850,1.33202475,3.46707259,0.75950322,0.21094088,0.00257525,0.09917737,0.00630805,0.30423738
-5.20160080,4.18559617,1.32024909,3.40983763,0.75737270,0.20914869,0.00264306,0.09740723,0.00627420,0.29903126
-5.19559780,4.11160672,1.30426485,3.34391388,0.75245835,0.20650032,0.00269525,0.09550289,0.00622313,0.29277870
-5.18959480,4.02672909,1.28418508,3.26997965,0.74482511,0.20303698,0.00273087,0.09346939,0.00615464,0.28554007
-5.18359180,3.93192108,1.26019033,3.18884579,0.73457731,0.19881292,0.00274931,0.09131403,0.00606888,0.27739201
-5.17758879,3.82830574,1.23252619,3.10144441,0.72185765,0.19389438,0.00275029,0.08904637,0.00596632,0.26842590
-5.17158579,3.71715559,1.20149970,3.00881645,0.70684576,0.18835826,0.00273391,0.08667834,0.00584776,0.25874598
-5.16558279,3.59987481,1.16747489,2.91209778,0.68975614,0.18229064,0.00270065,0.08422429,0.00571438,0.24846725
-5.15957979,3.47797923,1.13086712,2.81250398,0.67083557,0.17578504,0.00265134,0.08170095,0.00556770,0.23771316
-5.15357679,3.35307381,1.09213634,2.71131327,0.65035976,0.16894060,0.00258712,0.07912739,0.00540954,0.22661317
-5.14757379,3.22682757,1.05177931,2.60984758,0.62862939,0.16186011,0.00250947,0.07652492,0.00524207,0.21530015
-5.14157079,3.10094581,1.01032059,2.50945140,0.60596531,0.15464791,0.00242009,0.07391679,0.00506770,0.20390781
-5.13556778,2.97713955,0.96830252,2.41146840,0.58270311,0.14740779,0.00232087,0.07132795,0.00488909,0.19256808
-5.12956478,2.85709251,0.92627437,2.31721582,0.55918687,0.14024082,0.00221387,0.06878453,0.00470904,0.18140864
-5.12356178,2.74242584,0.88478057,2.22795694,0.53576237,0.13324330,0.00210122,0.06631331,0.00453047,0.17055042
-5.11755878,2.63466139,0.84434856,2.14487197,0.51276978,0.12650469,0.00198507,0.06394108,0.00435632,0.16010541
-5.11155578,2.53518430,0.80547640,2.06902818,0.49053593,0.12010571,0.00186753,0.06169386,0.00418947,0.15017461
-5.10555278,2.44520606,0.76862058,2.00135010,0.46936660,0.11411666,0.00175061,0.05959612,0.00403265,0.14084621
-5.09954977,2.36572935,0.73418440,1.94259080,0.44953882,0.10859592,0.00163618,0.05766992,0.00388840,0.13219416
-5.09354677,2.29751617,0.70250734,1.89330575,0.43129369,0.10358874,0.00152592,0.05593411,0.00375891,0.12427701
-5.08754377,2.24106074,0.67385601,1.85383022,0.41482978,0.09912641,0.00142129,0.05440350,0.00364601,0.11713712
-5.08154077,2.19656867,0.64841681,1.82426192,0.40029770,0.09522574,0.00132349,0.05308826,0.00355111,0.11080031
-5.07553777,2.16394394,0.62629099,1.80444975,0.38779577,0.09188900,0.00123345,0.05199329,0.00347509,0.10527593
-5.06953477,2.14278475,0.60749223,1.79399001,0.37736731,0.08910425,0.00115183,0.05111788,0.00341836,0.10055731
-5.06353177,2.13238916,0.59194694,1.79223079,0.36899959,0.08684609,0.00107901,0.05045556,0.00338077,0.09662264
-5.05752876,2.13177107,0.57949754,1.79828491,0.36262463,0.08507688,0.00101510,0.04999412,0.00336166,0.09343633
-5.05152576,2.13968652,0.56990850,1.81105170,0.35812177,0.08374834,0.00095997,0.04971593,0.00335990,0.09095061
-5.04552276,2.15466995,0.56287516,1.82924716,0.35532218,0.08280346,0.00091326,0.04959846,0.00337392,0.08910755
-5.03951976,2.17507934,0.55803497,1.85144180,0.35401499,0.08217879,0.00087440,0.04961501,0.00340178,0.08784135
-5.03351676,2.19914890,0.55498075,1.87610490,0.35395491,0.08180691,0.00084268,0.04973570,0.00344129,0.08708076
-5.02751376,2.22504747,0.55327552,1.90165376,0.35487105,0.08161902,0.00081725,0.04992853,0.00349009,0.08675162
-5.02151076,2.25094026,0.55246825,1.92650594,0.35647666,0.08154768,0.00079719,0.05016061,0.00354577,0.08677952
-5.01550775,2.27505163,0.55210998,1.94913241,0.35847922,0.08152938,0.00078151,0.05039943,0.00360600,0.08709225
-5.00950475,2.29572612,0.55176958,1.96810948,0.36059067,0.08150710,0.00076923,0.05061413,0.00366862,0.08762220
-5.00350175,2.31148542,0.55104847,1.98216720,0.36253719,0.08143250,0.00075938,0.05077665,0.00373178,0.08830843
-4.99749875,2.32107852,0.54959388,1.99023217,0.36406820,0.08126787,0.00075105,0.05086290,0.00379404,0.08909846
-4.99149575,2.32352310,0.54710983,1.99146287,0.36496423,0.08098765,0.00074342,0.05085359,0.00385446,0.08994965
-4.98549275,2.31813638,0.54336573,1.98527611,0.36504327,0.08057950,0.00073579,0.05073501,0.00391265,0.09083015
-4.97948974,2.30455403,0.53820195,1.97136331,0.36416544,0.08004483,0.00072757,0.05049941,0.00396881,0.09171932
-4.97348674,2.28273666,0.53153253,1.94969620,0.36223578,0.07939883,0.00071832,0.05014528,0.00402377,0.09260773
-4.96748374,2.25296361,0.52334483,1.92052165,0.35920511,0.07866994,0.00070776,0.04967724,0.00407896,0.09349668
-4.96148074,2.21581463,0.51369617,1.88434627,0.35506909,0.07789888,0.00069573,0.04910571,0.00413638,0.09439725
-4.95547774,2.17214051,0.50270800,1.84191149,0.34986545,0.07713708,0.00068224,0.04844635,0.00419849,0.09532896
-4.94947474,2.12302422,0.49055762,1.79416053,0.34366968,0.07644485,0.00066743,0.04771932,0.00426816,0.09631819
-4.94347174,2.06973454,0.47746827,1.74219899,0.33658954,0.07588906,0.00065155,0.04694829,0.00434852,0.09739627
-4.93746873,2.01367439,0.46369778,1.68725092,0.32875852,0.07554071,0.00063496,0.04615939,0.00444284,0.09859747
-4.93146573,1.95632634,0.44952659,1.63061248,0.32032877,0.07547220,0.00061810,0.04538010,0.00455435,0.09995696
-4.92546273,1.89919775,0.43524566,1.57360525,0.31146378,0.07575466,0.00060145,0.04463806,0.00468611,0.10150877
-4.91945973,1.84376777,0.42114460,1.51753124,0.30233115,0.07645522,0.00058554,0.04395996,0.00484083,0.10328392
-4.91345673,1.79143862,0.40750089,1.46363142,0.29309575,0.07763452,0.00057090,0.04337048,0.00502072,0.10530872
-4.90745373,1.74349266,0.39457013,1.41304936,0.28391367,0.07934436,0.00055805,0.04289137,0.00522737,0.10760339
-4.90145073,1.70105695,0.38257808,1.36680111,0.27492693,0.08162573,0.00054746,0.04254066,0.00546160,0.11018098
-4.89544772,1.66507632,0.37171440,1.32575235,0.26625932,0.08450716,0.00053953,0.04233206,0.00572337,0.11304664
-4.88944472,1.63629539,0.36212831,1.29060314,0.25801338,0.08800361,0.00053460,0.04227451,0.00601172,0.11619733
-4.88344172,1.61524979,0.35392622,1.26188040,0.25026848,0.09211576,0.00053290,0.04237201,0.00632474,0.11962181
-4.87743872,1.60226631,0.34717120,1.23993789,0.24308008,0.09682982,0.00053458,0.04262359,0.00665955,0.12330111
-4.87143572,1.59747123,0.34188417,1.22496300,0.23648000,0.10211788,0.00053965,0.04302345,0.00701235,0.12720923
-4.86543272,1.60080582,0.33804652,1.21698946,0.23047763,0.10793877,0.00054805,0.04356135,0.00737851,0.13131418
-4.85942971,1.61204783,0.33560404,1.21591501,0.22506190,0.11423927,0.00055957,0.04422312,0.00775262,0.13557925
-4.85342671,1.63083743,0.33447166,1.22152255,0.22020388,0.12095591,0.00057394,0.04499127,0.00812867,0.13996444
-4.84742371,1.65670611,0.33453895,1.23350366,0.21585979,0.12801690,0.00059077,0.04584575,0.00850022,0.14442800
-4.84142071,1.68910690,0.33567579,1.25148300,0.21197435,0.13534446,0.00060961,0.04676473,0.00886052,0.14892799
-4.83541771,1.72744433,0.33773820,1.27504236,0.20848415,0.14285721,0.00062996,0.04772547,0.00920277,0.15342381
-4.82941471,1.77110279,0.34057387,1.30374316,0.20532106,0.15047264,0.00065127,0.04870517,0.00952027,0.15787761
-4.82341171,1.81947187,0.34402735,1.33714631,0.20241547,0.15810949,0.00067298,0.04968174,0.00980664,0.16225552
-4.81740870,1.87196768,0.34794454,1.37482871,0.19969924,0.16568998,0.00069453,0.05063458,0.01005604,0.16652868
-4.81140570,1.92804937,0.35217657,1.41639565,0.19710830,0.17314171,0.00071541,0.05154524,0.01026327,0.17067400
-4.80540270,1.98723032,0.35658280,1.46148886,0.19458494,0.18039923,0.00073512,0.05239793,0.01042403,0.17467454
-4.79939970,2.04908377,0.36103310,1.50979004,0.19207945,0.18740522,0.00075328,0.05317995,0.01053496,0.17851969
-4.79339670,2.11324308,0.36540929,1.56102014,0.18955148,0.19411110,0.00076958,0.05388194,0.01059379,0.18220498
-4.78739370,2.17939709,0.36960590,1.61493476,0.18697083,0.20047726,0.00078380,0.05449797,0.01059938,0.18573158
-4.78139070,2.24728124,0.37353029,1.67131632,0.18431772,0.20647270,0.00079588,0.05502553,0.01055180,0.18910557
-4.77538769,2.31666546,0.37710233,1.72996396,0.18158277,0.21207439,0.00080586,0.05546529,0.01045225,0.19233701
-4.76938469,2.38734020,0.38025365,1.79068207,0.17876643,0.21726610,0.00081394,0.05582082,0.01030307,0.19543888
-4.76338169,2.45910157,0.38292682,1.85326862,0.17587818,0.22203709,0.00082044,0.05609815,0.01010769,0.19842593
-4.75737869,2.53173732,0.38507431,1.91750429,0.17293548,0.22638058,0.00082584,0.05630532,0.00987047,0.20131355
-4.75137569,2.60501471,0.38665773,1.98314360,0.16996240,0.23029221,0.00083073,0.05645177,0.00959659,0.20411681
-4.74537269,2.67867153,0.38764710,2.04990880,0.16698832,0.23376855,0.00083585,0.05654790,0.00929196,0.20684952
-4.73936968,2.75241119,0.38802045,2.11748732,0.16404645,0.23680584,0.00084204,0.05660445,0.00896300,0.20952369
-4.73336668,2.82590247,0.38776379,2.18553317,0.16117248,0.23939900,0.00085023,0.05663212,0.00861648,0.21214915
-4.72736368,2.89878425,0.38687131,2.25367245,0.15840331,0.24154103,0.00086142,0.05664112,0.00825940,0.21473348
-4.72136068,2.97067485,0.38534591,2.32151271,0.15577593,0.24322280,0.00087668,0.05664092,0.00789877,0.21728222
-4.71535768,3.04118566,0.38319992,2.38865565,0.15332648,0.24443329,0.00089708,0.05663999,0.00754148,0.21979942
-4.70935468,3.10993778,0.38045593,2.45471227,0.15108957,0.24516023,0.00092371,0.05664582,0.00719414,0.22228822
-4.70335168,3.17658056,0.37714754,2.51931929,0.14909768,0.24539106,0.00095762,0.05666480,0.00686297,0.22475172
-4.69734867,3.24081034,0.37332002,2.58215556,0.14738091,0.24511421,0.00099978,0.05670239,0.00655363,0.22719379
-4.69134567,3.30238770,0.36903052,2.64295695,0.14596667,0.24432050,0.00105109,0.05676322,0.00627120,0.22961981
-4.68534267,3.36115148,0.36434792,2.70152839,0.14487960,0.24300458,0.00111229,0.05685122,0.00602001,0.23203729
-4.67933967,3.41702808,0.35935205,2.75775164,0.14414146,0.24116634,0.00118397,0.05696984,0.00580363,0.23445617
-4.67333667,3.47003462,0.35413228,2.81158789,0.14377097,0.23881204,0.00126654,0.05712209,0.00562480,0.23688879
-4.66733367,3.52027519,0.34878545,2.86307433,0.14378359,0.23595518,0.00136015,0.05731068,0.00548540,0.23934954
-4.66133067,3.56792972,0.34341313,2.91231457,0.14419118,0.23261701,0.00146473,0.05753796,0.00538642,0.24185397
-4.65532766,3.61323579,0.33811833,2.95946302,0.14500148,0.22882650,0.00157991,0.05780582,0.00532796,0.24441765
-4.64932466,3.65646407,0.33300177,3.00470394,0.14621746,0.22462000,0.00170505,0.05811554,0.00530924,0.24705463
-4.64332166,3.69788885,0.32815789,3.04822644,0.14783655,0.22004034,0.00183918,0.05846752,0.00532861,0.24977564
