energy_ev,total_up,Bi_p_up,Bi_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,1.25578301,0.54632469,0.00855297,0.72178381,0.46468077,0.00185391,0.27102059
-5.99399700,1.21451065,0.52492075,0.00820605,0.69300528,0.44317561,0.00179015,0.27162987
-5.98799400,1.17447753,0.50360026,0.00784675,0.66576766,0.42245542,0.00171934,0.27335456
-5.98199100,1.13615440,0.48272894,0.00748075,0.64031913,0.40277390,0.00164297,0.27602258
-5.97598799,1.10004962,0.46270105,0.00711399,0.61692135,0.38439604,0.00156261,0.27945760
-5.96998499,1.06670919,0.44393372,0.00675259,0.59585145,0.36759667,0.00147998,0.28348879
-5.96398199,1.03671375,0.42685995,0.00640271,0.57740221,0.35265786,0.00139679,0.28795989
-5.95797899,1.01067246,0.41192026,0.00607042,0.56188011,0.33986508,0.00131480,0.29273700
-5.95197599,0.98921366,0.39955341,0.00576160,0.54960125,0.32950224,0.00123570,0.29771477
-5.94597299,0.97297224,0.39018611,0.00548176,0.54088509,0.32184565,0.00116110,0.30282069
-5.93996998,0.96257394,0.38422207,0.00523600,0.53604607,0.31715693,0.00109248,0.30801718
-5.93396698,0.95861670,0.38203056,0.00502878,0.53538328,0.31567507,0.00103117,0.31330149
-5.92796398,0.96164955,0.38393459,0.00486393,0.53916842,0.31760794,0.00097830,0.31870324
-5.92196098,0.97214954,0.39019916,0.00474446,0.54763234,0.32312317,0.00093477,0.32427990
-5.91595798,0.99049733,0.40101970,0.00467252,0.56095079,0.33233904,0.00090126,0.33011026
-5.90995498,1.01695240,0.41651113,0.00464930,0.57922970,0.34531547,0.00087820,0.33628637
-5.90395198,1.05162893,0.43669789,0.00467501,0.60249087,0.36204554,0.00086577,0.34290432
-5.89794897,1.09447335,0.46150534,0.00474879,0.63065855,0.38244802,0.00086388,0.35005437
-5.89194597,1.14524486,0.49075308,0.00486872,0.66354795,0.40636118,0.00087219,0.35781097
-5.88594297,1.20350031,0.52415046,0.00503183,0.70085621,0.43353856,0.00089012,0.36622332
-5.87993997,1.26858440,0.56129494,0.00523409,0.74215670,0.46364687,0.00091686,0.37530694
-5.87393697,1.33962658,0.60167358,0.00547052,0.78689731,0.49626652,0.00095140,0.38503681
-5.86793397,1.41554536,0.64466801,0.00573519,0.83440332,0.53089514,0.00099252,0.39534255
-5.86193097,1.49506081,0.68956314,0.00602143,0.88388504,0.56695410,0.00103888,0.40610588
-5.85592796,1.57671539,0.73555960,0.00632187,0.93445065,0.60379831,0.00108898,0.41716075
-5.84992496,1.65890324,0.78178994,0.00662867,0.98512387,0.64072905,0.00114127,0.42829602
-5.84392196,1.73990701,0.82733816,0.00693368,1.03486633,0.67700969,0.00119412,0.43926079
-5.83791896,1.81794166,0.87126220,0.00722865,1.08260392,0.71188384,0.00124591,0.44977205
-5.83191596,1.89120342,0.91261870,0.00750544,1.12725618,0.74459538,0.00129505,0.45952435
-5.82591296,1.95792246,0.95048915,0.00775625,1.16776782,0.77440971,0.00134004,0.46820105
-5.81990995,2.01641695,0.98400653,0.00797386,1.20314092,0.80063526,0.00137947,0.47548655
-5.81390695,2.06514637,1.01238135,0.00815178,1.23246657,0.82264460,0.00141211,0.48107893
-5.80790395,2.10276171,1.03492598,0.00828452,1.25495451,0.83989408,0.00143690,0.48470229
-5.80190095,2.12815037,1.05107636,0.00836770,1.26995942,0.85194121,0.00145299,0.48611828
-5.79589795,2.14047361,1.06040986,0.00839818,1.27700266,0.85845893,0.00145978,0.48513621
-5.78989495,2.13919494,1.06265884,0.00837418,1.27578847,0.85924622,0.00145691,0.48162114
-5.78389195,2.12409806,1.05771890,0.00829531,1.26621382,0.85423445,0.00144427,0.47549978
-5.77788894,2.09529363,1.04565185,0.00816256,1.24837153,0.84348929,0.00142201,0.46676374
-5.77188594,2.05321466,1.02668297,0.00797826,1.22254655,0.82720804,0.00139050,0.45547017
-5.76588294,1.99860081,1.00119287,0.00774601,1.18920562,0.80571252,0.00135036,0.44173977
-5.75987994,1.93247244,0.96970446,0.00747056,1.14898086,0.77943801,0.00130238,0.42575228
-5.75387694,1.85609594,0.93286544,0.00715759,1.10264823,0.74891867,0.00124755,0.40773984
-5.74787394,1.77094186,0.89142744,0.00681363,1.05110177,0.71477022,0.00118697,0.38797855
-5.74187094,1.67863803,0.84622251,0.00644579,0.99532504,0.67767064,0.00112185,0.36677871
-5.73586793,1.58091969,0.79813826,0.00606157,0.93636088,0.63833987,0.00105347,0.34447420
-5.72986493,1.47957899,0.74809256,0.00566869,0.87528101,0.59751920,0.00098310,0.32141157
-5.72386193,1.37641574,0.69700889,0.00527486,0.81315654,0.55595137,0.00091205,0.29793937
-5.71785893,1.27319135,0.64579313,0.00488762,0.75103058,0.51436195,0.00084156,0.27439796
-5.71185593,1.17158751,0.59531275,0.00451421,0.68989385,0.47344276,0.00077281,0.25111055
-5.70585293,1.07317071,0.54637878,0.00416136,0.63066393,0.43383757,0.00070687,0.22837532
-5.69984992,0.97936331,0.49973099,0.00383528,0.57416864,0.39613064,0.00064474,0.20645930
-5.69384692,0.89142162,0.45602648,0.00354149,0.52113364,0.36083787,0.00058726,0.18559365
-5.68784392,0.81042069,0.41583162,0.00328481,0.47217423,0.32840088,0.00053516,0.16597079
-5.68184092,0.73724563,0.37961713,0.00306931,0.42779109,0.29918355,0.00048903,0.14774297
-5.67583792,0.67258852,0.34775596,0.00289826,0.38836948,0.27347083,0.00044932,0.13102236
-5.66983492,0.61695031,0.32052358,0.00277415,0.35418134,0.25146955,0.00041634,0.11588237
-5.66383192,0.57064641,0.29810017,0.00269868,0.32538978,0.23331067,0.00039030,0.10235998
-5.65782891,0.53381523,0.28057421,0.00267276,0.30205516,0.21905264,0.00037126,0.09045895
-5.65182591,0.50642853,0.26794706,0.00269648,0.28414234,0.20868551,0.00035917,0.08015343
-5.64582291,0.48830296,0.26013812,0.00276920,0.27152848,0.20213542,0.00035389,0.07139198
-5.63981991,0.47911195,0.25699025,0.00288944,0.26401106,0.19926931,0.00035514,0.06410166
-5.63381691,0.47839774,0.25827532,0.00305501,0.26131576,0.19989955,0.00036259,0.05819205
-5.62781391,0.48558313,0.26369975,0.00326291,0.26310410,0.20378860,0.00037579,0.05355908
-5.62181091,0.49998314,0.27291011,0.00350943,0.26898082,0.21065357,0.00039422,0.05008850
-5.61580790,0.52081660,0.28549884,0.00379009,0.27850102,0.22017077,0.00041729,0.04765911
-5.60980490,0.54721804,0.30101027,0.00409976,0.29117723,0.23198054,0.00044433,0.04614552
-5.60380190,0.57825021,0.31894715,0.00443265,0.30648661,0.24569234,0.00047462,0.04542059
-5.59779890,0.61291759,0.33877787,0.00478240,0.32387853,0.26089027,0.00050738,0.04535753
-5.59179590,0.65018124,0.35994456,0.00514217,0.34278263,0.27713936,0.00054181,0.04583170
-5.58579290,0.68897522,0.38187212,0.00550476,0.36261757,0.29399242,0.00057705,0.04672221
-5.57978989,0.72822459,0.40397823,0.00586274,0.38280049,0.31099773,0.00061226,0.04791327
-5.57378689,0.76686490,0.42568435,0.00620858,0.40275724,0.32770737,0.00064658,0.04929541
-5.56778389,0.80386299,0.44642729,0.00653487,0.42193311,0.34368612,0.00067918,0.05076662
-5.56178089,0.83823841,0.46567137,0.00683446,0.43980391,0.35852070,0.00070927,0.05223329
-5.55577789,0.86908503,0.48292057,0.00710064,0.45588713,0.37182905,0.00073609,0.05361117
-5.54977489,0.89559184,0.49773030,0.00732736,0.46975264,0.38326937,0.00075900,0.05482616
-5.54377189,0.91706238,0.50971837,0.00750937,0.48103267,0.39254845,0.00077741,0.05581491
-5.53776888,0.93293156,0.51857454,0.00764236,0.48943043,0.39942902,0.00079084,0.05652544
-5.53176588,0.94277944,0.52406832,0.00772314,0.49472715,0.40373568,0.00079896,0.05691740
-5.52576288,0.94634083,0.52605449,0.00774965,0.49678695,0.40535911,0.00080153,0.05696223
-5.51975988,0.94351054,0.52447611,0.00772107,0.49555935,0.40425836,0.00079844,0.05664308
