energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.35167584,4.25948892,0.00245161,0.86270328,0.76798543,0.92424237,1.42016050,0.97882078,0.01690169,1.69168804
-5.34567284,4.19087710,0.00248244,0.84521681,0.75294635,0.90669820,1.39898983,0.96260015,0.01586225,1.67471928
-5.33966983,4.11692096,0.00252609,0.82477895,0.73750469,0.88922251,1.37377033,0.94495289,0.01482627,1.65679274
-5.33366683,4.03822421,0.00258130,0.80148874,0.72176974,0.87201621,1.34462227,0.92600843,0.01380400,1.63813820
-5.32766383,3.95547458,0.00264646,0.77550328,0.70585648,0.85527238,1.31175194,0.90592205,0.01280466,1.61899279
-5.32166083,3.86942350,0.00271969,0.74703371,0.68988232,0.83917076,1.27544458,0.88487020,0.01183638,1.59959301
-5.31565783,3.78086488,0.00279879,0.71633944,0.67396391,0.82387287,1.23605506,0.86304544,0.01090607,1.58016728
-5.30965483,3.69061395,0.00288135,0.68372120,0.65821407,0.80951809,1.19399689,0.84065122,0.01001935,1.56092940
-5.30365183,3.59948697,0.00296477,0.64951278,0.64273900,0.79622061,1.14972994,0.81789660,0.00918059,1.54207325
-5.29764882,3.50828259,0.00304632,0.61407216,0.62763599,0.78406764,1.10374737,0.79499128,0.00839294,1.52376885
-5.29164582,3.41776545,0.00312324,0.57777203,0.61299158,0.77311861,1.05656233,0.77214092,0.00765844,1.50616002
-5.28564282,3.32865251,0.00319280,0.54099032,0.59888031,0.76340560,1.00869487,0.74954305,0.00697812,1.48936344
-5.27963982,3.24160227,0.00325239,0.50410093,0.58536406,0.75493469,0.96065956,0.72738358,0.00635217,1.47346923
-5.27363682,3.15720707,0.00329959,0.46746502,0.57249193,0.74768822,0.91295411,0.70583396,0.00578008,1.45854271
-5.26763382,3.07598837,0.00333226,0.43142319,0.56030071,0.74162769,0.86604936,0.68504904,0.00526086,1.44462721
-5.26163082,2.99839464,0.00334863,0.39628868,0.54881567,0.73669713,0.82038089,0.66516566,0.00479320,1.43174757
-5.25562781,2.92480151,0.00334730,0.36234196,0.53805177,0.73282672,0.77634222,0.64630173,0.00437562,1.41991388
-5.24962481,2.85551369,0.00332733,0.32982652,0.52801499,0.72993634,0.73427975,0.62855590,0.00400666,1.40912536
-5.24362181,2.79076812,0.00328825,0.29894628,0.51870375,0.72793899,0.69448942,0.61200762,0.00368500,1.39937370
-5.23761881,2.73073767,0.00323008,0.26986419,0.51011025,0.72674375,0.65721482,0.59671749,0.00340958,1.39064592
-5.23161581,2.67553495,0.00315331,0.24270230,0.50222166,0.72625819,0.62264669,0.58272774,0.00317968,1.38292618
-5.22561281,2.62521583,0.00305888,0.21754293,0.49502096,0.72639018,0.59092360,0.57006279,0.00299500,1.37619664
-5.21960980,2.57978209,0.00294815,0.19443090,0.48848750,0.72704898,0.56213353,0.55872985,0.00285564,1.37043708
-5.21360680,2.53918326,0.00282284,0.17337652,0.48259717,0.72814566,0.53631616,0.54871930,0.00276213,1.36562350
-5.20760380,2.50331742,0.00268494,0.15435924,0.47732220,0.72959295,0.51346568,0.54000514,0.00271538,1.36172569
-5.20160080,2.47203106,0.00253670,0.13733163,0.47263063,0.73130453,0.49353387,0.53254517,0.00271660,1.35870398
-5.19559780,2.44511833,0.00238047,0.12222362,0.46848553,0.73319402,0.47643341,0.52628124,0.00276721,1.35650553
-5.18959480,2.42231991,0.00221872,0.10894670,0.46484407,0.73517383,0.46204130,0.52113943,0.00286872,1.35506040
-5.18359180,2.40332191,0.00205386,0.09739793,0.46165656,0.73715395,0.45020222,0.51703032,0.00302260,1.35427778
-5.17758879,2.38775549,0.00188825,0.08746377,0.45886550,0.73904099,0.44073196,0.51384944,0.00323007,1.35404277
-5.17158579,2.37519734,0.00172411,0.07902344,0.45640498,0.74073765,0.43342093,0.51147802,0.00349200,1.35421404
-5.16558279,2.36517178,0.00156346,0.07195189,0.45420023,0.74214257,0.42803759,0.50978407,0.00380867,1.35462262
-5.15957979,2.35715460,0.00140809,0.06612235,0.45216775,0.74315093,0.42433218,0.50862387,0.00417965,1.35507216
-5.15357679,2.35057912,0.00125951,0.06140836,0.45021578,0.74365568,0.42204043,0.50784394,0.00460361,1.35534064
-5.14757379,2.34484433,0.00111898,0.05768542,0.44824541,0.74354938,0.42088762,0.50728353,0.00507819,1.35518378
-5.14157079,2.33932531,0.00098745,0.05483229,0.44615214,0.74272672,0.42059278,0.50677750,0.00559987,1.35433993
-5.13556778,2.33338554,0.00086560,0.05273188,0.44382801,0.74108756,0.42087313,0.50615965,0.00616390,1.35253638
-5.12956478,2.32639091,0.00075381,0.05127199,0.44116404,0.73854022,0.42144875,0.50526632,0.00676427,1.34949690
-5.12356178,2.31772487,0.00065226,0.05034579,0.43805315,0.73500506,0.42204730,0.50394021,0.00739369,1.34495005
-5.11755878,2.30680404,0.00056086,0.04985220,0.43439314,0.73041792,0.42240884,0.50203419,0.00804366,1.33863801
-5.11155578,2.29309392,0.00047937,0.04969619,0.43008988,0.72473333,0.42229054,0.49941505,0.00870458,1.33032547
-5.10555278,2.27612356,0.00040737,0.04978903,0.42506032,0.71792720,0.42147121,0.49596698,0.00936593,1.31980819
-5.09954977,2.25549901,0.00034432,0.05004859,0.41923536,0.70999889,0.41975542,0.49159453,0.01001647,1.30692069
-5.09354677,2.23091445,0.00028959,0.05039957,0.41256228,0.70097232,0.41697715,0.48622513,0.01064450,1.29154290
-5.08754377,2.20216088,0.00024249,0.05077386,0.40500677,0.69089628,0.41300286,0.47981083,0.01123816,1.27360518
-5.08154077,2.16913160,0.00020228,0.05111082,0.39655434,0.67984361,0.40773372,0.47232933,0.01178578,1.25309174
-5.07553777,2.13182453,0.00016825,0.05135757,0.38721110,0.66790942,0.40110708,0.46378417,0.01227618,1.23004211
-5.06953477,2.09034106,0.00013967,0.05146937,0.37700389,0.65520838,0.39309701,0.45420412,0.01269906,1.20455064
-5.06353177,2.04488162,0.00011584,0.05140977,0.36597964,0.64187124,0.38371392,0.44364177,0.01304526,1.17676418
-5.05752876,1.99573826,0.00009611,0.05115083,0.35420425,0.62804063,0.37300328,0.43217149,0.01330712,1.14687793
-5.05152576,1.94328448,0.00007988,0.05067320,0.34176070,0.61386664,0.36104349,0.41988662,0.01347871,1.11512982
-5.04552276,1.88796306,0.00006660,0.04996599,0.32874682,0.59950209,0.34794295,0.40689639,0.01355600,1.08179365
-5.03951976,1.83027231,0.00005578,0.04902667,0.31527257,0.58509802,0.33383648,0.39332237,0.01353703,1.04717142
-5.03351676,1.77075157,0.00004699,0.04786060,0.30145718,0.57079954,0.31888121,0.37929482,0.01342196,1.01158513
-5.02751376,1.70996648,0.00003986,0.04648062,0.28742602,0.55674227,0.30325205,0.36494906,0.01321305,0.97536857
-5.02151076,1.64849487,0.00003408,0.04490631,0.27330758,0.54304960,0.28713704,0.35042196,0.01291456,0.93885935
-5.01550775,1.58691358,0.00002936,0.04316326,0.25923054,0.52983077,0.27073247,0.33584869,0.01253263,0.90239156
-5.00950475,1.52578687,0.00002550,0.04128209,0.24532100,0.51718005,0.25423825,0.32135998,0.01207502,0.86628939
-5.00350175,1.46565664,0.00002231,0.03929749,0.23170014,0.50517679,0.23785341,0.30707967,0.01155086,0.83086170
-4.99749875,1.40703464,0.00001964,0.03724715,0.21848208,0.49388631,0.22177191,0.29312293,0.01097032,0.79639782
-4.99149575,1.35039668,0.00001738,0.03517063,0.20577227,0.48336163,0.20617897,0.27959486,0.01034433,0.76316453
-4.98549275,1.29617867,0.00001543,0.03310832,0.19366621,0.47364555,0.19124778,0.26658968,0.00968415,0.73140405
-4.97948974,1.24477430,0.00001374,0.03110031,0.18224857,0.46477312,0.17713684,0.25419026,0.00900111,0.70133306
-4.97348674,1.19653388,0.00001224,0.02918544,0.17159262,0.45677398,0.16398775,0.24246808,0.00830626,0.67314240
-4.96748374,1.15176407,0.00001090,0.02740034,0.16176000,0.44967455,0.15192359,0.23148335,0.00761008,0.64699721
-4.96148074,1.11072790,0.00000970,0.02577862,0.15280071,0.44349959,0.14104780,0.22128536,0.00692225,0.62303735
-4.95547774,1.07364484,0.00000860,0.02435016,0.14475324,0.43827314,0.13144351,0.21191285,0.00625141,0.60137785
-4.94947474,1.04069047,0.00000761,0.02314051,0.13764478,0.43401853,0.12317325,0.20339439,0.00560509,0.58210909
-4.94347174,1.01199561,0.00000670,0.02217048,0.13149160,0.43075759,0.11627914,0.19574863,0.00498953,0.56529665
-4.93746873,0.98764481,0.00000587,0.02145575,0.12629931,0.42850895,0.11078326,0.18898450,0.00440970,0.55098086
-4.93146573,0.96767417,0.00000512,0.02100672,0.12206317,0.42728558,0.10668842,0.18310118,0.00386930,0.53917585
-4.92546273,0.95206892,0.00000445,0.02082846,0.11876845,0.42709186,0.10397911,0.17808805,0.00337076,0.52986844
-4.91945973,0.94076078,0.00000384,0.02092076,0.11639073,0.42792027,0.10262273,0.17392457,0.00291538,0.52301688
-4.91345673,0.93362586,0.00000331,0.02127833,0.11489626,0.42974818,0.10257104,0.17058014,0.00250344,0.51854978
-4.90745373,0.93048335,0.00000283,0.02189108,0.11424245,0.43253498,0.10376180,0.16801411,0.00213428,0.51636539
-4.90145073,0.93109563,0.00000243,0.02274459,0.11437844,0.43621988,0.10612072,0.16617592,0.00180650,0.51633169
-4.89544772,0.93517025,0.00000208,0.02382064,0.11524588,0.44072069,0.10956353,0.16500562,0.00151810,0.51828730
-4.88944472,0.94236416,0.00000179,0.02509780,0.11677994,0.44593380,0.11399841,0.16443470,0.00126660,0.52204366
-4.88344172,0.95229038,0.00000155,0.02655215,0.11891055,0.45173557,0.11932851,0.16438732,0.00104920,0.52738849
-4.87743872,0.96452728,0.00000137,0.02815812,0.12156389,0.45798510,0.12545475,0.16478208,0.00086289,0.53409054
-4.87143572,0.97863019,0.00000125,0.02988926,0.12466412,0.46452834,0.13227862,0.16553415,0.00070460,0.54190566
-4.86543272,0.99414511,0.00000117,0.03171915,0.12813531,0.47120351,0.13970517,0.16655784,0.00057124,0.55058397
-4.85942971,1.01062395,0.00000115,0.03362227,0.13190348,0.47784732,0.14764581,0.16776944,0.00045984,0.55987781
-4.85342671,1.02764053,0.00000119,0.03557478,0.13589871,0.48430196,0.15602100,0.16909030,0.00036756,0.56955009
-4.84742371,1.04480653,0.00000128,0.03755535,0.14005711,0.49042213,0.16476264,0.17044993,0.00029175,0.57938265
-4.84142071,1.06178651,0.00000144,0.03954580,0.14432268,0.49608191,0.17381597,0.17178893,0.00023000,0.58918409
-4.83541771,1.07831091,0.00000166,0.04153162,0.14864883,0.50118084,0.18314092,0.17306171,0.00018011,0.59879652
-4.82941471,1.09418630,0.00000196,0.04350237,0.15299951,0.50564897,0.19271273,0.17423861,0.00014015,0.60810088
-4.82341171,1.10930204,0.00000234,0.04545178,0.15734979,0.50945027,0.20252176,0.17530749,0.00010842,0.61702034
-4.81740870,1.12363273,0.00000280,0.04737777,0.16168591,0.51258440,0.21257245,0.17627449,0.00008346,0.62552156
-4.81140570,1.13723617,0.00000335,0.04928214,0.16600470,0.51508642,0.22288138,0.17716387,0.00006400,0.63361349
-4.80540270,1.15024667,0.00000401,0.05117008,0.17031238,0.51702457,0.23347447,0.17801705,0.00004899,0.64134388
-4.79939970,1.16286393,0.00000478,0.05304949,0.17462280,0.51849608,0.24438336,0.17889056,0.00003754,0.64879353
-4.79339670,1.17533797,0.00000567,0.05493009,0.17895514,0.51962133,0.25564120,0.17985325,0.00002892,0.65606847
-4.78739370,1.18795083,0.00000668,0.05682243,0.18333129,0.52053652,0.26727793,0.18098266,0.00002254,0.66329068
-4.78139070,1.20099603,0.00000783,0.05873674,0.18777292,0.52138545,0.27931537,0.18236073,0.00001792,0.67058764
-4.77538769,1.21475680,0.00000911,0.06068180,0.19229850,0.52231074,0.29176227,0.18406917,0.00001467,0.67808153
-4.76938469,1.22948450,0.00001053,0.06266385,0.19692043,0.52344507,0.30460972,0.18618454,0.00001248,0.68587858
-4.76338169,1.24537823,0.00001208,0.06468552,0.20164240,0.52490293,0.31782708,0.18877341,0.00001112,0.69405920
-4.75737869,1.26256705,0.00001377,0.06674499,0.20645724,0.52677345,0.33135881,0.19188784,0.00001038,0.70266966
-4.75137569,1.28109573,0.00001558,0.06883527,0.21134531,0.52911461,0.34512230,0.19556131,0.00001013,0.71171562
-4.74537269,1.30091499,0.00001750,0.07094384,0.21627364,0.53194929,0.35900701,0.19980554,0.00001024,0.72115813
-4.73936968,1.32187683,0.00001953,0.07305246,0.22119578,0.53526331,0.37287497,0.20460818,0.00001063,0.73091217
-4.73336668,1.34373535,0.00002162,0.07513737,0.22605253,0.53900568,0.38656274,0.20993170,0.00001122,0.74084807
-4.72736368,1.36615304,0.00002378,0.07716976,0.23077340,0.54309091,0.39988475,0.21571344,0.00001197,0.75079555
-4.72136068,1.38871234,0.00002596,0.07911655,0.23527885,0.54740335,0.41263799,0.22186695,0.00001281,0.76055029
-4.71535768,1.41093193,0.00002814,0.08094139,0.23948318,0.55180327,0.42460790,0.22828458,0.00001372,0.76988266
-4.70935468,1.43228687,0.00003028,0.08260598,0.24329779,0.55613431,0.43557509,0.23484119,0.00001465,0.77854812
-4.70335168,1.45223155,0.00003236,0.08407142,0.24663492,0.56023191,0.44532272,0.24139893,0.00001559,0.78629868
-4.69734867,1.47022439,0.00003433,0.08529974,0.24941141,0.56393217,0.45364425,0.24781275,0.00001651,0.79289477
-4.69134567,1.48575280,0.00003617,0.08625545,0.25155243,0.56708068,0.46035096,0.25393657,0.00001738,0.79811701
-4.68534267,1.49835731,0.00003783,0.08690700,0.25299496,0.56954087,0.46527923,0.25962962,0.00001819,0.80177696
-4.67933967,1.50765344,0.00003929,0.08722812,0.25369079,0.57120132,0.46829690,0.26476293,0.00001892,0.80372652
-4.67333667,1.51335032,0.00004053,0.08719898,0.25360895,0.57198161,0.46930866,0.26922534,0.00001957,0.80386529
-4.66733367,1.51526505,0.00004151,0.08680711,0.25273742,0.57183660,0.46826008,0.27292908,0.00002012,0.80214563
-4.66133067,1.51333214,0.00004222,0.08604802,0.25108402,0.57075866,0.46514007,0.27581440,0.00002057,0.79857505
-4.65532766,1.50760754,0.00004265,0.08492547,0.24867643,0.56877792,0.45998179,0.27785316,0.00002092,0.79321594
-4.64932466,1.49826723,0.00004280,0.08345146,0.24556143,0.56596046,0.45286184,0.27905117,0.00002119,0.78618259
-4.64332166,1.48560038,0.00004266,0.08164590,0.24180326,0.56240472,0.44389789,0.27944924,0.00002138,0.77763577
