energy_ev,total_up,Ag_p_up,Ag_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.71785893,4.84237229,1.00607352,2.30445298,0.74249209,0.36316285,0.00283733,0.08831359,0.04347565,1.50109688
-5.71185593,4.84505813,0.98905097,2.36379484,0.72366617,0.35549768,0.00263408,0.08128220,0.04110783,1.48921472
-5.70585293,4.87174118,0.97594704,2.43465770,0.70642831,0.34939731,0.00247747,0.07459438,0.03898024,1.48459807
-5.69984992,4.92126310,0.96655534,2.51657765,0.69071095,0.34478541,0.00236326,0.06826731,0.03707664,1.48678429
-5.69384692,4.99228932,0.96059659,2.60903889,0.67643069,0.34157232,0.00228695,0.06231383,0.03538001,1.49524439
-5.68784392,5.08333331,0.95772263,2.71148149,0.66348914,0.33965718,0.00224388,0.05674273,0.03387298,1.50939210
-5.68184092,5.19277775,0.95752171,2.82330622,0.65177366,0.33892993,0.00222927,0.05155911,0.03253808,1.52859271
-5.67583792,5.31889342,0.95952554,2.94387654,0.64115835,0.33927327,0.00223833,0.04676464,0.03135811,1.55217175
-5.66983492,5.45985677,0.96321834,3.07251831,0.63150542,0.34056467,0.00226629,0.04235791,0.03031635,1.57942401
-5.66383192,5.61376768,0.96804804,3.20851798,0.62266724,0.34267853,0.00230847,0.03833478,0.02939686,1.60962326
-5.65782891,5.77866828,0.97343967,3.35111980,0.61448921,0.34548847,0.00236039,0.03468874,0.02858476,1.64203281
-5.65182591,5.95256424,0.97881083,3.49952338,0.60681355,0.34886997,0.00241777,0.03141134,0.02786656,1.67591720
-5.64582291,6.13344919,0.98358878,3.65288212,0.59948410,0.35270321,0.00247662,0.02849258,0.02723049,1.71055499
-5.63981991,6.31933278,0.98722879,3.81030381,0.59235183,0.35687612,0.00253330,0.02592145,0.02666685,1.74525261
-5.63381691,6.50827259,0.98923300,3.97085381,0.58528118,0.36128772,0.00258458,0.02368635,0.02616844,1.77935892
-5.62781391,6.69840943,0.98916897,4.13356172,0.57815662,0.36585146,0.00262764,0.02177564,0.02573091,1.81228016
-5.62181091,6.88800531,0.98668707,4.29743161,0.57088945,0.37049857,0.00266020,0.02017811,0.02535316,1.84349469
-5.61580790,7.07548269,0.98153587,4.46145608,0.56342412,0.37518121,0.00268048,0.01888346,0.02503766,1.87256690
-5.60980490,7.25946355,0.97357459,4.62463363,0.55574392,0.37987523,0.00268723,0.01788267,0.02479070,1.89915971
-5.60380190,7.43880614,0.96278186,4.78598898,0.54787548,0.38458239,0.00267980,0.01716842,0.02462257,1.92304473
-5.59779890,7.61263732,0.94926021,4.94459524,0.53989178,0.38933187,0.00265807,0.01673527,0.02454759,1.94410963
-5.59179590,7.78037832,0.93323579,5.09959678,0.53191332,0.39418076,0.00262248,0.01657984,0.02458401,1.96236196
-5.58579290,7.94176158,0.91505315,5.25023155,0.52410723,0.39921364,0.00257398,0.01670083,0.02475373,1.97792896
-5.57978989,8.09683677,0.89516511,5.39585117,0.51668412,0.40454078,0.00251402,0.01709890,0.02508186,1.99105302
-5.57378689,8.24596439,0.87411788,5.53593744,0.50989266,0.41029525,0.00244444,0.01777639,0.02559606,2.00208255
-5.56778389,8.38979576,0.85253209,5.67011375,0.50401201,0.41662868,0.00236749,0.01873691,0.02632575,2.01145847
-5.56178089,8.52923878,0.83108030,5.79815024,0.49934212,0.42370572,0.00228567,0.01998482,0.02730107,2.01969625
-5.55577789,8.66540979,0.81046186,5.91996178,0.49619236,0.43169750,0.00220173,0.02152453,0.02855174,2.02736427
-5.54977489,8.79957226,0.79137625,6.03559813,0.49486875,0.44077400,0.00211853,0.02335973,0.03010582,2.03505892
-5.54377189,8.93306403,0.77449581,6.14522639,0.49566032,0.45109574,0.00203898,0.02549255,0.03198831,2.04337745
-5.53776888,9.06721558,0.76043909,6.24910588,0.49882508,0.46280502,0.00196596,0.02792265,0.03421975,2.05288943
-5.53176588,9.20326231,0.74974582,6.34755652,0.50457625,0.47601701,0.00190223,0.03064632,0.03681487,2.06410807
-5.52576288,9.34225462,0.74285460,6.44092198,0.51306922,0.49081120,0.00185033,0.03365562,0.03978124,2.07746247
-5.51975988,9.48496980,0.74008411,6.52952929,0.52439008,0.50722341,0.00181257,0.03693760,0.04311815,2.09327214
-5.51375688,9.63183012,0.74161870,6.61364717,0.53854598,0.52523897,0.00179090,0.04047367,0.04681554,2.11172493
-5.50775388,9.78283151,0.74749882,6.69344521,0.55545809,0.54478733,0.00178687,0.04423910,0.05085338,2.13285942
-5.50175088,9.93748698,0.75761682,6.76895647,0.57495746,0.56573855,0.00180162,0.04820281,0.05520117,2.15655287
-5.49574787,10.09478863,0.77171812,6.84004584,0.59678418,0.58790182,0.00183582,0.05232732,0.05981793,2.18251539
-5.48974487,10.25319121,0.78940786,6.90638628,0.62059002,0.61102653,0.00188964,0.05656906,0.06465251,2.21029093
-5.48374187,10.41061977,0.81016269,6.96744509,0.64594460,0.63480564,0.00196274,0.06087886,0.06964430,2.23926531
-5.47773887,10.56450232,0.83334733,7.02248137,0.67234511,0.65888174,0.00205429,0.06520287,0.07472440,2.26868129
-5.47173587,10.71182788,0.85823511,7.07055589,0.69922916,0.68285546,0.00216298,0.06948357,0.07981711,2.29766029
-5.46573287,10.84922851,0.88403198,7.11055343,0.72599064,0.70629610,0.00228704,0.07366119,0.08484180,2.32523011
-5.45972986,10.97308318,0.90990281,7.14121741,0.75199783,0.72875422,0.00242428,0.07767520,0.08971511,2.35035757
-5.45372686,11.07963965,0.93499913,7.16119565,0.77661316,0.74977557,0.00257214,0.08146599,0.09435328,2.37198509
-5.44772386,11.16514984,0.95848719,7.16909555,0.79921397,0.76891603,0.00272778,0.08497663,0.09867474,2.38906938
-5.44172086,11.22601318,0.97957534,7.16354646,0.81921328,0.78575674,0.00288813,0.08815462,0.10260261,2.40062103
-5.43571786,11.25892161,0.99753963,7.14326631,0.83607992,0.79991900,0.00304994,0.09095355,0.10606722,2.40574298
-5.42971486,11.26099996,1.01174666,7.10712948,0.84935692,0.81107808,0.00320994,0.09333466,0.10900839,2.40366638
-5.42371186,11.22993505,1.02167300,7.05423243,0.85867757,0.81897538,0.00336489,0.09526808,0.11137748,2.39378222
-5.41770885,11.16408732,1.02692019,6.98395378,0.86377837,0.82342850,0.00351163,0.09673391,0.11313904,2.37566725
-5.41170585,11.06257967,1.02722514,6.89600556,0.86450834,0.82433842,0.00364726,0.09772291,0.11427201,2.34910299
-5.40570285,10.92535879,1.02246540,6.79047282,0.86083421,0.82169384,0.00376912,0.09823677,0.11477039,2.31408707
-5.39969985,10.75322579,1.01265929,6.66783923,0.85284132,0.81557206,0.00387494,0.09828816,0.11464342,2.27083617
-5.39369685,10.54783434,0.99796105,6.52899694,0.84073027,0.80613664,0.00396283,0.09790025,0.11391512,2.21978072
-5.38769385,10.31165588,0.97865128,6.37523982,0.82480939,0.79363180,0.00403141,0.09710601,0.11262337,2.16155123
-5.38169085,10.04791337,0.95512329,6.20824004,0.80548345,0.77837376,0.00407974,0.09594716,0.11081842,2.09695729
-5.37568784,9.76048631,0.92786599,6.03000866,0.78323923,0.76073962,0.00410739,0.09447287,0.10856099,2.02695988
-5.36968484,9.45379133,0.89744412,5.84284202,0.75862854,0.74115405,0.00411444,0.09273836,0.10592005,1.95263846
-5.36368184,9.13264378,0.86447677,5.64925610,0.73224949,0.72007463,0.00410141,0.09080335,0.10297027,1.87515437
-5.35767884,8.80210660,0.82961521,5.45191199,0.70472695,0.69797635,0.00406930,0.08873056,0.09978940,1.79571193
-5.35167584,8.46733335,0.79352074,5.25353596,0.67669306,0.67533615,0.00401946,0.08658424,0.09645560,1.71551935
-5.34567284,8.13341248,0.75684368,5.05683766,0.64876850,0.65261803,0.00395359,0.08442890,0.09304485,1.63575079
-5.33966983,7.80521965,0.72020414,4.86443056,0.62154554,0.63025941,0.00387367,0.08232825,0.08962856,1.55751135
-5.33366683,7.48728448,0.68417536,4.67875803,0.59557324,0.60865947,0.00378188,0.08034431,0.08627150,1.48180628
-5.32766383,7.18367714,0.64927002,4.50202849,0.57134564,0.58816966,0.00368056,0.07853693,0.08303004,1.40951566
-5.32166083,6.89791897,0.61592998,4.33616246,0.54929297,0.56908693,0.00357215,0.07696352,0.07995091,1.34137534
-5.31565783,6.63292024,0.58451954,4.18275340,0.52977637,0.55164970,0.00345914,0.07567900,0.07707036,1.27796460
-5.30965483,6.39094620,0.55532231,4.04304381,0.51308581,0.53603672,0.00334402,0.07473610,0.07441381,1.21970084
-5.30365183,6.17361163,0.52854148,3.91791697,0.49944135,0.52236853,0.00322928,0.07418569,0.07199598,1.16684101
-5.29764882,5.98190191,0.50430320,3.80790371,0.48899709,0.51071151,0.00311736,0.07407735,0.06982149,1.11948941
-5.29164582,5.81621806,0.48266260,3.71320315,0.48184752,0.50108380,0.00301066,0.07445984,0.06788581,1.07761089
-5.28564282,5.67644130,0.46361203,3.63371522,0.47803573,0.49346295,0.00291153,0.07538156,0.06617650,1.04104877
-5.27963982,5.56201232,0.44709078,3.56908239,0.47756260,0.48779449,0.00282226,0.07689089,0.06467479,1.00954594
-5.27363682,5.47201964,0.43299578,3.51873756,0.48039657,0.48400103,0.00274511,0.07903626,0.06335718,0.98276816
-5.26763382,5.40529130,0.42119262,3.48195485,0.48648305,0.48199114,0.00268229,0.08186592,0.06219721,0.96032807
-5.26163082,5.36048415,0.41152629,3.45790002,0.49575310,0.48166763,0.00263596,0.08542743,0.06116713,0.94180872
-5.25562781,5.33616566,0.40383107,3.44567741,0.50813057,0.48293465,0.00260824,0.08976678,0.06023951,0.92678542
-5.24962481,5.33088370,0.39793924,3.44437070,0.52353747,0.48570320,0.00260118,0.09492710,0.05938859,0.91484489
-5.24362181,5.34322092,0.39368817,3.45307545,0.54189713,0.48989492,0.00261671,0.10094705,0.05859148,0.90560092
-5.23761881,5.37183159,0.39092560,3.47092184,0.56313507,0.49544381,0.00265667,0.10785900,0.05782901,0.89870603
-5.23161581,5.41545977,0.38951300,3.49708708,0.58717754,0.50229603,0.00272268,0.11568684,0.05708626,0.89385867
-5.22561281,5.47293948,0.38932702,3.53079740,0.61394793,0.51040782,0.00281614,0.12444381,0.05635286,0.89080622
-5.21960980,5.54317833,0.39025922,3.57132067,0.64336121,0.51974181,0.00293813,0.13413019,0.05562283,0.88934374
-5.21360680,5.62512740,0.39221421,3.61795100,0.67531712,0.53026200,0.00308936,0.14473118,0.05489437,0.88930911
-5.20760380,5.71774117,0.39510661,3.66998751,0.70969229,0.54192801,0.00327009,0.15621495,0.05416916,0.89057528
-5.20160080,5.81993159,0.39885720,3.72670966,0.74633224,0.55468885,0.00348008,0.16853104,0.05345169,0.89304024
-5.19559780,5.93052113,0.40338865,3.78735180,0.78504360,0.56847694,0.00371850,0.18160927,0.05274839,0.89661597
-5.18959480,6.04819932,0.40862126,3.85107963,0.82558748,0.58320278,0.00398390,0.19535915,0.05206668,0.90121699
-5.18359180,6.17148721,0.41446922,3.91697107,0.86767443,0.59875078,0.00427420,0.20967002,0.05141410,0.90674976
-5.17758879,6.29871353,0.42083773,3.98400363,0.91096159,0.61497666,0.00458666,0.22441186,0.05079746,0.91310361
-5.17158579,6.42800562,0.42762125,4.05104992,0.95505256,0.63170672,0.00491792,0.23943693,0.05022218,0.92014409
-5.16558279,6.55729705,0.43470325,4.11688244,0.99950016,0.64873923,0.00526402,0.25458212,0.04969173,0.92770919
-5.15957979,6.68435301,0.44195767,4.18018796,1.04381244,0.66584811,0.00562050,0.26967208,0.04920732,0.93560900
-5.15357679,6.80681307,0.44925194,4.23959133,1.08746185,0.68278863,0.00598249,0.28452308,0.04876781,0.94362881
-5.14757379,6.92225031,0.45645187,4.29368771,1.12989750,0.69930533,0.00634483,0.29894748,0.04836983,0.95153578
-5.14157079,7.02824424,0.46342798,4.34108192,1.17056006,0.71514159,0.00670224,0.31275869,0.04800811,0.95908877
-5.13556778,7.12246452,0.47006329,4.38043285,1.20889910,0.73005062,0.00704949,0.32577654,0.04767597,0.96605105
-5.12956478,7.20276157,0.47626212,4.41050083,1.24439195,0.74380744,0.00738155,0.33783281,0.04736606,0.97220513
-5.12356178,7.26725980,0.48195967,4.43019552,1.27656369,0.75622121,0.00769381,0.34877685,0.04707107,0.97736902
-5.11755878,7.31444893,0.48713177,4.43862173,1.30500718,0.76714743,0.00798224,0.35848100,0.04678462,0.98141312
-5.11155578,7.34326876,0.49180454,4.43512099,1.32940247,0.77649941,0.00824360,0.36684562,0.04650210,0.98427673
-5.10555278,7.35318332,0.49606331,4.41930657,1.34953458,0.78425840,0.00847555,0.37380356,0.04622142,0.98598340
-5.09954977,7.34424012,0.50006040,4.39109018,1.36530890,0.79048190,0.00867682,0.37932385,0.04594378,0.98665408
-5.09354677,7.31711149,0.50402122,4.35069891,1.37676324,0.79530950,0.00884727,0.38341443,0.04567419,0.98651742
-5.08754377,7.27311511,0.50824828,4.29868137,1.38407595,0.79896607,0.00898800,0.38612376,0.04542183,0.98591634
-5.08154077,7.21421204,0.51312270,4.23590261,1.38756941,0.80176175,0.00910131,0.38754105,0.04520025,0.98531043
-5.07553777,7.14298112,0.51910281,4.16352772,1.38770849,0.80408857,0.00919072,0.38779534,0.04502726,0.98527357
-5.06953477,7.06256976,0.52671971,4.08299454,1.38509361,0.80641371,0.00926085,0.38705291,0.04492460,0.98648675
-5.06353177,6.97662176,0.53656945,3.99597641,1.38044848,0.80926927,0.00931733,0.38551343,0.04491743,0.98972567
-5.05752876,6.88918393,0.54930190,3.90433610,1.37460251,0.81323868,0.00936660,0.38340468,0.04503351,0.99584359
-5.05152576,6.80459383,0.56560629,3.81007250,1.36846834,0.81894021,0.00941572,0.38097593,0.04530222,1.00574939
-5.04552276,6.72735188,0.58619352,3.71526195,1.36301496,0.82700782,0.00947212,0.37849033,0.04575338,1.02038155
-5.03951976,6.66198162,0.61177572,3.62199598,1.35923742,0.83806991,0.00954335,0.37621628,0.04641600,1.04067862
-5.03351676,6.61288250,0.64304329,3.53231780,1.35812376,0.85272661,0.00963674,0.37441824,0.04731688,1.06754698
-5.02751376,6.58417995,0.68064011,3.44815947,1.36062059,0.87152649,0.00975917,0.37334723,0.04847925,1.10182689
-5.02151076,6.57957779,0.72513758,3.37128190,1.36759841,0.89494327,0.00991674,0.37323135,0.04992138,1.14425804
-5.01550775,6.60221816,0.77700832,3.30321984,1.37981793,0.92335354,0.01011451,0.37426671,0.05165535,1.19544550
-5.00950475,6.65455410,0.83660043,3.24523342,1.39789891,0.95701646,0.01035625,0.37660912,0.05368593,1.25582775
-5.00350175,6.73823966,0.90411325,3.19826820,1.42229258,0.99605609,0.01064422,0.38036697,0.05600966,1.32564767
-4.99749875,6.85404222,0.97957582,3.16292495,1.45325901,1.04044747,0.01097902,0.38559553,0.05861424,1.40492801
-4.99149575,7.00178084,1.06282883,3.13944036,1.49085052,1.09000697,0.01135948,0.39229315,0.06147811,1.49345245
-4.98549275,7.18029392,1.15351130,3.12767936,1.53490174,1.14438773,0.01178259,0.40039933,0.06457050,1.59075326
-4.97948974,7.38743859,1.25105275,3.12713952,1.58502730,1.20308049,0.01224354,0.40979509,0.06785166,1.69610653
-4.97348674,7.62012297,1.35467159,3.13696762,1.64062717,1.26542029,0.01273582,0.42030558,0.07127360,1.80853555
-4.96748374,7.87437165,1.46338048,3.15598785,1.70089982,1.33059894,0.01325135,0.43170494,0.07478110,1.92682274
-4.96148074,8.14542316,1.57599879,3.18274110,1.76486286,1.39768321,0.01378069,0.44372327,0.07831298,2.04953023
-4.95547774,8.42785723,1.69117232,3.21553412,1.83138063,1.46563831,0.01431340,0.45605564,0.08180377,2.17502870
-4.94947474,8.71574838,1.80740002,3.25249713,1.89919768,1.53335594,0.01483829,0.46837269,0.08518556,2.30153394
-4.94347174,9.00284112,1.92306711,3.29164820,1.96697704,1.59968615,0.01534383,0.48033252,0.08839000,2.42715012
-4.93746873,9.28274138,2.03648374,3.33096229,2.03334197,1.66347194,0.01581857,0.49159351,0.09135043,2.54991837
-4.93146573,9.54911763,2.14592797,3.36844297,2.09691950,1.72358523,0.01625154,0.50182749,0.09400402,2.66786925
-4.92546273,9.79590488,2.24969177,3.40219436,2.15638429,1.77896315,0.01663269,0.51073282,0.09629383,2.77907706
-4.91945973,10.01750436,2.34612825,3.43049110,2.21050105,1.82864298,0.01695325,0.51804691,0.09817080,2.88171419
-4.91345673,10.20897176,2.43369844,3.45184401,2.25816404,1.87179459,0.01720612,0.52355770,0.09959541,2.97410343
-4.90745373,10.36618719,2.51101584,3.46505928,2.29843232,1.90774913,0.01738620,0.52711363,0.10053913,3.05476613
-4.90145073,10.48600050,2.57688706,3.46928908,2.33055930,1.93602258,0.01749064,0.52863183,0.10098551,3.12246460
-4.89544772,10.56634682,2.63034666,3.46407209,2.35401590,1.95633351,0.01751898,0.52810415,0.10093090,3.17623672
-4.88944472,10.60632780,2.67068514,3.44936211,2.36850646,1.96861422,0.01747330,0.52560092,0.10038463,3.21542183
-4.88344172,10.60625565,2.69746868,3.42554401,2.37397716,1.97301470,0.01735825,0.52127226,0.09936898,3.23967658
-4.87743872,10.56765834,2.71054996,3.39343589,2.37061677,1.96989952,0.01718091,0.51534688,0.09791851,3.24898044
-4.87143572,10.49324560,2.71006974,3.35427744,2.35885009,1.95983760,0.01695069,0.50812861,0.09607910,3.24363062
-4.86543272,10.38683684,2.69644902,3.30970421,2.33932446,1.94358523,0.01667908,0.49999052,0.09390666,3.22422681
-4.85942971,10.25325359,2.67037239,3.26170850,2.31288997,1.92206324,0.01637933,0.49136700,0.09146547,3.19164652
-4.85342671,10.09817983,2.63276326,3.21258750,2.28057444,1.89632899,0.01606606,0.48274396,0.08882627,3.14701213
-4.84742371,9.92799485,2.58475200,3.16488002,2.24355384,1.86754424,0.01575489,0.47464746,0.08606425,3.09165112
-4.84142071,9.74958416,2.52763853,3.12129324,2.20311931,1.83694018,0.01546194,0.46763091,0.08325688,3.02705120
-4.83541771,9.57013420,2.46285077,3.08462141,2.16064176,1.80578070,0.01520335,0.46226127,0.08048173,2.95481214
-4.82941471,9.39691722,2.39190068,3.05765867,2.11753497,1.77532520,0.01499483,0.45910451,0.07781434,2.87659623
-4.82341171,9.23707286,2.31633953,3.04310825,2.07521817,1.74679213,0.01485118,0.45871059,0.07532621,2.79407914
-4.81740870,9.09739282,2.23771411,3.04349074,2.03507891,1.72132425,0.01478584,0.46159818,0.07308292,2.70890300
-4.81140570,8.98411483,2.15752525,3.06105416,1.99843704,1.69995676,0.01481048,0.46823970,0.07114248,2.62263322
-4.80540270,8.90273193,2.07719015,3.09768848,1.96651049,1.68358909,0.01493469,0.47904663,0.06955395,2.53672026
-4.79939970,8.85782251,1.99800944,3.15484770,1.94038357,1.67296102,0.01516563,0.49435576,0.06835633,2.45246744
-4.79339670,8.85290604,1.92113991,3.23348199,1.92097848,1.66863380,0.01550788,0.51441658,0.06757770,2.37100555
-4.78739370,8.89032885,1.84757350,3.33398269,1.90903060,1.67097659,0.01596326,0.53938021,0.06723470,2.29327454
-4.78139070,8.97118361,1.77812272,3.45614250,1.90506822,1.68015859,0.01653076,0.56929034,0.06733234,2.22001249
-4.77538769,9.09526523,1.71341268,3.59913297,1.90939745,1.69614695,0.01720659,0.60407661,0.06786407,2.15175170
-4.76938469,9.26106524,1.65387951,3.76150077,1.92209275,1.71871040,0.01798429,0.64355072,0.06881214,2.08882158
-4.76338169,9.46580540,1.59977473,3.94118395,1.94299374,1.74742866,0.01885484,0.68740584,0.07014826,2.03135759
-4.75737869,9.70551064,1.55117509,4.13554842,1.97170877,1.78170713,0.01980701,0.73521944,0.07183450,1.97931575
-4.75137569,9.97511977,1.50799717,4.34144439,2.00762542,1.82079669,0.02082756,0.78645994,0.07382443,1.93249166
-4.74537269,10.26863156,1.47001594,4.55528165,2.04992823,1.86381798,0.02190170,0.84049712,0.07606445,1.89054323
-4.73936968,10.57928217,1.43688644,4.77312175,2.09762340,1.90978952,0.02301342,0.89661633,0.07849533,1.85301614
-4.73336668,10.89974905,1.40816770,4.99078438,2.14957004,1.95765888,0.02414597,0.95403625,0.08105380,1.81937099
-4.72736368,11.22237466,1.38334802,5.20396448,2.20451731,2.00633601,0.02528225,1.01192974,0.08367439,1.78901133
-4.72136068,11.53940302,1.36187063,5.40835612,2.26114620,2.05472766,0.02640528,1.06944715,0.08629111,1.76131138
-4.71535768,11.84322046,1.34315897,5.59977860,2.31811465,2.10177179,0.02749860,1.12574139,0.08883936,1.73564286
-4.70935468,12.12659219,1.32664070,5.77430002,2.37410420,2.14647067,0.02854666,1.17999359,0.09125757,1.71139980
-4.70335168,12.38288546,1.31176973,5.92835355,2.42786632,2.18792160,0.02953513,1.23143856,0.09348888,1.68802087
-4.69734867,12.60627074,1.29804550,6.05884177,2.47826628,2.22534399,0.03045121,1.27938863,0.09548260,1.66500843
-4.69134567,12.79189271,1.28502909,6.16322481,2.52432247,2.25810160,0.03128380,1.32325495,0.09719543,1.64194381
-4.68534267,12.93600425,1.27235565,6.23958894,2.56523923,2.28571922,0.03202367,1.36256501,0.09859249,1.61849846
-4.67933967,13.03605771,1.25974281,6.28669279,2.60043137,2.30789277,0.03266351,1.39697563,0.09964793,1.59444081
-4.67333667,13.09075002,1.24699492,6.30398960,2.62953904,2.32449259,0.03319792,1.42628057,0.10034539,1.56963860
-4.66733367,13.10001994,1.23400327,6.29162491,2.65243200,2.33555959,0.03362337,1.45041221,0.10067790,1.54405696
-4.66133067,13.06499826,1.22074233,6.25041035,2.66920289,2.34129449,0.03393805,1.46943745,0.10064768,1.51775245
-4.65532766,12.98791385,1.20726238,6.18177525,2.68014968,2.34204069,0.03414170,1.48354756,0.10026543,1.49086345
-4.64932466,12.87196077,1.19367918,6.08769868,2.68574831,2.33826153,0.03423545,1.49304276,0.09954940,1.46359761
-4.64332166,12.72113332,1.18016120,5.97062571,2.68661675,2.33051315,0.03422158,1.49831223,0.09852432,1.43621698
