energy_ev,total_up,As_p_up,As_d_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up
-6.00000000,1.61511323,0.41046114,0.00000000,0.50990302,0.17386293,0.39947105,0.00000000
-5.99399700,1.74311901,0.44534073,0.00000000,0.55471739,0.18746804,0.42901604,0.00000000
-5.98799400,1.87120763,0.47997291,0.00000000,0.59927189,0.20105378,0.45889093,0.00000000
-5.98199100,1.99712333,0.51379323,0.00000000,0.64287109,0.21437965,0.48852952,0.00000000
-5.97598799,2.11853166,0.54621624,0.00000000,0.68479028,0.22719706,0.51734659,0.00000000
-5.96998499,2.23308257,0.57665118,0.00000000,0.72429516,0.23925603,0.54475406,0.00000000
-5.96398199,2.33847784,0.60451883,0.00000000,0.76066319,0.25031251,0.57017813,0.00000000
-5.95797899,2.43254046,0.62926892,0.00000000,0.79320599,0.26013571,0.59307687,0.00000000
-5.95197599,2.51328316,0.65039742,0.00000000,0.82129172,0.26851541,0.61295768,0.00000000
-5.94597299,2.57897327,0.66746291,0.00000000,0.84436663,0.27526879,0.62939389,0.00000000
-5.93996998,2.62819108,0.68010125,0.00000000,0.86197468,0.28024650,0.64203976,0.00000000
-5.93396698,2.65987904,0.68803800,0.00000000,0.87377436,0.28333782,0.65064331,0.00000000
-5.92796398,2.67337955,0.69109780,0.00000000,0.87955195,0.28447444,0.65505640,0.00000000
-5.92196098,2.66845942,0.68921039,0.00000000,0.87923051,0.28363290,0.65524155,0.00000000
-5.91595798,2.64532001,0.68241294,0.00000000,0.87287418,0.28083544,0.65127517,0.00000000
-5.90995498,2.60459226,0.67084853,0.00000000,0.86068755,0.27614930,0.64334707,0.00000000
-5.90395198,2.54731696,0.65476095,0.00000000,0.84301009,0.26968435,0.63175614,0.00000000
-5.89794897,2.47491114,0.63448592,0.00000000,0.82030588,0.26158944,0.61690241,0.00000000
-5.89194597,2.38912189,0.61043936,0.00000000,0.79314914,0.25204727,0.59927580,0.00000000
-5.88594297,2.29196988,0.58310307,0.00000000,0.76220609,0.24126839,0.57944183,0.00000000
-5.87993997,2.18568494,0.55300868,0.00000000,0.72821404,0.22948427,0.55802506,0.00000000
-5.87393697,2.07263640,0.52072045,0.00000000,0.69195858,0.21694000,0.53569067,0.00000000
-5.86793397,1.95526112,0.48681789,0.00000000,0.65424970,0.20388678,0.51312487,0.00000000
-5.86193097,1.83599196,0.45187862,0.00000000,0.61589794,0.19057451,0.49101490,0.00000000
-5.85592796,1.71718936,0.41646257,0.00000000,0.57769135,0.17724485,0.47002914,0.00000000
-5.84992496,1.60107833,0.38109767,0.00000000,0.54037408,0.16412487,0.45079801,0.00000000
-5.84392196,1.48969277,0.34626787,0.00000000,0.50462733,0.15142160,0.43389617,0.00000000
-5.83791896,1.38482870,0.31240354,0.00000000,0.47105307,0.13931756,0.41982656,0.00000000
-5.83191596,1.28800730,0.27987457,0.00000000,0.44016110,0.12796734,0.40900656,0.00000000
-5.82591296,1.20044841,0.24898620,0.00000000,0.41235953,0.11749535,0.40175670,0.00000000
-5.81990995,1.12305446,0.21997741,0.00000000,0.38794878,0.10799467,0.39829214,0.00000000
-5.81390695,1.05640479,0.19302177,0.00000000,0.36711917,0.09952690,0.39871698,0.00000000
-5.80790395,1.00075944,0.16823034,0.00000000,0.34995175,0.09212310,0.40302177,0.00000000
-5.80190095,0.95607189,0.14565633,0.00000000,0.33642229,0.08578547,0.41108391,0.00000000
-5.79589795,0.92200947,0.12530111,0.00000000,0.32640803,0.08048979,0.42267129,0.00000000
-5.78989495,0.89798047,0.10712116,0.00000000,0.31969684,0.07618843,0.43744879,0.00000000
-5.78389195,0.88316666,0.09103553,0.00000000,0.31599830,0.07281384,0.45498773,0.00000000
-5.77788894,0.87656003,0.07693343,0.00000000,0.31495652,0.07028226,0.47477796,0.00000000
-5.77188594,0.87700255,0.06468177,0.00000000,0.31616398,0.06849760,0.49624235,0.00000000
-5.76588294,0.88322774,0.05413215,0.00000000,0.31917615,0.06735541,0.51875329,0.00000000
-5.75987994,0.89390298,0.04512729,0.00000000,0.32352649,0.06674670,0.54165084,0.00000000
-5.75387694,0.90767132,0.03750666,0.00000000,0.32874125,0.06656162,0.56426197,0.00000000
-5.74787394,0.92319194,0.03111132,0.00000000,0.33435386,0.06669287,0.58592036,0.00000000
-5.74187094,0.93917811,0.02578777,0.00000000,0.33991845,0.06703871,0.60598608,0.00000000
-5.73586793,0.95443175,0.02139101,0.00000000,0.34502213,0.06750567,0.62386450,0.00000000
-5.72986493,0.96787382,0.01778676,0.00000000,0.34929578,0.06801071,0.63902381,0.00000000
-5.72386193,0.97856974,0.01485298,0.00000000,0.35242302,0.06848295,0.65101045,0.00000000
-5.71785893,0.98574921,0.01248064,0.00000000,0.35414716,0.06886480,0.65946188,0.00000000
-5.71185593,0.98881999,0.01057412,0.00000000,0.35427594,0.06911268,0.66411614,0.00000000
-5.70585293,0.98737551,0.00905105,0.00000000,0.35268409,0.06919709,0.66481794,0.00000000
-5.69984992,0.98119597,0.00784187,0.00000000,0.34931354,0.06910228,0.66152092,0.00000000
-5.69384692,0.97024345,0.00688920,0.00000000,0.34417149,0.06882540,0.65428613,0.00000000
-5.68784392,0.95465111,0.00614704,0.00000000,0.33732644,0.06837527,0.64327669,0.00000000
-5.68184092,0.93470739,0.00557991,0.00000000,0.32890248,0.06777074,0.62874916,0.00000000
-5.67583792,0.91083581,0.00516199,0.00000000,0.31907204,0.06703891,0.61104171,0.00000000
-5.66983492,0.88357156,0.00487629,0.00000000,0.30804768,0.06621309,0.59056012,0.00000000
-5.66383192,0.85353585,0.00471395,0.00000000,0.29607303,0.06533067,0.56776180,0.00000000
-5.65782891,0.82140930,0.00467351,0.00000000,0.28341360,0.06443112,0.54313906,0.00000000
-5.65182591,0.78790544,0.00476040,0.00000000,0.27034760,0.06355401,0.51720201,0.00000000
-5.64582291,0.75374563,0.00498646,0.00000000,0.25715741,0.06273730,0.49046209,0.00000000
-5.63981991,0.71963615,0.00536954,0.00000000,0.24412180,0.06201584,0.46341685,0.00000000
-5.63381691,0.68624849,0.00593314,0.00000000,0.23150927,0.06142032,0.43653655,0.00000000
-5.62781391,0.65420329,0.00670611,0.00000000,0.21957270,0.06097645,0.41025301,0.00000000
-5.62181091,0.62405842,0.00772231,0.00000000,0.20854535,0.06070464,0.38495111,0.00000000
-5.61580790,0.59630116,0.00902015,0.00000000,0.19863825,0.06062000,0.36096303,0.00000000
