energy_ev,total_up,Ga_p_up,Ga_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.40570285,5.48208276,0.09692335,0.00000000,2.73761955,2.51259547,0.04074191,3.38575902
-5.39969985,5.39626632,0.09649305,0.00000000,2.76128947,2.47802669,0.03942207,3.35601122
-5.39369685,5.32164463,0.09656648,0.00000000,2.78989858,2.44476653,0.03820574,3.32955906
-5.38769385,5.25645966,0.09710536,0.00000000,2.82242481,2.41200489,0.03708143,3.30530100
-5.38169085,5.19863826,0.09805836,0.00000000,2.85766524,2.37887389,0.03603496,3.28200640
-5.37568784,5.14589687,0.09936289,0.00000000,2.89427790,2.34449508,0.03505030,3.25837594
-5.36968484,5.09584569,0.10094721,0.00000000,2.93082601,2.30802401,0.03411053,3.23310064
-5.36368184,5.04608847,0.10273260,0.00000000,2.96582333,2.26869037,0.03319873,3.20491738
-5.35767884,4.99431492,0.10463575,0.00000000,2.99777946,2.22583234,0.03229875,3.17265908
-5.35167584,4.93838317,0.10657115,0.00000000,3.02524421,2.17892414,0.03139603,3.13529806
-5.34567284,4.87639081,0.10845359,0.00000000,3.04685019,2.12759615,0.03047809,3.09198180
-5.33966983,4.80673348,0.11020060,0.00000000,3.06135299,2.07164755,0.02953515,3.04206066
-5.33366683,4.72815061,0.11173480,0.00000000,3.06766835,2.01105166,0.02856037,2.98510741
-5.32766383,4.63975867,0.11298623,0.00000000,3.06490586,1.94595469,0.02755015,2.92092909
-5.32166083,4.54107234,0.11389445,0.00000000,3.05239854,1.87666852,0.02650419,2.84957156
-5.31565783,4.43201459,0.11441042,0.00000000,3.02972802,1.80365870,0.02542545,2.77131769
-5.30965483,4.31291649,0.11449815,0.00000000,2.99674461,1.72752862,0.02432007,2.68667982
-5.30365183,4.18450790,0.11413605,0.00000000,2.95358172,1.64900100,0.02319710,2.59638749
-5.29764882,4.04789989,0.11331783,0.00000000,2.90066411,1.56889761,0.02206826,2.50137112
-5.29164582,3.90455980,0.11205315,0.00000000,2.83870938,1.48811824,0.02094755,2.40274231
-5.28564282,3.75627962,0.11036767,0.00000000,2.76872223,1.40761955,0.01985093,2.30177141
-5.27963982,3.60513828,0.10830275,0.00000000,2.69198107,1.32839430,0.01879590,2.19986266
-5.27363682,3.45345836,0.10591467,0.00000000,2.61001674,1.25145156,0.01780108,2.09852717
-5.26763382,3.30375755,0.10327337,0.00000000,2.52458337,1.17779770,0.01688583,1.99935417
-5.26163082,3.15869531,0.10046077,0.00000000,2.43762146,1.10841867,0.01606984,1.90398035
-5.25562781,3.02101515,0.09756863,0.00000000,2.35121387,1.04426306,0.01537276,1.81405758
-5.24962481,2.89348302,0.09469615,0.00000000,2.26753516,0.98622619,0.01481380,1.73121924
-5.24362181,2.77882256,0.09194714,0.00000000,2.18879567,0.93513478,0.01441140,1.65704516
-5.23761881,2.67964808,0.08942709,0.00000000,2.11718135,0.89173227,0.01418288,1.59302566
-5.23161581,2.59839641,0.08723996,0.00000000,2.05479118,0.85666461,0.01414411,1.54052509
-5.22561281,2.53725889,0.08548503,0.00000000,2.00357364,0.83046651,0.01430918,1.50074558
-5.21960980,2.49811536,0.08425366,0.00000000,1.96526452,0.81354838,0.01469014,1.47469161
-5.21360680,2.48247171,0.08362628,0.00000000,1.94132771,0.80618411,0.01529668,1.46313662
-5.20760380,2.49140320,0.08366950,0.00000000,1.93290146,0.80850005,0.01613592,1.46659244
-5.20160080,2.52550563,0.08443360,0.00000000,1.94075170,0.82046575,0.01721216,1.48528303
-5.19559780,2.58485649,0.08595041,0.00000000,1.96523479,0.84188693,0.01852676,1.51912352
-5.18959480,2.66898819,0.08823163,0.00000000,2.00627109,0.87240129,0.02007798,1.56770598
-5.18359180,2.77687533,0.09126777,0.00000000,2.06333103,0.91147787,0.02186100,1.63029287
-5.17758879,2.90693749,0.09502764,0.00000000,2.13543477,0.95842029,0.02386795,1.70581941
-5.17158579,3.05705877,0.09945855,0.00000000,2.22116612,1.01237467,0.02608803,1.79290533
-5.16558279,3.22462461,0.10448720,0.00000000,2.31870103,1.07234215,0.02850782,1.88987673
-5.15957979,3.40657587,0.11002119,0.00000000,2.42585032,1.13719644,0.03111156,1.99479781
-5.15357679,3.59947933,0.11595131,0.00000000,2.54011574,1.20570611,0.03388166,2.10551238
-5.14757379,3.79961303,0.12215434,0.00000000,2.65875800,1.27656130,0.03679925,2.21969414
-5.14157079,4.00306402,0.12849649,0.00000000,2.77887467,1.34840415,0.03984477,2.33490440
-5.13556778,4.20583548,0.13483727,0.00000000,2.89748549,1.41986215,0.04299867,2.44865570
-5.12956478,4.40395948,0.14103365,0.00000000,3.01162201,1.48958322,0.04624216,2.55847892
-5.12356178,4.59361097,0.14694443,0.00000000,3.11841839,1.55627120,0.04955785,2.66199174
-5.11755878,4.77121874,0.15243467,0.00000000,3.21519971,1.61872044,0.05293050,2.75696557
-5.11155578,4.93356846,0.15737992,0.00000000,3.29956442,1.67584790,0.05634756,2.84138845
-5.10555278,5.07789366,0.16167015,0.00000000,3.36945741,1.72672154,0.05979966,2.91352125
-5.09954977,5.20195033,0.16521323,0.00000000,3.42323068,1.77058348,0.06328100,2.97194475
-5.09354677,5.30407218,0.16793775,0.00000000,3.45968914,1.80686711,0.06678943,3.01559575
-5.08754377,5.38320376,0.16979511,0.00000000,3.47811945,1.83520727,0.07032650,3.04379050
-5.08154077,5.43891035,0.17076074,0.00000000,3.47830085,1.85544298,0.07389721,3.05623468
-5.07553777,5.47136409,0.17083450,0.00000000,3.46049757,1.86761274,0.07750952,3.05301959
-5.06953477,5.48130747,0.17004008,0.00000000,3.42543349,1.87194271,0.08117379,3.03460492
-5.06353177,5.46999614,0.16842355,0.00000000,3.37425018,1.86882838,0.08490192,3.00178909
-5.05752876,5.43912411,0.16605114,0.00000000,3.30845072,1.85881068,0.08870635,2.95566890
-5.05152576,5.39073531,0.16300626,0.00000000,3.22983195,1.84254795,0.09259905,2.89759042
-5.04552276,5.32712606,0.15938598,0.00000000,3.14040844,1.82078505,0.09659032,2.82909369
-5.03951976,5.25074334,0.15529712,0.00000000,3.04233188,1.79432127,0.10068763,2.75185380
-5.03351676,5.16408387,0.15085208,0.00000000,2.93780948,1.76397852,0.10489453,2.66762124
-5.02751376,5.06959877,0.14616469,0.00000000,2.82902514,1.73057146,0.10920957,2.57816397
-5.02151076,4.96960818,0.14134612,0.00000000,2.71806663,1.69488073,0.11362546,2.48521377
-5.01550775,4.86622948,0.13650126,0.00000000,2.60686183,1.65763048,0.11812841,2.39041891
-5.00950475,4.76132187,0.13172535,0.00000000,2.49712624,1.61947110,0.12269767,2.29530479
-5.00350175,4.65644924,0.12710144,0.00000000,2.39032352,1.58096750,0.12730544,2.20124360
-4.99749875,4.55286205,0.12269833,0.00000000,2.28764006,1.54259339,0.13191708,2.10943384
-4.99149575,4.45149818,0.11856936,0.00000000,2.18997369,1.50473122,0.13649159,2.02088958
-4.98549275,4.35300137,0.11475193,0.00000000,2.09793620,1.46767753,0.14098256,1.93643929
-4.97948974,4.25775550,0.11126776,0.00000000,2.01186854,1.43165294,0.14533936,1.85673324
-4.97348674,4.16593187,0.10812383,0.00000000,1.93186706,1.39681602,0.14950867,1.78225858
-4.96748374,4.07754630,0.10531394,0.00000000,1.85781877,1.36327991,0.15343628,1.71336041
-4.96148074,3.99252254,0.10282084,0.00000000,1.78944338,1.33113062,0.15706912,1.65026747
-4.95547774,3.91075812,0.10061866,0.00000000,1.72633958,1.30044595,0.16035737,1.59312058
-4.94947474,3.83218918,0.09867567,0.00000000,1.66803299,1.27131367,0.16325673,1.54200223
-4.94347174,3.75685048,0.09695717,0.00000000,1.61402361,1.24384818,0.16573054,1.49696554
-4.93746873,3.68492761,0.09542836,0.00000000,1.56383022,1.21820447,0.16775183,1.45806125
-4.93146573,3.61679863,0.09405703,0.00000000,1.51703009,1.19458878,0.16930516,1.42536113
-4.92546273,3.55306286,0.09281604,0.00000000,1.47329213,1.17326516,0.17038800,1.39897684
-4.91945973,3.49455539,0.09168543,0.00000000,1.43240246,1.15455770,0.17101186,1.37907330
-4.91345673,3.44234630,0.09065400,0.00000000,1.39428139,1.13884809,0.17120277,1.36587587
-4.90745373,3.39772446,0.08972046,0.00000000,1.35899149,1.12656856,0.17100133,1.35967112
-4.90145073,3.36216628,0.08889396,0.00000000,1.32673673,1.11819050,0.17046209,1.36080101
-4.89544772,3.33729067,0.08819400,0.00000000,1.29785294,1.11420905,0.16965239,1.36965086
-4.88944472,3.32480171,0.08764986,0.00000000,1.27279048,1.11512441,0.16865067,1.38663152
-4.88344172,3.32642153,0.08729942,0.00000000,1.25208985,1.12142054,0.16754418,1.41215660
-4.87743872,3.34381588,0.08718742,0.00000000,1.23635177,1.13354220,0.16642638,1.44661580
-4.87143572,3.37851561,0.08736345,0.00000000,1.22620290,1.15187135,0.16539391,1.49034550
-4.86543272,3.43183729,0.08787947,0.00000000,1.22225904,1.17670386,0.16454342,1.54359806
-4.85942971,3.50480629,0.08878719,0.00000000,1.22508721,1.20822779,0.16396829,1.60651129
-4.85342671,3.59808584,0.09013529,0.00000000,1.23516851,1.24650398,0.16375541,1.67907962
-4.84742371,3.71191519,0.09196663,0.00000000,1.25286321,1.29145021,0.16398216,1.76112840
-4.84142071,3.84605984,0.09431567,0.00000000,1.27837976,1.34282952,0.16471369,1.85229287
-4.83541771,3.99977640,0.09720601,0.00000000,1.31174898,1.40024349,0.16600062,1.95200291
-4.82941471,4.17179405,0.10064839,0.00000000,1.35280471,1.46313094,0.16787726,2.05947466
-4.82341171,4.36031404,0.10463900,0.00000000,1.40117177,1.53077226,0.17036039,2.17370981
-4.81740870,4.56302802,0.10915845,0.00000000,1.45626202,1.60229952,0.17344862,2.29350290
-4.81140570,4.77715509,0.11417119,0.00000000,1.51727869,1.67671207,0.17712240,2.41745687
-4.80540270,4.99949703,0.11962561,0.00000000,1.58322916,1.75289726,0.18134462,2.54400654
-4.79939970,5.22651014,0.12545473,0.00000000,1.65294575,1.82965569,0.18606168,2.67144947
-4.79339670,5.45439157,0.13157754,0.00000000,1.72511404,1.90573013,0.19120521,2.79798331
-4.78739370,5.67917758,0.13790090,0.00000000,1.79830755,1.97983717,0.19669403,2.92174848
-4.78139070,5.89685037,0.14432196,0.00000000,1.87102778,2.05070055,0.20243656,3.04087464
-4.77538769,6.10344979,0.15073104,0.00000000,1.94174802,2.11708502,0.20833335,3.15352949
-4.76938469,6.29518635,0.15701488,0.00000000,2.00895937,2.17782956,0.21427986,3.25796807
-4.76338169,6.46855125,0.16306013,0.00000000,2.07121719,2.23187884,0.22016918,3.35258083
-4.75737869,6.62041968,0.16875696,0.00000000,2.12718629,2.27831180,0.22589470,3.43593869
-4.75137569,6.74814363,0.17400272,0.00000000,2.17568308,2.31636638,0.23135271,3.50683353
-4.74537269,6.84963089,0.17870539,0.00000000,2.21571306,2.34545965,0.23644468,3.56431251
-4.73936968,6.92340723,0.18278684,0.00000000,2.24650226,2.36520253,0.24107941,3.60770503
-4.73336668,6.96865968,0.18618574,0.00000000,2.26752147,2.37540866,0.24517472,3.63664135
-4.72736368,6.98525901,0.18885988,0.00000000,2.27850220,2.37609728,0.24865888,3.65106201
-4.72136068,6.97376087,0.19078802,0.00000000,2.27944399,2.36748981,0.25147166,3.65121796
-4.71535768,6.93538515,0.19197101,0.00000000,2.27061277,2.35000050,0.25356497,3.63766106
-4.70935468,6.87197455,0.19243220,0.00000000,2.25253025,2.32422133,0.25490316,3.61122547
-4.70335168,6.78593345,0.19221710,0.00000000,2.22595503,2.29090186,0.25546300,3.57300043
-4.69734867,6.68014947,0.19139227,0.00000000,2.19185593,2.25092459,0.25523323,3.52429537
-4.69134567,6.55790007,0.19004344,0.00000000,2.15137874,2.20527673,0.25421400,3.46659854
-4.68534267,6.42274765,0.18827293,0.00000000,2.10580752,2.15501942,0.25241591,3.40153052
-4.67933967,6.27842643,0.18619644,0.00000000,2.05652180,2.10125524,0.24985897,3.33079418
-4.67333667,6.12872504,0.18393923,0.00000000,2.00495137,2.04509531,0.24657146,3.25612264
-4.66733367,5.97736855,0.18163189,0.00000000,1.95252990,1.98762690,0.24258859,3.17922713
-4.66133067,5.82790392,0.17940582,0.00000000,1.90064924,1.92988257,0.23795133,3.10174625
-4.65532766,5.68359248,0.17738849,0.00000000,1.85061560,1.87281193,0.23270514,3.02519834
-4.64932466,5.54731287,0.17569875,0.00000000,1.80360918,1.81725678,0.22689883,2.95093851
-4.64332166,5.42147755,0.17444227,0.00000000,1.76064844,1.76393041,0.22058356,2.88012163
-4.63731866,5.30796539,0.17370735,0.00000000,1.72255996,1.71340160,0.21381190,2.81367244
-4.63131566,5.20807261,0.17356119,0.00000000,1.68995502,1.66608382,0.20663718,2.75226367
-4.62531266,5.12248321,0.17404686,0.00000000,1.66321332,1.62222972,0.19911281,2.69630291
-4.61930965,5.05126015,0.17518101,0.00000000,1.64247448,1.58193118,0.19129186,2.64592837
-4.61330665,4.99385706,0.17695257,0.00000000,1.62763742,1.54512456,0.18322675,2.60101389
-4.60730365,4.94915029,0.17932231,0.00000000,1.61836764,1.51160104,0.17496898,2.56118261
-4.60130065,4.91548991,0.18222358,0.00000000,1.61411219,1.48102149,0.16656897,2.52582903
-4.59529765,4.89076803,0.18556395,0.00000000,1.61412165,1.45293519,0.15807595,2.49414845
-4.58929465,4.87250186,0.18922796,0.00000000,1.61747860,1.42680194,0.14953782,2.46517287
-4.58329165,4.85792870,0.19308071,0.00000000,1.62313142,1.40201629,0.14100105,2.43781180
-4.57728864,4.84410941,0.19697233,0.00000000,1.62993236,1.37793349,0.13251050,2.41089673
-4.57128564,4.82803665,0.20074303,0.00000000,1.63667855,1.35389574,0.12410921,2.38322744
-4.56528264,4.80674390,0.20422864,0.00000000,1.64215444,1.32925812,0.11583822,2.35361859
-4.55927964,4.77741141,0.20726633,0.00000000,1.64517420,1.30341316,0.10773625,2.32094472
-4.55327664,4.73746508,0.20970038,0.00000000,1.64462254,1.27581314,0.09983941,2.28418217
-4.54727364,4.68466469,0.21138771,0.00000000,1.63949235,1.24598946,0.09218088,2.24244617
-4.54127064,4.61717825,0.21220287,0.00000000,1.62891792,1.21356837,0.08479060,2.19502209
-4.53526763,4.53363996,0.21204247,0.00000000,1.61220245,1.17828261,0.07769497,2.14138935
-4.52926463,4.43318971,0.21082861,0.00000000,1.58883883,1.13997863,0.07091660,2.08123762
-4.52326163,4.31549302,0.20851145,0.00000000,1.55852315,1.09861927,0.06447415,2.01447459
-4.51725863,4.18074127,0.20507061,0.00000000,1.52116035,1.05428200,0.05838214,1.94122531
-4.51125563,4.02963260,0.20051544,0.00000000,1.47686222,1.00715286,0.05265098,1.86182349
-4.50525263,3.86333496,0.19488418,0.00000000,1.42593787,0.95751668,0.04728695,1.77679525
-4.49924962,3.68343349,0.18824211,0.00000000,1.36887740,0.90574397,0.04229235,1.68683630
-4.49324662,3.49186495,0.18067872,0.00000000,1.30632964,0.85227531,0.03766571,1.59278387
-4.48724362,3.29084247,0.17230409,0.00000000,1.23907518,0.79760391,0.03340202,1.49558461
-4.48124062,3.08277413,0.16324468,0.00000000,1.16799595,0.74225720,0.02949309,1.39626008
-4.47523762,2.87017910,0.15363876,0.00000000,1.09404280,0.68677819,0.02592791,1.29587137
-4.46923462,2.65560485,0.14363164,0.00000000,1.01820256,0.63170752,0.02269305,1.19548429
-4.46323162,2.44154865,0.13337087,0.00000000,0.94146583,0.57756667,0.01977308,1.09613669
-4.45722861,2.23038651,0.12300182,0.00000000,0.86479701,0.52484315,0.01715099,0.99880885
-4.45122561,2.02431165,0.11266350,0.00000000,0.78910737,0.47397796,0.01480858,0.90439816
-4.44522261,1.82528434,0.10248502,0.00000000,0.71523220,0.42535572,0.01272691,0.81369867
-4.43921961,1.63499424,0.09258265,0.00000000,0.64391258,0.37929764,0.01088658,0.72738599
-4.43321661,1.45483548,0.08305763,0.00000000,0.57578211,0.33605737,0.00926814,0.64600762
-4.42721361,1.28589448,0.07399467,0.00000000,0.51135866,0.29581950,0.00785233,0.56997862
-4.42121061,1.12894943,0.06546121,0.00000000,0.45104098,0.25870074,0.00662032,0.49958234
-4.41520760,0.98448051,0.05750733,0.00000000,0.39510975,0.22475314,0.00555399,0.43497545
-4.40920460,0.85268891,0.05016629,0.00000000,0.34373266,0.19396928,0.00463602,0.37619684
-4.40320160,0.73352316,0.04345556,0.00000000,0.29697269,0.16628883,0.00385006,0.32317942
-4.39719860,0.62671060,0.03737828,0.00000000,0.25479894,0.14160603,0.00318083,0.27576395
-4.39119560,0.53179212,0.03192501,0.00000000,0.21709925,0.11977780,0.00261416,0.23371435
-4.38519260,0.44815848,0.02707567,0.00000000,0.18369390,0.10063201,0.00213703,0.19673339
-4.37918959,0.37508645,0.02280157,0.00000000,0.15434960,0.08397552,0.00173758,0.16447828
-4.37318659,0.31177338,0.01906742,0.00000000,0.12879329,0.06960179,0.00140510,0.13657555
-4.36718359,0.25736925,0.01583329,0.00000000,0.10672517,0.05729781,0.00113000,0.11263467
-4.36118059,0.21100518,0.01305637,0.00000000,0.08783066,0.04685017,0.00090374,0.09226021
-4.35517759,0.17181805,0.01069259,0.00000000,0.07179090,0.03805019,0.00071880,0.07506219
-4.34917459,0.13897091,0.00869801,0.00000000,0.05829173,0.03069809,0.00056860,0.06066463
-4.34317159,0.11166916,0.00702995,0.00000000,0.04703109,0.02460622,0.00044742,0.04871229
-4.33716858,0.08917265,0.00564793,0.00000000,0.03772481,0.01960135,0.00035037,0.03887566
-4.33116558,0.07080418,0.00451436,0.00000000,0.03011090,0.01552622,0.00027326,0.03085429
-4.32516258,0.05595459,0.00359504,0.00000000,0.02395258,0.01224031,0.00021256,0.02437888
-4.31915958,0.04408524,0.00285951,0.00000000,0.01904014,0.00962007,0.00016534,0.01921203
-4.31315658,0.03472810,0.00228120,0.00000000,0.01519178,0.00755869,0.00012916,0.01514820
-4.30715358,0.02748426,0.00183753,0.00000000,0.01225388,0.00596550,0.00010208,0.01201284
