energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,7.16766454,0.43872297,0.00000000,0.07406415,4.88761130,3.80872202,2.53594568
-5.99399700,7.40993378,0.44332534,0.00000000,0.07519614,5.07283696,3.94947591,2.65243839
-5.98799400,7.64629490,0.44729336,0.00000000,0.07609870,5.25487533,4.08856145,2.76798271
-5.98199100,7.87451138,0.45051744,0.00000000,0.07675066,5.43218128,4.22467664,2.88156565
-5.97598799,8.09234512,0.45290155,0.00000000,0.07713726,5.60316891,4.35647445,2.99214469
-5.96998499,8.29759542,0.45436524,0.00000000,0.07725054,5.76623785,4.48258697,3.09866516
-5.96398199,8.48814283,0.45484578,0.00000000,0.07708939,5.91980419,4.60165384,3.20008021
-5.95797899,8.66199681,0.45430022,0.00000000,0.07665957,6.06233526,4.71235409,3.29537253
-5.95197599,8.81734558,0.45270734,0.00000000,0.07597340,6.19238707,4.81344038,3.38357739
-5.94597299,8.95260639,0.45006943,0.00000000,0.07504932,6.30864315,4.90377421,3.46380602
-5.93996998,9.06647401,0.44641367,0.00000000,0.07391127,6.40995307,4.98236078,3.53526858
-5.93396698,9.15796541,0.44179311,0.00000000,0.07258795,6.49536916,5.04838189,3.59729570
-5.92796398,9.22645839,0.43628716,0.00000000,0.07111194,6.56417956,5.10122533,3.64935782
-5.92196098,9.27172216,0.43000130,0.00000000,0.06951882,6.61593619,5.14050944,3.69108129
-5.91595798,9.29393802,0.42306616,0.00000000,0.06784615,6.65047612,5.16610139,3.72226073
-5.90995498,9.29370886,0.41563574,0.00000000,0.06613251,6.66793505,5.17812839,3.74286691
-5.90395198,9.27205631,0.40788483,0.00000000,0.06441656,6.66875225,5.17698089,3.75304962
-5.89794897,9.23040512,0.40000560,0.00000000,0.06273607,6.65366615,5.16330755,3.75313562
-5.89194597,9.17055473,0.39220340,0.00000000,0.06112714,6.62370072,5.13800189,3.74362129
-5.88594297,9.09463868,0.38469186,0.00000000,0.05962339,6.58014268,5.10218085,3.72516036
-5.87993997,9.00507282,0.37768746,0.00000000,0.05825528,6.52451028,5.05715611,3.69854710
-5.87393697,8.90449392,0.37140353,0.00000000,0.05704954,6.45851462,5.00439899,3.66469546
-5.86793397,8.79569067,0.36604417,0.00000000,0.05602869,6.38401489,4.94550012,3.62461491
-5.86193097,8.68152930,0.36179791,0.00000000,0.05521063,6.30296895,4.88212546,3.57938385
-5.85592796,8.56487640,0.35883165,0.00000000,0.05460834,6.21738110,4.81597003,3.53012151
-5.84992496,8.44852149,0.35728491,0.00000000,0.05422968,6.12924886,4.74871113,3.47795928
-5.84392196,8.33510227,0.35726462,0.00000000,0.05407726,6.04051055,4.68196255,3.42401241
-5.83791896,8.22703478,0.35884078,0.00000000,0.05414839,5.95299558,4.61723146,3.36935320
-5.83191596,8.12645127,0.36204300,0.00000000,0.05443513,5.86837913,4.55587929,3.31498624
-5.82591296,8.03514771,0.36685830,0.00000000,0.05492440,5.78814262,4.49908804,3.26182675
-5.81990995,7.95454274,0.37323009,0.00000000,0.05559823,5.71354139,4.44783299,3.21068249
-5.81390695,7.88564958,0.38105859,0.00000000,0.05643404,5.64558047,4.40286275,3.16223974
-5.80790395,7.82906160,0.39020266,0.00000000,0.05740512,5.58499912,4.36468705,3.11705370
-5.80190095,7.78495203,0.40048309,0.00000000,0.05848111,5.53226442,4.33357272,3.07554340
-5.79589795,7.75308760,0.41168717,0.00000000,0.05962864,5.48757397,4.30954772,3.03799118
-5.78989495,7.73285545,0.42357463,0.00000000,0.06081212,5.45086726,4.29241297,3.00454644
-5.78389195,7.72330196,0.43588455,0.00000000,0.06199453,5.42184491,4.28176134,2.97523342
-5.77788894,7.72318199,0.44834318,0.00000000,0.06313836,5.39999505,4.27700289,2.94996240
-5.77188594,7.73101631,0.46067236,0.00000000,0.06420659,5.38462534,4.27739536,2.92854392
-5.76588294,7.74515481,0.47259810,0.00000000,0.06516368,5.37489932,4.28207858,2.91070513
-5.75987994,7.76384307,0.48385927,0.00000000,0.06597656,5.36987550,4.29011136,2.89610765
-5.75387694,7.78528933,0.49421578,0.00000000,0.06661559,5.36854761,4.30050938,2.88436616
-5.74787394,7.80772939,0.50345610,0.00000000,0.06705545,5.36988430,4.31228260,2.87506697
-5.74187094,7.82948694,0.51140372,0.00000000,0.06727583,5.37286683,4.32447068,2.86778577
-5.73586793,7.84902692,0.51792246,0.00000000,0.06726209,5.37652335,4.33617514,2.86210405
-5.72986493,7.86500030,0.52292017,0.00000000,0.06700563,5.37995857,4.34658707,2.85762348
-5.72386193,7.87627872,0.52635097,0.00000000,0.06650410,5.38237790,4.35500942,2.85397788
-5.71785893,7.88197826,0.52821578,0.00000000,0.06576138,5.38310549,4.36087331,2.85084252
-5.71185593,7.88147191,0.52856122,0.00000000,0.06478740,5.38159578,4.36374801,2.84794050
-5.70585293,7.87439110,0.52747709,0.00000000,0.06359766,5.37743864,4.36334438,2.84504617
-5.69984992,7.86061696,0.52509236,0.00000000,0.06221262,5.37035839,4.35951230,2.84198583
-5.69384692,7.84026250,0.52157015,0.00000000,0.06065697,5.36020717,4.35223242,2.83863579
-5.68784392,7.81364733,0.51710176,0.00000000,0.05895870,5.34695375,4.34160311,2.83491832
-5.68184092,7.78126655,0.51190016,0.00000000,0.05714815,5.33066839,4.32782359,2.83079567
-5.67583792,7.74375595,0.50619316,0.00000000,0.05525702,5.31150518,4.31117432,2.82626293
-5.66983492,7.70185523,0.50021658,0.00000000,0.05331735,5.28968272,4.29199577,2.82133998
-5.66383192,7.65637124,0.49420763,0.00000000,0.05136064,5.26546452,4.27066693,2.81606329
-5.65782891,7.60814282,0.48839873,0.00000000,0.04941694,5.23913986,4.24758433,2.81047773
-5.65182591,7.55800858,0.48301194,0.00000000,0.04751413,5.21100622,4.22314286,2.80462916
-5.64582291,7.50677878,0.47825411,0.00000000,0.04567735,5.18135398,4.19771899,2.79855790
-5.63981991,7.45521183,0.47431281,0.00000000,0.04392852,5.15045381,4.17165700,2.79229339
-5.63381691,7.40399599,0.47135300,0.00000000,0.04228605,5.11854713,4.14525876,2.78585034
-5.62781391,7.35373615,0.46951456,0.00000000,0.04076473,5.08583987,4.11877689,2.77922624
-5.62181091,7.30494544,0.46891045,0.00000000,0.03937567,5.05249920,4.09241160,2.77240040
-5.61580790,7.25804130,0.46962558,0.00000000,0.03812645,5.01865315,4.06631059,2.76533429
-5.60980490,7.21334525,0.47171624,0.00000000,0.03702136,4.98439276,4.04057193,2.75797312
-5.60380190,7.17108573,0.47521005,0.00000000,0.03606167,4.94977605,4.01524907,2.75024833
-5.59779890,7.13140312,0.48010634,0.00000000,0.03524600,4.91483350,3.99035756,2.74208087
-5.59179590,7.09435636,0.48637699,0.00000000,0.03457071,4.87957424,3.96588279,2.73338484
-5.58579290,7.05993024,0.49396752,0.00000000,0.03403032,4.84399254,3.94178801,2.72407138
-5.57978989,7.02804308,0.50279867,0.00000000,0.03361785,4.80807394,3.91802217,2.71405243
-5.57378689,6.99855401,0.51276821,0.00000000,0.03332521,4.77180063,3.89452689,2.70324412
-5.56778389,6.97126974,0.52375318,0.00000000,0.03314350,4.73515562,3.87124233,2.69156969
