energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.63381691,4.50109781,1.18643685,0.57515290,0.00250117,0.92221590,1.76379006,1.08681516,0.00912203,1.76237404
-5.62781391,4.44430195,1.17317829,0.56408009,0.00239860,0.91246360,1.73764076,1.07204606,0.00912236,1.74342101
-5.62181091,4.38202513,1.15790477,0.55271417,0.00229644,0.90140578,1.71004656,1.05532527,0.00916604,1.72281619
-5.61580790,4.31584750,1.14093051,0.54131705,0.00219593,0.88941768,1.68157713,1.03705961,0.00925128,1.70108910
-5.60980490,4.24743584,1.12259904,0.53015663,0.00209830,0.87689391,1.65282512,1.01768191,0.00937568,1.67879935
-5.60380190,4.17849496,1.10327346,0.51949921,0.00200472,0.86423874,1.62438838,0.99763927,0.00953615,1.65651840
-5.59779890,4.11072067,1.08332714,0.50960226,0.00191632,0.85185654,1.59685330,0.97738161,0.00972890,1.63481232
-5.59179590,4.04575604,1.06313512,0.50070776,0.00183409,0.84014258,1.57077987,0.95735076,0.00994944,1.61422605
-5.58579290,3.98515196,1.04306644,0.49303634,0.00175892,0.82947432,1.54668866,0.93797046,0.01019257,1.59526980
-5.57978989,3.93033291,1.02347742,0.48678228,0.00169155,0.82020354,1.52505004,0.91963741,0.01045240,1.57840758
-5.57378689,3.88256835,1.00470585,0.48210956,0.00163258,0.81264916,1.50627544,0.90271363,0.01072248,1.56404825
-5.56778389,3.84294988,0.98706615,0.47914893,0.00158246,0.80709108,1.49071059,0.88752001,0.01099583,1.55253877
-5.56178089,3.81237405,0.97084526,0.47799605,0.00154148,0.80376476,1.47863064,0.87433125,0.01126512,1.54415985
-5.55577789,3.79153037,0.95629919,0.47871060,0.00150983,0.80285668,1.47023654,0.86337193,0.01152283,1.53912340
-5.54977489,3.78089408,0.94365001,0.48131637,0.00148755,0.80450068,1.46565279,0.85481382,0.01176140,1.53757183
-5.54377189,3.78072304,0.93308332,0.48580219,0.00147458,0.80877489,1.46492592,0.84877414,0.01197344,1.53957867
-5.53776888,3.79105825,0.92474586,0.49212355,0.00147077,0.81569951,1.46802382,0.84531477,0.01215195,1.54515037
-5.53176588,3.81172735,0.91874348,0.50020491,0.00147588,0.82523525,1.47483553,0.84444221,0.01229050,1.55422888
-5.52576288,3.84235069,0.91513926,0.50994251,0.00148961,0.83728244,1.48517164,0.84610832,0.01238344,1.56669495
-5.51975988,3.88234989,0.91395193,0.52120753,0.00151162,0.85168098,1.49876537,0.85021166,0.01242604,1.58237177
-5.51375688,3.93095833,0.91515473,0.53384969,0.00154150,0.86821108,1.51527426,0.85659937,0.01241467,1.60102913
-5.50775388,3.98723396,0.91867466,0.54770094,0.00157881,0.88659497,1.53428309,0.86506985,0.01234689,1.62238780
-5.50175088,4.05007419,0.92439242,0.56257933,0.00162307,0.90649972,1.55530779,0.87537582,0.01222155,1.64612428
-5.49574787,4.11823322,0.93214318,0.57829302,0.00167373,0.92754118,1.57780103,0.88722828,0.01203879,1.67187595
-5.48974487,4.19034176,0.94171821,0.59464423,0.00173021,0.94928927,1.60115942,0.90030104,0.01180004,1.69924659
-5.48374187,4.26492949,0.95286754,0.61143320,0.00179186,0.97127456,1.62473255,0.91423610,0.01150801,1.72781247
-5.47773887,4.34045020,0.96530381,0.62846202,0.00185793,0.99299632,1.64783405,0.92864972,0.01116655,1.75712903
-5.47173587,4.41530957,0.97870713,0.64553839,0.00192763,1.01393183,1.66975442,0.94313939,0.01078059,1.78673810
-5.46573287,4.48789543,0.99273125,0.66247919,0.00200004,1.03354697,1.68977564,0.95729144,0.01035596,1.81617580
-5.45972986,4.55661008,1.00701059,0.67911376,0.00207416,1.05130779,1.70718720,0.97068937,0.00989924,1.84498098
-5.45372686,4.61990418,1.02116833,0.69528695,0.00214889,1.06669291,1.72130314,0.98292267,0.00941761,1.87270415
-5.44772386,4.67631131,1.03482515,0.71086189,0.00222301,1.07920639,1.73147958,0.99359596,0.00891865,1.89891673
-5.44172086,4.72448254,1.04760855,0.72572218,0.00229526,1.08839050,1.73713225,1.00233827,0.00841020,1.92322039
-5.43571786,4.76321963,1.05916235,0.73977383,0.00236426,1.09383831,1.73775320,1.00881213,0.00790015,1.94525631
-5.42971486,4.79150602,1.06915608,0.75294645,0.00242862,1.09520526,1.73292627,1.01272218,0.00739636,1.96471390
-5.42371186,4.80853417,1.07729409,0.76519401,0.00248690,1.09221954,1.72234041,1.01382302,0.00690646,1.98133876
-5.41770885,4.81372822,1.08332375,0.77649479,0.00253771,1.08469067,1.70580045,1.01192600,0.00643778,1.99493951
-5.41170585,4.80676074,1.08704271,0.78685073,0.00257969,1.07251597,1.68323477,1.00690451,0.00599723,2.00539300
-5.40570285,4.78756269,1.08830471,0.79628592,0.00261158,1.05568460,1.65469935,0.99869779,0.00559126,2.01264778
-5.39969985,4.75632582,1.08702374,0.80484442,0.00263227,1.03427889,1.62037808,0.98731276,0.00522574,2.01672525
-5.39369685,4.71349694,1.08317627,0.81258729,0.00264082,1.00847297,1.58057907,0.97282390,0.00490596,2.01771849
-5.38769385,4.65976395,1.07680147,0.81958887,0.00263648,0.97852850,1.53572710,0.95537108,0.00463658,2.01578847
-5.38169085,4.59603380,1.06799927,0.82593255,0.00261879,0.94478780,1.48635230,0.93515530,0.00442156,2.01115766
-5.37568784,4.52340285,1.05692628,0.83170598,0.00258753,0.90766444,1.43307554,0.91243256,0.00426416,2.00410109
-5.36968484,4.44312054,1.04378962,0.83699594,0.00254276,0.86763180,1.37659087,0.88750587,0.00416690,1.99493508
-5.36368184,4.35654768,1.02883899,0.84188309,0.00248484,0.82520988,1.31764573,0.86071595,0.00413150,1.98400399
-5.35767884,4.26511075,1.01235703,0.84643684,0.00241440,0.78095091,1.25701964,0.83243063,0.00415885,1.97166542
-5.35167584,4.17025413,0.99464856,0.85071051,0.00233233,0.73542427,1.19550204,0.80303360,0.00424897,1.95827457
-5.34567284,4.07339206,0.97602899,0.85473705,0.00223978,0.68920141,1.13387029,0.77291288,0.00440093,1.94416830
-5.33966983,3.97586238,0.95681240,0.85852565,0.00213807,0.64284111,1.07286835,0.74244936,0.00461284,1.92964968
-5.33366683,3.87888397,0.93729988,0.86205929,0.00202870,0.59687579,1.01318720,0.71200603,0.00488177,1.91497382
-5.32766383,3.78351971,0.91776848,0.86529362,0.00191330,0.55179926,0.95544752,0.68191815,0.00520375,1.90033566
-5.32166083,3.69064652,0.89846144,0.86815708,0.00179354,0.50805629,0.90018520,0.65248478,0.00557374,1.88586041
-5.31565783,3.60093374,0.87957998,0.87055248,0.00167111,0.46603430,0.84784026,0.62396205,0.00598565,1.87159715
-5.30965483,3.51483060,0.86127711,0.87235998,0.00154767,0.42605745,0.79874945,0.59655828,0.00643234,1.85751605
-5.30365183,3.43256338,0.84365363,0.87344133,0.00142482,0.38838304,0.75314263,0.57043108,0.00690575,1.84350934
-5.29764882,3.35414194,0.82675665,0.87364528,0.00130400,0.35320036,0.71114304,0.54568652,0.00739697,1.82939620
-5.29164582,3.27937523,0.81058038,0.87281390,0.00118655,0.32063181,0.67277119,0.52238031,0.00789640,1.81493116
-5.28564282,3.20789491,0.79506944,0.87078947,0.00107360,0.29073604,0.63795215,0.50052073,0.00839392,1.79981586
-5.27963982,3.13918541,0.78012424,0.86742161,0.00096610,0.26351292,0.60652581,0.48007318,0.00887908,1.78371350
-5.27363682,3.07261924,0.76560823,0.86257441,0.00086480,0.23890992,0.57825949,0.46096605,0.00934143,1.76626523
-5.26763382,3.00749530,0.75135663,0.85613297,0.00077025,0.21682954,0.55286244,0.44309750,0.00977068,1.74710777
-5.26163082,2.94307850,0.73718620,0.84800920,0.00068280,0.19713756,0.53000137,0.42634284,0.01015703,1.72589131
-5.25562781,2.87863876,0.72290550,0.83814654,0.00060262,0.17967141,0.50931651,0.41056217,0.01049145,1.70229680
-5.24962481,2.81348748,0.70832520,0.82652325,0.00052972,0.16424869,0.49043750,0.39560783,0.01076591,1.67605188
-5.24362181,2.74700996,0.69326794,0.81315429,0.00046396,0.15067523,0.47299845,0.38133147,0.01097365,1.64694458
-5.23761881,2.67869255,0.67757726,0.79809156,0.00040508,0.13875252,0.45665157,0.36759032,0.01110935,1.61483431
-5.23161581,2.60814343,0.66112530,0.78142270,0.00035272,0.12828438,0.44107915,0.35425257,0.01116933,1.57965953
-5.22561281,2.53510666,0.64381886,0.76326834,0.00030647,0.11908253,0.42600322,0.34120163,0.01115162,1.54144203
-5.21960980,2.45946917,0.62560378,0.74377817,0.00026583,0.11097120,0.41119294,0.32833929,0.01105604,1.50028763
-5.21360680,2.38126103,0.60646729,0.72312605,0.00023031,0.10379046,0.39646937,0.31558759,0.01088415,1.45638348
-5.20760380,2.30064946,0.58643863,0.70150443,0.00019940,0.09739863,0.38170785,0.30288964,0.01063923,1.40999225
-5.20160080,2.21792755,0.56558778,0.67911841,0.00017259,0.09167347,0.36683788,0.29020936,0.01032609,1.36144366
-5.19559780,2.13349858,0.54402257,0.65617980,0.00014940,0.08651255,0.35184083,0.27753039,0.00995093,1.31112396
-5.18959480,2.04785725,0.52188445,0.63290153,0.00012937,0.08183276,0.33674576,0.26485420,0.00952111,1.25946390
-5.18359180,1.96156899,0.49934313,0.60949257,0.00011209,0.07756917,0.32162367,0.25219777,0.00904486,1.20692595
-5.17758879,1.87524852,0.47659047,0.58615374,0.00009717,0.07367330,0.30658048,0.23959085,0.00853106,1.15399138
-5.17158579,1.78953886,0.45383392,0.56307438,0.00008428,0.07011111,0.29174933,0.22707315,0.00798892,1.10114768
-5.16558279,1.70509155,0.43128982,0.54043010,0.00007312,0.06686075,0.27728237,0.21469151,0.00742770,1.04887708
-5.15957979,1.62254909,0.40917690,0.51838152,0.00006344,0.06391014,0.26334259,0.20249723,0.00685646,0.99764629
-5.15357679,1.54252974,0.38771020,0.49707392,0.00005503,0.06125465,0.25009596,0.19054373,0.00628382,0.94789789
-5.14757379,1.46561537,0.36709554,0.47663779,0.00004769,0.05889488,0.23770411,0.17888444,0.00571773,0.90004351
-5.14157079,1.39234208,0.34752494,0.45718989,0.00004128,0.05683460,0.22631789,0.16757122,0.00516534,0.85445875
-5.13556778,1.32319375,0.32917272,0.43883477,0.00003566,0.05507893,0.21607196,0.15665303,0.00463286,0.81147981
-5.12956478,1.25859802,0.31219266,0.42166649,0.00003074,0.05363286,0.20708043,0.14617508,0.00412547,0.77140172
-5.12356178,1.19892450,0.29671597,0.40577027,0.00002643,0.05249996,0.19943376,0.13617826,0.00364730,0.73447777
-5.11755878,1.14448461,0.28285020,0.39122397,0.00002264,0.05168145,0.19319673,0.12669886,0.00320142,0.70092006
-5.11155578,1.09553272,0.27067884,0.37809914,0.00001932,0.05117557,0.18840764,0.11776848,0.00278989,0.67090079
-5.10555278,1.05226806,0.26026170,0.36646162,0.00001642,0.05097710,0.18507849,0.10941413,0.00241382,0.64455399
-5.09954977,1.01483706,0.25163574,0.35637161,0.00001389,0.05107730,0.18319609,0.10165837,0.00207345,0.62197758
-5.09354677,0.98333581,0.24481640,0.34788319,0.00001169,0.05146388,0.18272397,0.09451949,0.00176830,0.60323547
-5.08754377,0.95781241,0.23979929,0.34104337,0.00000979,0.05212126,0.18360493,0.08801169,0.00149723,0.58835955
-5.08154077,0.93826907,0.23656199,0.33589072,0.00000815,0.05303091,0.18576400,0.08214521,0.00125862,0.57735160
-5.07553777,0.92466403,0.23506605,0.33245377,0.00000675,0.05417187,0.18911181,0.07692643,0.00105044,0.57018489
-5.06953477,0.91691310,0.23525903,0.33074926,0.00000556,0.05552124,0.19354800,0.07235783,0.00087041,0.56680566
-5.06353177,0.91489116,0.23707638,0.33078041,0.00000454,0.05705482,0.19896474,0.06843801,0.00071605,0.56713443
-5.05752876,0.91843347,0.24044335,0.33253535,0.00000369,0.05874772,0.20525003,0.06516158,0.00058484,0.57106709
-5.05152576,0.92733706,0.24527669,0.33598582,0.00000298,0.06057491,0.21229080,0.06251908,0.00047425,0.57847599
-5.04552276,0.94136218,0.25148611,0.34108628,0.00000239,0.06251180,0.21997565,0.06049687,0.00038180,0.58921095
-5.03951976,0.96023389,0.25897559,0.34777337,0.00000191,0.06453474,0.22819710,0.05907710,0.00030518,0.60310020
-5.03351676,0.98364375,0.26764437,0.35596586,0.00000151,0.06662139,0.23685341,0.05823761,0.00024218,0.61995133
-5.02751376,1.01125168,0.27738768,0.36556506,0.00000119,0.06875104,0.24584972,0.05795201,0.00019080,0.63955219
-5.02151076,1.04268776,0.28809722,0.37645549,0.00000093,0.07090478,0.25509876,0.05818971,0.00014925,0.66167168
-5.01550775,1.07755409,0.29966131,0.38850600,0.00000072,0.07306556,0.26452088,0.05891607,0.00011591,0.68606046
-5.00950475,1.11542638,0.31196481,0.40157102,0.00000055,0.07521814,0.27404358,0.06009261,0.00008937,0.71245147
-5.00350175,1.15585549,0.32488876,0.41549198,0.00000042,0.07734889,0.28360053,0.06167723,0.00006841,0.74056035
-4.99749875,1.19836857,0.33830989,0.43009875,0.00000032,0.07944553,0.29313019,0.06362451,0.00005200,0.77008558
-4.99149575,1.24247014,0.35209994,0.44521119,0.00000024,0.08149673,0.30257410,0.06588608,0.00003924,0.80070869
-4.98549275,1.28764295,0.36612498,0.46064049,0.00000018,0.08349167,0.31187495,0.06841095,0.00002939,0.83209426
-4.97948974,1.33334890,0.38024478,0.47619067,0.00000014,0.08541959,0.32097466,0.07114596,0.00002187,0.86389020
-4.97348674,1.37903032,0.39431235,0.49165988,0.00000010,0.08726929,0.32981243,0.07403623,0.00001615,0.89572819
-4.96748374,1.42411167,0.40817373,0.50684187,0.00000007,0.08902870,0.33832308,0.07702567,0.00001184,0.92722472
-4.96148074,1.46800223,0.42166826,0.52152757,0.00000006,0.09068450,0.34643572,0.08005751,0.00000862,0.95798275
-4.95547774,1.51009988,0.43462931,0.53550684,0.00000004,0.09222188,0.35407292,0.08307497,0.00000623,0.98759441
-4.94947474,1.54979649,0.44688559,0.54857055,0.00000003,0.09362435,0.36115045,0.08602189,0.00000448,1.01564466
-4.94347174,1.58648490,0.45826322,0.56051314,0.00000002,0.09487382,0.36757769,0.08884353,0.00000319,1.04171637
-4.93746873,1.61956777,0.46858836,0.57113549,0.00000002,0.09595077,0.37325879,0.09148737,0.00000226,1.06539664
-4.93146573,1.64846832,0.47769058,0.58024840,0.00000001,0.09683458,0.37809446,0.09390405,0.00000159,1.08628441
-4.92546273,1.67264264,0.48540683,0.58767646,0.00000001,0.09750414,0.38198447,0.09604828,0.00000112,1.10399929
-4.91945973,1.69159340,0.49158579,0.59326226,0.00000001,0.09793846,0.38483071,0.09787982,0.00000078,1.11819129
-4.91345673,1.70488443,0.49609263,0.59687095,0.00000001,0.09811754,0.38654069,0.09936447,0.00000054,1.12855110
-4.90745373,1.71215546,0.49881378,0.59839468,0.00000001,0.09802322,0.38703133,0.10047494,0.00000037,1.13482058
-4.90145073,1.71313643,0.49966153,0.59775699,0.00000000,0.09764009,0.38623280,0.10119174,0.00000026,1.13680277
-4.89544772,1.70766033,0.49857830,0.59491675,0.00000000,0.09695648,0.38409224,0.10150377,0.00000018,1.13437101
-4.88944472,1.69567400,0.49554012,0.58987128,0.00000000,0.09596518,0.38057714,0.10140888,0.00000012,1.12747647
-4.88344172,1.67724577,0.49055924,0.58265862,0.00000000,0.09466424,0.37567815,0.10091408,0.00000009,1.11615366
-4.87743872,1.65256948,0.48368560,0.57335854,0.00000001,0.09305749,0.36941112,0.10003550,0.00000006,1.10052330
-4.87143572,1.62196427,0.47500693,0.56209212,0.00000001,0.09115480,0.36181827,0.09879810,0.00000005,1.08079228
-4.86543272,1.58586960,0.46464753,0.54901986,0.00000001,0.08897224,0.35296834,0.09723494,0.00000004,1.05725045
-4.85942971,1.54483573,0.45276550,0.53433827,0.00000001,0.08653182,0.34295562,0.09538630,0.00000003,1.03026421
-4.85342671,1.49950949,0.43954867,0.51827481,0.00000002,0.08386109,0.33189806,0.09329840,0.00000003,1.00026688
-4.84742371,1.45061595,0.42520922,0.50108165,0.00000002,0.08099241,0.31993416,0.09102190,0.00000002,0.96774631
-4.84142071,1.39893667,0.40997724,0.48302815,0.00000003,0.07796201,0.30721922,0.08861027,0.00000002,0.93323011
-4.83541771,1.34528534,0.39409356,0.46439253,0.00000004,0.07480891,0.29392069,0.08611795,0.00000002,0.89726911
-4.82941471,1.29048189,0.37780202,0.44545313,0.00000005,0.07157366,0.28021313,0.08359853,0.00000002,0.86041977
-4.82341171,1.23532645,0.36134171,0.42647953,0.00000007,0.06829704,0.26627286,0.08110304,0.00000002,0.82322640
-4.81740870,1.18057405,0.34493941,0.40772398,0.00000010,0.06501875,0.25227265,0.07867829,0.00000002,0.78620393
-4.81140570,1.12691163,0.32880265,0.38941372,0.00000014,0.06177611,0.23837661,0.07636548,0.00000003,0.74982214
-4.80540270,1.07493814,0.31311366,0.37174424,0.00000019,0.05860300,0.22473559,0.07419917,0.00000003,0.71449195
-4.79939970,1.02514892,0.29802456,0.35487412,0.00000025,0.05552883,0.21148325,0.07220653,0.00000004,0.68055453
-4.79339670,0.97792485,0.28365391,0.33892151,0.00000034,0.05257782,0.19873301,0.07040711,0.00000005,0.64827366
-4.78739370,0.93352687,0.27008483,0.32396238,0.00000045,0.04976850,0.18657596,0.06881296,0.00000006,0.61783150
-4.78139070,0.89209591,0.25736467,0.31003072,0.00000060,0.04711350,0.17507980,0.06742923,0.00000008,0.58932817
-4.77538769,0.85365822,0.24550627,0.29712057,0.00000079,0.04461954,0.16428880,0.06625517,0.00000010,0.56278476
-4.76938469,0.81813557,0.23449057,0.28518966,0.00000103,0.04228778,0.15422479,0.06528547,0.00000012,0.53814963
-4.76338169,0.78535964,0.22427059,0.27416461,0.00000134,0.04011430,0.14488899,0.06451194,0.00000016,0.51530768
-4.75737869,0.75508991,0.21477630,0.26394720,0.00000172,0.03809083,0.13626459,0.06392534,0.00000020,0.49409174
-4.75137569,0.72703373,0.20592027,0.25442144,0.00000220,0.03620559,0.12831996,0.06351727,0.00000025,0.47429573
-4.74537269,0.70086780,0.19760369,0.24546115,0.00000279,0.03444430,0.12101213,0.06328216,0.00000031,0.45568862
-4.73936968,0.67625959,0.18972252,0.23693748,0.00000351,0.03279111,0.11429055,0.06321899,0.00000039,0.43802865
-4.73336668,0.65288780,0.18217338,0.22872607,0.00000439,0.03122965,0.10810070,0.06333282,0.00000049,0.42107694
-4.72736368,0.63046086,0.17485894,0.22071363,0.00000544,0.02974392,0.10238764,0.06363602,0.00000060,0.40460999
-4.72136068,0.60873245,0.16769266,0.21280340,0.00000671,0.02831913,0.09709899,0.06414892,0.00000074,0.38843037
-4.71535768,0.58751360,0.16060247,0.20491952,0.00000821,0.02694239,0.09218760,0.06490009,0.00000090,0.37237541
-4.70935468,0.56668073,0.15353358,0.19700997,0.00000997,0.02560324,0.08761344,0.06592593,0.00000109,0.35632331
-4.70335168,0.54617953,0.14645003,0.18904814,0.00001202,0.02429397,0.08334493,0.06726979,0.00000132,0.34019683
-4.69734867,0.52602461,0.13933528,0.18103296,0.00001440,0.02300984,0.07935960,0.06898046,0.00000158,0.32396429
-4.69134567,0.50629522,0.13219166,0.17298762,0.00001712,0.02174904,0.07564401,0.07111011,0.00000187,0.30763825
-4.68534267,0.48712739,0.12503892,0.16495721,0.00002020,0.02051251,0.07219312,0.07371182,0.00000221,0.29127191
-4.67933967,0.46870312,0.11791202,0.15700520,0.00002367,0.01930366,0.06900918,0.07683674,0.00000260,0.27495376
-4.67333667,0.45123728,0.11085825,0.14920926,0.00002754,0.01812797,0.06610009,0.08053103,0.00000303,0.25880070
-4.66733367,0.43496307,0.10393396,0.14165643,0.00003181,0.01699244,0.06347758,0.08483263,0.00000351,0.24295028
-4.66133067,0.42011674,0.09720107,0.13443812,0.00003647,0.01590506,0.06115519,0.08976826,0.00000404,0.22755224
-4.65532766,0.40692250,0.09072350,0.12764500,0.00004152,0.01487425,0.05914614,0.09535051,0.00000461,0.21276015
-4.64932466,0.39557836,0.08456383,0.12136218,0.00004693,0.01390831,0.05746139,0.10157546,0.00000524,0.19872317
-4.64332166,0.38624349,0.07878013,0.11566476,0.00005267,0.01301489,0.05610782,0.10842081,0.00000592,0.18557868
