energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.93996998,2.13801867,-2.18569064,0.55079772,-0.58117199,0.76701174,-0.77065187,0.00204125,-0.00243982,0.28690806,-0.29340280,1.02786193,-1.05712501,0.00000000,-0.00000000,0.51718965,-0.52398099,0.09508555,-0.09639985
-5.93396698,2.08777960,-2.13823862,0.52152362,-0.55157856,0.75709470,-0.76289769,0.00175264,-0.00209881,0.27574779,-0.28287649,1.00656885,-1.03635228,0.00000000,-0.00000000,0.51084624,-0.51815400,0.09338577,-0.09445962
-5.92796398,2.03768605,-2.08986418,0.49399181,-0.52323580,0.74624487,-0.75386103,0.00150353,-0.00180182,0.26502249,-0.27265894,0.98533363,-1.01508461,0.00000000,-0.00000000,0.50454727,-0.51206586,0.09195471,-0.09273756
-5.92196098,1.98847404,-2.04124771,0.46847776,-0.49643265,0.73473780,-0.74378463,0.00129017,-0.00154506,0.25480521,-0.26281739,0.96453499,-0.99367982,0.00000000,-0.00000000,0.49849893,-0.50590842,0.09081575,-0.09125861
-5.91595798,1.94087112,-1.99310489,0.44522587,-0.47143900,0.72285355,-0.73293275,0.00110895,-0.00132473,0.24515672,-0.25341178,0.94455444,-0.97252056,0.00000000,-0.00000000,0.49290563,-0.49988518,0.08998907,-0.09004660
-5.90995498,1.89556781,-1.94616055,0.42444597,-0.44850169,0.71086459,-0.72158005,0.00095645,-0.00113710,0.23612434,-0.24449378,0.92576024,-0.95199941,0.00000000,-0.00000000,0.48796052,-0.49420233,0.08949032,-0.08912304
-5.90395198,1.85318873,-1.90111962,0.40631018,-0.42784044,0.69902356,-0.70999950,0.00082955,-0.00097865,0.22774083,-0.23610544,0.90849116,-0.93250250,0.00000000,-0.00000000,0.48383610,-0.48905919,0.08932931,-0.08850576
-5.89794897,1.81426513,-1.85863708,0.39095029,-0.40964378,0.68755172,-0.69844983,0.00072544,-0.00084610,0.22002350,-0.22827796,0.89304096,-0.91439266,0.00000000,-0.00000000,0.48067564,-0.48463871,0.08950881,-0.08820758
-5.89194597,1.77921083,-1.81928871,0.37845577,-0.39406547,0.67662869,-0.68716348,0.00064166,-0.00073651,0.21297366,-0.22103033,0.87964465,-0.89799307,0.00000000,-0.00000000,0.47858568,-0.48109836,0.09002356,-0.08823501
-5.88594297,1.74830269,-1.78354450,0.36887250,-0.38122130,0.66638415,-0.67633553,0.00057615,-0.00064727,0.20657649,-0.21436835,0.86846708,-0.88357238,0.00000000,-0.00000000,0.47763020,-0.47856220,0.09085963,-0.08858721
-5.87993997,1.72166716,-1.75174641,0.36220228,-0.37118658,0.65689210,-0.66611460,0.00052720,-0.00057615,0.20080152,-0.20828394,0.85959476,-0.87133205,0.00000000,-0.00000000,0.47782671,-0.47711425,0.09199398,-0.08925507
-5.87393697,1.69927352,-1.72409170,0.35840320,-0.36399444,0.64816777,-0.65659590,0.00049349,-0.00052126,0.19560361,-0.20275500,0.85303104,-0.86139672,0.00000000,-0.00000000,0.47914441,-0.47679381,0.09339455,-0.09022079
-5.86793397,1.68093436,-1.70062296,0.35739085,-0.35963498,0.64016766,-0.64781715,0.00047404,-0.00048111,0.19092463,-0.19774578,0.84869524,-0.85380806,0.00000000,-0.00000000,0.48150461,-0.47759273,0.09502065,-0.09145764
-5.86193097,1.66631317,-1.68122532,0.35904027,-0.35805527,0.63279244,-0.63975743,0.00046824,-0.00045454,0.18669557,-0.19320797,0.84642532,-0.84852229,0.00000000,-0.00000000,0.48478323,-0.47945494,0.09682379,-0.09293023
-5.85592796,1.65493858,-1.66563098,0.36318866,-0.35916029,0.62589278,-0.63233906,0.00047578,-0.00044072,0.18283925,-0.18908226,0.84598424,-0.84541161,0.00000000,-0.00000000,0.48881533,-0.48227806,0.09874883,-0.09459514
-5.84992496,1.64622453,-1.65343066,0.36963868,-0.36281470,0.61927744,-0.62543236,0.00049666,-0.00043917,0.17927333,-0.18530058,0.84706939,-0.84426925,0.00000000,-0.00000000,0.49340134,-0.48591707,0.10073550,-0.09640190
-5.84392196,1.63949496,-1.64409138,0.37816223,-0.36884529,0.61272351,-0.61886297,0.00053117,-0.00044969,0.17591348,-0.18178871,0.84932456,-0.84481781,0.00000000,-0.00000000,0.49831461,-0.49018985,0.10272012,-0.09829429
-5.83791896,1.63401191,-1.63697931,0.38850460,-0.37704418,0.60598785,-0.61242137,0.00057985,-0.00047235,0.17267665,-0.17846920,0.85235388,-0.84672039,0.00000000,-0.00000000,0.50330999,-0.49488403,0.10463751,-0.10021197
-5.83191596,1.62900525,-1.63138644,0.40038888,-0.38717248,0.59881937,-0.60587385,0.00064346,-0.00050750,0.16948420,-0.17526442,0.85573682,-0.84959387,0.00000000,-0.00000000,0.50813282,-0.49976514,0.10642302,-0.10209225
-5.82591296,1.62370268,-1.62655963,0.41352049,-0.39896431,0.59097131,-0.59897454,0.00072296,-0.00055573,0.16626467,-0.17209965,0.85904365,-0.85302357,0.00000000,-0.00000000,0.51252805,-0.50458523,0.10801444,-0.10387198
-5.81990995,1.61735838,-1.62173036,0.42759165,-0.41213116,0.58221298,-0.59147758,0.00081949,-0.00061784,0.16295617,-0.16890585,0.86185051,-0.85657860,0.00000000,-0.00000000,0.51624902,-0.50909183,0.10935399,-0.10548954
-5.81390695,1.60927906,-1.61614381,0.44228589,-0.42636643,0.57234031,-0.58314902,0.00093429,-0.00069483,0.15950817,-0.16562215,0.86375342,-0.85982706,0.00000000,-0.00000000,0.51906541,-0.51303674,0.11038997,-0.10688663
-5.80790395,1.59884632,-1.60908581,0.45728241,-0.44135000,0.56118479,-0.57377772,0.00106869,-0.00078785,0.15588264,-0.16219780,0.86438071,-0.86235053,0.00000000,-0.00000000,0.52077029,-0.51618415,0.11107826,-0.10801011
-5.80190095,1.58553440,-1.59990655,0.47226028,-0.45675291,0.54862043,-0.56318469,0.00122401,-0.00089819,0.15205454,-0.15859357,0.86340349,-0.86375718,0.00000000,-0.00000000,0.52118572,-0.51831793,0.11138350,-0.10881349
-5.79589795,1.56892298,-1.58804011,0.48690250,-0.47224198,0.53456843,-0.55123071,0.00140157,-0.00102722,0.14801163,-0.15478249,0.86054363,-0.86369302,0.00000000,-0.00000000,0.52016706,-0.51924780,0.11127987,-0.10925819
-5.78989495,1.54870467,-1.57301922,0.50089993,-0.48748440,0.51899956,-0.53782162,0.00160252,-0.00117635,0.14375370,-0.15074991,0.85557935,-0.86185097,0.00000000,-0.00000000,0.51760567,-0.51881409,0.11075163,-0.10931457
-5.78389195,1.52468738,-1.55448505,0.51395511,-0.50215234,0.50193424,-0.52291151,0.00182785,-0.00134695,0.13929120,-0.14649297,0.84834827,-0.85797763,0.00000000,-0.00000000,0.51343021,-0.51689117,0.10979312,-0.10896247
-5.77788894,1.49679199,-1.53219191,0.52578592,-0.51592745,0.48344045,-0.50650348,0.00207824,-0.00154032,0.13464354,-0.14201958,0.83874811,-0.85187753,0.00000000,-0.00000000,0.50760647,-0.51338938,0.10840856,-0.10819154
-5.77188594,1.46504581,-1.50600710,0.53612925,-0.52850539,0.46362979,-0.48864831,0.00235402,-0.00175757,0.12983706,-0.13734683,0.82673514,-0.84341509,0.00000000,-0.00000000,0.50013598,-0.50825563,0.10661143,-0.10700115
-5.76588294,1.42957261,-1.47590669,0.54474455,-0.53960028,0.44265193,-0.46944121,0.00265504,-0.00199955,0.12490291,-0.13249922,0.81232087,-0.83251432,0.00000000,-0.00000000,0.49105354,-0.50147275,0.10442357,-0.10539997
-5.75987994,1.39058024,-1.44196749,0.55141724,-0.54894905,0.42068791,-0.44901682,0.00298062,-0.00226678,0.11987490,-0.12750659,0.79556720,-0.81915665,0.00000000,-0.00000000,0.48042394,-0.49305768,0.10187406,-0.10340530
-5.75387694,1.34834638,-1.40435630,0.55596207,-0.55631573,0.39794266,-0.42754308,0.00332943,-0.00255935,0.11478751,-0.12240215,0.77658049,-0.80337715,0.00000000,-0.00000000,0.46833804,-0.48305884,0.09899798,-0.10104211
-5.74787394,1.30320371,-1.36331716,0.55822623,-0.56149548,0.37463715,-0.40521410,0.00369950,-0.00287681,0.10967416,-0.11722047,0.75550492,-0.78525939,0.00000000,-0.00000000,0.45490848,-0.47155274,0.09583495,-0.09834190
-5.74187094,1.25552491,-1.31915740,0.55809218,-0.56431840,0.35100056,-0.38224260,0.00408810,-0.00321812,0.10456576,-0.11199570,0.73251549,-0.76492955,0.00000000,-0.00000000,0.44026527,-0.45864015,0.09242768,-0.09534143
-5.73586793,1.20570847,-1.27223328,0.55548009,-0.56465288,0.32726280,-0.35885222,0.00449176,-0.00358157,0.09948968,-0.10676016,0.70781110,-0.74254982,0.00000000,-0.00000000,0.42455137,-0.44444198,0.08882060,-0.09208133
-5.72986493,1.15416566,-1.22293588,0.55034975,-0.56240843,0.30364768,-0.33527009,0.00490626,-0.00396473,0.09446911,-0.10154319,0.68160786,-0.71831169,0.00000000,-0.00000000,0.40791850,-0.42909505,0.08505845,-0.08860470
-5.72386193,1.10130919,-1.17167789,0.54270187,-0.55753788,0.28036691,-0.31171989,0.00532670,-0.00436438,0.08952281,-0.09637039,0.65413286,-0.69242920,0.00000000,-0.00000000,0.39052327,-0.41274796,0.08118508,-0.08495581
-5.71785893,1.04754366,-1.11888154,0.53257856,-0.55003872,0.25761517,-0.28841574,0.00574753,-0.00477660,0.08466518,-0.09126324,0.62561867,-0.66513246,0.00000000,-0.00000000,0.37252372,-0.39555711,0.07724235,-0.08117878
-5.71185593,0.99325801,-1.06496814,0.52006298,-0.53995352,0.23556628,-0.26555694,0.00616266,-0.00519670,0.07990670,-0.08623910,0.59629855,-0.63666170,0.00000000,-0.00000000,0.35407630,-0.37768304,0.07326930,-0.07731643
-5.70585293,0.93881998,-1.01034931,0.50527803,-0.52736940,0.21437040,-0.24332383,0.00656560,-0.00561932,0.07525453,-0.08131147,0.56640243,-0.60726174,0.00000000,-0.00000000,0.33533338,-0.35928711,0.06930142,-0.07340933
-5.69984992,0.88457219,-0.95541991,0.48838408,-0.51241635,0.19415249,-0.22187470,0.00694963,-0.00603854,0.07071323,-0.07649044,0.53615368,-0.57717722,0.00000000,-0.00000000,0.31644119,-0.34052857,0.06537026,-0.06949495
-5.69384692,0.83083001,-0.90055267,0.46957570,-0.49526444,0.17501166,-0.20134374,0.00730797,-0.00644795,0.06628564,-0.07178341,0.50576657,-0.54664842,0.00000000,-0.00000000,0.29753823,-0.32156206,0.06150315,-0.06560708
-5.68784392,0.77788056,-0.84609435,0.44907747,-0.47612006,0.15702147,-0.18184007,0.00763400,-0.00684087,0.06197369,-0.06719578,0.47544441,-0.51590780,0.00000000,-0.00000000,0.27875410,-0.30253551,0.05772317,-0.06177543
-5.68184092,0.72598297,-0.79236331,0.42713896,-0.45522111,0.14023105,-0.16344762,0.00792143,-0.00721047,0.05777905,-0.06273170,0.44537822,-0.48517718,0.00000000,-0.00000000,0.26020865,-0.28358844,0.05404927,-0.05802541
-5.67583792,0.67536923,-0.73964817,0.40402907,-0.43283132,0.12466677,-0.14622584,0.00816457,-0.00755000,0.05370385,-0.05839475,0.41574593,-0.45466550,0.00000000,-0.00000000,0.24201144,-0.26485064,0.05049661,-0.05437812
-5.66983492,0.62624566,-0.68820754,0.38002983,-0.40923398,0.11033443,-0.13021110,0.00835849,-0.00785303,0.04975103,-0.05418850,0.38671186,-0.42456716,0.00000000,-0.00000000,0.22426148,-0.24644113,0.04707689,-0.05085053
-5.66383192,0.57879472,-0.63827035,0.35542993,-0.38472515,0.09722178,-0.11541855,0.00849922,-0.00811358,0.04592460,-0.05011696,0.35842661,-0.39506087,0.00000000,-0.00000000,0.20704718,-0.22846753,0.04379893,-0.04745576
-5.65782891,0.53317686,-0.59003694,0.33051821,-0.35960666,0.08530124,-0.10184442,0.00858392,-0.00832643,0.04222978,-0.04618481,0.33102709,-0.36630895,0.00000000,-0.00000000,0.19044638,-0.21102568,0.04066918,-0.04420350
-5.65182591,0.48953250,-0.54368040,0.30557737,-0.33417919,0.07453265,-0.08946851,0.00861097,-0.00848724,0.03867281,-0.04239751,0.30463688,-0.33845706,0.00000000,-0.00000000,0.17452662,-0.19419941,0.03769233,-0.04110053
-5.64582291,0.44798387,-0.49934832,0.28087802,-0.30873556,0.06486602,-0.07825687,0.00858011,-0.00859277,0.03526078,-0.03876123,0.27936656,-0.31163426,0.00000000,-0.00000000,0.15934551,-0.17806070,0.03487188,-0.03815131
-5.63981991,0.40863682,-0.45716473,0.25667342,-0.28355458,0.05624419,-0.06816449,0.00849245,-0.00864099,0.03200127,-0.03528268,0.25531437,-0.28595341,0.00000000,-0.00000000,0.14495108,-0.16266996,0.03221070,-0.03535853
-5.63381691,0.37158244,-0.41723216,0.23319500,-0.25889568,0.04860522,-0.05913784,0.00835048,-0.00863120,0.02890192,-0.03196878,0.23256686,-0.26151190,0.00000000,-0.00000000,0.13138239,-0.14807644,0.02971156,-0.03272377
-5.62781391,0.33689873,-0.37963388,0.21064881,-0.23499434,0.04188469,-0.05111743,0.00815802,-0.00856408,0.02596996,-0.02882630,0.21119971,-0.23839258,0.00000000,-0.00000000,0.11867005,-0.13431890,0.02737760,-0.03024804
-5.62181091,0.30465208,-0.34443613,0.18921299,-0.21205860,0.03601762,-0.04404006,0.00792014,-0.00844173,0.02321185,-0.02586148,0.19127867,-0.21666500,0.00000000,-0.00000000,0.10683693,-0.12142638,0.02521268,-0.02793236
-5.61580790,0.27489879,-0.31169047,0.16903625,-0.19026669,0.03094018,-0.03784087,0.00764300,-0.00826759,0.02063278,-0.02307965,0.17286054,-0.19638675,0.00000000,-0.00000000,0.09589886,-0.10941903,0.02322169,-0.02577820
-5.60980490,0.24768656,-0.28143614,0.15023746,-0.16976573,0.02659112,-0.03245522,0.00733377,-0.00804643,0.01823645,-0.02048486,0.15599433,-0.17760499,0.00000000,-0.00000000,0.08586537,-0.09830912,0.02141083,-0.02378794
-5.60380190,0.22305597,-0.25370245,0.13290615,-0.15067149,0.02291293,-0.02782020,0.00700037,-0.00778416,0.01602472,-0.01807958,0.14072233,-0.16035815,0.00000000,-0.00000000,0.07674055,-0.08810205,0.01978770,-0.02196516
-5.59779890,0.20104191,-0.22851112,0.11710385,-0.13306927,0.01985269,-0.02387596,0.00665131,-0.00748777,0.01399755,-0.01586453,0.12708138,-0.14467754,0.00000000,-0.00000000,0.06852380,-0.07879741,0.01836142,-0.02031494
-5.59179590,0.18167494,-0.20587851,0.10286622,-0.11701550,0.01736275,-0.02056676,0.00629548,-0.00716507,0.01215292,-0.01383856,0.11510392,-0.13058911,0.00000000,-0.00000000,0.06121065,-0.07039006,0.01714255,-0.01884396
-5.58579290,0.16498258,-0.18581778,0.09020566,-0.10254017,0.01540113,-0.01784174,0.00594192,-0.00682455,0.01048688,-0.01199859,0.10481908,-0.11811502,0.00000000,-0.00000000,0.05479355,-0.06287118,0.01614308,-0.01756065
-5.57978989,0.15099032,-0.16834079,0.07911438,-0.08964978,0.01393168,-0.01565551,0.00559966,-0.00647512,0.00899369,-0.01033972,0.09625356,-0.10727516,0.00000000,-0.00000000,0.04926257,-0.05622921,0.01537622,-0.01647512
-5.57378689,0.13972239,-0.15345971,0.06956754,-0.07833065,0.01292408,-0.01396846,0.00527748,-0.00612595,0.00766606,-0.00885534,0.08943232,-0.09808839,0.00000000,-0.00000000,0.04460599,-0.05045078,0.01485618,-0.01559910
-5.56778389,0.13120221,-0.14118826,0.06152659,-0.06855239,0.01235367,-0.01274691,0.00498377,-0.00578623,0.00649536,-0.00753738,0.08437897,-0.09057355,0.00000000,-0.00000000,0.04081082,-0.04552144,0.01459786,-0.01494574
-5.56178089,0.12545231,-0.13154249,0.05494229,-0.06027140,0.01220110,-0.01196305,0.00472636,-0.00546497,0.00547201,-0.00637655,0.08111582,-0.08475017,0.00000000,-0.00000000,0.03786318,-0.04142630,0.01461647,-0.01452937
-5.55577789,0.12249379,-0.12454105,0.04975763,-0.05343417,0.01245181,-0.01159468,0.00451239,-0.00517079,0.00458573,-0.00536264,0.07966358,-0.08063869,0.00000000,-0.00000000,0.03574843,-0.03815044,0.01492713,-0.01436516
-5.54977489,0.12234527,-0.12020482,0.04591032,-0.04798033,0.01309542,-0.01162482,0.00434818,-0.00491181,0.00382590,-0.00448485,0.08004062,-0.07826035,0.00000000,-0.00000000,0.03445128,-0.03567920,0.01554431,-0.01446871
-5.54377189,0.12502128,-0.11855599,0.04333479,-0.04384523,0.01412504,-0.01204123,0.00423919,-0.00469544,0.00318192,-0.00373207,0.08226189,-0.07763655,0.00000000,-0.00000000,0.03395558,-0.03399817,0.01648130,-0.01485558
-5.53776888,0.13053010,-0.11961646,0.04196386,-0.04096214,0.01553643,-0.01283567,0.00418989,-0.00452829,0.00264349,-0.00309326,0.08633740,-0.07878785,0.00000000,-0.00000000,0.03424407,-0.03309313,0.01774963,-0.01554074
-5.53176588,0.13887123,-0.12340567,0.04172981,-0.03926382,0.01732720,-0.01400321,0.00420375,-0.00441604,0.00220088,-0.00255765,0.09227043,-0.08173243,0.00000000,-0.00000000,0.03529789,-0.03294966,0.01935841,-0.01653798
-5.52576288,0.15003254,-0.12993789,0.04256512,-0.03868372,0.01949589,-0.01554141,0.00428321,-0.00436339,0.00184522,-0.00211506,0.10005550,-0.08648424,0.00000000,-0.00000000,0.03709607,-0.03355267,0.02131372,-0.01785928
-5.51975988,0.16398719,-0.13921909,0.04440277,-0.03915657,0.02204116,-0.01744937,0.00442965,-0.00437399,0.00156870,-0.00175610,0.10967614,-0.09305084,0.00000000,-0.00000000,0.03961490,-0.03488576,0.02361796,-0.01951417
-5.51375688,0.18069075,-0.15124353,0.04717628,-0.04061862,0.02496092,-0.01972695,0.00464343,-0.00445036,0.00136476,-0.00147238,0.12110284,-0.10143094,0.00000000,-0.00000000,0.04282732,-0.03693051,0.02626928,-0.02150904
-5.50775388,0.20007836,-0.16599024,0.05081954,-0.04300751,0.02825161,-0.02237379,0.00492389,-0.00459396,0.00122828,-0.00125666,0.13429095,-0.11161199,0.00000000,-0.00000000,0.04670229,-0.03966570,0.02926104,-0.02384654
-5.50175088,0.22206259,-0.18341965,0.05526659,-0.04626188,0.03190757,-0.02538853,0.00526942,-0.00480510,0.00115566,-0.00110300,0.14917904,-0.12356774,0.00000000,-0.00000000,0.05120438,-0.04306652,0.03258143,-0.02652492
-5.49574787,0.24653181,-0.20347048,0.06045136,-0.05032090,0.03592049,-0.02876804,0.00567748,-0.00508304,0.00114502,-0.00100685,0.16568768,-0.13725601,0.00000000,-0.00000000,0.05629337,-0.04710394,0.03621314,-0.02953760
-5.48974487,0.27334963,-0.22605728,0.06630759,-0.05512368,0.04027913,-0.03250680,0.00614477,-0.00542598,0.00119622,-0.00096515,0.18371879,-0.15261686,0.00000000,-0.00000000,0.06192426,-0.05174409,0.04013327,-0.03287269
-5.48374187,0.30235534,-0.25106869,0.07276892,-0.06060884,0.04496915,-0.03659634,0.00666723,-0.00583116,0.00131102,-0.00097642,0.20315580,-0.16957130,0.00000000,-0.00000000,0.06804731,-0.05694790,0.04431334,-0.03651275
-5.47773887,0.33336554,-0.27836674,0.07976932,-0.06671427,0.04997313,-0.04102499,0.00724027,-0.00629492,0.00149310,-0.00104080,0.22386456,-0.18802061,0.00000000,-0.00000000,0.07460861,-0.06267100,0.04871958,-0.04043465
-5.47173587,0.36617707,-0.30778731,0.08724379,-0.07337708,0.05527087,-0.04577769,0.00785883,-0.00681285,0.00174817,-0.00116016,0.24569512,-0.20784649,0.00000000,-0.00000000,0.08155079,-0.06886384,0.05331333,-0.04460969
-5.46573287,0.40057121,-0.33914186,0.09512946,-0.08053402,0.06083978,-0.05083607,0.00851760,-0.00737986,0.00208403,-0.00133812,0.26848437,-0.22891203,0.00000000,-0.00000000,0.08881411,-0.07547219,0.05805178,-0.04900383
-5.45972986,0.43631891,-0.37222046,0.10336697,-0.08812216,0.06665557,-0.05617872,0.00921117,-0.00799042,0.00251059,-0.00158012,0.29205951,-0.25106366,0.00000000,-0.00000000,0.09633783,-0.08243792,0.06288873,-0.05357816
-5.45372686,0.47318711,-0.40679619,0.11190223,-0.09608003,0.07269299,-0.06178169,0.00993423,-0.00863863,0.00303992,-0.00189352,0.31624218,-0.27413386,0.00000000,-0.00000000,0.10406181,-0.08970015,0.06777567,-0.05828963
-5.44772386,0.51094570,-0.44263069,0.12068832,-0.10434913,0.07892678,-0.06761911,0.01068171,-0.00931851,0.00368625,-0.00228762,0.34085312,-0.29794485,0.00000000,-0.00000000,0.11192830,-0.09719667,0.07266291,-0.06309187
-5.44172086,0.54937490,-0.47948075,0.12968756,-0.11287574,0.08533260,-0.07366407,0.01144902,-0.01002411,0.00446596,-0.00277372,0.36571718,-0.32231285,0.00000000,-0.00000000,0.11988376,-0.10486560,0.07750080,-0.06793625
-5.43571786,0.58827266,-0.51710566,0.13887355,-0.12161301,0.09188808,-0.07988954,0.01223214,-0.01074978,0.00539744,-0.00336520,0.39066847,-0.34705306,0.00000000,-0.00000000,0.12788079,-0.11264729,0.08224106,-0.07277304
-5.42971486,0.62746167,-0.55527507,0.14823311,-0.13052314,0.09857378,-0.08626944,0.01302779,-0.01149028,0.00650105,-0.00407747,0.41555530,-0.37198482,0.00000000,-0.00000000,0.13587978,-0.12048624,0.08683802,-0.07755264
-5.42371186,0.66679561,-0.59377683,0.15776789,-0.13957965,0.10537410,-0.09277968,0.01383351,-0.01224106,0.00779881,-0.00492802,0.44024478,-0.39693708,0.00000000,-0.00000000,0.14385054,-0.12833312,0.09124982,-0.08222689
-5.41770885,0.70616423,-0.63242458,0.16749552,-0.14876946,0.11227802,-0.09939925,0.01464770,-0.01299834,0.00931419,-0.00593630,0.46462673,-0.42175358,0.00000000,-0.00000000,0.15177343,-0.13614663,0.09543952,-0.08675035
-5.41170585,0.74549681,-0.67106461,0.17745027,-0.15809473,0.11927970,-0.10611117,0.01546963,-0.01375924,0.01107168,-0.00712366,0.48861669,-0.44629773,0.00000000,-0.00000000,0.15964017,-0.14389518,0.09937599,-0.09108147
-5.40570285,0.78476388,-0.70958155,0.18768289,-0.16757421,0.12637877,-0.11290339,0.01629936,-0.01452190,0.01309631,-0.00851306,0.51215793,-0.47045683,0.00000000,-0.00000000,0.16745416,-0.15155823,0.10303463,-0.09518372
-5.39969985,0.82397686,-0.74790253,0.19825971,-0.17724406,0.13358047,-0.11976938,0.01713763,-0.01528545,0.01541306,-0.01012887,0.53522214,-0.49414541,0.00000000,-0.00000000,0.17523016,-0.15912726,0.10639786,-0.09902647
-5.39369685,0.86318545,-0.78599959,0.20926081,-0.18715790,0.14089542,-0.12670865,0.01798566,-0.01605003,0.01804611,-0.01199642,0.55780891,-0.51730744,0.00000000,-0.00000000,0.18299350,-0.16660624,0.10945533,-0.10258572
-5.38769385,0.90247288,-0.82388986,0.22077730,-0.19738609,0.14833910,-0.13372687,0.01884493,-0.01681667,0.02101806,-0.01414149,0.57994377,-0.53991737,0.00000000,-0.00000000,0.19077865,-0.17401151,0.11220385,-0.10584458
-5.38169085,0.94194908,-0.86163366,0.23290769,-0.20801400,0.15593106,-0.14083580,0.01971691,-0.01758714,0.02434899,-0.01658972,0.60167499,-0.56197978,0.00000000,-0.00000000,0.19862721,-0.18137113,0.11464713,-0.10879349
-5.37568784,0.98174182,-0.89933020,0.24575341,-0.21913940,0.16369389,-0.14805281,0.02060275,-0.01836376,0.02805546,-0.01936584,0.62306917,-0.58352766,0.00000000,-0.00000000,0.20658551,-0.18872358,0.11679523,-0.11143017
-5.36968484,1.02198634,-0.93711098,0.25941360,-0.23086887,0.17165180,-0.15540016,0.02150292,-0.01914912,0.03214950,-0.02249277,0.64420571,-0.60461926,0.00000000,-0.00000000,0.21470170,-0.19611589,0.11866377,-0.11375933
-5.36368184,1.06281375,-0.97513123,0.27397929,-0.24331328,0.17982919,-0.16290395,0.02241694,-0.01994580,0.03663753,-0.02599073,0.66517052,-0.62533371,0.00000000,-0.00000000,0.22302265,-0.20360124,0.12027308,-0.11579215
-5.35767884,1.10433865,-1.01355931,0.28952728,-0.25658250,0.18824888,-0.17059277,0.02334303,-0.02075601,0.04151933,-0.02987609,0.68604909,-0.64576545,0.00000000,-0.00000000,0.23159065,-0.21123614,0.12164707,-0.11754551
-5.35167584,1.14664663,-1.05256478,0.30611382,-0.27077943,0.19693034,-0.17849613,0.02427787,-0.02158129,0.04678711,-0.03416036,0.70691924,-0.66601766,0.00000000,-0.00000000,0.24044015,-0.21907719,0.12281209,-0.11904106
-5.34567284,1.18978211,-1.09230537,0.32376847,-0.28599354,0.20588790,-0.18664266,0.02521636,-0.02242213,0.05242469,-0.03884901,0.72784392,-0.68619499,0.00000000,-0.00000000,0.24959463,-0.22717767,0.12379579,-0.12030413
