energy_ev,total_up,B_p_up,B_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.41170585,4.51433790,0.17964351,0.00000000,2.32592642,1.95040506,0.04067296,2.15309947
-5.40570285,4.52146811,0.17942197,0.00000000,2.33310778,1.95335383,0.04102595,2.15837356
-5.39969985,4.51866307,0.17908185,0.00000000,2.33521069,1.95203293,0.04120973,2.15851343
-5.39369685,4.50620365,0.17864901,0.00000000,2.33233388,1.94654001,0.04122958,2.15361324
-5.38769385,4.48452324,0.17815023,0.00000000,2.32464416,1.93704257,0.04109432,2.14384556
-5.38169085,4.45419417,0.17761212,0.00000000,2.31236927,1.92377377,0.04081605,2.12945557
-5.37568784,4.41590980,0.17706001,0.00000000,2.29578864,1.90702618,0.04040973,2.11075314
-5.36968484,4.37046302,0.17651695,0.00000000,2.27522252,1.88714358,0.03989269,2.08810284
-5.36368184,4.31872220,0.17600276,0.00000000,2.25102004,1.86451140,0.03928409,2.06191265
-5.35767884,4.26160556,0.17553328,0.00000000,2.22354677,1.83954594,0.03860435,2.03262156
-5.35167584,4.20005512,0.17511982,0.00000000,2.19317244,1.81268293,0.03787450,2.00068694
-5.34567284,4.13501136,0.17476886,0.00000000,2.16025947,1.78436603,0.03711568,1.96657194
-5.33966983,4.06738969,0.17448203,0.00000000,2.12515287,1.75503546,0.03634855,1.93073371
-5.33366683,3.99805954,0.17425630,0.00000000,2.08817203,1.72511753,0.03559282,1.89361273
-5.32766383,3.92782694,0.17408447,0.00000000,2.04960469,1.69501516,0.03486686,1.85562376
-5.32166083,3.85742093,0.17395587,0.00000000,2.00970346,1.66509991,0.03418730,1.81714859
-5.31565783,3.78748401,0.17385720,0.00000000,1.96868467,1.63570547,0.03356882,1.77853081
-5.30965483,3.71856662,0.17377350,0.00000000,1.92672963,1.60712298,0.03302392,1.74007244
-5.30365183,3.65112530,0.17368915,0.00000000,1.88398792,1.57959790,0.03256284,1.70203248
-5.29764882,3.58552385,0.17358883,0.00000000,1.84058221,1.55332834,0.03219341,1.66462702
-5.29164582,3.52203702,0.17345838,0.00000000,1.79661419,1.52846484,0.03192111,1.62803056
-5.28564282,3.46085567,0.17328546,0.00000000,1.75217095,1.50511104,0.03174898,1.59237822
-5.27963982,3.40209285,0.17306004,0.00000000,1.70733125,1.48332519,0.03167772,1.55776846
-5.27363682,3.34578983,0.17277459,0.00000000,1.66217115,1.46312206,0.03170563,1.52426589
-5.26763382,3.29192173,0.17242402,0.00000000,1.61676857,1.44447521,0.03182872,1.49190386
-5.26163082,3.24040219,0.17200538,0.00000000,1.57120633,1.42731917,0.03204067,1.46068667
-5.25562781,3.19108705,0.17151732,0.00000000,1.52557374,1.41155167,0.03233293,1.43059123
-5.24962481,3.14377701,0.17095943,0.00000000,1.47996642,1.39703591,0.03269478,1.40156825
-5.24362181,3.09821976,0.17033144,0.00000000,1.43448475,1.38360274,0.03311338,1.37354294
-5.23761881,3.05411184,0.16963246,0.00000000,1.38923103,1.37105315,0.03357393,1.34641555
-5.23161581,3.01110122,0.16886031,0.00000000,1.34430590,1.35916126,0.03405985,1.32006203
-5.22561281,2.96879096,0.16801097,0.00000000,1.29980430,1.34767786,0.03455304,1.29433497
-5.21960980,2.92674487,0.16707837,0.00000000,1.25581165,1.33633499,0.03503417,1.26906538
-5.21360680,2.88449567,0.16605444,0.00000000,1.21240053,1.32485165,0.03548312,1.24406535
-5.20760380,2.84155609,0.16492949,0.00000000,1.16962841,1.31294076,0.03587941,1.21913199
-5.20160080,2.79743302,0.16369302,0.00000000,1.12753680,1.30031745,0.03620274,1.19405266
-5.19559780,2.75164476,0.16233486,0.00000000,1.08615180,1.28670858,0.03643358,1.16861155
-5.18959480,2.70374076,0.16084655,0.00000000,1.04548643,1.27186332,0.03655374,1.14259740
-5.18359180,2.65332347,0.15922310,0.00000000,1.00554449,1.25556445,0.03654703,1.11581226
-5.17758879,2.60007113,0.15746475,0.00000000,0.96632576,1.23763990,0.03639975,1.08808075
-5.17158579,2.54376055,0.15557887,0.00000000,0.92783237,1.21797417,0.03610128,1.05925953
-5.16558279,2.48428860,0.15358172,0.00000000,0.89007582,1.19651881,0.03564450,1.02924640
-5.15957979,2.42169120,0.15150012,0.00000000,0.85308422,1.17330165,0.03502606,0.99798847
-5.15357679,2.35615860,0.14937269,0.00000000,0.81690931,1.14843397,0.03424665,0.96548908
-5.14757379,2.28804581,0.14725078,0.00000000,0.78163280,1.12211527,0.03331100,0.93181271
-5.14157079,2.21787743,0.14519893,0.00000000,0.74737150,1.09463510,0.03222778,0.89708789
-5.13556778,2.14634626,0.14329475,0.00000000,0.71428099,1.06637175,0.03100942,0.86150751
-5.12956478,2.07430532,0.14162825,0.00000000,0.68255756,1.03778759,0.02967166,0.82532666
-5.12356178,2.00275353,0.14030069,0.00000000,0.65243812,1.00942114,0.02823310,0.78885786
-5.11755878,1.93281518,0.13942276,0.00000000,0.62419822,0.98187592,0.02671461,0.75246395
-5.11155578,1.86571398,0.13911241,0.00000000,0.59814794,0.95580655,0.02513865,0.71654879
-5.10555278,1.80274266,0.13949217,0.00000000,0.57462619,0.93190241,0.02352862,0.68154624
-5.09954977,1.74522908,0.14068622,0.00000000,0.55399316,0.91086945,0.02190814,0.64790790
-5.09354677,1.69450023,0.14281713,0.00000000,0.53662162,0.89341091,0.02030036,0.61609001
-5.08754377,1.65184535,0.14600260,0.00000000,0.52288709,0.88020739,0.01872737,0.58654012
-5.08154077,1.61847949,0.15035203,0.00000000,0.51315749,0.87189714,0.01720963,0.55968410
-5.07553777,1.59550875,0.15596329,0.00000000,0.50778229,0.86905718,0.01576550,0.53591390
-5.06953477,1.58389830,0.16291953,0.00000000,0.50708187,0.87218582,0.01441090,0.51557645
-5.06353177,1.58444408,0.17128637,0.00000000,0.51133707,0.88168718,0.01315901,0.49896421
-5.05752876,1.59774902,0.18110927,0.00000000,0.52077940,0.89785813,0.01202017,0.48630748
-5.05152576,1.62420421,0.19241134,0.00000000,0.53558206,0.92087794,0.01100177,0.47776871
-5.04552276,1.66397551,0.20519158,0.00000000,0.55585203,0.95080101,0.01010836,0.47343888
-5.03951976,1.71699553,0.21942353,0.00000000,0.58162321,0.98755262,0.00934168,0.47333589
-5.03351676,1.78296116,0.23505440,0.00000000,0.61285102,1.03092792,0.00870091,0.47740491
-5.02751376,1.86133628,0.25200476,0.00000000,0.64940818,1.08059391,0.00818291,0.48552054
-5.02151076,1.95135944,0.27016862,0.00000000,0.69108213,1.13609435,0.00778243,0.49749051
-5.01550775,2.05205603,0.28941417,0.00000000,0.73757375,1.19685738,0.00749244,0.51306072
-5.00950475,2.16225444,0.30958487,0.00000000,0.78849773,1.26220551,0.00730445,0.53192133
-5.00350175,2.28060583,0.33050113,0.00000000,0.84338448,1.33136770,0.00720876,0.55371369
-4.99749875,2.40560670,0.35196252,0.00000000,0.90168360,1.40349317,0.00719482,0.57803775
-4.99149575,2.53562400,0.37375033,0.00000000,0.96276902,1.47766662,0.00725144,0.60445978
-4.98549275,2.66892210,0.39563064,0.00000000,1.02594568,1.55292438,0.00736712,0.63252027
-4.97948974,2.80369114,0.41735785,0.00000000,1.09045790,1.62827129,0.00753025,0.66174166
-4.97348674,2.93807633,0.43867844,0.00000000,1.15549937,1.70269788,0.00772932,0.69163594
-4.96748374,3.07020779,0.45933518,0.00000000,1.22022456,1.77519754,0.00795317,0.72171195
-4.96148074,3.19823047,0.47907151,0.00000000,1.28376177,1.84478347,0.00819112,0.75148232
-4.95547774,3.32033384,0.49763612,0.00000000,1.34522726,1.91050501,0.00843315,0.78047011
-4.94947474,3.43478102,0.51478762,0.00000000,1.40374072,1.97146340,0.00867003,0.80821505
-4.94347174,3.53993697,0.53029923,0.00000000,1.45844147,2.02682643,0.00889345,0.83427946
-4.93746873,3.63429552,0.54396344,0.00000000,1.50850530,2.07584223,0.00909608,0.85825386
-4.93146573,3.71650485,0.55559639,0.00000000,1.55316151,2.11785176,0.00927173,0.87976233
-4.92546273,3.78539130,0.56504211,0.00000000,1.59170983,2.15230006,0.00941530,0.89846755
-4.91945973,3.83998090,0.57217630,0.00000000,1.62353668,2.17874617,0.00952293,0.91407562
-4.91345673,3.87951870,0.57690975,0.00000000,1.64813041,2.19687166,0.00959194,0.92634056
-4.90745373,3.90348522,0.57919121,0.00000000,1.66509505,2.20648759,0.00962088,0.93506849
-4.90145073,3.91160996,0.57900961,0.00000000,1.67416205,2.20754001,0.00960949,0.94012137
-4.89544772,3.90388151,0.57639572,0.00000000,1.67519969,2.20011377,0.00955868,0.94142017
-4.88944472,3.88055388,0.57142306,0.00000000,1.66821974,2.18443460,0.00947046,0.93894748
-4.88344172,3.84214889,0.56420802,0.00000000,1.65338105,2.16086928,0.00934791,0.93274922
-4.87743872,3.78945412,0.55490926,0.00000000,1.63098995,2.12992390,0.00919504,0.92293548
-4.87143572,3.72351635,0.54372630,0.00000000,1.60149723,2.09223994,0.00901678,0.90968026
-4.86543272,3.64563003,0.53089728,0.00000000,1.56549174,2.04858804,0.00881879,0.89321998
-4.85942971,3.55732098,0.51669600,0.00000000,1.52369069,1.99985945,0.00860744,0.87385069
-4.85342671,3.46032494,0.50142815,0.00000000,1.47692682,1.94705490,0.00838963,0.85192395
-4.84742371,3.35656129,0.48542680,0.00000000,1.42613286,1.89127102,0.00817272,0.82784123
-4.84142071,3.24810208,0.46904727,0.00000000,1.37232339,1.83368411,0.00796439,0.80204710
-4.83541771,3.13713679,0.45266138,0.00000000,1.31657488,1.77553156,0.00777251,0.77502099
-4.82941471,3.02593322,0.43665118,0.00000000,1.26000425,1.71809102,0.00760507,0.74726798
-4.82341171,2.91679543,0.42140230,0.00000000,1.20374643,1.66265758,0.00747001,0.71930859
-4.81740870,2.81201943,0.40729699,0.00000000,1.14893174,1.61051940,0.00737511,0.69166791
-4.81140570,2.71384770,0.39470706,0.00000000,1.09666349,1.56293242,0.00732791,0.66486443
-4.80540270,2.62442361,0.38398676,0.00000000,1.04799633,1.52109449,0.00733555,0.63939876
-4.79939970,2.54574705,0.37546591,0.00000000,1.00391605,1.48611990,0.00740467,0.61574265
-4.79339670,2.47963245,0.36944331,0.00000000,0.96532116,1.45901492,0.00754129,0.59432870
-4.78739370,2.42767038,0.36618066,0.00000000,0.93300671,1.44065505,0.00775071,0.57554098
-4.78139070,2.39119417,0.36589725,0.00000000,0.90765071,1.43176498,0.00803739,0.55970694
-4.77538769,2.37125222,0.36876533,0.00000000,0.88980342,1.43290171,0.00840488,0.54709086
-4.76938469,2.36858733,0.37490657,0.00000000,0.87987967,1.44444162,0.00885568,0.53788899
-4.76338169,2.38362336,0.38438957,0.00000000,0.87815429,1.46657194,0.00939118,0.53222658
-4.75737869,2.41645989,0.39722854,0.00000000,0.88476075,1.49928700,0.01001160,0.53015679
-4.75137569,2.46687489,0.41338316,0.00000000,0.89969287,1.54238935,0.01071595,0.53166152
-4.74537269,2.53433523,0.43275973,0.00000000,0.92280943,1.59549575,0.01150192,0.53665404
-4.73936968,2.61801460,0.45521347,0.00000000,0.95384157,1.65804788,0.01236597,0.54498319
-4.73336668,2.71681812,0.48055193,0.00000000,0.99240257,1.72932726,0.01330324,0.55643914
-4.72736368,2.82941253,0.50853947,0.00000000,1.03799975,1.80847375,0.01430761,0.57076008
-4.72136068,2.95426094,0.53890246,0.00000000,1.09004812,1.89450711,0.01537176,0.58764000
-4.71535768,3.08966073,0.57133534,0.00000000,1.14788523,1.98635058,0.01648722,0.60673678
-4.70935468,3.23378336,0.60550698,0.00000000,1.21078701,2.08285571,0.01764447,0.62768069
-4.70335168,3.38471460,0.64106742,0.00000000,1.27798396,2.18282765,0.01883306,0.65008274
-4.69734867,3.54049416,0.67765465,0.00000000,1.34867743,2.28504992,0.02004176,0.67354283
-4.69134567,3.69915341,0.71490122,0.00000000,1.42205551,2.38830807,0.02125870,0.69765734
-4.68534267,3.85875046,0.75244056,0.00000000,1.49730826,2.49141154,0.02247156,0.72202629
-4.67933967,4.01740198,0.78991283,0.00000000,1.57364197,2.59321331,0.02366779,0.74625963
-4.67333667,4.17331112,0.82697018,0.00000000,1.65029220,2.69262708,0.02483480,0.76998308
-4.66733367,4.32479171,0.86328138,0.00000000,1.72653556,2.78864175,0.02596017,0.79284316
-4.66133067,4.47028857,0.89853571,0.00000000,1.80170003,2.88033336,0.02703192,0.81451174
-4.65532766,4.60839417,0.93244617,0.00000000,1.87517389,2.96687451,0.02803872,0.83469006
-4.64932466,4.73786217,0.96475211,0.00000000,1.94641322,3.04754157,0.02897009,0.85311238
-4.64332166,4.85761803,0.99522120,0.00000000,2.01494814,3.12171995,0.02981668,0.86954928
-4.63731866,4.96676728,1.02365091,0.00000000,2.08038775,3.18890772,0.03057040,0.88381063
-4.63131566,5.06460169,1.04986965,0.00000000,2.14242400,3.24871785,0.03122461,0.89574833
-4.62531266,5.15060367,1.07373751,0.00000000,2.20083449,3.30087929,0.03177428,0.90525863
-4.61930965,5.22444894,1.09514682,0.00000000,2.25548421,3.34523707,0.03221607,0.91228402
-4.61330665,5.28600748,1.11402255,0.00000000,2.30632638,3.38175131,0.03254839,0.91681457
-4.60730365,5.33534255,1.13032253,0.00000000,2.35340217,3.41049538,0.03277139,0.91888851
-4.60130065,5.37270746,1.14403758,0.00000000,2.39683932,3.43165273,0.03288694,0.91859179
-4.59529765,5.39853973,1.15519141,0.00000000,2.43684948,3.44551254,0.03289853,0.91605671
-4.58929465,5.41345226,1.16384037,0.00000000,2.47372419,3.45246373,0.03281110,0.91145918
-4.58329165,5.41822101,1.17007289,0.00000000,2.50782922,3.45298736,0.03263089,0.90501470
-4.57728864,5.41376912,1.17400850,0.00000000,2.53959715,3.44764704,0.03236516,0.89697297
-4.57128564,5.40114710,1.17579635,0.00000000,2.56951815,3.43707754,0.03202201,0.88761124
-4.56528264,5.38150940,1.17561327,0.00000000,2.59812881,3.42197139,0.03161001,0.87722642
-4.55927964,5.35608752,1.17366103,0.00000000,2.62599913,3.40306391,0.03113801,0.86612635
-4.55327664,5.32616034,1.17016305,0.00000000,2.65371777,3.38111667,0.03061478,0.85462038
-4.54727364,5.29302231,1.16536033,0.00000000,2.68187584,3.35690004,0.03004882,0.84300971
-4.54127064,5.25795061,1.15950679,0.00000000,2.71104962,3.33117532,0.02944806,0.83157788
-4.53526763,5.22217246,1.15286402,0.00000000,2.74178272,3.30467691,0.02881971,0.82058187
-4.52926463,5.18683365,1.14569560,0.00000000,2.77456826,3.27809537,0.02817012,0.81024421
-4.52326163,5.15296968,1.13826112,0.00000000,2.80983173,3.25206193,0.02750462,0.80074645
-4.51725863,5.12148070,1.13081013,0.00000000,2.84791525,3.22713498,0.02682755,0.79222443
-4.51125563,5.09311112,1.12357627,0.00000000,2.88906388,3.20378925,0.02614219,0.78476544
-4.50525263,5.06843486,1.11677165,0.00000000,2.93341471,3.18240785,0.02545092,0.77840752
-4.49924962,5.04784681,1.11058187,0.00000000,2.98098918,3.16327765,0.02475521,0.77314085
-4.49324662,5.03156048,1.10516181,0.00000000,3.03168903,3.14658782,0.02405584,0.76891112
-4.48724362,5.01961210,1.10063224,0.00000000,3.08529625,3.13243168,0.02335307,0.76562474
-4.48124062,5.01187039,1.09707756,0.00000000,3.14147691,3.12081139,0.02264675,0.76315548
-4.47523762,5.00805163,1.09454461,0.00000000,3.19978880,3.11164521,0.02193658,0.76135218
-4.46923462,5.00773871,1.09304255,0.00000000,3.25969257,3.10477679,0.02122228,0.76004718
-4.46323162,5.01040339,1.09254391,0.00000000,3.32056572,3.09998580,0.02050374,0.75906478
-4.45722861,5.01543026,1.09298653,0.00000000,3.38171885,3.09699940,0.01978115,0.75822949
-4.45122561,5.02214132,1.09427647,0.00000000,3.44241342,3.09550394,0.01905517,0.75737349
-4.44522261,5.02981988,1.09629160,0.00000000,3.50188011,3.09515620,0.01832693,0.75634304
-4.43921961,5.03773298,1.09888572,0.00000000,3.55933708,3.09559395,0.01759815,0.75500339
-4.43321661,5.04515122,1.10189314,0.00000000,3.61400726,3.09644527,0.01687106,0.75324229
-4.42721361,5.05136573,1.10513336,0.00000000,3.66513427,3.09733669,0.01614843,0.75097167
-4.42121061,5.05570193,1.10841594,0.00000000,3.71199623,3.09789994,0.01543347,0.74812789
-4.41520760,5.05753005,1.11154521,0.00000000,3.75391747,3.09777748,0.01472978,0.74467041
-4.40920460,5.05627284,1.11432490,0.00000000,3.79027789,3.09662713,0.01404118,0.74057933
-4.40320160,5.05141081,1.11656251,0.00000000,3.82052024,3.09412595,0.01337165,0.73585199
-4.39719860,5.04248593,1.11807352,0.00000000,3.84415543,3.08997386,0.01272520,0.73049898
-4.39119560,5.02910425,1.11868522,0.00000000,3.86076651,3.08389737,0.01210574,0.72454002
-4.38519260,5.01093837,1.11824044,0.00000000,3.87001163,3.07565363,0.01151697,0.71799992
-4.37918959,4.98773030,1.11660099,0.00000000,3.87162649,3.06503512,0.01096232,0.71090513
-4.37318659,4.95929532,1.11365082,0.00000000,3.86542686,3.05187511,0.01044486,0.70328094
-4.36718359,4.92552687,1.10929906,0.00000000,3.85131130,3.03605379,0.00996728,0.69514965
-4.36118059,4.88640269,1.10348269,0.00000000,3.82926432,3.01750490,0.00953183,0.68652978
-4.35517759,4.84199179,1.09616898,0.00000000,3.79936000,2.99622251,0.00914036,0.67743624
-4.34917459,4.79246179,1.08735742,0.00000000,3.76176583,2.97226757,0.00879429,0.66788156
-4.34317159,4.73808576,1.07708121,0.00000000,3.71674620,2.94577352,0.00849468,0.65787777
-4.33716858,4.67924781,1.06540801,0.00000000,3.66466531,2.91695043,0.00824226,0.64743896
-4.33116558,4.61644633,1.05244001,0.00000000,3.60598846,2.88608707,0.00803747,0.63658407
-4.32516258,4.55029399,1.03831295,0.00000000,3.54128127,2.85355030,0.00788050,0.62533976
-4.31915958,4.48151368,1.02319419,0.00000000,3.47120616,2.81978135,0.00777133,0.61374298
-4.31315658,4.41092975,1.00727969,0.00000000,3.39651537,2.78528883,0.00770976,0.60184310
-4.30715358,4.33945422,0.99078978,0.00000000,3.31804036,2.75063819,0.00769542,0.58970332
