energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.86193097,8.84536919,0.53468300,3.20671221,0.02483449,0.54690899,0.09735243,3.04337792,1.86127126,1.26211911
-5.85592796,8.91026220,0.55202232,3.22493544,0.02495487,0.55029651,0.09708358,3.07043427,1.86603268,1.27361024
-5.84992496,8.97076510,0.56969626,3.24114258,0.02507111,0.55320132,0.09672629,3.09610189,1.87168507,1.28425439
-5.84392196,9.02714058,0.58766059,3.25559569,0.02518158,0.55566236,0.09628449,3.12035948,1.87840511,1.29406074
-5.83791896,9.07972267,0.60587191,3.26858291,0.02528468,0.55772338,0.09576310,3.14321621,1.88635600,1.30306098
-5.83191596,9.12888943,0.62428649,3.28040702,0.02537886,0.55943013,0.09516780,3.16470421,1.89567852,1.31130389
-5.82591296,9.17503479,0.64285880,3.29137370,0.02546278,0.56082746,0.09450489,3.18487031,1.90648281,1.31884951
-5.81990995,9.21854050,0.66153997,3.30177996,0.02553531,0.56195675,0.09378106,3.20376744,1.91884129,1.32576301
-5.81390695,9.25974945,0.68027610,3.31190291,0.02559561,0.56285356,0.09300321,3.22144614,1.93278278,1.33210880
-5.80790395,9.29894123,0.69900664,3.32198958,0.02564317,0.56354567,0.09217826,3.23794625,1.94828827,1.33794490
-5.80190095,9.33631080,0.71766291,3.33224774,0.02567780,0.56405158,0.09131301,3.25328938,1.96528815,1.34331802
-5.79589795,9.37195102,0.73616686,3.34283828,0.02569966,0.56437945,0.09041399,3.26747230,1.98366124,1.34825936
-5.78989495,9.40583945,0.75443017,3.35386917,0.02570923,0.56452659,0.08948729,3.28046148,2.00323530,1.35278140
-5.78389195,9.43783001,0.77235384,3.36539130,0.02570723,0.56447939,0.08853851,3.29218903,2.02378913,1.35687574
-5.77788894,9.46764943,0.78982823,3.37739623,0.02569461,0.56421378,0.08757258,3.30255018,2.04505611,1.36051197
-5.77188594,9.49489886,0.80673373,3.38981591,0.02567243,0.56369606,0.08659376,3.31140237,2.06672894,1.36363766
-5.76588294,9.51906026,0.82294197,3.40252441,0.02564180,0.56288415,0.08560553,3.31856602,2.08846553,1.36617930
-5.75987994,9.53950763,0.83831771,3.41534151,0.02560382,0.56172915,0.08461054,3.32382703,2.10989571,1.36804426
-5.75387694,9.55552245,0.85272118,3.42803815,0.02555946,0.56017707,0.08361061,3.32694090,2.13062877,1.36912345
-5.74787394,9.56631320,0.86601099,3.44034353,0.02550949,0.55817087,0.08260672,3.32763847,2.15026149,1.36929472
-5.74187094,9.57103818,0.87804747,3.45195359,0.02545446,0.55565241,0.08159900,3.32563298,2.16838652,1.36842681
-5.73586793,9.56883104,0.88869620,3.46254084,0.02539461,0.55256456,0.08058682,3.32062851,2.18460095,1.36638359
-5.72986493,9.55882844,0.89783183,3.47176499,0.02532985,0.54885324,0.07956881,3.31232934,2.19851489,1.36302861
-5.72386193,9.54019896,0.90534180,3.47928434,0.02525979,0.54446933,0.07854300,3.30045013,2.20975992,1.35822972
-5.71785893,9.51217257,0.91113001,3.48476750,0.02518368,0.53937046,0.07750692,3.28472649,2.21799706,1.35186368
-5.71185593,9.47406976,0.91512010,3.48790516,0.02510051,0.53352265,0.07645778,3.26492580,2.22292438,1.34382063
-5.70585293,9.42532969,0.91725838,3.48842163,0.02500904,0.52690174,0.07539264,3.24085772,2.22428388,1.33400835
-5.69984992,9.36553644,0.91751618,3.48608592,0.02490782,0.51949457,0.07430858,3.21238431,2.22186747,1.32235627
-5.69384692,9.29444286,0.91589154,3.48072201,0.02479534,0.51129995,0.07320298,3.17942915,2.21552213,1.30881906
-5.68784392,9.21199124,0.91241017,3.47221826,0.02467006,0.50232943,0.07207367,3.14198551,2.20515395,1.29337987
-5.68184092,9.11833043,0.90712570,3.46053562,0.02453053,0.49260779,0.07091924,3.10012290,2.19073101,1.27605309
-5.67583792,9.01382897,0.90011916,3.44571474,0.02437546,0.48217330,0.06973919,3.05399218,2.17228516,1.25688664
-5.66983492,8.89908391,0.89149774,3.42788159,0.02420385,0.47107779,0.06853419,3.00382871,2.14991257,1.23596376
-5.66383192,8.77492519,0.88139293,3.40725185,0.02401505,0.45938646,0.06730626,2.94995366,2.12377314,1.21340408
-5.65782891,8.64241546,0.86995810,3.38413374,0.02380884,0.44717748,0.06605890,2.89277327,2.09408884,1.18936424
-5.65182591,8.50284533,0.85736565,3.35892936,0.02358551,0.43454141,0.06479729,2.83277612,2.06114101,1.16403769
-5.64582291,8.35772402,0.84380388,3.33213452,0.02334593,0.42158032,0.06352828,2.77052839,2.02526674,1.13765380
-5.63981991,8.20876549,0.82947355,3.30433673,0.02309156,0.40840678,0.06226052,2.70666715,1.98685442,1.11047610
-5.63381691,8.05786996,0.81458455,3.27621151,0.02282448,0.39514255,0.06100437,2.64189187,1.94633854,1.08279978
-5.62781391,7.90710099,0.79935244,3.24851661,0.02254741,0.38191710,0.05977184,2.57695412,1.90419391,1.05494812
-5.62181091,7.75865795,0.78399513,3.22208400,0.02226366,0.36886584,0.05857650,2.51264569,1.86092915,1.02726805
-5.61580790,7.61484394,0.76872978,3.19780955,0.02197711,0.35612816,0.05743321,2.44978530,1.81707972,1.00012475
-5.60980490,7.47802920,0.75376981,3.17664005,0.02169215,0.34384520,0.05635785,2.38920392,1.77320038,0.97389524
-5.60380190,7.35061004,0.73932214,3.15955746,0.02141355,0.33215741,0.05536705,2.33172909,1.72985706,0.94896113
-5.59779890,7.23496371,0.72558462,3.14756049,0.02114639,0.32120192,0.05447769,2.27816829,1.68761828,0.92570048
-5.59179590,7.13339935,0.71274360,3.14164337,0.02089589,0.31110970,0.05370653,2.22929178,1.64704600,0.90447907
-5.58579290,7.04810609,0.70097169,3.14277227,0.02066729,0.30200264,0.05306965,2.18581507,1.60868602,0.88564112
-5.57978989,6.98109897,0.69042561,3.15185959,0.02046570,0.29399059,0.05258194,2.14838158,1.57305801,0.86949979
-5.57378689,6.93416420,0.68124416,3.16973698,0.02029588,0.28716830,0.05225651,2.11754576,1.54064529,0.85632776
-5.56778389,6.90880539,0.67354632,3.19712781,0.02016213,0.28161268,0.05210417,2.09375730,1.51188461,0.84634815
-5.56178089,6.90619261,0.66742952,3.23462007,0.02006811,0.27738008,0.05213289,2.07734690,1.48715614,0.83972618
-5.55577789,6.92711655,0.66296815,3.28264114,0.02001669,0.27450404,0.05234732,2.06851421,1.46677407,0.83656196
-5.54977489,6.97195017,0.66021234,3.34143547,0.02000981,0.27299346,0.05274839,2.06731859,1.45097808,0.83688480
-5.54377189,7.04061994,0.65918706,3.41104666,0.02004845,0.27283136,0.05333300,2.07367312,1.43992630,0.84064926
-5.53776888,7.13258908,0.65989186,3.49130510,0.02013250,0.27397430,0.05409386,2.08734245,1.43368983,0.84773343
-5.53176588,7.24685461,0.66230096,3.58182243,0.02026079,0.27635259,0.05501944,2.10794494,1.43224961,0.85793959
-5.52576288,7.38195955,0.66636414,3.68199357,0.02043110,0.27987134,0.05609411,2.13495919,1.43549554,0.87099733
-5.51975988,7.53602112,0.67200823,3.79100700,0.02064020,0.28441235,0.05729840,2.16773514,1.44322842,0.88656937
-5.51375688,7.70677497,0.67913930,3.90786339,0.02088401,0.28983692,0.05860947,2.20550967,1.45516467,0.90425980
-5.50775388,7.89163477,0.68764552,4.03140240,0.02115769,0.29598934,0.06000169,2.24742621,1.47094382,0.92362471
-5.50175088,8.08776531,0.69740060,4.16033681,0.02145584,0.30270129,0.06144738,2.29255798,1.49013862,0.94418487
-5.49574787,8.29216701,0.70826772,4.29329304,0.02177267,0.30979661,0.06291764,2.33993394,1.51226754,0.96543995
-5.48974487,8.50176838,0.72010371,4.42885621,0.02210224,0.31709664,0.06438325,2.38856661,1.53680909,0.98688388
-5.48374187,8.71352290,0.73276344,4.56561806,0.02243863,0.32442574,0.06581559,2.43748074,1.56321751,1.00802069
-5.47773887,8.92450600,0.74610404,4.70222543,0.02277616,0.33161669,0.06718761,2.48574150,1.59093911,1.02838019
-5.47173587,9.13200800,0.75998895,4.83742720,0.02310952,0.33851606,0.06847464,2.53248120,1.61942865,1.04753287
-5.46573287,9.33361858,0.77429136,4.97011716,0.02343400,0.34498888,0.06965521,2.57692336,1.64816491,1.06510328
-5.45972986,9.52729906,0.78889711,5.09937105,0.02374555,0.35092282,0.07071166,2.61840303,1.67666499,1.08078148
-5.45372686,9.71143891,0.80370670,5.22447557,0.02404085,0.35623138,0.07163065,2.65638268,1.70449654,1.09433190
-5.44772386,9.88489422,0.81863658,5.34494821,0.02431739,0.36085614,0.07240341,2.69046285,1.73128755,1.10559931
-5.44172086,10.04700616,0.83361939,5.46054672,0.02457345,0.36476783,0.07302587,2.72038742,1.75673337,1.11451166
-5.43571786,10.19759904,0.84860345,5.57126792,0.02480807,0.36796635,0.07349856,2.74604314,1.78060067,1.12107967
-5.42971486,10.33695827,0.86355146,5.67733590,0.02502095,0.37047953,0.07382632,2.76745385,1.80272848,1.12539327
-5.42371186,10.46578980,0.87843848,5.77918030,0.02521242,0.37236086,0.07401783,2.78476974,1.82302631,1.12761501
-5.41770885,10.58516315,0.89324954,5.87740595,0.02538327,0.37368627,0.07408506,2.79825225,1.84146966,1.12797090
-5.41170585,10.69644150,0.90797692,5.97275524,0.02553468,0.37455009,0.07404256,2.80825564,1.85809338,1.12673907
-5.40570285,10.80120214,0.92261731,6.06606543,0.02566811,0.37506036,0.07390670,2.81520608,1.87298332,1.12423684
-5.39969985,10.90115150,0.93716912,6.15822282,0.02578513,0.37533379,0.07369489,2.81957939,1.88626679,1.12080663
-5.39369685,10.99803865,0.95163005,6.25011605,0.02588742,0.37549055,0.07342483,2.82187845,1.89810240,1.11680167
-5.38769385,11.09357133,0.96599501,6.34259059,0.02597659,0.37564901,0.07311378,2.82261130,1.90866972,1.11257166
-5.38169085,11.18933780,0.98025461,6.43640651,0.02605421,0.37592089,0.07277793,2.82227072,1.91815933,1.10844939
-5.37568784,11.28673779,0.99439406,6.53220109,0.02612172,0.37640675,0.07243190,2.82131622,1.92676357,1.10473844
-5.36968484,11.38692455,1.00839267,6.63045772,0.02618041,0.37719208,0.07208829,2.82015875,1.93466818,1.10170268
-5.36368184,11.49075992,1.02222375,6.73148196,0.02623143,0.37834418,0.07175743,2.81914863,1.94204519,1.09955757
-5.35767884,11.59878306,1.03585492,6.83538540,0.02627577,0.37990976,0.07144724,2.81856682,1.94904701,1.09846381
-5.35167584,11.71119309,1.04924859,6.94207744,0.02631430,0.38191346,0.07116317,2.81861957,1.95580170,1.09852307
-5.34567284,11.82784507,1.06236265,7.05126484,0.02634771,0.38435719,0.07090828,2.81943606,1.96240947,1.09977620
-5.33966983,11.94825840,1.07515112,7.16245839,0.02637659,0.38722028,0.07068343,2.82106903,1.96894014,1.10220344
-5.33366683,12.07163609,1.08756464,7.27498614,0.02640140,0.39046046,0.07048747,2.82349774,1.97543151,1.10572682
-5.32766383,12.19689327,1.09955087,7.38801202,0.02642241,0.39401557,0.07031753,2.82663299,1.98188853,1.11021430
-5.32166083,12.32269300,1.11105456,7.50055889,0.02643977,0.39780577,0.07016931,2.83032360,1.98828298,1.11548550
-5.31565783,12.44748753,1.12201739,7.61153491,0.02645341,0.40173644,0.07003739,2.83436401,1.99455376,1.12131879
-5.30965483,12.56956310,1.13237763,7.71976201,0.02646302,0.40570137,0.06991548,2.83850254,2.00060763,1.12745922
-5.30365183,12.68708670,1.14206959,7.82400539,0.02646805,0.40958631,0.06979671,2.84244994,2.00632041,1.13362731
-5.29764882,12.79815306,1.15102308,7.92300314,0.02646761,0.41327275,0.06967386,2.84588792,2.01153863,1.13952811
-5.29164582,12.90083081,1.15916288,8.01549503,0.02646053,0.41664173,0.06953951,2.84847763,2.01608178,1.14486044
-5.28564282,12.99320659,1.16640842,8.10024972,0.02644524,0.41957772,0.06938623,2.84986759,2.01974508,1.14932598
-5.27963982,13.07342636,1.17267381,8.17608982,0.02641985,0.42197230,0.06920666,2.84970139,2.02230301,1.15263794
-5.27363682,13.13973335,1.17786828,8.24191438,0.02638212,0.42372779,0.06899364,2.84762481,2.02351348,1.15452918
-5.26763382,13.19050223,1.18189713,8.29671851,0.02632951,0.42476045,0.06874021,2.84329255,2.02312284,1.15475951
-5.26163082,13.22426940,1.18466332,8.33960999,0.02625921,0.42500345,0.06843974,2.83637459,2.02087156,1.15312218
-5.25562781,13.23975929,1.18606960,8.36982299,0.02616824,0.42440933,0.06808591,2.82656210,2.01650069,1.14944920
-5.24962481,13.23590695,1.18602124,8.38672892,0.02605351,0.42295208,0.06767281,2.81357319,2.00975882,1.14361563
-5.24362181,13.21187706,1.18442935,8.38984479,0.02591194,0.42062858,0.06719496,2.79715838,2.00040956,1.13554278
-5.23761881,13.16707969,1.18121452,8.37883936,0.02574054,0.41745961,0.06664740,2.77710584,1.98823922,1.12520010
-5.23161581,13.10118314,1.17631089,8.35353749,0.02553656,0.41349018,0.06602576,2.75324654,1.97306455,1.11260607
-5.22561281,13.01412414,1.16967023,8.31392305,0.02529757,0.40878936,0.06532641,2.72545918,1.95474021,1.09782791
-5.21960980,12.90611558,1.16126608,8.26014073,0.02502157,0.40344946,0.06454653,2.69367478,1.93316579,1.08098029
-5.21360680,12.77765187,1.15109762,8.19249696,0.02470711,0.39758469,0.06368423,2.65788107,1.90829194,1.06222304
-5.20760380,12.62951169,1.13919314,8.11146006,0.02435332,0.39132921,0.06273874,2.61812626,1.88012560,1.04175804
-5.20160080,12.46275794,1.12561283,8.01765948,0.02396003,0.38483471,0.06171047,2.57452219,1.84873373,1.01982521
-5.19559780,12.27873429,1.11045079,7.91188395,0.02352779,0.37826749,0.06060119,2.52724652,1.81424565,0.99669792
-5.18959480,12.07905741,1.09383610,7.79507810,0.02305787,0.37180504,0.05941407,2.47654381,1.77685361,0.97267758
-5.18359180,11.86560431,1.07593263,7.66833684,0.02255230,0.36563226,0.05815376,2.42272514,1.73681139,0.94808777
-5.17758879,11.64049341,1.05693772,7.53289700,0.02201384,0.35993729,0.05682646,2.36616601,1.69443107,0.92326783
-5.17158579,11.40605877,1.03707944,7.39012532,0.02144591,0.35490706,0.05543983,2.30730242,1.65007772,0.89856588
-5.16558279,11.16481633,1.01661253,7.24150218,0.02085256,0.35072256,0.05400298,2.24662473,1.60416217,0.87433156
-5.15957979,10.91942184,0.99581294,7.08860056,0.02023838,0.34755401,0.05252629,2.18466938,1.55713193,0.85090839
-5.15357679,10.67262027,0.97497115,6.93305979,0.01960841,0.34555593,0.05102128,2.12200843,1.50946053,0.82862588
-5.14757379,10.42718712,0.95438434,6.77655424,0.01896801,0.34486228,0.04950033,2.05923696,1.46163543,0.80779167
-5.14157079,10.18586259,0.93434765,6.62075714,0.01832276,0.34558180,0.04797640,1.99695870,1.41414505,0.78868360
-5.13556778,9.95128030,0.91514481,6.46730044,0.01767836,0.34779369,0.04646275,1.93577019,1.36746517,0.77154223
-5.12956478,9.72589289,0.89703843,6.31773194,0.01704042,0.35154383,0.04497250,1.87624403,1.32204523,0.75656380
-5.12356178,9.51189725,0.88026042,6.17347119,0.01641442,0.35684163,0.04351837,1.81891188,1.27829522,0.74389402
-5.11755878,9.31116289,0.86500288,6.03576621,0.01580553,0.36365780,0.04211220,1.76424789,1.23657339,0.73362300
-5.11155578,9.12516692,0.85140992,5.90565310,0.01521849,0.37192321,0.04076472,1.71265339,1.19717567,0.72578148
-5.10555278,8.95493932,0.83957082,5.78392084,0.01465752,0.38152882,0.03948516,1.66444352,1.16032708,0.72033875
-5.09954977,8.80102213,0.82951500,5.67108351,0.01412625,0.39232701,0.03828105,1.61983671,1.12617556,0.71720247
-5.09354677,8.66344535,0.82120903,5.56736170,0.01362761,0.40413427,0.03715801,1.57894747,1.09478880,0.71622044
-5.08754377,8.54172220,0.81455600,5.47267500,0.01316378,0.41673529,0.03611968,1.54178315,1.06615395,0.71718455
-5.08154077,8.43486487,0.80939744,5.38664635,0.01273622,0.42988833,0.03516770,1.50824485,1.04018066,0.71983677
-5.07553777,8.34142146,0.80551777,5.30861881,0.01234561,0.44333188,0.03430177,1.47813273,1.01670712,0.72387718
-5.06953477,8.25953315,0.80265121,5.23768458,0.01199192,0.45679229,0.03351987,1.45115548,0.99550894,0.72897369
-5.06353177,8.18700964,0.80049099,5.17272518,0.01167447,0.46999224,0.03281844,1.42694369,0.97631069,0.73477318
-5.05752876,8.12142001,0.79870043,5.11246118,0.01139195,0.48265954,0.03219276,1.40506651,0.95879927,0.74091368
-5.05152576,8.06019480,0.79692555,5.05550939,0.01114260,0.49453615,0.03163727,1.38505082,0.94263881,0.74703699
-5.04552276,8.00073468,0.79480857,5.00044457,0.01092425,0.50538685,0.03114599,1.36640210,0.92748621,0.75280125
-5.03951976,7.94052052,0.79200177,4.94586284,0.01073447,0.51500727,0.03071292,1.34862585,0.91300670,0.75789301
-5.03351676,7.87721939,0.78818113,4.89044354,0.01057070,0.52323087,0.03033240,1.33124873,0.89888864,0.76203798
-5.02751376,7.80878150,0.78305900,4.83300645,0.01043035,0.52993461,0.02999949,1.31383820,0.88485686,0.76501038
-5.02151076,7.73352322,0.77639541,4.77256170,0.01031090,0.53504294,0.02971023,1.29601994,0.87068408,0.76664005
-5.01550775,7.65019249,0.76800737,4.70834971,0.01021004,0.53853003,0.02946188,1.27749211,0.85619967,0.76681739
-5.00950475,7.55801346,0.75777586,4.63986963,0.01012569,0.54042012,0.02925304,1.25803598,0.84129568,0.76549567
-5.00350175,7.45670891,0.74565021,4.56689490,0.01005607,0.54078595,0.02908368,1.23752252,0.82592976,0.76269081
-4.99749875,7.34649976,0.73164977,4.48947576,0.00999978,0.53974535,0.02895507,1.21591477,0.81012503,0.75847872
-4.99149575,7.22808261,0.71586276,4.40792873,0.00995571,0.53745624,0.02886969,1.19326607,0.79396699,0.75299031
-4.98549275,7.10258709,0.69844262,4.32281443,0.00992309,0.53411027,0.02883095,1.16971458,0.77759781,0.74640459
-4.97948974,6.97151602,0.67960193,4.23490503,0.00990146,0.52992539,0.02884295,1.14547438,0.76120828,0.73894014
-4.97348674,6.83667214,0.65960443,4.14514367,0.00989056,0.52513772,0.02891015,1.12082391,0.74502807,0.73084565
-4.96748374,6.70007548,0.63875541,4.05459818,0.00989030,0.51999309,0.02903701,1.09609241,0.72931465,0.72238970
-4.96148074,6.56387598,0.61739105,3.96441171,0.00990069,0.51473867,0.02922765,1.07164520,0.71434156,0.71385052
-4.95547774,6.43026570,0.59586722,3.87575293,0.00992174,0.50961497,0.02948553,1.04786850,0.70038663,0.70550614
-4.94947474,6.30139481,0.57454813,3.78976814,0.00995341,0.50484859,0.02981313,1.02515454,0.68772046,0.69762520
-4.94347174,6.17929496,0.55379539,3.70753768,0.00999556,0.50064578,0.03021175,1.00388756,0.67659581,0.69045886
-4.93746873,6.06581282,0.53395772,3.63003815,0.01004786,0.49718734,0.03068131,0.98443132,0.66723819,0.68423412
-4.93146573,5.96255620,0.51536181,3.55811201,0.01010983,0.49462454,0.03122023,0.96711827,0.65983792,0.67914839
-4.92546273,5.87085368,0.49830446,3.49244526,0.01018075,0.49307647,0.03182545,0.95224087,0.65454376,0.67536572
-4.91945973,5.79172846,0.48304606,3.43355343,0.01025972,0.49262853,0.03249242,0.94004499,0.65145843,0.67301440
-4.91345673,5.72588587,0.46980575,3.38177596,0.01034569,0.49333216,0.03321523,0.93072544,0.65063572,0.67218589
-4.90745373,5.67371374,0.45875794,3.33727816,0.01043747,0.49520551,0.03398677,0.92442335,0.65207936,0.67293492
-4.90145073,5.63529394,0.45003035,3.30005997,0.01053381,0.49823510,0.03479895,0.92122550,0.65574348,0.67528059
-4.89544772,5.61042330,0.44370345,3.26997035,0.01063347,0.50237811,0.03564295,0.92116498,0.66153440,0.67920823
-4.88944472,5.59864192,0.43981102,3.24672593,0.01073529,0.50756524,0.03650944,0.92422321,0.66931377,0.68467176
-4.88344172,5.59926659,0.43834185,3.22993272,0.01083824,0.51370395,0.03738889,0.93033294,0.67890276,0.69159654
-4.87743872,5.61142749,0.43924236,3.21910941,0.01094155,0.52068195,0.03827184,0.93938192,0.69008717,0.69988233
-4.87143572,5.63410642,0.44241994,3.21371111,0.01104470,0.52837077,0.03914911,0.95121727,0.70262332,0.70940647
-4.86543272,5.66617483,0.44774706,3.21315256,0.01114752,0.53662942,0.04001205,0.96565018,0.71624458,0.72002702
-4.85942971,5.70643080,0.45506578,3.21682985,0.01125019,0.54530796,0.04085273,0.98246103,0.73066834,0.73158604
-4.85342671,5.75363389,0.46419280,3.22414010,0.01135327,0.55425103,0.04166410,1.00140474,0.74560344,0.74391279
-4.84742371,5.80653737,0.47492482,3.23449867,0.01145767,0.56330130,0.04244014,1.02221637,0.76075773,0.75682705
-4.84142071,5.86391765,0.48704412,3.24735368,0.01156466,0.57230276,0.04317594,1.04461706,0.77584580,0.77014246
-4.83541771,5.92460059,0.50032439,3.26219779,0.01167576,0.58110390,0.04386776,1.06832005,0.79059670,0.78367002
-4.82941471,5.98748496,0.51453657,3.27857738,0.01179274,0.58956085,0.04451312,1.09303699,0.80476135,0.79722167
-4.82341171,6.05156293,0.52945466,3.29609921,0.01191749,0.59754025,0.04511075,1.11848429,0.81811963,0.81061404
-4.81740870,6.11593769,0.54486136,3.31443499,0.01205194,0.60492200,0.04566061,1.14438950,0.83048690,0.82367217
-4.81140570,6.17983830,0.56055338,3.33332383,0.01219796,0.61160183,0.04616389,1.17049749,0.84171966,0.83623333
-4.80540270,6.24263159,0.57634627,3.35257316,0.01235726,0.61749354,0.04662289,1.19657631,0.85172027,0.84815067
-4.79939970,6.30383098,0.59207860,3.37205805,0.01253131,0.62253088,0.04704100,1.22242242,0.86044041,0.85929670
-4.79339670,6.36310204,0.60761535,3.39171928,0.01272120,0.62666911,0.04742259,1.24786512,0.86788320,0.86956637
-4.78739370,6.42026441,0.62285025,3.41156017,0.01292761,0.62988593,0.04777288,1.27276994,0.87410375,0.87887962
-4.78139070,6.47528990,0.63770710,3.43164235,0.01315075,0.63218199,0.04809781,1.29704073,0.87920805,0.88718331
-4.77538769,6.52829634,0.65213988,3.45208039,0.01339027,0.63358071,0.04840390,1.32062026,0.88335024,0.89445232
-4.76938469,6.57953724,0.66613159,3.47303539,0.01364530,0.63412746,0.04869803,1.34348936,0.88672817,0.90068982
-4.76338169,6.62938699,0.67969196,3.49470755,0.01391440,0.63388809,0.04898724,1.36566430,0.88957732,0.90592650
-4.75737869,6.67832196,0.69285389,3.51732771,0.01419565,0.63294679,0.04927857,1.38719275,0.89216338,0.91021895
-4.75137569,6.72689765,0.70566902,3.54114790,0.01448662,0.63140342,0.04957874,1.40814819,0.89477352,0.91364699
-4.74537269,6.77572261,0.71820235,3.56643114,0.01478449,0.62937018,0.04989402,1.42862313,0.89770675,0.91631022
-4.73936968,6.82542987,0.73052642,3.59344057,0.01508611,0.62696800,0.05022993,1.44872144,0.90126370,0.91832387
-4.73336668,6.87664686,0.74271514,3.62242817,0.01538810,0.62432250,0.05059106,1.46855007,0.90573610,0.91981398
-4.72736368,6.92996502,0.75483761,3.65362346,0.01568695,0.62155995,0.05098087,1.48821066,0.91139644,0.92091239
-4.72136068,6.98591037,0.76695241,3.68722248,0.01597910,0.61880309,0.05140154,1.50779147,0.91848817,0.92175155
-4.71535768,7.04491640,0.77910247,3.72337758,0.01626107,0.61616727,0.05185388,1.52736007,0.92721689,0.92245942
-4.70935468,7.10730064,0.79131087,3.76218835,0.01652956,0.61375684,0.05233721,1.54695717,0.93774281,0.92315484
-4.70335168,7.17324612,0.80357795,3.80369422,0.01678151,0.61166211,0.05284942,1.56659220,0.95017495,0.92394347
-4.69734867,7.24278890,0.81587967,3.84786919,0.01701424,0.60995693,0.05338700,1.58624059,0.96456726,0.92491456
-4.69134567,7.31581239,0.82816758,3.89461896,0.01722544,0.60869706,0.05394517,1.60584342,0.98091690,0.92613871
-4.68534267,7.39204923,0.84037025,3.94378072,0.01741330,0.60791929,0.05451806,1.62530916,0.99916486,0.92766669
-4.67933967,7.47109069,0.85239628,3.99512588,0.01757653,0.60764155,0.05509896,1.64451781,1.01919886,0.92952951
-4.67333667,7.55240350,0.86413865,4.04836556,0.01771438,0.60786381,0.05568064,1.66332717,1.04085861,0.93173959
-4.66733367,7.63535359,0.87548022,4.10315876,0.01782669,0.60856985,0.05625564,1.68158095,1.06394308,0.93429303
-4.66133067,7.71923546,0.88630024,4.15912296,0.01791388,0.60972974,0.05681669,1.69911850,1.08821970,0.93717288
-4.65532766,7.80330602,0.89648133,4.21584647,0.01797696,0.61130297,0.05735704,1.71578549,1.11343496,0.94035311
-4.64932466,7.88682103,0.90591675,4.27290219,0.01801752,0.61324204,0.05787083,1.73144510,1.13932598,0.94380323
-4.64332166,7.96907221,0.91451746,4.32986181,0.01803773,0.61549624,0.05835347,1.74598897,1.16563253,0.94749301
