energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.83191596,6.09810419,0.02546298,1.38035982,0.13411326,2.66662253,1.36390357,0.46413665,2.23775739,1.40052179
-5.82591296,6.12433566,0.02483414,1.41732397,0.13578272,2.64307797,1.34968658,0.46808171,2.28053560,1.41026715
-5.81990995,6.15500330,0.02417859,1.45399600,0.13748575,2.62353494,1.33649149,0.47342479,2.32380003,1.41998165
-5.81390695,6.19060122,0.02350962,1.49015630,0.13922441,2.60857429,1.32499528,0.48022235,2.36722979,1.42952472
-5.80790395,6.23153769,0.02284099,1.52556478,0.14099950,2.59873376,1.31586963,0.48851363,2.41047401,1.43873662
-5.80190095,6.27811492,0.02218658,1.55996375,0.14281040,2.59449106,1.30975932,0.49831808,2.45315917,1.44744208
-5.79589795,6.33050967,0.02155999,1.59308210,0.14465487,2.59624617,1.30726070,0.50963268,2.49489762,1.45545438
-5.78989495,6.38875574,0.02097415,1.62464052,0.14652882,2.60430349,1.30890086,0.52242902,2.53529676,1.46258004
-5.78389195,6.45272898,0.02044095,1.65435769,0.14842614,2.61885491,1.31511842,0.53665062,2.57396864,1.46862389
-5.77788894,6.52213593,0.01997094,1.68195722,0.15033842,2.63996448,1.32624649,0.55221054,2.61053969,1.47339438
-5.77188594,6.59650670,0.01957304,1.70717477,0.15225479,2.66755578,1.34249866,0.56898952,2.64465986,1.47670898
-5.76588294,6.67519254,0.01925431,1.72976529,0.15416176,2.70140267,1.36395837,0.58683490,2.67601101,1.47839947
-5.75987994,6.75736861,0.01901979,1.74950977,0.15604310,2.74112418,1.39057202,0.60556044,2.70431393,1.47831679
-5.75387694,6.84204201,0.01887238,1.76622116,0.15787989,2.78618408,1.42214626,0.62494737,2.72933383,1.47633541
-5.74787394,6.92806515,0.01881282,1.77974937,0.15965057,2.83589543,1.45834938,0.64474659,2.75088393,1.47235689
-5.74187094,7.01415423,0.01883969,1.78998474,0.16133117,2.88943030,1.49871680,0.66468217,2.76882715,1.46631262
-5.73586793,7.09891247,0.01894950,1.79686023,0.16289563,2.94583459,1.54266059,0.68445608,2.78307590,1.45816551
-5.72986493,7.18085773,0.01913682,1.80035196,0.16431625,3.00404749,1.58948256,0.70375417,2.79359025,1.44791088
-5.72386193,7.25845368,0.01939444,1.80047839,0.16556424,3.06292531,1.63839068,0.72225298,2.80037470,1.43557626
-5.71785893,7.33014410,0.01971358,1.79729819,0.16661033,3.12126864,1.68851824,0.73962747,2.80347406,1.42122051
-5.71185593,7.39438921,0.02008419,1.79090715,0.16742552,3.17785220,1.73894514,0.75555904,2.80296895,1.40493229
-5.70585293,7.44970341,0.02049514,1.78143429,0.16798178,3.23145628,1.78872081,0.76974379,2.79897146,1.38682800
-5.69984992,7.49469332,0.02093457,1.76903770,0.16825280,3.28089868,1.83688802,0.78190056,2.79162139,1.36704958
-5.69384692,7.52809533,0.02139017,1.75390039,0.16821468,3.32506609,1.88250682,0.79177838,2.78108373,1.34576213
-5.68784392,7.54881150,0.02184945,1.73622635,0.16784665,3.36294384,1.92467813,0.79916309,2.76754743,1.32315176
-5.68184092,7.55594305,0.02230008,1.71623735,0.16713156,3.39364292,1.96256609,0.80388284,2.75122589,1.29942351
-5.67583792,7.54882030,0.02273014,1.69417047,0.16605640,3.41642358,1.99541870,0.80581223,2.73235900,1.27479969
-5.66983492,7.52702828,0.02312841,1.67027648,0.16461266,3.43071455,2.02258612,0.80487501,2.71121667,1.24951840
-5.66383192,7.49042714,0.02348458,1.64481917,0.16279651,3.43612745,2.04353611,0.80104522,2.68810340,1.22383232
-5.65782891,7.43916646,0.02378950,1.61807540,0.16060895,3.43246605,2.05786624,0.79434683,2.66336344,1.19800753
-5.65182591,7.37369309,0.02403536,1.59033574,0.15805576,3.41972997,2.06531246,0.78485193,2.63738583,1.17232226
-5.64582291,7.29475175,0.02421582,1.56190538,0.15514742,3.39811307,2.06575394,0.77267766,2.61060869,1.14706540
-5.63981991,7.20337810,0.02432616,1.53310504,0.15189885,3.36799661,2.05921398,0.75798208,2.58352193,1.12253443
-5.63381691,7.10088418,0.02436329,1.50427140,0.14832919,3.32993740,2.04585702,0.74095913,2.55666773,1.09903273
-5.62781391,6.98883623,0.02432588,1.47575690,0.14446142,3.28465156,2.02598197,0.72183308,2.53063815,1.07686600
-5.62181091,6.86902502,0.02421427,1.44792842,0.14032197,3.23299439,2.00001200,0.70085256,2.50606941,1.05633772
-5.61580790,6.74342937,0.02403044,1.42116467,0.13594036,3.17593699,1.96848127,0.67828452,2.48363255,1.03774368
-5.60980490,6.61417342,0.02377797,1.39585222,0.13134877,3.11454031,1.93201895,0.65440831,2.46402052,1.02136553
-5.60380190,6.48347872,0.02346187,1.37237998,0.12658158,3.04992748,1.89133120,0.62950995,2.44793175,1.00746356
-5.59779890,6.35361228,0.02308848,1.35113233,0.12167495,2.98325505,1.84718153,0.60387688,2.43605078,0.99626894
-5.59179590,6.22683192,0.02266524,1.33248096,0.11666640,2.91568397,1.80037037,0.57779315,2.42902655,0.98797573
-5.58579290,6.10533060,0.02220053,1.31677590,0.11159433,2.84835107,1.75171434,0.55153516,2.42744932,0.98273299
-5.57978989,5.99118122,0.02170345,1.30433581,0.10649756,2.78234168,1.70202598,0.52536793,2.43182718,0.98063750
-5.57378689,5.88628373,0.02118356,1.29543835,0.10141489,2.71866419,1.65209443,0.49954195,2.44256330,0.98172736
-5.56778389,5.79231625,0.02065070,1.29031071,0.09638460,2.65822708,1.60266769,0.47429045,2.45993515,0.98597710
-5.56178089,5.71069168,0.02011473,1.28912111,0.09144394,2.60181901,1.55443697,0.44982719,2.48407668,0.99329444
-5.55577789,5.64252159,0.01958527,1.29197143,0.08662867,2.55009255,1.50802328,0.42634465,2.51496467,1.00351918
-5.54977489,5.58858820,0.01907154,1.29889159,0.08197254,2.50355180,1.46396692,0.40401252,2.55240980,1.01642435
-5.54377189,5.54932588,0.01858211,1.30983577,0.07750681,2.46254438,1.42271962,0.38297666,2.59605329,1.03171964
-5.53776888,5.52481231,0.01812476,1.32468085,0.07325980,2.42725780,1.38463975,0.36335817,2.64536929,1.04905722
-5.53176588,5.51476993,0.01770627,1.34322696,0.06925644,2.39772034,1.34999026,0.34525293,2.69967308,1.06803968
-5.52576288,5.51857723,0.01733229,1.36520033,0.06551792,2.37380634,1.31893941,0.32873132,2.75813477,1.08822977
-5.51975988,5.53528944,0.01700726,1.39025803,0.06206137,2.35524565,1.29156389,0.31383829,2.81979804,1.10916166
-5.51375688,5.56366769,0.01673430,1.41799463,0.05889962,2.34163679,1.26785414,0.30059373,2.88360297,1.13035315
-5.50775388,5.60221531,0.01651516,1.44795021,0.05604103,2.33246338,1.24772140,0.28899312,2.94841206,1.15131829
-5.50175088,5.64921989,0.01635021,1.47961957,0.05348943,2.32711322,1.23100616,0.27900857,3.01303833,1.17157994
-5.49574787,5.70279938,0.01623845,1.51246216,0.05124416,2.32489923,1.21748754,0.27059019,3.07627423,1.19068157
-5.48974487,5.76095063,0.01617751,1.54591232,0.04930013,2.32508150,1.20689322,0.26366773,3.13692025,1.20819801
-5.48374187,5.82159850,0.01616379,1.57938962,0.04764810,2.32688975,1.19890958,0.25815263,3.19381223,1.22374454
-5.47773887,5.88264426,0.01619249,1.61230891,0.04627489,2.32954540,1.19319165,0.25394034,3.24584630,1.23698414
-5.47173587,5.94201176,0.01625778,1.64408996,0.04516376,2.33228246,1.18937266,0.25091285,3.29200091,1.24763269
-5.46573287,5.99769029,0.01635291,1.67416648,0.04429483,2.33436687,1.18707294,0.24894159,3.33135542,1.25546203
-5.45972986,6.04777351,0.01647044,1.70199461,0.04364553,2.33511355,1.18590809,0.24789034,3.36310495,1.26030098
-5.45372686,6.09049380,0.01660237,1.72706071,0.04319114,2.33390103,1.18549634,0.24761846,3.38657163,1.26203456
-5.44772386,6.12425194,0.01674038,1.74888869,0.04290528,2.33018345,1.18546508,0.24798400,3.40121244,1.26060163
-5.44172086,6.14764216,0.01687603,1.76704694,0.04276047,2.32349971,1.18545668,0.24884703,3.40662387,1.25599131
-5.43571786,6.15947286,0.01700101,1.78115477,0.04272871,2.31348015,1.18513360,0.25007271,3.40254414,1.24823865
-5.42971486,6.15878327,0.01710732,1.79088878,0.04278201,2.29985064,1.18418300,0.25153444,3.38885327,1.23741985
-5.42371186,6.14485647,0.01718755,1.79598887,0.04289293,2.28243458,1.18232092,0.25311668,3.36557170,1.22364750
-5.41770885,6.11722924,0.01723501,1.79626395,0.04303512,2.26115298,1.17929612,0.25471761,3.33285767,1.20706603
-5.41170585,6.07569875,0.01724398,1.79159737,0.04318378,2.23602291,1.17489364,0.25625142,3.29100397,1.18784772
-5.40570285,6.02032641,0.01720984,1.78195170,0.04331612,2.20715467,1.16893814,0.25765025,3.24043388,1.16618929
-5.39969985,5.95143849,0.01712920,1.76737267,0.04341175,2.17474776,1.16129691,0.25886563,3.18169662,1.14230922
-5.39369685,5.86962355,0.01700002,1.74799203,0.04345307,2.13908588,1.15188257,0.25986943,3.11546190,1.11644559
-5.38769385,5.77572584,0.01682163,1.72402889,0.04342551,2.10053096,1.14065516,0.26065423,3.04251347,1.08885444
-5.38169085,5.67083451,0.01659474,1.69578927,0.04331775,2.05951619,1.12762364,0.26123303,2.96374120,1.05980835
-5.37568784,5.55626765,0.01632143,1.66366352,0.04312186,2.01653792,1.11284638,0.26163833,2.88013127,1.02959501
-5.36968484,5.43355093,0.01600503,1.62812137,0.04283336,1.97214639,1.09643057,0.26192049,2.79275414,0.99851547
-5.36368184,5.30439021,0.01565002,1.58970446,0.04245118,1.92693512,1.07853033,0.26214551,2.70274993,0.96688196
-5.35767884,5.17063818,0.01526182,1.54901630,0.04197754,1.88152874,1.05934331,0.26239206,2.61131104,0.93501489
-5.35167584,5.03425491,0.01484663,1.50670975,0.04141774,1.83656955,1.03910575,0.26274798,2.51966194,0.90323902
-5.34567284,4.89726306,0.01441117,1.46347224,0.04077988,1.79270246,1.01808595,0.26330635,2.42903643,0.87187877
-5.33966983,4.76169856,0.01396244,1.42000918,0.04007451,1.75055897,0.99657623,0.26416116,2.34065257,0.84125254
-5.33366683,4.62955801,0.01350745,1.37702598,0.03931423,1.71074012,0.97488365,0.26540273,2.25568615,0.81166640
-5.32766383,4.50274458,0.01305301,1.33520928,0.03851319,1.67379928,0.95331962,0.26711322,2.17524331,0.78340719
-5.32166083,4.38301434,0.01260544,1.29520818,0.03768668,1.64022504,0.93218894,0.26936218,2.10033329,0.75673547
-5.31565783,4.27192508,0.01217039,1.25761618,0.03685056,1.61042522,0.91177866,0.27220257,2.03184255,0.73187852
-5.30965483,4.17079011,0.01175267,1.22295457,0.03602084,1.58471256,0.89234725,0.27566724,1.97051116,0.70902396
-5.30365183,4.08063904,0.01135607,1.19165794,0.03521320,1.56329297,0.87411469,0.27976625,1.91691271,0.68831422
-5.29764882,4.00218760,0.01098334,1.16406260,0.03444258,1.54625707,0.85725385,0.28448501,1.87143871,0.66984234
-5.29164582,3.93581833,0.01063609,1.14039837,0.03372284,1.53357560,0.84188391,0.28978349,1.83428830,0.65364933
-5.28564282,3.88157322,0.01031482,1.12078406,0.03306646,1.52509922,0.82806584,0.29559654,1.80546398,0.63972346
-5.27963982,3.83915909,0.01001902,1.10522713,0.03248435,1.52056288,0.81580059,0.30183532,1.78477371,0.62800148
-5.27363682,3.80796576,0.00974722,1.09362720,0.03198571,1.51959497,0.80502991,0.30838980,1.77183954,0.61837192
-5.26763382,3.78709640,0.00949718,1.08578374,0.03157795,1.52173067,0.79563983,0.31513237,1.76611250,0.61068035
-5.26163082,3.77540899,0.00926606,1.08140715,0.03126668,1.52642945,0.78746672,0.32192220,1.76689334,0.60473649
-5.25562781,3.77156681,0.00905058,1.08013311,0.03105579,1.53309554,0.78030565,0.32861036,1.77335828,0.60032273
-5.24962481,3.77409599,0.00884728,1.08153939,0.03094751,1.54110079,0.77392039,0.33504535,1.78458881,0.59720387
-5.24362181,3.78144708,0.00865268,1.08516431,0.03094252,1.54980860,0.76805485,0.34107883,1.79960426,0.59513750
-5.23761881,3.79205803,0.00846349,1.09052618,0.03104006,1.55859791,0.76244505,0.34657128,1.81739586,0.59388453
-5.23161581,3.80441537,0.00827676,1.09714277,0.03123805,1.56688589,0.75683110,0.35139723,1.83696089,0.59321947
-5.22561281,3.81711090,0.00809009,1.10454990,0.03153315,1.57414847,0.75096863,0.35545003,1.85733541,0.59293982
-5.21960980,3.82889122,0.00790164,1.11231841,0.03192082,1.57993745,0.74463888,0.35864565,1.87762437,0.59287427
-5.21360680,3.83869797,0.00771028,1.12006888,0.03239536,1.58389362,0.73765708,0.36092559,1.89702793,0.59288914
-5.20760380,3.84569731,0.00751562,1.12748331,0.03294988,1.58575535,0.72987880,0.36225868,1.91486292,0.59289304
-5.20160080,3.84929750,0.00731797,1.13431357,0.03357626,1.58536225,0.72120383,0.36264173,1.93057882,0.59283921
-5.19559780,3.84915454,0.00711832,1.14038627,0.03426511,1.58265417,0.71157769,0.36209902,1.94376786,0.59272587
-5.18959480,3.84516618,0.00691831,1.14560402,0.03500572,1.57766571,0.70099074,0.36068081,1.95416891,0.59259427
-5.18359180,3.83745533,0.00672010,1.14994323,0.03578603,1.57051700,0.68947512,0.35846087,1.96166564,0.59252487
-5.17758879,3.82634471,0.00652629,1.15344870,0.03659259,1.56140135,0.67709992,0.35553335,1.96627911,0.59263176
-5.17158579,3.81232439,0.00633982,1.15622560,0.03741065,1.55057095,0.66396489,0.35200905,1.96815556,0.59305571
-5.16558279,3.79601502,0.00616381,1.15842925,0.03822423,1.53832146,0.65019336,0.34801147,1.96755030,0.59395630
-5.15957979,3.77812866,0.00600148,1.16025343,0.03901636,1.52497659,0.63592470,0.34367277,1.96480868,0.59550346
-5.15357679,3.75943009,0.00585606,1.16191793,0.03976930,1.51087366,0.62130706,0.33912989,1.96034521,0.59786898
-5.14757379,3.74070035,0.00573066,1.16365599,0.04046495,1.49635080,0.60649059,0.33452096,1.95462186,0.60121829
-5.14157079,3.72270464,0.00562819,1.16570237,0.04108525,1.48173659,0.59162179,0.32998227,1.94812670,0.60570303
-5.13556778,3.70616584,0.00555133,1.16828244,0.04161269,1.46734234,0.57683907,0.32564570,1.94135375,0.61145458
-5.12956478,3.69174460,0.00550244,1.17160302,0.04203087,1.45345729,0.56226978,0.32163684,1.93478475,0.61857892
-5.12356178,3.68002629,0.00548356,1.17584509,0.04232508,1.44034645,0.54802876,0.31807362,1.92887364,0.62715282
-5.11755878,3.67151477,0.00549631,1.18115868,0.04248282,1.42825099,0.53421821,0.31506552,1.92403398,0.63722162
-5.11155578,3.66663215,0.00554195,1.18765999,0.04249439,1.41739040,0.52092893,0.31271313,1.92062959,0.64879842
-5.10555278,3.66572367,0.00562133,1.19543061,0.04235332,1.40796593,0.50824243,0.31110802,1.91896844,0.66186462
-5.09954977,3.66906629,0.00573485,1.20451873,0.04205676,1.40016462,0.49623368,0.31033273,1.91929955,0.67637171
-5.09354677,3.67687945,0.00588251,1.21494186,0.04160572,1.39416302,0.48497421,0.31046077,1.92181262,0.69224403
-5.08754377,3.68933657,0.00606386,1.22669088,0.04100518,1.39013022,0.47453503,0.31155641,1.92663992,0.70938225
-5.08154077,3.70657567,0.00627801,1.23973481,0.04026408,1.38822935,0.46498920,0.31367430,1.93385991,0.72766740
-5.07553777,3.72870794,0.00652363,1.25402585,0.03939514,1.38861738,0.45641367,0.31685867,1.94350208,0.74696501
-5.06953477,3.75582319,0.00679892,1.26950439,0.03841449,1.39144296,0.44889021,0.32114230,1.95555235,0.76712931
-5.06353177,3.78799156,0.00710168,1.28610332,0.03734121,1.39684227,0.44250521,0.32654513,1.96995867,0.78800712
-5.05752876,3.82526117,0.00742925,1.30375158,0.03619676,1.40493318,0.43734851,0.33307265,1.98663627,0.80944128
-5.05152576,3.86765184,0.00777859,1.32237644,0.03500425,1.41580802,0.43351100,0.34071426,2.00547223,0.83127362
-5.04552276,3.91514538,0.00814625,1.34190450,0.03378774,1.42952563,0.43108147,0.34944165,2.02632924,0.85334707
-5.03951976,3.96767325,0.00852847,1.36226133,0.03257140,1.44610334,0.43014259,0.35920748,2.04904836,0.87550723
-5.03351676,4.02510273,0.00892121,1.38336978,0.03137878,1.46550943,0.43076655,0.36994449,2.07345082,0.89760319
-5.02751376,4.08722279,0.00932020,1.40514720,0.03023207,1.48765717,0.43301046,0.38156537,2.09933911,0.91948770
-5.02151076,4.15373107,0.00972102,1.42750179,0.02915140,1.51240070,0.43691199,0.39396330,2.12649750,0.94101686
-5.01550775,4.22422349,0.01011920,1.45032844,0.02815427,1.53953367,0.44248544,0.40701365,2.15469234,0.96204940
-5.00950475,4.29818753,0.01051025,1.47350451,0.02725512,1.56879089,0.44971869,0.42057656,2.18367258,0.98244577
-5.00350175,4.37500053,0.01088980,1.49688601,0.02646502,1.59985329,0.45857109,0.43450069,2.21317081,1.00206716
-4.99749875,4.45393370,0.01125363,1.52030448,0.02579145,1.63235635,0.46897268,0.44862798,2.24290531,1.02077471
-4.99149575,4.53416257,0.01159775,1.54356525,0.02523833,1.66590163,0.48082481,0.46279929,2.27258327,1.03842908
-4.98549275,4.61478383,0.01191850,1.56644719,0.02480610,1.70007125,0.49400211,0.47686074,2.30190559,1.05489044
-4.97948974,4.69483851,0.01221255,1.58870432,0.02449201,1.73444470,0.50835593,0.49067056,2.33057322,1.07001923
-4.97348674,4.77334081,0.01247697,1.61006950,0.02429047,1.76861708,0.52371908,0.50410604,2.35829507,1.08367752
-4.96748374,4.84931149,0.01270925,1.63026010,0.02419353,1.80221823,0.53991164,0.51707025,2.38479737,1.09573128
-4.96148074,4.92181462,0.01290733,1.64898561,0.02419144,1.83493146,0.55674760,0.52949824,2.40983405,1.10605328
-4.95547774,4.98999572,0.01306960,1.66595693,0.02427322,1.86651110,0.57404206,0.54136222,2.43319769,1.11452682
-4.94947474,5.05311973,0.01319492,1.68089690,0.02442731,1.89679779,0.59161848,0.55267546,2.45473043,1.12104986
-4.94347174,5.11060646,0.01328258,1.69355158,0.02464214,1.92573052,0.60931579,0.56349453,2.47433426,1.12553962
-4.93746873,5.16206172,0.01333235,1.70370168,0.02490675,1.95335473,0.62699476,0.57391968,2.49197966,1.12793721
-4.93146573,5.20730194,0.01334443,1.71117352,0.02521128,1.97982566,0.64454340,0.58409307,2.50771218,1.12821209
-4.92546273,5.24637082,0.01331948,1.71584873,0.02554746,2.00540660,0.66188101,0.59419498,2.52165605,1.12636602
-4.91945973,5.27954629,0.01325861,1.71767220,0.02590889,2.03046168,0.67896055,0.60443781,2.53401428,1.12243623
-4.91345673,5.30733709,0.01316335,1.71665757,0.02629138,2.05544341,0.69576922,0.61505813,2.54506496,1.11649744
-4.90745373,5.33046832,0.01303570,1.71288995,0.02669299,2.08087507,0.71232716,0.62630700,2.55515337,1.10866261
-4.90145073,5.34985621,0.01287810,1.70652540,0.02711414,2.10732870,0.72868419,0.63843902,2.56468013,1.09908204
-4.89544772,5.36657276,0.01269341,1.69778729,0.02755745,2.13539939,0.74491482,0.65170033,2.57408557,1.08794095
-4.88944472,5.38180163,0.01248495,1.68695928,0.02802760,2.16567703,0.76111174,0.66631643,2.58383095,1.07545531
-4.88344172,5.39678713,0.01225644,1.67437555,0.02853098,2.19871668,0.77737805,0.68248006,2.59437731,1.06186617
-4.87743872,5.41277865,0.01201200,1.66040843,0.02907538,2.23500902,0.79381878,0.70033998,2.60616303,1.04743253
-4.87143572,5.43097329,0.01175609,1.64545421,0.02966954,2.27495225,0.81053210,0.71999119,2.61958111,1.03242325
-4.86543272,5.45245941,0.01149349,1.62991777,0.03032268,2.31882684,0.82760065,0.74146703,2.63495768,1.01710810
-4.85942971,5.47816433,0.01122924,1.61419692,0.03104404,2.36677462,0.84508378,0.76473380,2.65253279,1.00174864
-4.85342671,5.50880863,0.01096855,1.59866720,0.03184236,2.41878321,0.86301082,0.78968807,2.67244472,0.98658919
-4.84742371,5.54486992,0.01071676,1.58366806,0.03272546,2.47467684,0.88137609,0.81615708,2.69471899,0.97184855
-4.84142071,5.58655782,0.01047921,1.56949097,0.03369982,2.53411422,0.90013584,0.84390221,2.71926270,0.95771280
-4.83541771,5.63380186,0.01026123,1.55637040,0.03477022,2.59659369,0.91920741,0.87262547,2.74586488,0.94432960
-4.82941471,5.68625288,0.01006795,1.54447773,0.03593944,2.66146572,0.93847058,0.90197872,2.77420306,0.93180443
-4.82341171,5.74329811,0.00990434,1.53391871,0.03720811,2.72795227,0.95777122,0.93157531,2.80385579,0.92019884
-4.81740870,5.80408909,0.00977500,1.52473429,0.03857458,2.79517221,0.97692692,0.96100349,2.83432083,0.90953095
-4.81140570,5.86758106,0.00968420,1.51690481,0.04003487,2.86217173,0.99573433,0.98984110,2.86503797,0.89977813
-4.80540270,5.93258171,0.00963573,1.51035717,0.04158282,2.92795837,1.01397782,1.01767067,2.89541552,0.89088165
-4.79939970,5.99780664,0.00963288,1.50497446,0.04321018,2.99153702,1.03143895,1.04409436,2.92485911,0.88275322
-4.79339670,6.06193864,0.00967837,1.50060745,0.04490689,3.05194631,1.04790608,1.06874784,2.95280113,0.87528286
-4.78739370,6.12368751,0.00977431,1.49708709,0.04666133,3.10829352,1.06318382,1.09131261,2.97872946,0.86834772
-4.78139070,6.18184737,0.00992217,1.49423744,0.04846069,3.15978656,1.07710157,1.11152605,3.00221377,0.86182137
-4.77538769,6.23534838,0.01012274,1.49188796,0.05029132,3.20576135,1.08952072,1.12918877,3.02292799,0.85558301
-4.76938469,6.28330024,0.01037608,1.48988468,0.05213908,3.24570345,1.10034024,1.14416909,3.04066764,0.84952601
-4.76338169,6.32502540,0.01068153,1.48809946,0.05398973,3.27926309,1.10950029,1.15640430,3.05536114,0.84356537
-4.75737869,6.36008033,0.01103766,1.48643685,0.05582921,3.30626286,1.11698378,1.16589894,3.06707434,0.83764370
-4.75137569,6.38826426,0.01144230,1.48483820,0.05764395,3.32669807,1.12281590,1.17272020,3.07600797,0.83173522
-4.74537269,6.40961504,0.01189249,1.48328293,0.05942106,3.34072985,1.12706169,1.17699088,3.08248817,0.82584780
-4.73936968,6.42439306,0.01238450,1.48178679,0.06114852,3.34867174,1.12982201,1.17888035,3.08695057,0.82002277
-4.73336668,6.43305439,0.01291385,1.48039751,0.06281522,3.35097049,1.13122827,1.17859407,3.08991864,0.81433264
-4.72736368,6.43621516,0.01347534,1.47918804,0.06441101,3.34818255,1.13143630,1.17636249,3.09197771,0.80887681
-4.72136068,6.43460955,0.01406309,1.47824803,0.06592662,3.34094736,1.13061996,1.17242969,3.09374583,0.80377564
-4.71535768,6.42904418,0.01467060,1.47767407,0.06735362,3.32995918,1.12896481,1.16704268,3.09584321,0.79916319
-4.70935468,6.42035166,0.01529084,1.47755946,0.06868426,3.31593894,1.12666252,1.16044173,3.09886191,0.79517909
-4.70335168,6.40934626,0.01591637,1.47798412,0.06991132,3.29960755,1.12390624,1.15285231,3.10333737,0.79196010
-4.69734867,6.39678420,0.01653946,1.47900556,0.07102808,3.28166195,1.12088726,1.14447894,3.10972345,0.78963175
-4.69134567,6.38333097,0.01715222,1.48065136,0.07202812,3.26275523,1.11779324,1.13550119,3.11837230,0.78830064
-4.68534267,6.36953739,0.01774682,1.48291374,0.07290538,3.24348126,1.11480792,1.12607180,3.12952019,0.78804793
-4.67933967,6.35582551,0.01831560,1.48574675,0.07365411,3.22436464,1.11211225,1.11631702,3.14328000,0.78892411
-4.67333667,6.34248495,0.01885130,1.48906618,0.07426902,3.20585588,1.10988682,1.10633880,3.15964081,0.79094571
-4.66733367,6.32967942,0.01934722,1.49275230,0.07474539,3.18833167,1.10831508,1.09621855,3.17847444,0.79409375
-4.66133067,6.31746240,0.01979740,1.49665529,0.07507938,3.17209959,1.10758695,1.08602210,3.19954849,0.79831430
-4.65532766,6.30580064,0.02019677,1.50060308,0.07526822,3.15740659,1.10790243,1.07580530,3.22254512,0.80352078
-4.64932466,6.29460324,0.02054127,1.50441097,0.07531062,3.14444991,1.10947442,1.06561988,3.24708401,0.80959801
-4.64332166,6.28375389,0.02082796,1.50789260,0.07520700,3.13338944,1.11253047,1.05551891,3.27274842,0.81640764
