energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.46433980,0.28742255,0.00248931,0.89366512,0.00000000,0.77502126,0.48238062
-5.99399700,1.60452257,0.31619566,0.00270718,0.97863020,0.00000000,0.84835121,0.52978441
-5.98799400,1.74754858,0.34566729,0.00292739,1.06514263,0.00000000,0.92314117,0.57831993
-5.98199100,1.89180000,0.37554596,0.00314711,1.15220212,0.00000000,0.99854054,0.62745894
-5.97598799,2.03556285,0.40552048,0.00336346,1.23874757,0.00000000,1.07365196,0.67663784
-5.96998499,2.17706996,0.43526877,0.00357351,1.32368313,0.00000000,1.14755387,0.72527184
-5.96398199,2.31454933,0.46446770,0.00377445,1.40590769,0.00000000,1.21932580,0.77277106
-5.95797899,2.44627610,0.49280355,0.00396357,1.48434652,0.00000000,1.28807532,0.81855791
-5.95197599,2.57062567,0.51998261,0.00413844,1.55798389,0.00000000,1.35296554,0.86208507
-5.94597299,2.68612572,0.54574130,0.00429690,1.62589515,0.00000000,1.41324194,0.90285310
-5.93996998,2.79150448,0.56985541,0.00443721,1.68727673,0.00000000,1.46825702,0.94042696
-5.93396698,2.88573269,0.59214774,0.00455804,1.74147262,0.00000000,1.51749162,0.97445046
-5.92796398,2.96805697,0.61249380,0.00465854,1.78799583,0.00000000,1.56057163,1.00465782
-5.92196098,3.03802272,0.63082509,0.00473834,1.82654380,0.00000000,1.59727917,1.03088174
-5.91595798,3.09548495,0.64712974,0.00479762,1.85700672,0.00000000,1.62755740,1.05305738
-5.90995498,3.14060638,0.66145033,0.00483702,1.87946825,0.00000000,1.65150869,1.07122204
-5.90395198,3.17384259,0.67387900,0.00485763,1.89419862,0.00000000,1.66938603,1.08551032
-5.89794897,3.19591485,0.68454996,0.00486095,1.90164015,0.00000000,1.68157805,1.09614514
-5.89194597,3.20777193,0.69362987,0.00484884,1.90238611,0.00000000,1.68858846,1.10342493
-5.88594297,3.21054286,0.70130653,0.00482338,1.89715388,0.00000000,1.69101086,1.10770771
-5.87993997,3.20548321,0.70777656,0.00478685,1.88675376,0.00000000,1.68950033,1.10939284
