energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.77188594,1.69842820,0.07364192,0.00000000,0.03358277,0.07070051,0.45243503,1.11393054,0.00299403,0.45273732
-5.76588294,1.83758956,0.07635496,0.00000000,0.03509585,0.07458648,0.48247402,1.22794707,0.00239272,0.47520292
-5.75987994,1.98465877,0.07896006,0.00000000,0.03649606,0.07901393,0.51362274,1.34856042,0.00190968,0.49881185
-5.75387694,2.13764973,0.08136660,0.00000000,0.03775096,0.08386386,0.54534047,1.47460078,0.00152606,0.52295893
-5.74787394,2.29448500,0.08349665,0.00000000,0.03883301,0.08901930,0.57709456,1.60473813,0.00122558,0.54708088
-5.74187094,2.45301613,0.08528648,0.00000000,0.03972052,0.09436578,0.60836744,1.73749308,0.00099436,0.57066356
-5.73586793,2.61105006,0.08668786,0.00000000,0.04039836,0.09979189,0.63866407,1.87125485,0.00082077,0.59324868
-5.72986493,2.76638177,0.08766902,0.00000000,0.04085856,0.10519002,0.66751967,2.00430678,0.00069524,0.61444004
-5.72386193,2.91683246,0.08821512,0.00000000,0.04110070,0.11045729,0.69450759,2.13485878,0.00061003,0.63390887
-5.71785893,3.06029244,0.08832834,0.00000000,0.04113199,0.11549671,0.71924708,2.26108633,0.00055908,0.65139820
-5.71185593,3.19476726,0.08802744,0.00000000,0.04096714,0.12021843,0.74141058,2.38117474,0.00053772,0.66672595
-5.70585293,3.31842533,0.08734686,0.00000000,0.04062801,0.12454109,0.76073038,2.49336712,0.00054253,0.67978653
-5.69984992,3.42964499,0.08633527,0.00000000,0.04014291,0.12839319,0.77700410,2.59601423,0.00057110,0.69055066
-5.69384692,3.52705857,0.08505376,0.00000000,0.03954572,0.13171442,0.79009886,2.68762396,0.00062189,0.69906342
-5.68784392,3.60959135,0.08357347,0.00000000,0.03887477,0.13445685,0.79995375,2.76690821,0.00069403,0.70544019
-5.68184092,3.67649291,0.08197305,0.00000000,0.03817155,0.13658585,0.80658029,2.83282471,0.00078713,0.70986053
-5.67583792,3.72735882,0.08033570,0.00000000,0.03747925,0.13808076,0.81006083,2.88461164,0.00090121,0.71256005
-5.66983492,3.76214108,0.07874616,0.00000000,0.03684123,0.13893514,0.81054463,2.92181310,0.00103643,0.71382030
-5.66383192,3.78114600,0.07728752,0.00000000,0.03629948,0.13915664,0.80824173,2.94429376,0.00119309,0.71395693
-5.65782891,3.78501896,0.07603818,0.00000000,0.03589303,0.13876636,0.80341456,2.95224179,0.00137138,0.71330641
-5.65182591,3.77471620,0.07506889,0.00000000,0.03565650,0.13779781,0.79636772,2.94615955,0.00157134,0.71221171
-5.64582291,3.75146444,0.07444004,0.00000000,0.03561874,0.13629542,0.78743599,2.92684233,0.00179270,0.71100736
-5.63981991,3.71671001,0.07419934,0.00000000,0.03580163,0.13431265,0.77697122,2.89534600,0.00203485,0.71000453
-5.63381691,3.67205950,0.07437985,0.00000000,0.03621920,0.13190976,0.76532851,2.85294508,0.00229667,0.70947663
-5.62781391,3.61921499,0.07499859,0.00000000,0.03687687,0.12915147,0.75285227,2.80108333,0.00257654,0.70964612
-5.62181091,3.55990683,0.07605570,0.00000000,0.03777108,0.12610437,0.73986285,2.74131939,0.00287226,0.71067306
-5.61580790,3.49582731,0.07753409,0.00000000,0.03888921,0.12283443,0.72664425,2.67527006,0.00318105,0.71264609
-5.60980490,3.42856881,0.07939987,0.00000000,0.04020979,0.11940464,0.71343369,2.60455424,0.00349951,0.71557625
-5.60380190,3.35956923,0.08160322,0.00000000,0.04170304,0.11587281,0.70041334,2.53074020,0.00382373,0.71939402
-5.59779890,3.29006772,0.08407992,0.00000000,0.04333173,0.11228981,0.68770479,2.45529861,0.00414926,0.72394997
-5.59179590,3.22107249,0.08675343,0.00000000,0.04505231,0.10869817,0.67536657,2.37956347,0.00447124,0.72901892
-5.58579290,3.15334230,0.08953736,0.00000000,0.04681623,0.10513121,0.66339468,2.30470240,0.00478451,0.73430779
-5.57978989,3.08738191,0.09233836,0.00000000,0.04857153,0.10161262,0.65172628,2.23169716,0.00508371,0.73946656
-5.57378689,3.02345127,0.09505925,0.00000000,0.05026453,0.09815659,0.64024628,2.16133456,0.00536347,0.74410223
-5.56778389,2.96158708,0.09760233,0.00000000,0.05184159,0.09476845,0.62879636,2.09420741,0.00561850,0.74779494
-5.56178089,2.90163496,0.09987269,0.00000000,0.05325087,0.09144563,0.61718613,2.03072426,0.00584383,0.75011564
-5.55577789,2.84328946,0.10178140,0.00000000,0.05444408,0.08817911,0.60520566,1.97112659,0.00603489,0.75064447
-5.54977489,2.78613918,0.10324848,0.00000000,0.05537804,0.08495500,0.59263865,1.91551131,0.00618773,0.74898896
-5.54377189,2.72971366,0.10420557,0.00000000,0.05601610,0.08175628,0.57927579,1.86385664,0.00629911,0.74480114
-5.53776888,2.67352898,0.10459806,0.00000000,0.05632926,0.07856470,0.56492725,1.81604906,0.00636664,0.73779283
-5.53176588,2.61712927,0.10438673,0.00000000,0.05629706,0.07536239,0.54943398,1.77190937,0.00638883,0.72774829
-5.52576288,2.56012157,0.10354883,0.00000000,0.05590813,0.07213354,0.53267704,1.73121608,0.00636519,0.71453371
-5.51975988,2.50220226,0.10207846,0.00000000,0.05516036,0.06886567,0.51458469,1.69372477,0.00629618,0.69810309
-5.51375688,2.44317394,0.09998639,0.00000000,0.05406076,0.06555070,0.49513682,1.65918249,0.00618328,0.67850032
-5.50775388,2.38295229,0.09729921,0.00000000,0.05262505,0.06218559,0.47436678,1.62733686,0.00602886,0.65585746
-5.50175088,2.32156338,0.09405801,0.00000000,0.05087683,0.05877276,0.45236046,1.59793988,0.00583613,0.63038940
-5.49574787,2.25913240,0.09031649,0.00000000,0.04884661,0.05532005,0.42925301,1.57074724,0.00560903,0.60238532
-5.48974487,2.19586540,0.08613882,0.00000000,0.04657059,0.05184043,0.40522338,1.54551392,0.00535209,0.57219740
-5.48374187,2.13202619,0.08159711,0.00000000,0.04408925,0.04835148,0.38048717,1.52198739,0.00507027,0.54022760
-5.47773887,2.06791052,0.07676881,0.00000000,0.04144596,0.04487457,0.35528834,1.49989990,0.00476882,0.50691307
-5.47173587,2.00382011,0.07173405,0.00000000,0.03868552,0.04143404,0.32989031,1.47896122,0.00445310,0.47271112
-5.46573287,1.94003856,0.06657310,0.00000000,0.03585269,0.03805622,0.30456692,1.45885319,0.00412844,0.43808438
-5.45972986,1.87681122,0.06136401,0.00000000,0.03299095,0.03476850,0.27959393,1.43922720,0.00379998,0.40348693
-5.45372686,1.81433063,0.05618047,0.00000000,0.03014129,0.03159849,0.25524145,1.41970543,0.00347257,0.36935198
-5.44772386,1.75272837,0.05109012,0.00000000,0.02734126,0.02857330,0.23176765,1.39988629,0.00315060,0.33608156
-5.44172086,1.69207414,0.04615314,0.00000000,0.02462417,0.02571899,0.20941414,1.37935414,0.00283799,0.30403866
-5.43571786,1.63238177,0.04142134,0.00000000,0.02201858,0.02306026,0.18840320,1.35769287,0.00253809,0.27354186
-5.42971486,1.57362172,0.03693764,0.00000000,0.01954794,0.02062035,0.16893682,1.33450279,0.00225366,0.24486265
-5.42371186,1.51573901,0.03273593,0.00000000,0.01723048,0.01842114,0.15119773,1.30941974,0.00198683,0.21822538
-5.41770885,1.45867528,0.02884134,0.00000000,0.01507933,0.01648354,0.13535213,1.28213532,0.00173918,0.19380941
-5.41170585,1.40239331,0.02527080,0.00000000,0.01310271,0.01482801,0.12155396,1.25241694,0.00151168,0.17175349
-5.40570285,1.34690235,0.02203393,0.00000000,0.01130438,0.01347529,0.10995047,1.22012636,0.00130484,0.15216170
-5.39969985,1.29228259,0.01913407,0.00000000,0.00968410,0.01244725,0.10068868,1.18523554,0.00111869,0.13511074
-5.39369685,1.23870716,0.01656955,0.00000000,0.00823821,0.01176777,0.09392240,1.14783883,0.00095289,0.12065793
-5.38769385,1.18646035,0.01433507,0.00000000,0.00696025,0.01146367,0.08981935,1.10816056,0.00080683,0.10884966
-5.38169085,1.13595095,0.01242305,0.00000000,0.00584159,0.01156565,0.08856796,1.06655761,0.00067966,0.09972965
-5.37568784,1.08772002,0.01082517,0.00000000,0.00487200,0.01210898,0.09038338,1.02351668,0.00057041,0.09334678
-5.36968484,1.04244251,0.00953374,0.00000000,0.00404030,0.01313421,0.09551239,0.97964636,0.00047808,0.08976197
-5.36368184,1.00092284,0.00854318,0.00000000,0.00333483,0.01468752,0.10423661,0.93566426,0.00040169,0.08905393
-5.35767884,0.96408447,0.00785145,0.00000000,0.00274392,0.01682090,0.11687386,0.89237979,0.00034038,0.09132341
-5.35167584,0.93295388,0.00746139,0.00000000,0.00225637,0.01959190,0.13377724,0.85067338,0.00029352,0.09669578
-5.34567284,0.90863972,0.00738210,0.00000000,0.00186168,0.02306317,0.15533166,0.81147293,0.00026072,0.10532192
-5.33966983,0.89230786,0.00763031,0.00000000,0.00155042,0.02730147,0.18194781,0.77572839,0.00024197,0.11737716
-5.33366683,0.88515318,0.00823173,0.00000000,0.00131436,0.03237645,0.21405338,0.74438550,0.00023770,0.13305852
-5.32766383,0.88836909,0.00922240,0.00000000,0.00114670,0.03835892,0.25208173,0.71835947,0.00024885,0.15258011
-5.32166083,0.90311590,0.01065006,0.00000000,0.00104210,0.04531887,0.29645815,0.69850958,0.00027698,0.17616707
-5.31565783,0.93048875,0.01257556,0.00000000,0.00099678,0.05332317,0.34758405,0.68561524,0.00032433,0.20404812
-5.30965483,0.97148645,0.01507415,0.00000000,0.00100852,0.06243303,0.40581967,0.68035441,0.00039395,0.23644711
-5.30365183,1.02698186,0.01823689,0.00000000,0.00107663,0.07270143,0.47146591,0.68328467,0.00048978,0.27357391
-5.29764882,1.09769504,0.02217178,0.00000000,0.00120191,0.08417041,0.54474603,0.69482752,0.00061671,0.31561508
-5.29164582,1.18416977,0.02700486,0.00000000,0.00138658,0.09686861,0.62578815,0.71525629,0.00078072,0.36272466
-5.28564282,1.28675447,0.03288097,0.00000000,0.00163410,0.11080900,0.71460937,0.74468778,0.00098895,0.41501568
-5.27963982,1.40558811,0.03996420,0.00000000,0.00194911,0.12598700,0.81110258,0.78307793,0.00124973,0.47255272
-5.27363682,1.54059166,0.04843781,0.00000000,0.00233718,0.14237918,0.91502672,0.83022155,0.00157269,0.53534588
-5.26763382,1.69146546,0.05850359,0.00000000,0.00280463,0.15994248,1.02600134,0.88575618,0.00196869,0.60334662
-5.26163082,1.85769266,0.07038036,0.00000000,0.00335827,0.17861420,1.14350596,0.94916989,0.00244985,0.67644546
-5.25562781,2.03854864,0.08430162,0.00000000,0.00400512,0.19831276,1.26688476,1.01981295,0.00302947,0.75447189
-5.24962481,2.23311588,0.10051218,0.00000000,0.00475209,0.21893909,1.39535641,1.09691299,0.00372182,0.83719614
-5.24362181,2.44030365,0.11926361,0.00000000,0.00560565,0.24037880,1.52802907,1.17959313,0.00454203,0.92433291
-5.23761881,2.65887138,0.14080841,0.00000000,0.00657141,0.26250487,1.66391979,1.26689268,0.00550572,1.01554643
-5.23161581,2.88745455,0.16539303,0.00000000,0.00765381,0.28518081,1.80197758,1.35778952,0.00662864,1.11045661
-5.22561281,3.12459143,0.19324961,0.00000000,0.00885566,0.30826406,1.94110885,1.45122349,0.00792627,1.20864553
-5.21960980,3.36874915,0.22458655,0.00000000,0.01017780,0.33160939,2.08020397,1.54611980,0.00941322,1.30966379
-5.21360680,3.61834752,0.25957823,0.00000000,0.01161870,0.35507216,2.21816345,1.64141163,0.01110265,1.41303601
-5.20760380,3.87177907,0.29835400,0.00000000,0.01317420,0.37851111,2.35392211,1.73606094,0.01300562,1.51826493
-5.20160080,4.12742410,0.34098683,0.00000000,0.01483720,0.40179055,2.48647000,1.82907672,0.01513035,1.62483373
-5.19559780,4.38366002,0.38748215,0.00000000,0.01659750,0.42478183,2.61486873,1.91953001,0.01748154,1.73220623
-5.18959480,4.63886463,0.43776718,0.00000000,0.01844173,0.44736380,2.73826237,2.00656513,0.02005966,1.83982497
-5.18359180,4.89141367,0.49168155,0.00000000,0.02035336,0.46942252,2.85588236,2.08940692,0.02286029,1.94710730
-5.17758879,5.13967354,0.54896962,0.00000000,0.02231285,0.49084998,2.96704656,2.16736410,0.02587360,2.05344006
-5.17158579,5.38199061,0.60927511,0.00000000,0.02429795,0.51154211,3.07115259,2.23982881,0.02908391,2.15817337
-5.16558279,5.61667924,0.67213870,0.00000000,0.02628407,0.53139629,3.16766669,2.30627316,0.03246944,2.26061466
-5.15957979,5.84201085,0.73699893,0.00000000,0.02824488,0.55030851,3.25610912,2.36624347,0.03600227,2.36002372
-5.15357679,6.05620653,0.80319685,0.00000000,0.03015288,0.56817060,3.33603796,2.41935309,0.03964858,2.45561015
-5.14757379,6.25743584,0.86998461,0.00000000,0.03198025,0.58486781,3.40703296,2.46527507,0.04336903,2.54653407
-5.14157079,6.44382412,0.93653812,0.00000000,0.03369960,0.60027701,3.46868141,2.50373553,0.04711950,2.63191121
-5.13556778,6.61347004,1.00197350,0.00000000,0.03528493,0.61426597,3.52056773,2.53450888,0.05085212,2.71082296
-5.12956478,6.76447471,1.06536714,0.00000000,0.03671246,0.62669369,3.56226828,2.55741571,0.05451640,2.78233196
-5.12356178,6.89498246,1.12577863,0.00000000,0.03796163,0.63741228,3.59335253,2.57232375,0.05806071,2.84550308
-5.11755878,7.00323289,1.18227603,0.00000000,0.03901583,0.64627005,3.61339110,2.57915245,0.06143389,2.89942957
-5.11155578,7.08762232,1.23396237,0.00000000,0.03986329,0.65311619,3.62197079,2.57788081,0.06458691,2.94326337
-5.10555278,7.14677235,1.28000247,0.00000000,0.04049764,0.65780644,3.61871600,2.56855828,0.06747460,2.97624859
-5.09954977,7.17960199,1.31964897,0.00000000,0.04091850,0.66020991,3.60331537,2.55131778,0.07005737,2.99775633
-5.09354677,7.18539947,1.35226632,0.00000000,0.04113182,0.66021634,3.57555208,2.52639003,0.07230276,3.00731922
-5.08754377,7.16388935,1.37735180,0.00000000,0.04115007,0.65774363,3.53533575,2.49411772,0.07418681,3.00466361
-5.08154077,7.11529068,1.39455254,0.00000000,0.04099227,0.65274509,3.48273381,2.45496841,0.07569516,2.98973736
-5.07553777,7.04036177,1.40367759,0.00000000,0.04068375,0.64521590,3.41799980,2.40954468,0.07682382,2.96273157
-5.06953477,6.94042821,1.40470469,0.00000000,0.04025590,0.63519843,3.34159672,2.35859038,0.07757954,2.92409439
-5.06353177,6.81739107,1.39778117,0.00000000,0.03974552,0.62278600,3.25421305,2.30299179,0.07797981,2.87453588
-5.05752876,6.67371359,1.38321897,0.00000000,0.03919424,0.60812478,3.15677035,2.24377311,0.07805237,2.81502298
-5.05152576,6.51238546,1.36148410,0.00000000,0.03864767,0.59141358,3.05042089,2.18208559,0.07783441,2.74676438
-5.04552276,6.33686539,1.33318082,0.00000000,0.03815445,0.57290154,2.93653527,2.11919045,0.07737128,2.67118563
-5.03951976,6.15100349,1.29903145,0.00000000,0.03776530,0.55288369,2.81667980,2.05643571,0.07671492,2.58989514
-5.03351676,5.95894628,1.25985262,0.00000000,0.03753187,0.53169449,2.69258470,1.99522767,0.07592207,2.50464247
-5.02751376,5.76502804,1.21652906,0.00000000,0.03750570,0.50969974,2.56610398,1.93699798,0.07505216,2.41727064
-5.02151076,5.57365283,1.16998620,0.00000000,0.03773701,0.48728708,2.43916911,1.88316758,0.07416526,2.32966427
-5.01550775,5.38917207,1.12116256,0.00000000,0.03827363,0.46485553,2.31373821,1.83510883,0.07331986,2.24369597
-5.00950475,5.21576265,1.07098328,0.00000000,0.03915984,0.44280461,2.19174318,1.79410749,0.07257088,2.16117301
-5.00350175,5.05731043,1.02033568,0.00000000,0.04043529,0.42152331,2.07503694,1.76132590,0.07196770,2.08378659
-4.99749875,4.91730379,0.97004776,0.00000000,0.04213401,0.40137968,1.96534315,1.73776905,0.07155257,2.01306568
-4.99149575,4.79874102,0.92087039,0.00000000,0.04428340,0.38271111,1.86421040,1.72425472,0.07135921,1.95033707
-4.98549275,4.70405495,0.87346352,0.00000000,0.04690338,0.36581597,1.77297260,1.72138895,0.07141183,1.89669314
-4.97948974,4.63505715,0.82838672,0.00000000,0.05000558,0.35094673,1.69271708,1.72954765,0.07172455,1.85296832
-4.97348674,4.59290297,0.78609401,0.00000000,0.05359273,0.33830483,1.62426129,1.74886519,0.07230116,1.81972463
-4.96748374,4.57807829,0.74693276,0.00000000,0.05765808,0.32803740,1.56813878,1.77923013,0.07313534,1.79724665
-4.96148074,4.59040714,0.71114625,0.00000000,0.06218507,0.32023592,1.52459451,1.82028835,0.07421123,1.78554557
-4.95547774,4.62907941,0.67887939,0.00000000,0.06714715,0.31493666,1.49358924,1.87145321,0.07550441,1.78437157
-4.94947474,4.69269625,0.65018686,0.00000000,0.07250774,0.31212292,1.47481239,1.93192245,0.07698306,1.79323373
-4.94347174,4.77933105,0.62504310,0.00000000,0.07822050,0.31172863,1.46770239,2.00070104,0.07860948,1.81142622
-4.93746873,4.88660260,0.60335340,0.00000000,0.08422977,0.31364337,1.47147338,2.07662900,0.08034173,1.83805932
-4.93146573,5.01175743,0.58496536,0.00000000,0.09047121,0.31771820,1.48514678,2.15841322,0.08213539,1.87209387
-4.92546273,5.15175758,0.56968027,0.00000000,0.09687279,0.32377220,1.50758651,2.24466205,0.08394533,1.91237764
-4.91945973,5.30337055,0.55726385,0.00000000,0.10335585,0.33159931,1.53753603,2.33392126,0.08572744,1.95768203
-4.91345673,5.46325792,0.54745595,0.00000000,0.10983649,0.34097519,1.57365609,2.42471019,0.08744026,2.00673779
-4.90745373,5.62805963,0.53997901,0.00000000,0.11622709,0.35166370,1.61456154,2.51555663,0.08904638,2.05826852
-4.90145073,5.79447117,0.53454519,0.00000000,0.12243799,0.36342299,1.65885624,2.60502935,0.09051366,2.11102084
-4.89544772,5.95931144,0.53086205,0.00000000,0.12837926,0.37601073,1.70516486,2.69176714,0.09181609,2.16379049
-4.88944472,6.11957963,0.52863705,0.00000000,0.13396257,0.38918854,1.75216089,2.77450333,0.09293441,2.21544374
-4.88344172,6.27250006,0.52758080,0.00000000,0.13910300,0.40272539,1.79859024,2.85208544,0.09385632,2.26493376
-4.87743872,6.41555449,0.52740953,0.00000000,0.14372089,0.41640010,1.84329022,2.92348911,0.09457639,2.31131207
-4.87143572,6.54650213,0.52784685,0.00000000,0.14774351,0.43000284,1.88520364,2.98782665,0.09509565,2.35373513
-4.86543272,6.66338826,0.52862515,0.00000000,0.15110665,0.44333581,1.92338846,3.04435002,0.09542084,2.39146655
-4.85942971,6.76454262,0.52948678,0.00000000,0.15375594,0.45621325,1.95702309,3.09244894,0.09556346,2.42387564
-4.85342671,6.84856951,0.53018534,0.00000000,0.15564805,0.46846093,1.98540807,3.13164474,0.09553858,2.45043293
-4.84742371,6.91433163,0.53048712,0.00000000,0.15675151,0.47991531,2.00796453,3.16158081,0.09536357,2.47070364
-4.84142071,6.96092984,0.53017281,0.00000000,0.15704733,0.49042263,2.02423041,3.18201088,0.09505674,2.48433996
-4.83541771,6.98768136,0.52903953,0.00000000,0.15652930,0.49983807,2.03385488,3.19278601,0.09463598,2.49107298
-4.82941471,6.99409828,0.52690316,0.00000000,0.15520397,0.50802521,2.03659183,3.19384164,0.09411756,2.49070507
-4.82341171,6.97986849,0.52360083,0.00000000,0.15309041,0.51485594,2.03229293,3.18518554,0.09351503,2.48310345
-4.81740870,6.94484032,0.51899351,0.00000000,0.15021961,0.52021083,2.02090090,3.16688758,0.09283838,2.46819523
-4.81140570,6.88901210,0.51296859,0.00000000,0.14663371,0.52398009,2.00244316,3.13907198,0.09209343,2.44596445
-4.80540270,6.81252690,0.50544207,0.00000000,0.14238493,0.52606514,1.97702634,3.10191241,0.09128158,2.41645104
-4.79939970,6.71567248,0.49636053,0.00000000,0.13753434,0.52638064,1.94483153,3.05562997,0.09039977,2.37975161
-4.79339670,6.59888580,0.48570240,0.00000000,0.13215052,0.52485688,1.90611032,3.00049401,0.08944086,2.33602178
-4.78739370,6.46276104,0.47347863,0.00000000,0.12630799,0.52144254,1.86118160,2.93682518,0.08839421,2.28547963
-4.78139070,6.30805963,0.45973249,0.00000000,0.12008567,0.51610736,1.81042862,2.86500020,0.08724651,2.22840959
-4.77538769,6.13572079,0.44453862,0.00000000,0.11356521,0.50884484,1.75429632,2.78545752,0.08598287,2.16516628
-4.76938469,5.94687074,0.42800115,0.00000000,0.10682941,0.49967460,1.69328844,2.69870288,0.08458793,2.09617757
-4.76338169,5.74282886,0.41025106,0.00000000,0.09996061,0.48864418,1.62796426,2.60531399,0.08304711,2.02194628
-4.75737869,5.52510956,0.39144279,0.00000000,0.09303916,0.47583036,1.55893468,2.50594355,0.08134784,1.94305012
-4.75137569,5.29541831,0.37175023,0.00000000,0.08614205,0.46133960,1.48685756,2.40131967,0.07948065,1.86013937
-4.74537269,5.05564140,0.35136221,0.00000000,0.07934164,0.44530776,1.41243215,2.29224342,0.07744019,1.77393218
-4.73936968,4.80782885,0.33047778,0.00000000,0.07270457,0.42789895,1.33639279,2.17958307,0.07522601,1.68520741
-4.73336668,4.55417076,0.30930124,0.00000000,0.06629083,0.40930356,1.25950184,2.06426500,0.07284309,1.59479508
-4.72736368,4.29696755,0.28803734,0.00000000,0.06015309,0.38973559,1.18254210,1.94726142,0.07030217,1.50356485
-4.72136068,4.03859514,0.26688669,0.00000000,0.05433617,0.36942927,1.10630902,1.82957534,0.06761970,1.41241278
-4.71535768,3.78146642,0.24604150,0.00000000,0.04887679,0.34863528,1.03160277,1.71222338,0.06481765,1.32224697
-4.70935468,3.52799045,0.22568189,0.00000000,0.04380343,0.32761652,0.95922067,1.59621704,0.06192296,1.23397264
-4.70335168,3.28053111,0.20597283,0.00000000,0.03913646,0.30664382,0.88995005,1.48254349,0.05896682,1.14847717
-4.69734867,3.04136694,0.18706175,0.00000000,0.03488843,0.28599151,0.82456176,1.37214649,0.05598377,1.06661591
-4.69134567,2.81265358,0.16907684,0.00000000,0.03106452,0.26593321,0.76380451,1.26590851,0.05301071,0.98919890
-4.68534267,2.59639046,0.15212613,0.00000000,0.02766306,0.24673781,0.70839994,1.16463470,0.05008576,0.91697936
-4.67933967,2.39439256,0.13629724,0.00000000,0.02467624,0.22866579,0.65903850,1.06903950,0.04724718,0.85064396
-4.67333667,2.20826841,0.12165774,0.00000000,0.02209084,0.21196594,0.61637578,0.97973630,0.04453230,0.79080527
-4.66733367,2.03940442,0.10825607,0.00000000,0.01988906,0.19687241,0.58102924,0.89723068,0.04197653,0.73799635
-4.66133067,1.88895591,0.09612293,0.00000000,0.01804934,0.18360227,0.55357484,0.82191730,0.03961250,0.69266749
-4.65532766,1.75784443,0.08527303,0.00000000,0.01654720,0.17235323,0.53454335,0.75408041,0.03746935,0.65518493
-4.64932466,1.64676081,0.07570698,0.00000000,0.01535608,0.16330171,0.52441593,0.69389797,0.03557221,0.62583120
-4.64332166,1.55617317,0.06741341,0.00000000,0.01444813,0.15660107,0.52361862,0.64144881,0.03394184,0.60480689
