energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.82591296,0.07836097,-0.07836097,0.01027563,-0.01027563,0.00387981,-0.00387982,0.02333657,-0.02333657,0.00000000,-0.00000000,0.01002869,-0.01002869,0.00372745,-0.00372745,0.04643564,-0.04643564,0.00000000,-0.00000000
-5.81990995,0.07840431,-0.07840432,0.01169888,-0.01169888,0.00441469,-0.00441469,0.02369025,-0.02369025,0.00000000,-0.00000000,0.00947887,-0.00947887,0.00464121,-0.00464121,0.04424418,-0.04424418,0.00000000,-0.00000000
-5.81390695,0.07903972,-0.07903973,0.01345020,-0.01345020,0.00507730,-0.00507731,0.02428657,-0.02428657,0.00000000,-0.00000000,0.00890436,-0.00890436,0.00574311,-0.00574311,0.04201825,-0.04201825,0.00000000,-0.00000000
-5.80790395,0.08044063,-0.08044063,0.01557957,-0.01557957,0.00588732,-0.00588733,0.02518471,-0.02518472,0.00000000,-0.00000000,0.00831617,-0.00831617,0.00705998,-0.00705998,0.03981587,-0.03981587,0.00000000,-0.00000000
-5.80190095,0.08278647,-0.08278648,0.01813970,-0.01813970,0.00686592,-0.00686593,0.02644669,-0.02644669,0.00000000,-0.00000000,0.00772505,-0.00772505,0.00862026,-0.00862026,0.03769586,-0.03769586,0.00000000,-0.00000000
-5.79589795,0.08625882,-0.08625883,0.02118482,-0.02118482,0.00803543,-0.00803543,0.02813603,-0.02813603,0.00000000,-0.00000000,0.00714122,-0.00714122,0.01045340,-0.01045340,0.03571642,-0.03571643,0.00000000,-0.00000000
-5.78989495,0.09103728,-0.09103729,0.02476933,-0.02476933,0.00941887,-0.00941887,0.03031643,-0.03031643,0.00000000,-0.00000000,0.00657413,-0.00657413,0.01258921,-0.01258921,0.03393401,-0.03393401,0.00000000,-0.00000000
-5.78389195,0.09729527,-0.09729528,0.02894627,-0.02894627,0.01103953,-0.01103953,0.03305030,-0.03305030,0.00000000,-0.00000000,0.00603225,-0.00603225,0.01505704,-0.01505704,0.03240229,-0.03240229,0.00000000,-0.00000000
-5.77788894,0.10519564,-0.10519565,0.03376553,-0.03376553,0.01292037,-0.01292037,0.03639722,-0.03639723,0.00000000,-0.00000000,0.00552290,-0.00552290,0.01788483,-0.01788483,0.03117147,-0.03117147,0.00000000,-0.00000000
-5.77188594,0.11488635,-0.11488637,0.03927204,-0.03927205,0.01508347,-0.01508347,0.04041237,-0.04041237,0.00000000,-0.00000000,0.00505218,-0.00505218,0.02109806,-0.02109807,0.03028778,-0.03028779,0.00000000,-0.00000000
-5.76588294,0.12649620,-0.12649622,0.04550378,-0.04550378,0.01754946,-0.01754947,0.04514486,-0.04514487,0.00000000,-0.00000000,0.00462486,-0.00462486,0.02471865,-0.02471865,0.02979329,-0.02979329,0.00000000,-0.00000000
-5.75987994,0.14013074,-0.14013076,0.05248985,-0.05248985,0.02033691,-0.02033692,0.05063622,-0.05063622,0.00000000,-0.00000000,0.00424438,-0.00424438,0.02876375,-0.02876375,0.02972590,-0.02972590,0.00000000,-0.00000000
-5.75387694,0.15586865,-0.15586868,0.06024861,-0.06024861,0.02346177,-0.02346178,0.05691879,-0.05691880,0.00000000,-0.00000000,0.00391285,-0.00391285,0.03324460,-0.03324461,0.03011966,-0.03011966,0.00000000,-0.00000000
-5.74787394,0.17375857,-0.17375859,0.06878598,-0.06878599,0.02693690,-0.02693690,0.06401440,-0.06401441,0.00000000,-0.00000000,0.00363112,-0.00363112,0.03816543,-0.03816544,0.03100528,-0.03100529,0.00000000,-0.00000000
-5.74187094,0.19381665,-0.19381668,0.07809411,-0.07809411,0.03077163,-0.03077164,0.07193310,-0.07193311,0.00000000,-0.00000000,0.00339882,-0.00339882,0.04352242,-0.04352242,0.03241091,-0.03241092,0.00000000,-0.00000000
-5.73586793,0.21602512,-0.21602515,0.08815033,-0.08815034,0.03497157,-0.03497158,0.08067224,-0.08067225,0.00000000,-0.00000000,0.00321451,-0.00321451,0.04930286,-0.04930287,0.03436305,-0.03436306,0.00000000,-0.00000000
-5.72986493,0.24033176,-0.24033179,0.09891675,-0.09891676,0.03953840,-0.03953841,0.09021582,-0.09021583,0.00000000,-0.00000000,0.00307575,-0.00307575,0.05548460,-0.05548461,0.03688773,-0.03688774,0.00000000,-0.00000000
-5.72386193,0.26665069,-0.26665073,0.11034036,-0.11034036,0.04447000,-0.04447002,0.10053424,-0.10053425,0.00000000,-0.00000000,0.00297928,-0.00297928,0.06203565,-0.06203566,0.04001174,-0.04001175,0.00000000,-0.00000000
-5.71785893,0.29486446,-0.29486451,0.12235381,-0.12235382,0.04976073,-0.04976074,0.11158443,-0.11158445,0.00000000,-0.00000000,0.00292112,-0.00292112,0.06891420,-0.06891421,0.04376402,-0.04376403,0.00000000,-0.00000000
-5.71185593,0.32482739,-0.32482744,0.13487694,-0.13487695,0.05540182,-0.05540183,0.12331048,-0.12331050,0.00000000,-0.00000000,0.00289673,-0.00289673,0.07606896,-0.07606897,0.04817709,-0.04817710,0.00000000,-0.00000000
-5.70585293,0.35637031,-0.35637036,0.14781897,-0.14781898,0.06138207,-0.06138209,0.13564465,-0.13564467,0.00000000,-0.00000000,0.00290116,-0.00290116,0.08343985,-0.08343986,0.05328843,-0.05328845,0.00000000,-0.00000000
-5.69984992,0.38930639,-0.38930646,0.16108134,-0.16108135,0.06768866,-0.06768868,0.14850887,-0.14850889,0.00000000,-0.00000000,0.00292919,-0.00292919,0.09095910,-0.09095911,0.05914180,-0.05914182,0.00000000,-0.00000000
-5.69384692,0.42343809,-0.42343817,0.17456116,-0.17456117,0.07430806,-0.07430808,0.16181662,-0.16181664,0.00000000,-0.00000000,0.00297550,-0.00297550,0.09855262,-0.09855264,0.06578839,-0.06578842,0.00000000,-0.00000000
-5.68784392,0.45856467,-0.45856475,0.18815509,-0.18815510,0.08122706,-0.08122708,0.17547516,-0.17547518,0.00000000,-0.00000000,0.00303474,-0.00303474,0.10614177,-0.10614179,0.07328770,-0.07328773,0.00000000,-0.00000000
-5.68184092,0.49449014,-0.49449023,0.20176350,-0.20176351,0.08843378,-0.08843381,0.18938796,-0.18938799,0.00000000,-0.00000000,0.00310173,-0.00310173,0.11364525,-0.11364526,0.08170805,-0.08170809,0.00000000,-0.00000000
-5.67583792,0.53103118,-0.53103128,0.21529474,-0.21529475,0.09591865,-0.09591868,0.20345735,-0.20345738,0.00000000,-0.00000000,0.00317152,-0.00317152,0.12098122,-0.12098123,0.09112670,-0.09112674,0.00000000,-0.00000000
-5.66983492,0.56802453,-0.56802463,0.22866918,-0.22866919,0.10367519,-0.10367522,0.21758715,-0.21758718,0.00000000,-0.00000000,0.00323954,-0.00323954,0.12806952,-0.12806954,0.10162936,-0.10162941,0.00000000,-0.00000000
-5.66383192,0.60533342,-0.60533353,0.24182300,-0.24182301,0.11170066,-0.11170070,0.23168525,-0.23168528,0.00000000,-0.00000000,0.00330166,-0.00330166,0.13483384,-0.13483385,0.11330915,-0.11330920,0.00000000,-0.00000000
-5.65782891,0.64285273,-0.64285286,0.25471128,-0.25471130,0.11999640,-0.11999644,0.24566599,-0.24566603,0.00000000,-0.00000000,0.00335430,-0.00335430,0.14120374,-0.14120375,0.12626488,-0.12626493,0.00000000,-0.00000000
-5.65182591,0.68051237,-0.68051251,0.26731036,-0.26731038,0.12856781,-0.12856785,0.25945228,-0.25945232,0.00000000,-0.00000000,0.00339445,-0.00339445,0.14711655,-0.14711656,0.14059864,-0.14059870,0.00000000,-0.00000000
-5.64582291,0.71827861,-0.71827876,0.27961915,-0.27961917,0.13742405,-0.13742409,0.27297728,-0.27297732,0.00000000,-0.00000000,0.00341974,-0.00341974,0.15251894,-0.15251896,0.15641275,-0.15641282,0.00000000,-0.00000000
-5.63981991,0.75615336,-0.75615352,0.29165942,-0.29165944,0.14657729,-0.14657734,0.28618568,-0.28618573,0.00000000,-0.00000000,0.00342847,-0.00342847,0.15736817,-0.15736818,0.17380606,-0.17380614,0.00000000,-0.00000000
-5.63381691,0.79417111,-0.79417129,0.30347489,-0.30347491,0.15604168,-0.15604173,0.29903458,-0.29903463,0.00000000,-0.00000000,0.00341958,-0.00341958,0.16163291,-0.16163292,0.19286973,-0.19286982,0.00000000,-0.00000000
-5.62781391,0.83239389,-0.83239408,0.31512916,-0.31512919,0.16583194,-0.16583200,0.31149379,-0.31149383,0.00000000,-0.00000000,0.00339266,-0.00339266,0.16529372,-0.16529374,0.21368265,-0.21368275,0.00000000,-0.00000000
-5.62181091,0.87090429,-0.87090449,0.32670265,-0.32670269,0.17596177,-0.17596183,0.32354575,-0.32354580,0.00000000,-0.00000000,0.00334792,-0.00334792,0.16834309,-0.16834310,0.23630666,-0.23630677,0.00000000,-0.00000000
-5.61580790,0.90979707,-0.90979729,0.33828847,-0.33828850,0.18644208,-0.18644215,0.33518513,-0.33518518,0.00000000,-0.00000000,0.00328612,-0.00328612,0.17078501,-0.17078503,0.26078177,-0.26078189,0.00000000,-0.00000000
-5.60980490,0.94916979,-0.94917002,0.34998763,-0.34998767,0.19727920,-0.19727927,0.34641797,-0.34641802,0.00000000,-0.00000000,0.00320850,-0.00320850,0.17263438,-0.17263439,0.28712165,-0.28712178,0.00000000,-0.00000000
-5.60380190,0.98911303,-0.98911327,0.36190379,-0.36190383,0.20847316,-0.20847323,0.35726075,-0.35726081,0.00000000,-0.00000000,0.00311673,-0.00311673,0.17391592,-0.17391594,0.31530962,-0.31530976,0.00000000,-0.00000000
-5.59779890,1.02970082,-1.02970108,0.37413769,-0.37413774,0.22001620,-0.22001628,0.36773918,-0.36773924,0.00000000,-0.00000000,0.00301280,-0.00301280,0.17466304,-0.17466305,0.34529546,-0.34529560,0.00000000,-0.00000000
-5.59179590,1.07098196,-1.07098223,0.38678177,-0.38678181,0.23189162,-0.23189169,0.37788703,-0.37788709,0.00000000,-0.00000000,0.00289894,-0.00289894,0.17491641,-0.17491643,0.37699311,-0.37699327,0.00000000,-0.00000000
-5.58579290,1.11297263,-1.11297291,0.39991498,-0.39991502,0.24407298,-0.24407306,0.38774488,-0.38774494,0.00000000,-0.00000000,0.00277750,-0.00277750,0.17472258,-0.17472259,0.41027965,-0.41027981,0.00000000,-0.00000000
-5.57978989,1.15565090,-1.15565119,0.41359836,-0.41359840,0.25652393,-0.25652401,0.39735896,-0.39735902,0.00000000,-0.00000000,0.00265093,-0.00265093,0.17413249,-0.17413251,0.44499550,-0.44499567,0.00000000,-0.00000000
-5.57378689,1.19895342,-1.19895372,0.42787129,-0.42787133,0.26919845,-0.26919853,0.40678002,-0.40678009,0.00000000,-0.00000000,0.00252160,-0.00252160,0.17320013,-0.17320014,0.48094603,-0.48094621,0.00000000,-0.00000000
-5.56778389,1.24277445,-1.24277475,0.44274874,-0.44274878,0.28204173,-0.28204182,0.41606229,-0.41606235,0.00000000,-0.00000000,0.00239183,-0.00239183,0.17198116,-0.17198117,0.51790456,-0.51790475,0.00000000,-0.00000000
-5.56178089,1.28696725,-1.28696755,0.45821959,-0.45821964,0.29499149,-0.29499158,0.42526236,-0.42526243,0.00000000,-0.00000000,0.00226374,-0.00226374,0.17053179,-0.17053180,0.55561653,-0.55561671,0.00000000,-0.00000000
-5.55577789,1.33134767,-1.33134798,0.47424596,-0.47424600,0.30797975,-0.30797984,0.43443816,-0.43443823,0.00000000,-0.00000000,0.00213928,-0.00213928,0.16890770,-0.16890771,0.59380480,-0.59380498,0.00000000,-0.00000000
-5.54977489,1.37569958,-1.37569988,0.49076353,-0.49076357,0.32093491,-0.32093500,0.44364766,-0.44364773,0.00000000,-0.00000000,0.00202013,-0.00202013,0.16716311,-0.16716312,0.63217581,-0.63217599,0.00000000,-0.00000000
-5.54377189,1.41978169,-1.41978199,0.50768286,-0.50768290,0.33378402,-0.33378411,0.45294752,-0.45294759,0.00000000,-0.00000000,0.00190773,-0.00190773,0.16534998,-0.16534999,0.67042623,-0.67042641,0.00000000,-0.00000000
-5.53776888,1.46333526,-1.46333555,0.52489133,-0.52489136,0.34645497,-0.34645506,0.46239144,-0.46239151,0.00000000,-0.00000000,0.00180329,-0.00180329,0.16351730,-0.16351731,0.70824978,-0.70824996,0.00000000,-0.00000000
-5.53176588,1.50609199,-1.50609228,0.54225574,-0.54225576,0.35887867,-0.35887876,0.47202818,-0.47202825,0.00000000,-0.00000000,0.00170776,-0.00170776,0.16171044,-0.16171045,0.74534400,-0.74534417,0.00000000,-0.00000000
-5.52576288,1.54778166,-1.54778193,0.55962530,-0.55962532,0.37099076,-0.37099085,0.48189939,-0.48189946,0.00000000,-0.00000000,0.00162188,-0.00162188,0.15997055,-0.15997056,0.78141640,-0.78141657,0.00000000,-0.00000000
-5.51975988,1.58813883,-1.58813910,0.57683482,-0.57683483,0.38273305,-0.38273313,0.49203705,-0.49203712,0.00000000,-0.00000000,0.00154622,-0.00154622,0.15833402,-0.15833403,0.81618999,-0.81619015,0.00000000,-0.00000000
-5.51375688,1.62690838,-1.62690863,0.59370794,-0.59370794,0.39405427,-0.39405436,0.50246084,-0.50246091,0.00000000,-0.00000000,0.00148123,-0.00148123,0.15683188,-0.15683189,0.84940772,-0.84940787,0.00000000,-0.00000000
-5.50775388,1.66384943,-1.66384967,0.61006039,-0.61006038,0.40491036,-0.40491045,0.51317534,-0.51317541,0.00000000,-0.00000000,0.00142725,-0.00142725,0.15548929,-0.15548930,0.88083587,-0.88083601,0.00000000,-0.00000000
-5.50175088,1.69873775,-1.69873798,0.62570311,-0.62570309,0.41526411,-0.41526419,0.52416743,-0.52416751,0.00000000,-0.00000000,0.00138463,-0.00138463,0.15432506,-0.15432507,0.91026623,-0.91026637,0.00000000,-0.00000000
-5.49574787,1.73136659,-1.73136681,0.64044525,-0.64044522,0.42508426,-0.42508435,0.53540394,-0.53540402,0.00000000,-0.00000000,0.00135370,-0.00135370,0.15335114,-0.15335115,0.93751724,-0.93751736,0.00000000,-0.00000000
-5.48974487,1.76154631,-1.76154651,0.65409713,-0.65409709,0.43434428,-0.43434436,0.54682986,-0.54682994,0.00000000,-0.00000000,0.00133489,-0.00133489,0.15257236,-0.15257236,0.96243409,-0.96243420,0.00000000,-0.00000000
-5.48374187,1.78910310,-1.78910329,0.66647314,-0.66647309,0.44302070,-0.44302078,0.55836733,-0.55836741,0.00000000,-0.00000000,0.00132874,-0.00132874,0.15198613,-0.15198614,0.98488817,-0.98488828,0.00000000,-0.00000000
-5.47773887,1.81387749,-1.81387766,0.67739472,-0.67739466,0.45109152,-0.45109160,0.56991562,-0.56991569,0.00000000,-0.00000000,0.00133593,-0.00133593,0.15158252,-0.15158253,1.00477601,-1.00477611,0.00000000,-0.00000000
-5.47173587,1.83572289,-1.83572305,0.68669354,-0.68669347,0.45853461,-0.45853468,0.58135225,-0.58135233,0.00000000,-0.00000000,0.00135734,-0.00135735,0.15134442,-0.15134442,1.02201808,-1.02201816,0.00000000,-0.00000000
-5.46573287,1.85450512,-1.85450526,0.69421487,-0.69421479,0.46532642,-0.46532649,0.59253555,-0.59253563,0.00000000,-0.00000000,0.00139406,-0.00139406,0.15124804,-0.15124805,1.03655769,-1.03655776,0.00000000,-0.00000000
-5.45972986,1.87010297,-1.87010310,0.69982118,-0.69982109,0.47144119,-0.47144125,0.60330845,-0.60330852,0.00000000,-0.00000000,0.00144737,-0.00144737,0.15126377,-0.15126378,1.04836033,-1.04836039,0.00000000,-0.00000000
-5.45372686,1.88241052,-1.88241064,0.70339613,-0.70339603,0.47685077,-0.47685084,0.61350371,-0.61350378,0.00000000,-0.00000000,0.00151880,-0.00151880,0.15135726,-0.15135727,1.05741354,-1.05741359,0.00000000,-0.00000000
-5.44772386,1.89134116,-1.89134125,0.70484860,-0.70484849,0.48152515,-0.48152522,0.62295047,-0.62295053,0.00000000,-0.00000000,0.00161005,-0.00161005,0.15149085,-0.15149086,1.06372746,-1.06372750,0.00000000,-0.00000000
-5.44172086,1.89683335,-1.89683343,0.70411691,-0.70411679,0.48543375,-0.48543381,0.63148171,-0.63148177,0.00000000,-0.00000000,0.00172305,-0.00172305,0.15162534,-0.15162535,1.06733608,-1.06733610,0.00000000,-0.00000000
-5.43571786,1.89885803,-1.89885810,0.70117290,-0.70117277,0.48854737,-0.48854743,0.63894260,-0.63894266,0.00000000,-0.00000000,0.00185984,-0.00185985,0.15172187,-0.15172188,1.06829902,-1.06829904,0.00000000,-0.00000000
-5.42971486,1.89742703,-1.89742708,0.69602557,-0.69602543,0.49084090,-0.49084095,0.64519915,-0.64519920,0.00000000,-0.00000000,0.00202261,-0.00202261,0.15174408,-0.15174409,1.06670379,-1.06670380,0.00000000,-0.00000000
-5.42371186,1.89260207,-1.89260211,0.68872429,-0.68872415,0.49229633,-0.49229637,0.65014683,-0.65014687,0.00000000,-0.00000000,0.00221359,-0.00221359,0.15166023,-0.15166023,1.06266799,-1.06266799,0.00000000,-0.00000000
-5.41770885,1.88450354,-1.88450355,0.67936098,-0.67936083,0.49290615,-0.49290619,0.65371869,-0.65371873,0.00000000,-0.00000000,0.00243502,-0.00243502,0.15144535,-0.15144535,1.05634140,-1.05634139,0.00000000,-0.00000000
-5.41170585,1.87331822,-1.87331822,0.66807121,-0.66807105,0.49267668,-0.49267672,0.65589249,-0.65589251,0.00000000,-0.00000000,0.00268907,-0.00268907,0.15108319,-0.15108319,1.04790740,-1.04790738,0.00000000,-0.00000000
-5.40570285,1.85930524,-1.85930523,0.65503393,-0.65503377,0.49163117,-0.49163121,0.65669630,-0.65669632,0.00000000,-0.00000000,0.00297779,-0.00297779,0.15056796,-0.15056795,1.03758345,-1.03758342,0.00000000,-0.00000000
-5.39969985,1.84279937,-1.84279935,0.64046967,-0.64046951,0.48981237,-0.48981240,0.65621233,-0.65621235,0.00000000,-0.00000000,0.00330300,-0.00330300,0.14990560,-0.14990559,1.02562026,-1.02562023,0.00000000,-0.00000000
-5.39369685,1.82421108,-1.82421105,0.62463707,-0.62463690,0.48728430,-0.48728432,0.65457845,-0.65457846,0.00000000,-0.00000000,0.00366625,-0.00366625,0.14911469,-0.14911468,1.01229949,-1.01229945,0.00000000,-0.00000000
-5.38769385,1.80402294,-1.80402290,0.60782778,-0.60782761,0.48413305,-0.48413308,0.65198728,-0.65198728,0.00000000,-0.00000000,0.00406872,-0.00406872,0.14822673,-0.14822672,0.99792976,-0.99792972,0.00000000,-0.00000000
-5.38169085,1.78278201,-1.78278196,0.59035983,-0.59035966,0.48046649,-0.48046651,0.64868274,-0.64868274,0.00000000,-0.00000000,0.00451114,-0.00451114,0.14728585,-0.14728584,0.98284095,-0.98284090,0.00000000,-0.00000000
-5.37568784,1.76108825,-1.76108820,0.57256957,-0.57256940,0.47641263,-0.47641264,0.64495393,-0.64495392,0.00000000,-0.00000000,0.00499373,-0.00499373,0.14634792,-0.14634791,0.96737691,-0.96737686,0.00000000,-0.00000000
-5.36968484,1.73957932,-1.73957926,0.55480254,-0.55480237,0.47211688,-0.47211690,0.64112664,-0.64112663,0.00000000,-0.00000000,0.00551615,-0.00551615,0.14547898,-0.14547897,0.95188679,-0.95188675,0.00000000,-0.00000000
-5.36368184,1.71891198,-1.71891192,0.53740351,-0.53740335,0.46773807,-0.46773808,0.63755261,-0.63755259,0.00000000,-0.00000000,0.00607738,-0.00607738,0.14475319,-0.14475318,0.93671523,-0.93671519,0.00000000,-0.00000000
-5.35767884,1.69974112,-1.69974106,0.52070616,-0.52070601,0.46344340,-0.46344342,0.63459700,-0.63459698,0.00000000,-0.00000000,0.00667574,-0.00667575,0.14425019,-0.14425018,0.92219190,-0.92219185,0.00000000,-0.00000000
-5.35167584,1.68269703,-1.68269698,0.50502276,-0.50502261,0.45940271,-0.45940272,0.63262456,-0.63262455,0.00000000,-0.00000000,0.00730881,-0.00730881,0.14405213,-0.14405212,0.90862076,-0.90862072,0.00000000,-0.00000000
-5.34567284,1.66836214,-1.66836210,0.49063426,-0.49063412,0.45578200,-0.45578201,0.63198500,-0.63198499,0.00000000,-0.00000000,0.00797338,-0.00797339,0.14424036,-0.14424035,0.89626965,-0.89626962,0.00000000,-0.00000000
