energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Na_s_up,Te_p_up,Te_d_up
-5.51375688,1.47445011,0.04587286,0.09277185,0.93252292,0.12948147,0.37089869,0.86025797,0.00000000
-5.50775388,1.45643529,0.04329390,0.09256777,0.91992980,0.12939273,0.34903632,0.84925175,0.00000000
-5.50175088,1.43202447,0.04076612,0.09183808,0.90287168,0.12875032,0.32738867,0.83432086,0.00000000
-5.49574787,1.40160315,0.03830049,0.09061404,0.88167429,0.12758366,0.30607052,0.81568696,0.00000000
-5.48974487,1.36569071,0.03590699,0.08893945,0.85676353,0.12593376,0.28518747,0.79365197,0.00000000
-5.48374187,1.32492687,0.03359496,0.08686934,0.82865449,0.12385207,0.26483748,0.76858995,0.00000000
-5.47773887,1.28005388,0.03137337,0.08446827,0.79793725,0.12139886,0.24511203,0.74093643,0.00000000
-5.47173587,1.23189520,0.02925103,0.08180832,0.76525995,0.11864149,0.22609677,0.71117568,0.00000000
-5.46573287,1.18133150,0.02723663,0.07896680,0.73130974,0.11565239,0.20787154,0.67982650,0.00000000
-5.45972986,1.12927522,0.02533866,0.07602394,0.69679254,0.11250699,0.19051003,0.64742712,0.00000000
-5.45372686,1.07664440,0.02356536,0.07306033,0.66241224,0.10928154,0.17407885,0.61451984,0.00000000
-5.44772386,1.02433714,0.02192440,0.07015459,0.62885035,0.10605107,0.15863647,0.58163605,0.00000000
-5.44172086,0.97320743,0.02042263,0.06738100,0.59674672,0.10288739,0.14423185,0.54928222,0.00000000
-5.43571786,0.92404334,0.01906578,0.06480748,0.56668210,0.09985726,0.13090313,0.51792731,0.00000000
-5.42971486,0.87754820,0.01785808,0.06249368,0.53916311,0.09702077,0.11867635,0.48799204,0.00000000
-5.42371186,0.83432527,0.01680198,0.06048955,0.51461014,0.09443004,0.10756445,0.45984031,0.00000000
-5.41770885,0.79486644,0.01589787,0.05883416,0.49334844,0.09212811,0.09756655,0.43377294,0.00000000
-5.41170585,0.75954484,0.01514385,0.05755498,0.47560268,0.09014815,0.08866759,0.41002376,0.00000000
-5.40570285,0.72861171,0.01453557,0.05666753,0.46149503,0.08851303,0.08083844,0.38875817,0.00000000
-5.39969985,0.70219707,0.01406624,0.05617546,0.45104659,0.08723510,0.07403642,0.37007380,0.00000000
-5.39369685,0.68031422,0.01372658,0.05607102,0.44418217,0.08631636,0.06820625,0.35400335,0.00000000
-5.38769385,0.66286738,0.01350506,0.05633584,0.44073798,0.08574883,0.06328139,0.34051911,0.00000000
-5.38169085,0.64966236,0.01338800,0.05694213,0.44047188,0.08551523,0.05918571,0.32953902,0.00000000
-5.37568784,0.64041932,0.01336001,0.05785402,0.44307575,0.08558988,0.05583540,0.32093383,0.00000000
-5.36968484,0.63478745,0.01340425,0.05902924,0.44818944,0.08593979,0.05314113,0.31453514,0.00000000
-5.36368184,0.63236068,0.01350296,0.06042085,0.45541572,0.08652590,0.05101025,0.31014378,0.00000000
-5.35767884,0.63269390,0.01363786,0.06197909,0.46433565,0.08730448,0.04934906,0.30753850,0.00000000
-5.35167584,0.63531920,0.01379072,0.06365323,0.47452376,0.08822857,0.04806499,0.30648427,0.00000000
-5.34567284,0.63976130,0.01394381,0.06539332,0.48556246,0.08924945,0.04706871,0.30674024,0.00000000
-5.33966983,0.64555196,0.01408037,0.06715180,0.49705516,0.09031806,0.04627599,0.30806693,0.00000000
-5.33366683,0.65224267,0.01418511,0.06888497,0.50863748,0.09138638,0.04560938,0.31023250,0.00000000
-5.32766383,0.65941531,0.01424455,0.07055408,0.51998638,0.09240863,0.04499953,0.31301788,0.00000000
-5.32166083,0.66669052,0.01424738,0.07212620,0.53082665,0.09334237,0.04438627,0.31622076,0.00000000
-5.31565783,0.67373358,0.01418467,0.07357473,0.54093473,0.09414934,0.04371932,0.31965828,0.00000000
-5.30965483,0.68025771,0.01405005,0.07487957,0.55013979,0.09479612,0.04295866,0.32316852,0.00000000
-5.30365183,0.68602491,0.01383977,0.07602691,0.55832202,0.09525454,0.04207457,0.32661076,0.00000000
-5.29764882,0.69084447,0.01355269,0.07700882,0.56540857,0.09550181,0.04104735,0.32986473,0.00000000
-5.29164582,0.69456950,0.01319013,0.07782240,0.57136731,0.09552059,0.03986681,0.33282895,0.00000000
-5.28564282,0.69709181,0.01275574,0.07846888,0.57619891,0.09529865,0.03853138,0.33541842,0.00000000
-5.27963982,0.69833564,0.01225516,0.07895244,0.57992789,0.09482858,0.03704717,0.33756181,0.00000000
-5.27363682,0.69825078,0.01169580,0.07927908,0.58259304,0.09410724,0.03542680,0.33919850,0.00000000
-5.26763382,0.69680557,0.01108639,0.07945538,0.58423807,0.09313522,0.03368809,0.34027570,0.00000000
-5.26163082,0.69398021,0.01043668,0.07948746,0.58490288,0.09191626,0.03185280,0.34074577,0.00000000
-5.25562781,0.68976102,0.00975701,0.07938003,0.58461620,0.09045664,0.02994530,0.34056407,0.00000000
-5.24962481,0.68413583,0.00905794,0.07913565,0.58338981,0.08876471,0.02799137,0.33968747,0.00000000
-5.24362181,0.67709085,0.00834991,0.07875428,0.58121491,0.08685040,0.02601699,0.33807354,0.00000000
-5.23761881,0.66860917,0.00764293,0.07823313,0.57806070,0.08472495,0.02404736,0.33568054,0.00000000
-5.23161581,0.65867085,0.00694626,0.07756675,0.57387518,0.08240059,0.02210606,0.33246814,0.00000000
-5.22561281,0.64725460,0.00626826,0.07674741,0.56858817,0.07989048,0.02021434,0.32839885,0.00000000
-5.21960980,0.63434068,0.00561618,0.07576574,0.56211622,0.07720864,0.01839061,0.32343996,0.00000000
-5.21360680,0.61991484,0.00499607,0.07461155,0.55436894,0.07436993,0.01665017,0.31756584,0.00000000
-5.20760380,0.60397283,0.00441271,0.07327477,0.54525650,0.07139021,0.01500501,0.31076041,0.00000000
-5.20160080,0.58652512,0.00386963,0.07174644,0.53469748,0.06828634,0.01346385,0.30301962,0.00000000
-5.19559780,0.56760142,0.00336917,0.07001973,0.52262682,0.06507626,0.01203227,0.29435361,0.00000000
-5.18959480,0.54725451,0.00291253,0.06809087,0.50900299,0.06177906,0.01071294,0.28478842,0.00000000
-5.18359180,0.52556315,0.00249987,0.06595988,0.49381425,0.05841493,0.00950597,0.27436724,0.00000000
-5.17758879,0.50263382,0.00213052,0.06363118,0.47708330,0.05500503,0.00840928,0.26315074,0.00000000
-5.17158579,0.47860102,0.00180301,0.06111395,0.45887026,0.05157137,0.00741899,0.25121688,0.00000000
-5.16558279,0.45362612,0.00151535,0.05842224,0.43927363,0.04813651,0.00652990,0.23865972,0.00000000
-5.15957979,0.42789494,0.00126508,0.05557481,0.41842938,0.04472323,0.00573582,0.22558766,0.00000000
-5.15357679,0.40161387,0.00104947,0.05259477,0.39650811,0.04135421,0.00503001,0.21212098,0.00000000
-5.14757379,0.37500519,0.00086562,0.04950900,0.37371060,0.03805154,0.00440550,0.19838882,0.00000000
-5.14157079,0.34830141,0.00071063,0.04634735,0.35026201,0.03483636,0.00385539,0.18452595,0.00000000
-5.13556778,0.32173939,0.00058168,0.04314186,0.32640505,0.03172839,0.00337312,0.17066922,0.00000000
-5.12956478,0.29555423,0.00047609,0.03992571,0.30239274,0.02874560,0.00295268,0.15695415,0.00000000
-5.12356178,0.26997349,0.00039149,0.03673239,0.27848090,0.02590385,0.00258883,0.14351164,0.00000000
-5.11755878,0.24521197,0.00032579,0.03359472,0.25492105,0.02321666,0.00227717,0.13046509,0.00000000
-5.11155578,0.22146735,0.00027729,0.03054411,0.23195400,0.02069502,0.00201438,0.11792796,0.00000000
-5.10555278,0.19891683,0.00024474,0.02760986,0.20980433,0.01834736,0.00179826,0.10600203,0.00000000
-5.09954977,0.17771501,0.00022734,0.02481871,0.18867627,0.01617953,0.00162786,0.09477622,0.00000000
-5.09354677,0.15799304,0.00022478,0.02219453,0.16875089,0.01419498,0.00150364,0.08432621,0.00000000
-5.08754377,0.13985902,0.00023732,0.01975820,0.15018478,0.01239490,0.00142758,0.07471465,0.00000000
-5.08154077,0.12339966,0.00026576,0.01752776,0.13311029,0.01077857,0.00140331,0.06599217,0.00000000
-5.07553777,0.10868295,0.00031150,0.01551864,0.11763707,0.00934370,0.00143632,0.05819878,0.00000000
-5.06953477,0.09576182,0.00037656,0.01374419,0.10385489,0.00808681,0.00153412,0.05136596,0.00000000
-5.06353177,0.08467851,0.00046359,0.01221622,0.09183745,0.00700366,0.00170642,0.04551894,0.00000000
-5.05752876,0.07546935,0.00057590,0.01094572,0.08164705,0.00608974,0.00196539,0.04067929,0.00000000
-5.05152576,0.06816986,0.00071745,0.00994362,0.07333963,0.00534066,0.00232580,0.03686765,0.00000000
-5.04552276,0.06281969,0.00089286,0.00922160,0.06697013,0.00475263,0.00280521,0.03410630,0.00000000
-5.03951976,0.05946738,0.00110735,0.00879284,0.06259763,0.00432276,0.00342412,0.03242166,0.00000000
-5.03351676,0.05817447,0.00136677,0.00867272,0.06029023,0.00404945,0.00420603,0.03184635,0.00000000
-5.02751376,0.05901887,0.00167745,0.00887944,0.06012913,0.00393266,0.00517743,0.03242095,0.00000000
-5.02151076,0.06209725,0.00204616,0.00943448,0.06221187,0.00397403,0.00636768,0.03419509,0.00000000
-5.01550775,0.06752619,0.00247996,0.01036288,0.06665440,0.00417705,0.00780875,0.03722796,0.00000000
-5.00950475,0.07544210,0.00298606,0.01169329,0.07359181,0.00454701,0.00953476,0.04158810,0.00000000
-5.00350175,0.08599960,0.00357161,0.01345782,0.08317766,0.00509093,0.01158144,0.04735245,0.00000000
-4.99749875,0.09936853,0.00424345,0.01569161,0.09558166,0.00581733,0.01398529,0.05460463,0.00000000
-4.99149575,0.11572936,0.00500791,0.01843217,0.11098590,0.00673592,0.01678257,0.06343241,0.00000000
-4.98549275,0.13526730,0.00587048,0.02171841,0.12957945,0.00785724,0.02000809,0.07392451,0.00000000
-4.97948974,0.15816500,0.00683550,0.02558946,0.15155158,0.00919208,0.02369382,0.08616681,0.00000000
-4.97348674,0.18459423,0.00790589,0.03008326,0.17708374,0.01075095,0.02786732,0.10023789,0.00000000
-4.96748374,0.21470667,0.00908281,0.03523496,0.20634049,0.01254341,0.03255003,0.11620440,0.00000000
-4.96148074,0.24862422,0.01036538,0.04107520,0.23945986,0.01457739,0.03775552,0.13411601,0.00000000
-4.95547774,0.28642921,0.01175044,0.04762829,0.27654329,0.01685847,0.04348773,0.15400059,0.00000000
-4.94947474,0.32815483,0.01323231,0.05491048,0.31764584,0.01938918,0.04973930,0.17585950,0.00000000
-4.94347174,0.37377646,0.01480267,0.06292818,0.36276690,0.02216835,0.05649005,0.19966337,0.00000000
-4.93746873,0.42320416,0.01645048,0.07167648,0.41184202,0.02519052,0.06370576,0.22534868,0.00000000
-4.93146573,0.47627681,0.01816202,0.08113781,0.46473635,0.02844548,0.07133725,0.25281516,0.00000000
-4.92546273,0.53275836,0.01992103,0.09128106,0.52123991,0.03191790,0.07932004,0.28192439,0.00000000
-4.91945973,0.59233651,0.02170889,0.10206090,0.58106525,0.03558721,0.08757438,0.31249967,0.00000000
-4.91345673,0.65462385,0.02350503,0.11341775,0.64384767,0.03942758,0.09600604,0.34432718,0.00000000
-4.90745373,0.71916188,0.02528731,0.12527807,0.70914808,0.04340810,0.10450757,0.37715862,0.00000000
-4.90145073,0.78542749,0.02703260,0.13755516,0.77645855,0.04749326,0.11296037,0.41071513,0.00000000
-4.89544772,0.85284208,0.02871735,0.15015045,0.84521045,0.05164349,0.12123724,0.44469245,0.00000000
-4.88944472,0.92078272,0.03031831,0.16295514,0.91478471,0.05581596,0.12920559,0.47876710,0.00000000
-4.88344172,0.98859503,0.03181318,0.17585223,0.98452406,0.05996549,0.13673106,0.51260341,0.00000000
-4.87743872,1.05560726,0.03318138,0.18871875,1.05374645,0.06404560,0.14368155,0.54586092,0.00000000
-4.87143572,1.12114486,0.03440472,0.20142821,1.12175929,0.06800960,0.14993143,0.57820211,0.00000000
-4.86543272,1.18454506,0.03546806,0.21385301,1.18787376,0.07181174,0.15536582,0.60929982,0.00000000
-4.85942971,1.24517071,0.03635991,0.22586683,1.25141857,0.07540829,0.15988473,0.63884432,0.00000000
-4.85342671,1.30242288,0.03707289,0.23734690,1.31175278,0.07875858,0.16340683,0.66654955,0.00000000
-4.84742371,1.35575183,0.03760415,0.24817599,1.36827698,0.08182594,0.16587288,0.69215846,0.00000000
-4.84142071,1.40466591,0.03795562,0.25824406,1.42044272,0.08457846,0.16724839,0.71544712,0.00000000
-4.83541771,1.44873831,0.03813412,0.26744970,1.46775980,0.08698961,0.16752556,0.73622777,0.00000000
-4.82941471,1.48761164,0.03815137,0.27570115,1.50980160,0.08903866,0.16672441,0.75435056,0.00000000
-4.82341171,1.52100034,0.03802382,0.28291698,1.54620831,0.09071091,0.16489291,0.76970422,0.00000000
-4.81740870,1.54869134,0.03777243,0.28902663,1.57668852,0.09199777,0.16210624,0.78221577,0.00000000
-4.81140570,1.57054319,0.03742220,0.29397058,1.60101938,0.09289663,0.15846513,0.79184945,0.00000000
-4.80540270,1.58648406,0.03700176,0.29770050,1.61904574,0.09341061,0.15409330,0.79860503,0.00000000
-4.79939970,1.59650914,0.03654275,0.30017929,1.63067868,0.09354821,0.14913420,0.80251582,0.00000000
-4.79339670,1.60067754,0.03607917,0.30138112,1.63589374,0.09332288,0.14374714,0.80364653,0.00000000
-4.78739370,1.59910929,0.03564664,0.30129152,1.63472932,0.09275247,0.13810283,0.80209103,0.00000000
-4.78139070,1.59198236,0.03528166,0.29990754,1.62728511,0.09185876,0.13237867,0.79797033,0.00000000
-4.77538769,1.57952992,0.03502079,0.29723803,1.61372093,0.09066686,0.12675384,0.79143053,0.00000000
-4.76938469,1.56203772,0.03489980,0.29330394,1.59425575,0.08920469,0.12140438,0.78264101,0.00000000
-4.76338169,1.53984143,0.03495285,0.28813870,1.56916666,0.08750248,0.11649831,0.77179251,0.00000000
-4.75737869,1.51332362,0.03521157,0.28178850,1.53878764,0.08559219,0.11219116,0.75909519,0.00000000
-4.75137569,1.48291026,0.03570426,0.27431251,1.50350765,0.08350704,0.10862170,0.74477633,0.00000000
-4.74537269,1.44906620,0.03645501,0.26578287,1.46376775,0.08128101,0.10590827,0.72907773,0.00000000
-4.73936968,1.41228953,0.03748290,0.25628441,1.42005696,0.07894829,0.10414562,0.71225252,0.00000000
-4.73336668,1.37310465,0.03880127,0.24591408,1.37290649,0.07654280,0.10340233,0.69456138,0.00000000
-4.72736368,1.33205391,0.04041705,0.23477990,1.32288234,0.07409763,0.10371897,0.67626820,0.00000000
-4.72136068,1.28968800,0.04233021,0.22299961,1.27057621,0.07164454,0.10510698,0.65763521,0.00000000
-4.71535768,1.24655533,0.04453340,0.21069885,1.21659487,0.06921339,0.10754823,0.63891770,0.00000000
-4.70935468,1.20319080,0.04701171,0.19800899,1.16154837,0.06683169,0.11099537,0.62035864,0.00000000
-4.70335168,1.16010443,0.04974273,0.18506471,1.10603754,0.06452411,0.11537302,0.60218341,0.00000000
-4.69734867,1.11777059,0.05269675,0.17200132,1.05064129,0.06231210,0.12057964,0.58459497,0.00000000
-4.69134567,1.07661832,0.05583738,0.15895203,0.99590439,0.06021356,0.12649019,0.56776980,0.00000000
-4.68534267,1.03702342,0.05912225,0.14604518,0.94232631,0.05824271,0.13295948,0.55185497,0.00000000
-4.67933967,0.99930287,0.06250418,0.13340172,0.89035189,0.05641002,0.13982618,0.53696647,0.00000000
-4.67333667,0.96371196,0.06593248,0.12113281,0.84036401,0.05472229,0.14691738,0.52318914,0.00000000
-4.66733367,0.93044434,0.06935448,0.10933789,0.79267910,0.05318295,0.15405362,0.51057809,0.00000000
-4.66133067,0.89963507,0.07271729,0.09810311,0.74754525,0.05179245,0.16105419,0.49916176,0.00000000
-4.65532766,0.87136647,0.07596958,0.08750029,0.70514328,0.05054877,0.16774264,0.48894635,0.00000000
-4.64932466,0.84567634,0.07906344,0.07758633,0.66559052,0.04944809,0.17395221,0.47992137,0.00000000
-4.64332166,0.82256806,0.08195611,0.06840325,0.62894690,0.04848548,0.17953112,0.47206602,0.00000000
-4.63731866,0.80202179,0.08461163,0.05997853,0.59522305,0.04765563,0.18434731,0.46535585,0.00000000
-4.63131566,0.78400597,0.08700214,0.05232608,0.56438965,0.04695355,0.18829276,0.45976937,0.00000000
-4.62531266,0.76848835,0.08910895,0.04544738,0.53638759,0.04637521,0.19128685,0.45529397,0.00000000
-4.61930965,0.75544558,0.09092317,0.03933305,0.51113802,0.04591806,0.19327890,0.45193083,0.00000000
-4.61330665,0.74487088,0.09244586,0.03396451,0.48855197,0.04558136,0.19424959,0.44969840,0.00000000
-4.60730365,0.73677895,0.09368782,0.02931574,0.46853863,0.04536642,0.19421130,0.44863405,0.00000000
-4.60130065,0.73120801,0.09466881,0.02535511,0.45101217,0.04527653,0.19320722,0.44879393,0.00000000
-4.59529765,0.72821853,0.09541647,0.02204699,0.43589652,0.04531676,0.19130942,0.45025078,0.00000000
-4.58929465,0.72788902,0.09596472,0.01935339,0.42312802,0.04549353,0.18861576,0.45308991,0.00000000
-4.58329165,0.73030884,0.09635205,0.01723523,0.41265608,0.04581402,0.18524594,0.45740358,0.00000000
-4.57728864,0.73556880,0.09661945,0.01565345,0.40444164,0.04628545,0.18133678,0.46328405,0.00000000
-4.57128564,0.74375008,0.09680844,0.01456986,0.39845409,0.04691425,0.17703686,0.47081584,0.00000000
-4.56528264,0.75491219,0.09695900,0.01394766,0.39466668,0.04770518,0.17250088,0.48006757,0.00000000
-4.55927964,0.76908095,0.09710775,0.01375173,0.39305105,0.04866049,0.16788391,0.49108409,0.00000000
-4.55327664,0.78623718,0.09728637,0.01394865,0.39357127,0.04977913,0.16333573,0.50387922,0.00000000
-4.54727364,0.80630698,0.09752034,0.01450653,0.39617793,0.05105607,0.15899555,0.51842971,0.00000000
-4.54127064,0.82915423,0.09782813,0.01539464,0.40080262,0.05248177,0.15498724,0.53467074,0.00000000
-4.53526763,0.85457581,0.09822086,0.01658294,0.40735331,0.05404188,0.15141536,0.55249328,0.00000000
-4.52926463,0.88229989,0.09870228,0.01804149,0.41571085,0.05571713,0.14836196,0.57174348,0.00000000
-4.52326163,0.91198750,0.09926933,0.01973991,0.42572686,0.05748346,0.14588436,0.59222411,0.00000000
-4.51725863,0.94323718,0.09991297,0.02164677,0.43722305,0.05931237,0.14401397,0.61369795,0.00000000
-4.51125563,0.97559257,0.10061929,0.02372919,0.44999211,0.06117146,0.14275602,0.63589294,0.00000000
-4.50525263,1.00855246,0.10137085,0.02595242,0.46379996,0.06302524,0.14209034,0.65850880,0.00000000
-4.49924962,1.04158276,0.10214805,0.02827968,0.47838931,0.06483598,0.14197299,0.68122465,0.00000000
-4.49324662,1.07412981,0.10293053,0.03067212,0.49348418,0.06656479,0.14233868,0.70370729,0.00000000
