energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.06952646,0.00004294,0.03224042,0.00001140,0.00868720,0.02484936,0.02567997
-5.99399700,0.06885050,0.00005487,0.03193717,0.00001466,0.00871122,0.02407149,0.02564690
-5.98799400,0.06880114,0.00006962,0.03192606,0.00001871,0.00883250,0.02342154,0.02588369
-5.98199100,0.06955939,0.00008771,0.03229104,0.00002371,0.00907637,0.02295037,0.02646248
-5.97598799,0.07131197,0.00010972,0.03311864,0.00002984,0.00946918,0.02270945,0.02745795
-5.96998499,0.07424854,0.00013627,0.03449661,0.00003727,0.01003798,0.02274994,0.02894621
-5.96398199,0.07855853,0.00016804,0.03651237,0.00004623,0.01081009,0.02312186,0.03100343
-5.95797899,0.08442755,0.00020575,0.03925130,0.00005692,0.01181268,0.02387309,0.03370436
-5.95197599,0.09203337,0.00025014,0.04279478,0.00006959,0.01307218,0.02504835,0.03712049
-5.94597299,0.10154142,0.00030195,0.04721798,0.00008447,0.01461376,0.02668814,0.04131814
-5.93996998,0.11309989,0.00036190,0.05258750,0.00010180,0.01646062,0.02882760,0.04635626
-5.93396698,0.12683448,0.00043067,0.05895877,0.00012180,0.01863336,0.03149525,0.05228405
-5.92796398,0.14284290,0.00050888,0.06637337,0.00014469,0.02114922,0.03471181,0.05913853
-5.92196098,0.16118933,0.00059702,0.07485632,0.00017065,0.02402142,0.03848890,0.06694200
-5.91595798,0.18189894,0.00069546,0.08441336,0.00019983,0.02725841,0.04282787,0.07569957
-5.90995498,0.20495290,0.00080438,0.09502856,0.00023234,0.03086326,0.04771868,0.08539693
-5.90395198,0.23028395,0.00092376,0.10666210,0.00026819,0.03483310,0.05313892,0.09599831
-5.89794897,0.25777301,0.00105332,0.11924861,0.00030738,0.03915873,0.05905313,0.10744497
-5.89194597,0.28724701,0.00119255,0.13269616,0.00034979,0.04382431,0.06541236,0.11965419
-5.88594297,0.31847829,0.00134062,0.14688600,0.00039522,0.04880732,0.07215411,0.13251905
-5.87993997,0.35118577,0.00149640,0.16167313,0.00044338,0.05407867,0.07920273,0.14590897
-5.87393697,0.38503805,0.00165846,0.17688800,0.00049389,0.05960307,0.08647028,0.15967118
-5.86793397,0.41965859,0.00182509,0.19233912,0.00054628,0.06533959,0.09385794,0.17363310
-5.86193097,0.45463293,0.00199430,0.20781679,0.00059998,0.07124244,0.10125788,0.18760576
-5.85592796,0.48951779,0.00216386,0.22309783,0.00065435,0.07726196,0.10855570,0.20138802
-5.84992496,0.52385195,0.00233137,0.23795115,0.00070869,0.08334573,0.11563328,0.21477169
-5.84392196,0.55716849,0.00249429,0.25214417,0.00076226,0.08943982,0.12237202,0.22754732
-5.83791896,0.58900801,0.00265002,0.26544963,0.00081427,0.09549006,0.12865638,0.23951040
-5.83191596,0.61893231,0.00279602,0.27765282,0.00086396,0.10144335,0.13437759,0.25046786
-5.82591296,0.64653814,0.00292984,0.28855874,0.00091059,0.10724890,0.13943731,0.26024465
-5.81990995,0.67147019,0.00304923,0.29799903,0.00095348,0.11285937,0.14375125,0.26868990
-5.81390695,0.69343313,0.00315224,0.30583824,0.00099205,0.11823189,0.14725245,0.27568273
-5.80790395,0.71220186,0.00323731,0.31197939,0.00102584,0.12332889,0.14989422,0.28113715
-5.80190095,0.72762988,0.00330332,0.31636833,0.00105452,0.12811868,0.15165239,0.28500609
-5.79589795,0.73965510,0.00334965,0.31899685,0.00107795,0.13257600,0.15252708,0.28728413
-5.78989495,0.74830318,0.00337627,0.31990441,0.00109618,0.13668214,0.15254357,0.28800911
-5.78389195,0.75368807,0.00338373,0.31917825,0.00110946,0.14042514,0.15175246,0.28726215
-5.77788894,0.75600990,0.00337320,0.31695208,0.00111828,0.14379962,0.15022898,0.28516647
-5.77188594,0.75555016,0.00334643,0.31340318,0.00112331,0.14680666,0.14807153,0.28188476
-5.76588294,0.75266462,0.00330575,0.30874820,0.00112546,0.14945349,0.14539939,0.27761530
-5.75987994,0.74777396,0.00325400,0.30323762,0.00112582,0.15175316,0.14234982,0.27258692
-5.75387694,0.74135273,0.00319445,0.29714920,0.00112567,0.15372419,0.13907444,0.26705310
-5.74787394,0.73391672,0.00313075,0.29078057,0.00112643,0.15539011,0.13573525,0.26128512
-5.74187094,0.72600934,0.00306678,0.28444110,0.00112962,0.15677905,0.13250013,0.25556482
-5.73586793,0.71818710,0.00300657,0.27844353,0.00113684,0.15792317,0.12953818,0.25017683
-5.72986493,0.71100477,0.00295415,0.27309522,0.00114972,0.15885816,0.12701490,0.24540076
-5.72386193,0.70500034,0.00291345,0.26868963,0.00116985,0.15962248,0.12508734,0.24150335
-5.71785893,0.70068021,0.00288814,0.26549791,0.00119874,0.16025654,0.12389948,0.23873089
-5.71185593,0.69850469,0.00288152,0.26376099,0.00123776,0.16080177,0.12357768,0.23730204
-5.70585293,0.69887437,0.00289642,0.26368233,0.00128811,0.16129943,0.12422668,0.23740116
-5.69984992,0.70211737,0.00293506,0.26542135,0.00135074,0.16178930,0.12592591,0.23917245
-5.69384692,0.70847798,0.00299898,0.26908797,0.00142632,0.16230828,0.12872646,0.24271490
-5.68784392,0.71810686,0.00308894,0.27473814,0.00151519,0.16288880,0.13264872,0.24807827
-5.68184092,0.73105332,0.00320493,0.28237073,0.00161733,0.16355731,0.13768070,0.25526026
-5.67583792,0.74725988,0.00334605,0.29192577,0.00173234,0.16433276,0.14377731,0.26420489
-5.66983492,0.76655962,0.00351059,0.30328423,0.00185942,0.16522530,0.15086043,0.27480230
-5.66383192,0.78867656,0.00369598,0.31626943,0.00199737,0.16623521,0.15882005,0.28689008
-5.65782891,0.81322940,0.00389890,0.33065016,0.00214460,0.16735228,0.16751628,0.30025604
-5.65182591,0.83973879,0.00411532,0.34614545,0.00229916,0.16855559,0.17678247,0.31464259
-5.64582291,0.86763826,0.00434061,0.36243105,0.00245877,0.16981393,0.18642920,0.32975268
-5.63981991,0.89628860,0.00456968,0.37914750,0.00262086,0.17108678,0.19624913,0.34525705
-5.63381691,0.92499563,0.00479708,0.39590954,0.00278266,0.17232593,0.20602270,0.36080290
-5.62781391,0.95303080,0.00501720,0.41231677,0.00294123,0.17347768,0.21552435,0.37602350
-5.62181091,0.97965397,0.00522444,0.42796504,0.00309356,0.17448557,0.22452922,0.39054867
-5.61580790,1.00413772,0.00541334,0.44245843,0.00323666,0.17529354,0.23282001,0.40401563
-5.60980490,1.02579223,0.00557879,0.45542120,0.00336762,0.17584931,0.24019377,0.41607992
-5.60380190,1.04398956,0.00571618,0.46650939,0.00348373,0.17610788,0.24646839,0.42642596
-5.59779890,1.05818653,0.00582153,0.47542152,0.00358251,0.17603488,0.25148849,0.43477685
-5.59179590,1.06794491,0.00589165,0.48190802,0.00366183,0.17560962,0.25513045,0.44090296
-5.58579290,1.07294808,0.00592419,0.48577892,0.00371995,0.17482762,0.25730643,0.44462899
-5.57978989,1.07301327,0.00591774,0.48690953,0.00375555,0.17370245,0.25796705,0.44583915
-5.57378689,1.06809869,0.00587186,0.48524380,0.00376781,0.17226666,0.25710276,0.44448028
-5.56778389,1.05830521,0.00578708,0.48079520,0.00375638,0.17057180,0.25474374,0.44056272
-5.56178089,1.04387236,0.00566483,0.47364522,0.00372143,0.16868746,0.25095831,0.43415896
-5.55577789,1.02516877,0.00550744,0.46393932,0.00366360,0.16669913,0.24585000,0.42540002
-5.54977489,1.00267742,0.00531797,0.45188080,0.00358397,0.16470528,0.23955332,0.41446991
-5.54377189,0.97697642,0.00510017,0.43772266,0.00348404,0.16281344,0.23222845,0.40159826
-5.53776888,0.94871605,0.00485826,0.42175795,0.00336569,0.16113559,0.22405514,0.38705157
-5.53176588,0.91859323,0.00459682,0.40430899,0.00323105,0.15978311,0.21522598,0.37112345
-5.52576288,0.88732451,0.00432067,0.38571600,0.00308249,0.15886140,0.20593948,0.35412427
-5.51975988,0.85561872,0.00403463,0.36632562,0.00292255,0.15846450,0.19639312,0.33637068
-5.51375688,0.82415071,0.00374346,0.34647968,0.00275381,0.15866997,0.18677672,0.31817545
-5.50775388,0.79353705,0.00345167,0.32650490,0.00257889,0.15953431,0.17726648,0.29983803
-5.50175088,0.76431491,0.00316343,0.30670368,0.00240033,0.16108905,0.16801973,0.28163615
-5.49574787,0.73692490,0.00288249,0.28734641,0.00222056,0.16333794,0.15917081,0.26381880
-5.48974487,0.71169852,0.00261208,0.26866555,0.00204184,0.16625513,0.15082791,0.24660070
-5.48374187,0.68885063,0.00235486,0.25085146,0.00186622,0.16978473,0.14307134,0.23015858
-5.47773887,0.66847708,0.00211296,0.23405025,0.00169551,0.17384154,0.13595279,0.21462902
-5.47173587,0.65055757,0.00188790,0.21836340,0.00153127,0.17831326,0.12949597,0.20010811
-5.46573287,0.63496320,0.00168067,0.20384918,0.00137476,0.18306372,0.12369820,0.18665259
-5.45972986,0.62146845,0.00149175,0.19052552,0.00122700,0.18793745,0.11853305,0.17428248
-5.45372686,0.60976676,0.00132117,0.17837431,0.00108873,0.19276496,0.11395368,0.16298478
-5.44772386,0.59948889,0.00116856,0.16734659,0.00096045,0.19736893,0.10989691,0.15271826
-5.44172086,0.59022327,0.00103322,0.15736858,0.00084240,0.20157065,0.10628756,0.14341877
-5.43571786,0.58153722,0.00091425,0.14834805,0.00073464,0.20519678,0.10304303,0.13500504
-5.42971486,0.57299829,0.00081055,0.14018090,0.00063703,0.20808585,0.10007793,0.12738456
-5.42371186,0.56419464,0.00072092,0.13275751,0.00054928,0.21009445,0.09730846,0.12045939
-5.41770885,0.55475373,0.00064418,0.12596881,0.00047099,0.21110264,0.09465641,0.11413161
-5.41170585,0.54435865,0.00057916,0.11971176,0.00040163,0.21101859,0.09205279,0.10830826
-5.40570285,0.53276150,0.00052479,0.11389405,0.00034063,0.20978200,0.08944079,0.10290570
-5.39969985,0.51979349,0.00048018,0.10843807,0.00028734,0.20736639,0.08677810,0.09785316
-5.39369685,0.50537154,0.00044463,0.10328399,0.00024112,0.20378016,0.08403863,0.09309552
-5.38769385,0.48950133,0.00041766,0.09839189,0.00020128,0.19906627,0.08121346,0.08859533
-5.38169085,0.47227700,0.00039909,0.09374309,0.00016718,0.19330081,0.07831119,0.08433404
-5.37568784,0.45387768,0.00038900,0.08934066,0.00013817,0.18659045,0.07535769,0.08031242
-5.36968484,0.43456136,0.00038784,0.08520917,0.00011366,0.17906889,0.07239535,0.07655041
-5.36368184,0.41465647,0.00039634,0.08139387,0.00009307,0.17089266,0.06948181,0.07308637
-5.35767884,0.39455170,0.00041560,0.07795927,0.00007589,0.16223631,0.06668842,0.06997578
-5.35167584,0.37468465,0.00044709,0.07498729,0.00006165,0.15328735,0.06409835,0.06728968
-5.34567284,0.35552984,0.00049259,0.07257515,0.00004993,0.14424107,0.06180460,0.06511260
-5.33966983,0.33758639,0.00055425,0.07083288,0.00004035,0.13529546,0.05990781,0.06354050
-5.33366683,0.32136600,0.00063454,0.06988077,0.00003259,0.12664647,0.05851402,0.06267830
-5.32766383,0.30738138,0.00073623,0.06984657,0.00002639,0.11848368,0.05773251,0.06263753
-5.32166083,0.29613547,0.00086235,0.07086264,0.00002152,0.11098645,0.05767349,0.06353373
-5.31565783,0.28811155,0.00101615,0.07306309,0.00001782,0.10432079,0.05844605,0.06548388
-5.30965483,0.28376431,0.00120102,0.07658076,0.00001515,0.09863673,0.06015592,0.06860388
-5.30365183,0.28351202,0.00142041,0.08154429,0.00001346,0.09406637,0.06290354,0.07300591
-5.29764882,0.28772961,0.00167777,0.08807506,0.00001271,0.09072257,0.06678203,0.07879595
-5.29164582,0.29674272,0.00197636,0.09628435,0.00001297,0.08869805,0.07187530,0.08607134
-5.28564282,0.31082273,0.00231923,0.10627036,0.00001433,0.08806512,0.07825633,0.09491838
-5.27963982,0.33018268,0.00270898,0.11811558,0.00001700,0.08887564,0.08598549,0.10541023
-5.27363682,0.35497402,0.00314771,0.13188426,0.00002127,0.09116149,0.09510909,0.11760493
-5.26763382,0.38528443,0.00363679,0.14762020,0.00002753,0.09493518,0.10565811,0.13154379
-5.26163082,0.42113664,0.00417680,0.16534506,0.00003634,0.10019080,0.11764723,0.14725010
-5.25562781,0.46248832,0.00476736,0.18505704,0.00004840,0.10690507,0.13107420,0.16472835
-5.24962481,0.50923325,0.00540702,0.20673034,0.00006462,0.11503862,0.14591944,0.18396390
-5.24362181,0.56120384,0.00609321,0.23031514,0.00008614,0.12453744,0.16214625,0.20492322
-5.23761881,0.61817495,0.00682215,0.25573853,0.00011440,0.13533434,0.17970126,0.22755471
-5.23161581,0.67986915,0.00758888,0.28290599,0.00015114,0.14735070,0.19851538,0.25179011
-5.22561281,0.74596333,0.00838730,0.31170381,0.00019851,0.16049817,0.21850521,0.27754631
-5.21960980,0.81609638,0.00921023,0.34200207,0.00025907,0.17468056,0.23957466,0.30472771
-5.21360680,0.88987788,0.01004957,0.37365817,0.00033587,0.18979570,0.26161700,0.33322880
-5.20760380,0.96689737,0.01089645,0.40652078,0.00043250,0.20573731,0.28451693,0.36293695
-5.20160080,1.04673375,0.01174152,0.44043397,0.00055312,0.22239683,0.30815289,0.39373511
-5.19559780,1.12896452,0.01257514,0.47524124,0.00070251,0.23966517,0.33239912,0.42550437
-5.18959480,1.21317417,0.01338770,0.51078928,0.00088607,0.25743422,0.35712769,0.45812611
-5.18359180,1.29896144,0.01416991,0.54693123,0.00110984,0.27559817,0.38221017,0.49148360
-5.17758879,1.38594494,0.01491308,0.58352908,0.00138047,0.29405461,0.40751888,0.52546289
-5.17158579,1.47376686,0.01560941,0.62045528,0.00170518,0.31270530,0.43292782,0.55995302
-5.16558279,1.56209443,0.01625224,0.65759316,0.00209166,0.33145664,0.45831302,0.59484537
-5.15957979,1.65061929,0.01683622,0.69483633,0.00254796,0.35021988,0.48355257,0.63003228
-5.15357679,1.73905469,0.01735752,0.73208695,0.00308232,0.36891114,0.50852623,0.66540501
-5.14757379,1.82713080,0.01781384,0.76925308,0.00370299,0.38745117,0.53311482,0.70085117
-5.14157079,1.91458853,0.01820448,0.80624511,0.00441800,0.40576512,0.55719952,0.73625193
-5.13556778,2.00117249,0.01853028,0.84297173,0.00523483,0.42378219,0.58066118,0.77147909
-5.12956478,2.08662349,0.01879347,0.87933557,0.00616018,0.44143547,0.60337991,0.80639248
-5.12356178,2.17067135,0.01899753,0.91522886,0.00719960,0.45866191,0.62523500,0.84083776
-5.11755878,2.25302873,0.01914694,0.95052956,0.00835715,0.47540251,0.64610539,0.87464503
-5.11155578,2.33338639,0.01924691,0.98509813,0.00963510,0.49160276,0.66587071,0.90762838
-5.10555278,2.41141057,0.01930309,1.01877532,0.01103359,0.50721348,0.68441302,0.93958660
-5.09954977,2.48674276,0.01932128,1.05138125,0.01255035,0.52219175,0.70161911,0.97030503
-5.09354677,2.55900204,0.01930716,1.08271585,0.01418044,0.53650224,0.71738349,0.99955879
-5.08754377,2.62779015,0.01926598,1.11256090,0.01591616,0.55011848,0.73161171,1.02711703
-5.08154077,2.69269900,0.01920236,1.14068352,0.01774689,0.56302429,0.74422403,1.05274835
-5.07553777,2.75332044,0.01912013,1.16684114,0.01965915,0.57521500,0.75515910,1.07622697
-5.06953477,2.80925772,0.01902216,1.19078774,0.02163670,0.58669846,0.76437755,1.09733953
-5.06353177,2.86013824,0.01891036,1.21228109,0.02366073,0.59749571,0.77186508,1.11589210
-5.05752876,2.90562672,0.01878561,1.23109071,0.02571026,0.60764122,0.77763498,1.13171720
-5.05152576,2.94543840,0.01864787,1.24700621,0.02776250,0.61718251,0.78172985,1.14468031
-5.04552276,2.97935144,0.01849625,1.25984553,0.02979341,0.62617938,0.78422237,1.15468578
-5.03951976,3.00721794,0.01832918,1.26946281,0.03177825,0.63470259,0.78521500,1.16168166
-5.03351676,3.02897327,0.01814458,1.27575542,0.03369229,0.64283205,0.78483864,1.16566329
-5.02751376,3.04464306,0.01794004,1.27866983,0.03551139,0.65065487,0.78325036,1.16667545
-5.02151076,3.05434782,0.01771307,1.27820600,0.03721275,0.65826316,0.78063015,1.16481304
-5.01550775,3.05830502,0.01746125,1.27442010,0.03877555,0.66575194,0.77717699,1.16022001
-5.00950475,3.05682856,0.01718244,1.26742536,0.04018150,0.67321735,0.77310439,1.15308689
-5.00350175,3.05032598,0.01687497,1.25739096,0.04141544,0.68075520,0.76863565,1.14364666
-4.99749875,3.03929336,0.01653769,1.24453903,0.04246574,0.68846025,0.76399903,1.13216949
-4.99149575,3.02430846,0.01617016,1.22913983,0.04332463,0.69642611,0.75942309,1.11895614
-4.98549275,3.00602220,0.01577264,1.21150524,0.04398844,0.70474593,0.75513241,1.10433065
-4.97948974,2.98514891,0.01534612,1.19198091,0.04445771,0.71351372,0.75134373,1.08863232
-4.97348674,2.96245546,0.01489235,1.17093728,0.04473710,0.72282634,0.74826272,1.07220733
-4.96748374,2.93874960,0.01441372,1.14875983,0.04483534,0.73278575,0.74608131,1.05540039
-4.96148074,2.91486741,0.01391324,1.12583901,0.04476491,0.74350136,0.74497557,1.03854648
-4.95547774,2.89166006,0.01339443,1.10256006,0.04454171,0.75509201,0.74510407,1.02196305
-4.94947474,2.86997965,0.01286120,1.07929326,0.04418467,0.76768734,0.74660650,1.00594293
-4.94347174,2.85066406,0.01231775,1.05638481,0.04371521,0.78142794,0.74960248,0.99074792
-4.93746873,2.83452068,0.01176843,1.03414861,0.04315672,0.79646409,0.75419020,0.97660337
-4.93146573,2.82230891,0.01121763,1.01285929,0.04253397,0.81295261,0.76044498,0.96369372
-4.92546273,2.81472138,0.01066970,0.99274655,0.04187251,0.83105179,0.76841728,0.95215912
-4.91945973,2.81236397,0.01012879,0.97399093,0.04119804,0.85091416,0.77813039,0.94209305
-4.91345673,2.81573501,0.00959881,0.95672115,0.04053583,0.87267734,0.78957752,0.93354100
-4.90745373,2.82520400,0.00908332,0.94101289,0.03991012,0.89645307,0.80271851,0.92650016
-4.90145073,2.84099061,0.00858550,0.92688905,0.03934353,0.92231508,0.81747631,0.92092008
-4.89544772,2.86314494,0.00810807,0.91432140,0.03885657,0.95028621,0.83373335,0.91670421
-4.88944472,2.89152997,0.00765328,0.90323340,0.03846715,0.98032565,0.85132825,0.91371245
-4.88344172,2.92580758,0.00722289,0.89350426,0.03819019,1.01231712,0.87005313,0.91176437
-4.87743872,2.96542925,0.00681813,0.88497385,0.03803725,1.04605893,0.88965199,0.91064346
-4.87143572,3.00963280,0.00643974,0.87744847,0.03801630,1.08125674,0.90982050,0.91010203
-4.86543272,3.05744609,0.00608798,0.87070728,0.03813151,1.11751986,0.93020750,0.90986693
-4.85942971,3.10769859,0.00576262,0.86450910,0.03838321,1.15436175,0.95041867,0.90964590
-4.85342671,3.15904132,0.00546303,0.85859967,0.03876790,1.19120520,0.97002225,0.90913463
-4.84742371,3.20997502,0.00518816,0.85271887,0.03927833,1.22739234,0.98855719,0.90802422
-4.84142071,3.25888637,0.00493664,0.84660799,0.03990375,1.26219940,1.00554334,0.90600901
-4.83541771,3.30409112,0.00470682,0.84001668,0.04063019,1.29485597,1.02049359,0.90279465
-4.82941471,3.34388282,0.00449682,0.83270955,0.04144082,1.32456788,1.03292756,0.89810603
-4.82341171,3.37658537,0.00430461,0.82447210,0.04231641,1.35054301,1.04238620,0.89169491
-4.81740870,3.40060714,0.00412806,0.81511590,0.04323581,1.37201869,1.04844685,0.88334708
-4.81140570,3.41449441,0.00396501,0.80448287,0.04417645,1.38828957,1.05073788,0.87288855
-4.80540270,3.41698164,0.00381332,0.79244850,0.04511490,1.39873456,1.04895240,0.86019076
-4.79939970,3.40703625,0.00367095,0.77892393,0.04602743,1.40284152,1.04286014,0.84517448
-4.79339670,3.38389593,0.00353599,0.76385693,0.04689048,1.40022842,1.03231710,0.82781218
-4.78739370,3.34709659,0.00340671,0.74723165,0.04768124,1.39066010,1.01727233,0.80812882
-4.78139070,3.29648978,0.00328156,0.72906729,0.04837806,1.37405961,0.99777148,0.78620111
-4.77538769,3.23224899,0.00315925,0.70941583,0.04896089,1.35051377,0.97395701,0.76215507
