energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-2.84242121,2.15910716,1.71359240,1.12385027,0.00057851,0.11688828,0.69437249,0.00000000,0.23084817,0.23755902
-2.83641821,2.04493401,1.62356096,1.08205098,0.00054181,0.10980542,0.64708457,0.00000000,0.21400366,0.22172534
-2.83041521,1.92912271,1.53142134,1.03929017,0.00050421,0.10260100,0.59975178,0.00000000,0.19714583,0.20576315
-2.82441221,1.81308354,1.43838044,0.99610050,0.00046621,0.09536255,0.55292068,0.00000000,0.18047571,0.18986089
-2.81840920,1.69810570,1.34556766,0.95295638,0.00042827,0.08817161,0.50708499,0.00000000,0.16417614,0.17419238
-2.81240620,1.58533409,1.25401088,0.91026523,0.00039085,0.08110226,0.46267796,0.00000000,0.14840865,0.15891383
-2.80640320,1.47575289,1.16461753,0.86836224,0.00035435,0.07422012,0.42006730,0.00000000,0.13331127,0.14416163
-2.80040020,1.37017597,1.07816139,0.82750835,0.00031912,0.06758159,0.37955242,0.00000000,0.11899724,0.13005083
-2.79439720,1.26924390,0.99527512,0.78789156,0.00028547,0.06123352,0.34136411,0.00000000,0.10555451,0.11667451
-2.78839420,1.17342731,0.91644826,0.74963100,0.00025365,0.05521311,0.30566625,0.00000000,0.09304622,0.10410372
-2.78239120,1.08303555,0.84203049,0.71278353,0.00022386,0.04954817,0.27255947,0.00000000,0.08151171,0.09238825
-2.77638819,0.99823007,0.77223929,0.67735223,0.00019622,0.04425759,0.24208620,0.00000000,0.07096834,0.08155782
-2.77038519,0.91904127,0.70717146,0.64329627,0.00017083,0.03935205,0.21423707,0.00000000,0.06141363,0.07162385
-2.76438219,0.84538790,0.64681744,0.61054154,0.00014770,0.03483480,0.18895800,0.00000000,0.05282784,0.06258152
-2.75837919,0.77709781,0.59107763,0.57899152,0.00012684,0.03070264,0.16615773,0.00000000,0.04517679,0.05441207
-2.75237619,0.71392916,0.53977975,0.54853787,0.00010818,0.02694689,0.14571558,0.00000000,0.03841468,0.04708533
-2.74637319,0.65559109,0.49269640,0.51907014,0.00009165,0.02355436,0.12748884,0.00000000,0.03248699,0.04056213
-2.74037019,0.60176314,0.44956207,0.49048451,0.00007713,0.02050839,0.11131991,0.00000000,0.02733321,0.03479682
-2.73436718,0.55211280,0.41008903,0.46269102,0.00006449,0.01778971,0.09704267,0.00000000,0.02288936,0.02973957
-2.72836418,0.50631081,0.37398138,0.43561926,0.00005360,0.01537737,0.08448814,0.00000000,0.01909032,0.02533852
-2.72236118,0.46404384,0.34094731,0.40922247,0.00004431,0.01324943,0.07348930,0.00000000,0.01587181,0.02154178
-2.71635818,0.42502460,0.31070897,0.38347994,0.00003647,0.01138371,0.06388500,0.00000000,0.01317210,0.01829912
-2.71035518,0.38899933,0.28301017,0.35839800,0.00002995,0.00975831,0.05552298,0.00000000,0.01093336,0.01556350
-2.70435218,0.35575290,0.25762185,0.33400958,0.00002461,0.00835212,0.04826211,0.00000000,0.00910282,0.01329232
-2.69834917,0.32511173,0.23434554,0.31037275,0.00002034,0.00714520,0.04197387,0.00000000,0.00763350,0.01144854
-2.69234617,0.29694489,0.21301497,0.28756826,0.00001702,0.00611907,0.03654312,0.00000000,0.00648483,0.01000146
-2.68634317,0.27116364,0.19349624,0.26569658,0.00001459,0.00525694,0.03186837,0.00000000,0.00562296,0.00892752
-2.68034017,0.24771992,0.17568668,0.24487454,0.00001297,0.00454386,0.02786164,0.00000000,0.00502093,0.00821075
-2.67433717,0.22660396,0.15951290,0.22523183,0.00001212,0.00396679,0.02444784,0.00000000,0.00465870,0.00784321
-2.66833417,0.20784135,0.14492820,0.20690761,0.00001202,0.00351465,0.02156407,0.00000000,0.00452300,0.00782528
-2.66233117,0.19148984,0.13190965,0.19004736,0.00001269,0.00317829,0.01915862,0.00000000,0.00460711,0.00816572
-2.65632816,0.17763602,0.12045504,0.17480013,0.00001415,0.00295043,0.01718993,0.00000000,0.00491053,0.00888173
-2.65032516,0.16639198,0.11057996,0.16131619,0.00001646,0.00282554,0.01562552,0.00000000,0.00543860,0.00999877
-2.64432216,0.15789201,0.10231495,0.14974519,0.00001971,0.00279970,0.01444090,0.00000000,0.00620197,0.01155019
-2.63831916,0.15228930,0.09570309,0.14023478,0.00002400,0.00287045,0.01361846,0.00000000,0.00721606,0.01357677
-2.63231616,0.14975265,0.09079775,0.13292961,0.00002945,0.00303652,0.01314650,0.00000000,0.00850035,0.01612587
-2.62631316,0.15046307,0.08766082,0.12797074,0.00003624,0.00329764,0.01301823,0.00000000,0.01007762,0.01925049
-2.62031016,0.15461011,0.08636106,0.12549519,0.00004452,0.00365424,0.01323083,0.00000000,0.01197307,0.02300788
-2.61430715,0.16238797,0.08697291,0.12563575,0.00005450,0.00410717,0.01378464,0.00000000,0.01421326,0.02745799
-2.60830415,0.17399115,0.08957531,0.12852074,0.00006637,0.00465736,0.01468226,0.00000000,0.01682507,0.03266151
-2.60230115,0.18960963,0.09425079,0.13427375,0.00008036,0.00530554,0.01592784,0.00000000,0.01983438,0.03867761
-2.59629815,0.20942368,0.10108458,0.14301327,0.00009667,0.00605187,0.01752632,0.00000000,0.02326475,0.04556148
-2.59029515,0.23359809,0.11016371,0.15485208,0.00011551,0.00689566,0.01948270,0.00000000,0.02713600,0.05336150
-2.58429215,0.26227618,0.12157619,0.16989645,0.00013708,0.00783501,0.02180145,0.00000000,0.03146276,0.06211636
-2.57828914,0.29557346,0.13540991,0.18824501,0.00016155,0.00886663,0.02448586,0.00000000,0.03625297,0.07185200
-2.57228614,0.33357134,0.15175161,0.20998740,0.00018906,0.00998552,0.02753752,0.00000000,0.04150647,0.08257866
-2.56628314,0.37631087,0.17068549,0.23520255,0.00021970,0.01118487,0.03095580,0.00000000,0.04721372,0.09428800
-2.56028014,0.42378701,0.19229174,0.26395678,0.00025351,0.01245592,0.03473745,0.00000000,0.05335465,0.10695058
-2.55427714,0.47594333,0.21664465,0.29630146,0.00029048,0.01378796,0.03887625,0.00000000,0.05989779,0.12051375
-2.54827414,0.53266769,0.24381051,0.33227053,0.00033049,0.01516837,0.04336269,0.00000000,0.06679971,0.13490016
-2.54227114,0.59378879,0.27384502,0.37187752,0.00037339,0.01658278,0.04818381,0.00000000,0.07400481,0.15000697
-2.53626813,0.65907401,0.30679033,0.41511239,0.00041891,0.01801530,0.05332306,0.00000000,0.08144557,0.16570595
-2.53026513,0.72822841,0.34267158,0.46193790,0.00046670,0.01944883,0.05876015,0.00000000,0.08904319,0.18184447
-2.52426213,0.80089503,0.38149284,0.51228567,0.00051632,0.02086545,0.06447112,0.00000000,0.09670881,0.19824753
-2.51825913,0.87665647,0.42323267,0.56605178,0.00056727,0.02224685,0.07042824,0.00000000,0.10434505,0.21472080
-2.51225613,0.95503763,0.46783907,0.62309216,0.00061893,0.02357481,0.07660010,0.00000000,0.11184813,0.23105459
-2.50625313,1.03550950,0.51522414,0.68321754,0.00067066,0.02483168,0.08295164,0.00000000,0.11911025,0.24702867
-2.50025013,1.11749383,0.56525840,0.74618841,0.00072173,0.02600090,0.08944415,0.00000000,0.12602236,0.26241792
-2.49424712,1.20036853,0.61776510,0.81170992,0.00077139,0.02706743,0.09603535,0.00000000,0.13247707,0.27699838
-2.48824412,1.28347366,0.67251478,0.87942714,0.00081887,0.02801812,0.10267944,0.00000000,0.13837175,0.29055368
-2.48224112,1.36611781,0.72922033,0.94892096,0.00086341,0.02884212,0.10932709,0.00000000,0.14361149,0.30288145
-2.47623812,1.44758482,0.78753304,1.01970500,0.00090426,0.02953105,0.11592564,0.00000000,0.14811195,0.31379953
-2.47023512,1.52714075,0.84703988,1.09122396,0.00094074,0.03007918,0.12241916,0.00000000,0.15180201,0.32315162
-2.46423212,1.60404116,0.90726268,1.16285390,0.00097222,0.03048347,0.12874873,0.00000000,0.15462584,0.33081212
-2.45822911,1.67753872,0.96765930,1.23390484,0.00099815,0.03074348,0.13485279,0.00000000,0.15654466,0.33669000
-2.45222611,1.74689119,1.02762739,1.30362604,0.00101811,0.03086124,0.14066763,0.00000000,0.15753780,0.34073139
-2.44622311,1.81136997,1.08651081,1.37121433,0.00103177,0.03084099,0.14612809,0.00000000,0.15760323,0.34292085
-2.44022011,1.87026921,1.14360892,1.43582557,0.00103894,0.03068885,0.15116840,0.00000000,0.15675735,0.34328125
-2.43421711,1.92291571,1.19818872,1.49658932,0.00103956,0.03041249,0.15572329,0.00000000,0.15503421,0.34187225
-2.42821411,1.96867946,1.24949971,1.55262651,0.00103369,0.03002075,0.15972920,0.00000000,0.15248418,0.33878741
-2.42221111,2.00698487,1.29679101,1.60306965,0.00102153,0.02952321,0.16312574,0.00000000,0.14917203,0.33415024
-2.41620810,2.03732257,1.33933046,1.64708529,0.00100339,0.02892988,0.16585729,0.00000000,0.14517462,0.32810922
-2.41020510,2.05926146,1.37642484,1.68389756,0.00097969,0.02825082,0.16787458,0.00000000,0.14057833,0.32083218
-2.40420210,2.07246074,1.40744056,1.71281237,0.00095094,0.02749592,0.16913642,0.00000000,0.13547626,0.31250024
-2.39819910,2.07668148,1.43182407,1.73324079,0.00091772,0.02667465,0.16961127,0.00000000,0.12996541,0.30330171
-2.39219610,2.07179726,1.44912090,1.74472098,0.00088069,0.02579592,0.16927875,0.00000000,0.12414393,0.29342616
-2.38619310,2.05780329,1.45899273,1.74693728,0.00084052,0.02486807,0.16813092,0.00000000,0.11810860,0.28305899
-2.38019010,2.03482368,1.46123150,1.73973577,0.00079792,0.02389879,0.16617327,0.00000000,0.11195254,0.27237673
-2.37418709,2.00311610,1.45577005,1.72313520,0.00075360,0.02289520,0.16342538,0.00000000,0.10576336,0.26154330
-2.36818409,1.96307372,1.44268866,1.69733294,0.00070826,0.02186397,0.15992123,0.00000000,0.09962171,0.25070724
-2.36218109,1.91522392,1.42221725,1.66270523,0.00066258,0.02081141,0.15570911,0.00000000,0.09360027,0.24000015
-2.35617809,1.86022373,1.39473307,1.61980195,0.00061719,0.01974362,0.15085111,0.00000000,0.08776325,0.22953618
-2.35017509,1.79885190,1.36075405,1.56933571,0.00057271,0.01866664,0.14542224,0.00000000,0.08216621,0.21941260
-2.34417209,1.73199781,1.32092792,1.51216596,0.00052969,0.01758659,0.13950927,0.00000000,0.07685644,0.20971130
-2.33816908,1.66064756,1.27601788,1.44927854,0.00048863,0.01650976,0.13320925,0.00000000,0.07187349,0.20050096
-2.33216608,1.58586751,1.22688506,1.38176180,0.00045000,0.01544269,0.12662790,0.00000000,0.06725008,0.19183990
-2.32616308,1.50878599,1.17446890,1.31078005,0.00041422,0.01439227,0.11987781,0.00000000,0.06301307,0.18377908
-2.32016008,1.43057367,1.11976583,1.23754562,0.00038165,0.01336573,0.11307676,0.00000000,0.05918464,0.17636530
-2.31415708,1.35242339,1.06380746,1.16329063,0.00035263,0.01237066,0.10634602,0.00000000,0.05578333,0.16964418
-2.30815408,1.27552992,1.00763872,1.08923949,0.00032746,0.01141497,0.09980883,0.00000000,0.05282513,0.16366281
-2.30215108,1.20107048,0.95229688,1.01658333,0.00030640,0.01050688,0.09358915,0.00000000,0.05032433,0.15847183
-2.29614807,1.13018648,0.89879195,0.94645693,0.00028971,0.00965487,0.08781063,0.00000000,0.04829426,0.15412688
-2.29014507,1.06396695,0.84808911,0.87991909,0.00027759,0.00886764,0.08259594,0.00000000,0.04674779,0.15068930
-2.28414207,1.00343411,0.80109329,0.81793681,0.00027026,0.00815406,0.07806633,0.00000000,0.04569756,0.14822600
-2.27813907,0.94953126,0.75863648,0.76137345,0.00026788,0.00752318,0.07434151,0.00000000,0.04515605,0.14680866
-2.27213607,0.90311316,0.72146753,0.71098107,0.00027062,0.00698417,0.07153979,0.00000000,0.04513537,0.14651206
-2.26613307,0.86493889,0.69024472,0.66739672,0.00027861,0.00654636,0.06977828,0.00000000,0.04564686,0.14741200
-2.26013007,0.83566711,0.66553089,0.63114230,0.00029196,0.00621919,0.06917331,0.00000000,0.04670065,0.14958254
-2.25412706,0.81585357,0.64779083,0.60262767,0.00031072,0.00601225,0.06984065,0.00000000,0.04830496,0.15309310
-2.24812406,0.80595049,0.63739092,0.58215626,0.00033494,0.00593527,0.07189569,0.00000000,0.05046554,0.15800532
-2.24212106,0.80630758,0.63460052,0.56993277,0.00036460,0.00599803,0.07545335,0.00000000,0.05318496,0.16436993
-2.23611806,0.81717435,0.63959488,0.56607204,0.00039963,0.00621039,0.08062757,0.00000000,0.05646208,0.17222385
-2.23011506,0.83870324,0.65245923,0.57060861,0.00043990,0.00658209,0.08753035,0.00000000,0.06029158,0.18158763
-2.22411206,0.87095313,0.67319364,0.58350629,0.00048520,0.00712267,0.09627023,0.00000000,0.06466362,0.19246329
-2.21810905,0.91389306,0.70171849,0.60466715,0.00053527,0.00784122,0.10695013,0.00000000,0.06956371,0.20483275
-2.21210605,0.96740558,0.73788004,0.63393941,0.00058975,0.00874611,0.11966457,0.00000000,0.07497274,0.21865684
-2.20610305,1.03128954,0.78145593,0.67112396,0.00064821,0.00984467,0.13449627,0.00000000,0.08086712,0.23387493
-2.20010005,1.10526204,0.83216035,0.71597907,0.00071013,0.01114279,0.15151210,0.00000000,0.08721920,0.25040520
-2.19409705,1.18895951,0.88964867,0.76822329,0.00077493,0.01264450,0.17075864,0.00000000,0.09399767,0.26814543
-2.18809405,1.28193767,0.95352141,0.82753638,0.00084194,0.01435149,0.19225740,0.00000000,0.10116816,0.28697435
-2.18209105,1.38367061,1.02332738,0.89355846,0.00091043,0.01626262,0.21599976,0.00000000,0.10869380,0.30675338
-2.17608804,1.49354906,1.09856611,0.96588760,0.00097961,0.01837351,0.24194221,0.00000000,0.11653585,0.32732874
-2.17008504,1.61087822,1.17868949,1.04407611,0.00104863,0.02067606,0.27000168,0.00000000,0.12465421,0.34853374
-2.16408204,1.73487553,1.26310291,1.12762610,0.00111664,0.02315810,0.30005168,0.00000000,0.13300787,0.37019135
-2.15807904,1.86466889,1.35116606,1.21598473,0.00118275,0.02580318,0.33191918,0.00000000,0.14155526,0.39211678
-2.15207604,1.99929596,1.44219363,1.30853981,0.00124610,0.02859035,0.36538269,0.00000000,0.15025444,0.41412016
-2.14607304,2.13770523,1.53545641,1.40461639,0.00130582,0.03149423,0.40017177,0.00000000,0.15906321,0.43600924
-2.14007004,2.27875938,1.63018312,1.50347487,0.00136112,0.03448516,0.43596806,0.00000000,0.16793903,0.45759213
-2.13406703,2.42124178,1.72556336,1.60431139,0.00141124,0.03752954,0.47240817,0.00000000,0.17683900,0.47868010
-2.12806403,2.56386640,1.82075213,1.70626076,0.00145553,0.04059035,0.50908825,0.00000000,0.18571965,0.49909040
-2.12206103,2.70529186,1.91487631,1.80840267,0.00149343,0.04362787,0.54557054,0.00000000,0.19453694,0.51864925
-2.11605803,2.84413947,2.00704325,1.90977109,0.00152450,0.04660055,0.58139147,0.00000000,0.20324626,0.53719496
-2.11005503,2.97901561,2.09635179,2.00936723,0.00154844,0.04946597,0.61607147,0.00000000,0.21180257,0.55458114
-2.10405203,3.10853795,2.18190559,2.10617575,0.00156511,0.05218198,0.64912593,0.00000000,0.22016091,0.57068017
-2.09804902,3.23136511,2.26282868,2.19918408,0.00157450,0.05470786,0.68007713,0.00000000,0.22827700,0.58538671
-2.09204602,3.34622883,2.33828290,2.28740419,0.00157680,0.05700550,0.70846674,0.00000000,0.23610824,0.59862127
-2.08604302,3.45196776,2.40748681,2.36989620,0.00157236,0.05904055,0.73386827,0.00000000,0.24361499,0.61033373
-2.08004002,3.54756146,2.46973527,2.44579301,0.00156169,0.06078353,0.75589917,0.00000000,0.25076202,0.62050663
-2.07403702,3.63216322,2.52441910,2.51432486,0.00154548,0.06221078,0.77423202,0.00000000,0.25752025,0.62915810
-2.06803402,3.70513017,2.57104384,2.57484281,0.00152457,0.06330522,0.78860427,0.00000000,0.26386853,0.63634413
-2.06203102,3.76604913,2.60924674,2.62684007,0.00149996,0.06405695,0.79882631,0.00000000,0.26979540,0.64216006
-2.05602801,3.81475665,2.63881112,2.66997012,0.00147278,0.06446361,0.80478726,0.00000000,0.27530074,0.64674100
-2.05002501,3.85135203,2.65967715,2.70406059,0.00144424,0.06453042,0.80645844,0.00000000,0.28039710,0.65026101
-2.04402201,3.87620216,2.67194855,2.72912214,0.00141568,0.06427006,0.80389425,0.00000000,0.28511055,0.65293082
-2.03801901,3.88993736,2.67589433,2.74535166,0.00138846,0.06370220,0.79723039,0.00000000,0.28948103,0.65499403
-2.03201601,3.89343798,2.67194559,2.75312949,0.00136398,0.06285284,0.78667950,0.00000000,0.29356199,0.65672172
-2.02601301,3.88781163,2.66068693,2.75301033,0.00134363,0.06175344,0.77252445,0.00000000,0.29741920,0.65840542
-2.02001001,3.87436155,2.64284279,2.74570829,0.00132876,0.06043983,0.75510941,0.00000000,0.30112886,0.66034869
-2.01400700,3.85454714,2.61925905,2.73207616,0.00132062,0.05895102,0.73482917,0.00000000,0.30477487,0.66285738
-2.00800400,3.82993777,2.59088045,2.71307994,0.00132036,0.05732792,0.71211708,0.00000000,0.30844537,0.66622888
-2.00200100,3.80216173,2.55872466,2.68976935,0.00132896,0.05561199,0.68743212,0.00000000,0.31222867,0.67074086
-1.99599800,3.77285217,2.52385401,2.66324558,0.00134721,0.05384394,0.66124559,0.00000000,0.31620883,0.67663975
-1.98999500,3.74359234,2.48734593,2.63462754,0.00137570,0.05206253,0.63402788,0.00000000,0.32046086,0.68412953
-1.98399200,3.71586226,2.45026325,2.60501802,0.00141473,0.05030337,0.60623594,0.00000000,0.32504609,0.69336147
-1.97798899,3.69098923,2.41362555,2.57547113,0.00146437,0.04859803,0.57830178,0.00000000,0.33000775,0.70442506
-1.97198599,3.67010433,2.37838265,2.54696241,0.00152438,0.04697318,0.55062243,0.00000000,0.33536705,0.71734092
-1.96598299,3.65410671,2.34539126,2.52036286,0.00159424,0.04545009,0.52355169,0.00000000,0.34112015,0.73205585
-1.95997999,3.64363741,2.31539561,2.49641789,0.00167311,0.04404423,0.49739390,0.00000000,0.34723606,0.74844068
-1.95397699,3.63906385,2.28901271,2.47573204,0.00175991,0.04276515,0.47239981,0.00000000,0.35365576,0.76629081
-1.94797399,3.64047564,2.26672276,2.45876006,0.00185327,0.04161666,0.44876470,0.00000000,0.36029267,0.78532988
-1.94197099,3.64769188,2.24886479,2.44580448,0.00195158,0.04059707,0.42662846,0.00000000,0.36703437,0.80521635
-1.93596798,3.66027962,2.23563755,2.43701959,0.00205304,0.03969974,0.40607776,0.00000000,0.37374570,0.82555293
-1.92996498,3.67758250,2.22710543,2.43242156,0.00215571,0.03891374,0.38714990,0.00000000,0.38027313,0.84589853
-1.92396198,3.69875819,2.22320873,2.43190369,0.00225752,0.03822465,0.36983798,0.00000000,0.38645010,0.86578222
-1.91795898,3.72282272,2.22377778,2.43525608,0.00235636,0.03761543,0.35409733,0.00000000,0.39210320,0.88471880
-1.91195598,3.74869963,2.22854992,2.44218840,0.00245015,0.03706736,0.33985244,0.00000000,0.39705889,0.90222519
-1.90595298,3.77527133,2.23718844,2.45235432,0.00253687,0.03656094,0.32700441,0.00000000,0.40115042,0.91783700
-1.89994997,3.80143035,2.24930246,2.46537635,0.00261463,0.03607684,0.31543823,0.00000000,0.40422455,0.93112453
-1.89394697,3.82612775,2.26446658,2.48086952,0.00268174,0.03559670,0.30502974,0.00000000,0.40614792,0.94170754
-1.88794397,3.84841651,2.28223947,2.49846261,0.00273673,0.03510382,0.29565195,0.00000000,0.40681245,0.94926807
-1.88194097,3.86748770,2.30218035,2.51781563,0.00277844,0.03458387,0.28718043,0.00000000,0.40613985,0.95356074
-1.87593797,3.88269782,2.32386263,2.53863283,0.00280599,0.03402523,0.27949768,0.00000000,0.40408470,0.95442010
-1.86993497,3.89358603,2.34688410,2.56067021,0.00281889,0.03341940,0.27249634,0.00000000,0.40063618,0.95176474
-1.86393197,3.89988077,2.37087331,2.58373749,0.00281694,0.03276109,0.26608125,0.00000000,0.39581828,0.94559798
-1.85792896,3.90149549,2.39549198,2.60769437,0.00280034,0.03204825,0.26017032,0.00000000,0.38968844,0.93600518
-1.85192596,3.89851431,2.42043353,2.63244147,0.00276959,0.03128188,0.25469452,0.00000000,0.38233488,0.92314786
-1.84592296,3.89116840,2.44541815,2.65790663,0.00272554,0.03046581,0.24959685,0.00000000,0.37387265,0.90725504
-1.83991996,3.87980502,2.47018492,2.68402771,0.00266930,0.02960627,0.24483076,0.00000000,0.36443861,0.88861220
-1.83391696,3.86485094,2.49448178,2.71073296,0.00260223,0.02871145,0.24035804,0.00000000,0.35418572,0.86754849
-1.82791396,3.84677277,2.51805438,2.73792052,0.00252591,0.02779093,0.23614651,0.00000000,0.34327691,0.84442296
-1.82191096,3.82603652,2.54063467,2.76543852,0.00244204,0.02685519,0.23216771,0.00000000,0.33187874,0.81961033
-1.81590795,3.80306902,2.56193049,2.79306738,0.00235246,0.02591501,0.22839468,0.00000000,0.32015535,0.79348718
-1.80990495,3.77822339,2.58161704,2.82050564,0.00225906,0.02498096,0.22480016,0.00000000,0.30826288,0.76641907
-1.80390195,3.75175079,2.59933128,2.84736064,0.00216374,0.02406290,0.22135530,0.00000000,0.29634460,0.73874929
-1.79789895,3.72378011,2.61466990,2.87314503,0.00206842,0.02316960,0.21802876,0.00000000,0.28452701,0.71078955
-1.79189595,3.69430669,2.62719147,2.89727963,0.00197494,0.02230837,0.21478661,0.00000000,0.27291707,0.68281315
-1.78589295,3.66319095,2.63642304,2.91910313,0.00188508,0.02148488,0.21159268,0.00000000,0.26160053,0.65505058
-1.77988994,3.63016670,2.64187109,2.93788819,0.00180057,0.02070298,0.20840950,0.00000000,0.25064146,0.62768775
-1.77388694,3.59485891,2.64303653,2.95286363,0.00172303,0.01996468,0.20519969,0.00000000,0.24008295,0.60086672
-1.76788394,3.55680949,2.63943308,2.96324162,0.00165399,0.01927024,0.20192768,0.00000000,0.22994873,0.57468859
-1.76188094,3.51550992,2.63060823,2.96824861,0.00159491,0.01861829,0.19856165,0.00000000,0.22024568,0.54921838
-1.75587794,3.47043839,2.61616554,2.96715855,0.00154716,0.01800604,0.19507549,0.00000000,0.21096696,0.52449125
-1.74987494,3.42109951,2.59578709,2.95932659,0.00151206,0.01742961,0.19145073,0.00000000,0.20209557,0.50051983
-1.74387194,3.36706409,2.56925482,2.94422148,0.00149083,0.01688431,0.18767816,0.00000000,0.19360811,0.47730191
-1.73786893,3.30800672,2.53646933,2.92145494,0.00148466,0.01636499,0.18375913,0.00000000,0.18547844,0.45482818
-1.73186593,3.24373897,2.49746505,2.89080635,0.00149462,0.01586640,0.17970644,0.00000000,0.17768112,0.43308949
-1.72586293,3.17423621,2.45242056,2.85224136,0.00152174,0.01538349,0.17554463,0.00000000,0.17019450,0.41208318
-1.71985993,3.09965659,2.40166355,2.80592326,0.00156691,0.01491172,0.17130974,0.00000000,0.16300305,0.39181826
-1.71385693,3.02035099,2.34566949,2.75221638,0.00163088,0.01444730,0.16704854,0.00000000,0.15609920,0.37231913
-1.70785393,2.93686348,2.28505425,2.69168131,0.00171424,0.01398741,0.16281717,0.00000000,0.14948434,0.35362775
-1.70185093,2.84992201,2.22056047,2.62506180,0.00181734,0.01353027,0.15867934,0.00000000,0.14316908,0.33580415
-1.69584792,2.76041998,2.15303829,2.55326404,0.00194028,0.01307525,0.15470413,0.00000000,0.13717280,0.31892543
-1.68984492,2.66938945,2.08342126,2.47732919,0.00208281,0.01262285,0.15096352,0.00000000,0.13152259,0.30308327
-1.68384192,2.57796733,2.01269828,2.39840019,0.00224433,0.01217462,0.14752975,0.00000000,0.12625154,0.28838018
-1.67783892,2.48735625,1.94188297,2.31768463,0.00242380,0.01173302,0.14447261,0.00000000,0.12139664,0.27492480
-1.67183592,2.39878193,1.87198167,2.23641504,0.00261974,0.01130126,0.14185687,0.00000000,0.11699641,0.26282643
-1.66583292,2.31344896,1.80396159,2.15580857,0.00283019,0.01088307,0.13973988,0.00000000,0.11308832,0.25218915
-1.65982991,2.23249721,1.73872035,2.07702767,0.00305269,0.01048249,0.13816945,0.00000000,0.10970618,0.24310583
-1.65382691,2.15696056,1.67705831,2.00114340,0.00328431,0.01010359,0.13718214,0.00000000,0.10687772,0.23565233
-1.64782391,2.08772986,1.61965480,1.92910299,0.00352166,0.00975023,0.13680195,0.00000000,0.10462233,0.22988219
-1.64182091,2.02552163,1.56704907,1.86170269,0.00376097,0.00942584,0.13703955,0.00000000,0.10294919,0.22582203
-1.63581791,1.97085362,1.51962688,1.79956706,0.00399812,0.00913322,0.13789189,0.00000000,0.10185582,0.22346787
-1.62981491,1.92402828,1.47761283,1.74313516,0.00422877,0.00887437,0.13934231,0.00000000,0.10132712,0.22278267
-1.62381191,1.88512441,1.44106894,1.69265419,0.00444846,0.00865036,0.14136114,0.00000000,0.10133494,0.22369498
-1.61780890,1.85399751,1.40989913,1.64818029,0.00465270,0.00846126,0.14390653,0.00000000,0.10183819,0.22609908
-1.61180590,1.83028824,1.38385935,1.60958643,0.00483715,0.00830615,0.14692571,0.00000000,0.10278353,0.22985634
-1.60580290,1.81343884,1.36257281,1.57657674,0.00499774,0.00818312,0.15035638,0.00000000,0.10410647,0.23479805
-1.59979990,1.80271651,1.34554961,1.54870638,0.00513076,0.00808938,0.15412837,0.00000000,0.10573305,0.24072939
-1.59379690,1.79724284,1.33220981,1.52540612,0.00523305,0.00802138,0.15816527,0.00000000,0.10758182,0.24743469
-1.58779390,1.79602800,1.32190915,1.50601049,0.00530206,0.00797499,0.16238617,0.00000000,0.10956619,0.25468355
-1.58179090,1.79800851,1.31396624,1.48978823,0.00533596,0.00794568,0.16670736,0.00000000,0.11159701,0.26223779
-1.57578789,1.80208703,1.30769034,1.47597401,0.00533369,0.00792877,0.17104396,0.00000000,0.11358525,0.26985893
-1.56978489,1.80717282,1.30240875,1.46380012,0.00529504,0.00791967,0.17531148,0.00000000,0.11544473,0.27731593
-1.56378189,1.81222152,1.29749277,1.45252714,0.00522059,0.00791407,0.17942732,0.00000000,0.11709481,0.28439290
-1.55777889,1.81627279,1.29238151,1.44147251,0.00511176,0.00790824,0.18331213,0.00000000,0.11846291,0.29089650
-1.55177589,1.81848466,1.28660269,1.43003622,0.00497071,0.00789916,0.18689112,0.00000000,0.11948676,0.29666282
-1.54577289,1.81816356,1.27978997,1.41772273,0.00480029,0.00788476,0.19009533,0.00000000,0.12011632,0.30156326
-1.53976988,1.81478903,1.27169609,1.40415880,0.00460397,0.00786403,0.19286276,0.00000000,0.12031539,0.30550946
-1.53376688,1.80803234,1.26220163,1.38910654,0.00438566,0.00783713,0.19513951,0.00000000,0.12006260,0.30845689
-1.52776388,1.79776870,1.25131916,1.37247161,0.00414966,0.00780541,0.19688087,0.00000000,0.11935213,0.31040695
-1.52176088,1.78408255,1.23919251,1.35430636,0.00390050,0.00777146,0.19805222,0.00000000,0.11819376,0.31140763
-1.51575788,1.76726598,1.22609150,1.33480810,0.00364279,0.00773903,0.19863001,0.00000000,0.11661249,0.31155256
-1.50975488,1.74781035,1.21240213,1.31431244,0.00338114,0.00771290,0.19860242,0.00000000,0.11464772,0.31097849
-1.50375188,1.72639154,1.19861257,1.29328231,0.00312004,0.00769880,0.19797001,0.00000000,0.11235193,0.30986143
-1.49774887,1.70384924,1.18529560,1.27229283,0.00286375,0.00770314,0.19674603,0.00000000,0.10978899,0.30841138
-1.49174587,1.68116110,1.17308777,1.25201271,0.00261623,0.00773286,0.19495653,0.00000000,0.10703221,0.30686600
-1.48574287,1.65941264,1.16266624,1.23318273,0.00238108,0.00779514,0.19264015,0.00000000,0.10416207,0.30548349
-1.47973987,1.63976376,1.15472393,1.21659192,0.00216154,0.00789715,0.18984755,0.00000000,0.10126385,0.30453474
