energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.29989763,0.20345523,0.00349970,0.73139397,0.00000000,0.53727801,0.37293900
-5.99399700,1.24150919,0.19296979,0.00336246,0.70161884,0.00000000,0.52215423,0.35574151
-5.98799400,1.18519685,0.18294176,0.00322127,0.67303561,0.00000000,0.50808850,0.33893101
-5.98199100,1.13147958,0.17345418,0.00307757,0.64591615,0.00000000,0.49532409,0.32264638
-5.97598799,1.08084569,0.16458774,0.00293284,0.62051581,0.00000000,0.48410481,0.30701552
-5.96998499,1.03375191,0.15642027,0.00278857,0.59707383,0.00000000,0.47467381,0.29215536
-5.96398199,0.99062186,0.14902608,0.00264626,0.57581318,0.00000000,0.46727089,0.27817207
-5.95797899,0.95184361,0.14247502,0.00250738,0.55693969,0.00000000,0.46212836,0.26516118
-5.95197599,0.91776595,0.13683137,0.00237334,0.54064013,0.00000000,0.45946532,0.25320743
-5.94597299,0.88869315,0.13215239,0.00224548,0.52707926,0.00000000,0.45948063,0.24238448
-5.93996998,0.86487858,0.12848657,0.00212501,0.51639602,0.00000000,0.46234483,0.23275418
-5.93396698,0.84651711,0.12587182,0.00201300,0.50869897,0.00000000,0.46819135,0.22436568
-5.92796398,0.83373712,0.12433341,0.00191033,0.50406132,0.00000000,0.47710767,0.21725418
-5.92196098,0.82659240,0.12388193,0.00181769,0.50251597,0.00000000,0.48912691,0.21143970
-5.91595798,0.82505488,0.12451145,0.00173556,0.50405099,0.00000000,0.50422049,0.20692577
-5.90995498,0.82900882,0.12619785,0.00166414,0.50860605,0.00000000,0.52229244,0.20369838
-5.90395198,0.83824721,0.12889761,0.00160342,0.51607015,0.00000000,0.54317602,0.20172523
-5.89794897,0.85247098,0.13254717,0.00155312,0.52628112,0.00000000,0.56663292,0.20095547
-5.89194597,0.87129163,0.13706286,0.00151275,0.53902715,0.00000000,0.59235563,0.20132012
-5.88594297,0.89423754,0.14234166,0.00148157,0.55405049,0.00000000,0.61997290,0.20273320
-5.87993997,0.92076400,0.14826280,0.00145867,0.57105348,0.00000000,0.64905850,0.20509356
-5.87393697,0.95026712,0.15469003,0.00144299,0.58970657,0.00000000,0.67914302,0.20828760
-5.86793397,0.98210093,0.16147489,0.00143333,0.60965839,0.00000000,0.70972838,0.21219263
-5.86193097,1.01559744,0.16846052,0.00142846,0.63054725,0.00000000,0.74030451,0.21668093
-5.85592796,1.05008868,0.17548620,0.00142711,0.65201377,0.00000000,0.77036757,0.22162419
-5.84992496,1.08492996,0.18239231,0.00142804,0.67371389,0.00000000,0.79943889,0.22689841
-5.84392196,1.11952328,0.18902550,0.00143011,0.69533192,0.00000000,0.82708376,0.23238874
-5.83791896,1.15333989,0.19524396,0.00143231,0.71659279,0.00000000,0.85292937,0.23799436
-5.83191596,1.18594098,0.20092249,0.00143381,0.73727304,0.00000000,0.87668070,0.24363289
