energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,1.90364420,0.87294712,0.33225456,0.00525347,0.19562341,1.15641486,0.00000000,0.71068058,0.34737086
-5.99399700,1.83644000,0.83402038,0.32411589,0.00510912,0.18642729,1.11642701,0.00000000,0.68850164,0.33615841
-5.98799400,1.76957133,0.79477992,0.31590077,0.00493982,0.17802451,1.07557637,0.00000000,0.66743599,0.32498180
-5.98199100,1.70310051,0.75545483,0.30760237,0.00474819,0.17034819,1.03405694,0.00000000,0.64749104,0.31380691
-5.97598799,1.63714635,0.71629674,0.29922308,0.00453724,0.16333167,0.99209853,0.00000000,0.62866738,0.30261638
-5.96998499,1.57186945,0.67756762,0.29077267,0.00431019,0.15690896,0.94995431,0.00000000,0.61095421,0.29140770
-5.96398199,1.50745609,0.63952766,0.28226627,0.00407044,0.15101511,0.90788787,0.00000000,0.59432487,0.28019079
-5.95797899,1.44410189,0.60242385,0.27372211,0.00382145,0.14558649,0.86616053,0.00000000,0.57873292,0.26898534
-5.95197599,1.38199641,0.56647981,0.26515943,0.00356664,0.14056096,0.82501970,0.00000000,0.56410920,0.25781791
-5.94597299,1.32130950,0.53188751,0.25659646,0.00330934,0.13587805,0.78468873,0.00000000,0.55036026,0.24671922
-5.93996998,1.26218033,0.49880105,0.24804883,0.00305268,0.13147920,0.74535897,0.00000000,0.53736819,0.23572158
-5.93396698,1.20470956,0.46733279,0.23952838,0.00279956,0.12730803,0.70718415,0.00000000,0.52499230,0.22485671
-5.92796398,1.14895495,0.43755193,0.23104250,0.00255257,0.12331069,0.67027730,0.00000000,0.51307224,0.21415397
-5.92196098,1.09493052,0.40948523,0.22259399,0.00231398,0.11943638,0.63471023,0.00000000,0.50143279,0.20363908
-5.91595798,1.04260905,0.38311988,0.21418150,0.00208569,0.11563784,0.60051541,0.00000000,0.48988981,0.19333344
-5.90995498,0.99192753,0.35840803,0.20580041,0.00186926,0.11187197,0.56768988,0.00000000,0.47825721,0.18325386
-5.90395198,0.94279506,0.33527274,0.19744412,0.00166585,0.10810055,0.53620087,0.00000000,0.46635438,0.17341277
-5.89794897,0.89510248,0.31361469,0.18910568,0.00147631,0.10429082,0.50599264,0.00000000,0.45401384,0.16381890
-5.89194597,0.84873304,0.29331945,0.18077953,0.00130113,0.10041612,0.47699412,0.00000000,0.44108845,0.15447814
-5.88594297,0.80357338,0.27426471,0.17246337,0.00114052,0.09645641,0.44912665,0.00000000,0.42745800,0.14539468
-5.87993997,0.75952402,0.25632717,0.16415988,0.00099439,0.09239863,0.42231160,0.00000000,0.41303458,0.13657226
-5.87393697,0.71650884,0.23938875,0.15587833,0.00086247,0.08823694,0.39647731,0.00000000,0.39776662,0.12801532
-5.86793397,0.67448295,0.22334175,0.14763581,0.00074425,0.08397267,0.37156504,0.00000000,0.38164131,0.11973022
-5.86193097,0.63343865,0.20809304,0.13945822,0.00063910,0.07961415,0.34753368,0.00000000,0.36468534,0.11172612
-5.85592796,0.59340917,0.19356693,0.13138074,0.00054626,0.07517630,0.32436311,0.00000000,0.34696389,0.10401576
-5.84992496,0.55447020,0.17970688,0.12344795,0.00046491,0.07067997,0.30205617,0.00000000,0.32857806,0.09661597
-5.84392196,0.51673917,0.16647599,0.11571353,0.00039415,0.06615112,0.28063913,0.00000000,0.30966087,0.08954784
-5.83791896,0.48037265,0.15385657,0.10823952,0.00033311,0.06161995,0.26016102,0.00000000,0.29037209,0.08283671
-5.83191596,0.44556196,0.14184870,0.10109532,0.00028089,0.05711977,0.24069177,0.00000000,0.27089227,0.07651187
-5.82591296,0.41252752,0.13046825,0.09435636,0.00023664,0.05268601,0.22231952,0.00000000,0.25141622,0.07060600
-5.81990995,0.38151223,0.11974432,0.08810261,0.00019955,0.04835514,0.20514726,0.00000000,0.23214640,0.06515457
-5.81390695,0.35277434,0.10971651,0.08241690,0.00016886,0.04416365,0.18928913,0.00000000,0.21328640,0.06019494
-5.80790395,0.32658023,0.10043207,0.07738322,0.00014389,0.04014724,0.17486650,0.00000000,0.19503505,0.05576549
-5.80190095,0.30319735,0.09194321,0.07308502,0.00012404,0.03634009,0.16200413,0.00000000,0.17758108,0.05190474
-5.79589795,0.28288765,0.08430455,0.06960349,0.00010877,0.03277435,0.15082661,0.00000000,0.16109893,0.04865033
-5.78989495,0.26590177,0.07757105,0.06701604,0.00009763,0.02947985,0.14145507,0.00000000,0.14574542,0.04603818
-5.78389195,0.25247403,0.07179624,0.06539476,0.00009026,0.02648402,0.13400439,0.00000000,0.13165764,0.04410164
-5.77788894,0.24281839,0.06703095,0.06480512,0.00008635,0.02381197,0.12858095,0.00000000,0.11895193,0.04287071
-5.77188594,0.23712531,0.06332241,0.06530476,0.00008569,0.02148683,0.12528081,0.00000000,0.10772387,0.04237142
-5.76588294,0.23555949,0.06071387,0.06694246,0.00008814,0.01953023,0.12418847,0.00000000,0.09804923,0.04262519
-5.75987994,0.23825857,0.05924441,0.06975727,0.00009361,0.01796279,0.12537603,0.00000000,0.08998563,0.04364842
-5.75387694,0.24533235,0.05894915,0.07377774,0.00010209,0.01680484,0.12890280,0.00000000,0.08357479,0.04545210
-5.74787394,0.25686278,0.05985961,0.07902144,0.00011364,0.01607700,0.13481516,0.00000000,0.07884526,0.04804157
-5.74187094,0.27290440,0.06200412,0.08549452,0.00012835,0.01580080,0.14314679,0.00000000,0.07581516,0.05141634
-5.73586793,0.29348509,0.06540833,0.09319153,0.00014640,0.01599913,0.15391899,0.00000000,0.07449507,0.05557008
-5.72986493,0.31860715,0.07009562,0.10209542,0.00016799,0.01669661,0.16714112,0.00000000,0.07489067,0.06049065
-5.72386193,0.34824843,0.07608736,0.11217767,0.00019340,0.01791968,0.18281117,0.00000000,0.07700501,0.06616030
-5.71785893,0.38236359,0.08340297,0.12339866,0.00022293,0.01969651,0.20091617,0.00000000,0.08084034,0.07255589
-5.71185593,0.42088516,0.09205972,0.13570819,0.00025691,0.02205654,0.22143265,0.00000000,0.08639941,0.07964923
-5.70585293,0.46372447,0.10207230,0.14904610,0.00029572,0.02502991,0.24432682,0.00000000,0.09368606,0.08740751
-5.69984992,0.51077227,0.11345199,0.16334311,0.00033976,0.02864640,0.26955468,0.00000000,0.10270522,0.09579371
-5.69384692,0.56189891,0.12620558,0.17852158,0.00038942,0.03293424,0.29706176,0.00000000,0.11346216,0.10476711
-5.68784392,0.61695401,0.14033403,0.19449646,0.00044509,0.03791861,0.32678265,0.00000000,0.12596118,0.11428372
-5.68184092,0.67576560,0.15583076,0.21117605,0.00050716,0.04362001,0.35864012,0.00000000,0.14020367,0.12429667
-5.67583792,0.73813857,0.17267987,0.22846278,0.00057595,0.05005243,0.39254397,0.00000000,0.15618572,0.13475658
-5.66983492,0.80385249,0.19085413,0.24625378,0.00065173,0.05722148,0.42838948,0.00000000,0.17389531,0.14561175
-5.66383192,0.87265885,0.21031297,0.26444133,0.00073469,0.06512261,0.46605565,0.00000000,0.19330928,0.15680827
-5.65782891,0.94427783,0.23100050,0.28291311,0.00082490,0.07373940,0.50540308,0.00000000,0.21439015,0.16828997
-5.65182591,1.01839463,0.25284363,0.30155218,0.00092231,0.08304208,0.54627179,0.00000000,0.23708310,0.17999827
-5.64582291,1.09465583,0.27575058,0.32023693,0.00102670,0.09298637,0.58847903,0.00000000,0.26131301,0.19187188
-5.63981991,1.17266585,0.29960957,0.33884080,0.00113766,0.10351273,0.63181714,0.00000000,0.28698197,0.20384644
-5.63381691,1.25198391,0.32428816,0.35723205,0.00125461,0.11454609,0.67605181,0.00000000,0.31396726,0.21585413
-5.62781391,1.33212191,0.34963293,0.37527352,0.00137674,0.12599607,0.72092077,0.00000000,0.34211996,0.22782331
-5.62181091,1.41254348,0.37546997,0.39282263,0.00150303,0.13775783,0.76613311,0.00000000,0.37126430,0.23967824
-5.61580790,1.49266461,0.40160581,0.40973159,0.00163223,0.14971334,0.81136950,0.00000000,0.40119781,0.25133902
-5.60980490,1.57185618,0.42782911,0.42584806,0.00176290,0.16173337,0.85628333,0.00000000,0.43169228,0.26272174
-5.60380190,1.64944841,0.45391299,0.44101624,0.00189339,0.17367983,0.90050290,0.00000000,0.46249562,0.27373892
-5.59779890,1.72473768,0.47961780,0.45507848,0.00202192,0.18540856,0.94363475,0.00000000,0.49333453,0.28430033
-5.59179590,1.79699532,0.50469454,0.46787751,0.00214658,0.19677242,0.98526809,0.00000000,0.52391783,0.29431416
-5.58579290,1.86547863,0.52888858,0.47925913,0.00226536,0.20762461,1.02498033,0.00000000,0.55394061,0.30368858
-5.57978989,1.92944363,0.55194369,0.48907542,0.00237625,0.21782201,1.06234348,0.00000000,0.58308880,0.31233366
-5.57378689,1.98815929,0.57360630,0.49718837,0.00247730,0.22722846,1.09693144,0.00000000,0.61104425,0.32016352
-5.56778389,2.04092282,0.59362969,0.50347363,0.00256661,0.23571789,1.12832780,0.00000000,0.63749006,0.32709878
-5.56178089,2.08707549,0.61177832,0.50782451,0.00264249,0.24317710,1.15613407,0.00000000,0.66211614,0.33306912
-5.55577789,2.12601834,0.62783179,0.51015568,0.00270344,0.24950819,1.17997804,0.00000000,0.68462474,0.33801573
-5.54977489,2.15722739,0.64158880,0.51040667,0.00274826,0.25463049,1.19952192,0.00000000,0.70473597,0.34189378
-5.54377189,2.18026760,0.65287067,0.50854486,0.00277607,0.25848198,1.21447030,0.00000000,0.72219307,0.34467458
-5.53776888,2.19480528,0.66152459,0.50456776,0.00278634,0.26102020,1.22457737,0.00000000,0.73676744,0.34634729
-5.53176588,2.20061826,0.66742656,0.49850448,0.00277895,0.26222257,1.22965342,0.00000000,0.74826326,0.34692024
-5.52576288,2.19760375,0.67048390,0.49041632,0.00275416,0.26208630,1.22957045,0.00000000,0.75652169,0.34642161
-5.51975988,2.18578337,0.67063740,0.48039640,0.00271262,0.26062773,1.22426659,0.00000000,0.76142450,0.34489947
-5.51375688,2.16530534,0.66786311,0.46856826,0.00265537,0.25788140,1.21374941,0.00000000,0.76289712,0.34242113
-5.50775388,2.13644375,0.66217365,0.45508358,0.00258381,0.25389870,1.19809791,0.00000000,0.76091092,0.33907176
-5.50175088,2.09959484,0.65361912,0.44011905,0.00249960,0.24874628,1.17746319,0.00000000,0.75548484,0.33495247
-5.49574787,2.05527060,0.64228751,0.42387257,0.00240470,0.24250434,1.15206781,0.00000000,0.74668603,0.33017760
-5.48974487,2.00408968,0.62830453,0.40655879,0.00230123,0.23526470,1.12220369,0.00000000,0.73462971,0.32487166
-5.48374187,1.94676600,0.61183294,0.38840441,0.00219146,0.22712892,1.08822874,0.00000000,0.71947791,0.31916581
