energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,1.71443290,0.55913618,0.00000000,0.01416927,0.14911601,0.41693265,0.60605122,0.00671319,0.86218094
-5.99399700,1.73391643,0.56252624,0.00000000,0.01418815,0.14847642,0.43162606,0.61476314,0.00679843,0.87380386
-5.98799400,1.75007598,0.56482317,0.00000000,0.01411956,0.14800917,0.44621380,0.62245865,0.00686589,0.88315256
-5.98199100,1.76337680,0.56607385,0.00000000,0.01396624,0.14775691,0.46074816,0.62932311,0.00691873,0.89052726
-5.97598799,1.77447089,0.56637731,0.00000000,0.01373274,0.14777477,0.47530089,0.63561046,0.00696114,0.89633257
-5.96998499,1.78418375,0.56588105,0.00000000,0.01342531,0.14812949,0.48996121,0.64163854,0.00699829,0.90106956
-5.96398199,1.79349483,0.56477574,0.00000000,0.01305169,0.14889828,0.50483343,0.64778188,0.00703629,0.90532440
-5.95797899,1.80351230,0.56328855,0.00000000,0.01262096,0.15016718,0.52003428,0.65446226,0.00708202,0.90975383
-5.95197599,1.81544269,0.56167541,0.00000000,0.01214323,0.15202927,0.53568997,0.66213716,0.00714299,0.91506782
-5.94597299,1.83055642,0.56021241,0.00000000,0.01162936,0.15458236,0.55193312,0.67128634,0.00722717,0.92200987
-5.93996998,1.85014991,0.55918674,0.00000000,0.01109074,0.15792663,0.56889945,0.68239698,0.00734278,0.93133559
-5.93396698,1.87550545,0.55888746,0.00000000,0.01053893,0.16216189,0.58672436,0.69594765,0.00749806,0.94378993
-5.92796398,1.90784971,0.55959619,0.00000000,0.00998540,0.16738479,0.60553927,0.71239155,0.00770101,0.96008383
-5.92196098,1.94831215,0.56157819,0.00000000,0.00944126,0.17368580,0.62546780,0.73213947,0.00795917,0.98087086
-5.91595798,1.99788419,0.56507383,0.00000000,0.00891702,0.18114616,0.64662166,0.75554296,0.00827936,1.00672456
-5.90995498,2.05738052,0.57029078,0.00000000,0.00842235,0.18983476,0.66909640,0.78287820,0.00866739,1.03811700
-5.90395198,2.12740349,0.57739703,0.00000000,0.00796592,0.19980505,0.69296690,0.81433111,0.00912790,1.07539936
-5.89794897,2.20831187,0.58651482,0.00000000,0.00755521,0.21109207,0.71828277,0.84998430,0.00966406,1.11878506
-5.89194597,2.30019493,0.59771580,0.00000000,0.00719644,0.22370967,0.74506373,0.88980629,0.01027746,1.16833603
-5.88594297,2.40285292,0.61101725,0.00000000,0.00689444,0.23764798,0.77329506,0.93364359,0.01096792,1.22395277
-5.87993997,2.51578493,0.62637980,0.00000000,0.00665263,0.25287127,0.80292343,0.98121621,0.01173344,1.28536844
-5.87393697,2.63818480,0.64370641,0.00000000,0.00647300,0.26931633,0.83385313,1.03211674,0.01257008,1.35214759
-5.86793397,2.76894573,0.66284290,0.00000000,0.00635613,0.28689135,0.86594311,1.08581355,0.01347204,1.42368961
-5.86193097,2.90667387,0.68357995,0.00000000,0.00630123,0.30547551,0.89900491,1.14165818,0.01443172,1.49923706
-5.85592796,3.04971099,0.70565660,0.00000000,0.00630622,0.32491927,0.93280181,1.19889685,0.01543983,1.57788886
-5.84992496,3.19616574,0.72876514,0.00000000,0.00636782,0.34504544,0.96704930,1.25668609,0.01648564,1.65861799
-5.84392196,3.34395319,0.75255750,0.00000000,0.00648163,0.36565102,1.00141702,1.31411197,0.01755720,1.74029351
-5.83791896,3.49084128,0.77665264,0.00000000,0.00664232,0.38650982,1.03553236,1.37021261,0.01864164,1.82170609
-5.83191596,3.63450313,0.80064513,0.00000000,0.00684373,0.40737585,1.06898561,1.42400305,0.01972555,1.90159650
-5.82591296,3.77257353,0.82411443,0.00000000,0.00707902,0.42798736,1.10133673,1.47450179,0.02079533,1.97868607
-5.81990995,3.90270769,0.84663474,0.00000000,0.00734088,0.44807141,1.13212353,1.52075803,0.02183754,2.05170821
-5.81390695,4.02264036,0.86778503,0.00000000,0.00762163,0.46734903,1.16087122,1.56187848,0.02283933,2.11943996
-5.80790395,4.13024326,0.88715898,0.00000000,0.00791346,0.48554061,1.18710288,1.59705283,0.02378871,2.18073243
-5.80190095,4.22357887,0.90437455,0.00000000,0.00820853,0.50237151,1.21035077,1.62557680,0.02467491,2.23453924
-5.79589795,4.30094853,0.91908286,0.00000000,0.00849918,0.51757777,1.23016802,1.64687183,0.02548862,2.27994190
-5.78989495,4.36093355,0.93097607,0.00000000,0.00877810,0.53091167,1.24614026,1.66050074,0.02622212,2.31617140
-5.78389195,4.40242769,0.93979412,0.00000000,0.00903840,0.54214709,1.25789703,1.66617863,0.02686947,2.34262531
-5.77788894,4.42466026,0.94533005,0.00000000,0.00927381,0.55108447,1.26512235,1.66377878,0.02742642,2.35887988
-5.77188594,4.42720926,0.94743388,0.00000000,0.00947875,0.55755532,1.26756421,1.65333330,0.02789048,2.36469698
-5.76588294,4.41000443,0.94601494,0.00000000,0.00964843,0.56142610,1.26504265,1.63502880,0.02826068,2.36002580
-5.75987994,4.37332038,0.94104258,0.00000000,0.00977893,0.56260136,1.25745599,1.60919713,0.02853747,2.34499929
-5.75387694,4.31776076,0.93254548,0.00000000,0.00986721,0.56102616,1.24478518,1.57630206,0.02872240,2.31992599
-5.74787394,4.24423406,0.92060943,0.00000000,0.00991114,0.55668757,1.22709595,1.53692239,0.02881793,2.28527745
-5.74187094,4.15392259,0.90537396,0.00000000,0.00990953,0.54961529,1.20453862,1.49173236,0.02882710,2.24167204
-5.73586793,4.04824586,0.88702776,0.00000000,0.00986205,0.53988134,1.17734570,1.44148033,0.02875325,2.18985573
-5.72986493,3.92881999,0.86580327,0.00000000,0.00976921,0.52759872,1.14582719,1.38696663,0.02859983,2.13068071
-5.72386193,3.79741455,0.84197048,0.00000000,0.00963232,0.51291922,1.11036371,1.32902146,0.02837015,2.06508259
-5.71785893,3.65590846,0.81583030,0.00000000,0.00945336,0.49603028,1.07139786,1.26848366,0.02806722,1.99405679
-5.71185593,3.50624617,0.78770758,0.00000000,0.00923493,0.47715101,1.02942371,1.20618120,0.02769372,1.91863507
-5.70585293,3.35039554,0.75794400,0.00000000,0.00898017,0.45652743,0.98497522,1.14291372,0.02725194,1.83986257
-5.69984992,3.19030826,0.72689106,0.00000000,0.00869262,0.43442722,0.93861357,1.07943789,0.02674383,1.75877614
-5.69384692,3.02788387,0.69490325,0.00000000,0.00837615,0.41113381,0.89091399,1.01645552,0.02617111,1.67638418
-5.68784392,2.86493785,0.66233162,0.00000000,0.00803486,0.38694036,0.84245263,0.95460480,0.02553544,1.59364857
-5.68184092,2.70317445,0.62951783,0.00000000,0.00767300,0.36214344,0.79379359,0.89445450,0.02483857,1.51146882
-5.67583792,2.54416433,0.59678875,0.00000000,0.00729487,0.33703695,0.74547687,0.83650109,0.02408257,1.43066877
-5.66983492,2.38932735,0.56445183,0.00000000,0.00690475,0.31190619,0.69800738,0.78116847,0.02327001,1.35198576
-5.66383192,2.23992035,0.53279113,0.00000000,0.00650687,0.28702245,0.65184535,0.72881000,0.02240415,1.27606262
-5.65782891,2.09702991,0.50206419,0.00000000,0.00610527,0.26263818,0.60739863,0.67971257,0.02148909,1.20344221
-5.65182591,1.96156978,0.47249976,0.00000000,0.00570384,0.23898293,0.56501669,0.63410226,0.02052988,1.13456468
-5.64582291,1.83428278,0.44429628,0.00000000,0.00530624,0.21626015,0.52498683,0.59215117,0.01953253,1.06976731
-5.63981991,1.71574669,0.41762131,0.00000000,0.00491585,0.19464490,0.48753232,0.55398516,0.01850406,1.00928675
-5.63381691,1.60638375,0.39261160,0.00000000,0.00453578,0.17428250,0.45281257,0.51969209,0.01745236,0.95326362
-5.62781391,1.50647334,0.36937410,0.00000000,0.00416883,0.15528814,0.42092524,0.48933024,0.01638612,0.90174917
-5.62181091,1.41616701,0.34798743,0.00000000,0.00381748,0.13774733,0.39190995,0.46293659,0.01531459,0.85471384
-5.61580790,1.33550565,0.32850404,0.00000000,0.00348388,0.12171715,0.36575345,0.44053473,0.01424742,0.81205738
-5.60980490,1.26443771,0.31095281,0.00000000,0.00316982,0.10722818,0.34239594,0.42214208,0.01319437,0.77362021
-5.60380190,1.20283808,0.29534191,0.00000000,0.00287679,0.09428691,0.32173820,0.40777625,0.01216509,0.73919566
-5.59779890,1.15052669,0.28166186,0.00000000,0.00260591,0.08287861,0.30364920,0.39746025,0.01116881,0.70854266
-5.59179590,1.10728626,0.26988866,0.00000000,0.00235796,0.07297035,0.28797381,0.39122635,0.01021414,0.68139847
-5.58579290,1.07287827,0.25998674,0.00000000,0.00213341,0.06451417,0.27454041,0.38911847,0.00930883,0.65749099
-5.57978989,1.04705670,0.25191169,0.00000000,0.00193238,0.05745018,0.26316796,0.39119276,0.00845957,0.63655022
-5.57378689,1.02957875,0.24561258,0.00000000,0.00175470,0.05170945,0.25367235,0.39751649,0.00767189,0.61831837
-5.56778389,1.02021212,0.24103385,0.00000000,0.00159990,0.04721674,0.24587190,0.40816489,0.00695001,0.60255842
-5.56178089,1.01873862,0.23811660,0.00000000,0.00146722,0.04389279,0.23959171,0.42321619,0.00629679,0.58906063
-5.55577789,1.02495367,0.23679934,0.00000000,0.00135567,0.04165632,0.23466694,0.44274464,0.00571378,0.57764687
-5.54977489,1.03866194,0.23701812,0.00000000,0.00126401,0.04042558,0.23094488,0.46681193,0.00520118,0.56817259
-5.54377189,1.05966930,0.23870610,0.00000000,0.00119079,0.04011952,0.22828591,0.49545702,0.00475796,0.56052648
-5.53776888,1.08777140,0.24179262,0.00000000,0.00113439,0.04065859,0.22656347,0.52868484,0.00438197,0.55462778
-5.53176588,1.12273962,0.24620192,0.00000000,0.00109306,0.04196518,0.22566309,0.56645432,0.00407004,0.55042154
-5.52576288,1.16430513,0.25185148,0.00000000,0.00106491,0.04396374,0.22548075,0.60866613,0.00381817,0.54787208
-5.51975988,1.21214215,0.25865031,0.00000000,0.00104801,0.04658072,0.22592073,0.65515098,0.00362164,0.54695507
-5.51375688,1.26585125,0.26649721,0.00000000,0.00104036,0.04974421,0.22689319,0.70565888,0.00347522,0.54764868
-5.50775388,1.32494397,0.27527919,0.00000000,0.00103998,0.05338360,0.22831165,0.75985026,0.00337330,0.54992429
-5.50175088,1.38882996,0.28487018,0.00000000,0.00104492,0.05742905,0.23009070,0.81728950,0.00331010,0.55373738
-5.49574787,1.45680743,0.29513025,0.00000000,0.00105330,0.06181096,0.23214391,0.87744156,0.00327971,0.55901908
-5.48974487,1.52805809,0.30590528,0.00000000,0.00106336,0.06645959,0.23438239,0.93967216,0.00327634,0.56566887
-5.48374187,1.60164731,0.31702734,0.00000000,0.00107346,0.07130460,0.23671381,1.00325210,0.00329435,0.57354893
-5.47773887,1.67652989,0.32831574,0.00000000,0.00108212,0.07627486,0.23904221,1.06736576,0.00332839,0.58248049
-5.47173587,1.75156184,0.33957879,0.00000000,0.00108807,0.08129834,0.24126842,1.13112395,0.00337344,0.59224244
-5.46573287,1.82551815,0.35061629,0.00000000,0.00109023,0.08630221,0.24329123,1.19358104,0.00342490,0.60257233
-5.45972986,1.89711611,0.36122262,0.00000000,0.00108775,0.09121316,0.24500917,1.25375581,0.00347865,0.61316983
-5.45372686,1.96504362,0.37119049,0.00000000,0.00108000,0.09595784,0.24632275,1.31065557,0.00353104,0.62370251
-5.44772386,2.02799151,0.38031507,0.00000000,0.00106657,0.10046365,0.24713714,1.36330279,0.00357890,0.63381374
-5.44172086,2.08468882,0.38839858,0.00000000,0.00104727,0.10465962,0.24736509,1.41076317,0.00361960,0.64313240
-5.43571786,2.13393948,0.39525495,0.00000000,0.00102214,0.10847745,0.24692989,1.45217413,0.00365099,0.65128394
-5.42971486,2.17465901,0.40071463,0.00000000,0.00099139,0.11185279,0.24576820,1.48677262,0.00367142,0.65790228
-5.42371186,2.20590976,0.40462914,0.00000000,0.00095540,0.11472650,0.24383267,1.51392092,0.00367970,0.66264212
-5.41770885,2.22693284,0.40687543,0.00000000,0.00091471,0.11704606,0.24109412,1.53312935,0.00367510,0.66519092
-5.41170585,2.23717566,0.40735968,0.00000000,0.00086996,0.11876688,0.23754315,1.54407488,0.00365729,0.66528023
-5.40570285,2.23631346,0.40602049,0.00000000,0.00082189,0.11985359,0.23319120,1.54661461,0.00362637,0.66269559
-5.39969985,2.22426396,0.40283131,0.00000000,0.00077129,0.12028120,0.22807077,1.54079350,0.00358278,0.65728480
-5.39369685,2.20119432,0.39780199,0.00000000,0.00071898,0.12003600,0.22223508,1.52684591,0.00352733,0.64896407
-5.38769385,2.16751991,0.39097934,0.00000000,0.00066576,0.11911629,0.21575687,1.50519063,0.00346114,0.63772172
-5.38169085,2.12389481,0.38244669,0.00000000,0.00061245,0.11753276,0.20872660,1.47641969,0.00338562,0.62361946
-5.37568784,2.07119440,0.37232242,0.00000000,0.00055978,0.11530852,0.20124999,1.44128104,0.00330243,0.60679105
-5.36968484,2.01049054,0.36075751,0.00000000,0.00050844,0.11247884,0.19344514,1.40065604,0.00321347,0.58743852
-5.36368184,1.94302028,0.34793205,0.00000000,0.00045902,0.10909048,0.18543913,1.35553235,0.00312085,0.56582611
-5.35767884,1.87014940,0.33405100,0.00000000,0.00041205,0.10520064,0.17736451,1.30697336,0.00302681,0.54227222
-5.35167584,1.79333204,0.31933919,0.00000000,0.00036794,0.10087574,0.16935557,1.25608547,0.00293373,0.51713975
-5.34567284,1.71406809,0.30403575,0.00000000,0.00032703,0.09618976,0.16154475,1.20398419,0.00284404,0.49082530
-5.33966983,1.63385992,0.28838817,0.00000000,0.00028955,0.09122249,0.15405916,1.15176063,0.00276019,0.46374764
-5.33366683,1.55417002,0.27264617,0.00000000,0.00025563,0.08605760,0.14701750,1.10044943,0.00268461,0.43633596
-5.32766383,1.47638114,0.25705559,0.00000000,0.00022535,0.08078064,0.14052728,1.05099937,0.00261960,0.40901835
-5.32166083,1.40176038,0.24185250,0.00000000,0.00019869,0.07547711,0.13468275,1.00424768,0.00256734,0.38221098
-5.31565783,1.33142831,0.22725772,0.00000000,0.00017557,0.07023055,0.12956328,0.96089890,0.00252974,0.35630831
-5.30965483,1.26633412,0.21347190,0.00000000,0.00015585,0.06512086,0.12523244,0.92150878,0.00250848,0.33167470
-5.30365183,1.20723759,0.20067138,0.00000000,0.00013937,0.06022272,0.12173775,0.88647398,0.00250484,0.30863748
-5.29764882,1.15469807,0.18900488,0.00000000,0.00012591,0.05560443,0.11911101,0.85602732,0.00251976,0.28748193
-5.29164582,1.10907079,0.17859110,0.00000000,0.00011524,0.05132689,0.11736927,0.83023897,0.00255370,0.26844786
-5.28564282,1.07051013,0.16951737,0.00000000,0.00010709,0.04744293,0.11651625,0.80902300,0.00260669,0.25172802
-5.27963982,1.03897944,0.16183924,0.00000000,0.00010119,0.04399697,0.11654427,0.79214904,0.00267823,0.23746815
-5.27363682,1.01426684,0.15558112,0.00000000,0.00009729,0.04102486,0.11743633,0.77925832,0.00276735,0.22576845
-5.26763382,0.99600584,0.15073772,0.00000000,0.00009511,0.03855406,0.11916849,0.76988339,0.00287260,0.21668633
-5.26163082,0.98370005,0.14727641,0.00000000,0.00009439,0.03660395,0.12171218,0.76347064,0.00299205,0.21024012
-5.25562781,0.97675051,0.14514024,0.00000000,0.00009489,0.03518630,0.12503644,0.75940465,0.00312337,0.20641346
-5.24962481,0.97448474,0.14425148,0.00000000,0.00009636,0.03430589,0.12910985,0.75703342,0.00326388,0.20516015
-5.24362181,0.97618597,0.14451558,0.00000000,0.00009860,0.03396116,0.13390214,0.75569356,0.00341061,0.20640901
-5.23761881,0.98112167,0.14582535,0.00000000,0.00010140,0.03414482,0.13938529,0.75473441,0.00356039,0.21006872
-5.23161581,0.98857007,0.14806512,0.00000000,0.00010458,0.03484448,0.14553408,0.75354034,0.00370995,0.21603222
-5.22561281,0.99784388,0.15111489,0.00000000,0.00010801,0.03604323,0.15232602,0.75155050,0.00385602,0.22418046
-5.21960980,1.00831031,0.15485402,0.00000000,0.00011155,0.03772004,0.15974072,0.74827531,0.00399542,0.23438562
-5.21360680,1.01940680,0.15916468,0.00000000,0.00011510,0.03985017,0.16775868,0.74330927,0.00412516,0.24651329
-5.20760380,1.03065214,0.16393460,0.00000000,0.00011859,0.04240542,0.17635952,0.73633994,0.00424254,0.26042395
-5.20160080,1.04165272,0.16905931,0.00000000,0.00012198,0.04535424,0.18551982,0.72715268,0.00434522,0.27597357
-5.19559780,1.05210405,0.17444358,0.00000000,0.00012523,0.04866184,0.19521076,0.71563144,0.00443130,0.29301330
