energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.18959480,1.06178771,0.18000227,0.00000000,0.00012834,0.05229021,0.20539549,0.70175578,0.00449934,0.31138866
-5.18359180,1.07056426,0.18566038,0.00000000,0.00013135,0.05619808,0.21602664,0.68559428,0.00454845,0.33093808
-5.17758879,1.07836274,0.19135257,0.00000000,0.00013427,0.06034090,0.22704407,0.66729505,0.00457823,0.35149109
-5.17158579,1.08516746,0.19702204,0.00000000,0.00013717,0.06467089,0.23837288,0.64707387,0.00458879,0.37286640
-5.16558279,1.09100300,0.20261901,0.00000000,0.00014010,0.06913709,0.24992213,0.62520043,0.00458074,0.39487003
-5.15957979,1.09591829,0.20809884,0.00000000,0.00014313,0.07368554,0.26158412,0.60198365,0.00455512,0.41729370
-5.15357679,1.09997070,0.21342008,0.00000000,0.00014632,0.07825959,0.27323451,0.57775655,0.00451332,0.43991380
-5.14757379,1.10321099,0.21854237,0.00000000,0.00014974,0.08280030,0.28473329,0.55286137,0.00445703,0.46249092
-5.14157079,1.10567004,0.22342455,0.00000000,0.00015342,0.08724704,0.29592663,0.52763567,0.00438815,0.48477036
-5.13556778,1.10734782,0.22802307,0.00000000,0.00015740,0.09153817,0.30664951,0.50239980,0.00430868,0.50648350
-5.12956478,1.10820537,0.23229070,0.00000000,0.00016171,0.09561195,0.31672923,0.47744627,0.00422067,0.52735025
-5.12356178,1.10816005,0.23617580,0.00000000,0.00016633,0.09940747,0.32598949,0.45303118,0.00412608,0.54708257
-5.11755878,1.10708412,0.23962213,0.00000000,0.00017124,0.10286577,0.33425505,0.42936815,0.00402675,0.56538893
-5.11155578,1.10480697,0.24256918,0.00000000,0.00017638,0.10593098,0.34135666,0.40662453,0.00392431,0.58197974
-5.10555278,1.10112037,0.24495318,0.00000000,0.00018167,0.10855151,0.34713612,0.38492007,0.00382014,0.59657347
-5.09954977,1.09578681,0.24670855,0.00000000,0.00018703,0.11068122,0.35145130,0.36432777,0.00371534,0.60890336
-5.09354677,1.08855006,0.24776986,0.00000000,0.00019232,0.11228056,0.35418076,0.34487667,0.00361068,0.61872438
-5.08754377,1.07914757,0.24807416,0.00000000,0.00019743,0.11331759,0.35522797,0.32655634,0.00350665,0.62582021
-5.08154077,1.06732389,0.24756347,0.00000000,0.00020220,0.11376886,0.35452469,0.30932262,0.00340344,0.63000994
-5.07553777,1.05284443,0.24618744,0.00000000,0.00020648,0.11362016,0.35203366,0.29310422,0.00330098,0.63115414
-5.06953477,1.03550874,0.24390590,0.00000000,0.00021013,0.11286694,0.34775020,0.27780989,0.00319900,0.62916010
-5.06353177,1.01516265,0.24069127,0.00000000,0.00021300,0.11151463,0.34170286,0.26333555,0.00309706,0.62398591
-5.05752876,0.99170868,0.23653053,0.00000000,0.00021496,0.10957859,0.33395297,0.24957134,0.00299459,0.61564313
-5.05152576,0.96511417,0.23142682,0.00000000,0.00021591,0.10708385,0.32459318,0.23640796,0.00289102,0.60419803
-5.04552276,0.93541664,0.22540047,0.00000000,0.00021575,0.10406459,0.31374506,0.22374231,0.00278574,0.58977116
-5.03951976,0.90272637,0.21848935,0.00000000,0.00021441,0.10056330,0.30155575,0.21148207,0.00267825,0.57253524
-5.03351676,0.86722587,0.21074868,0.00000000,0.00021187,0.09662982,0.28819405,0.19954921,0.00256814,0.55271157
-5.02751376,0.82916649,0.20225011,0.00000000,0.00020811,0.09232010,0.27384587,0.18788237,0.00245513,0.53056490
-5.02151076,0.78886235,0.19308022,0.00000000,0.00020317,0.08769485,0.25870936,0.17643810,0.00233916,0.50639703
-5.01550775,0.74668189,0.18333855,0.00000000,0.00019709,0.08281809,0.24298991,0.16519098,0.00222030,0.48053944
-5.00950475,0.70303753,0.17313503,0.00000000,0.00018997,0.07775564,0.22689522,0.15413287,0.00209884,0.45334520
-5.00350175,0.65837412,0.16258732,0.00000000,0.00018190,0.07257362,0.21063057,0.14327137,0.00197526,0.42518049
-4.99749875,0.61315650,0.15181775,0.00000000,0.00017301,0.06733698,0.19439457,0.13262758,0.00185017,0.39641608
-4.99149575,0.56785698,0.14095034,0.00000000,0.00016345,0.06210823,0.17837545,0.12223358,0.00172433,0.36741920
-4.98549275,0.52294335,0.13010784,0.00000000,0.00015336,0.05694616,0.16274806,0.11212953,0.00159861,0.33854596
-4.97948974,0.47886771,0.11940906,0.00000000,0.00014291,0.05190496,0.14767160,0.10236078,0.00147393,0.31013474
-4.97348674,0.43605687,0.10896643,0.00000000,0.00013224,0.04703332,0.13328825,0.09297516,0.00135125,0.28250077
-4.96748374,0.39490449,0.09888408,0.00000000,0.00012152,0.04237397,0.11972258,0.08402036,0.00123152,0.25593198
-4.96148074,0.35576527,0.08925633,0.00000000,0.00011089,0.03796332,0.10708179,0.07554181,0.00111562,0.23068639
-4.95547774,0.31895133,0.08016671,0.00000000,0.00010047,0.03383141,0.09545670,0.06758090,0.00100440,0.20699086
-4.94947474,0.28473081,0.07168759,0.00000000,0.00009039,0.03000206,0.08492342,0.06017369,0.00089857,0.18504140
-4.94347174,0.25332850,0.06388021,0.00000000,0.00008074,0.02649316,0.07554554,0.05335016,0.00079874,0.16500468
-4.93746873,0.22492840,0.05679526,0.00000000,0.00007162,0.02331727,0.06737677,0.04713384,0.00070539,0.14702085
-4.93146573,0.19967785,0.05047380,0.00000000,0.00006307,0.02048216,0.06046382,0.04154193,0.00061884,0.13120710
-4.92546273,0.17769287,0.04494857,0.00000000,0.00005515,0.01799165,0.05484935,0.03658581,0.00053929,0.11766205
-4.91945973,0.15906435,0.04024538,0.00000000,0.00004788,0.01584628,0.05057490,0.03227175,0.00046681,0.10647039
-4.91345673,0.14386452,0.03638473,0.00000000,0.00004127,0.01404420,0.04768352,0.02860193,0.00040134,0.09770764
-4.90745373,0.13215343,0.03338335,0.00000000,0.00003532,0.01258185,0.04622200,0.02557555,0.00034271,0.09144461
-4.90145073,0.12398481,0.03125560,0.00000000,0.00003001,0.01145467,0.04624255,0.02318998,0.00029065,0.08775128
-4.89544772,0.11941111,0.03001470,0.00000000,0.00002532,0.01065767,0.04780376,0.02144190,0.00024482,0.08669986
-4.88944472,0.11848720,0.02967359,0.00000000,0.00002121,0.01018585,0.05097072,0.02032830,0.00020483,0.08836679
-4.88344172,0.12127259,0.03024546,0.00000000,0.00001764,0.01003451,0.05581432,0.01984736,0.00017025,0.09283343
-4.87743872,0.12783194,0.03174381,0.00000000,0.00001457,0.01019935,0.06240949,0.01999917,0.00014062,0.10018539
-4.87143572,0.13823376,0.03418207,0.00000000,0.00001196,0.01067638,0.07083258,0.02078614,0.00011549,0.11051041
-4.86543272,0.15254733,0.03757275,0.00000000,0.00000975,0.01146176,0.08115779,0.02221326,0.00009441,0.12389485
-4.85942971,0.17083798,0.04192619,0.00000000,0.00000790,0.01255138,0.09345276,0.02428816,0.00007696,0.14041883
-4.85342671,0.19316089,0.04724893,0.00000000,0.00000638,0.01394032,0.10777352,0.02702094,0.00006276,0.16015031
-4.84742371,0.21955386,0.05354178,0.00000000,0.00000514,0.01562230,0.12415896,0.03042386,0.00005150,0.18313826
-4.84142071,0.25002935,0.06079777,0.00000000,0.00000414,0.01758892,0.14262500,0.03451096,0.00004290,0.20940533
-4.83541771,0.28456625,0.06900001,0.00000000,0.00000336,0.01982901,0.16315884,0.03929760,0.00003677,0.23894045
-4.82941471,0.32310210,0.07811970,0.00000000,0.00000278,0.02232791,0.18571358,0.04480006,0.00003302,0.27169167
-4.82341171,0.36552613,0.08811434,0.00000000,0.00000237,0.02506688,0.21020348,0.05103513,0.00003164,0.30755985
-4.81740870,0.41167367,0.09892637,0.00000000,0.00000212,0.02802258,0.23650027,0.05801989,0.00003275,0.34639347
-4.81140570,0.46132261,0.11048245,0.00000000,0.00000203,0.03116678,0.26443069,0.06577165,0.00003659,0.38798519
-4.80540270,0.51419208,0.12269329,0.00000000,0.00000210,0.03446623,0.29377577,0.07430801,0.00004356,0.43207029
-4.79939970,0.56994390,0.13545434,0.00000000,0.00000234,0.03788279,0.32427175,0.08364720,0.00005425,0.47832745
-4.79339670,0.62818681,0.14864730,0.00000000,0.00000276,0.04137386,0.35561302,0.09380852,0.00006944,0.52638191
-4.78739370,0.68848353,0.16214253,0.00000000,0.00000341,0.04489301,0.38745698,0.10481304,0.00009017,0.57581100
-4.78139070,0.75036053,0.17580222,0.00000000,0.00000431,0.04839097,0.41943086,0.11668424,0.00011774,0.62615207
-4.77538769,0.81332017,0.18948440,0.00000000,0.00000551,0.05181682,0.45114011,0.12944887,0.00015377,0.67691236
-4.76938469,0.87685456,0.20304751,0.00000000,0.00000709,0.05511940,0.48217840,0.14313756,0.00020025,0.72758062
-4.76338169,0.94046075,0.21635543,0.00000000,0.00000912,0.05824890,0.51213852,0.15778545,0.00025958,0.77763977
-4.75737869,1.00365622,0.22928279,0.00000000,0.00001168,0.06115859,0.54062393,0.17343240,0.00033457,0.82658007
-4.75137569,1.06599400,0.24172013,0.00000000,0.00001490,0.06380646,0.56726037,0.19012298,0.00042855,0.87391226
-4.74537269,1.12707657,0.25357891,0.00000000,0.00001890,0.06615700,0.59170696,0.20790597,0.00054537,0.91917982
-4.73936968,1.18656764,0.26479589,0.00000000,0.00002383,0.06818267,0.61366635,0.22683334,0.00068942,0.96196982
-4.73336668,1.24420129,0.27533664,0.00000000,0.00002985,0.06986528,0.63289325,0.24695872,0.00086566,1.00192189
-4.72736368,1.29978769,0.28519813,0.00000000,0.00003715,0.07119700,0.64920117,0.26833532,0.00107961,1.03873472
-4.72136068,1.35321519,0.29440989,0.00000000,0.00004594,0.07218112,0.66246674,0.29101331,0.00133734,1.07217002
-4.71535768,1.40444862,0.30303398,0.00000000,0.00005645,0.07283235,0.67263173,0.31503676,0.00164542,1.10205370
-4.70935468,1.45352380,0.31116334,0.00000000,0.00006894,0.07317666,0.67970245,0.34044019,0.00201085,1.12827447
-4.70335168,1.50053857,0.31891877,0.00000000,0.00008367,0.07325076,0.68374670,0.36724487,0.00244100,1.15078000
-4.69734867,1.54564099,0.32644451,0.00000000,0.00010093,0.07310113,0.68488860,0.39545510,0.00294343,1.16957118
-4.69134567,1.58901523,0.33390248,0.00000000,0.00012104,0.07278258,0.68330134,0.42505449,0.00352578,1.18469497
-4.68534267,1.63086599,0.34146560,0.00000000,0.00014433,0.07235654,0.67919861,0.45600255,0.00419556,1.19623641
-4.67933967,1.67140250,0.34931019,0.00000000,0.00017114,0.07188899,0.67282494,0.48823174,0.00495998,1.20431042
-4.67333667,1.71082283,0.35760799,0.00000000,0.00020185,0.07144824,0.66444562,0.52164511,0.00582571,1.20905406
-4.66733367,1.74929941,0.36651793,0.00000000,0.00023684,0.07110251,0.65433666,0.55611476,0.00679865,1.21061971
-4.66133067,1.78696664,0.37617816,0.00000000,0.00027654,0.07091752,0.64277528,0.59148117,0.00788369,1.20916964
-4.65532766,1.82391113,0.38669866,0.00000000,0.00032139,0.07095415,0.63003143,0.62755366,0.00908451,1.20487218
-4.64932466,1.86016501,0.39815464,0.00000000,0.00037187,0.07126618,0.61636054,0.66411181,0.01040332,1.19789965
-4.64332166,1.89570270,0.41058120,0.00000000,0.00042849,0.07189836,0.60199784,0.70090812,0.01184072,1.18842798
